60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,a8:bd:27:4c:aa:83,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:14:12,38:17:c3:1f:14:11,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,44:48:c1:91:d0:14,44:48:c1:91:d0:12,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:19:d2,44:48:c1:91:d0:10,38:17:c3:1f:19:d1,38:17:c3:1f:09:91,38:17:c3:1f:09:93,38:17:c3:1f:09:92,20:a6:cd:42:0a:c3,a8:bd:27:4c:aa:82,38:17:c3:24:47:51,38:17:c3:24:47:52,44:48:c1:91:95:b3,44:48:c1:91:95:b1,44:48:c1:91:95:b0,a8:bd:27:4c:aa:92,b4:5d:50:e1:96:43,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,38:17:c3:1f:00:b0,38:17:c3:1f:00:a0,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,20:a6:cd:42:0a:c2,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,44:48:c1:91:d0:11,38:17:c3:24:47:50,38:17:c3:1f:09:90,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,20:a6:cd:42:13:f0,38:17:c3:22:61:90,20:a6:cd:42:0a:c0,38:17:c3:22:61:92,38:17:c3:22:5e:f0,44:48:c1:91:d0:04,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,38:17:c3:1f:14:02,44:48:c1:91:d0:00,a8:bd:27:4c:aa:81,44:48:c1:91:95:a3,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:83,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,9c:d6:43:60:92:e0,38:17:c3:1f:09:80,38:17:c3:19:36:30,38:17:c3:1f:19:c0,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,44:48:c1:91:d0:02,44:48:c1:91:aa:31,38:17:c3:22:61:91,44:48:c1:91:aa:32,20:a6:cd:42:13:e2,80:8d:b7:55:25:f3,44:48:c1:91:aa:21,92:32:4b:b2:cc:47,b4:5d:50:e1:96:40,38:17:c3:1f:14:00,44:48:c1:91:d0:01,a8:bd:27:4c:aa:80,44:48:c1:91:aa:30,38:17:c3:1f:1c:10,44:48:c1:91:aa:20,b6:e6:2d:69:d5:58,20:a6:cd:42:0a:c1,44:48:c1:91:95:a1,38:17:c3:19:45:a2,44:48:c1:91:95:a0,20:a6:cd:42:13:f2,38:17:c3:1a:cf:d2,20:a6:cd:42:13:f1,38:17:c3:19:d7:72,38:17:c3:1a:cf:d1,38:17:c3:19:d7:71,38:17:c3:22:5e:f2,ac:e2:d3:c4:08:e6,38:17:c3:1f:1c:11,44:48:c1:91:95:a2,38:17:c3:19:d7:70,38:17:c3:1a:cf:d0,38:17:c3:22:5e:e0,86:0d:8e:aa:25:a4,38:17:c3:1f:14:01,20:a6:cd:42:0b:e3,80:8d:b7:55:25:e3,38:17:c3:22:5e:f1,38:17:c3:24:56:50,38:17:c3:19:45:a1,38:17:c3:19:45:a0,44:48:c1:91:aa:22,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e1,38:17:c3:19:d7:60,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f2,38:17:c3:19:d7:61,38:17:c3:19:d7:62,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e2,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:25:f2,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:35:03,38:17:c3:1e:ff:10,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:50,80:8d:b7:55:29:d0,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,ea:9e:b4:53:24:54,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,20:a6:cd:50:24:b0,b0:be:76:f8:30:5e,38:17:c3:1e:ff:11,20:a6:cd:50:24:a0,38:17:c3:1e:ff:12,80:8d:b7:55:39:d0,68:ff:7b:e4:af:38,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:19:71:90,80:8d:b7:55:39:c1,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,20:a6:cd:50:24:b1,80:8d:b7:55:39:c0,68:ff:7b:e4:af:39,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:36:20,38:17:c3:1f:0e:10,00:4e:35:df:06:52,38:17:c3:1e:ff:01,38:17:c3:1f:22:32,38:17:c3:1f:22:31,80:8d:b7:55:39:c2,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,20:a6:cd:50:24:b2,00:4e:35:de:e1:12,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,00:4e:35:df:06:42,80:8d:b7:55:29:c0,00:4e:35:df:06:51,00:4e:35:df:06:50,44:48:c1:a5:82:30,00:4e:35:de:e1:10,00:4e:35:df:06:41,00:4e:35:df:06:40,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,00:4e:35:de:e1:02,38:17:c3:1f:22:20,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:10,80:8d:b7:55:4d:00,80:8d:b7:55:4d:12,80:8d:b7:55:4d:11,x,y,label
-58,-61,-61,-73,-62,-62,-68,-68,-72,-72,-72,-72,-72,-73,-77,-77,-80,-80,-82,-78,-83,-82,-80,-81,-72,-75,-80,-80,-79,-79,-79,-84,-66,-84,-85,-61,-62,-73,-72,-69,-72,-80,-83,-77,-80,-81,-79,-85,-100,-100,-73,-100,-100,-76,-55,-54,-67,-100,-76,-47,-78,-79,-79,-100,-100,-72,-79,-100,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-78,-100,-100,-100,-88,-72,-78,-100,-100,-100,-88,-100,-100,-89,-100,-100,-82,-100,-100,-100,-89,-100,-100,-67,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-58,-62,-61,-73,-62,-62,-68,-68,-72,-72,-72,-72,-72,-73,-78,-78,-79,-79,-83,-78,-83,-81,-80,-81,-71,-76,-78,-79,-79,-78,-79,-84,-67,-83,-85,-60,-62,-73,-72,-68,-71,-79,-83,-77,-79,-81,-78,-85,-100,-100,-73,-100,-100,-100,-49,-49,-68,-100,-76,-47,-79,-80,-78,-100,-100,-69,-80,-100,-83,-88,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-76,-100,-100,-100,-100,-71,-78,-100,-100,-100,-88,-100,-100,-89,-100,-100,-80,-100,-100,-100,-89,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-63,-58,-58,-74,-65,-66,-71,-71,-72,-72,-72,-77,-77,-77,-75,-75,-77,-77,-83,-75,-83,-83,-82,-81,-69,-75,-80,-80,-83,-84,-84,-84,-82,-83,-84,-57,-67,-77,-72,-71,-71,-77,-83,-75,-80,-83,-84,-84,-100,-100,-71,-100,-86,-74,-49,-48,-66,-100,-76,-100,-80,-79,-78,-100,-100,-75,-81,-100,-83,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-76,-100,-100,-100,-100,-71,-100,-100,-100,-100,-88,-100,-100,-89,-100,-86,-80,-100,-100,-88,-89,-100,-100,-67,-100,-100,-87,-100,-79,-79,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-63,-58,-58,-73,-66,-66,-71,-71,-72,-72,-73,-77,-77,-77,-74,-74,-78,-78,-83,-74,-83,-82,-82,-81,-70,-76,-80,-80,-83,-84,-84,-83,-82,-83,-84,-58,-65,-78,-72,-71,-73,-78,-84,-74,-80,-82,-84,-84,-100,-100,-73,-100,-86,-71,-57,-54,-67,-72,-76,-100,-79,-79,-78,-100,-100,-72,-81,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-66,-71,-76,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-88,-100,-100,-100,-67,-100,-100,-87,-100,-79,-79,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-62,-58,-58,-73,-65,-65,-70,-70,-72,-72,-72,-77,-76,-76,-74,-74,-78,-77,-83,-74,-83,-82,-81,-82,-70,-77,-80,-79,-83,-83,-86,-84,-73,-84,-84,-58,-65,-77,-72,-70,-73,-78,-83,-74,-80,-81,-85,-84,-100,-100,-73,-100,-86,-73,-50,-49,-59,-72,-76,-79,-79,-79,-58,-100,-100,-73,-81,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-67,-73,-77,-100,-100,-100,-100,-72,-100,-79,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-88,-100,-100,-100,-58,-86,-100,-87,-100,-78,-79,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-62,-58,-58,-73,-64,-65,-70,-70,-72,-72,-72,-76,-76,-76,-74,-75,-78,-77,-83,-75,-83,-83,-82,-83,-70,-76,-81,-80,-83,-83,-86,-84,-73,-84,-83,-58,-64,-77,-72,-70,-72,-78,-83,-75,-80,-83,-85,-84,-100,-100,-73,-100,-85,-70,-48,-56,-59,-73,-76,-79,-79,-100,-58,-83,-100,-73,-100,-100,-100,-100,-100,-73,-73,-72,-100,-100,-100,-100,-100,-100,-100,-73,-67,-72,-77,-100,-100,-100,-100,-72,-100,-79,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-78,-100,-100,-100,-100,-58,-86,-100,-85,-100,-78,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-62,-58,-57,-73,-64,-64,-70,-70,-72,-72,-72,-76,-77,-77,-75,-75,-78,-78,-83,-75,-82,-82,-82,-82,-71,-75,-79,-80,-83,-83,-86,-84,-73,-84,-84,-58,-64,-77,-72,-70,-72,-78,-83,-75,-80,-82,-84,-85,-100,-100,-73,-100,-85,-73,-48,-49,-67,-72,-75,-79,-100,-100,-78,-83,-100,-72,-100,-100,-100,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-73,-67,-72,-77,-100,-100,-100,-100,-73,-100,-79,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-78,-100,-100,-100,-100,-58,-86,-100,-85,-100,-78,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-63,-58,-58,-74,-63,-64,-70,-70,-73,-73,-73,-77,-77,-77,-76,-77,-77,-77,-82,-77,-83,-83,-84,-83,-76,-75,-80,-80,-83,-83,-100,-84,-75,-84,-84,-57,-64,-77,-73,-70,-72,-77,-82,-77,-81,-85,-84,-84,-100,-100,-72,-100,-85,-74,-48,-49,-67,-72,-75,-78,-100,-100,-80,-83,-100,-72,-100,-100,-100,-86,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-75,-68,-72,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-78,-100,-100,-100,-100,-67,-100,-100,-85,-100,-76,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-64,-58,-58,-76,-62,-62,-66,-66,-75,-75,-75,-78,-78,-79,-75,-74,-80,-81,-83,-74,-83,-79,-80,-81,-73,-76,-83,-83,-84,-83,-100,-85,-79,-84,-84,-57,-62,-79,-75,-66,-76,-80,-83,-75,-83,-78,-85,-84,-100,-100,-77,-100,-89,-71,-100,-56,-68,-75,-75,-77,-76,-76,-74,-100,-100,-75,-77,-100,-100,-86,-100,-73,-100,-75,-100,-100,-100,-100,-100,-100,-100,-75,-68,-74,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-76,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-66,-59,-59,-63,-60,-58,-66,-66,-75,-75,-75,-78,-79,-78,-75,-74,-84,-81,-83,-75,-83,-80,-81,-80,-78,-75,-84,-83,-84,-100,-100,-82,-75,-82,-83,-57,-61,-77,-75,-66,-76,-80,-83,-75,-84,-80,-85,-82,-100,-100,-77,-100,-89,-81,-59,-56,-69,-75,-63,-81,-77,-78,-76,-100,-100,-71,-85,-100,-100,-100,-100,-71,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-69,-74,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-81,-100,-100,-100,-89,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-66,-59,-59,-78,-64,-64,-65,-65,-74,-74,-74,-78,-78,-78,-74,-74,-82,-82,-83,-75,-83,-80,-81,-81,-75,-75,-83,-83,-84,-84,-100,-84,-75,-83,-84,-58,-64,-78,-74,-66,-76,-82,-83,-74,-83,-81,-85,-84,-100,-100,-77,-100,-89,-72,-58,-61,-69,-78,-63,-81,-77,-77,-77,-100,-100,-72,-77,-100,-100,-89,-100,-71,-72,-75,-100,-100,-100,-100,-100,-100,-100,-100,-69,-74,-77,-100,-100,-100,-100,-76,-83,-80,-82,-100,-100,-100,-100,-89,-100,-100,-84,-100,-83,-100,-89,-100,-100,-69,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-65,-59,-59,-79,-64,-64,-66,-66,-74,-74,-75,-79,-78,-78,-74,-74,-81,-81,-83,-74,-84,-79,-81,-81,-75,-75,-83,-83,-85,-84,-100,-84,-75,-84,-84,-58,-64,-78,-74,-66,-100,-81,-84,-74,-82,-85,-85,-84,-100,-100,-100,-100,-100,-72,-57,-57,-68,-78,-63,-78,-78,-77,-76,-100,-100,-72,-77,-100,-100,-89,-100,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-77,-68,-76,-77,-100,-100,-100,-100,-100,-83,-79,-82,-100,-100,-100,-100,-89,-100,-100,-82,-100,-83,-100,-84,-100,-100,-68,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-65,-59,-59,-78,-64,-63,-66,-66,-74,-74,-74,-79,-79,-79,-73,-74,-80,-81,-84,-74,-84,-81,-81,-81,-75,-77,-82,-82,-85,-84,-100,-83,-76,-83,-83,-59,-63,-79,-74,-66,-100,-80,-84,-73,-82,-80,-83,-83,-100,-100,-100,-100,-89,-72,-58,-55,-67,-78,-76,-79,-72,-77,-73,-100,-100,-74,-77,-100,-100,-87,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-77,-67,-76,-77,-100,-100,-100,-100,-100,-83,-79,-82,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-84,-100,-100,-67,-91,-100,-89,-100,-80,-80,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-65,-58,-59,-78,-63,-63,-65,-65,-74,-74,-74,-79,-79,-79,-74,-74,-80,-80,-84,-74,-83,-81,-82,-82,-74,-77,-83,-83,-84,-100,-100,-84,-76,-84,-84,-58,-63,-79,-74,-66,-73,-81,-83,-74,-83,-82,-83,-84,-100,-100,-100,-100,-89,-72,-56,-58,-67,-100,-76,-79,-72,-77,-73,-100,-100,-74,-77,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-67,-76,-77,-100,-100,-100,-100,-76,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-89,-100,-100,-67,-86,-100,-89,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-62,-61,-61,-70,-63,-62,-65,-65,-72,-72,-72,-72,-72,-72,-76,-76,-80,-79,-81,-76,-81,-81,-83,-84,-75,-74,-80,-80,-84,-100,-100,-83,-76,-83,-84,-60,-62,-72,-72,-66,-73,-80,-81,-76,-81,-82,-85,-83,-100,-100,-74,-100,-89,-100,-56,-58,-67,-100,-75,-79,-72,-100,-73,-100,-100,-74,-77,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-75,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-89,-100,-100,-67,-86,-100,-89,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-65,-58,-58,-70,-61,-61,-64,-64,-73,-73,-74,-77,-77,-77,-75,-75,-78,-78,-80,-76,-79,-83,-83,-83,-72,-74,-82,-82,-84,-100,-100,-84,-70,-84,-83,-57,-62,-77,-73,-64,-73,-78,-79,-76,-81,-100,-86,-85,-100,-100,-73,-100,-100,-73,-56,-55,-65,-100,-75,-81,-79,-100,-79,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-75,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-65,-88,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
