38:17:c3:1f:00:a0,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,b4:5d:50:e1:96:43,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:14:02,38:17:c3:1f:14:01,b4:5d:50:e1:96:51,20:a6:cd:42:0a:d0,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,38:17:c3:1f:14:12,38:17:c3:1f:14:11,44:48:c1:91:d0:02,44:48:c1:91:d0:04,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:d0:14,38:17:c3:19:45:b1,38:17:c3:19:45:b2,44:48:c1:91:d0:12,44:48:c1:91:d0:10,38:17:c3:1f:19:d1,38:17:c3:24:47:51,38:17:c3:1f:19:d2,38:17:c3:24:47:52,38:17:c3:1f:09:83,38:17:c3:1f:09:81,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:83,38:17:c3:1f:09:92,44:48:c1:91:95:b1,38:17:c3:1f:09:91,38:17:c3:1f:09:93,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,44:48:c1:91:95:b0,44:48:c1:91:95:b3,44:48:c1:91:aa:32,38:17:c3:22:61:91,ac:e2:d3:c4:08:e6,92:32:4b:b2:cc:47,38:17:c3:1f:00:b0,38:17:c3:1f:14:00,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,38:17:c3:1f:14:10,44:48:c1:91:d0:01,20:a6:cd:42:0a:c2,44:48:c1:91:d0:11,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,9c:d6:43:60:92:e0,38:17:c3:24:47:50,38:17:c3:1f:09:90,38:17:c3:1f:09:80,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,20:a6:cd:42:13:e0,38:17:c3:22:61:90,66:2a:2f:53:7c:99,44:48:c1:91:d0:00,20:a6:cd:42:0a:c3,38:17:c3:19:45:a2,38:17:c3:19:45:a1,44:48:c1:91:95:a3,44:48:c1:91:95:a0,44:48:c1:91:95:a1,20:a6:cd:42:13:e2,20:a6:cd:42:13:e1,44:48:c1:91:aa:31,38:17:c3:1a:cf:d2,38:17:c3:1a:cf:d1,38:17:c3:19:45:a0,44:48:c1:91:95:a2,38:17:c3:1f:19:f0,44:48:c1:91:aa:30,38:17:c3:1a:cf:d0,44:48:c1:91:9d:50,38:17:c3:1f:09:82,44:48:c1:91:aa:21,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,a8:bd:27:4c:aa:80,38:17:c3:1f:19:c0,b0:b8:67:3d:c2:f2,44:48:c1:91:aa:22,38:17:c3:22:5e:f2,44:48:c1:91:aa:20,38:17:c3:1f:1c:10,38:17:c3:22:5e:f0,b6:e6:2d:69:d5:58,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:40,20:a6:cd:42:0b:f3,38:17:c3:22:5e:f1,86:0d:8e:aa:25:a4,20:a6:cd:42:0b:f0,38:17:c3:19:d7:70,38:17:c3:1f:19:f2,38:17:c3:1f:19:e1,38:17:c3:1f:19:f1,38:17:c3:19:d7:71,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:72,20:a6:cd:42:0b:f2,38:17:c3:19:d7:62,38:17:c3:19:d7:61,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:60,80:8d:b7:55:25:e3,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,38:17:c3:19:36:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,38:17:c3:19:36:30,80:8d:b7:55:35:10,38:17:c3:19:36:31,80:8d:b7:55:35:03,80:8d:b7:55:29:d0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:35:13,ea:9e:b4:53:24:54,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:50,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:3a:41,80:8d:b7:55:35:01,80:8d:b7:55:3a:42,b0:be:76:f8:30:5e,20:a6:cd:50:24:a0,80:8d:b7:55:3a:40,20:a6:cd:50:24:a2,38:17:c3:1e:ff:10,68:ff:7b:e4:af:38,80:8d:b7:55:29:d2,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:71:92,80:8d:b7:55:29:d1,38:17:c3:19:71:90,80:8d:b7:55:39:d0,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,20:a6:cd:50:24:a1,68:ff:7b:e4:af:39,38:17:c3:19:71:91,80:8d:b7:55:35:02,80:8d:b7:55:35:00,20:a6:cd:50:24:b0,38:17:c3:19:71:80,38:17:c3:19:71:81,00:4e:35:df:06:52,38:17:c3:19:71:82,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,20:a6:cd:50:24:b1,80:8d:b7:55:39:c0,38:17:c3:1e:ff:00,38:17:c3:1f:22:30,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,38:17:c3:19:36:21,38:17:c3:19:36:20,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,00:4e:35:df:06:50,80:8d:b7:55:29:c2,38:17:c3:1f:22:31,80:8d:b7:55:29:c0,38:17:c3:1f:22:32,00:4e:35:de:e1:12,00:4e:35:df:06:41,80:8d:b7:55:29:c1,00:4e:35:df:06:42,00:4e:35:df:06:40,00:4e:35:df:06:51,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:4d:10,80:8d:b7:55:4d:00,80:8d:b7:55:4d:12,80:8d:b7:55:4d:11,x,y,label
-65,-85,-86,-78,-82,-65,-65,-100,-68,-68,-100,-100,-100,-100,-100,-100,-90,-100,-83,-82,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-69,-100,-100,-100,-83,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-67,-100,-100,-68,-70,-100,-100,-100,-70,-68,-61,-70,-68,-66,-66,-62,-62,-66,-82,-84,-85,-100,-86,-85,-100,-84,-100,-84,-89,-81,-82,-82,-85,-87,-84,-84,-86,-83,-85,-84,-85,-81,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-65,-100,-87,-81,-100,-67,-67,-100,-68,-68,-100,-100,-100,-100,-100,-100,-90,-100,-85,-84,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-68,-100,-100,-100,-85,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-68,-100,-100,-68,-69,-100,-100,-100,-70,-68,-62,-70,-67,-66,-66,-62,-62,-66,-79,-84,-85,-100,-84,-86,-100,-86,-100,-100,-90,-81,-100,-100,-82,-86,-84,-84,-84,-84,-85,-83,-100,-81,-100,-85,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-67,-87,-87,-85,-100,-66,-66,-100,-68,-68,-100,-100,-100,-100,-100,-100,-90,-100,-86,-86,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-68,-100,-100,-100,-86,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-67,-100,-100,-67,-70,-100,-100,-100,-69,-67,-61,-70,-67,-66,-66,-62,-62,-66,-79,-85,-85,-100,-86,-85,-100,-85,-100,-83,-90,-81,-100,-81,-84,-86,-85,-84,-84,-82,-83,-83,-100,-82,-100,-85,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-66,-87,-87,-79,-100,-66,-66,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-67,-100,-100,-100,-87,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-67,-100,-100,-67,-70,-100,-100,-100,-69,-67,-62,-70,-67,-66,-65,-62,-62,-65,-79,-86,-85,-100,-85,-85,-100,-85,-100,-83,-90,-100,-100,-81,-85,-84,-84,-86,-84,-84,-84,-83,-100,-82,-100,-84,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-67,-87,-87,-81,-84,-67,-67,-100,-68,-67,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-68,-100,-100,-100,-85,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-67,-100,-100,-67,-70,-100,-100,-100,-70,-67,-61,-70,-67,-66,-66,-62,-62,-66,-79,-85,-85,-100,-85,-86,-100,-85,-100,-82,-100,-100,-100,-81,-85,-84,-84,-84,-85,-83,-85,-100,-100,-82,-100,-84,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-67,-85,-87,-81,-84,-67,-66,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-68,-100,-100,-100,-85,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-67,-100,-100,-67,-70,-100,-100,-100,-70,-67,-52,-70,-67,-66,-66,-62,-62,-66,-100,-86,-84,-100,-85,-87,-100,-84,-100,-82,-100,-100,-82,-100,-85,-84,-84,-84,-85,-84,-84,-100,-100,-100,-100,-84,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-69,-85,-85,-81,-84,-69,-69,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-70,-100,-100,-100,-85,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-68,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-69,-100,-100,-69,-70,-100,-100,-100,-70,-69,-62,-70,-69,-67,-66,-65,-65,-66,-100,-79,-79,-100,-80,-80,-86,-84,-100,-82,-100,-100,-82,-100,-84,-86,-83,-84,-83,-83,-83,-100,-100,-84,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-69,-86,-85,-100,-100,-69,-69,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-70,-100,-100,-100,-84,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-68,-100,-100,-68,-71,-100,-100,-100,-71,-68,-65,-71,-68,-67,-100,-65,-65,-67,-100,-79,-79,-100,-80,-79,-87,-83,-100,-74,-100,-100,-100,-100,-84,-86,-84,-84,-83,-83,-82,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-69,-86,-85,-62,-100,-69,-69,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-70,-100,-100,-100,-84,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-69,-100,-100,-69,-71,-100,-100,-100,-71,-69,-65,-71,-69,-67,-67,-65,-65,-67,-100,-80,-80,-100,-80,-80,-86,-85,-100,-74,-100,-100,-100,-100,-84,-84,-84,-84,-83,-83,-82,-100,-100,-84,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-68,-85,-100,-82,-100,-68,-68,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-84,-82,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-71,-100,-100,-100,-83,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-68,-100,-100,-68,-71,-100,-100,-100,-71,-68,-64,-71,-68,-67,-67,-65,-64,-67,-100,-80,-79,-100,-80,-80,-86,-85,-100,-81,-100,-100,-100,-100,-83,-84,-84,-84,-84,-83,-83,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-70,-85,-100,-82,-100,-67,-70,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-70,-100,-100,-100,-84,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-69,-100,-100,-69,-71,-100,-100,-100,-71,-69,-64,-71,-69,-67,-67,-64,-65,-67,-100,-80,-80,-100,-80,-80,-86,-85,-100,-81,-100,-100,-100,-100,-83,-84,-84,-84,-83,-82,-82,-84,-100,-83,-84,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-70,-85,-85,-82,-73,-70,-70,-100,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-80,-100,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-70,-100,-100,-100,-83,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-68,-100,-100,-69,-71,-100,-100,-100,-71,-68,-64,-71,-68,-67,-67,-65,-65,-67,-80,-80,-80,-100,-80,-80,-86,-85,-86,-81,-100,-100,-100,-100,-85,-85,-85,-84,-83,-83,-83,-82,-100,-82,-85,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-68,-100,-85,-82,-73,-68,-67,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-80,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-69,-100,-100,-100,-83,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-72,-100,-100,-72,-67,-100,-100,-100,-66,-72,-64,-66,-72,-68,-68,-65,-65,-68,-77,-81,-81,-100,-81,-81,-86,-81,-86,-80,-100,-78,-78,-79,-81,-87,-81,-81,-83,-83,-83,-82,-100,-82,-85,-100,-100,-100,-86,-86,-86,-86,-86,-86,-88,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-68,-100,-85,-80,-80,-68,-67,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-70,-100,-100,-100,-79,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-70,-100,-100,-70,-67,-100,-100,-100,-67,-70,-66,-67,-70,-67,-68,-66,-66,-67,-80,-80,-80,-100,-79,-80,-86,-82,-86,-80,-100,-78,-78,-79,-82,-84,-82,-81,-83,-83,-83,-100,-100,-100,-86,-100,-100,-100,-83,-86,-86,-86,-86,-86,-88,-87,-87,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-68,-100,-83,-77,-80,-68,-67,-100,-69,-69,-100,-100,-100,-100,-100,-100,-88,-100,-79,-79,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-69,-100,-87,-100,-79,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-68,-67,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-70,-100,-100,-70,-68,-100,-100,-100,-67,-70,-63,-68,-70,-67,-68,-61,-62,-67,-77,-79,-80,-100,-79,-79,-85,-83,-86,-80,-87,-80,-78,-78,-83,-85,-84,-82,-82,-82,-82,-100,-100,-100,-85,-85,-100,-100,-84,-86,-87,-86,-86,-85,-88,-86,-87,-84,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-70,-100,-85,-74,-80,-70,-70,-100,-68,-68,-100,-100,-100,-100,-100,-100,-88,-100,-79,-80,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-68,-100,-87,-100,-80,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-70,-100,-100,-70,-67,-100,-100,-100,-67,-70,-63,-67,-70,-67,-68,-64,-64,-67,-77,-79,-80,-100,-79,-79,-86,-83,-86,-78,-87,-79,-79,-80,-83,-85,-83,-82,-83,-83,-83,-100,-100,-100,-55,-85,-100,-100,-85,-87,-87,-87,-87,-85,-86,-85,-88,-84,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-70,-100,-85,-77,-83,-70,-70,-100,-68,-68,-100,-100,-100,-100,-100,-100,-88,-100,-79,-79,-100,-100,-100,-100,-100,-65,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-68,-100,-87,-100,-79,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-72,-100,-100,-73,-67,-100,-100,-100,-67,-72,-64,-67,-72,-100,-68,-63,-63,-68,-76,-80,-80,-100,-80,-80,-85,-82,-100,-78,-87,-79,-79,-80,-83,-85,-84,-82,-83,-84,-83,-100,-100,-100,-55,-85,-100,-100,-85,-86,-87,-87,-88,-85,-86,-85,-87,-84,-84,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
