60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,44:48:c1:91:d0:10,44:48:c1:91:d0:14,44:48:c1:91:d0:12,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c3,38:17:c3:24:47:51,38:17:c3:24:47:52,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,44:48:c1:91:d0:04,44:48:c1:91:95:b1,38:17:c3:1f:09:82,44:48:c1:91:95:a3,38:17:c3:1f:09:83,a8:bd:27:4c:aa:92,38:17:c3:19:45:b1,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:93,44:48:c1:91:95:b3,38:17:c3:19:45:b2,a8:bd:27:4c:aa:91,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:00:b0,38:17:c3:1f:00:a0,44:48:c1:91:d0:11,20:a6:cd:42:0a:d2,38:17:c3:24:47:50,b4:5d:50:e1:96:50,38:17:c3:1f:14:00,20:a6:cd:42:0a:c2,38:17:c3:1f:09:80,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,a8:bd:27:4c:aa:90,72:32:b1:3e:1a:b8,38:17:c3:1f:14:01,38:17:c3:1f:14:02,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,44:48:c1:91:d0:01,b4:5d:50:e1:96:40,38:17:c3:19:45:a0,38:17:c3:19:45:a2,38:17:c3:1f:09:81,38:17:c3:1f:00:a2,44:48:c1:91:d0:02,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:1f:09:93,38:17:c3:1f:09:92,44:48:c1:91:95:b0,38:17:c3:1f:09:90,38:17:c3:1f:14:10,9c:d6:43:60:92:e0,44:48:c1:91:95:b2,38:17:c3:1f:09:91,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,44:48:c1:91:95:a0,38:17:c3:19:45:a1,a8:bd:27:4c:aa:80,72:32:b1:3e:1a:b7,44:48:c1:91:d0:00,20:a6:cd:42:13:e1,38:17:c3:19:36:30,38:17:c3:22:61:90,44:48:c1:91:95:a1,20:a6:cd:42:13:e2,44:48:c1:91:95:a2,20:a6:cd:42:13:e0,66:2a:2f:53:7c:99,38:17:c3:19:36:32,20:a6:cd:42:0b:e3,38:17:c3:1f:19:c2,38:17:c3:19:d7:70,20:a6:cd:42:13:f0,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:61,20:a6:cd:42:0b:f3,38:17:c3:19:d7:60,20:a6:cd:42:0b:f0,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:e3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:25:e2,80:8d:b7:55:25:f2,b0:be:76:f8:30:5e,80:8d:b7:55:35:13,68:ff:7b:e4:af:39,80:8d:b7:55:35:10,80:8d:b7:55:35:01,80:8d:b7:55:25:e0,80:8d:b7:55:35:00,80:8d:b7:55:25:e1,80:8d:b7:55:35:02,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,80:8d:b7:55:39:c0,38:17:c3:19:71:91,38:17:c3:19:71:90,80:8d:b7:55:39:d0,ea:9e:b4:53:24:54,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,38:17:c3:19:71:92,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,38:17:c3:19:71:81,20:a6:cd:50:24:a1,38:17:c3:19:71:82,38:17:c3:19:71:80,80:8d:b7:55:29:d0,68:ff:7b:e4:af:38,38:17:c3:19:36:31,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:c0,80:8d:b7:55:39:d2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:39:d1,38:17:c3:1f:22:30,00:4e:35:df:06:52,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:40,00:4e:35:df:06:42,20:a6:cd:50:24:b0,00:4e:35:df:06:41,38:17:c3:1f:22:32,00:4e:35:de:e1:12,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:22:22,38:17:c3:1f:22:31,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:e1:11,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:4d:02,38:17:c3:1f:0e:01,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,x,y,timestamp
-100,-68,-68,-100,-70,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-73,-89,-100,-100,-73,-100,-100,-100,-68,-70,-100,-100,-100,-100,-85,-100,-100,-73,-100,-100,-89,-100,-87,-100,-100,-100,-100,-100,-100,-75,-74,-100,-70,-100,-82,-82,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-71,-100,-70,-100,-100,-100,-100,-71,-74,-74,-74,-74,-74,-72,-74,-72,-70,-70,-72,-72,-84,-87,-84,-100,-87,-87,-87,-86,-100,-87,-100,-88,-100,-100,-100,-90,-100,-87,-87,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,370,616,1719096459343
-100,-68,-68,-100,-70,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-73,-89,-100,-100,-73,-100,-100,-100,-68,-70,-100,-100,-100,-100,-85,-100,-100,-73,-100,-100,-89,-100,-87,-100,-100,-100,-100,-100,-100,-75,-75,-100,-70,-100,-83,-82,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-69,-100,-70,-100,-100,-100,-100,-70,-74,-74,-74,-74,-74,-72,-74,-72,-70,-70,-72,-72,-87,-86,-83,-91,-87,-88,-87,-100,-100,-86,-100,-87,-100,-100,-100,-90,-100,-87,-87,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,370,616,1723290723092
-100,-66,-66,-100,-70,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-67,-70,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-100,-70,-100,-83,-83,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-72,-100,-69,-100,-100,-100,-100,-72,-73,-72,-73,-73,-73,-73,-73,-73,-69,-69,-73,-73,-86,-85,-85,-87,-84,-87,-88,-85,-100,-86,-100,-87,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,370,616,1727600346528
-100,-61,-61,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-71,-91,-100,-100,-71,-100,-100,-100,-61,-71,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-63,-100,-71,-100,-84,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-68,-100,-74,-100,-100,-100,-100,-70,-81,-80,-81,-70,-70,-72,-70,-72,-73,-74,-72,-72,-100,-84,-84,-87,-84,-100,-100,-84,-100,-100,-100,-100,-88,-100,-89,-100,-88,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,410,616,1785349394683
-100,-61,-61,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-71,-90,-100,-100,-71,-100,-100,-100,-60,-71,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-90,-87,-86,-100,-100,-100,-100,-100,-100,-77,-63,-100,-72,-100,-84,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-67,-100,-74,-100,-100,-100,-100,-71,-80,-80,-80,-70,-70,-72,-68,-72,-74,-74,-72,-72,-82,-83,-84,-86,-83,-88,-100,-84,-100,-87,-100,-87,-88,-100,-89,-100,-86,-87,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,410,616,1789045291035
-88,-61,-61,-100,-72,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-71,-84,-100,-100,-71,-100,-100,-100,-60,-72,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-88,-87,-86,-100,-100,-100,-100,-100,-100,-77,-100,-100,-72,-100,-84,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-66,-100,-75,-100,-100,-100,-100,-72,-78,-79,-80,-70,-70,-72,-70,-72,-75,-75,-72,-72,-84,-85,-84,-89,-85,-88,-100,-84,-100,-87,-100,-86,-100,-100,-100,-87,-86,-88,-87,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,410,616,1792654783274
-88,-61,-60,-91,-72,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-71,-84,-100,-100,-71,-100,-100,-100,-60,-70,-100,-100,-100,-100,-89,-100,-100,-71,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-71,-100,-84,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-76,-100,-75,-100,-100,-100,-100,-73,-79,-78,-79,-71,-71,-72,-71,-72,-75,-74,-72,-72,-82,-84,-83,-89,-84,-87,-86,-83,-100,-87,-100,-88,-100,-100,-100,-87,-100,-86,-87,-86,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,410,616,1796274878064
-87,-61,-60,-91,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-71,-100,-100,-100,-72,-100,-100,-100,-61,-72,-100,-100,-100,-100,-88,-100,-100,-72,-100,-100,-89,-89,-86,-100,-100,-100,-100,-100,-100,-76,-76,-100,-71,-100,-84,-83,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-76,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-69,-100,-73,-100,-100,-100,-100,-72,-79,-78,-79,-71,-71,-72,-70,-72,-73,-73,-72,-72,-82,-84,-84,-88,-83,-86,-86,-85,-92,-87,-100,-87,-100,-86,-100,-88,-89,-88,-87,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,410,616,1799931325458
-87,-60,-60,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-73,-89,-100,-100,-73,-100,-100,-100,-60,-72,-100,-100,-100,-100,-88,-100,-100,-73,-100,-100,-89,-89,-86,-100,-100,-100,-100,-100,-100,-76,-76,-100,-71,-100,-84,-85,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-76,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-74,-100,-75,-100,-100,-100,-100,-69,-75,-76,-76,-70,-70,-72,-70,-72,-75,-74,-72,-72,-81,-84,-83,-88,-84,-88,-86,-82,-92,-87,-100,-88,-100,-86,-100,-88,-89,-87,-87,-100,-86,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,410,616,1803546878061
-89,-66,-66,-88,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-65,-74,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-68,-100,-69,-100,-100,-100,-100,-63,-100,-65,-70,-100,-100,-78,-74,-78,-69,-68,-79,-78,-100,-83,-83,-83,-83,-87,-82,-83,-100,-85,-100,-85,-85,-83,-85,-83,-85,-85,-86,-87,-100,-83,-100,-84,-86,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,451,616,1855859744812
-89,-64,-64,-88,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-77,-100,-100,-100,-63,-70,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-74,-100,-70,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-67,-100,-70,-100,-100,-100,-100,-61,-70,-69,-70,-73,-73,-78,-73,-78,-70,-69,-78,-77,-80,-83,-83,-84,-82,-86,-81,-82,-100,-86,-100,-87,-86,-82,-85,-82,-85,-87,-88,-88,-88,-83,-100,-84,-86,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,451,616,1860117528717
-86,-64,-64,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-76,-91,-100,-100,-76,-100,-100,-100,-64,-71,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-71,-100,-81,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-66,-100,-69,-100,-100,-100,-100,-66,-70,-70,-70,-73,-73,-75,-75,-75,-69,-69,-75,-75,-82,-83,-83,-83,-82,-86,-81,-82,-100,-86,-100,-87,-78,-82,-78,-82,-85,-87,-88,-86,-87,-86,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,451,616,1864524293819
-87,-64,-64,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-77,-91,-100,-100,-77,-100,-100,-100,-64,-70,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-100,-71,-100,-81,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-68,-100,-69,-100,-100,-100,-100,-67,-70,-70,-100,-73,-73,-78,-73,-79,-69,-68,-78,-78,-84,-82,-83,-86,-82,-87,-83,-83,-100,-86,-100,-86,-85,-83,-86,-83,-84,-87,-85,-85,-87,-86,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,451,616,1868936167151
-86,-64,-63,-88,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-77,-100,-100,-100,-77,-100,-100,-100,-63,-71,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-71,-100,-81,-82,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-65,-100,-69,-100,-100,-100,-100,-65,-69,-69,-100,-71,-71,-78,-72,-78,-69,-69,-78,-68,-84,-82,-83,-86,-83,-86,-84,-82,-91,-85,-100,-85,-85,-84,-86,-84,-84,-87,-85,-87,-87,-83,-83,-84,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,451,616,1873239716055
-86,-64,-63,-88,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-73,-100,-100,-100,-73,-100,-100,-100,-64,-73,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-73,-100,-87,-87,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-73,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-67,-100,-69,-100,-100,-100,-100,-66,-69,-69,-69,-74,-74,-78,-75,-78,-69,-68,-78,-78,-83,-82,-83,-84,-83,-87,-82,-82,-89,-85,-100,-85,-85,-83,-87,-83,-100,-87,-85,-87,-87,-85,-83,-84,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,451,616,1877413099648
-100,-69,-69,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-94,-100,-73,-100,-100,-100,-73,-100,-100,-100,-68,-76,-100,-100,-100,-100,-88,-100,-100,-73,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-80,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-76,-100,-69,-100,-100,-100,-100,-59,-100,-77,-77,-71,-71,-78,-71,-78,-69,-69,-78,-78,-79,-100,-100,-86,-100,-85,-84,-100,-100,-86,-89,-88,-82,-85,-82,-85,-81,-87,-88,-82,-84,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,471,616,1917403783018
-100,-63,-63,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-94,-100,-73,-90,-100,-100,-73,-100,-100,-100,-62,-73,-100,-100,-100,-100,-88,-100,-100,-73,-100,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-78,-78,-100,-73,-100,-81,-82,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-66,-100,-70,-100,-100,-100,-100,-59,-100,-77,-77,-70,-70,-76,-69,-76,-70,-70,-76,-76,-80,-79,-79,-85,-78,-84,-86,-79,-100,-86,-89,-87,-82,-86,-82,-86,-81,-86,-86,-84,-84,-80,-81,-81,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,471,616,1921663172391
-100,-63,-63,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-91,-100,-100,-73,-100,-100,-100,-63,-73,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-73,-100,-81,-81,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-78,-100,-69,-100,-100,-100,-100,-60,-77,-77,-78,-70,-71,-76,-69,-76,-70,-70,-76,-76,-83,-77,-76,-84,-79,-84,-86,-78,-100,-86,-92,-87,-81,-86,-81,-86,-82,-87,-86,-83,-84,-80,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,471,616,1926182650514
-100,-65,-65,-87,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-91,-100,-100,-75,-100,-100,-100,-65,-73,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-79,-79,-100,-72,-100,-81,-80,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-83,-100,-78,-100,-69,-100,-100,-100,-100,-60,-76,-76,-78,-71,-72,-78,-72,-78,-69,-69,-78,-78,-59,-79,-78,-85,-78,-84,-100,-78,-100,-85,-91,-86,-82,-84,-83,-84,-82,-86,-86,-83,-83,-79,-80,-79,-100,-100,-100,-100,-87,-87,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,471,616,1930508898898
-100,-65,-65,-87,-76,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-62,-76,-100,-100,-100,-100,-85,-100,-100,-74,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-79,-80,-100,-76,-100,-84,-84,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-84,-100,-79,-100,-69,-100,-100,-100,-100,-60,-77,-77,-77,-70,-70,-77,-70,-77,-69,-69,-76,-76,-82,-78,-79,-82,-78,-85,-100,-78,-100,-87,-91,-87,-83,-84,-83,-84,-82,-86,-100,-83,-84,-80,-79,-80,-100,-100,-100,-88,-87,-91,-93,-86,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,471,616,1935034278167
