60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,44:48:c1:91:d0:10,44:48:c1:91:d0:14,44:48:c1:91:d0:12,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c3,38:17:c3:24:47:51,38:17:c3:24:47:52,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,44:48:c1:91:d0:04,44:48:c1:91:95:b1,38:17:c3:1f:09:82,44:48:c1:91:95:a3,38:17:c3:1f:09:83,a8:bd:27:4c:aa:92,38:17:c3:19:45:b1,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:93,44:48:c1:91:95:b3,38:17:c3:19:45:b2,a8:bd:27:4c:aa:91,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:00:b0,38:17:c3:1f:00:a0,44:48:c1:91:d0:11,20:a6:cd:42:0a:d2,38:17:c3:24:47:50,b4:5d:50:e1:96:50,38:17:c3:1f:14:00,20:a6:cd:42:0a:c2,38:17:c3:1f:09:80,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,a8:bd:27:4c:aa:90,72:32:b1:3e:1a:b8,38:17:c3:1f:14:01,38:17:c3:1f:14:02,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,44:48:c1:91:d0:01,b4:5d:50:e1:96:40,38:17:c3:19:45:a0,38:17:c3:19:45:a2,38:17:c3:1f:09:81,38:17:c3:1f:00:a2,44:48:c1:91:d0:02,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:1f:09:93,38:17:c3:1f:09:92,44:48:c1:91:95:b0,38:17:c3:1f:09:90,38:17:c3:1f:14:10,9c:d6:43:60:92:e0,44:48:c1:91:95:b2,38:17:c3:1f:09:91,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,44:48:c1:91:95:a0,38:17:c3:19:45:a1,a8:bd:27:4c:aa:80,72:32:b1:3e:1a:b7,44:48:c1:91:d0:00,20:a6:cd:42:13:e1,38:17:c3:19:36:30,38:17:c3:22:61:90,44:48:c1:91:95:a1,20:a6:cd:42:13:e2,44:48:c1:91:95:a2,20:a6:cd:42:13:e0,66:2a:2f:53:7c:99,38:17:c3:19:36:32,20:a6:cd:42:0b:e3,38:17:c3:1f:19:c2,38:17:c3:19:d7:70,20:a6:cd:42:13:f0,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:61,20:a6:cd:42:0b:f3,38:17:c3:19:d7:60,20:a6:cd:42:0b:f0,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:e3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:25:e2,80:8d:b7:55:25:f2,b0:be:76:f8:30:5e,80:8d:b7:55:35:13,68:ff:7b:e4:af:39,80:8d:b7:55:35:10,80:8d:b7:55:35:01,80:8d:b7:55:25:e0,80:8d:b7:55:35:00,80:8d:b7:55:25:e1,80:8d:b7:55:35:02,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,80:8d:b7:55:39:c0,38:17:c3:19:71:91,38:17:c3:19:71:90,80:8d:b7:55:39:d0,ea:9e:b4:53:24:54,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,38:17:c3:19:71:92,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,38:17:c3:19:71:81,20:a6:cd:50:24:a1,38:17:c3:19:71:82,38:17:c3:19:71:80,80:8d:b7:55:29:d0,68:ff:7b:e4:af:38,38:17:c3:19:36:31,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:c0,80:8d:b7:55:39:d2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:39:d1,38:17:c3:1f:22:30,00:4e:35:df:06:52,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:40,00:4e:35:df:06:42,20:a6:cd:50:24:b0,00:4e:35:df:06:41,38:17:c3:1f:22:32,00:4e:35:de:e1:12,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:22:22,38:17:c3:1f:22:31,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:e1:11,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:4d:02,38:17:c3:1f:0e:01,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,x,y,timestamp
-83,-43,-43,-79,-48,-100,-88,-100,-100,-100,-100,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-82,-91,-100,-100,-82,-100,-100,-100,-42,-48,-100,-100,-100,-100,-83,-100,-100,-82,-100,-100,-82,-87,-87,-100,-100,-100,-100,-100,-100,-84,-83,-100,-48,-100,-78,-78,-87,-100,-100,-100,-78,-80,-100,-100,-89,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-77,-100,-84,-100,-100,-100,-100,-81,-82,-82,-82,-84,-83,-87,-84,-87,-83,-83,-87,-86,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,188,616,1171757352417
-83,-45,-45,-75,-47,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-83,-85,-85,-100,-83,-100,-100,-100,-45,-47,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-77,-87,-87,-100,-100,-100,-100,-100,-100,-84,-83,-100,-47,-100,-80,-79,-88,-88,-100,-100,-79,-80,-100,-87,-89,-100,-100,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-77,-100,-83,-100,-100,-100,-100,-86,-100,-100,-100,-84,-85,-88,-84,-87,-83,-83,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,188,616,1176023473196
-83,-45,-45,-76,-47,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-87,-84,-85,-85,-100,-83,-87,-100,-100,-45,-47,-100,-100,-100,-100,-85,-100,-100,-83,-100,-100,-75,-86,-85,-100,-100,-100,-100,-100,-100,-78,-78,-100,-47,-100,-79,-80,-86,-88,-100,-86,-80,-100,-100,-87,-86,-87,-100,-78,-87,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-84,-100,-100,-100,-100,-85,-82,-81,-82,-84,-85,-88,-84,-88,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,188,616,1180360766007
-82,-45,-45,-79,-47,-100,-88,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-72,-100,-100,-100,-87,-87,-83,-85,-86,-100,-83,-87,-100,-100,-44,-47,-87,-100,-91,-100,-87,-100,-100,-83,-100,-100,-75,-86,-85,-100,-100,-100,-100,-100,-100,-78,-77,-100,-47,-100,-80,-80,-88,-100,-100,-87,-80,-100,-100,-87,-86,-87,-100,-78,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-85,-100,-100,-100,-100,-79,-82,-82,-81,-85,-84,-87,-86,-87,-84,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,188,616,1184614499339
-82,-45,-45,-78,-47,-100,-88,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-72,-100,-89,-100,-87,-100,-83,-85,-88,-100,-83,-88,-100,-100,-45,-47,-87,-100,-91,-100,-87,-100,-100,-83,-100,-87,-75,-100,-85,-100,-100,-100,-100,-100,-100,-78,-78,-88,-47,-100,-80,-80,-87,-88,-100,-87,-80,-100,-100,-100,-89,-89,-100,-78,-87,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-85,-100,-100,-100,-100,-79,-82,-82,-82,-85,-85,-87,-86,-88,-84,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,188,616,1189044084077
-82,-46,-46,-85,-54,-100,-86,-87,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-90,-100,-100,-100,-87,-100,-79,-84,-100,-100,-79,-100,-100,-100,-46,-54,-86,-100,-100,-100,-100,-100,-100,-79,-100,-89,-100,-100,-87,-100,-100,-100,-100,-100,-100,-80,-100,-100,-55,-100,-76,-76,-88,-100,-100,-87,-77,-91,-100,-88,-84,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-84,-100,-100,-100,-100,-73,-84,-100,-85,-81,-82,-82,-82,-82,-100,-100,-82,-82,-91,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,209,616,1242338842806
-84,-48,-48,-85,-56,-86,-86,-86,-91,-100,-100,-100,-90,-100,-100,-100,-100,-100,-89,-100,-86,-100,-85,-100,-79,-85,-100,-100,-80,-100,-100,-100,-46,-56,-86,-90,-100,-100,-85,-100,-86,-80,-100,-89,-83,-86,-86,-100,-100,-100,-100,-100,-100,-80,-100,-87,-55,-100,-82,-81,-87,-87,-100,-87,-81,-91,-100,-88,-85,-86,-100,-81,-87,-84,-100,-100,-90,-100,-100,-100,-100,-100,-93,-100,-84,-100,-83,-100,-100,-100,-100,-72,-85,-84,-85,-82,-81,-82,-81,-82,-82,-100,-82,-82,-91,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,209,616,1246415620722
-84,-47,-47,-85,-56,-86,-86,-86,-91,-100,-100,-100,-88,-100,-100,-100,-100,-100,-89,-100,-85,-100,-85,-100,-77,-84,-100,-100,-77,-100,-100,-100,-47,-56,-86,-92,-100,-100,-87,-100,-87,-77,-100,-100,-85,-77,-85,-100,-100,-100,-100,-100,-100,-79,-80,-85,-56,-100,-80,-80,-87,-87,-100,-86,-80,-100,-100,-88,-84,-84,-100,-80,-86,-84,-100,-100,-90,-100,-100,-100,-100,-100,-93,-100,-84,-100,-83,-100,-100,-100,-100,-72,-85,-84,-85,-82,-81,-82,-81,-83,-82,-100,-82,-82,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,209,616,1250886821605
-83,-45,-45,-85,-56,-86,-87,-100,-91,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-85,-100,-83,-100,-78,-84,-100,-100,-78,-100,-100,-100,-44,-56,-86,-92,-100,-100,-87,-100,-87,-78,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-100,-80,-80,-85,-56,-100,-80,-80,-87,-87,-100,-88,-80,-100,-100,-88,-85,-85,-100,-80,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-81,-100,-81,-85,-85,-82,-82,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,209,616,1255305467489
-83,-45,-45,-76,-57,-100,-86,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-76,-100,-82,-100,-78,-85,-100,-100,-78,-100,-100,-100,-45,-57,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-87,-86,-85,-100,-100,-100,-100,-100,-100,-80,-80,-75,-56,-100,-81,-80,-87,-88,-100,-86,-81,-91,-100,-87,-85,-84,-100,-80,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-86,-100,-100,-100,-100,-73,-85,-85,-84,-81,-81,-82,-81,-82,-85,-85,-82,-82,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,209,616,1259598244467
-85,-46,-45,-82,-54,-100,-86,-100,-90,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-76,-100,-83,-87,-77,-85,-88,-100,-77,-100,-100,-100,-45,-55,-100,-91,-100,-100,-100,-100,-100,-77,-100,-88,-87,-86,-85,-100,-100,-100,-100,-100,-100,-81,-81,-75,-54,-100,-81,-81,-88,-87,-100,-87,-81,-91,-100,-87,-85,-85,-100,-80,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-82,-100,-100,-100,-100,-78,-85,-85,-85,-81,-81,-82,-81,-82,-82,-83,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,209,616,1263816377225
-100,-41,-41,-82,-51,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-86,-100,-75,-90,-100,-100,-76,-100,-100,-100,-41,-51,-100,-92,-100,-100,-100,-100,-100,-76,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-85,-51,-100,-80,-81,-90,-100,-100,-88,-80,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-100,-72,-100,-78,-79,-82,-100,-82,-100,-82,-78,-78,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,229,616,1302375711325
-84,-41,-41,-82,-51,-100,-100,-100,-91,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-86,-100,-88,-100,-75,-90,-100,-100,-75,-100,-100,-100,-41,-51,-100,-92,-100,-100,-100,-100,-100,-76,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-77,-76,-86,-51,-100,-80,-80,-90,-100,-100,-88,-80,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-77,-100,-100,-100,-100,-77,-78,-74,-79,-82,-100,-83,-83,-83,-77,-77,-83,-83,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,229,616,1306422447417
-84,-41,-41,-100,-51,-87,-86,-88,-91,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-73,-91,-89,-100,-73,-100,-100,-100,-41,-51,-87,-100,-100,-100,-80,-100,-100,-74,-100,-89,-82,-80,-80,-100,-100,-100,-100,-100,-100,-76,-77,-85,-51,-100,-77,-77,-88,-100,-100,-90,-77,-100,-100,-88,-100,-100,-100,-76,-100,-82,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-76,-100,-79,-100,-100,-100,-100,-74,-78,-78,-78,-100,-100,-84,-83,-84,-79,-77,-83,-83,-88,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,229,616,1310665921843
-82,-41,-41,-100,-51,-87,-88,-88,-92,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-77,-91,-89,-100,-77,-100,-100,-100,-41,-51,-87,-91,-100,-100,-80,-100,-86,-77,-100,-89,-83,-82,-80,-100,-100,-100,-100,-100,-100,-75,-76,-86,-51,-100,-80,-79,-88,-100,-100,-91,-79,-92,-100,-88,-100,-100,-100,-76,-100,-82,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-77,-100,-80,-100,-100,-100,-100,-76,-80,-80,-79,-100,-100,-81,-83,-81,-79,-79,-81,-81,-92,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,229,616,1315034250122
-82,-41,-41,-83,-53,-100,-89,-100,-92,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-87,-100,-89,-100,-78,-88,-100,-100,-78,-100,-100,-100,-41,-53,-100,-91,-100,-100,-82,-100,-86,-78,-100,-100,-84,-83,-83,-100,-100,-100,-100,-100,-100,-78,-79,-86,-53,-100,-81,-81,-100,-100,-100,-91,-81,-92,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-77,-100,-78,-100,-100,-100,-100,-75,-80,-80,-79,-100,-100,-81,-83,-81,-78,-77,-80,-81,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,229,616,1319458125277
-82,-41,-41,-82,-53,-100,-88,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-91,-100,-100,-100,-89,-100,-73,-91,-89,-100,-73,-100,-100,-100,-41,-53,-88,-90,-100,-100,-82,-100,-100,-74,-100,-100,-84,-81,-83,-100,-100,-100,-100,-100,-100,-79,-79,-100,-53,-100,-81,-80,-100,-100,-100,-100,-81,-92,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-76,-100,-78,-100,-100,-100,-100,-76,-77,-77,-78,-82,-82,-80,-82,-80,-77,-77,-80,-79,-89,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,229,616,1323759113036
-82,-50,-50,-72,-58,-100,-100,-100,-94,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-100,-74,-100,-100,-100,-74,-100,-100,-100,-50,-58,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-87,-58,-100,-83,-82,-87,-87,-100,-87,-83,-100,-100,-87,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-76,-100,-83,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-84,-68,-84,-82,-82,-84,-84,-100,-87,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,249,616,1358336708023
-81,-51,-51,-82,-59,-100,-100,-100,-94,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-88,-100,-72,-100,-77,-88,-100,-100,-77,-100,-100,-100,-51,-59,-100,-100,-100,-100,-89,-100,-100,-77,-100,-100,-81,-88,-100,-100,-100,-100,-100,-100,-100,-75,-75,-87,-59,-100,-82,-81,-88,-88,-100,-88,-82,-100,-100,-87,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-76,-100,-83,-100,-100,-100,-100,-70,-100,-100,-80,-100,-100,-81,-68,-82,-83,-83,-81,-81,-90,-87,-87,-78,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,249,616,1362556825313
-81,-50,-50,-82,-60,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-74,-89,-100,-100,-74,-100,-100,-100,-50,-60,-100,-100,-100,-100,-89,-100,-100,-74,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-60,-100,-84,-84,-88,-88,-100,-88,-83,-92,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-71,-100,-79,-100,-100,-100,-100,-84,-81,-81,-80,-81,-81,-79,-82,-79,-79,-79,-79,-80,-90,-88,-87,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,249,616,1366889013905
