38:17:c3:1f:00:b1,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:a1,38:17:c3:1f:14:11,38:17:c3:1f:14:12,38:17:c3:1f:09:83,38:17:c3:1f:14:10,66:2a:2f:53:7c:99,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,38:17:c3:1f:14:02,44:48:c1:91:d0:14,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,b4:5d:50:e1:96:43,44:48:c1:91:95:a3,20:a6:cd:42:0a:d2,38:17:c3:1f:09:90,44:48:c1:91:d0:12,44:48:c1:91:d0:10,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,38:17:c3:24:47:51,38:17:c3:24:47:52,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,38:17:c3:1f:09:93,44:48:c1:91:95:b1,38:17:c3:1f:09:91,38:17:c3:1f:09:92,44:48:c1:91:95:b3,38:17:c3:1f:14:01,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,44:48:c1:91:d0:11,38:17:c3:24:47:50,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:50,44:48:c1:91:95:b2,38:17:c3:1f:14:00,9c:d6:43:60:92:e0,38:17:c3:1f:19:d0,72:32:b1:3e:1a:b7,44:48:c1:91:95:b0,20:a6:cd:42:0a:c0,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:90,38:17:c3:1f:00:a2,38:17:c3:1f:09:82,38:17:c3:1f:09:81,38:17:c3:1f:00:a0,38:17:c3:19:45:b2,38:17:c3:19:45:b1,20:a6:cd:42:0a:c1,38:17:c3:19:45:b0,b4:5d:50:e1:96:40,a8:bd:27:4c:aa:83,44:48:c1:91:d0:02,38:17:c3:1f:09:80,44:48:c1:91:d0:01,44:48:c1:91:d0:00,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:80,ac:e2:d3:c4:08:e6,38:17:c3:19:45:a0,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:19:d7:70,44:48:c1:91:95:a1,44:48:c1:91:95:a0,44:48:c1:91:95:a2,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,80:8d:b7:55:25:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,38:17:c3:19:d7:61,20:a6:cd:42:0b:f2,38:17:c3:19:36:30,80:8d:b7:55:35:03,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,38:17:c3:19:36:31,38:17:c3:19:36:32,80:8d:b7:55:35:10,80:8d:b7:55:3a:50,80:8d:b7:55:3a:52,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,38:17:c3:1e:ff:10,80:8d:b7:55:3a:51,68:ff:7b:e4:af:39,80:8d:b7:55:25:e0,b0:be:76:f8:30:5e,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:35:00,68:ff:7b:e4:af:38,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:3a:40,38:17:c3:1e:ff:11,ea:9e:b4:53:24:54,38:17:c3:19:71:90,80:8d:b7:55:39:d0,38:17:c3:1e:ff:12,38:17:c3:19:71:91,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:19:71:92,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,20:a6:cd:50:24:a0,38:17:c3:19:71:82,38:17:c3:1e:ff:00,38:17:c3:19:71:80,80:8d:b7:55:39:c0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,00:4e:35:df:06:52,38:17:c3:1f:22:30,00:4e:35:df:06:42,00:4e:35:df:06:41,00:4e:35:df:06:40,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b0,00:4e:35:df:06:50,00:4e:35:de:e1:12,38:17:c3:1f:22:22,38:17:c3:1f:22:20,00:4e:35:df:06:51,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:0e:10,38:17:c3:1f:22:21,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:4d:02,80:8d:b7:55:4d:00,x,y,timestamp
-69,-68,-69,-71,-90,-91,-100,-90,-92,-88,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-71,-69,-69,-100,-70,-100,-81,-100,-100,-100,-100,-84,-82,-100,-77,-76,-75,-75,-73,-100,-100,-100,-64,-100,-100,-100,-88,-73,-73,-69,-69,-69,-71,-71,-72,-72,-72,-72,-72,-100,-88,-84,-85,-85,-85,-100,-100,-86,-87,-87,-88,-100,-100,-100,-88,-89,-89,-91,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,369,614,2172728949795
-66,-66,-67,-72,-90,-89,-100,-88,-92,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-72,-69,-69,-100,-69,-100,-90,-100,-100,-100,-100,-84,-82,-100,-74,-80,-80,-80,-73,-100,-100,-100,-67,-100,-100,-100,-88,-74,-73,-69,-69,-70,-71,-71,-73,-73,-73,-72,-73,-100,-88,-84,-84,-85,-86,-100,-100,-89,-88,-88,-88,-100,-100,-100,-88,-89,-88,-91,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,369,614,2177098514064
-69,-69,-69,-70,-89,-90,-100,-89,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-70,-100,-100,-70,-69,-69,-100,-69,-100,-90,-100,-100,-100,-100,-100,-100,-100,-70,-76,-77,-76,-73,-100,-100,-100,-64,-100,-100,-100,-90,-73,-73,-69,-68,-69,-72,-72,-74,-74,-74,-100,-74,-100,-86,-100,-84,-84,-86,-100,-100,-90,-87,-88,-88,-100,-100,-100,-100,-100,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,369,614,2181356441406
-70,-69,-70,-70,-88,-89,-100,-88,-92,-87,-92,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-71,-100,-100,-71,-69,-69,-100,-69,-100,-92,-100,-100,-100,-100,-100,-100,-100,-76,-77,-77,-76,-73,-100,-100,-100,-65,-100,-100,-100,-90,-73,-73,-69,-68,-69,-72,-71,-77,-78,-78,-72,-78,-100,-88,-86,-86,-88,-86,-100,-100,-88,-89,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,369,614,2185569142863
-71,-71,-71,-75,-100,-100,-91,-100,-89,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-75,-74,-74,-100,-74,-100,-92,-100,-100,-100,-100,-100,-100,-100,-71,-71,-72,-71,-72,-100,-100,-100,-68,-100,-100,-100,-86,-72,-72,-68,-68,-69,-77,-77,-75,-75,-75,-76,-75,-100,-85,-87,-86,-88,-87,-100,-100,-86,-85,-85,-87,-86,-100,-86,-87,-100,-85,-100,-88,-90,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,614,2220537024724
-68,-67,-68,-72,-91,-89,-91,-90,-90,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-73,-100,-100,-72,-75,-74,-100,-75,-100,-92,-100,-100,-100,-100,-100,-100,-100,-66,-71,-72,-71,-72,-100,-100,-100,-68,-100,-100,-100,-86,-71,-71,-68,-68,-68,-76,-76,-75,-75,-75,-76,-75,-100,-85,-86,-86,-86,-86,-100,-100,-86,-85,-84,-86,-86,-87,-88,-88,-100,-85,-100,-88,-92,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,614,2224234342848
-62,-62,-62,-72,-91,-89,-100,-90,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-72,-100,-100,-72,-73,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-72,-100,-100,-100,-66,-100,-100,-100,-85,-72,-72,-69,-69,-69,-76,-76,-78,-77,-77,-76,-78,-100,-85,-84,-84,-84,-83,-100,-100,-86,-86,-85,-85,-87,-86,-86,-87,-100,-87,-100,-87,-92,-100,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,614,2227855772117
-69,-69,-69,-74,-100,-100,-100,-92,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-74,-75,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-72,-72,-72,-74,-100,-100,-100,-66,-100,-100,-100,-85,-74,-74,-68,-68,-68,-76,-77,-77,-77,-77,-77,-77,-100,-86,-86,-86,-86,-86,-100,-100,-86,-87,-85,-85,-85,-86,-86,-86,-100,-86,-100,-87,-100,-100,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,614,2231486509876
-69,-69,-69,-74,-100,-100,-92,-92,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-73,-73,-73,-100,-73,-100,-89,-100,-100,-100,-100,-100,-100,-100,-71,-72,-73,-72,-73,-100,-100,-100,-65,-100,-100,-100,-85,-73,-73,-68,-68,-68,-76,-74,-78,-77,-78,-77,-78,-100,-84,-85,-86,-85,-86,-100,-100,-85,-87,-100,-86,-86,-85,-87,-86,-100,-86,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,614,2235158353208
-68,-69,-69,-73,-100,-100,-92,-92,-89,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-74,-73,-72,-100,-73,-100,-89,-100,-100,-100,-100,-100,-100,-100,-71,-73,-73,-73,-73,-100,-100,-100,-66,-100,-100,-100,-84,-73,-72,-69,-68,-69,-77,-76,-78,-77,-78,-77,-77,-100,-86,-87,-85,-86,-86,-100,-100,-86,-87,-86,-85,-84,-85,-87,-88,-100,-86,-100,-87,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,614,2238728309249
-65,-65,-65,-70,-89,-89,-92,-88,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-70,-74,-74,-100,-74,-100,-93,-100,-100,-100,-100,-100,-100,-100,-65,-74,-74,-74,-69,-100,-100,-100,-68,-100,-100,-100,-83,-68,-68,-72,-72,-72,-100,-65,-72,-72,-72,-57,-72,-100,-88,-83,-82,-83,-83,-100,-100,-83,-100,-100,-83,-82,-83,-85,-86,-100,-100,-92,-85,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,399,614,2277378818244
-70,-67,-69,-71,-83,-83,-92,-83,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-71,-75,-75,-100,-76,-100,-88,-100,-100,-100,-100,-100,-100,-100,-67,-72,-72,-73,-68,-100,-100,-100,-69,-100,-100,-100,-82,-68,-68,-72,-72,-72,-65,-65,-72,-72,-73,-65,-72,-100,-87,-84,-84,-84,-84,-100,-100,-83,-100,-100,-83,-83,-83,-85,-86,-100,-100,-92,-85,-100,-84,-84,-85,-90,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,399,614,2280969984389
-69,-69,-69,-70,-85,-84,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-70,-75,-75,-100,-75,-100,-88,-100,-100,-100,-100,-100,-100,-100,-66,-75,-75,-75,-68,-100,-100,-100,-69,-100,-100,-100,-82,-68,-68,-72,-71,-70,-65,-65,-72,-72,-72,-65,-72,-100,-84,-82,-83,-83,-83,-100,-100,-82,-100,-100,-83,-83,-85,-100,-100,-100,-100,-100,-100,-89,-84,-84,-85,-90,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,399,614,2284538102825
-68,-68,-68,-71,-84,-85,-93,-85,-85,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-71,-100,-100,-71,-74,-74,-100,-74,-100,-92,-100,-100,-100,-100,-100,-100,-100,-63,-73,-73,-73,-68,-100,-100,-100,-68,-100,-100,-100,-84,-68,-68,-72,-72,-71,-65,-65,-71,-72,-72,-65,-71,-100,-86,-85,-85,-84,-84,-100,-100,-83,-100,-100,-84,-83,-83,-84,-100,-88,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,399,614,2288219343084
-66,-66,-67,-71,-85,-83,-93,-83,-89,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-71,-100,-100,-71,-74,-74,-100,-75,-100,-90,-100,-100,-100,-100,-100,-100,-100,-63,-73,-73,-73,-68,-100,-100,-100,-69,-100,-100,-100,-84,-68,-68,-72,-72,-72,-65,-65,-71,-71,-71,-65,-71,-100,-87,-83,-82,-83,-83,-100,-100,-83,-100,-100,-83,-83,-83,-83,-84,-88,-100,-84,-84,-88,-85,-86,-100,-90,-100,-100,-84,-88,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,399,614,2291813704697
-73,-70,-73,-71,-83,-83,-100,-84,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-71,-73,-73,-100,-74,-100,-90,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-68,-100,-100,-100,-63,-100,-100,-100,-83,-68,-68,-73,-73,-73,-65,-66,-72,-72,-72,-66,-72,-100,-87,-83,-83,-84,-84,-100,-100,-83,-100,-100,-83,-83,-83,-85,-85,-100,-100,-84,-84,-88,-85,-86,-100,-90,-100,-100,-84,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,399,614,2295441554904
-69,-68,-69,-100,-83,-83,-100,-83,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-75,-75,-76,-67,-100,-100,-100,-81,-100,-100,-100,-83,-67,-67,-78,-78,-78,-72,-72,-75,-75,-75,-72,-75,-86,-87,-100,-100,-100,-100,-85,-86,-86,-81,-81,-86,-86,-86,-83,-83,-88,-80,-100,-84,-100,-100,-100,-84,-100,-85,-86,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,414,614,2334144765514
-67,-67,-67,-71,-83,-82,-100,-83,-85,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-71,-73,-73,-100,-74,-100,-91,-100,-100,-100,-100,-100,-100,-100,-63,-75,-75,-76,-67,-100,-100,-100,-77,-100,-100,-100,-83,-68,-68,-79,-78,-79,-72,-72,-76,-76,-76,-72,-76,-86,-87,-78,-79,-78,-79,-86,-86,-83,-81,-81,-85,-85,-85,-83,-83,-88,-80,-88,-84,-100,-100,-100,-84,-100,-85,-85,-100,-88,-100,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,414,614,2338494508221
-67,-67,-67,-72,-82,-82,-100,-82,-89,-100,-89,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-87,-100,-100,-100,-100,-100,-100,-72,-100,-100,-72,-74,-74,-100,-74,-100,-91,-100,-100,-100,-100,-100,-100,-100,-62,-75,-75,-76,-67,-100,-100,-100,-77,-100,-100,-100,-83,-67,-68,-79,-78,-79,-73,-73,-75,-75,-75,-72,-75,-87,-85,-78,-78,-79,-78,-86,-86,-87,-82,-82,-86,-87,-86,-100,-100,-100,-82,-89,-84,-91,-100,-100,-100,-100,-84,-85,-100,-100,-100,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,414,614,2342530069626
-67,-67,-67,-72,-82,-83,-92,-83,-87,-100,-87,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-87,-100,-100,-100,-100,-100,-100,-71,-100,-100,-72,-74,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-76,-76,-76,-68,-100,-100,-100,-79,-100,-100,-100,-84,-68,-68,-100,-79,-100,-71,-74,-75,-75,-76,-73,-75,-86,-85,-78,-78,-79,-78,-86,-100,-86,-82,-82,-86,-86,-86,-100,-100,-87,-82,-89,-100,-89,-100,-100,-100,-100,-84,-100,-100,-88,-100,-89,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,414,614,2346169447228
-68,-67,-67,-72,-83,-82,-92,-83,-86,-87,-88,-90,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-87,-100,-100,-100,-100,-100,-100,-72,-100,-100,-71,-74,-74,-100,-74,-100,-79,-100,-100,-100,-100,-100,-100,-100,-61,-75,-75,-75,-67,-100,-100,-100,-81,-100,-100,-100,-84,-67,-67,-74,-74,-79,-71,-72,-75,-75,-75,-71,-75,-86,-73,-79,-79,-79,-78,-86,-84,-86,-80,-81,-85,-86,-85,-100,-83,-87,-80,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-100,-90,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,414,614,2349760635300
