38:17:c3:1f:00:b1,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:a1,38:17:c3:1f:14:11,38:17:c3:1f:14:12,38:17:c3:1f:09:83,38:17:c3:1f:14:10,66:2a:2f:53:7c:99,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,38:17:c3:1f:14:02,44:48:c1:91:d0:14,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,b4:5d:50:e1:96:43,44:48:c1:91:95:a3,20:a6:cd:42:0a:d2,38:17:c3:1f:09:90,44:48:c1:91:d0:12,44:48:c1:91:d0:10,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,38:17:c3:24:47:51,38:17:c3:24:47:52,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,38:17:c3:1f:09:93,44:48:c1:91:95:b1,38:17:c3:1f:09:91,38:17:c3:1f:09:92,44:48:c1:91:95:b3,38:17:c3:1f:14:01,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,44:48:c1:91:d0:11,38:17:c3:24:47:50,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:50,44:48:c1:91:95:b2,38:17:c3:1f:14:00,9c:d6:43:60:92:e0,38:17:c3:1f:19:d0,72:32:b1:3e:1a:b7,44:48:c1:91:95:b0,20:a6:cd:42:0a:c0,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:90,38:17:c3:1f:00:a2,38:17:c3:1f:09:82,38:17:c3:1f:09:81,38:17:c3:1f:00:a0,38:17:c3:19:45:b2,38:17:c3:19:45:b1,20:a6:cd:42:0a:c1,38:17:c3:19:45:b0,b4:5d:50:e1:96:40,a8:bd:27:4c:aa:83,44:48:c1:91:d0:02,38:17:c3:1f:09:80,44:48:c1:91:d0:01,44:48:c1:91:d0:00,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:80,ac:e2:d3:c4:08:e6,38:17:c3:19:45:a0,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:19:d7:70,44:48:c1:91:95:a1,44:48:c1:91:95:a0,44:48:c1:91:95:a2,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,80:8d:b7:55:25:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,38:17:c3:19:d7:61,20:a6:cd:42:0b:f2,38:17:c3:19:36:30,80:8d:b7:55:35:03,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,38:17:c3:19:36:31,38:17:c3:19:36:32,80:8d:b7:55:35:10,80:8d:b7:55:3a:50,80:8d:b7:55:3a:52,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,38:17:c3:1e:ff:10,80:8d:b7:55:3a:51,68:ff:7b:e4:af:39,80:8d:b7:55:25:e0,b0:be:76:f8:30:5e,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:35:00,68:ff:7b:e4:af:38,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:3a:40,38:17:c3:1e:ff:11,ea:9e:b4:53:24:54,38:17:c3:19:71:90,80:8d:b7:55:39:d0,38:17:c3:1e:ff:12,38:17:c3:19:71:91,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:19:71:92,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,20:a6:cd:50:24:a0,38:17:c3:19:71:82,38:17:c3:1e:ff:00,38:17:c3:19:71:80,80:8d:b7:55:39:c0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,00:4e:35:df:06:52,38:17:c3:1f:22:30,00:4e:35:df:06:42,00:4e:35:df:06:41,00:4e:35:df:06:40,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b0,00:4e:35:df:06:50,00:4e:35:de:e1:12,38:17:c3:1f:22:22,38:17:c3:1f:22:20,00:4e:35:df:06:51,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:0e:10,38:17:c3:1f:22:21,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:4d:02,80:8d:b7:55:4d:00,x,y,timestamp
-58,-58,-58,-71,-81,-81,-83,-81,-100,-57,-65,-61,-75,-78,-79,-78,-77,-74,-82,-79,-83,-79,-78,-79,-79,-84,-85,-78,-78,-78,-83,-100,-83,-84,-88,-75,-79,-79,-86,-86,-78,-85,-78,-78,-88,-76,-76,-86,-100,-100,-77,-86,-87,-86,-87,-71,-79,-78,-71,-84,-84,-78,-84,-79,-84,-77,-80,-77,-77,-83,-82,-83,-100,-100,-100,-100,-100,-84,-77,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,719,896613604500
-59,-58,-59,-71,-83,-83,-73,-82,-100,-58,-65,-60,-75,-79,-79,-75,-76,-78,-83,-79,-84,-79,-80,-79,-79,-85,-86,-79,-79,-79,-83,-100,-83,-84,-89,-75,-79,-79,-84,-85,-79,-86,-78,-79,-88,-75,-74,-85,-58,-100,-78,-88,-87,-87,-88,-71,-80,-81,-70,-83,-82,-77,-83,-80,-84,-76,-81,-76,-77,-80,-82,-82,-100,-100,-100,-100,-100,-84,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,719,901241622780
-62,-61,-62,-68,-81,-81,-85,-81,-100,-63,-62,-61,-79,-75,-78,-74,-76,-81,-84,-78,-86,-75,-75,-79,-79,-83,-84,-82,-82,-82,-86,-100,-86,-85,-88,-79,-78,-78,-100,-100,-75,-83,-76,-82,-87,-79,-100,-91,-100,-100,-75,-85,-84,-85,-84,-68,-82,-100,-67,-80,-80,-76,-81,-78,-79,-81,-100,-73,-81,-100,-83,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,704,936867358131
-62,-62,-62,-67,-81,-81,-87,-81,-100,-65,-63,-63,-79,-74,-79,-73,-77,-81,-84,-79,-85,-74,-74,-79,-80,-82,-82,-83,-83,-83,-85,-100,-85,-85,-88,-79,-78,-78,-100,-100,-74,-83,-75,-83,-87,-79,-79,-91,-65,-100,-75,-84,-83,-85,-85,-66,-81,-100,-67,-81,-81,-76,-81,-79,-78,-80,-100,-80,-81,-83,-82,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,704,941386406827
-61,-61,-61,-66,-85,-85,-84,-86,-100,-64,-61,-60,-79,-76,-80,-74,-76,-81,-83,-79,-87,-76,-76,-80,-80,-82,-83,-83,-83,-83,-86,-100,-86,-86,-100,-79,-79,-78,-89,-90,-76,-83,-75,-83,-100,-79,-79,-88,-65,-100,-75,-85,-85,-84,-85,-66,-81,-81,-66,-81,-81,-76,-81,-79,-77,-81,-82,-81,-81,-83,-83,-100,-100,-84,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,704,945688900471
-64,-64,-64,-65,-83,-83,-86,-84,-93,-62,-67,-66,-79,-77,-80,-75,-75,-81,-84,-79,-86,-77,-77,-80,-80,-82,-83,-83,-84,-83,-86,-100,-87,-86,-90,-79,-79,-79,-89,-90,-76,-82,-76,-84,-100,-79,-80,-88,-63,-100,-76,-84,-84,-85,-84,-66,-81,-82,-65,-82,-82,-76,-82,-79,-78,-81,-82,-81,-81,-83,-83,-100,-100,-84,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,704,950195080001
-60,-60,-60,-66,-83,-83,-81,-84,-93,-65,-62,-61,-80,-76,-79,-75,-77,-82,-84,-79,-86,-76,-76,-80,-79,-84,-85,-83,-82,-83,-86,-100,-87,-86,-89,-80,-80,-80,-88,-89,-76,-85,-76,-83,-100,-80,-79,-89,-65,-100,-76,-86,-85,-86,-86,-65,-82,-81,-66,-82,-82,-76,-82,-81,-79,-81,-82,-81,-82,-81,-82,-82,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,704,954695075624
-61,-61,-61,-66,-82,-82,-87,-82,-100,-65,-67,-60,-80,-74,-79,-75,-76,-82,-85,-79,-87,-74,-74,-79,-79,-84,-84,-83,-83,-83,-87,-100,-100,-87,-89,-79,-79,-79,-89,-89,-74,-84,-76,-83,-89,-79,-80,-89,-65,-100,-100,-85,-85,-85,-85,-66,-82,-81,-66,-83,-82,-75,-82,-79,-80,-80,-82,-80,-80,-81,-82,-82,-100,-100,-100,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,704,958881128539
-58,-58,-59,-63,-73,-73,-85,-73,-100,-61,-63,-68,-71,-77,-80,-79,-83,-81,-86,-80,-84,-77,-77,-80,-80,-82,-82,-82,-82,-82,-84,-100,-84,-85,-88,-72,-100,-100,-90,-88,-77,-82,-78,-82,-88,-72,-100,-88,-100,-100,-79,-88,-100,-100,-88,-63,-100,-100,-63,-88,-87,-78,-89,-100,-75,-83,-100,-82,-83,-80,-80,-100,-100,-81,-83,-82,-100,-83,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,689,1004553525865
-59,-59,-59,-63,-74,-75,-86,-75,-100,-61,-63,-63,-71,-79,-79,-79,-81,-82,-84,-79,-84,-78,-78,-79,-80,-82,-83,-82,-82,-82,-85,-100,-85,-84,-89,-72,-83,-82,-88,-89,-78,-83,-80,-82,-88,-72,-80,-89,-100,-100,-80,-88,-100,-100,-88,-63,-88,-100,-64,-88,-87,-80,-90,-84,-75,-83,-100,-82,-82,-80,-80,-81,-100,-81,-82,-82,-100,-83,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,689,1008836806905
-58,-58,-58,-64,-74,-75,-86,-75,-100,-62,-67,-60,-72,-78,-80,-79,-82,-83,-82,-80,-85,-77,-77,-80,-80,-82,-83,-83,-83,-84,-82,-100,-85,-85,-90,-72,-83,-83,-90,-89,-77,-83,-80,-84,-88,-72,-80,-89,-100,-100,-80,-88,-100,-100,-88,-64,-87,-87,-64,-100,-100,-78,-94,-84,-76,-82,-100,-82,-81,-80,-80,-81,-100,-83,-82,-82,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,689,1013280343935
-58,-58,-59,-63,-74,-74,-85,-74,-100,-62,-66,-63,-72,-77,-80,-78,-82,-82,-87,-79,-85,-77,-77,-80,-80,-83,-83,-83,-83,-82,-85,-100,-84,-87,-90,-71,-83,-83,-89,-89,-77,-84,-80,-83,-100,-72,-80,-90,-100,-100,-80,-100,-100,-100,-100,-63,-87,-87,-64,-100,-100,-79,-94,-83,-75,-82,-100,-81,-82,-81,-80,-80,-100,-83,-100,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,689,1017670625496
-59,-59,-59,-63,-74,-74,-85,-75,-94,-61,-63,-67,-71,-78,-79,-78,-81,-82,-87,-80,-85,-78,-77,-80,-80,-82,-82,-82,-82,-83,-85,-100,-86,-85,-100,-72,-82,-83,-89,-89,-78,-83,-80,-83,-89,-71,-80,-88,-100,-100,-80,-100,-100,-100,-91,-63,-100,-100,-64,-100,-100,-79,-100,-83,-75,-82,-100,-83,-82,-80,-80,-80,-100,-83,-82,-83,-100,-85,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,689,1022044058359
-58,-58,-58,-63,-75,-75,-85,-75,-94,-62,-62,-64,-72,-77,-79,-78,-82,-82,-87,-79,-86,-77,-77,-79,-80,-83,-83,-83,-83,-83,-84,-100,-85,-85,-89,-72,-82,-83,-88,-89,-77,-83,-79,-83,-88,-72,-81,-89,-61,-100,-80,-91,-100,-100,-91,-63,-100,-100,-64,-100,-100,-79,-92,-83,-76,-82,-100,-83,-83,-80,-80,-80,-100,-83,-83,-83,-100,-84,-83,-83,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,689,1026477646482
-56,-56,-56,-63,-100,-100,-86,-100,-100,-60,-67,-65,-100,-81,-79,-78,-77,-74,-83,-79,-100,-81,-81,-80,-80,-80,-80,-82,-82,-82,-84,-87,-100,-85,-86,-100,-81,-81,-100,-100,-81,-80,-100,-82,-86,-73,-87,-100,-60,-100,-100,-100,-100,-100,-100,-63,-86,-85,-63,-86,-87,-100,-86,-81,-82,-80,-83,-81,-80,-77,-77,-78,-100,-84,-83,-83,-100,-85,-86,-86,-100,-83,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,674,1062724824541
-57,-57,-57,-62,-75,-76,-85,-76,-100,-61,-64,-64,-72,-80,-79,-84,-76,-75,-82,-80,-100,-80,-80,-79,-80,-80,-80,-82,-82,-82,-83,-87,-100,-84,-85,-72,-81,-81,-100,-100,-80,-80,-100,-81,-87,-72,-88,-100,-60,-100,-100,-89,-100,-100,-88,-62,-86,-85,-62,-87,-87,-100,-91,-81,-80,-80,-86,-80,-80,-76,-77,-78,-100,-83,-83,-83,-100,-85,-87,-85,-100,-85,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,674,1066801328654
-57,-56,-57,-62,-75,-75,-86,-75,-100,-60,-64,-66,-73,-80,-79,-80,-76,-72,-82,-79,-100,-80,-80,-79,-79,-80,-81,-82,-82,-81,-85,-86,-100,-85,-85,-73,-81,-81,-100,-100,-79,-80,-100,-81,-86,-73,-88,-89,-61,-100,-100,-88,-100,-100,-88,-62,-85,-84,-62,-87,-88,-100,-86,-81,-82,-80,-86,-80,-81,-77,-78,-78,-86,-83,-100,-83,-100,-100,-87,-85,-100,-85,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,674,1071291153184
-55,-55,-56,-63,-77,-78,-87,-77,-100,-60,-100,-65,-73,-79,-80,-81,-76,-75,-86,-80,-100,-80,-80,-80,-80,-80,-80,-83,-82,-83,-84,-86,-84,-86,-86,-73,-80,-81,-87,-87,-80,-80,-81,-82,-86,-73,-100,-88,-61,-86,-81,-88,-100,-100,-90,-63,-86,-84,-63,-86,-87,-80,-86,-81,-83,-80,-86,-80,-81,-77,-77,-77,-86,-84,-83,-83,-89,-85,-85,-86,-100,-85,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,674,1075745167140
-55,-55,-56,-63,-77,-77,-86,-77,-100,-60,-66,-64,-73,-80,-80,-83,-77,-76,-85,-80,-86,-80,-80,-80,-80,-79,-80,-83,-82,-83,-85,-86,-85,-85,-85,-72,-81,-81,-90,-88,-80,-80,-81,-82,-84,-73,-100,-87,-100,-86,-81,-88,-100,-100,-89,-63,-85,-100,-63,-85,-85,-82,-86,-81,-83,-81,-86,-80,-81,-77,-76,-77,-100,-83,-83,-82,-88,-85,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,674,1080367182555
-56,-56,-56,-63,-76,-77,-86,-77,-100,-60,-64,-62,-73,-80,-80,-82,-77,-77,-73,-80,-85,-80,-80,-80,-80,-80,-80,-83,-82,-83,-84,-86,-85,-84,-85,-72,-81,-81,-90,-88,-80,-79,-81,-83,-85,-73,-87,-90,-100,-100,-81,-88,-100,-100,-87,-63,-86,-100,-63,-87,-86,-82,-88,-81,-82,-80,-100,-81,-82,-76,-77,-77,-100,-83,-83,-83,-88,-85,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,674,1084950208335
-58,-58,-58,-63,-71,-71,-85,-72,-100,-66,-64,-66,-72,-77,-81,-80,-81,-79,-86,-82,-100,-77,-77,-81,-81,-83,-83,-84,-85,-84,-88,-100,-100,-100,-100,-72,-81,-81,-87,-86,-77,-84,-81,-84,-100,-72,-78,-88,-100,-100,-81,-85,-85,-85,-85,-63,-85,-85,-63,-85,-85,-81,-85,-81,-82,-85,-100,-84,-85,-81,-81,-82,-100,-84,-100,-86,-100,-86,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,659,1123861556028
