60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,60:32:b1:3e:1a:b8,44:48:c1:91:d0:14,44:48:c1:91:d0:10,44:48:c1:91:d0:12,b4:5d:50:e1:96:43,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,b4:5d:50:e1:96:52,38:17:c3:1f:14:11,38:17:c3:1f:14:12,44:48:c1:91:d0:02,38:17:c3:1f:14:01,44:48:c1:91:95:b1,38:17:c3:19:45:b1,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,38:17:c3:24:47:51,38:17:c3:24:47:52,38:17:c3:1f:09:91,20:a6:cd:42:0a:c3,38:17:c3:1f:09:93,44:48:c1:91:95:b3,38:17:c3:1f:09:92,38:17:c3:19:45:b2,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:1f:09:83,a8:bd:27:4c:aa:83,44:48:c1:91:95:a3,38:17:c3:1f:00:b0,44:48:c1:91:d0:11,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,38:17:c3:1f:14:10,38:17:c3:24:47:50,44:48:c1:91:95:b2,38:17:c3:1f:19:d0,44:48:c1:91:d0:00,44:48:c1:91:d0:01,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:93,b4:5d:50:e1:96:40,38:17:c3:19:45:b0,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:90,38:17:c3:1f:14:00,b4:5d:50:e1:96:41,44:48:c1:91:d0:04,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:80,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,44:48:c1:91:95:a1,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,38:17:c3:1f:00:a0,44:48:c1:91:95:a2,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,38:17:c3:1f:14:02,9c:d6:43:60:92:e0,72:32:b1:3e:1a:b8,b4:5d:50:e1:96:42,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:b0,38:17:c3:1f:19:c1,20:a6:cd:42:13:e2,38:17:c3:1f:09:90,20:a6:cd:42:0a:c2,a8:bd:27:4c:aa:81,44:48:c1:91:95:a0,38:17:c3:19:45:a1,38:17:c3:1a:cf:d0,00:4e:35:de:d7:43,38:17:c3:19:45:a0,20:a6:cd:42:13:e0,20:a6:cd:42:0b:e3,38:17:c3:19:45:a2,38:17:c3:19:36:30,38:17:c3:22:61:90,ac:e2:d3:c4:08:e6,44:48:c1:91:aa:30,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:19:d7:70,38:17:c3:19:d7:71,20:a6:cd:42:0b:f3,38:17:c3:19:d7:61,38:17:c3:19:d7:62,20:a6:cd:42:0b:f0,38:17:c3:19:d7:60,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:72,80:8d:b7:55:25:e3,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:3a:50,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,38:17:c3:1e:ff:10,68:ff:7b:e4:af:39,b0:be:76:f8:30:5e,80:8d:b7:55:39:d0,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:36:22,38:17:c3:19:36:21,ea:9e:b4:53:24:54,38:17:c3:19:36:20,38:17:c3:19:71:92,38:17:c3:19:71:80,38:17:c3:19:71:81,38:17:c3:1e:ff:00,80:8d:b7:55:29:d2,38:17:c3:1e:ff:01,80:8d:b7:55:29:d0,80:8d:b7:55:39:c2,68:ff:7b:e4:af:38,80:8d:b7:55:29:d1,38:17:c3:1e:ff:02,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:29:c0,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,00:4e:35:de:e1:12,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,00:4e:35:df:06:52,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,00:4e:35:df:06:50,38:17:c3:1f:22:30,38:17:c3:1f:22:31,20:a6:cd:50:24:b1,38:17:c3:1f:22:32,20:a6:cd:50:24:b2,20:a6:cd:50:24:b0,00:4e:35:df:06:51,00:4e:35:de:e1:11,38:17:c3:1f:0e:01,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,00:4e:35:df:06:40,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,x,y,timestamp
-89,-64,-64,-83,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-71,-100,-100,-100,-100,-86,-91,-86,-100,-87,-71,-100,-100,-88,-88,-100,-64,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-67,-66,-100,-100,-100,-67,-100,-100,-89,-100,-100,-86,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-74,-100,-100,-74,-100,-67,-74,-88,-100,-69,-100,-100,-100,-100,-75,-76,-77,-76,-80,-77,-80,-78,-77,-70,-76,-91,-69,-69,-84,-83,-84,-83,-90,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,318,618,2011471011367
-100,-63,-63,-86,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-71,-100,-100,-100,-100,-86,-91,-86,-100,-86,-71,-100,-100,-88,-89,-100,-63,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-66,-67,-100,-100,-100,-67,-100,-92,-89,-100,-100,-87,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-75,-100,-100,-76,-100,-67,-75,-88,-100,-68,-100,-100,-100,-100,-73,-73,-76,-81,-80,-77,-81,-76,-77,-68,-74,-89,-68,-68,-84,-84,-83,-83,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,318,618,2015669257615
-90,-63,-64,-86,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-71,-100,-100,-100,-100,-86,-92,-87,-100,-86,-71,-100,-100,-88,-89,-100,-63,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-67,-100,-93,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-75,-100,-100,-75,-100,-67,-75,-88,-100,-68,-100,-100,-100,-100,-74,-74,-76,-80,-81,-76,-81,-76,-76,-69,-74,-89,-68,-70,-84,-84,-84,-84,-90,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,318,618,2020048662249
-90,-62,-62,-87,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-71,-100,-100,-100,-100,-84,-92,-87,-100,-87,-71,-100,-100,-87,-91,-100,-63,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-67,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-73,-100,-100,-73,-100,-67,-73,-100,-100,-70,-100,-100,-100,-100,-75,-75,-78,-81,-80,-78,-80,-78,-77,-68,-75,-100,-63,-68,-85,-83,-84,-84,-92,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,318,618,2024267086153
-88,-64,-64,-86,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-72,-100,-100,-100,-100,-84,-100,-86,-100,-87,-72,-100,-100,-87,-89,-100,-63,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-66,-100,-92,-90,-100,-100,-86,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-74,-100,-100,-74,-100,-69,-74,-100,-100,-72,-100,-100,-100,-100,-77,-76,-76,-81,-81,-76,-80,-76,-76,-68,-76,-88,-68,-68,-85,-83,-84,-83,-92,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,318,618,2028567253443
-91,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-89,-89,-100,-70,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-72,-100,-67,-72,-100,-100,-68,-100,-100,-100,-100,-75,-75,-100,-76,-76,-100,-76,-100,-100,-67,-75,-86,-66,-66,-88,-87,-87,-88,-92,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,333,618,2061725368066
-91,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-89,-83,-100,-72,-100,-100,-100,-88,-100,-100,-100,-100,-100,-81,-100,-100,-72,-81,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-72,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-71,-100,-100,-71,-100,-68,-71,-100,-100,-67,-100,-100,-100,-100,-75,-75,-100,-76,-79,-100,-79,-100,-100,-66,-75,-86,-66,-66,-88,-88,-87,-88,-88,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,333,618,2065765866763
-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-89,-86,-100,-68,-100,-100,-100,-85,-100,-100,-100,-100,-100,-81,-100,-100,-71,-81,-100,-100,-100,-100,-100,-89,-100,-72,-72,-100,-100,-100,-72,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-71,-100,-100,-71,-100,-68,-71,-100,-100,-70,-100,-100,-100,-100,-74,-74,-70,-79,-79,-70,-79,-70,-70,-66,-74,-85,-63,-66,-89,-86,-89,-87,-88,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,333,618,2069421242230
-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-90,-86,-100,-69,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-88,-100,-72,-72,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-71,-100,-66,-71,-100,-100,-70,-100,-100,-100,-100,-75,-76,-68,-79,-79,-68,-79,-68,-68,-66,-76,-88,-67,-67,-87,-87,-87,-86,-100,-100,-100,-89,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,333,618,2073048900666
-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-69,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-72,-72,-100,-100,-100,-72,-100,-100,-89,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-71,-100,-68,-72,-100,-100,-65,-100,-100,-100,-100,-77,-77,-68,-79,-79,-69,-79,-68,-68,-65,-77,-88,-66,-66,-86,-87,-87,-86,-92,-100,-100,-89,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,333,618,2076611665560
-88,-69,-69,-91,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-89,-87,-100,-69,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-71,-100,-100,-89,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-71,-100,-67,-71,-100,-100,-69,-100,-100,-100,-100,-78,-78,-68,-80,-79,-69,-79,-68,-68,-67,-78,-88,-58,-66,-87,-87,-87,-88,-92,-100,-100,-100,-100,-100,-100,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,333,618,2080280479622
-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-91,-100,-100,-66,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-71,-100,-89,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-74,-100,-66,-74,-100,-100,-70,-100,-100,-100,-100,-72,-71,-71,-75,-75,-71,-75,-71,-71,-74,-71,-87,-74,-74,-100,-88,-100,-87,-87,-100,-100,-79,-88,-88,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,348,618,2118645173201
-100,-67,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-91,-100,-100,-67,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-71,-72,-100,-100,-100,-72,-100,-90,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-73,-100,-71,-73,-100,-100,-68,-100,-100,-100,-100,-73,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-89,-74,-73,-100,-86,-85,-89,-88,-100,-100,-79,-88,-88,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,348,618,2122264625856
-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-66,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-71,-85,-100,-100,-100,-100,-100,-100,-100,-71,-72,-100,-100,-100,-72,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-73,-100,-100,-73,-100,-67,-73,-100,-100,-67,-100,-100,-100,-100,-71,-70,-73,-75,-74,-73,-74,-73,-72,-72,-71,-89,-72,-72,-87,-87,-87,-87,-87,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,348,618,2125859283302
-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-69,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-70,-85,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-75,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-72,-100,-100,-72,-100,-69,-72,-100,-100,-68,-100,-100,-100,-100,-74,-74,-69,-74,-74,-69,-74,-70,-69,-73,-74,-87,-73,-73,-87,-87,-87,-87,-86,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,348,618,2129481790957
-89,-69,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-90,-100,-69,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-100,-100,-100,-77,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-72,-100,-71,-72,-100,-100,-71,-100,-100,-100,-100,-76,-76,-69,-73,-73,-70,-73,-70,-70,-73,-76,-88,-74,-73,-83,-84,-85,-84,-87,-100,-100,-100,-100,-100,-88,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,348,618,2133100792518
-89,-68,-68,-88,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-90,-100,-68,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-76,-100,-92,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-72,-100,-69,-72,-100,-100,-68,-100,-100,-100,-100,-76,-75,-70,-73,-73,-70,-73,-69,-69,-74,-75,-86,-73,-73,-85,-84,-84,-84,-89,-100,-100,-100,-100,-100,-88,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,348,618,2136757293402
-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-92,-100,-100,-66,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-76,-100,-91,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-74,-100,-72,-74,-100,-100,-78,-100,-100,-100,-100,-70,-69,-100,-100,-100,-100,-75,-100,-100,-73,-69,-100,-72,-72,-81,-80,-81,-81,-85,-100,-100,-100,-85,-100,-87,-87,-88,-87,-88,-88,-89,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,363,618,2180003294427
-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-92,-100,-100,-69,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-77,-100,-90,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-75,-100,-72,-75,-100,-100,-77,-100,-100,-100,-100,-71,-71,-76,-73,-74,-76,-74,-76,-76,-71,-71,-86,-72,-72,-81,-80,-81,-81,-87,-100,-100,-85,-85,-85,-88,-88,-86,-87,-88,-87,-88,-86,-87,-87,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,363,618,2184123369113
