60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,60:32:b1:3e:1a:b8,44:48:c1:91:d0:14,44:48:c1:91:d0:10,44:48:c1:91:d0:12,b4:5d:50:e1:96:43,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,b4:5d:50:e1:96:52,38:17:c3:1f:14:11,38:17:c3:1f:14:12,44:48:c1:91:d0:02,38:17:c3:1f:14:01,44:48:c1:91:95:b1,38:17:c3:19:45:b1,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,38:17:c3:24:47:51,38:17:c3:24:47:52,38:17:c3:1f:09:91,20:a6:cd:42:0a:c3,38:17:c3:1f:09:93,44:48:c1:91:95:b3,38:17:c3:1f:09:92,38:17:c3:19:45:b2,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:1f:09:83,a8:bd:27:4c:aa:83,44:48:c1:91:95:a3,38:17:c3:1f:00:b0,44:48:c1:91:d0:11,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,38:17:c3:1f:14:10,38:17:c3:24:47:50,44:48:c1:91:95:b2,38:17:c3:1f:19:d0,44:48:c1:91:d0:00,44:48:c1:91:d0:01,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:93,b4:5d:50:e1:96:40,38:17:c3:19:45:b0,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:90,38:17:c3:1f:14:00,b4:5d:50:e1:96:41,44:48:c1:91:d0:04,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:80,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,44:48:c1:91:95:a1,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,38:17:c3:1f:00:a0,44:48:c1:91:95:a2,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,38:17:c3:1f:14:02,9c:d6:43:60:92:e0,72:32:b1:3e:1a:b8,b4:5d:50:e1:96:42,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:b0,38:17:c3:1f:19:c1,20:a6:cd:42:13:e2,38:17:c3:1f:09:90,20:a6:cd:42:0a:c2,a8:bd:27:4c:aa:81,44:48:c1:91:95:a0,38:17:c3:19:45:a1,38:17:c3:1a:cf:d0,00:4e:35:de:d7:43,38:17:c3:19:45:a0,20:a6:cd:42:13:e0,20:a6:cd:42:0b:e3,38:17:c3:19:45:a2,38:17:c3:19:36:30,38:17:c3:22:61:90,ac:e2:d3:c4:08:e6,44:48:c1:91:aa:30,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:19:d7:70,38:17:c3:19:d7:71,20:a6:cd:42:0b:f3,38:17:c3:19:d7:61,38:17:c3:19:d7:62,20:a6:cd:42:0b:f0,38:17:c3:19:d7:60,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:72,80:8d:b7:55:25:e3,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:3a:50,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,38:17:c3:1e:ff:10,68:ff:7b:e4:af:39,b0:be:76:f8:30:5e,80:8d:b7:55:39:d0,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:36:22,38:17:c3:19:36:21,ea:9e:b4:53:24:54,38:17:c3:19:36:20,38:17:c3:19:71:92,38:17:c3:19:71:80,38:17:c3:19:71:81,38:17:c3:1e:ff:00,80:8d:b7:55:29:d2,38:17:c3:1e:ff:01,80:8d:b7:55:29:d0,80:8d:b7:55:39:c2,68:ff:7b:e4:af:38,80:8d:b7:55:29:d1,38:17:c3:1e:ff:02,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:29:c0,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,00:4e:35:de:e1:12,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,00:4e:35:df:06:52,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,00:4e:35:df:06:50,38:17:c3:1f:22:30,38:17:c3:1f:22:31,20:a6:cd:50:24:b1,38:17:c3:1f:22:32,20:a6:cd:50:24:b2,20:a6:cd:50:24:b0,00:4e:35:df:06:51,00:4e:35:de:e1:11,38:17:c3:1f:0e:01,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,00:4e:35:df:06:40,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,x,y,timestamp
-80,-55,-55,-72,-87,-87,-87,-100,-100,-100,-100,-100,-72,-72,-100,-82,-100,-85,-92,-100,-100,-100,-87,-85,-87,-100,-88,-85,-100,-100,-88,-83,-100,-54,-86,-100,-92,-72,-90,-100,-100,-100,-100,-82,-85,-100,-85,-83,-86,-82,-100,-91,-100,-100,-100,-60,-61,-100,-85,-85,-60,-100,-100,-79,-82,-100,-76,-100,-89,-88,-100,-100,-100,-85,-86,-82,-100,-86,-100,-100,-84,-100,-82,-82,-100,-100,-85,-100,-100,-100,-100,-84,-81,-88,-86,-86,-92,-100,-100,-100,-83,-81,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,168,618,1366011465727
-78,-59,-59,-72,-84,-87,-87,-100,-93,-100,-100,-100,-76,-75,-100,-82,-100,-85,-100,-100,-100,-100,-87,-88,-87,-100,-88,-85,-100,-100,-82,-84,-100,-58,-86,-100,-100,-76,-90,-100,-100,-100,-100,-82,-85,-100,-85,-83,-86,-82,-100,-91,-100,-100,-100,-58,-58,-100,-85,-85,-58,-100,-100,-79,-80,-100,-76,-100,-89,-100,-100,-100,-100,-84,-100,-85,-100,-83,-100,-100,-83,-100,-82,-84,-100,-100,-78,-100,-100,-100,-100,-82,-80,-87,-86,-86,-87,-100,-87,-87,-83,-81,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,168,618,1370515728486
-79,-56,-56,-74,-88,-86,-87,-100,-88,-89,-89,-100,-74,-74,-100,-100,-100,-83,-92,-100,-100,-100,-86,-90,-85,-100,-85,-83,-100,-100,-82,-84,-100,-54,-88,-88,-91,-74,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-87,-85,-86,-62,-63,-100,-100,-100,-63,-100,-100,-79,-80,-91,-77,-100,-100,-100,-100,-100,-100,-84,-100,-85,-100,-83,-100,-100,-84,-100,-75,-83,-100,-100,-83,-100,-88,-89,-89,-82,-80,-89,-85,-85,-89,-100,-87,-88,-82,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,168,618,1374997880984
-79,-56,-56,-74,-87,-86,-87,-85,-88,-89,-89,-100,-74,-74,-100,-79,-100,-84,-93,-100,-100,-100,-86,-88,-86,-100,-85,-84,-100,-100,-100,-84,-100,-56,-88,-88,-91,-74,-100,-100,-100,-88,-100,-100,-100,-100,-84,-100,-100,-79,-100,-100,-87,-85,-87,-64,-64,-100,-100,-100,-64,-100,-100,-100,-79,-91,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-86,-100,-81,-85,-100,-100,-86,-100,-88,-87,-88,-84,-100,-89,-85,-85,-87,-85,-87,-87,-82,-82,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,168,618,1379323266816
-77,-49,-49,-79,-84,-100,-85,-100,-90,-90,-100,-100,-80,-80,-100,-80,-100,-86,-100,-100,-100,-100,-87,-85,-87,-100,-87,-86,-100,-100,-100,-86,-100,-48,-84,-89,-100,-80,-100,-100,-100,-100,-100,-85,-87,-100,-85,-100,-87,-81,-100,-100,-100,-100,-100,-53,-53,-100,-87,-89,-53,-100,-100,-100,-81,-100,-81,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-79,-100,-100,-79,-100,-80,-80,-100,-100,-80,-100,-100,-100,-100,-84,-84,-89,-100,-100,-89,-100,-100,-89,-81,-85,-92,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,183,618,1448880852571
-77,-49,-49,-79,-85,-100,-85,-100,-89,-88,-88,-100,-77,-77,-100,-78,-100,-85,-100,-100,-100,-100,-87,-85,-86,-100,-87,-84,-100,-100,-89,-87,-100,-48,-85,-88,-100,-78,-100,-100,-100,-100,-100,-85,-89,-100,-85,-100,-89,-81,-100,-100,-100,-100,-100,-52,-53,-100,-87,-89,-53,-100,-100,-77,-79,-100,-82,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-79,-100,-100,-79,-100,-80,-80,-100,-100,-80,-100,-100,-100,-100,-85,-84,-89,-100,-88,-88,-100,-100,-89,-80,-85,-92,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,183,618,1453272517569
-78,-49,-49,-79,-84,-100,-100,-100,-88,-89,-89,-100,-78,-79,-100,-79,-100,-85,-100,-100,-100,-100,-86,-87,-87,-100,-87,-85,-100,-100,-88,-86,-100,-49,-84,-90,-100,-79,-100,-100,-100,-100,-100,-84,-89,-100,-85,-84,-89,-79,-100,-89,-100,-100,-100,-54,-53,-100,-100,-100,-54,-100,-100,-77,-80,-94,-82,-100,-100,-100,-100,-100,-100,-86,-100,-85,-100,-80,-100,-100,-80,-100,-78,-79,-100,-100,-78,-100,-100,-100,-100,-85,-100,-100,-100,-88,-88,-89,-100,-100,-80,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,183,618,1457532339390
-79,-49,-49,-81,-85,-85,-84,-100,-89,-88,-90,-100,-80,-80,-100,-79,-100,-84,-100,-100,-100,-100,-87,-86,-86,-100,-87,-84,-100,-100,-91,-88,-100,-49,-85,-90,-100,-80,-100,-100,-100,-100,-100,-84,-100,-100,-84,-84,-100,-79,-100,-89,-100,-100,-100,-54,-54,-100,-100,-100,-54,-100,-100,-100,-79,-91,-100,-100,-100,-100,-100,-100,-100,-87,-100,-85,-100,-77,-100,-100,-80,-100,-82,-80,-100,-100,-75,-100,-100,-100,-100,-100,-100,-89,-100,-100,-89,-89,-91,-90,-81,-100,-82,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,183,618,1461946239024
-76,-50,-50,-82,-84,-85,-84,-91,-91,-88,-90,-100,-78,-78,-100,-79,-100,-83,-100,-100,-100,-100,-86,-87,-85,-100,-86,-83,-100,-100,-90,-87,-100,-48,-84,-90,-100,-78,-100,-100,-100,-100,-100,-87,-88,-100,-83,-88,-88,-81,-100,-87,-100,-100,-100,-54,-54,-100,-87,-86,-54,-100,-100,-100,-79,-91,-83,-100,-100,-100,-100,-100,-100,-86,-100,-87,-100,-79,-100,-100,-80,-100,-78,-80,-100,-100,-82,-100,-100,-100,-100,-100,-100,-89,-100,-100,-89,-100,-91,-90,-81,-100,-82,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,183,618,1466391337304
-78,-49,-50,-80,-86,-85,-86,-91,-88,-89,-87,-100,-78,-78,-100,-81,-100,-84,-100,-100,-100,-100,-86,-87,-87,-100,-86,-84,-100,-100,-91,-88,-100,-49,-85,-89,-100,-79,-100,-100,-100,-100,-100,-87,-89,-100,-84,-86,-89,-82,-100,-87,-100,-100,-100,-54,-54,-100,-88,-88,-54,-100,-100,-100,-81,-100,-83,-100,-100,-100,-100,-100,-100,-88,-100,-86,-100,-79,-100,-100,-79,-100,-80,-79,-100,-100,-76,-100,-100,-100,-100,-85,-84,-91,-100,-100,-91,-100,-100,-100,-81,-85,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,183,618,1470885924958
-100,-46,-46,-78,-88,-87,-87,-100,-100,-100,-100,-100,-78,-78,-100,-83,-100,-79,-100,-100,-100,-100,-85,-100,-86,-100,-85,-80,-100,-100,-89,-90,-100,-46,-86,-91,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-54,-53,-100,-100,-100,-54,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-78,-100,-100,-79,-100,-83,-78,-100,-100,-79,-100,-100,-100,-100,-83,-83,-86,-85,-100,-86,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,618,1512415330880
-100,-47,-47,-82,-86,-87,-87,-100,-90,-100,-100,-100,-78,-78,-100,-82,-100,-81,-90,-100,-100,-100,-84,-100,-84,-100,-85,-81,-100,-100,-89,-85,-100,-46,-86,-91,-91,-78,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-82,-100,-91,-100,-100,-100,-54,-54,-100,-100,-100,-54,-100,-100,-100,-100,-92,-82,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-78,-100,-100,-78,-100,-83,-78,-100,-100,-78,-100,-100,-100,-100,-80,-81,-87,-87,-100,-87,-100,-88,-87,-82,-81,-93,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,618,1516616710982
-100,-47,-47,-79,-86,-100,-100,-100,-90,-100,-100,-100,-79,-79,-100,-82,-100,-79,-92,-100,-100,-100,-83,-91,-83,-100,-84,-79,-100,-100,-88,-88,-100,-47,-100,-91,-91,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-82,-100,-91,-100,-100,-100,-55,-55,-100,-100,-100,-55,-100,-100,-82,-100,-92,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-78,-100,-100,-78,-100,-77,-78,-100,-100,-78,-100,-100,-100,-100,-82,-83,-89,-87,-100,-89,-100,-89,-89,-82,-82,-92,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,618,1520975177856
-82,-47,-47,-79,-87,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-83,-100,-78,-92,-100,-100,-100,-85,-92,-84,-100,-85,-78,-100,-100,-90,-88,-100,-47,-100,-100,-91,-80,-100,-100,-100,-100,-100,-100,-100,-100,-78,-87,-100,-100,-100,-100,-100,-100,-100,-56,-56,-100,-100,-100,-56,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-86,-100,-78,-100,-100,-78,-100,-78,-78,-100,-100,-74,-100,-100,-100,-100,-82,-83,-89,-87,-87,-89,-100,-89,-88,-83,-82,-92,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,618,1525263176812
-82,-47,-47,-81,-86,-87,-87,-100,-100,-100,-100,-100,-80,-79,-100,-83,-100,-78,-92,-100,-100,-100,-84,-92,-83,-100,-84,-78,-100,-100,-89,-88,-100,-47,-85,-100,-93,-80,-100,-100,-100,-100,-100,-87,-100,-100,-78,-87,-100,-82,-100,-100,-100,-100,-100,-55,-55,-100,-100,-100,-55,-100,-100,-82,-82,-100,-82,-100,-100,-100,-100,-100,-100,-84,-100,-86,-100,-78,-100,-100,-78,-100,-78,-78,-100,-100,-72,-100,-100,-100,-100,-81,-80,-90,-86,-87,-89,-87,-89,-88,-83,-82,-91,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,618,1529443251082
-82,-47,-47,-78,-87,-88,-87,-100,-100,-100,-100,-100,-79,-80,-100,-83,-100,-79,-92,-100,-100,-100,-84,-91,-84,-100,-83,-79,-100,-100,-91,-83,-100,-47,-87,-100,-93,-80,-100,-100,-100,-100,-100,-88,-100,-100,-79,-87,-100,-82,-100,-100,-100,-100,-100,-55,-55,-100,-100,-100,-55,-100,-100,-82,-83,-100,-83,-100,-100,-100,-100,-100,-100,-84,-100,-87,-100,-79,-100,-100,-78,-100,-82,-78,-100,-100,-74,-100,-100,-100,-100,-83,-80,-89,-86,-77,-89,-87,-90,-90,-83,-82,-94,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,618,1533925809205
-76,-49,-49,-83,-100,-100,-100,-100,-93,-100,-100,-100,-79,-79,-100,-100,-100,-81,-100,-100,-100,-100,-85,-87,-85,-100,-85,-81,-100,-100,-88,-83,-100,-47,-100,-91,-100,-79,-100,-100,-100,-100,-100,-84,-100,-100,-82,-85,-100,-83,-100,-92,-89,-100,-100,-48,-48,-100,-100,-100,-48,-100,-100,-100,-100,-91,-82,-100,-100,-100,-100,-100,-100,-85,-100,-84,-100,-82,-100,-100,-81,-100,-78,-81,-100,-100,-74,-100,-100,-100,-100,-100,-100,-83,-100,-86,-84,-100,-82,-83,-80,-100,-91,-100,-79,-86,-87,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,213,618,1567342737473
-78,-47,-47,-82,-88,-100,-100,-100,-93,-100,-100,-100,-83,-83,-100,-100,-100,-80,-100,-100,-100,-100,-84,-88,-85,-100,-85,-81,-100,-100,-87,-85,-100,-46,-100,-91,-100,-83,-100,-100,-100,-100,-100,-85,-100,-100,-81,-85,-100,-83,-100,-92,-89,-88,-100,-48,-48,-100,-100,-100,-48,-100,-94,-78,-83,-91,-82,-100,-100,-100,-100,-100,-100,-85,-100,-84,-100,-80,-100,-100,-75,-100,-76,-81,-100,-100,-77,-100,-100,-100,-100,-85,-86,-86,-100,-85,-85,-85,-85,-84,-80,-100,-91,-78,-78,-86,-88,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,213,618,1571545222836
-79,-50,-50,-78,-88,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-83,-100,-80,-100,-100,-100,-100,-86,-93,-86,-100,-87,-81,-100,-100,-87,-87,-100,-50,-100,-100,-100,-81,-100,-100,-100,-100,-100,-85,-100,-100,-81,-85,-100,-82,-100,-100,-100,-88,-100,-48,-48,-100,-100,-100,-48,-100,-94,-78,-83,-100,-81,-100,-100,-100,-100,-100,-100,-85,-100,-85,-100,-81,-100,-100,-81,-100,-78,-81,-100,-100,-80,-100,-100,-100,-100,-82,-82,-84,-100,-87,-83,-85,-83,-83,-78,-83,-100,-78,-79,-86,-85,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,213,618,1575977430908
