b0:be:76:f8:30:5e,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,b8:27:eb:9f:6b:77,80:8d:b7:55:35:13,80:8d:b7:55:39:c1,80:8d:b7:55:35:11,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:39:c2,44:48:c1:a5:82:32,44:48:c1:a5:82:31,ea:9e:b4:53:24:54,80:8d:b7:55:35:03,80:8d:b7:55:25:e3,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:35:01,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,80:8d:b7:55:25:f0,00:4e:35:df:06:52,44:48:c1:a5:82:30,38:17:c3:19:d7:70,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:01:82,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,ac:e2:d3:c4:08:e6,80:8d:b7:55:39:c0,38:17:c3:1f:0e:10,20:a6:cd:50:24:b0,80:8d:b7:55:35:12,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:01:81,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:19:45:b2,60:32:b1:3e:1a:b7,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,72:32:b1:3e:1a:b8,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,38:17:c3:1f:01:80,38:17:c3:1e:ff:10,38:17:c3:1e:ff:00,38:17:c3:19:45:a0,00:4e:35:df:06:51,80:8d:b7:55:3a:41,00:4e:35:df:06:50,00:4e:35:df:06:41,00:4e:35:de:e1:11,00:4e:35:df:06:40,60:32:b1:3e:1a:b8,38:17:c3:19:45:a2,b4:5d:50:e1:92:33,38:17:c3:19:45:a1,b4:5d:50:e1:92:23,38:17:c3:1f:09:83,00:4e:35:df:06:42,00:4e:35:de:e1:12,b4:5d:50:e1:92:31,66:2a:2f:53:7c:99,80:8d:b7:55:35:02,44:48:c1:a5:82:21,38:17:c3:19:d7:61,44:48:c1:a5:82:22,38:17:c3:19:d7:62,00:4e:35:de:e1:10,20:a6:cd:42:0b:e3,80:8d:b7:55:35:00,38:17:c3:19:d7:60,44:48:c1:a5:82:20,80:8d:b7:55:3a:42,38:17:c3:19:45:b1,68:ff:7b:e4:af:39,38:17:c3:19:45:b0,80:8d:b7:55:25:e1,72:32:b1:3e:1a:b7,80:8d:b7:55:25:e2,68:ff:7b:e4:af:38,80:8d:b7:55:25:e0,38:17:c3:19:55:41,80:8d:b7:55:3a:40,20:a6:cd:50:24:a0,38:17:c3:19:55:51,38:17:c3:19:55:50,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:1f:09:90,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:71:90,b4:5d:50:e1:96:53,38:17:c3:1f:22:30,b4:5d:50:e1:96:50,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:19:55:52,38:17:c3:1f:08:50,38:17:c3:1f:22:31,38:17:c3:1f:09:93,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,b4:5d:50:e1:96:51,b4:5d:50:e1:96:43,00:4e:35:de:e1:02,00:4e:35:de:e1:01,00:4e:35:de:e1:00,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:22,00:4e:35:df:0e:12,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:de:d7:52,a8:bd:27:4c:bd:31,00:4e:35:de:d7:40,00:4e:35:de:d7:43,00:4e:35:de:d7:42,a8:bd:27:4c:bd:32,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:22:32,44:48:c1:91:95:b0,38:17:c3:1f:22:22,38:17:c3:19:71:80,00:4e:35:de:d7:41,38:17:c3:19:71:82,38:17:c3:19:71:81,a8:bd:27:4c:bd:20,38:17:c3:19:36:30,38:17:c3:19:36:31,a8:bd:27:4c:bd:21,00:4e:35:df:0e:10,38:17:c3:1f:22:21,00:4e:35:df:0e:11,00:4e:35:df:0e:00,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:24:4f:02,38:17:c3:24:4f:10,38:17:c3:1b:08:b0,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:01,38:17:c3:24:4f:00,38:17:c3:24:58:a1,38:17:c3:24:58:a2,00:4e:35:df:27:12,x,y,timestamp
-59,-100,-100,-33,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-75,-77,-67,-77,-100,-100,-100,-100,-100,-100,-78,-67,-100,-79,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-53,-66,-87,-100,-100,-100,-100,-52,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-89,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,548,14,6074513197837
-60,-100,-100,-32,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-78,-65,-78,-100,-100,-100,-100,-100,-100,-77,-65,-100,-80,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-52,-66,-88,-100,-100,-100,-100,-52,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,548,14,6078536028825
-61,-100,-100,-31,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-78,-66,-79,-100,-100,-100,-100,-100,-100,-79,-66,-100,-79,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-53,-68,-88,-100,-100,-100,-100,-53,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,548,14,6082445348303
-57,-100,-100,-31,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-78,-65,-77,-100,-100,-100,-100,-100,-100,-78,-66,-100,-80,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-52,-66,-88,-100,-100,-100,-100,-52,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,548,14,6086340143927
-52,-100,-100,-31,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-77,-65,-78,-100,-100,-100,-100,-100,-100,-78,-65,-100,-80,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-52,-65,-100,-100,-100,-100,-100,-52,-100,-94,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-88,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,548,14,6090353620800
-60,-100,-100,-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-82,-75,-72,-76,-100,-100,-100,-100,-100,-100,-75,-72,-100,-74,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-54,-63,-87,-100,-100,-100,-100,-54,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-63,-100,-100,-100,-86,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,567,14,6128534703911
-61,-100,-100,-33,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-82,-75,-70,-75,-100,-100,-100,-100,-100,-100,-75,-71,-100,-78,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-52,-64,-85,-100,-100,-100,-100,-52,-100,-94,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-64,-86,-100,-87,-85,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,567,14,6132435664326
-60,-100,-100,-33,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-77,-71,-77,-100,-100,-100,-100,-93,-100,-77,-70,-100,-78,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-54,-64,-85,-100,-100,-100,-100,-54,-100,-92,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-64,-86,-100,-87,-81,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,567,14,6136433003126
-63,-100,-100,-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-77,-70,-77,-100,-100,-100,-100,-93,-100,-77,-70,-100,-71,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-54,-64,-100,-100,-100,-100,-100,-54,-100,-92,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-64,-100,-100,-100,-85,-100,-100,-100,-100,-100,-86,-84,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,567,14,6140455107916
-62,-100,-100,-32,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-77,-74,-77,-100,-100,-100,-100,-100,-100,-77,-74,-100,-78,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-54,-64,-86,-100,-100,-100,-100,-54,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-64,-100,-100,-100,-86,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,567,14,6144408510154
-61,-100,-100,-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-77,-74,-77,-100,-100,-100,-100,-100,-100,-77,-74,-100,-78,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-54,-64,-86,-100,-100,-100,-100,-54,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-64,-87,-100,-87,-86,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,567,14,6148416870778
-61,-100,-100,-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-80,-75,-76,-100,-100,-100,-100,-100,-100,-100,-75,-76,-100,-76,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-70,-80,-100,-100,-100,-100,-60,-100,-95,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-71,-80,-100,-80,-80,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,586,14,6188336207950
-61,-100,-100,-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-75,-76,-75,-100,-100,-100,-100,-100,-100,-75,-76,-100,-82,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-60,-70,-83,-100,-100,-100,-100,-60,-100,-92,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-70,-80,-100,-80,-81,-100,-100,-100,-100,-100,-81,-81,-100,-91,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,586,14,6192287435449
-61,-100,-100,-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-75,-78,-75,-100,-100,-100,-100,-91,-100,-75,-78,-100,-86,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-60,-70,-80,-100,-100,-100,-100,-60,-100,-92,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-70,-100,-100,-81,-81,-100,-100,-100,-100,-100,-82,-81,-100,-91,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,586,14,6196275291541
-60,-100,-100,-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-75,-76,-75,-100,-100,-100,-100,-91,-100,-75,-77,-100,-82,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-60,-70,-80,-100,-100,-100,-100,-60,-100,-94,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-70,-100,-100,-81,-81,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,586,14,6200182098935
-61,-100,-100,-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-75,-75,-75,-100,-100,-100,-100,-77,-100,-62,-75,-100,-69,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-59,-70,-82,-100,-100,-100,-100,-59,-100,-94,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-70,-82,-100,-83,-82,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,586,14,6204077386434
-62,-100,-100,-33,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-82,-75,-75,-74,-100,-100,-100,-100,-77,-100,-75,-75,-100,-82,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-68,-100,-100,-100,-100,-100,-100,-100,-100,-58,-70,-82,-100,-100,-100,-100,-58,-100,-93,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-70,-82,-100,-83,-81,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,586,14,6207958527214
-70,-100,-100,-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-76,-79,-100,-100,-100,-100,-100,-100,-79,-76,-100,-80,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-63,-85,-100,-100,-100,-100,-56,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-86,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,605,14,6243498235690
-71,-100,-100,-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-81,-79,-76,-79,-100,-100,-100,-100,-100,-100,-79,-77,-100,-80,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-56,-64,-84,-100,-100,-100,-100,-56,-100,-92,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-64,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-82,-100,-86,-87,-100,-89,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,605,14,6247425417355
-71,-100,-100,-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-79,-77,-79,-100,-100,-100,-100,-91,-100,-78,-77,-100,-81,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-56,-64,-84,-100,-100,-100,-100,-56,-100,-92,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-64,-100,-100,-85,-83,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,605,14,6251510735947
