b0:be:76:f8:30:5e,00:4e:35:df:06:51,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,00:4e:35:df:06:52,00:4e:35:de:e1:12,80:8d:b7:55:25:f0,44:48:c1:a5:82:30,80:8d:b7:55:39:d0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,ea:9e:b4:53:24:54,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:39:c0,80:8d:b7:55:35:10,38:17:c3:1f:0e:10,38:17:c3:19:d7:70,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:35:01,38:17:c3:19:d7:62,80:8d:b7:55:35:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:01:92,38:17:c3:1f:01:91,00:4e:35:df:06:50,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,38:17:c3:19:d7:60,20:a6:cd:50:24:a1,66:2a:2f:53:7c:99,00:4e:35:de:e1:11,80:8d:b7:55:25:e2,80:8d:b7:55:25:e3,b4:5d:50:e1:92:33,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:a2,44:48:c1:a5:82:20,20:a6:cd:50:24:a0,80:8d:b7:55:25:e1,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,80:8d:b7:55:3a:50,38:17:c3:19:55:50,38:17:c3:19:d7:61,80:8d:b7:55:3a:42,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1e:ff:01,b4:5d:50:e1:92:32,68:ff:7b:e4:af:39,b4:5d:50:e1:96:43,80:8d:b7:55:3a:40,20:a6:cd:50:24:b0,38:17:c3:1f:22:30,b4:5d:50:e1:92:31,38:17:c3:1e:ff:00,38:17:c3:1f:01:81,38:17:c3:1f:01:82,44:48:c1:a5:82:21,44:48:c1:a5:82:22,00:4e:35:de:e1:10,38:17:c3:19:55:52,38:17:c3:19:55:51,38:17:c3:19:45:a1,38:17:c3:1f:01:80,80:8d:b7:55:3a:41,72:32:b1:3e:1a:b7,38:17:c3:19:45:b1,38:17:c3:19:45:b2,00:4e:35:df:06:41,38:17:c3:1e:ff:02,b4:5d:50:e1:92:23,80:8d:b7:55:25:e0,38:17:c3:19:45:b0,00:4e:35:df:06:42,68:ff:7b:e4:af:38,38:17:c3:1e:ff:11,38:17:c3:1f:09:83,38:17:c3:19:71:90,b4:5d:50:e1:92:30,b4:5d:50:e1:96:53,b4:5d:50:e1:92:22,b4:5d:50:e1:96:50,00:4e:35:df:06:40,72:32:b1:3e:1a:b8,38:17:c3:19:45:a2,38:17:c3:19:71:91,00:4e:35:de:e1:00,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:1f:09:93,38:17:c3:19:45:a0,20:a6:cd:42:0b:f0,38:17:c3:19:71:92,20:a6:cd:42:0b:e3,38:17:c3:1f:09:90,38:17:c3:19:55:40,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,00:4e:35:de:d7:43,00:4e:35:de:e1:02,a8:bd:27:4c:bd:30,38:17:c3:1f:08:50,44:48:c1:91:95:b0,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,44:48:c1:91:95:b3,44:48:c1:91:95:b1,44:48:c1:91:95:b2,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:e1:01,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:1f:08:51,38:17:c3:1f:08:52,00:4e:35:de:d7:40,00:4e:35:de:d7:41,00:4e:35:de:d7:42,38:17:c3:19:36:30,00:4e:35:df:0e:12,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,00:4e:35:df:0e:01,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:a1,00:4e:35:df:0e:00,38:17:c3:1e:fc:a0,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:1f:0f:90,38:17:c3:24:4f:10,38:17:c3:24:58:a0,38:17:c3:24:4f:00,38:17:c3:24:4f:02,38:17:c3:24:4f:01,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,9c:d6:43:60:92:e0,x,y,timestamp
-61,-66,-72,-71,-71,-81,-81,-76,-76,-66,-71,-72,-81,-76,-73,-73,-80,-79,-81,-74,-81,-80,-100,-100,-74,-80,-81,-87,-100,-100,-87,-84,-100,-87,-86,-77,-78,-100,-100,-66,-78,-100,-100,-100,-76,-71,-75,-76,-100,-100,-100,-81,-100,-76,-68,-68,-100,-100,-68,-62,-87,-74,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-81,-81,-71,-62,-62,-100,-100,-74,-100,-100,-100,-62,-100,-100,-76,-100,-62,-88,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-73,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-64,-100,-100,-92,-73,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-73,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,113,2766491082536
-56,-66,-72,-72,-72,-83,-83,-75,-75,-66,-75,-72,-83,-75,-74,-74,-100,-78,-78,-72,-100,-100,-100,-100,-74,-78,-80,-87,-100,-100,-85,-88,-100,-100,-86,-78,-78,-100,-100,-66,-78,-100,-100,-100,-76,-75,-73,-73,-100,-100,-100,-100,-100,-73,-69,-68,-100,-100,-69,-63,-100,-100,-100,-100,-100,-100,-83,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-75,-63,-63,-100,-100,-100,-100,-100,-100,-61,-100,-100,-73,-100,-61,-88,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-72,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-72,-84,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-72,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,113,2771042323212
-56,-67,-71,-71,-71,-82,-83,-75,-75,-67,-75,-71,-83,-75,-74,-74,-78,-79,-78,-71,-100,-100,-100,-100,-74,-79,-80,-88,-100,-100,-86,-85,-100,-100,-100,-78,-78,-100,-100,-67,-78,-100,-100,-100,-92,-76,-73,-72,-100,-100,-100,-81,-100,-72,-69,-69,-100,-100,-70,-63,-100,-73,-100,-100,-100,-100,-83,-100,-74,-100,-100,-100,-100,-100,-100,-100,-81,-75,-63,-63,-100,-100,-73,-100,-100,-100,-61,-100,-100,-73,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-72,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-71,-85,-88,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-72,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-78,-78,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,113,2775487864512
-57,-62,-71,-72,-72,-82,-82,-75,-75,-62,-75,-72,-83,-75,-74,-74,-78,-79,-79,-71,-80,-80,-100,-100,-74,-79,-80,-88,-100,-100,-86,-76,-100,-100,-100,-78,-78,-100,-100,-62,-78,-100,-100,-100,-92,-74,-72,-72,-100,-100,-100,-81,-100,-73,-69,-69,-100,-100,-70,-63,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-74,-63,-62,-100,-100,-73,-100,-100,-100,-61,-100,-92,-73,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-66,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-71,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-72,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,113,2780034491177
-55,-61,-73,-72,-73,-81,-82,-74,-74,-62,-72,-73,-82,-74,-81,-81,-100,-80,-81,-74,-76,-76,-100,-100,-81,-80,-76,-100,-100,-100,-82,-85,-82,-100,-83,-100,-100,-100,-100,-62,-100,-90,-100,-100,-100,-71,-79,-79,-100,-100,-100,-84,-100,-80,-68,-68,-100,-100,-68,-60,-100,-74,-100,-100,-100,-100,-84,-100,-74,-100,-100,-100,-100,-100,-100,-84,-84,-71,-60,-61,-100,-100,-74,-100,-100,-100,-59,-100,-100,-80,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-85,-83,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,91,2820750731630
-60,-57,-73,-73,-72,-80,-80,-72,-72,-57,-70,-73,-80,-73,-81,-75,-78,-78,-79,-73,-76,-76,-100,-89,-81,-79,-79,-87,-100,-100,-84,-89,-82,-100,-83,-100,-100,-100,-100,-57,-78,-90,-100,-100,-100,-70,-79,-74,-100,-100,-100,-84,-100,-80,-73,-74,-100,-100,-73,-66,-100,-74,-100,-100,-100,-100,-85,-100,-74,-100,-100,-100,-100,-100,-100,-82,-83,-71,-67,-66,-100,-100,-74,-100,-100,-100,-63,-100,-100,-80,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-85,-88,-87,-89,-86,-87,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,91,2825177783920
-59,-54,-71,-71,-71,-82,-81,-76,-76,-54,-70,-71,-82,-76,-75,-76,-77,-78,-78,-75,-100,-100,-83,-83,-75,-78,-79,-83,-100,-100,-83,-86,-83,-100,-100,-100,-100,-100,-100,-54,-79,-100,-100,-100,-90,-71,-74,-72,-100,-85,-100,-78,-100,-100,-71,-71,-100,-100,-70,-64,-100,-71,-100,-100,-100,-100,-85,-100,-72,-100,-100,-100,-100,-100,-100,-81,-81,-71,-64,-64,-100,-100,-72,-100,-100,-100,-63,-100,-100,-74,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-75,-100,-100,-62,-63,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-83,-83,-85,-85,-89,-85,-87,-88,-88,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,91,2829843545793
-58,-57,-70,-70,-71,-82,-82,-76,-76,-57,-72,-70,-82,-76,-75,-76,-78,-78,-78,-75,-100,-100,-83,-83,-75,-78,-100,-83,-100,-100,-83,-86,-83,-100,-100,-79,-79,-100,-100,-57,-79,-100,-100,-100,-89,-72,-72,-72,-100,-85,-100,-80,-100,-100,-71,-71,-100,-100,-71,-64,-100,-71,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-80,-80,-71,-64,-63,-100,-100,-72,-100,-100,-100,-63,-100,-100,-74,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-75,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-82,-88,-86,-100,-87,-100,-81,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,91,2834433378917
-59,-56,-72,-72,-72,-80,-80,-73,-73,-56,-72,-72,-80,-73,-74,-74,-78,-79,-78,-72,-78,-78,-87,-88,-75,-79,-78,-89,-100,-100,-83,-85,-100,-100,-100,-79,-79,-100,-100,-56,-100,-100,-100,-100,-91,-72,-77,-80,-100,-100,-100,-82,-100,-78,-73,-72,-100,-100,-73,-60,-100,-71,-100,-100,-100,-100,-85,-100,-74,-100,-100,-100,-100,-100,-100,-82,-82,-72,-59,-60,-100,-100,-71,-100,-100,-100,-58,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-71,-100,-100,-61,-62,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-71,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-82,-85,-88,-85,-88,-85,-86,-86,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,91,2838977822665
-63,-59,-71,-71,-71,-81,-81,-73,-73,-59,-73,-71,-81,-73,-74,-74,-80,-80,-80,-71,-78,-78,-86,-87,-74,-80,-78,-76,-100,-100,-82,-89,-83,-100,-83,-100,-78,-100,-100,-59,-78,-92,-100,-100,-92,-73,-81,-80,-100,-100,-100,-81,-100,-80,-68,-69,-100,-100,-69,-63,-100,-71,-100,-100,-100,-100,-86,-100,-74,-100,-90,-100,-100,-100,-100,-82,-81,-72,-63,-63,-100,-100,-71,-100,-100,-100,-63,-100,-100,-71,-100,-63,-87,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-71,-100,-100,-61,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-85,-88,-85,-88,-85,-86,-86,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,91,2843666066257
-55,-57,-71,-71,-71,-86,-86,-80,-80,-57,-68,-71,-88,-81,-82,-82,-100,-86,-87,-70,-88,-87,-100,-100,-82,-85,-87,-90,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-81,-68,-78,-73,-100,-100,-100,-100,-100,-78,-72,-73,-100,-100,-72,-56,-100,-69,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-68,-56,-55,-100,-100,-70,-100,-100,-100,-61,-100,-100,-78,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-58,-58,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-77,-81,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-81,-100,-100,-77,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-75,-84,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,69,2902368149464
-55,-56,-71,-71,-71,-86,-88,-80,-79,-56,-68,-71,-89,-81,-83,-83,-88,-87,-87,-79,-88,-88,-100,-100,-82,-85,-88,-90,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-77,-68,-78,-82,-100,-100,-100,-100,-100,-78,-71,-72,-100,-100,-72,-56,-100,-69,-100,-100,-100,-100,-84,-100,-69,-100,-100,-100,-100,-100,-100,-100,-89,-68,-56,-56,-100,-100,-70,-100,-100,-100,-61,-100,-100,-79,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-78,-100,-100,-59,-58,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-78,-81,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-81,-100,-100,-78,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-84,-85,-85,-85,-83,-100,-83,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,69,2906791736337
-57,-55,-72,-72,-73,-88,-87,-80,-80,-56,-68,-72,-87,-80,-82,-83,-82,-82,-82,-79,-88,-88,-100,-100,-83,-82,-88,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-56,-85,-100,-100,-100,-87,-68,-78,-82,-100,-100,-100,-100,-100,-78,-69,-69,-100,-100,-69,-60,-100,-69,-100,-100,-100,-100,-84,-100,-69,-100,-100,-100,-100,-100,-100,-100,-89,-68,-60,-60,-100,-100,-100,-100,-100,-100,-60,-100,-100,-79,-100,-60,-86,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-75,-100,-100,-61,-60,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-75,-78,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-100,-100,-75,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-76,-79,-100,-85,-100,-100,-84,-85,-86,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,69,2911403288314
-54,-58,-71,-71,-71,-86,-87,-80,-80,-58,-69,-71,-86,-80,-84,-83,-85,-85,-85,-79,-100,-100,-100,-100,-83,-84,-100,-87,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-58,-86,-100,-100,-100,-88,-69,-79,-81,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-68,-54,-100,-69,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-69,-53,-53,-100,-100,-100,-100,-100,-100,-61,-100,-100,-78,-100,-61,-86,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-79,-100,-100,-58,-58,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-100,-100,-80,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-76,-84,-85,-100,-85,-85,-85,-86,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,69,2915949958156
-56,-56,-72,-71,-72,-84,-84,-75,-75,-56,-68,-72,-84,-75,-81,-80,-79,-79,-85,-74,-79,-79,-100,-100,-83,-79,-79,-87,-100,-100,-85,-85,-100,-100,-87,-82,-81,-100,-100,-56,-81,-100,-100,-100,-87,-68,-79,-81,-100,-100,-100,-83,-100,-78,-68,-68,-100,-100,-68,-61,-100,-69,-100,-100,-100,-100,-84,-100,-69,-100,-100,-100,-100,-100,-100,-83,-83,-68,-61,-60,-100,-100,-100,-100,-100,-100,-60,-100,-94,-78,-100,-60,-87,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-75,-100,-100,-60,-59,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-76,-79,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-76,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-84,-85,-100,-85,-85,-86,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,69,2920104831124
-58,-56,-72,-72,-72,-84,-84,-75,-75,-56,-68,-72,-85,-76,-81,-80,-79,-78,-79,-74,-79,-79,-100,-100,-100,-79,-79,-90,-100,-100,-85,-85,-85,-89,-87,-82,-81,-100,-100,-56,-81,-100,-100,-100,-86,-69,-79,-82,-100,-100,-100,-83,-100,-80,-68,-68,-100,-100,-69,-55,-100,-68,-100,-100,-100,-100,-81,-100,-68,-100,-100,-100,-100,-100,-100,-82,-83,-68,-55,-55,-100,-100,-68,-100,-100,-100,-61,-100,-92,-80,-100,-61,-87,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-75,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-74,-79,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-83,-100,-100,-75,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-76,-87,-100,-84,-100,-100,-84,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,69,2924776344195
-56,-55,-73,-73,-73,-82,-83,-77,-77,-55,-74,-73,-82,-77,-79,-78,-80,-81,-81,-77,-80,-81,-100,-100,-77,-80,-81,-100,-100,-100,-85,-85,-83,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-74,-80,-77,-100,-100,-100,-82,-100,-80,-70,-71,-100,-100,-71,-59,-100,-75,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-82,-82,-74,-59,-59,-100,-100,-75,-100,-100,-100,-58,-100,-91,-80,-90,-58,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-73,-100,-100,-60,-61,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-72,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-81,-86,-87,-87,-86,-86,-87,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,47,2976005653967
-55,-61,-74,-74,-72,-84,-83,-76,-76,-61,-73,-74,-84,-76,-78,-78,-81,-80,-81,-77,-81,-81,-100,-100,-78,-80,-80,-100,-100,-100,-85,-84,-83,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-91,-73,-82,-78,-100,-100,-100,-83,-100,-81,-70,-71,-100,-100,-71,-58,-100,-75,-100,-100,-100,-100,-82,-100,-76,-100,-100,-100,-100,-100,-100,-83,-83,-74,-58,-58,-100,-100,-75,-100,-100,-100,-58,-100,-91,-82,-92,-58,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-73,-100,-100,-61,-55,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-73,-78,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-100,-73,-100,-100,-100,-100,-100,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-81,-85,-85,-87,-85,-86,-87,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,47,2980531227663
-56,-62,-74,-73,-74,-83,-83,-76,-77,-62,-76,-73,-84,-77,-78,-79,-80,-80,-80,-75,-80,-80,-100,-100,-78,-80,-80,-100,-100,-100,-83,-84,-84,-100,-85,-80,-100,-100,-100,-61,-100,-100,-100,-100,-89,-76,-80,-77,-100,-100,-100,-83,-100,-80,-70,-70,-100,-100,-71,-58,-100,-75,-100,-100,-100,-100,-79,-100,-76,-100,-100,-100,-100,-100,-100,-82,-82,-76,-59,-59,-100,-100,-75,-100,-100,-100,-58,-100,-91,-80,-90,-58,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-74,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-74,-80,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-100,-73,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-81,-85,-86,-100,-86,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,47,2985263114953
-56,-61,-74,-74,-75,-83,-84,-76,-77,-61,-74,-75,-84,-77,-100,-79,-80,-80,-81,-76,-80,-80,-100,-100,-100,-80,-80,-100,-100,-100,-85,-84,-84,-100,-85,-80,-100,-100,-100,-61,-100,-100,-100,-100,-91,-74,-80,-77,-100,-100,-100,-83,-100,-80,-70,-70,-100,-100,-71,-59,-100,-100,-100,-100,-100,-100,-79,-100,-75,-100,-100,-100,-100,-100,-100,-82,-82,-74,-58,-58,-100,-100,-75,-100,-100,-100,-58,-100,-94,-79,-90,-58,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-74,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-74,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-83,-84,-100,-85,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,47,2989915280784
