b0:be:76:f8:30:5e,44:48:c1:a5:82:30,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,00:4e:35:df:06:51,00:4e:35:df:06:50,ea:9e:b4:53:24:54,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:25:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:f0,80:8d:b7:55:39:d0,00:4e:35:df:06:52,80:8d:b7:55:35:10,38:17:c3:19:d7:70,44:48:c1:a5:82:21,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,38:17:c3:19:71:90,44:48:c1:a5:82:22,80:8d:b7:55:35:12,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,ac:e2:d3:c4:08:e6,b4:5d:50:e1:92:23,38:17:c3:1f:0e:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:39:c2,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,38:17:c3:19:45:b1,20:a6:cd:50:24:b1,b4:5d:50:e1:92:33,b4:5d:50:e1:92:22,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,38:17:c3:1e:ff:10,44:48:c1:a5:82:20,20:a6:cd:50:24:b0,b4:5d:50:e1:92:21,b8:27:eb:9f:6b:77,80:8d:b7:55:35:01,80:8d:b7:55:35:03,80:8d:b7:55:35:02,38:17:c3:19:d7:62,38:17:c3:19:d7:61,60:32:b1:3e:1a:b7,38:17:c3:1f:01:81,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:1e:ff:01,38:17:c3:19:55:51,38:17:c3:19:55:52,20:a6:cd:42:0b:e3,80:8d:b7:55:35:00,38:17:c3:19:d7:60,38:17:c3:19:45:b0,38:17:c3:19:45:a0,38:17:c3:19:55:50,66:2a:2f:53:7c:99,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:39:c1,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:1f:01:82,68:ff:7b:e4:af:38,20:a6:cd:50:24:b2,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,80:8d:b7:55:39:c0,80:8d:b7:55:3a:40,38:17:c3:1f:01:80,b4:5d:50:e1:92:31,00:4e:35:df:06:42,b4:5d:50:e1:96:43,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,00:4e:35:df:06:41,b4:5d:50:e1:92:20,38:17:c3:1f:09:83,72:32:b1:3e:1a:b7,20:a6:cd:50:24:a0,68:ff:7b:e4:af:39,38:17:c3:19:55:42,38:17:c3:19:55:41,b4:5d:50:e1:92:32,38:17:c3:19:55:40,00:4e:35:df:06:40,00:4e:35:de:e1:12,38:17:c3:1f:22:30,00:4e:35:de:e1:10,00:4e:35:de:e1:00,00:4e:35:de:e1:11,38:17:c3:1e:ff:00,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:de:e1:01,00:4e:35:de:e1:02,38:17:c3:1f:09:93,38:17:c3:1f:09:92,38:17:c3:1f:09:91,38:17:c3:1f:09:90,b4:5d:50:e1:92:30,a8:bd:27:4c:bd:30,20:a6:cd:42:0b:f0,b4:5d:50:e1:96:50,b4:5d:50:e1:96:53,20:a6:cd:42:0b:f3,44:48:c1:91:95:b3,44:48:c1:91:95:b2,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:08:50,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,3e:33:00:4a:90:c1,00:4e:35:de:d7:52,00:4e:35:df:0e:12,00:4e:35:de:d7:51,00:4e:35:de:d7:53,00:4e:35:de:d7:50,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:d7:42,00:4e:35:de:d7:43,00:4e:35:de:d7:40,38:17:c3:19:71:80,a8:bd:27:4c:bd:20,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:1f:22:22,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,38:17:c3:19:36:31,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:02,38:17:c3:1e:fc:a1,38:17:c3:19:71:81,38:17:c3:1e:fc:a0,38:17:c3:19:71:82,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,00:4e:35:df:27:01,38:17:c3:24:58:a0,00:4e:35:df:27:00,38:17:c3:24:4f:01,00:4e:35:df:27:02,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,38:17:c3:1b:08:a1,00:4e:35:de:d7:41,00:4e:35:df:27:12,9c:d6:43:60:92:e0,x,y,timestamp
-66,-57,-77,-77,-77,-55,-55,-75,-75,-68,-57,-57,-69,-69,-78,-82,-83,-78,-55,-75,-69,-83,-63,-68,-68,-68,-100,-100,-64,-69,-100,-100,-84,-81,-70,-80,-80,-100,-100,-64,-100,-100,-100,-100,-100,-88,-81,-84,-73,-100,-89,-65,-87,-83,-35,-73,-73,-74,-100,-89,-82,-100,-100,-100,-100,-82,-82,-100,-74,-100,-100,-100,-83,-87,-70,-70,-63,-74,-74,-100,-100,-87,-83,-86,-63,-74,-100,-100,-77,-100,-100,-100,-77,-83,-100,-100,-100,-100,-83,-83,-100,-83,-78,-83,-100,-83,-84,-83,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-86,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,411,1919223733954
-69,-58,-78,-78,-78,-54,-55,-76,-76,-69,-57,-57,-69,-69,-78,-83,-83,-78,-55,-75,-69,-83,-63,-68,-68,-69,-100,-100,-63,-69,-100,-100,-100,-81,-69,-72,-72,-85,-86,-65,-100,-100,-100,-100,-100,-87,-83,-82,-73,-86,-89,-63,-87,-82,-34,-73,-79,-74,-100,-89,-82,-100,-100,-100,-100,-82,-84,-100,-74,-100,-100,-100,-83,-91,-70,-70,-65,-73,-73,-100,-100,-87,-85,-86,-63,-73,-100,-82,-77,-100,-100,-100,-77,-82,-100,-83,-100,-88,-83,-83,-83,-83,-78,-82,-100,-82,-84,-83,-100,-100,-100,-100,-100,-83,-81,-100,-100,-100,-100,-82,-91,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-84,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,411,1922809753484
-76,-56,-78,-77,-78,-55,-55,-75,-76,-69,-56,-56,-69,-69,-78,-82,-83,-78,-55,-75,-69,-83,-62,-68,-68,-68,-100,-100,-62,-68,-100,-100,-100,-81,-70,-72,-72,-85,-86,-63,-100,-100,-100,-100,-100,-87,-81,-82,-73,-85,-89,-63,-87,-82,-34,-74,-74,-74,-87,-100,-82,-100,-100,-100,-100,-100,-84,-100,-74,-100,-100,-100,-100,-89,-69,-69,-64,-73,-73,-100,-100,-87,-82,-100,-63,-73,-100,-81,-76,-100,-100,-100,-77,-82,-100,-82,-100,-88,-100,-100,-83,-100,-77,-81,-100,-81,-78,-82,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,411,1926386794316
-76,-56,-78,-78,-78,-55,-55,-75,-74,-68,-56,-56,-69,-69,-100,-83,-82,-78,-55,-75,-69,-83,-64,-68,-68,-68,-100,-100,-64,-68,-100,-100,-100,-80,-70,-73,-73,-85,-85,-63,-100,-100,-100,-100,-100,-86,-81,-100,-73,-85,-89,-64,-88,-100,-35,-74,-75,-74,-87,-100,-82,-100,-100,-100,-100,-100,-84,-100,-74,-100,-100,-100,-100,-82,-69,-69,-63,-73,-73,-100,-88,-87,-84,-100,-63,-73,-100,-81,-77,-100,-100,-100,-77,-82,-100,-82,-100,-100,-100,-100,-81,-100,-77,-82,-100,-82,-78,-82,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-83,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,411,1929992606710
-64,-56,-78,-78,-78,-60,-60,-75,-75,-68,-56,-56,-63,-63,-82,-84,-84,-78,-60,-75,-63,-100,-56,-68,-68,-69,-80,-100,-56,-63,-79,-79,-100,-85,-70,-100,-100,-87,-88,-55,-100,-100,-100,-100,-100,-90,-83,-86,-78,-87,-90,-56,-88,-88,-40,-77,-71,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-86,-70,-70,-55,-100,-66,-100,-100,-91,-86,-100,-54,-100,-100,-82,-76,-100,-100,-100,-76,-86,-100,-100,-100,-83,-83,-83,-83,-83,-77,-83,-100,-83,-86,-85,-100,-100,-100,-100,-100,-86,-74,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-83,-100,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,391,1989700127729
-67,-56,-78,-77,-78,-60,-60,-75,-75,-68,-56,-56,-62,-62,-82,-85,-85,-78,-60,-75,-62,-84,-56,-68,-69,-69,-79,-100,-55,-62,-79,-78,-100,-85,-70,-100,-100,-87,-88,-55,-100,-100,-100,-100,-100,-90,-83,-86,-78,-87,-90,-56,-88,-88,-40,-76,-71,-76,-100,-84,-86,-100,-100,-100,-100,-81,-100,-100,-76,-100,-100,-100,-82,-89,-70,-70,-55,-71,-70,-100,-100,-91,-85,-100,-55,-71,-100,-84,-76,-100,-100,-100,-77,-86,-100,-100,-100,-82,-83,-83,-83,-83,-77,-82,-100,-82,-88,-82,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-83,-90,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-84,-100,-86,-85,-84,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,391,1994382325071
-68,-56,-77,-77,-77,-60,-60,-72,-70,-73,-56,-56,-63,-63,-82,-85,-84,-78,-60,-72,-63,-85,-55,-68,-68,-68,-80,-100,-56,-63,-80,-79,-100,-100,-71,-78,-78,-100,-100,-55,-100,-100,-100,-100,-100,-90,-83,-100,-78,-100,-100,-55,-100,-100,-40,-76,-75,-76,-85,-84,-87,-100,-100,-100,-100,-80,-81,-100,-76,-100,-100,-100,-81,-90,-71,-71,-55,-71,-71,-100,-100,-100,-85,-100,-55,-71,-100,-83,-76,-100,-100,-100,-77,-100,-100,-100,-100,-84,-100,-100,-83,-100,-76,-84,-100,-84,-88,-85,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-83,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-84,-100,-86,-85,-84,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,391,1999120829861
-69,-57,-78,-78,-78,-60,-60,-72,-70,-71,-57,-57,-62,-62,-83,-84,-84,-78,-61,-72,-63,-85,-55,-68,-68,-68,-80,-100,-55,-63,-79,-80,-88,-83,-71,-79,-78,-87,-87,-54,-100,-100,-100,-100,-100,-90,-84,-100,-78,-87,-100,-55,-89,-100,-41,-78,-75,-76,-84,-84,-87,-100,-100,-100,-100,-80,-81,-100,-76,-100,-100,-100,-81,-87,-71,-70,-54,-100,-71,-100,-100,-89,-86,-100,-54,-100,-100,-83,-76,-100,-100,-100,-76,-100,-100,-100,-100,-82,-100,-100,-83,-100,-76,-82,-100,-82,-87,-83,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,391,2003726796838
-67,-57,-78,-76,-78,-60,-60,-73,-73,-69,-57,-57,-62,-62,-80,-84,-84,-78,-60,-73,-62,-85,-55,-68,-68,-68,-79,-100,-55,-62,-79,-78,-88,-77,-71,-79,-79,-87,-87,-55,-100,-100,-100,-100,-100,-90,-84,-100,-79,-87,-100,-55,-89,-100,-38,-76,-71,-76,-84,-100,-85,-100,-100,-100,-100,-81,-80,-100,-75,-100,-100,-100,-81,-91,-71,-70,-54,-100,-71,-100,-100,-89,-91,-86,-55,-71,-100,-83,-77,-100,-100,-100,-77,-100,-100,-100,-100,-83,-83,-83,-83,-83,-76,-83,-100,-84,-87,-83,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-84,-89,-100,-100,-100,-100,-100,-100,-88,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,391,2008509493347
-67,-57,-76,-77,-78,-61,-61,-73,-73,-67,-57,-57,-63,-63,-81,-86,-84,-77,-61,-74,-63,-85,-55,-68,-68,-68,-78,-90,-55,-63,-80,-80,-100,-79,-70,-79,-78,-87,-88,-54,-100,-100,-100,-100,-100,-89,-84,-100,-79,-87,-100,-55,-90,-100,-37,-77,-72,-75,-100,-85,-85,-100,-100,-100,-100,-81,-80,-100,-75,-100,-100,-100,-81,-90,-70,-70,-54,-71,-71,-100,-100,-90,-87,-88,-55,-71,-100,-84,-75,-100,-100,-100,-75,-100,-100,-100,-100,-86,-83,-83,-100,-83,-76,-81,-100,-82,-87,-81,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-88,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,391,2013226072668
-74,-56,-77,-78,-77,-67,-66,-76,-100,-71,-56,-56,-68,-68,-78,-83,-83,-77,-67,-75,-68,-84,-55,-69,-69,-69,-100,-100,-55,-68,-100,-100,-100,-83,-70,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-87,-83,-100,-100,-90,-55,-88,-83,-40,-75,-78,-75,-82,-81,-100,-100,-100,-100,-100,-83,-83,-100,-75,-81,-100,-100,-100,-86,-70,-70,-58,-64,-64,-100,-87,-89,-85,-100,-58,-65,-100,-87,-75,-100,-100,-100,-75,-83,-100,-83,-100,-79,-83,-83,-86,-82,-75,-77,-100,-77,-78,-77,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-84,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,372,2057928923276
-72,-56,-77,-76,-76,-67,-67,-75,-75,-71,-56,-56,-68,-68,-77,-83,-83,-76,-67,-75,-68,-84,-56,-69,-69,-69,-100,-100,-56,-68,-78,-78,-100,-83,-70,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-88,-87,-83,-100,-100,-93,-56,-88,-83,-37,-76,-78,-75,-82,-82,-100,-100,-100,-100,-100,-83,-82,-100,-76,-82,-100,-100,-100,-90,-70,-70,-58,-65,-66,-100,-85,-89,-85,-100,-58,-66,-100,-87,-77,-100,-100,-100,-75,-83,-100,-84,-100,-81,-83,-79,-87,-80,-77,-76,-100,-77,-78,-76,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-89,-89,-89,-100,-100,-100,-100,-100,-100,-85,-100,-87,-84,-100,-100,-100,-100,-100,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,372,2062548575253
-52,-57,-77,-78,-78,-67,-67,-74,-75,-71,-56,-57,-67,-67,-77,-84,-84,-78,-67,-73,-67,-84,-55,-71,-71,-71,-77,-90,-55,-67,-77,-78,-100,-87,-69,-76,-100,-87,-86,-59,-100,-100,-100,-100,-100,-89,-89,-100,-100,-86,-93,-55,-89,-100,-42,-76,-76,-75,-82,-82,-100,-100,-100,-100,-100,-100,-82,-100,-76,-82,-100,-100,-100,-90,-70,-70,-58,-64,-64,-100,-86,-89,-83,-100,-58,-64,-100,-88,-77,-100,-100,-100,-75,-100,-100,-84,-100,-61,-100,-79,-88,-80,-77,-77,-100,-78,-100,-78,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-89,-89,-89,-100,-100,-100,-100,-100,-100,-84,-100,-87,-84,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,372,2067224066606
-74,-57,-79,-78,-78,-66,-66,-73,-73,-71,-56,-56,-69,-68,-79,-84,-83,-79,-66,-73,-69,-83,-55,-69,-69,-69,-79,-90,-55,-69,-78,-80,-100,-88,-70,-76,-75,-87,-86,-59,-100,-100,-100,-100,-100,-87,-88,-100,-76,-86,-100,-55,-87,-100,-38,-74,-76,-74,-81,-100,-84,-100,-100,-100,-100,-82,-83,-100,-75,-81,-100,-100,-82,-83,-70,-70,-59,-66,-66,-100,-86,-86,-83,-100,-59,-66,-100,-88,-100,-100,-100,-100,-100,-100,-100,-84,-100,-61,-80,-80,-88,-80,-71,-77,-100,-77,-80,-78,-100,-100,-87,-100,-100,-79,-79,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-88,-88,-89,-100,-100,-100,-100,-100,-100,-85,-100,-85,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,372,2071984042802
-71,-56,-78,-78,-78,-66,-66,-71,-71,-71,-56,-56,-68,-68,-78,-83,-83,-79,-66,-71,-68,-83,-56,-70,-70,-70,-79,-100,-56,-68,-78,-78,-100,-85,-72,-76,-75,-100,-100,-59,-100,-100,-100,-100,-100,-87,-88,-100,-76,-86,-100,-55,-87,-100,-43,-74,-79,-74,-82,-82,-84,-100,-100,-100,-100,-82,-83,-100,-75,-81,-100,-100,-82,-89,-70,-70,-59,-64,-64,-100,-100,-86,-80,-88,-59,-66,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-80,-80,-88,-81,-71,-77,-87,-77,-79,-77,-100,-85,-87,-100,-100,-79,-79,-100,-100,-100,-100,-90,-88,-100,-100,-100,-100,-100,-100,-88,-88,-89,-100,-100,-100,-100,-100,-100,-87,-100,-85,-87,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,372,2076751444935
-70,-57,-79,-79,-79,-66,-66,-71,-71,-70,-56,-56,-67,-67,-78,-83,-83,-79,-66,-71,-67,-83,-56,-69,-69,-69,-79,-100,-56,-68,-78,-78,-100,-86,-72,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-56,-87,-100,-44,-75,-80,-75,-82,-82,-83,-100,-100,-100,-100,-84,-84,-100,-75,-82,-100,-100,-84,-89,-72,-100,-59,-65,-65,-100,-100,-87,-83,-88,-59,-65,-100,-88,-100,-100,-100,-100,-76,-100,-100,-100,-100,-82,-79,-78,-88,-80,-76,-77,-87,-77,-78,-78,-100,-85,-100,-100,-100,-79,-79,-100,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-90,-90,-89,-100,-100,-100,-100,-100,-100,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,372,2081505980350
-66,-63,-77,-77,-77,-66,-65,-73,-100,-67,-63,-63,-69,-100,-100,-82,-81,-77,-65,-72,-69,-81,-66,-64,-64,-64,-100,-100,-100,-69,-100,-100,-88,-83,-76,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-66,-100,-100,-40,-100,-74,-100,-100,-100,-84,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-82,-77,-77,-100,-100,-100,-100,-100,-100,-83,-100,-64,-100,-100,-79,-74,-100,-100,-89,-74,-100,-100,-100,-100,-100,-100,-100,-79,-100,-74,-76,-88,-77,-100,-77,-100,-85,-86,-86,-100,-78,-78,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,353,2124903476636
-67,-63,-76,-77,-76,-68,-68,-72,-72,-70,-63,-63,-69,-68,-100,-82,-81,-77,-68,-72,-69,-81,-65,-64,-64,-64,-100,-100,-65,-69,-100,-100,-87,-83,-76,-100,-100,-100,-100,-61,-100,-89,-100,-100,-100,-100,-80,-100,-100,-100,-90,-65,-100,-100,-39,-100,-71,-80,-100,-100,-85,-100,-100,-100,-100,-100,-84,-100,-80,-100,-100,-100,-100,-84,-75,-76,-61,-66,-66,-100,-100,-100,-81,-89,-60,-66,-100,-80,-75,-100,-100,-89,-76,-100,-100,-100,-100,-100,-100,-100,-80,-100,-76,-75,-88,-75,-100,-75,-100,-85,-86,-86,-100,-82,-78,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-79,-100,-79,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,353,2130213363144
-67,-63,-77,-77,-77,-69,-69,-72,-72,-69,-63,-63,-69,-68,-74,-81,-82,-77,-69,-72,-69,-83,-66,-64,-64,-64,-78,-100,-67,-69,-100,-100,-88,-78,-77,-100,-100,-100,-100,-61,-100,-89,-100,-100,-100,-100,-80,-100,-100,-100,-90,-67,-94,-100,-39,-100,-71,-80,-100,-100,-86,-100,-100,-100,-100,-100,-84,-100,-80,-85,-100,-100,-100,-78,-77,-77,-61,-66,-66,-100,-86,-100,-81,-89,-61,-65,-100,-80,-75,-100,-100,-100,-75,-82,-100,-85,-100,-100,-100,-100,-80,-100,-76,-76,-85,-76,-100,-76,-100,-85,-85,-100,-100,-82,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-78,-100,-78,-78,-78,-100,-100,-100,-100,-89,-87,-88,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,353,2135665612257
