b0:be:76:f8:30:5e,44:48:c1:a5:82:30,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,00:4e:35:df:06:51,00:4e:35:df:06:50,ea:9e:b4:53:24:54,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:25:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:f0,80:8d:b7:55:39:d0,00:4e:35:df:06:52,80:8d:b7:55:35:10,38:17:c3:19:d7:70,44:48:c1:a5:82:21,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,38:17:c3:19:71:90,44:48:c1:a5:82:22,80:8d:b7:55:35:12,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,ac:e2:d3:c4:08:e6,b4:5d:50:e1:92:23,38:17:c3:1f:0e:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:39:c2,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,38:17:c3:19:45:b1,20:a6:cd:50:24:b1,b4:5d:50:e1:92:33,b4:5d:50:e1:92:22,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,38:17:c3:1e:ff:10,44:48:c1:a5:82:20,20:a6:cd:50:24:b0,b4:5d:50:e1:92:21,b8:27:eb:9f:6b:77,80:8d:b7:55:35:01,80:8d:b7:55:35:03,80:8d:b7:55:35:02,38:17:c3:19:d7:62,38:17:c3:19:d7:61,60:32:b1:3e:1a:b7,38:17:c3:1f:01:81,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:1e:ff:01,38:17:c3:19:55:51,38:17:c3:19:55:52,20:a6:cd:42:0b:e3,80:8d:b7:55:35:00,38:17:c3:19:d7:60,38:17:c3:19:45:b0,38:17:c3:19:45:a0,38:17:c3:19:55:50,66:2a:2f:53:7c:99,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:39:c1,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:1f:01:82,68:ff:7b:e4:af:38,20:a6:cd:50:24:b2,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,80:8d:b7:55:39:c0,80:8d:b7:55:3a:40,38:17:c3:1f:01:80,b4:5d:50:e1:92:31,00:4e:35:df:06:42,b4:5d:50:e1:96:43,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,00:4e:35:df:06:41,b4:5d:50:e1:92:20,38:17:c3:1f:09:83,72:32:b1:3e:1a:b7,20:a6:cd:50:24:a0,68:ff:7b:e4:af:39,38:17:c3:19:55:42,38:17:c3:19:55:41,b4:5d:50:e1:92:32,38:17:c3:19:55:40,00:4e:35:df:06:40,00:4e:35:de:e1:12,38:17:c3:1f:22:30,00:4e:35:de:e1:10,00:4e:35:de:e1:00,00:4e:35:de:e1:11,38:17:c3:1e:ff:00,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:de:e1:01,00:4e:35:de:e1:02,38:17:c3:1f:09:93,38:17:c3:1f:09:92,38:17:c3:1f:09:91,38:17:c3:1f:09:90,b4:5d:50:e1:92:30,a8:bd:27:4c:bd:30,20:a6:cd:42:0b:f0,b4:5d:50:e1:96:50,b4:5d:50:e1:96:53,20:a6:cd:42:0b:f3,44:48:c1:91:95:b3,44:48:c1:91:95:b2,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:08:50,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,3e:33:00:4a:90:c1,00:4e:35:de:d7:52,00:4e:35:df:0e:12,00:4e:35:de:d7:51,00:4e:35:de:d7:53,00:4e:35:de:d7:50,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:d7:42,00:4e:35:de:d7:43,00:4e:35:de:d7:40,38:17:c3:19:71:80,a8:bd:27:4c:bd:20,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:1f:22:22,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,38:17:c3:19:36:31,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:02,38:17:c3:1e:fc:a1,38:17:c3:19:71:81,38:17:c3:1e:fc:a0,38:17:c3:19:71:82,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,00:4e:35:df:27:01,38:17:c3:24:58:a0,00:4e:35:df:27:00,38:17:c3:24:4f:01,00:4e:35:df:27:02,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,38:17:c3:1b:08:a1,00:4e:35:de:d7:41,00:4e:35:df:27:12,9c:d6:43:60:92:e0,x,y,timestamp
-51,-81,-71,-71,-70,-76,-76,-58,-57,-75,-81,-81,-78,-79,-80,-87,-88,-71,-77,-58,-79,-88,-86,-69,-69,-69,-82,-100,-85,-79,-82,-83,-100,-100,-100,-80,-80,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-39,-88,-87,-88,-89,-86,-100,-100,-100,-100,-100,-59,-59,-100,-100,-87,-100,-100,-59,-92,-100,-100,-82,-73,-74,-100,-90,-100,-100,-100,-80,-72,-100,-100,-57,-100,-100,-100,-57,-100,-100,-100,-100,-87,-69,-69,-100,-69,-57,-69,-100,-68,-74,-69,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-84,-83,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,27,3285453152547
-49,-82,-65,-65,-65,-76,-77,-58,-58,-79,-82,-82,-78,-79,-78,-89,-88,-65,-76,-58,-79,-88,-86,-67,-67,-67,-79,-100,-88,-78,-79,-80,-100,-100,-100,-80,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-89,-100,-100,-41,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-100,-100,-100,-100,-100,-61,-92,-100,-100,-81,-72,-72,-100,-100,-100,-100,-100,-81,-72,-100,-100,-58,-100,-100,-100,-58,-100,-100,-100,-100,-86,-68,-68,-100,-66,-58,-68,-100,-68,-74,-68,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-84,-83,-100,-76,-76,-100,-100,-100,-88,-81,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,27,3290054776243
-49,-84,-73,-73,-73,-77,-77,-61,-61,-100,-83,-83,-100,-84,-73,-86,-100,-74,-77,-60,-84,-88,-100,-72,-73,-72,-76,-100,-100,-84,-75,-75,-100,-93,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-38,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-68,-94,-87,-85,-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-72,-100,-100,-58,-70,-100,-74,-74,-71,-100,-100,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-81,-81,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,8,3342314916901
-56,-86,-76,-77,-75,-77,-77,-58,-58,-80,-86,-85,-82,-82,-73,-86,-86,-77,-77,-58,-81,-88,-100,-68,-68,-67,-73,-100,-100,-82,-73,-72,-100,-93,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-36,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-65,-90,-87,-85,-82,-77,-77,-100,-100,-100,-100,-100,-81,-77,-100,-100,-59,-100,-100,-100,-58,-100,-100,-100,-100,-100,-70,-70,-100,-70,-58,-70,-100,-70,-72,-70,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-81,-81,-100,-78,-78,-100,-86,-87,-87,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,8,3346703637055
-54,-84,-74,-75,-75,-77,-77,-60,-60,-78,-83,-84,-81,-80,-73,-88,-86,-75,-78,-60,-81,-87,-87,-67,-67,-67,-74,-100,-87,-82,-73,-73,-100,-100,-100,-83,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-38,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-77,-100,-100,-100,-66,-87,-100,-100,-82,-77,-77,-100,-100,-100,-100,-100,-81,-75,-100,-100,-57,-100,-100,-100,-57,-100,-100,-100,-100,-100,-70,-70,-100,-70,-57,-74,-100,-74,-73,-74,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-80,-79,-100,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,8,3351279324189
-50,-87,-74,-75,-74,-78,-78,-61,-61,-78,-87,-87,-81,-80,-75,-88,-86,-74,-78,-60,-80,-87,-87,-67,-67,-67,-74,-100,-87,-79,-77,-77,-100,-100,-90,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-39,-76,-88,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-77,-100,-100,-100,-66,-92,-90,-90,-100,-76,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-57,-100,-100,-100,-58,-100,-100,-100,-100,-84,-73,-73,-100,-73,-57,-69,-100,-69,-66,-69,-100,-100,-100,-100,-100,-73,-72,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-80,-79,-100,-86,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,8,3355873348458
-54,-84,-75,-75,-74,-77,-78,-60,-60,-81,-84,-83,-82,-82,-78,-100,-100,-75,-78,-60,-82,-100,-87,-72,-72,-72,-77,-100,-100,-82,-77,-77,-100,-100,-85,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-39,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-69,-68,-100,-100,-100,-100,-100,-68,-92,-86,-85,-82,-77,-77,-100,-100,-100,-100,-100,-100,-77,-100,-100,-56,-100,-100,-100,-56,-100,-100,-100,-100,-86,-68,-69,-100,-73,-56,-76,-100,-76,-72,-76,-100,-100,-100,-100,-100,-73,-72,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-81,-80,-100,-87,-79,-86,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,8,3360462684706
-52,-83,-77,-77,-77,-77,-77,-59,-59,-73,-83,-84,-83,-82,-74,-100,-100,-77,-77,-59,-82,-90,-87,-68,-68,-68,-74,-100,-87,-82,-75,-74,-100,-100,-85,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-36,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-65,-93,-86,-85,-82,-77,-77,-100,-100,-100,-100,-100,-100,-77,-100,-100,-58,-100,-100,-100,-57,-100,-100,-100,-100,-86,-68,-69,-100,-69,-57,-72,-100,-72,-72,-72,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-82,-100,-80,-80,-100,-87,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,8,3364997267777
-47,-87,-75,-74,-75,-80,-80,-61,-61,-78,-87,-87,-82,-82,-80,-100,-89,-75,-80,-61,-82,-87,-88,-69,-69,-69,-80,-100,-100,-82,-80,-80,-100,-92,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-35,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-83,-83,-84,-69,-69,-100,-100,-100,-100,-100,-100,-69,-100,-100,-64,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-73,-100,-73,-80,-73,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,-10,3403637332711
-46,-87,-75,-75,-75,-80,-80,-63,-63,-77,-87,-86,-82,-82,-75,-88,-87,-75,-80,-63,-83,-87,-87,-69,-69,-69,-80,-100,-87,-82,-80,-80,-100,-92,-83,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-87,-100,-100,-38,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-72,-92,-83,-83,-82,-69,-71,-100,-100,-100,-100,-100,-82,-72,-100,-100,-63,-100,-100,-100,-63,-100,-100,-100,-100,-100,-70,-70,-100,-70,-62,-76,-100,-73,-80,-76,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-67,-68,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-86,-100,-100,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,-10,3407999066667
-47,-86,-75,-75,-75,-80,-80,-61,-62,-83,-86,-87,-82,-83,-81,-88,-87,-75,-80,-62,-82,-87,-87,-66,-70,-70,-100,-100,-87,-82,-80,-80,-100,-92,-83,-83,-82,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-87,-100,-100,-38,-88,-87,-86,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-88,-100,-100,-100,-71,-92,-83,-84,-83,-71,-71,-100,-100,-100,-100,-100,-83,-71,-100,-100,-62,-100,-100,-100,-63,-100,-100,-100,-100,-89,-69,-70,-100,-70,-63,-76,-100,-100,-78,-76,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-86,-100,-100,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,-10,3412455140155
-47,-87,-74,-74,-75,-80,-80,-63,-62,-77,-86,-86,-81,-83,-79,-88,-87,-74,-80,-63,-82,-82,-100,-68,-68,-68,-100,-100,-84,-82,-80,-80,-100,-92,-84,-84,-85,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-38,-88,-86,-86,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-88,-100,-100,-100,-70,-92,-83,-84,-82,-70,-70,-100,-100,-100,-100,-100,-83,-70,-100,-100,-63,-100,-100,-100,-63,-100,-100,-100,-100,-89,-69,-100,-100,-70,-63,-74,-100,-75,-78,-75,-100,-100,-100,-100,-100,-81,-78,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-68,-67,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,-10,3417084291872
-48,-86,-75,-74,-75,-81,-80,-63,-63,-75,-86,-86,-83,-83,-80,-86,-87,-75,-80,-63,-82,-87,-100,-68,-68,-69,-83,-100,-84,-82,-83,-83,-100,-100,-84,-83,-84,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-36,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-72,-90,-83,-84,-82,-71,-71,-100,-100,-100,-100,-100,-83,-71,-100,-100,-64,-100,-100,-100,-64,-100,-100,-100,-100,-85,-100,-72,-100,-70,-64,-75,-100,-75,-80,-76,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,-10,3421692559266
-47,-86,-75,-75,-75,-80,-80,-62,-61,-78,-86,-86,-83,-82,-81,-87,-87,-75,-80,-61,-82,-87,-100,-69,-69,-69,-82,-100,-100,-82,-81,-81,-100,-100,-100,-83,-84,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-38,-89,-89,-87,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-86,-100,-100,-100,-71,-93,-83,-84,-82,-71,-71,-100,-100,-100,-100,-100,-83,-71,-100,-100,-64,-100,-100,-100,-64,-100,-100,-100,-100,-85,-100,-72,-100,-70,-64,-74,-100,-75,-79,-75,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,-10,3426174030775
-45,-85,-79,-79,-80,-86,-86,-64,-61,-77,-84,-84,-81,-81,-80,-100,-100,-80,-87,-64,-81,-100,-88,-72,-72,-72,-81,-100,-87,-81,-81,-77,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-38,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-65,-64,-100,-100,-100,-100,-100,-66,-100,-100,-100,-84,-80,-77,-100,-100,-100,-100,-100,-87,-80,-100,-100,-70,-100,-100,-100,-70,-100,-100,-100,-100,-90,-75,-82,-100,-76,-70,-78,-100,-79,-81,-77,-100,-100,-100,-100,-100,-83,-81,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-88,-100,-100,-68,-68,-100,-87,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,-29,3472151150549
-45,-87,-78,-79,-79,-84,-85,-65,-65,-79,-87,-85,-81,-81,-81,-100,-100,-79,-86,-65,-81,-100,-100,-73,-73,-73,-81,-100,-100,-82,-81,-77,-100,-100,-87,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-37,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-67,-100,-87,-87,-82,-80,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-70,-100,-100,-100,-70,-100,-100,-100,-100,-90,-75,-100,-100,-76,-70,-78,-100,-79,-86,-78,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,-29,3475753705808
-44,-87,-79,-79,-79,-89,-88,-64,-64,-79,-86,-87,-82,-81,-79,-100,-100,-79,-88,-64,-82,-100,-100,-71,-71,-71,-81,-100,-100,-81,-80,-81,-100,-100,-87,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-38,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-66,-100,-87,-87,-82,-100,-80,-100,-100,-100,-100,-100,-100,-80,-100,-100,-69,-100,-100,-100,-69,-100,-100,-100,-100,-93,-78,-79,-100,-78,-69,-78,-100,-79,-86,-78,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-66,-67,-100,-87,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,-29,3479383183515
-44,-88,-79,-79,-79,-88,-88,-64,-64,-78,-88,-89,-81,-81,-81,-100,-100,-79,-88,-64,-82,-100,-100,-71,-71,-72,-83,-100,-100,-81,-83,-81,-100,-100,-89,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-37,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-66,-100,-88,-88,-100,-100,-80,-100,-100,-100,-100,-100,-100,-80,-100,-100,-69,-100,-100,-100,-69,-100,-100,-100,-100,-90,-77,-77,-100,-77,-69,-80,-100,-81,-100,-79,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-66,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,-29,3483046588253
-43,-86,-79,-79,-79,-85,-86,-64,-64,-79,-86,-87,-82,-83,-81,-100,-100,-79,-86,-64,-82,-100,-100,-72,-72,-72,-83,-100,-100,-82,-83,-100,-100,-100,-89,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-35,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-71,-100,-88,-88,-86,-77,-78,-100,-100,-100,-100,-100,-100,-78,-100,-100,-69,-100,-100,-100,-69,-100,-100,-100,-100,-89,-80,-80,-100,-80,-69,-78,-100,-77,-85,-77,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-66,-66,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,-29,3486651302106
