38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:10,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:43,44:48:c1:91:d0:04,38:17:c3:1f:14:01,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,38:17:c3:24:47:51,38:17:c3:1f:09:93,38:17:c3:24:47:52,38:17:c3:1f:09:92,38:17:c3:1f:09:91,38:17:c3:1f:00:a1,20:a6:cd:42:0a:c3,38:17:c3:1f:14:02,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,38:17:c3:1f:00:a2,44:48:c1:91:d0:00,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,44:48:c1:91:d0:02,38:17:c3:1f:14:12,38:17:c3:1f:19:d1,38:17:c3:1f:14:11,38:17:c3:1f:19:d2,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:19:45:b1,38:17:c3:19:45:b2,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,44:48:c1:91:95:b3,a8:bd:27:4c:aa:92,44:48:c1:91:95:a1,a8:bd:27:4c:aa:83,44:48:c1:91:95:a0,44:48:c1:91:95:a3,a8:bd:27:4c:aa:82,38:17:c3:1f:09:83,a8:bd:27:4c:aa:81,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,20:a6:cd:42:0b:e3,44:48:c1:91:d0:11,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,38:17:c3:24:47:50,38:17:c3:1f:09:90,38:17:c3:1f:00:a0,20:a6:cd:42:0a:c2,38:17:c3:1f:14:00,44:48:c1:91:d0:01,b4:5d:50:e1:96:40,38:17:c3:1f:19:d0,44:48:c1:91:95:a2,44:48:c1:91:95:b2,38:17:c3:1f:14:10,a8:bd:27:4c:aa:90,38:17:c3:19:45:b0,9c:d6:43:60:92:e0,a8:bd:27:4c:aa:80,38:17:c3:19:d7:70,38:17:c3:1f:19:c0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:a0,38:17:c3:1a:cf:d0,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,38:17:c3:22:61:90,80:8d:b7:55:25:e3,38:17:c3:1f:19:f0,38:17:c3:22:5e:f0,20:a6:cd:42:13:f2,20:a6:cd:42:13:f1,20:a6:cd:42:13:f0,38:17:c3:19:36:30,38:17:c3:1f:09:80,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:62,38:17:c3:19:d7:60,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:61,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,38:17:c3:19:36:31,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,38:17:c3:19:36:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:10,b0:be:76:f8:30:5e,68:ff:7b:e4:af:39,38:17:c3:1e:ff:10,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:35:12,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:35:02,68:ff:7b:e4:af:38,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:39:d0,38:17:c3:19:71:90,38:17:c3:1e:ff:12,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:1e:ff:11,38:17:c3:19:36:22,80:8d:b7:55:39:c1,ea:9e:b4:53:24:54,80:8d:b7:55:39:c0,80:8d:b7:55:29:d0,80:8d:b7:55:39:c2,38:17:c3:1f:22:30,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:1e:ff:00,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:29:c0,20:a6:cd:50:24:a2,00:4e:35:df:06:52,20:a6:cd:50:24:b0,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:de:e1:12,00:4e:35:df:06:51,38:17:c3:1f:22:31,00:4e:35:df:06:50,20:a6:cd:50:24:b2,00:4e:35:df:06:41,00:4e:35:df:06:40,00:4e:35:df:06:42,20:a6:cd:50:24:b1,38:17:c3:1f:22:32,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:0e:02,80:8d:b7:55:4d:00,80:8d:b7:55:4d:01,38:17:c3:1f:0e:12,80:8d:b7:55:4d:02,x,y,timestamp
-61,-100,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-66,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-74,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-86,-100,-74,-100,-100,-74,-100,-72,-71,-73,-71,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-80,-80,-71,-66,-80,-78,-78,-78,-78,-71,-100,-90,-85,-84,-100,-85,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,288,608,1702154569297
-61,-100,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-66,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-71,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-86,-100,-73,-100,-100,-74,-100,-100,-100,-73,-100,-100,-91,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-79,-80,-72,-72,-80,-78,-78,-77,-77,-72,-100,-90,-85,-85,-100,-85,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,288,608,1706326939348
-61,-100,-62,-61,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-87,-100,-100,-88,-70,-100,-100,-100,-100,-83,-100,-83,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-72,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-83,-100,-71,-100,-100,-75,-100,-100,-100,-73,-100,-100,-91,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-79,-80,-72,-72,-79,-79,-79,-79,-79,-72,-100,-100,-85,-85,-100,-86,-86,-87,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,288,608,1710462596325
-63,-89,-65,-64,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-87,-100,-100,-88,-72,-100,-100,-100,-100,-83,-100,-82,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-55,-100,-100,-81,-92,-82,-100,-100,-71,-100,-100,-100,-100,-92,-72,-100,-100,-100,-100,-100,-100,-100,-83,-100,-74,-100,-82,-76,-100,-73,-72,-72,-72,-100,-91,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-80,-81,-71,-72,-80,-79,-78,-78,-78,-72,-100,-92,-86,-85,-100,-86,-85,-87,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,288,608,1714623997990
-62,-86,-62,-62,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-64,-100,-100,-100,-100,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-71,-100,-66,-67,-72,-67,-100,-90,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-75,-75,-76,-76,-75,-75,-75,-75,-76,-76,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,303,608,1751705963705
-62,-86,-62,-62,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-67,-100,-100,-100,-100,-81,-100,-80,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-81,-100,-72,-100,-100,-71,-100,-69,-70,-71,-68,-100,-93,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-76,-75,-75,-75,-76,-72,-72,-71,-72,-76,-100,-100,-83,-83,-100,-83,-84,-89,-87,-100,-90,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,303,608,1755804387870
-62,-87,-62,-62,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-67,-100,-100,-100,-100,-80,-100,-81,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-77,-100,-100,-81,-89,-80,-100,-100,-73,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-81,-100,-73,-100,-81,-71,-100,-70,-70,-69,-71,-100,-93,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-76,-76,-76,-69,-76,-72,-72,-72,-72,-100,-100,-100,-82,-82,-100,-82,-83,-100,-89,-100,-88,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,303,608,1760071094900
-62,-87,-62,-62,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-67,-100,-100,-100,-100,-81,-100,-81,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-88,-100,-100,-81,-89,-80,-100,-100,-74,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-80,-100,-73,-100,-81,-100,-100,-70,-70,-72,-70,-100,-90,-100,-100,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-76,-76,-75,-72,-72,-72,-72,-76,-100,-94,-84,-84,-100,-83,-84,-100,-89,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,303,608,1764305750367
-62,-88,-62,-62,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-87,-100,-87,-86,-67,-100,-100,-100,-100,-81,-100,-81,-100,-100,-100,-72,-73,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-89,-67,-100,-100,-100,-100,-100,-100,-100,-80,-100,-73,-100,-100,-72,-100,-70,-70,-69,-70,-100,-92,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-76,-76,-75,-76,-76,-72,-72,-72,-72,-76,-100,-94,-82,-83,-100,-84,-83,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,303,608,1768644092188
-62,-88,-62,-62,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-87,-100,-87,-86,-67,-100,-100,-100,-100,-81,-100,-80,-100,-100,-100,-72,-73,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-89,-67,-100,-100,-100,-100,-100,-100,-100,-81,-100,-73,-100,-100,-72,-100,-69,-70,-69,-65,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-76,-76,-75,-76,-76,-72,-72,-72,-72,-100,-100,-100,-83,-84,-100,-83,-82,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,303,608,1772951100885
-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-86,-100,-100,-71,-100,-100,-100,-100,-83,-100,-84,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-85,-100,-74,-100,-100,-71,-100,-72,-72,-83,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-72,-100,-71,-71,-100,-76,-76,-76,-76,-71,-100,-100,-87,-88,-100,-87,-88,-100,-89,-100,-91,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,317,608,1808005689621
-62,-87,-63,-63,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-73,-87,-86,-100,-100,-73,-100,-100,-100,-100,-85,-100,-84,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-73,-85,-100,-100,-100,-100,-100,-100,-85,-100,-75,-100,-100,-72,-100,-73,-73,-85,-73,-100,-91,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-72,-71,-71,-72,-75,-75,-75,-75,-71,-100,-100,-87,-86,-100,-85,-86,-91,-91,-100,-91,-91,-93,-87,-85,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,317,608,1812123119359
-62,-87,-62,-62,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-73,-87,-86,-100,-100,-72,-100,-100,-100,-100,-84,-100,-84,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-73,-85,-100,-100,-100,-100,-100,-100,-83,-100,-76,-100,-100,-72,-100,-74,-73,-73,-73,-100,-73,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-71,-72,-72,-71,-71,-72,-76,-76,-76,-76,-71,-100,-100,-87,-87,-100,-87,-86,-91,-91,-100,-89,-91,-93,-100,-86,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,317,608,1816424771649
-62,-100,-62,-62,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-92,-100,-100,-100,-73,-100,-100,-100,-100,-84,-100,-85,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-84,-100,-76,-100,-100,-72,-100,-73,-73,-71,-73,-100,-92,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-72,-71,-71,-72,-76,-76,-76,-76,-71,-100,-91,-86,-86,-100,-86,-86,-90,-100,-100,-89,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,317,608,1820598519460
-62,-100,-63,-62,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-93,-100,-100,-100,-73,-100,-100,-100,-100,-84,-100,-83,-100,-100,-100,-78,-77,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-84,-100,-77,-100,-100,-72,-100,-73,-73,-72,-70,-100,-83,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-72,-64,-64,-71,-71,-65,-76,-75,-75,-75,-71,-100,-91,-86,-87,-100,-88,-86,-90,-90,-100,-89,-100,-94,-89,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,317,608,1824785449146
-63,-100,-63,-63,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-73,-93,-86,-100,-100,-72,-100,-100,-100,-100,-84,-100,-85,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-84,-100,-78,-100,-100,-72,-100,-72,-74,-81,-72,-100,-79,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-73,-72,-71,-71,-72,-76,-76,-76,-76,-71,-100,-88,-87,-88,-100,-86,-86,-90,-89,-100,-89,-100,-94,-89,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,317,608,1828989947426
-62,-100,-62,-62,-83,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-72,-100,-100,-100,-100,-83,-100,-83,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-83,-100,-70,-100,-100,-68,-100,-77,-77,-69,-76,-100,-95,-91,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-67,-100,-71,-67,-67,-71,-76,-76,-77,-76,-67,-100,-100,-84,-85,-100,-84,-85,-89,-86,-88,-87,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,332,608,1862460201111
-62,-100,-62,-62,-83,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-72,-100,-100,-100,-100,-83,-100,-83,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-83,-100,-71,-100,-100,-68,-100,-69,-72,-76,-70,-100,-95,-89,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-68,-71,-71,-67,-66,-71,-76,-77,-77,-77,-67,-100,-100,-85,-85,-100,-84,-84,-89,-87,-87,-87,-92,-100,-100,-86,-85,-100,-88,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,332,608,1866525435484
-62,-89,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-72,-100,-100,-100,-100,-83,-100,-83,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-83,-100,-71,-100,-100,-68,-100,-69,-72,-69,-77,-100,-92,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-68,-71,-71,-67,-67,-71,-77,-77,-77,-77,-67,-100,-86,-85,-85,-100,-84,-84,-100,-87,-87,-87,-92,-100,-88,-86,-86,-100,-88,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,332,608,1870805501524
