b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,44:48:c1:a5:82:32,80:8d:b7:55:35:13,44:48:c1:a5:82:31,80:8d:b7:55:35:11,80:8d:b7:55:35:12,ea:9e:b4:53:24:54,80:8d:b7:55:35:03,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:3a:50,80:8d:b7:55:39:d0,44:48:c1:a5:82:30,80:8d:b7:55:35:10,00:4e:35:df:06:42,38:17:c3:1f:0e:10,38:17:c3:19:d7:70,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,38:17:c3:19:d7:62,38:17:c3:1f:01:91,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:01:92,80:8d:b7:55:25:f0,38:17:c3:1f:01:90,20:a6:cd:50:24:b0,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:42,38:17:c3:19:d7:61,00:4e:35:df:06:40,60:32:b1:3e:1a:b8,00:4e:35:de:e1:12,80:8d:b7:55:35:02,00:4e:35:df:06:50,60:32:b1:3e:1a:b7,44:48:c1:a5:82:21,44:48:c1:a5:82:22,00:4e:35:df:06:41,38:17:c3:19:45:b1,38:17:c3:19:45:b2,00:4e:35:df:06:52,80:8d:b7:55:25:e3,38:17:c3:1f:01:81,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1f:22:31,b4:5d:50:e1:92:33,b4:5d:50:e1:92:23,38:17:c3:1e:ff:10,38:17:c3:1f:22:30,80:8d:b7:55:35:01,80:8d:b7:55:39:c1,38:17:c3:1f:22:32,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,44:48:c1:a5:82:20,38:17:c3:1f:09:90,b4:5d:50:e1:92:31,38:17:c3:1f:01:82,00:4e:35:df:06:51,80:8d:b7:55:39:c2,80:8d:b7:55:3a:41,72:32:b1:3e:1a:b7,00:4e:35:de:e1:11,38:17:c3:1f:09:93,38:17:c3:1f:09:91,38:17:c3:1f:01:80,38:17:c3:19:d7:60,66:2a:2f:53:7c:99,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,72:32:b1:3e:1a:b8,20:a6:cd:50:24:a1,68:ff:7b:e4:af:39,38:17:c3:19:45:b0,20:a6:cd:50:24:a0,80:8d:b7:55:25:e0,38:17:c3:19:45:a2,38:17:c3:19:45:a1,80:8d:b7:55:3a:40,38:17:c3:19:45:a0,00:4e:35:de:e1:10,68:ff:7b:e4:af:38,20:a6:cd:50:24:a2,b4:5d:50:e1:92:22,38:17:c3:19:55:40,38:17:c3:1e:ff:02,b4:5d:50:e1:96:53,38:17:c3:19:55:51,b4:5d:50:e1:96:52,38:17:c3:19:55:50,b4:5d:50:e1:92:21,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:1f:09:92,38:17:c3:19:71:90,44:48:c1:91:95:b2,38:17:c3:19:55:52,00:4e:35:de:e1:01,38:17:c3:1f:09:83,38:17:c3:19:55:41,44:48:c1:91:95:b3,20:a6:cd:42:0b:e3,00:4e:35:de:e1:02,38:17:c3:19:55:42,38:17:c3:1e:ff:00,38:17:c3:1e:ff:01,b4:5d:50:e1:92:20,00:4e:35:de:e1:00,38:17:c3:1f:22:22,00:4e:35:df:0e:12,a8:bd:27:4c:bd:31,44:48:c1:91:95:b0,38:17:c3:1f:08:50,38:17:c3:1f:08:52,38:17:c3:1f:08:51,44:48:c1:91:95:b1,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:d7:53,00:4e:35:de:d7:50,00:4e:35:de:d7:51,a8:bd:27:4c:bd:32,00:4e:35:de:d7:52,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:21,00:4e:35:de:d7:43,00:4e:35:df:0e:11,38:17:c3:1f:22:20,00:4e:35:df:0e:10,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:1f:22:21,00:4e:35:de:d7:40,00:4e:35:de:d7:41,00:4e:35:de:d7:42,38:17:c3:19:36:31,38:17:c3:19:36:32,38:17:c3:19:36:30,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:01,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a2,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:1b:08:b0,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:24:4f:01,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,38:17:c3:1b:08:a1,00:4e:35:df:27:12,x,y,timestamp
-52,-76,-77,-83,-84,-87,-85,-87,-85,-85,-82,-100,-100,-100,-84,-84,-77,-84,-87,-85,-60,-100,-84,-72,-73,-74,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-74,-100,-60,-100,-73,-100,-55,-100,-100,-87,-60,-100,-100,-55,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-85,-100,-100,-100,-100,-55,-83,-74,-100,-73,-100,-100,-100,-100,-100,-79,-79,-100,-100,-90,-100,-100,-80,-100,-100,-74,-100,-73,-100,-100,-100,-77,-100,-100,-64,-100,-63,-100,-100,-100,-100,-100,-100,-64,-78,-100,-76,-100,-100,-76,-77,-100,-100,-100,-77,-100,-80,-77,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-77,-100,-77,-76,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,156,3632586170748
-50,-72,-73,-81,-81,-87,-85,-87,-87,-88,-83,-100,-100,-100,-85,-84,-73,-82,-89,-87,-60,-100,-84,-100,-73,-73,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-74,-100,-60,-100,-74,-100,-54,-100,-100,-100,-60,-100,-100,-54,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-82,-74,-100,-73,-100,-100,-100,-100,-100,-81,-81,-100,-100,-80,-100,-100,-82,-100,-100,-74,-100,-73,-100,-100,-100,-73,-100,-100,-63,-100,-63,-100,-100,-100,-100,-100,-100,-63,-78,-100,-73,-100,-100,-78,-73,-100,-100,-100,-77,-100,-80,-76,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-75,-100,-76,-76,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,156,3636169410747
-53,-73,-72,-80,-80,-87,-84,-86,-83,-83,-86,-100,-100,-100,-100,-100,-73,-81,-87,-82,-63,-100,-100,-78,-78,-78,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-77,-100,-59,-100,-100,-100,-63,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-84,-100,-100,-100,-100,-59,-84,-77,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-69,-100,-100,-64,-100,-65,-100,-100,-100,-100,-100,-100,-65,-83,-100,-69,-100,-100,-82,-69,-100,-100,-100,-100,-100,-86,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-69,-100,-85,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,139,3681273308751
-47,-71,-71,-79,-79,-87,-84,-86,-84,-83,-86,-100,-100,-100,-100,-100,-70,-79,-87,-84,-64,-100,-100,-78,-78,-78,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-70,-100,-64,-100,-74,-100,-59,-100,-100,-100,-64,-100,-100,-59,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-84,-100,-100,-100,-100,-59,-82,-75,-100,-73,-100,-100,-100,-100,-93,-83,-84,-100,-100,-89,-100,-100,-100,-100,-100,-77,-100,-73,-100,-100,-100,-70,-100,-100,-67,-100,-67,-100,-100,-100,-100,-100,-100,-67,-83,-100,-70,-100,-100,-74,-70,-100,-100,-100,-100,-100,-86,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-73,-69,-100,-85,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,139,3685528997759
-49,-74,-74,-81,-81,-100,-83,-92,-83,-84,-82,-100,-100,-100,-100,-100,-74,-81,-89,-83,-63,-100,-100,-77,-77,-77,-100,-100,-100,-100,-100,-77,-100,-100,-85,-100,-100,-100,-77,-100,-63,-100,-71,-100,-58,-100,-100,-100,-63,-100,-100,-58,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-83,-100,-100,-100,-100,-58,-84,-77,-100,-71,-100,-100,-100,-100,-93,-82,-82,-100,-100,-89,-100,-100,-84,-100,-100,-77,-100,-72,-100,-100,-100,-70,-100,-100,-64,-100,-65,-100,-100,-100,-100,-100,-100,-65,-79,-100,-70,-100,-100,-79,-70,-100,-100,-100,-78,-100,-86,-73,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-73,-100,-73,-70,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,139,3689895790518
-53,-72,-73,-81,-81,-88,-84,-89,-85,-86,-81,-100,-100,-100,-100,-100,-72,-81,-88,-85,-64,-100,-100,-78,-77,-77,-100,-100,-100,-100,-100,-77,-100,-100,-85,-86,-87,-100,-74,-100,-64,-100,-72,-100,-58,-100,-100,-100,-64,-100,-100,-58,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-58,-83,-75,-100,-72,-100,-100,-100,-100,-80,-84,-84,-100,-100,-100,-100,-100,-84,-100,-100,-75,-100,-72,-100,-100,-100,-100,-100,-100,-64,-100,-64,-100,-100,-100,-100,-100,-100,-64,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-78,-100,-87,-72,-100,-100,-100,-100,-100,-69,-70,-100,-100,-100,-100,-100,-100,-72,-100,-72,-69,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,139,3694303830048
-50,-73,-73,-82,-81,-88,-84,-89,-85,-86,-81,-100,-100,-100,-100,-100,-73,-83,-89,-85,-61,-100,-100,-78,-77,-77,-100,-100,-100,-100,-100,-78,-100,-100,-86,-86,-87,-100,-74,-100,-62,-100,-74,-100,-59,-100,-100,-100,-59,-100,-100,-59,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-83,-74,-100,-74,-100,-100,-100,-100,-80,-77,-83,-100,-100,-100,-100,-100,-84,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-65,-100,-66,-100,-100,-100,-100,-100,-100,-65,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-88,-74,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-74,-100,-74,-69,-100,-88,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,139,3697924429578
-50,-72,-72,-81,-80,-89,-86,-89,-85,-85,-82,-100,-100,-100,-100,-100,-72,-81,-89,-85,-64,-100,-100,-76,-76,-76,-100,-100,-100,-100,-100,-77,-100,-100,-86,-100,-100,-100,-75,-100,-62,-100,-74,-100,-58,-100,-100,-100,-59,-100,-100,-58,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-85,-100,-100,-100,-100,-57,-84,-76,-100,-74,-100,-100,-100,-100,-81,-77,-83,-100,-100,-100,-100,-100,-84,-100,-100,-76,-100,-74,-100,-100,-100,-71,-100,-100,-66,-100,-66,-100,-100,-100,-100,-100,-100,-66,-78,-100,-100,-100,-100,-79,-71,-100,-100,-100,-80,-100,-89,-74,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-74,-100,-74,-69,-100,-86,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,139,3701458939784
-51,-70,-70,-81,-80,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-80,-90,-88,-70,-100,-100,-77,-78,-78,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-76,-100,-70,-100,-80,-100,-69,-100,-100,-100,-70,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-77,-100,-80,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-68,-100,-69,-100,-100,-100,-100,-100,-100,-68,-83,-100,-79,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-71,-100,-100,-100,-100,-100,-66,-67,-100,-100,-100,-100,-100,-100,-71,-100,-71,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,122,3766925356218
-49,-76,-76,-80,-80,-88,-85,-88,-86,-100,-100,-100,-100,-100,-100,-100,-76,-81,-89,-86,-70,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-75,-100,-70,-100,-78,-100,-70,-100,-100,-100,-70,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-77,-100,-78,-100,-100,-100,-100,-100,-85,-87,-100,-100,-100,-100,-100,-88,-100,-100,-75,-100,-78,-100,-100,-100,-77,-100,-100,-73,-100,-74,-100,-100,-100,-100,-100,-100,-74,-83,-100,-79,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-71,-100,-100,-100,-100,-100,-66,-68,-100,-100,-100,-100,-100,-100,-71,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,122,3770873152935
-46,-74,-74,-80,-80,-88,-87,-86,-89,-100,-86,-100,-100,-100,-100,-100,-74,-81,-86,-87,-69,-100,-100,-83,-80,-80,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-76,-100,-69,-100,-78,-100,-70,-100,-100,-100,-69,-100,-100,-70,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-77,-100,-78,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-77,-100,-100,-100,-78,-100,-100,-68,-100,-69,-100,-100,-100,-100,-100,-100,-69,-84,-100,-78,-100,-100,-85,-78,-100,-100,-100,-81,-100,-87,-70,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-70,-100,-70,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,122,3775121218558
-43,-74,-74,-82,-81,-86,-87,-86,-87,-100,-86,-100,-100,-100,-100,-100,-74,-82,-86,-87,-72,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-77,-100,-69,-100,-81,-100,-67,-100,-100,-100,-72,-100,-100,-67,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-77,-100,-80,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-83,-100,-100,-76,-100,-80,-100,-100,-100,-80,-100,-100,-68,-100,-68,-100,-100,-100,-100,-100,-100,-68,-84,-100,-81,-100,-100,-85,-81,-100,-100,-100,-100,-100,-90,-74,-100,-100,-100,-100,-100,-66,-64,-100,-100,-100,-100,-100,-100,-74,-100,-74,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,122,3779373896161
-46,-75,-75,-82,-82,-86,-89,-85,-87,-100,-100,-88,-100,-89,-100,-100,-75,-82,-85,-87,-72,-91,-100,-84,-84,-84,-100,-100,-100,-100,-100,-83,-100,-100,-86,-87,-87,-100,-78,-100,-72,-100,-83,-100,-64,-100,-100,-100,-71,-100,-100,-64,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-89,-100,-100,-100,-64,-86,-78,-100,-83,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-83,-100,-100,-100,-80,-100,-100,-67,-100,-67,-100,-100,-100,-100,-100,-100,-67,-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-89,-71,-100,-100,-100,-100,-100,-66,-67,-100,-100,-100,-100,-100,-100,-71,-100,-71,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,122,3783616430430
-47,-76,-76,-83,-83,-87,-85,-87,-86,-84,-100,-88,-100,-89,-100,-100,-76,-83,-87,-86,-72,-91,-100,-100,-83,-82,-100,-100,-100,-100,-100,-83,-100,-100,-86,-87,-87,-100,-78,-100,-71,-100,-80,-100,-65,-100,-100,-100,-72,-100,-100,-65,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-65,-87,-78,-100,-82,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-87,-100,-100,-79,-100,-81,-100,-100,-100,-79,-100,-100,-68,-100,-68,-100,-100,-100,-100,-100,-100,-68,-86,-100,-80,-100,-100,-100,-80,-100,-100,-100,-100,-100,-89,-73,-100,-100,-100,-100,-100,-69,-67,-100,-100,-100,-100,-100,-100,-73,-100,-74,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,122,3788022010481
-46,-76,-77,-83,-84,-100,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-77,-83,-91,-87,-74,-100,-100,-79,-80,-79,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-79,-100,-69,-100,-100,-100,-74,-100,-100,-69,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-80,-100,-100,-100,-100,-91,-85,-86,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-79,-100,-100,-100,-73,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-72,-73,-100,-73,-100,-100,-81,-74,-100,-100,-100,-82,-100,-100,-68,-100,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-68,-100,-68,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,104,3852414721602
-42,-73,-73,-82,-82,-89,-86,-89,-87,-100,-84,-100,-89,-89,-100,-100,-73,-83,-89,-87,-72,-89,-100,-78,-78,-78,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-78,-100,-72,-100,-82,-100,-67,-100,-100,-100,-72,-100,-100,-67,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-100,-100,-100,-100,-67,-87,-81,-100,-82,-100,-100,-100,-100,-91,-85,-86,-100,-100,-89,-100,-100,-86,-100,-100,-82,-100,-82,-100,-100,-100,-74,-100,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-73,-81,-100,-73,-100,-100,-81,-73,-100,-100,-100,-81,-100,-100,-65,-100,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-65,-100,-65,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,104,3856688092225
-45,-73,-74,-86,-86,-89,-85,-89,-86,-85,-84,-100,-89,-89,-100,-100,-74,-85,-89,-85,-73,-89,-100,-78,-78,-78,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-84,-100,-73,-100,-83,-100,-67,-100,-100,-100,-73,-100,-100,-67,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-100,-100,-100,-100,-67,-87,-84,-100,-82,-100,-100,-100,-100,-100,-83,-83,-100,-100,-89,-100,-100,-83,-100,-100,-84,-100,-82,-100,-100,-100,-74,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-72,-82,-100,-74,-100,-100,-82,-74,-100,-100,-100,-83,-100,-100,-67,-100,-100,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-67,-100,-67,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,104,3861018764880
-45,-75,-75,-86,-84,-86,-85,-85,-86,-85,-84,-100,-100,-100,-100,-100,-75,-85,-87,-88,-76,-100,-100,-78,-80,-80,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-84,-100,-75,-100,-79,-100,-69,-100,-100,-100,-75,-100,-100,-69,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-85,-83,-100,-78,-100,-100,-100,-100,-92,-83,-83,-100,-100,-100,-100,-100,-83,-100,-100,-84,-100,-79,-100,-100,-100,-74,-100,-100,-70,-100,-71,-100,-100,-100,-100,-100,-100,-71,-82,-100,-72,-100,-100,-82,-74,-100,-100,-100,-82,-100,-100,-67,-100,-100,-100,-100,-100,-64,-62,-100,-100,-100,-100,-100,-100,-67,-100,-67,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,104,3865235503472
-44,-74,-74,-82,-82,-90,-85,-85,-85,-85,-100,-100,-89,-88,-100,-100,-74,-82,-89,-87,-75,-88,-100,-79,-79,-79,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-83,-100,-75,-100,-79,-100,-70,-100,-100,-100,-75,-100,-100,-70,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-88,-100,-100,-100,-100,-70,-85,-83,-100,-79,-100,-100,-100,-100,-92,-100,-87,-100,-100,-100,-100,-100,-88,-100,-100,-83,-100,-79,-100,-100,-100,-73,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-72,-81,-100,-73,-100,-100,-81,-73,-100,-100,-100,-76,-100,-100,-69,-100,-100,-100,-100,-100,-64,-65,-100,-100,-100,-100,-100,-100,-69,-100,-69,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,104,3869588731700
-42,-73,-74,-83,-83,-87,-87,-86,-85,-86,-100,-100,-89,-88,-100,-100,-74,-83,-87,-86,-72,-88,-100,-81,-81,-81,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-83,-100,-67,-100,-81,-100,-70,-100,-100,-100,-72,-100,-100,-70,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-70,-85,-81,-100,-81,-100,-100,-100,-100,-100,-100,-87,-100,-100,-88,-100,-100,-86,-100,-100,-81,-100,-81,-100,-100,-100,-73,-100,-100,-73,-100,-72,-100,-100,-100,-100,-100,-100,-73,-81,-100,-73,-100,-100,-81,-73,-100,-100,-100,-76,-100,-100,-69,-100,-100,-100,-100,-100,-63,-64,-100,-100,-100,-100,-100,-100,-69,-100,-69,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,104,3874003107062
