b8:27:eb:9f:6b:77,80:8d:b7:55:3a:42,b0:be:76:f8:30:5e,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:11,ea:9e:b4:53:24:54,80:8d:b7:55:35:03,38:17:c3:1f:0e:11,80:8d:b7:55:35:02,80:8d:b7:55:35:01,b4:5d:50:e1:92:33,80:8d:b7:55:25:f0,00:4e:35:df:06:52,80:8d:b7:55:39:d0,44:48:c1:a5:82:30,80:8d:b7:55:35:10,80:8d:b7:55:39:c0,38:17:c3:19:d7:70,38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:19:d7:61,20:a6:cd:50:24:b2,ac:e2:d3:c4:08:e6,38:17:c3:1f:01:91,38:17:c3:1f:0e:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:01:92,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:50:24:b1,38:17:c3:19:45:b2,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,80:8d:b7:55:35:00,38:17:c3:1e:ff:10,20:a6:cd:50:24:b0,38:17:c3:1f:01:81,80:8d:b7:55:39:c2,80:8d:b7:55:25:e3,80:8d:b7:55:3a:41,00:4e:35:df:06:51,00:4e:35:df:06:40,80:8d:b7:55:3a:40,00:4e:35:df:06:42,66:2a:2f:53:7c:99,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:19:45:a1,00:4e:35:df:06:41,38:17:c3:1f:09:83,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,38:17:c3:19:45:a0,80:8d:b7:55:39:c1,72:32:b1:3e:1a:b7,68:ff:7b:e4:af:38,60:32:b1:3e:1a:b8,38:17:c3:19:45:a2,38:17:c3:19:45:b1,b4:5d:50:e1:92:23,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,38:17:c3:19:45:b0,38:17:c3:1f:09:90,20:a6:cd:50:24:a0,38:17:c3:19:55:50,38:17:c3:1f:01:82,60:32:b1:3e:1a:b7,44:48:c1:a5:82:22,44:48:c1:a5:82:21,00:4e:35:df:06:50,b4:5d:50:e1:92:22,72:32:b1:3e:1a:b8,38:17:c3:1f:01:80,38:17:c3:19:d7:60,44:48:c1:a5:82:20,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,b4:5d:50:e1:92:31,b4:5d:50:e1:92:21,38:17:c3:1f:09:93,b4:5d:50:e1:96:43,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,68:ff:7b:e4:af:39,b4:5d:50:e1:96:53,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,b4:5d:50:e1:96:50,38:17:c3:1f:22:31,38:17:c3:19:55:51,b4:5d:50:e1:92:20,38:17:c3:19:55:52,00:4e:35:de:e1:10,38:17:c3:1f:22:30,b4:5d:50:e1:96:52,00:4e:35:de:e1:11,b4:5d:50:e1:96:51,20:a6:cd:42:0b:e3,38:17:c3:19:71:90,38:17:c3:1f:22:32,38:17:c3:19:71:92,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:1f:22:21,38:17:c3:1f:22:22,00:4e:35:de:e1:00,00:4e:35:de:e1:01,00:4e:35:de:e1:02,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,38:17:c3:1f:08:50,44:48:c1:91:95:b2,9c:d6:43:60:92:e0,38:17:c3:1f:08:51,44:48:c1:91:95:b3,44:48:c1:91:95:b0,00:4e:35:de:d7:53,00:4e:35:de:d7:52,44:48:c1:91:95:b1,00:4e:35:de:d7:50,00:4e:35:de:d7:51,38:17:c3:1f:08:42,38:17:c3:1f:08:40,00:4e:35:df:0e:12,38:17:c3:1f:08:41,38:17:c3:1f:22:20,a8:bd:27:4c:bd:32,00:4e:35:de:d7:43,00:4e:35:de:d7:40,38:17:c3:19:71:80,00:4e:35:de:d7:42,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:19:71:91,38:17:c3:19:71:82,38:17:c3:19:71:81,00:4e:35:de:d7:41,38:17:c3:1f:08:52,38:17:c3:19:36:30,38:17:c3:19:36:32,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:1e:fc:b0,00:4e:35:df:0e:01,00:4e:35:df:0e:02,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:4f:12,00:4e:35:df:27:01,38:17:c3:24:4f:10,00:4e:35:df:27:02,38:17:c3:24:4f:11,38:17:c3:24:58:a2,00:4e:35:df:27:00,38:17:c3:24:4f:00,38:17:c3:24:4f:02,38:17:c3:24:4f:01,38:17:c3:24:58:a1,38:17:c3:1b:08:a1,38:17:c3:1b:08:a0,38:17:c3:24:58:a0,32:f7:72:50:57:3b,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:1b:08:b0,38:17:c3:1b:08:a2,x,y,timestamp
-42,-70,-51,-74,-74,-74,-74,-74,-81,-80,-77,-78,-78,-78,-85,-80,-100,-90,-100,-74,-56,-75,-81,-78,-82,-100,-80,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-82,-78,-71,-55,-56,-68,-56,-85,-71,-71,-80,-79,-100,-56,-100,-70,-79,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-84,-100,-56,-100,-100,-100,-100,-100,-100,-73,-92,-100,-100,-100,-100,-100,-81,-100,-62,-62,-61,-100,-100,-65,-100,-65,-70,-89,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-69,-84,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-83,-100,-100,-100,-100,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-81,-82,-86,-81,-100,-82,-87,-86,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,139,28743815594813
-44,-67,-48,-68,-68,-69,-76,-75,-84,-83,-85,-85,-86,-77,-100,-81,-85,-100,-100,-68,-57,-76,-83,-86,-100,-84,-81,-100,-100,-100,-87,-100,-81,-81,-81,-100,-100,-100,-84,-84,-100,-100,-79,-100,-100,-100,-100,-100,-78,-74,-100,-57,-57,-69,-57,-89,-68,-68,-100,-100,-100,-57,-100,-68,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-83,-57,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-62,-58,-62,-100,-100,-62,-100,-62,-67,-90,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-69,-70,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,121,28784988333495
-44,-70,-47,-76,-77,-69,-78,-77,-86,-85,-81,-82,-81,-67,-83,-81,-85,-85,-100,-77,-58,-78,-87,-81,-77,-84,-81,-90,-100,-100,-87,-100,-81,-81,-81,-100,-100,-100,-84,-84,-100,-100,-84,-100,-85,-100,-100,-100,-76,-73,-70,-58,-58,-69,-58,-89,-66,-66,-73,-73,-100,-58,-100,-66,-74,-100,-76,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-83,-58,-100,-100,-100,-100,-81,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-64,-100,-100,-63,-100,-63,-69,-90,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-70,-70,-81,-81,-90,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-81,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-89,-100,-100,-79,-75,-100,-80,-80,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,121,28790333957504
-41,-70,-40,-75,-75,-100,-82,-81,-87,-87,-79,-82,-79,-81,-83,-86,-85,-84,-100,-75,-56,-82,-88,-79,-77,-87,-87,-90,-100,-100,-91,-100,-87,-100,-100,-100,-100,-100,-86,-85,-100,-100,-84,-100,-86,-100,-100,-100,-76,-73,-70,-55,-58,-69,-56,-86,-71,-71,-79,-78,-100,-55,-100,-71,-74,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-83,-84,-56,-100,-100,-100,-100,-84,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-65,-64,-64,-100,-89,-67,-100,-67,-70,-90,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-80,-79,-88,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-80,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-89,-100,-100,-74,-100,-88,-80,-100,-100,-100,-88,-88,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,121,28795904071564
-38,-70,-48,-74,-74,-74,-75,-75,-81,-81,-78,-78,-78,-81,-100,-82,-85,-88,-100,-74,-56,-75,-81,-78,-100,-84,-82,-89,-100,-100,-91,-100,-83,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-86,-100,-100,-100,-100,-76,-70,-56,-59,-70,-59,-88,-66,-66,-79,-78,-100,-59,-100,-66,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-83,-84,-56,-100,-100,-100,-100,-84,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-100,-89,-62,-100,-62,-63,-90,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-68,-81,-81,-89,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-75,-75,-88,-82,-82,-83,-85,-88,-89,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,121,28801435688541
-39,-70,-47,-73,-73,-73,-76,-76,-81,-81,-80,-80,-79,-85,-84,-82,-100,-88,-100,-74,-57,-76,-81,-79,-81,-84,-82,-89,-100,-100,-88,-100,-82,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-81,-75,-70,-57,-59,-70,-59,-89,-69,-69,-100,-75,-100,-59,-100,-69,-100,-100,-81,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-84,-76,-57,-100,-100,-100,-100,-82,-100,-69,-100,-100,-100,-100,-100,-100,-81,-100,-62,-64,-63,-100,-100,-64,-100,-64,-70,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-81,-81,-89,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-81,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-88,-100,-100,-75,-75,-86,-81,-82,-83,-85,-87,-89,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,121,28806979566299
-38,-70,-47,-70,-71,-70,-75,-75,-85,-84,-80,-78,-78,-81,-83,-87,-100,-100,-100,-71,-56,-75,-85,-78,-81,-85,-89,-89,-100,-100,-89,-100,-87,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-81,-75,-70,-56,-60,-70,-60,-89,-71,-71,-100,-75,-100,-60,-100,-71,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-84,-84,-56,-100,-100,-100,-100,-82,-100,-69,-100,-100,-100,-100,-100,-100,-72,-100,-62,-64,-63,-100,-100,-59,-100,-59,-70,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-81,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-86,-84,-83,-84,-88,-87,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,121,28812596882651
-41,-72,-53,-71,-71,-71,-74,-74,-79,-79,-83,-100,-84,-79,-86,-79,-100,-100,-100,-71,-60,-74,-79,-84,-100,-82,-79,-100,-100,-100,-88,-100,-79,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-72,-60,-63,-72,-62,-88,-69,-69,-100,-100,-100,-62,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-80,-79,-60,-100,-100,-100,-100,-80,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-62,-71,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-75,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-85,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,103,28845525793212
-42,-74,-53,-71,-71,-71,-75,-76,-79,-79,-83,-81,-81,-76,-84,-79,-85,-100,-100,-71,-51,-76,-79,-81,-100,-88,-79,-100,-100,-100,-91,-100,-79,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-78,-74,-74,-59,-62,-75,-62,-90,-72,-72,-100,-100,-100,-62,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-82,-82,-59,-100,-100,-100,-100,-82,-100,-74,-100,-100,-100,-100,-100,-100,-85,-100,-61,-100,-100,-100,-100,-59,-100,-59,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-73,-76,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-84,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-85,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,103,28850740351491
-40,-75,-54,-71,-71,-70,-75,-75,-79,-79,-84,-84,-82,-77,-83,-100,-85,-100,-100,-71,-59,-75,-79,-83,-100,-83,-100,-100,-100,-100,-91,-100,-78,-100,-100,-100,-100,-100,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-80,-75,-75,-58,-62,-76,-63,-91,-71,-71,-100,-100,-100,-63,-100,-71,-79,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-82,-82,-59,-100,-100,-100,-100,-82,-100,-73,-100,-100,-100,-100,-100,-100,-83,-100,-61,-61,-61,-100,-100,-60,-100,-60,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-82,-100,-100,-100,-100,-78,-78,-78,-100,-100,-100,-100,-100,-100,-100,-78,-79,-90,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,103,28856088602322
-41,-73,-53,-71,-71,-71,-75,-75,-79,-79,-81,-80,-80,-78,-84,-100,-85,-100,-100,-71,-58,-75,-79,-80,-78,-88,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-79,-85,-74,-58,-64,-74,-64,-90,-70,-70,-100,-100,-100,-63,-100,-70,-80,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-81,-81,-58,-100,-100,-100,-100,-81,-100,-71,-100,-100,-100,-100,-100,-100,-85,-100,-61,-61,-61,-100,-100,-61,-100,-61,-72,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-83,-100,-100,-100,-100,-78,-78,-78,-100,-100,-100,-100,-100,-100,-100,-78,-100,-86,-86,-83,-86,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,103,28861492367685
-41,-76,-53,-71,-71,-71,-74,-75,-78,-79,-83,-83,-83,-77,-90,-84,-100,-85,-100,-71,-57,-75,-79,-83,-78,-84,-84,-87,-100,-100,-86,-100,-84,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-79,-73,-76,-58,-63,-74,-63,-90,-70,-70,-100,-100,-100,-63,-100,-70,-80,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-81,-81,-57,-100,-100,-100,-100,-81,-100,-74,-100,-100,-100,-100,-100,-100,-85,-100,-60,-60,-60,-100,-100,-63,-100,-63,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-75,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-74,-86,-86,-83,-86,-85,-88,-88,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,103,28866976321381
-43,-73,-53,-69,-68,-69,-74,-74,-79,-79,-83,-83,-82,-78,-83,-84,-85,-85,-100,-69,-57,-75,-79,-83,-100,-83,-84,-87,-88,-100,-90,-100,-84,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-85,-100,-100,-100,-80,-75,-73,-57,-63,-73,-63,-88,-70,-71,-100,-100,-100,-63,-100,-70,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-81,-81,-57,-100,-100,-100,-100,-82,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-59,-60,-60,-100,-100,-62,-100,-62,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-75,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-74,-100,-100,-100,-100,-85,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,103,28872519734712
-41,-100,-47,-74,-74,-74,-75,-75,-100,-100,-80,-80,-79,-77,-100,-80,-100,-86,-100,-74,-54,-75,-100,-79,-100,-100,-81,-100,-100,-100,-81,-100,-81,-84,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-76,-54,-60,-75,-60,-86,-68,-68,-100,-100,-100,-60,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-69,-70,-70,-100,-100,-62,-100,-63,-71,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-80,-100,-89,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,66,28918406363288
-39,-76,-47,-72,-72,-72,-74,-74,-82,-81,-80,-79,-79,-78,-86,-80,-100,-86,-100,-72,-55,-74,-81,-79,-79,-86,-81,-100,-100,-100,-76,-100,-81,-84,-100,-100,-100,-100,-85,-86,-100,-100,-83,-100,-100,-100,-100,-100,-100,-78,-76,-54,-60,-76,-60,-89,-67,-67,-100,-100,-100,-60,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-85,-100,-69,-70,-70,-100,-100,-61,-100,-61,-68,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-81,-100,-89,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,66,28923655636359
-40,-76,-48,-72,-72,-72,-76,-75,-81,-82,-80,-81,-81,-79,-86,-100,-100,-100,-100,-73,-55,-76,-81,-82,-79,-85,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-85,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-78,-77,-55,-61,-76,-61,-89,-67,-67,-79,-100,-100,-61,-100,-67,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-65,-100,-59,-71,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-88,-100,-100,-81,-100,-89,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,66,28929126995732
-39,-77,-47,-72,-72,-71,-74,-74,-79,-79,-100,-79,-80,-82,-86,-100,-100,-100,-100,-72,-59,-74,-79,-80,-83,-86,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-87,-100,-100,-100,-100,-100,-81,-77,-76,-59,-60,-100,-60,-100,-68,-68,-79,-100,-100,-60,-100,-68,-80,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-59,-100,-100,-100,-87,-100,-100,-70,-100,-100,-100,-100,-100,-100,-84,-100,-67,-68,-67,-100,-100,-59,-100,-59,-65,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-75,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-77,-100,-100,-100,-100,-76,-76,-77,-100,-100,-100,-100,-100,-100,-100,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,66,28934552274063
-40,-77,-47,-72,-73,-72,-74,-74,-82,-81,-100,-79,-79,-80,-85,-100,-85,-87,-100,-72,-58,-75,-81,-79,-78,-86,-100,-86,-86,-100,-100,-100,-100,-100,-84,-100,-100,-100,-87,-86,-100,-100,-100,-100,-86,-100,-100,-100,-77,-77,-76,-58,-61,-75,-61,-89,-67,-67,-79,-100,-100,-61,-100,-67,-80,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-58,-100,-100,-100,-86,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-68,-67,-67,-100,-100,-61,-100,-61,-64,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-76,-100,-100,-100,-100,-75,-76,-75,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-81,-83,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,66,28939865394113
-38,-77,-47,-73,-73,-74,-74,-75,-87,-83,-100,-79,-80,-79,-88,-100,-85,-87,-100,-73,-54,-75,-83,-80,-78,-86,-100,-86,-86,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-100,-100,-100,-78,-74,-76,-54,-60,-75,-60,-89,-68,-68,-100,-100,-100,-60,-100,-68,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-84,-83,-54,-100,-100,-100,-86,-84,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-68,-69,-69,-100,-100,-60,-100,-61,-67,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-75,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-76,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-81,-83,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,66,28945317793382
