b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:39:c2,ea:9e:b4:53:24:54,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,38:17:c3:1f:0e:01,38:17:c3:19:d7:72,38:17:c3:19:d7:71,38:17:c3:1f:0e:02,80:8d:b7:55:3a:50,80:8d:b7:55:39:d0,80:8d:b7:55:39:c0,44:48:c1:a5:82:30,80:8d:b7:55:25:f0,00:4e:35:de:e1:12,80:8d:b7:55:35:00,38:17:c3:19:d7:70,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,20:a6:cd:50:24:b2,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:0e:10,38:17:c3:1f:01:90,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:39:c1,38:17:c3:19:d7:61,20:a6:cd:50:24:b1,80:8d:b7:55:35:10,00:4e:35:df:06:52,20:a6:cd:50:24:b0,20:a6:cd:50:24:a2,80:8d:b7:55:35:03,80:8d:b7:55:35:02,80:8d:b7:55:25:e3,44:48:c1:a5:82:21,38:17:c3:19:45:b2,38:17:c3:19:45:b1,b4:5d:50:e1:92:23,80:8d:b7:55:3a:40,38:17:c3:1f:22:30,66:2a:2f:53:7c:99,38:17:c3:1f:01:82,00:4e:35:df:06:50,44:48:c1:a5:82:22,60:32:b1:3e:1a:b7,00:4e:35:df:06:51,00:4e:35:df:06:40,38:17:c3:1f:22:32,00:4e:35:de:e1:11,ac:e2:d3:c4:08:e6,00:4e:35:df:06:41,20:a6:cd:50:24:a1,60:32:b1:3e:1a:b8,68:ff:7b:e4:af:39,44:48:c1:a5:82:20,80:8d:b7:55:35:01,38:17:c3:19:d7:62,38:17:c3:1f:01:81,00:4e:35:de:e1:10,b4:5d:50:e1:92:33,38:17:c3:19:d7:60,38:17:c3:19:71:90,b4:5d:50:e1:92:31,20:a6:cd:50:24:a0,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,00:4e:35:df:06:42,72:32:b1:3e:1a:b7,38:17:c3:19:45:a2,38:17:c3:1e:ff:02,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:19:45:a1,38:17:c3:1f:01:80,38:17:c3:19:45:b0,38:17:c3:19:55:50,38:17:c3:19:45:a0,38:17:c3:1e:ff:01,80:8d:b7:55:25:e0,38:17:c3:1e:ff:00,72:32:b1:3e:1a:b8,38:17:c3:19:55:40,20:a6:cd:42:0b:e3,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,38:17:c3:1f:09:83,38:17:c3:1f:09:90,68:ff:7b:e4:af:38,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,38:17:c3:1f:22:31,00:4e:35:de:e1:00,44:48:c1:91:95:b3,00:4e:35:de:e1:02,b4:5d:50:e1:92:32,00:4e:35:de:e1:01,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:92:30,38:17:c3:19:55:41,38:17:c3:1f:09:93,38:17:c3:19:71:91,20:a6:cd:42:0b:f3,b4:5d:50:e1:92:21,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f1,38:17:c3:19:55:42,20:a6:cd:42:0b:f2,38:17:c3:1f:08:50,38:17:c3:19:71:92,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,44:48:c1:91:95:b2,00:4e:35:de:d7:53,38:17:c3:1f:08:42,a8:bd:27:4c:bd:30,44:48:c1:91:95:b0,a8:bd:27:4c:bd:22,00:4e:35:de:d7:52,44:48:c1:91:95:b1,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:08:40,00:4e:35:df:0e:12,38:17:c3:1f:08:41,00:4e:35:de:d7:50,00:4e:35:de:d7:51,a8:bd:27:4c:bd:21,38:17:c3:1f:22:22,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:19:71:81,38:17:c3:19:71:82,00:4e:35:de:d7:41,38:17:c3:19:71:80,00:4e:35:de:d7:42,a8:bd:27:4c:bd:20,38:17:c3:1f:22:21,00:4e:35:de:d7:43,00:4e:35:de:d7:40,38:17:c3:1e:fc:b0,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1f:22:20,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b2,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a1,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:4f:10,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1b:08:b0,38:17:c3:1f:0f:90,38:17:c3:24:58:a2,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b2,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,38:17:c3:1b:08:a1,38:17:c3:1b:08:b1,9c:d6:43:60:92:e0,x,y,timestamp
-50,-75,-75,-81,-81,-100,-81,-86,-86,-80,-81,-80,-83,-100,-100,-84,-75,-81,-100,-87,-80,-78,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-82,-82,-82,-100,-100,-100,-82,-69,-100,-100,-100,-100,-85,-100,-100,-100,-100,-78,-100,-91,-100,-69,-85,-100,-69,-60,-100,-78,-100,-70,-100,-100,-91,-84,-100,-100,-100,-79,-100,-100,-100,-100,-100,-78,-78,-70,-100,-100,-100,-73,-73,-100,-100,-100,-73,-100,-100,-84,-100,-100,-74,-100,-83,-84,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-83,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-63,-100,-100,-67,-67,-100,-88,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,34,4856377051219
-56,-76,-77,-82,-81,-100,-79,-84,-84,-78,-79,-79,-100,-100,-100,-100,-76,-82,-100,-85,-79,-79,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-87,-100,-82,-83,-82,-100,-100,-100,-83,-72,-100,-100,-100,-100,-86,-100,-100,-100,-100,-78,-100,-89,-100,-72,-100,-100,-72,-72,-100,-79,-100,-72,-100,-100,-89,-84,-100,-100,-100,-79,-100,-100,-100,-100,-100,-81,-82,-72,-100,-100,-100,-70,-70,-100,-100,-100,-70,-100,-100,-84,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-84,-100,-83,-100,-83,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-64,-100,-100,-68,-69,-100,-88,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,34,4859985248614
-58,-75,-75,-81,-82,-100,-76,-85,-86,-78,-78,-79,-100,-100,-100,-100,-75,-81,-100,-86,-79,-77,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-87,-100,-85,-84,-86,-100,-100,-100,-84,-66,-100,-100,-88,-100,-89,-86,-100,-100,-100,-83,-100,-93,-100,-66,-87,-100,-66,-68,-100,-76,-100,-68,-100,-100,-86,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-84,-82,-68,-100,-100,-100,-71,-71,-100,-100,-100,-70,-100,-100,-84,-100,-100,-74,-100,-83,-85,-100,-100,-100,-100,-100,-100,-84,-100,-83,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-64,-100,-100,-68,-68,-100,-90,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-89,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,34,4863657081529
-40,-72,-72,-80,-80,-87,-79,-82,-82,-84,-83,-84,-100,-100,-100,-100,-72,-80,-85,-82,-84,-80,-100,-90,-100,-100,-100,-100,-86,-83,-84,-100,-100,-84,-100,-100,-100,-80,-85,-100,-100,-80,-69,-100,-100,-100,-100,-82,-88,-100,-100,-100,-82,-100,-100,-100,-67,-88,-100,-68,-76,-100,-81,-100,-72,-100,-100,-100,-87,-100,-100,-100,-81,-100,-100,-100,-100,-100,-80,-81,-73,-100,-100,-100,-76,-76,-100,-100,-100,-77,-100,-100,-82,-100,-100,-74,-100,-83,-81,-100,-100,-100,-100,-100,-100,-83,-100,-82,-100,-82,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-64,-100,-100,-66,-66,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-85,-100,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,17,4907922532033
-34,-73,-73,-81,-80,-85,-78,-82,-82,-84,-85,-87,-100,-100,-100,-100,-73,-81,-86,-82,-84,-80,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-84,-100,-81,-80,-80,-86,-100,-100,-80,-68,-100,-100,-90,-100,-83,-88,-100,-100,-100,-78,-100,-92,-100,-68,-88,-100,-68,-73,-100,-80,-100,-73,-100,-100,-84,-87,-100,-100,-100,-80,-100,-100,-100,-100,-100,-78,-79,-73,-100,-100,-100,-76,-76,-100,-100,-100,-76,-100,-100,-82,-100,-100,-74,-100,-83,-81,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-84,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-63,-100,-100,-68,-68,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-87,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,17,4912260584011
-38,-73,-73,-80,-80,-84,-78,-82,-82,-100,-84,-85,-100,-100,-100,-100,-73,-80,-84,-82,-84,-79,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-84,-100,-81,-81,-81,-85,-100,-100,-81,-68,-100,-100,-90,-100,-83,-88,-100,-100,-100,-78,-100,-91,-100,-68,-86,-100,-68,-73,-100,-80,-100,-73,-100,-100,-84,-88,-100,-100,-100,-80,-100,-100,-100,-100,-100,-78,-79,-73,-100,-100,-100,-76,-76,-100,-100,-100,-76,-100,-100,-82,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-84,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-63,-100,-100,-68,-67,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-87,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,17,4916837062915
-40,-72,-72,-81,-81,-84,-77,-82,-82,-84,-83,-84,-84,-100,-100,-84,-72,-81,-84,-83,-85,-85,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-81,-81,-81,-85,-100,-100,-81,-69,-100,-100,-87,-100,-83,-88,-100,-100,-100,-78,-100,-91,-100,-69,-86,-100,-69,-73,-100,-85,-100,-72,-100,-100,-88,-88,-100,-100,-100,-80,-100,-100,-100,-100,-100,-78,-78,-72,-100,-100,-100,-76,-76,-100,-100,-100,-76,-100,-100,-84,-100,-100,-73,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-63,-100,-100,-67,-67,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,17,4921168203799
-39,-73,-73,-80,-80,-85,-79,-82,-82,-84,-83,-84,-83,-100,-100,-84,-72,-81,-85,-82,-85,-83,-100,-100,-100,-100,-100,-100,-84,-83,-84,-100,-100,-84,-100,-80,-80,-81,-85,-100,-100,-81,-68,-100,-100,-91,-100,-74,-87,-100,-100,-100,-79,-100,-100,-100,-68,-100,-100,-68,-67,-100,-83,-100,-72,-100,-100,-88,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-79,-79,-73,-100,-100,-100,-76,-76,-100,-100,-100,-76,-100,-100,-82,-100,-100,-74,-100,-100,-83,-100,-100,-100,-100,-100,-100,-85,-100,-84,-100,-84,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-64,-100,-100,-68,-68,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,17,4925586274370
-39,-73,-73,-80,-80,-84,-75,-82,-82,-83,-85,-100,-83,-100,-100,-100,-74,-80,-85,-82,-85,-82,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-84,-100,-87,-81,-81,-84,-100,-100,-81,-68,-100,-100,-90,-100,-54,-87,-100,-100,-100,-79,-100,-92,-100,-68,-100,-100,-68,-73,-100,-82,-100,-73,-100,-100,-89,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-80,-80,-73,-100,-100,-100,-76,-76,-100,-100,-100,-76,-100,-100,-81,-100,-100,-74,-100,-81,-82,-100,-100,-100,-100,-100,-100,-84,-100,-85,-100,-84,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-65,-100,-100,-68,-67,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,17,4930041172546
-39,-73,-73,-78,-78,-85,-78,-81,-80,-82,-83,-83,-100,-100,-100,-100,-73,-78,-84,-81,-84,-82,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-81,-83,-100,-84,-100,-100,-82,-71,-100,-100,-90,-100,-84,-100,-100,-100,-100,-82,-100,-92,-100,-72,-100,-100,-71,-72,-100,-82,-100,-72,-100,-100,-85,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-82,-81,-72,-100,-100,-100,-73,-73,-100,-100,-100,-72,-100,-100,-82,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-85,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-66,-100,-100,-68,-68,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-85,-100,-100,-100,-87,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,0,4964707098105
-39,-73,-73,-77,-77,-85,-80,-82,-82,-84,-83,-83,-81,-100,-100,-100,-73,-78,-84,-82,-83,-82,-100,-100,-100,-100,-100,-100,-80,-87,-100,-100,-100,-100,-100,-82,-83,-82,-84,-100,-100,-82,-72,-100,-100,-90,-100,-82,-100,-100,-100,-100,-82,-100,-90,-100,-72,-100,-100,-72,-72,-100,-82,-100,-72,-100,-100,-85,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-82,-81,-72,-100,-100,-100,-73,-74,-100,-100,-100,-73,-100,-100,-81,-100,-100,-78,-100,-81,-81,-100,-100,-100,-100,-100,-100,-85,-100,-85,-100,-87,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-64,-100,-100,-67,-67,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-84,-100,-100,-100,-85,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,0,4968378592531
-40,-73,-73,-78,-78,-85,-80,-81,-81,-83,-85,-83,-80,-100,-100,-100,-73,-78,-100,-82,-84,-82,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-82,-83,-82,-85,-100,-100,-83,-72,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-100,-88,-100,-72,-100,-100,-72,-69,-100,-82,-100,-100,-100,-100,-88,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-82,-82,-71,-100,-100,-100,-73,-73,-100,-100,-100,-73,-100,-100,-82,-100,-100,-78,-100,-81,-81,-100,-100,-100,-100,-100,-100,-85,-100,-85,-100,-87,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-64,-100,-100,-67,-67,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-84,-100,-100,-100,-85,-100,-100,-84,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,0,4971980154665
-41,-73,-73,-77,-77,-84,-83,-81,-81,-82,-83,-82,-80,-100,-100,-100,-73,-78,-85,-81,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-84,-84,-85,-100,-100,-84,-74,-100,-100,-90,-100,-80,-100,-100,-100,-100,-80,-100,-91,-100,-76,-100,-100,-74,-69,-100,-82,-100,-71,-100,-100,-89,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-81,-80,-71,-100,-100,-100,-73,-73,-100,-100,-100,-73,-100,-100,-82,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-65,-100,-100,-68,-68,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-85,-100,-100,-100,-86,-100,-100,-85,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,0,4975633390393
-38,-72,-72,-78,-78,-84,-84,-83,-82,-83,-84,-83,-81,-100,-100,-80,-72,-78,-85,-82,-83,-82,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-83,-73,-100,-100,-90,-100,-85,-100,-100,-100,-100,-80,-100,-90,-100,-73,-100,-100,-73,-71,-100,-82,-100,-71,-100,-100,-88,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-80,-80,-71,-100,-100,-100,-75,-76,-100,-100,-100,-77,-100,-100,-81,-100,-100,-76,-100,-80,-81,-100,-100,-100,-100,-100,-100,-86,-100,-85,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-64,-100,-100,-67,-67,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-86,-100,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,0,4979262974506
-40,-72,-73,-77,-77,-83,-84,-81,-81,-83,-83,-83,-81,-100,-100,-80,-72,-78,-84,-81,-84,-80,-100,-100,-100,-100,-100,-100,-80,-87,-87,-100,-100,-87,-100,-85,-84,-84,-83,-100,-100,-85,-72,-100,-100,-83,-100,-85,-100,-100,-100,-100,-80,-100,-90,-100,-72,-100,-100,-72,-71,-100,-81,-100,-72,-100,-100,-87,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-80,-80,-72,-100,-100,-100,-74,-74,-100,-100,-100,-74,-100,-100,-81,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-86,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-64,-100,-100,-67,-68,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-85,-100,-100,-100,-85,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,0,4982862076067
-47,-77,-77,-100,-100,-85,-82,-84,-84,-78,-78,-78,-100,-100,-100,-100,-77,-100,-85,-83,-79,-82,-100,-100,-100,-100,-100,-100,-100,-85,-87,-100,-100,-85,-100,-84,-84,-83,-86,-100,-100,-84,-72,-100,-100,-100,-100,-88,-100,-100,-100,-100,-79,-100,-88,-100,-71,-100,-100,-72,-77,-100,-82,-100,-77,-100,-100,-88,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-79,-79,-77,-100,-100,-100,-72,-73,-100,-100,-100,-73,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-71,-100,-100,-69,-69,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-86,-100,-100,-100,-87,-100,-100,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,-16,5024883338186
-42,-73,-73,-75,-75,-85,-83,-86,-87,-78,-81,-81,-100,-100,-100,-100,-74,-75,-85,-86,-81,-81,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-86,-100,-84,-83,-85,-86,-100,-100,-85,-67,-100,-100,-100,-100,-83,-87,-100,-100,-100,-80,-100,-88,-100,-67,-88,-100,-67,-77,-100,-81,-100,-77,-100,-100,-88,-87,-100,-100,-100,-82,-100,-100,-100,-100,-100,-78,-79,-77,-100,-100,-100,-74,-74,-100,-100,-100,-74,-100,-100,-86,-100,-100,-71,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-71,-100,-100,-69,-69,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-84,-100,-100,-100,-85,-100,-100,-84,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,-16,5028986895268
-43,-73,-74,-75,-75,-84,-73,-86,-87,-83,-82,-83,-83,-100,-100,-83,-74,-75,-84,-86,-81,-81,-100,-100,-100,-100,-100,-100,-83,-86,-86,-100,-100,-86,-100,-84,-84,-85,-84,-100,-100,-83,-66,-100,-100,-94,-100,-83,-86,-100,-100,-100,-80,-100,-100,-100,-67,-86,-100,-67,-73,-100,-81,-100,-73,-100,-100,-100,-87,-100,-100,-100,-82,-100,-100,-100,-100,-100,-78,-79,-73,-100,-100,-100,-74,-74,-100,-100,-100,-74,-100,-100,-86,-100,-100,-74,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-83,-100,-100,-83,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,-16,5033424139641
-45,-78,-78,-74,-75,-84,-78,-88,-88,-82,-82,-81,-83,-100,-100,-83,-78,-75,-83,-87,-82,-82,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-84,-83,-84,-83,-100,-100,-83,-66,-100,-100,-91,-100,-100,-86,-100,-100,-100,-100,-100,-90,-100,-66,-86,-100,-66,-73,-100,-82,-100,-75,-100,-100,-89,-87,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-79,-74,-100,-100,-100,-73,-73,-100,-100,-100,-73,-100,-100,-86,-100,-100,-74,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-70,-100,-100,-71,-71,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-85,-100,-100,-100,-84,-100,-100,-85,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,-16,5037731675161
