38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,38:17:c3:1f:00:b1,38:17:c3:1f:00:a1,44:48:c1:91:d0:14,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,44:48:c1:91:d0:12,44:48:c1:91:d0:10,b4:5d:50:e1:96:53,38:17:c3:1f:09:91,38:17:c3:24:47:52,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:24:47:51,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:14:11,38:17:c3:1f:14:12,44:48:c1:91:95:a3,38:17:c3:1f:00:a0,44:48:c1:91:d0:11,b4:5d:50:e1:96:50,38:17:c3:1f:09:90,38:17:c3:24:47:50,9c:d6:43:60:92:e0,38:17:c3:1f:19:d0,38:17:c3:1f:14:10,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:14:02,38:17:c3:1f:14:01,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,38:17:c3:1f:00:a2,b4:5d:50:e1:96:41,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:83,b4:5d:50:e1:96:40,a8:bd:27:4c:aa:80,44:48:c1:91:95:a2,44:48:c1:91:d0:00,44:48:c1:91:d0:02,44:48:c1:91:d0:01,38:17:c3:1f:14:00,72:32:b1:3e:1a:b7,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:43,44:48:c1:91:95:b1,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,44:48:c1:91:95:b3,44:48:c1:91:95:b0,38:17:c3:19:45:a2,20:a6:cd:42:0a:d2,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,38:17:c3:1f:09:80,38:17:c3:19:45:a0,44:48:c1:91:aa:30,38:17:c3:24:56:50,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:42,44:48:c1:91:95:a1,20:a6:cd:42:13:f2,44:48:c1:91:95:a0,20:a6:cd:42:0a:c2,20:a6:cd:42:13:f0,38:17:c3:22:61:90,38:17:c3:1a:cf:d0,66:2a:2f:53:7c:99,38:17:c3:1f:09:81,38:17:c3:1f:09:83,38:17:c3:19:45:a1,20:a6:cd:42:13:f1,38:17:c3:19:d7:71,38:17:c3:19:d7:70,38:17:c3:1f:09:82,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:62,38:17:c3:19:d7:61,20:a6:cd:42:0b:e0,38:17:c3:19:d7:60,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:72,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:e3,38:17:c3:19:36:30,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,38:17:c3:1e:ff:10,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:35:12,38:17:c3:1e:ff:12,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:39:d0,68:ff:7b:e4:af:39,b0:be:76:f8:30:5e,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,38:17:c3:19:71:92,38:17:c3:19:36:32,38:17:c3:19:71:91,38:17:c3:19:36:31,ea:9e:b4:53:24:54,20:a6:cd:50:24:a2,38:17:c3:19:71:90,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:39:d1,38:17:c3:1e:ff:11,38:17:c3:1f:22:30,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,80:8d:b7:55:39:c1,38:17:c3:1e:ff:01,80:8d:b7:55:29:d0,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,68:ff:7b:e4:af:38,00:4e:35:df:06:52,80:8d:b7:55:39:d2,20:a6:cd:50:24:b0,00:4e:35:de:e1:12,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:40,38:17:c3:1f:0e:10,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:0e:02,38:17:c3:1f:22:20,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,00:4e:35:df:06:42,00:4e:35:de:e1:10,00:4e:35:df:06:41,38:17:c3:22:5e:f0,86:0d:8e:aa:25:a4,80:8d:b7:55:4d:01,38:17:c3:1f:19:c1,00:4e:35:df:06:51,bc:42:8c:64:49:70,38:17:c3:22:5e:f2,38:17:c3:1a:cf:d1,80:8d:b7:55:4d:02,38:17:c3:1f:08:50,38:17:c3:1a:cf:d2,00:4e:35:df:06:50,80:8d:b7:55:4d:00,80:8d:b7:55:4d:10,00:4e:35:de:e1:11,38:17:c3:22:61:92,38:17:c3:22:61:91,x,y,label
-80,-100,-80,-100,-100,-80,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-88,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-94,-100,-56,-56,-100,-95,-100,-100,-100,-52,-57,-57,-100,-57,-100,-100,-56,-100,-100,-100,-100,-76,-100,-75,-75,-79,-75,-75,-77,-82,-82,-86,-77,-77,-81,-80,-77,-80,-80,-86,-81,-80,-80,-89,-94,-86,-78,-78,-78,-100,-100,-92,-100,-85,-85,-88,-84,-85,-92,-85,-98,-77,-77,-96,-77,-85,-90,-88,-84,-84,-85,-85,-81,-92,-90,-92,-92,-97,-96,-94,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-88,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-92,-100,-89,-100,-100,-100,-100,-100,775,175,36
-80,-100,-80,-100,-100,-80,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-88,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-94,-100,-56,-56,-100,-95,-100,-100,-100,-52,-57,-57,-100,-57,-100,-100,-56,-100,-100,-100,-100,-76,-100,-75,-75,-79,-75,-75,-77,-82,-82,-86,-77,-77,-81,-80,-77,-80,-80,-86,-81,-80,-80,-89,-94,-86,-78,-78,-78,-100,-100,-92,-100,-85,-85,-88,-84,-85,-92,-85,-98,-77,-77,-96,-77,-85,-90,-88,-84,-84,-85,-85,-81,-92,-90,-92,-92,-97,-96,-94,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-88,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-92,-100,-89,-100,-100,-100,-100,-100,775,175,36
-80,-100,-80,-100,-100,-80,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-87,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-94,-100,-56,-56,-100,-95,-100,-100,-100,-52,-57,-57,-100,-57,-100,-100,-56,-100,-100,-100,-100,-77,-100,-74,-75,-79,-75,-75,-78,-87,-87,-86,-77,-77,-80,-80,-77,-80,-80,-86,-81,-80,-80,-89,-91,-88,-78,-78,-78,-100,-100,-92,-100,-85,-88,-88,-80,-85,-92,-85,-98,-76,-77,-93,-77,-86,-87,-87,-84,-85,-88,-89,-81,-93,-90,-92,-92,-95,-96,-94,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-97,-100,-100,-100,-100,-90,-100,-100,-100,-100,-92,-100,-88,-100,-100,-100,-100,-100,775,175,36
-85,-100,-85,-100,-100,-85,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-88,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-94,-100,-56,-56,-100,-95,-100,-100,-100,-51,-57,-57,-100,-57,-100,-100,-56,-98,-100,-100,-100,-76,-100,-74,-74,-79,-74,-74,-78,-83,-82,-81,-76,-76,-80,-79,-77,-80,-79,-81,-81,-80,-80,-88,-94,-84,-77,-77,-77,-100,-100,-89,-100,-88,-84,-87,-80,-80,-89,-81,-98,-77,-77,-96,-77,-88,-90,-91,-88,-88,-85,-85,-81,-95,-90,-89,-90,-97,-94,-92,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-88,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-96,-100,-89,-100,-100,-100,-100,-100,775,175,36
-85,-100,-85,-100,-100,-85,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-89,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-94,-100,-56,-56,-100,-95,-100,-100,-100,-51,-56,-57,-100,-57,-100,-100,-56,-98,-100,-100,-100,-76,-100,-74,-74,-79,-75,-74,-78,-78,-78,-85,-76,-76,-80,-79,-76,-80,-79,-85,-81,-80,-80,-88,-97,-82,-77,-77,-77,-100,-100,-92,-100,-88,-84,-87,-83,-84,-89,-85,-98,-77,-77,-100,-78,-88,-93,-91,-87,-87,-85,-85,-81,-95,-90,-89,-92,-100,-94,-92,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-97,-100,-100,-100,-100,-90,-100,-100,-100,-100,-92,-100,-88,-100,-100,-100,-100,-100,775,175,36
-80,-100,-80,-100,-100,-80,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-87,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-94,-100,-56,-56,-100,-95,-100,-100,-100,-52,-57,-57,-100,-57,-100,-100,-56,-100,-100,-100,-100,-77,-100,-74,-75,-79,-75,-75,-78,-87,-87,-86,-77,-77,-80,-80,-77,-80,-80,-86,-81,-80,-80,-89,-91,-88,-78,-78,-78,-100,-100,-92,-100,-85,-88,-88,-80,-85,-92,-85,-98,-76,-77,-93,-77,-86,-87,-87,-84,-85,-88,-89,-81,-93,-90,-92,-92,-95,-96,-94,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-97,-100,-100,-100,-100,-90,-100,-100,-100,-100,-92,-100,-88,-100,-100,-100,-100,-100,792,175,37
-75,-100,-75,-100,-100,-75,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-97,-100,-57,-57,-100,-94,-100,-100,-100,-54,-57,-57,-100,-57,-100,-100,-57,-100,-100,-100,-100,-77,-100,-74,-75,-78,-75,-75,-78,-87,-86,-91,-79,-79,-81,-81,-79,-81,-81,-91,-80,-80,-80,-90,-88,-96,-79,-79,-79,-100,-100,-94,-100,-87,-85,-88,-82,-86,-97,-90,-98,-77,-77,-93,-77,-85,-90,-84,-84,-84,-86,-86,-82,-88,-87,-97,-92,-95,-100,-98,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-88,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-96,-100,-89,-100,-100,-100,-100,-100,792,175,37
-80,-100,-80,-100,-100,-80,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-87,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-94,-100,-56,-56,-100,-95,-100,-100,-100,-52,-57,-57,-100,-57,-100,-100,-56,-100,-100,-100,-100,-77,-100,-74,-75,-79,-75,-75,-78,-87,-87,-86,-77,-77,-80,-80,-77,-80,-80,-86,-81,-80,-80,-89,-91,-88,-78,-78,-78,-100,-100,-92,-100,-85,-88,-88,-80,-85,-92,-85,-98,-76,-77,-93,-77,-86,-87,-87,-84,-85,-88,-89,-81,-93,-90,-92,-92,-95,-96,-94,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-97,-100,-100,-100,-100,-90,-100,-100,-100,-100,-92,-100,-88,-100,-100,-100,-100,-100,792,175,37
-85,-100,-85,-100,-100,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-87,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-94,-100,-57,-56,-100,-96,-100,-100,-100,-52,-57,-57,-100,-57,-100,-100,-57,-98,-100,-100,-100,-77,-100,-74,-74,-79,-75,-75,-78,-87,-87,-86,-77,-77,-80,-79,-78,-80,-79,-86,-81,-80,-80,-89,-94,-88,-78,-78,-78,-100,-100,-92,-100,-88,-84,-87,-80,-84,-91,-85,-98,-77,-77,-93,-77,-89,-87,-87,-87,-88,-85,-85,-81,-93,-88,-92,-92,-95,-96,-94,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-97,-100,-100,-100,-100,-90,-100,-100,-100,-100,-92,-100,-88,-100,-100,-100,-100,-100,792,175,37
-85,-100,-85,-100,-100,-85,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-88,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-94,-100,-56,-56,-100,-95,-100,-100,-100,-51,-57,-57,-100,-57,-100,-100,-56,-98,-100,-100,-100,-76,-100,-74,-74,-79,-74,-74,-78,-83,-82,-81,-76,-76,-80,-79,-77,-80,-79,-81,-81,-80,-80,-88,-94,-84,-77,-77,-77,-100,-100,-89,-100,-88,-84,-87,-80,-80,-89,-81,-98,-77,-77,-96,-77,-88,-90,-91,-88,-88,-85,-85,-81,-95,-90,-89,-90,-97,-94,-92,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-88,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-96,-100,-89,-100,-100,-100,-100,-100,792,175,37
-85,-100,-85,-100,-100,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-87,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-94,-100,-57,-56,-100,-96,-100,-100,-100,-52,-57,-57,-100,-57,-100,-100,-57,-98,-100,-100,-100,-77,-100,-74,-74,-79,-75,-75,-78,-87,-87,-86,-77,-77,-80,-79,-78,-80,-79,-86,-81,-80,-80,-89,-94,-88,-78,-78,-78,-100,-100,-92,-100,-88,-84,-87,-80,-84,-91,-85,-98,-77,-77,-93,-77,-89,-87,-87,-87,-88,-85,-85,-81,-93,-88,-92,-92,-95,-96,-94,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-97,-100,-100,-100,-100,-90,-100,-100,-100,-100,-92,-100,-88,-100,-100,-100,-100,-100,792,175,37
-72,-100,-71,-100,-100,-72,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-85,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-93,-100,-50,-50,-100,-96,-100,-100,-100,-53,-59,-59,-100,-59,-100,-100,-50,-100,-100,-100,-100,-81,-100,-80,-80,-80,-81,-80,-79,-84,-84,-81,-83,-83,-81,-81,-83,-81,-81,-80,-80,-80,-81,-90,-89,-93,-85,-85,-85,-100,-100,-97,-100,-91,-80,-97,-80,-80,-95,-80,-100,-77,-77,-96,-77,-91,-96,-94,-90,-90,-85,-89,-89,-93,-97,-94,-89,-97,-95,-95,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-88,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-90,-100,-89,-100,-100,-100,-100,-100,809,175,38
-78,-100,-73,-100,-100,-78,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-88,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-97,-100,-53,-53,-100,-95,-100,-100,-100,-52,-57,-57,-100,-57,-100,-100,-53,-100,-100,-100,-100,-80,-100,-82,-82,-80,-82,-82,-80,-88,-91,-85,-81,-81,-80,-80,-81,-80,-80,-80,-85,-82,-82,-93,-95,-89,-82,-78,-82,-100,-100,-97,-100,-87,-79,-95,-80,-81,-95,-85,-96,-78,-78,-93,-78,-88,-90,-91,-90,-90,-82,-84,-82,-95,-90,-95,-89,-97,-93,-91,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-88,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-94,-100,-89,-100,-100,-100,-100,-100,809,175,38
-72,-100,-71,-100,-100,-72,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-85,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-93,-100,-50,-50,-100,-96,-100,-100,-100,-53,-59,-59,-100,-59,-100,-100,-50,-100,-100,-100,-100,-81,-100,-80,-80,-80,-81,-80,-79,-84,-84,-81,-83,-83,-81,-81,-83,-81,-81,-80,-80,-80,-81,-90,-89,-93,-85,-85,-85,-100,-100,-97,-100,-91,-80,-97,-80,-80,-95,-80,-100,-77,-77,-96,-77,-91,-96,-94,-90,-90,-85,-89,-89,-93,-97,-94,-89,-97,-95,-95,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-88,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-90,-100,-89,-100,-100,-100,-100,-100,809,175,38
-78,-100,-78,-100,-100,-78,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-88,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-91,-100,-54,-53,-100,-95,-100,-100,-100,-52,-58,-58,-100,-58,-100,-100,-54,-100,-100,-100,-100,-78,-100,-77,-77,-79,-77,-77,-78,-83,-83,-80,-79,-79,-80,-80,-80,-80,-80,-80,-81,-80,-81,-91,-91,-90,-79,-79,-79,-100,-100,-94,-100,-87,-79,-92,-80,-81,-92,-80,-98,-76,-77,-96,-77,-85,-90,-91,-84,-84,-81,-80,-81,-93,-90,-92,-89,-97,-93,-92,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-88,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-96,-100,-89,-100,-100,-100,-100,-100,809,175,38
-72,-100,-73,-100,-100,-73,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-83,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-93,-100,-53,-53,-100,-94,-100,-100,-100,-52,-58,-59,-100,-58,-100,-100,-53,-100,-100,-100,-100,-80,-100,-83,-83,-80,-83,-82,-80,-88,-91,-80,-81,-81,-81,-81,-81,-81,-81,-79,-81,-81,-81,-95,-88,-90,-79,-79,-79,-100,-100,-97,-100,-91,-79,-95,-79,-79,-97,-80,-98,-77,-77,-90,-77,-89,-88,-88,-88,-91,-82,-85,-82,-93,-93,-97,-89,-97,-93,-91,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-88,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-92,-100,-89,-100,-100,-100,-100,-100,809,175,38
-73,-100,-73,-100,-100,-73,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-83,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-87,-100,-52,-52,-100,-98,-100,-100,-100,-52,-60,-60,-100,-60,-100,-100,-52,-100,-100,-100,-100,-79,-100,-80,-84,-80,-84,-81,-79,-84,-84,-90,-82,-81,-82,-82,-82,-82,-82,-90,-79,-80,-79,-91,-86,-92,-81,-81,-81,-100,-100,-97,-100,-94,-78,-95,-79,-79,-97,-90,-98,-80,-81,-96,-80,-89,-93,-94,-88,-88,-81,-81,-81,-88,-95,-97,-89,-97,-92,-91,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-88,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-92,-100,-89,-100,-100,-100,-100,-100,809,175,38
-77,-100,-77,-100,-100,-78,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-49,-49,-100,-94,-100,-100,-100,-52,-57,-57,-100,-57,-100,-100,-49,-100,-100,-100,-100,-81,-100,-79,-79,-80,-79,-79,-79,-87,-87,-81,-83,-83,-79,-79,-83,-79,-79,-81,-86,-85,-85,-87,-97,-93,-87,-83,-83,-100,-100,-97,-100,-84,-85,-97,-85,-86,-90,-81,-100,-83,-79,-96,-78,-93,-96,-92,-93,-93,-90,-93,-93,-97,-93,-89,-92,-97,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-88,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-90,-100,-89,-100,-100,-100,-100,-100,826,175,39
