b0:be:76:f8:30:5e,80:8d:b7:55:3a:50,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,44:48:c1:a5:82:32,80:8d:b7:55:39:d1,44:48:c1:a5:82:31,80:8d:b7:55:39:d2,80:8d:b7:55:25:e3,44:48:c1:a5:82:30,80:8d:b7:55:39:d0,80:8d:b7:55:35:11,80:8d:b7:55:35:12,ea:9e:b4:53:24:54,80:8d:b7:55:35:13,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:35:03,80:8d:b7:55:35:01,80:8d:b7:55:35:02,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:35:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:01,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,38:17:c3:1e:ff:10,38:17:c3:1f:01:90,38:17:c3:1f:0e:02,38:17:c3:1f:01:82,38:17:c3:1f:01:80,38:17:c3:1f:22:30,20:a6:cd:50:24:a1,80:8d:b7:55:3a:51,38:17:c3:19:d7:61,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:19:d7:70,80:8d:b7:55:39:c0,20:a6:cd:50:24:b0,80:8d:b7:55:3a:52,20:a6:cd:50:24:a2,38:17:c3:1f:09:83,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,44:48:c1:a5:82:21,44:48:c1:a5:82:22,38:17:c3:1f:09:93,00:4e:35:df:06:40,b4:5d:50:e1:92:23,80:8d:b7:55:25:f0,80:8d:b7:55:35:00,44:48:c1:a5:82:20,00:4e:35:de:e1:12,38:17:c3:1f:09:90,20:a6:cd:50:24:a0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:19:d7:62,68:ff:7b:e4:af:38,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:df:06:41,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,38:17:c3:19:d7:60,38:17:c3:19:45:a0,38:17:c3:19:71:90,38:17:c3:19:55:50,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,b4:5d:50:e1:96:43,38:17:c3:1e:ff:00,00:4e:35:df:06:42,38:17:c3:1f:22:32,38:17:c3:1f:01:81,38:17:c3:19:45:a1,38:17:c3:19:45:a2,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:19:55:40,b4:5d:50:e1:92:33,38:17:c3:19:45:b0,68:ff:7b:e4:af:39,20:a6:cd:42:0b:e3,38:17:c3:1f:09:91,38:17:c3:1f:09:92,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:19:45:b1,b4:5d:50:e1:92:31,38:17:c3:1f:22:31,38:17:c3:19:71:92,38:17:c3:19:71:91,b4:5d:50:e1:96:53,38:17:c3:1f:00:b0,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,20:a6:cd:42:0b:f0,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,38:17:c3:19:55:41,38:17:c3:1f:08:51,38:17:c3:19:55:42,38:17:c3:1f:08:50,38:17:c3:1f:08:52,44:48:c1:91:95:b3,a8:bd:27:4c:bd:22,44:48:c1:91:95:b2,a8:bd:27:4c:bd:21,00:4e:35:de:d7:52,a8:bd:27:4c:bd:20,38:17:c3:1f:08:42,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:08:41,00:4e:35:de:d7:53,38:17:c3:1f:08:40,00:4e:35:de:e1:00,00:4e:35:de:e1:01,00:4e:35:de:e1:02,00:4e:35:df:0e:12,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,00:4e:35:de:d7:43,38:17:c3:19:71:80,00:4e:35:de:d7:42,00:4e:35:df:0e:11,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:10,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:01,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:b2,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,00:4e:35:df:0e:00,38:17:c3:1b:08:b1,38:17:c3:24:4f:10,00:4e:35:df:27:12,00:4e:35:de:d7:41,00:4e:35:de:d7:40,38:17:c3:1f:0f:92,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1f:0f:90,38:17:c3:1f:0f:91,38:17:c3:24:4f:01,20:a6:cd:42:0b:f3,0a:05:a7:e3:d9:82,9e:2b:77:8e:45:c7,38:17:c3:1f:00:b2,44:48:c1:91:95:b1,38:17:c3:1f:00:b1,80:8d:b7:55:4d:10,44:48:c1:91:95:b0,x,y,label
-83,-72,-83,-81,-81,-75,-70,-76,-70,-75,-76,-70,-58,-58,-53,-58,-66,-66,-68,-79,-70,-72,-72,-58,-57,-57,-59,-84,-85,-74,-74,-57,-58,-85,-74,-58,-84,-86,-88,-97,-73,-76,-78,-82,-82,-72,-66,-82,-75,-97,-94,-73,-74,-73,-78,-77,-94,-98,-92,-73,-69,-76,-88,-98,-98,-76,-77,-77,-77,-75,-92,-93,-91,-99,-83,-77,-76,-98,-88,-90,-87,-97,-96,-97,-91,-98,-88,-84,-97,-95,-98,-98,-100,-88,-85,-95,-96,-98,-98,-97,-97,-87,-92,-88,-92,-89,-97,-99,-98,-98,-98,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-89,-92,-100,-94,-94,-100,545.0,274.2,1.0
-78,-74,-82,-80,-80,-75,-69,-75,-69,-75,-75,-69,-58,-58,-52,-58,-68,-67,-67,-73,-68,-73,-73,-58,-59,-59,-61,-82,-83,-75,-75,-59,-60,-83,-75,-60,-84,-84,-87,-92,-74,-76,-78,-83,-83,-73,-67,-83,-75,-90,-96,-73,-74,-73,-76,-75,-94,-96,-93,-73,-68,-78,-89,-96,-96,-76,-78,-76,-76,-75,-90,-89,-88,-94,-79,-76,-76,-95,-90,-88,-85,-93,-93,-98,-87,-94,-92,-83,-91,-91,-96,-95,-100,-88,-88,-94,-98,-96,-96,-98,-98,-89,-92,-90,-93,-91,-93,-99,-93,-93,-93,-97,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-88,-88,-100,-90,-94,-100,545.0,274.2,1.0
-78,-75,-81,-80,-80,-75,-69,-76,-69,-75,-76,-69,-57,-57,-52,-58,-67,-67,-67,-73,-68,-73,-72,-58,-58,-58,-60,-82,-82,-75,-75,-58,-60,-83,-75,-59,-83,-88,-87,-93,-75,-76,-78,-82,-82,-72,-66,-82,-75,-92,-96,-74,-74,-74,-78,-76,-92,-100,-95,-74,-68,-80,-90,-94,-96,-76,-76,-76,-77,-75,-91,-90,-89,-97,-79,-76,-76,-95,-88,-89,-85,-91,-91,-98,-86,-97,-90,-83,-91,-91,-98,-98,-100,-88,-86,-95,-98,-96,-96,-98,-98,-87,-91,-89,-93,-89,-93,-98,-95,-95,-95,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-89,-90,-100,-92,-94,-100,545.0,288.4,2.0
-76,-76,-80,-80,-80,-75,-69,-76,-69,-75,-76,-69,-57,-57,-52,-58,-68,-67,-67,-70,-68,-73,-72,-58,-59,-59,-60,-80,-80,-75,-75,-59,-60,-81,-75,-60,-82,-87,-87,-92,-76,-76,-78,-82,-82,-72,-67,-82,-76,-90,-97,-74,-74,-74,-77,-75,-91,-100,-97,-74,-68,-81,-90,-92,-95,-76,-76,-76,-76,-75,-90,-89,-88,-96,-79,-76,-76,-93,-89,-89,-85,-89,-88,-99,-85,-96,-92,-82,-89,-89,-97,-97,-100,-88,-86,-95,-98,-95,-95,-99,-99,-87,-90,-90,-94,-89,-92,-97,-93,-93,-94,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-88,-90,-100,-92,-94,-100,545.0,288.4,2.0
-78,-75,-81,-80,-80,-75,-69,-76,-69,-75,-76,-69,-57,-57,-52,-58,-67,-67,-67,-73,-68,-73,-72,-58,-58,-58,-60,-82,-82,-75,-75,-58,-60,-83,-75,-59,-83,-88,-87,-93,-75,-76,-78,-82,-82,-72,-66,-82,-75,-92,-96,-74,-74,-74,-78,-76,-92,-100,-95,-74,-68,-80,-90,-94,-96,-76,-76,-76,-77,-75,-91,-90,-89,-97,-79,-76,-76,-95,-88,-89,-85,-91,-91,-98,-86,-97,-90,-83,-91,-91,-98,-98,-100,-88,-86,-95,-98,-96,-96,-98,-98,-87,-91,-89,-93,-89,-93,-98,-95,-95,-95,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-89,-90,-100,-92,-94,-100,545.0,288.4,2.0
-76,-76,-80,-80,-80,-75,-69,-76,-69,-75,-76,-69,-57,-57,-52,-58,-68,-67,-67,-70,-68,-73,-72,-58,-59,-59,-60,-80,-80,-75,-75,-59,-60,-81,-75,-60,-82,-87,-87,-92,-76,-76,-78,-82,-82,-72,-67,-82,-76,-90,-97,-74,-74,-74,-77,-75,-91,-100,-97,-74,-68,-81,-90,-92,-95,-76,-76,-76,-76,-75,-90,-89,-88,-96,-79,-76,-76,-93,-89,-89,-85,-89,-88,-99,-85,-96,-92,-82,-89,-89,-97,-97,-100,-88,-86,-95,-98,-95,-95,-99,-99,-87,-90,-90,-94,-89,-92,-97,-93,-93,-94,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-88,-90,-100,-92,-94,-100,545.0,288.4,2.0
-81,-73,-83,-81,-81,-75,-70,-76,-70,-74,-76,-70,-57,-57,-52,-58,-66,-66,-68,-76,-69,-72,-72,-58,-57,-57,-59,-84,-84,-74,-74,-57,-59,-85,-74,-59,-84,-87,-86,-96,-74,-76,-78,-82,-82,-72,-66,-82,-74,-95,-95,-74,-74,-74,-78,-77,-94,-100,-93,-74,-69,-77,-89,-96,-97,-76,-76,-77,-77,-75,-92,-92,-90,-98,-80,-77,-76,-96,-88,-90,-86,-94,-94,-98,-89,-98,-88,-84,-94,-94,-98,-98,-100,-88,-85,-95,-97,-97,-97,-97,-97,-87,-91,-88,-92,-89,-96,-98,-96,-96,-97,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-89,-90,-100,-92,-94,-100,545.0,288.4,2.0
-81,-73,-83,-81,-81,-75,-70,-76,-70,-74,-76,-70,-57,-57,-52,-58,-66,-66,-68,-76,-69,-72,-72,-58,-57,-57,-59,-84,-84,-74,-74,-57,-59,-85,-74,-59,-84,-87,-86,-96,-74,-76,-78,-82,-82,-72,-66,-82,-74,-95,-95,-74,-74,-74,-78,-77,-94,-100,-93,-74,-69,-77,-89,-96,-97,-76,-76,-77,-77,-75,-92,-92,-90,-98,-80,-77,-76,-96,-88,-90,-86,-94,-94,-98,-89,-98,-88,-84,-94,-94,-98,-98,-100,-88,-85,-95,-97,-97,-97,-97,-97,-87,-91,-88,-92,-89,-96,-98,-96,-96,-97,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-89,-90,-100,-92,-94,-100,545.0,288.4,2.0
-73,-77,-79,-79,-79,-75,-69,-75,-69,-75,-75,-69,-57,-57,-52,-58,-69,-68,-66,-67,-68,-73,-73,-58,-60,-60,-61,-77,-77,-76,-76,-60,-61,-78,-76,-60,-81,-88,-87,-89,-77,-77,-78,-83,-83,-72,-67,-82,-78,-87,-99,-74,-75,-74,-78,-74,-90,-99,-98,-74,-68,-82,-91,-90,-93,-76,-76,-76,-76,-76,-89,-87,-88,-96,-78,-76,-77,-92,-90,-88,-84,-86,-85,-100,-83,-96,-94,-81,-86,-86,-97,-97,-100,-88,-86,-93,-99,-94,-94,-99,-99,-87,-90,-91,-95,-90,-90,-96,-92,-92,-93,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-90,-100,-92,-94,-100,545.0,302.6,3.0
-76,-76,-80,-80,-80,-75,-69,-76,-69,-75,-76,-69,-57,-57,-52,-58,-68,-67,-67,-70,-68,-73,-72,-58,-59,-59,-60,-80,-80,-75,-75,-59,-60,-81,-75,-60,-82,-87,-87,-92,-76,-76,-78,-82,-82,-72,-67,-82,-76,-90,-97,-74,-74,-74,-77,-75,-91,-100,-97,-74,-68,-81,-90,-92,-95,-76,-76,-76,-76,-75,-90,-89,-88,-96,-79,-76,-76,-93,-89,-89,-85,-89,-88,-99,-85,-96,-92,-82,-89,-89,-97,-97,-100,-88,-86,-95,-98,-95,-95,-99,-99,-87,-90,-90,-94,-89,-92,-97,-93,-93,-94,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-88,-90,-100,-92,-94,-100,545.0,302.6,3.0
-76,-76,-80,-80,-80,-75,-69,-76,-69,-75,-76,-69,-57,-57,-52,-58,-68,-67,-67,-70,-68,-73,-72,-58,-59,-59,-60,-80,-80,-75,-75,-59,-60,-81,-75,-60,-82,-87,-87,-92,-76,-76,-78,-82,-82,-72,-67,-82,-76,-90,-97,-74,-74,-74,-77,-75,-91,-100,-97,-74,-68,-81,-90,-92,-95,-76,-76,-76,-76,-75,-90,-89,-88,-96,-79,-76,-76,-93,-89,-89,-85,-89,-88,-99,-85,-96,-92,-82,-89,-89,-97,-97,-100,-88,-86,-95,-98,-95,-95,-99,-99,-87,-90,-90,-94,-89,-92,-97,-93,-93,-94,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-88,-90,-100,-92,-94,-100,545.0,302.6,3.0
-76,-76,-80,-80,-80,-75,-69,-76,-69,-75,-76,-69,-57,-57,-52,-58,-68,-67,-67,-70,-68,-73,-72,-58,-59,-59,-60,-80,-80,-75,-75,-59,-60,-81,-75,-60,-82,-87,-87,-92,-76,-76,-78,-82,-82,-72,-67,-82,-76,-90,-97,-74,-74,-74,-77,-75,-91,-100,-97,-74,-68,-81,-90,-92,-95,-76,-76,-76,-76,-75,-90,-89,-88,-96,-79,-76,-76,-93,-89,-89,-85,-89,-88,-99,-85,-96,-92,-82,-89,-89,-97,-97,-100,-88,-86,-95,-98,-95,-95,-99,-99,-87,-90,-90,-94,-89,-92,-97,-93,-93,-94,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-88,-90,-100,-92,-94,-100,545.0,302.6,3.0
-73,-77,-79,-79,-79,-75,-69,-75,-69,-75,-75,-69,-57,-57,-52,-58,-69,-68,-66,-67,-68,-73,-73,-58,-60,-60,-61,-77,-77,-76,-76,-60,-61,-78,-76,-60,-81,-88,-87,-89,-77,-77,-78,-83,-83,-72,-67,-82,-78,-87,-99,-74,-75,-74,-78,-74,-90,-99,-98,-74,-68,-82,-91,-90,-93,-76,-76,-76,-76,-76,-89,-87,-88,-96,-78,-76,-77,-92,-90,-88,-84,-86,-85,-100,-83,-96,-94,-81,-86,-86,-97,-97,-100,-88,-86,-93,-99,-94,-94,-99,-99,-87,-90,-91,-95,-90,-90,-96,-92,-92,-93,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-90,-100,-92,-94,-100,545.0,302.6,3.0
-79,-74,-81,-80,-80,-75,-69,-76,-69,-75,-76,-69,-57,-57,-52,-58,-67,-67,-68,-73,-68,-73,-72,-58,-58,-58,-60,-82,-82,-75,-75,-58,-60,-83,-75,-59,-83,-87,-86,-94,-75,-76,-78,-82,-82,-72,-66,-82,-75,-93,-96,-74,-74,-74,-77,-76,-93,-100,-95,-74,-68,-79,-89,-94,-96,-76,-76,-77,-77,-75,-91,-91,-89,-97,-80,-76,-76,-95,-88,-90,-85,-92,-92,-98,-87,-97,-90,-83,-92,-92,-98,-98,-100,-88,-86,-95,-98,-96,-96,-98,-98,-87,-91,-89,-93,-89,-94,-98,-95,-95,-95,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-89,-90,-100,-92,-94,-100,545.0,302.6,3.0
-72,-77,-79,-79,-79,-74,-68,-75,-68,-76,-75,-68,-58,-58,-53,-59,-70,-69,-66,-67,-68,-73,-73,-59,-61,-61,-61,-77,-77,-76,-76,-61,-61,-78,-76,-60,-82,-90,-88,-85,-77,-77,-78,-83,-83,-72,-68,-83,-77,-85,-100,-75,-75,-75,-79,-73,-90,-97,-97,-75,-68,-82,-92,-90,-89,-76,-78,-76,-76,-76,-89,-88,-89,-96,-79,-76,-77,-92,-90,-89,-84,-85,-84,-100,-83,-97,-94,-82,-85,-85,-96,-98,-100,-89,-85,-92,-100,-94,-94,-97,-98,-85,-89,-93,-95,-90,-90,-96,-92,-92,-94,-96,-99,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-90,-100,-92,-94,-100,545.0,316.79999999999995,4.0
-72,-77,-79,-79,-79,-74,-68,-75,-68,-76,-75,-68,-58,-58,-53,-59,-70,-69,-66,-67,-68,-73,-73,-59,-61,-61,-61,-77,-77,-76,-76,-61,-61,-78,-76,-60,-82,-90,-88,-85,-77,-77,-78,-83,-83,-72,-68,-83,-77,-85,-100,-75,-75,-75,-79,-73,-90,-97,-97,-75,-68,-82,-92,-90,-89,-76,-78,-76,-76,-76,-89,-88,-89,-96,-79,-76,-77,-92,-90,-89,-84,-85,-84,-100,-83,-97,-94,-82,-85,-85,-96,-98,-100,-89,-85,-92,-100,-94,-94,-97,-98,-85,-89,-93,-95,-90,-90,-96,-92,-92,-94,-96,-99,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-90,-100,-92,-94,-100,545.0,316.79999999999995,4.0
-72,-77,-79,-79,-79,-75,-69,-75,-69,-76,-75,-69,-58,-58,-52,-58,-70,-69,-66,-67,-68,-73,-73,-58,-61,-61,-61,-77,-77,-76,-76,-61,-61,-78,-76,-60,-81,-90,-87,-86,-77,-77,-78,-83,-83,-72,-68,-83,-78,-86,-100,-74,-75,-74,-80,-74,-90,-98,-98,-74,-68,-83,-92,-90,-90,-76,-77,-76,-76,-76,-88,-87,-88,-96,-77,-76,-77,-92,-90,-88,-84,-85,-84,-100,-82,-97,-94,-81,-85,-85,-97,-98,-100,-89,-86,-93,-100,-94,-94,-98,-98,-86,-89,-92,-95,-90,-89,-96,-91,-92,-94,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-90,-100,-92,-94,-100,545.0,316.79999999999995,4.0
-73,-77,-79,-79,-79,-75,-69,-75,-69,-75,-75,-69,-57,-57,-52,-58,-69,-68,-66,-67,-68,-73,-73,-58,-60,-60,-61,-77,-77,-76,-76,-60,-61,-78,-76,-60,-81,-88,-87,-88,-77,-77,-78,-83,-83,-72,-68,-82,-78,-87,-99,-74,-75,-74,-78,-74,-90,-98,-98,-74,-68,-81,-91,-90,-92,-76,-77,-76,-76,-76,-90,-88,-89,-96,-79,-76,-77,-92,-90,-89,-84,-86,-85,-100,-83,-97,-94,-81,-86,-86,-97,-98,-100,-88,-86,-93,-99,-94,-94,-98,-98,-86,-89,-92,-95,-90,-90,-96,-92,-93,-94,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-90,-100,-92,-94,-100,545.0,316.79999999999995,4.0
-76,-75,-80,-80,-80,-75,-69,-75,-69,-75,-75,-69,-57,-57,-53,-58,-68,-67,-67,-70,-68,-73,-72,-58,-59,-59,-60,-80,-81,-75,-75,-59,-60,-81,-75,-60,-83,-87,-88,-90,-75,-76,-78,-83,-83,-72,-67,-82,-76,-89,-97,-74,-75,-74,-77,-74,-92,-98,-96,-74,-68,-80,-90,-93,-94,-76,-77,-76,-76,-75,-91,-90,-89,-96,-81,-76,-76,-93,-90,-90,-85,-89,-89,-99,-86,-97,-92,-83,-90,-90,-97,-97,-100,-88,-86,-94,-98,-95,-95,-98,-98,-87,-90,-91,-94,-89,-92,-98,-94,-94,-95,-96,-99,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-88,-90,-100,-92,-94,-100,545.0,316.79999999999995,4.0
