b0:be:76:f8:30:5e,80:8d:b7:55:3a:50,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,44:48:c1:a5:82:32,80:8d:b7:55:39:d1,44:48:c1:a5:82:31,80:8d:b7:55:39:d2,80:8d:b7:55:25:e3,44:48:c1:a5:82:30,80:8d:b7:55:39:d0,80:8d:b7:55:35:11,80:8d:b7:55:35:12,ea:9e:b4:53:24:54,80:8d:b7:55:35:13,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:35:03,80:8d:b7:55:35:01,80:8d:b7:55:35:02,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:35:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:01,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,38:17:c3:1e:ff:10,38:17:c3:1f:01:90,38:17:c3:1f:0e:02,38:17:c3:1f:01:82,38:17:c3:1f:01:80,38:17:c3:1f:22:30,20:a6:cd:50:24:a1,80:8d:b7:55:3a:51,38:17:c3:19:d7:61,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:19:d7:70,80:8d:b7:55:39:c0,20:a6:cd:50:24:b0,80:8d:b7:55:3a:52,20:a6:cd:50:24:a2,38:17:c3:1f:09:83,66:2a:2f:53:7c:99,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,44:48:c1:a5:82:21,44:48:c1:a5:82:22,72:32:b1:3e:1a:b7,38:17:c3:1f:09:93,00:4e:35:df:06:40,b4:5d:50:e1:92:23,80:8d:b7:55:25:f0,80:8d:b7:55:35:00,44:48:c1:a5:82:20,00:4e:35:de:e1:12,38:17:c3:1f:09:90,20:a6:cd:50:24:a0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:19:d7:62,68:ff:7b:e4:af:38,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:df:06:41,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,38:17:c3:19:d7:60,38:17:c3:19:45:a0,38:17:c3:19:71:90,38:17:c3:19:55:50,60:32:b1:3e:1a:b7,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,b4:5d:50:e1:96:43,38:17:c3:1e:ff:00,00:4e:35:df:06:42,38:17:c3:1f:22:32,38:17:c3:1f:01:81,38:17:c3:19:45:a1,38:17:c3:19:45:a2,60:32:b1:3e:1a:b8,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:19:55:40,b4:5d:50:e1:92:33,38:17:c3:19:45:b0,68:ff:7b:e4:af:39,20:a6:cd:42:0b:e3,38:17:c3:1f:09:91,38:17:c3:1f:09:92,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:19:45:b1,b4:5d:50:e1:92:31,38:17:c3:1f:22:31,38:17:c3:19:71:92,38:17:c3:19:71:91,b4:5d:50:e1:96:53,38:17:c3:1f:00:b0,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,20:a6:cd:42:0b:f0,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,38:17:c3:19:55:41,38:17:c3:1f:08:51,38:17:c3:19:55:42,38:17:c3:1f:08:50,38:17:c3:1f:08:52,44:48:c1:91:95:b3,a8:bd:27:4c:bd:22,44:48:c1:91:95:b2,a8:bd:27:4c:bd:21,00:4e:35:de:d7:52,a8:bd:27:4c:bd:20,38:17:c3:1f:08:42,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:08:41,00:4e:35:de:d7:53,38:17:c3:1f:08:40,00:4e:35:de:e1:00,00:4e:35:de:e1:01,00:4e:35:de:e1:02,00:4e:35:df:0e:12,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,00:4e:35:de:d7:43,38:17:c3:19:71:80,00:4e:35:de:d7:42,00:4e:35:df:0e:11,38:17:c3:19:71:81,38:17:c3:19:36:30,38:17:c3:19:71:82,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:10,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:01,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:b2,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,00:4e:35:df:0e:00,38:17:c3:1b:08:b1,38:17:c3:24:4f:10,00:4e:35:df:27:12,00:4e:35:de:d7:41,00:4e:35:de:d7:40,38:17:c3:1f:0f:92,00:4e:35:df:27:01,00:4e:35:df:27:02,20:a6:cd:42:0b:f1,70:56:81:c9:91:ab,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1f:0f:90,00:4e:35:df:27:00,38:17:c3:19:36:32,38:17:c3:1f:0f:91,38:17:c3:24:4f:01,20:a6:cd:42:0b:f3,56:13:79:14:54:6d,20:a6:cd:42:0b:f2,32:f7:72:50:57:3b,x,y,label
-64,-59,-71,-71,-70,-74,-68,-74,-68,-77,-74,-68,-73,-73,-70,-73,-74,-68,-75,-80,-80,-87,-84,-73,-84,-85,-88,-100,-100,-100,-100,-85,-85,-95,-100,-82,-100,-100,-90,-100,-59,-90,-92,-100,-100,-84,-74,-92,-59,-100,-100,-74,-71,-71,-71,-76,-76,-97,-100,-74,-93,-71,-80,-79,-79,-100,-100,-77,-77,-66,-66,-90,-86,-78,-77,-74,-77,-66,-93,-100,-89,-87,-100,-100,-100,-100,-100,-100,-74,-93,-100,-100,-100,-95,-79,-78,-81,-88,-98,-82,-100,-100,-100,-98,-95,-95,-100,-89,-93,-90,-87,-100,-100,-100,-100,-100,-100,-97,-97,-97,-80,-86,-85,-86,-86,-100,-97,-100,-97,-88,-100,-96,-93,-93,-95,-93,-88,-94,-84,-80,-80,-89,-93,-93,-91,-93,-93,-95,-97,-100,-91,-97,-95,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-91,-100,-100,-100,-91,-100,-100,545.0,543.9999999999999,20.0
-64,-62,-69,-69,-69,-76,-68,-76,-68,-77,-76,-68,-75,-80,-73,-75,-78,-77,-77,-90,-87,-82,-82,-76,-90,-90,-93,-100,-100,-100,-100,-90,-90,-100,-100,-83,-100,-100,-88,-100,-62,-96,-100,-100,-100,-82,-83,-96,-62,-100,-100,-78,-68,-68,-68,-78,-78,-97,-100,-79,-96,-68,-90,-82,-81,-100,-100,-78,-77,-67,-66,-96,-91,-74,-74,-73,-77,-66,-100,-100,-90,-83,-100,-100,-100,-100,-100,-100,-73,-94,-100,-100,-100,-98,-81,-80,-84,-92,-98,-89,-100,-100,-100,-98,-97,-98,-100,-92,-94,-94,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-85,-81,-85,-85,-100,-94,-100,-95,-92,-100,-94,-95,-93,-95,-90,-90,-91,-84,-80,-80,-85,-100,-100,-89,-91,-92,-95,-100,-100,-90,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-89,-100,-100,-100,-91,-100,-100,545.0,543.9999999999999,20.0
-64,-62,-69,-69,-69,-76,-68,-76,-68,-77,-76,-68,-75,-80,-73,-75,-78,-77,-77,-90,-87,-82,-82,-76,-90,-90,-93,-100,-100,-100,-100,-90,-90,-100,-100,-83,-100,-100,-88,-100,-62,-96,-100,-100,-100,-82,-83,-96,-62,-100,-100,-78,-68,-68,-68,-78,-78,-97,-100,-79,-96,-68,-90,-82,-81,-100,-100,-78,-77,-67,-66,-96,-91,-74,-74,-73,-77,-66,-100,-100,-90,-83,-100,-100,-100,-100,-100,-100,-73,-94,-100,-100,-100,-98,-81,-80,-84,-92,-98,-89,-100,-100,-100,-98,-97,-98,-100,-92,-94,-94,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-85,-81,-85,-85,-100,-94,-100,-95,-92,-100,-94,-95,-93,-95,-90,-90,-91,-84,-80,-80,-85,-100,-100,-89,-91,-92,-95,-100,-100,-90,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-89,-100,-100,-100,-91,-100,-100,545.0,543.9999999999999,20.0
-64,-62,-69,-69,-69,-76,-68,-76,-68,-77,-76,-68,-75,-80,-73,-75,-78,-77,-77,-90,-87,-82,-82,-76,-90,-90,-93,-100,-100,-100,-100,-90,-90,-100,-100,-83,-100,-100,-88,-100,-62,-96,-100,-100,-100,-82,-83,-96,-62,-100,-100,-78,-68,-68,-68,-78,-78,-97,-100,-79,-96,-68,-90,-82,-81,-100,-100,-78,-77,-67,-66,-96,-91,-74,-74,-73,-77,-66,-100,-100,-90,-83,-100,-100,-100,-100,-100,-100,-73,-94,-100,-100,-100,-98,-81,-80,-84,-92,-98,-89,-100,-100,-100,-98,-97,-98,-100,-92,-94,-94,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-85,-81,-85,-85,-100,-94,-100,-95,-92,-100,-94,-95,-93,-95,-90,-90,-91,-84,-80,-80,-85,-100,-100,-89,-91,-92,-95,-100,-100,-90,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-89,-100,-100,-100,-91,-100,-100,545.0,543.9999999999999,20.0
-64,-62,-69,-69,-69,-76,-68,-76,-68,-77,-76,-68,-75,-80,-73,-75,-78,-77,-77,-90,-87,-82,-82,-76,-90,-90,-93,-100,-100,-100,-100,-90,-90,-100,-100,-83,-100,-100,-88,-100,-62,-96,-100,-100,-100,-82,-83,-96,-62,-100,-100,-78,-68,-68,-68,-78,-78,-97,-100,-79,-96,-68,-90,-82,-81,-100,-100,-78,-77,-67,-66,-96,-91,-74,-74,-73,-77,-66,-100,-100,-90,-83,-100,-100,-100,-100,-100,-100,-73,-94,-100,-100,-100,-98,-81,-80,-84,-92,-98,-89,-100,-100,-100,-98,-97,-98,-100,-92,-94,-94,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-85,-81,-85,-85,-100,-94,-100,-95,-92,-100,-94,-95,-93,-95,-90,-90,-91,-84,-80,-80,-85,-100,-100,-89,-91,-92,-95,-100,-100,-90,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-89,-100,-100,-100,-91,-100,-100,545.0,543.9999999999999,20.0
-64,-62,-69,-69,-69,-76,-68,-76,-68,-77,-76,-68,-75,-80,-73,-75,-78,-77,-77,-90,-87,-82,-82,-76,-90,-90,-93,-100,-100,-100,-100,-90,-90,-100,-100,-83,-100,-100,-88,-100,-62,-96,-100,-100,-100,-82,-83,-96,-62,-100,-100,-78,-68,-68,-68,-78,-78,-97,-100,-79,-96,-68,-90,-82,-81,-100,-100,-78,-77,-67,-66,-96,-91,-74,-74,-73,-77,-66,-100,-100,-90,-83,-100,-100,-100,-100,-100,-100,-73,-94,-100,-100,-100,-98,-81,-80,-84,-92,-98,-89,-100,-100,-100,-98,-97,-98,-100,-92,-94,-94,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-85,-81,-85,-85,-100,-94,-100,-95,-92,-100,-94,-95,-93,-95,-90,-90,-91,-84,-80,-80,-85,-100,-100,-89,-91,-92,-95,-100,-100,-90,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-89,-100,-100,-100,-91,-100,-100,545.0,543.9999999999999,20.0
-62,-61,-70,-70,-69,-77,-67,-77,-67,-77,-77,-67,-77,-77,-81,-77,-79,-73,-79,-91,-85,-82,-82,-77,-89,-90,-93,-100,-100,-100,-100,-86,-90,-100,-98,-90,-100,-100,-90,-100,-61,-94,-100,-100,-100,-82,-79,-98,-61,-100,-100,-80,-69,-69,-69,-80,-83,-100,-100,-80,-94,-69,-91,-83,-80,-100,-100,-77,-76,-66,-66,-93,-97,-72,-72,-74,-77,-66,-100,-100,-92,-78,-100,-100,-100,-100,-100,-100,-74,-97,-100,-100,-100,-100,-80,-84,-84,-92,-98,-87,-100,-100,-100,-98,-100,-100,-100,-91,-97,-94,-97,-100,-100,-100,-100,-100,-100,-97,-100,-100,-73,-82,-75,-82,-82,-100,-97,-100,-97,-90,-100,-87,-97,-95,-96,-84,-87,-85,-87,-80,-80,-87,-97,-97,-88,-89,-89,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-89,-100,-100,-100,-91,-100,-100,545.0,558.1999999999999,21.0
-62,-61,-70,-70,-69,-77,-67,-77,-67,-77,-77,-67,-77,-77,-76,-76,-79,-73,-79,-91,-86,-82,-82,-77,-93,-94,-93,-100,-100,-100,-100,-90,-90,-100,-100,-90,-100,-100,-90,-100,-61,-94,-100,-100,-100,-82,-85,-98,-61,-100,-100,-78,-69,-69,-69,-80,-83,-100,-100,-80,-96,-69,-91,-83,-81,-100,-100,-77,-76,-66,-66,-96,-97,-73,-72,-74,-77,-66,-100,-100,-93,-78,-100,-100,-100,-100,-100,-100,-79,-97,-100,-100,-100,-100,-81,-85,-84,-92,-98,-87,-100,-100,-100,-97,-100,-100,-100,-91,-97,-97,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-82,-80,-82,-85,-100,-97,-100,-97,-90,-100,-87,-100,-95,-100,-84,-88,-85,-88,-80,-80,-87,-100,-100,-88,-89,-88,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-89,-100,-100,-100,-91,-100,-100,545.0,558.1999999999999,21.0
-62,-62,-69,-69,-69,-77,-68,-78,-68,-77,-78,-68,-77,-77,-76,-77,-85,-73,-80,-95,-87,-83,-82,-77,-93,-94,-93,-100,-100,-100,-100,-90,-90,-100,-100,-90,-100,-100,-90,-100,-62,-96,-97,-100,-100,-82,-85,-98,-62,-100,-100,-81,-74,-74,-74,-80,-79,-100,-100,-77,-95,-74,-95,-83,-79,-100,-100,-82,-81,-66,-66,-96,-97,-72,-71,-72,-82,-65,-100,-100,-93,-77,-100,-100,-100,-100,-100,-100,-72,-97,-100,-100,-100,-100,-79,-83,-89,-94,-98,-86,-100,-100,-100,-98,-100,-100,-100,-93,-97,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-82,-80,-82,-83,-100,-94,-100,-94,-90,-97,-91,-100,-97,-100,-87,-88,-89,-92,-84,-84,-90,-100,-100,-88,-88,-88,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-97,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-93,-100,-100,-100,-94,-100,-100,545.0,558.1999999999999,21.0
-63,-62,-69,-69,-69,-76,-67,-76,-67,-77,-76,-67,-76,-76,-81,-75,-78,-72,-78,-86,-84,-83,-83,-76,-89,-90,-93,-100,-100,-100,-100,-89,-90,-100,-98,-90,-100,-100,-94,-100,-62,-91,-100,-100,-100,-83,-84,-98,-62,-100,-100,-77,-71,-71,-71,-80,-88,-100,-100,-81,-96,-71,-86,-84,-81,-100,-100,-76,-75,-66,-66,-93,-97,-73,-72,-76,-76,-66,-100,-100,-90,-78,-100,-100,-100,-100,-100,-100,-80,-97,-100,-100,-100,-100,-81,-80,-79,-90,-100,-87,-100,-100,-100,-97,-100,-100,-100,-90,-97,-94,-94,-100,-100,-100,-100,-100,-100,-97,-100,-100,-73,-83,-82,-83,-86,-100,-97,-100,-97,-89,-100,-87,-97,-92,-96,-84,-88,-84,-83,-80,-80,-84,-97,-97,-88,-89,-89,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-89,-100,-100,-100,-91,-100,-100,545.0,558.1999999999999,21.0
-63,-62,-69,-69,-69,-76,-67,-76,-67,-77,-76,-67,-76,-76,-81,-75,-78,-72,-78,-86,-84,-83,-83,-76,-89,-90,-93,-100,-100,-100,-100,-89,-90,-100,-98,-90,-100,-100,-94,-100,-62,-91,-100,-100,-100,-83,-84,-98,-62,-100,-100,-77,-71,-71,-71,-80,-88,-100,-100,-81,-96,-71,-86,-84,-81,-100,-100,-76,-75,-66,-66,-93,-97,-73,-72,-76,-76,-66,-100,-100,-90,-78,-100,-100,-100,-100,-100,-100,-80,-97,-100,-100,-100,-100,-81,-80,-79,-90,-100,-87,-100,-100,-100,-97,-100,-100,-100,-90,-97,-94,-94,-100,-100,-100,-100,-100,-100,-97,-100,-100,-73,-83,-82,-83,-86,-100,-97,-100,-97,-89,-100,-87,-97,-92,-96,-84,-88,-84,-83,-80,-80,-84,-97,-97,-88,-89,-89,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-89,-100,-100,-100,-91,-100,-100,545.0,558.1999999999999,21.0
-62,-62,-69,-69,-69,-77,-68,-78,-68,-77,-78,-68,-77,-77,-76,-77,-85,-73,-80,-95,-87,-83,-82,-77,-93,-94,-93,-100,-100,-100,-100,-90,-90,-100,-100,-90,-100,-100,-90,-100,-62,-96,-97,-100,-100,-82,-85,-98,-62,-100,-100,-81,-74,-74,-74,-80,-79,-100,-100,-77,-95,-74,-95,-83,-79,-100,-100,-82,-81,-66,-66,-96,-97,-72,-71,-72,-82,-65,-100,-100,-93,-77,-100,-100,-100,-100,-100,-100,-72,-97,-100,-100,-100,-100,-79,-83,-89,-94,-98,-86,-100,-100,-100,-98,-100,-100,-100,-93,-97,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-82,-80,-82,-83,-100,-94,-100,-94,-90,-97,-91,-100,-97,-100,-87,-88,-89,-92,-84,-84,-90,-100,-100,-88,-88,-88,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-97,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-93,-100,-100,-100,-94,-100,-100,545.0,558.1999999999999,21.0
-60,-62,-69,-68,-68,-78,-69,-78,-69,-78,-78,-69,-78,-78,-77,-78,-80,-73,-81,-96,-88,-83,-83,-78,-90,-90,-93,-100,-100,-100,-100,-86,-93,-100,-100,-93,-100,-100,-90,-100,-62,-100,-94,-100,-100,-82,-80,-100,-62,-100,-100,-82,-72,-72,-72,-79,-79,-100,-100,-75,-93,-72,-96,-79,-78,-100,-100,-82,-82,-66,-66,-100,-97,-71,-71,-69,-82,-65,-100,-100,-93,-71,-100,-100,-100,-100,-100,-100,-69,-97,-100,-100,-100,-100,-78,-82,-88,-96,-98,-85,-100,-100,-100,-100,-100,-100,-100,-94,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-82,-80,-82,-83,-100,-91,-100,-92,-90,-94,-94,-100,-100,-100,-91,-88,-92,-96,-88,-84,-91,-100,-100,-88,-89,-88,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-97,-95,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-93,-100,-100,-100,-94,-100,-100,545.0,572.4,22.0
-62,-62,-69,-69,-69,-77,-68,-77,-68,-77,-77,-68,-77,-81,-81,-77,-79,-78,-78,-91,-88,-82,-82,-77,-89,-90,-93,-100,-100,-100,-100,-89,-90,-100,-98,-87,-100,-100,-91,-100,-62,-94,-100,-100,-100,-82,-84,-98,-62,-100,-100,-79,-69,-69,-69,-80,-83,-100,-100,-80,-96,-69,-91,-84,-80,-100,-100,-77,-76,-66,-66,-93,-95,-73,-72,-74,-77,-65,-100,-100,-90,-78,-100,-100,-100,-100,-100,-100,-74,-94,-100,-100,-100,-100,-80,-79,-79,-92,-100,-90,-100,-100,-100,-98,-100,-100,-100,-92,-94,-94,-97,-100,-100,-100,-100,-100,-100,-97,-100,-100,-73,-82,-76,-82,-82,-100,-94,-100,-95,-90,-100,-90,-97,-95,-96,-87,-87,-88,-83,-80,-80,-84,-97,-97,-89,-89,-89,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-89,-100,-100,-100,-91,-100,-100,545.0,572.4,22.0
-61,-63,-67,-67,-67,-78,-70,-79,-70,-77,-79,-70,-78,-78,-77,-78,-79,-73,-81,-93,-87,-83,-83,-78,-86,-86,-93,-100,-100,-100,-100,-86,-93,-100,-100,-93,-100,-100,-94,-100,-63,-100,-91,-100,-100,-83,-80,-100,-63,-100,-100,-81,-72,-73,-72,-79,-79,-100,-100,-74,-93,-73,-93,-80,-77,-100,-100,-82,-82,-66,-65,-100,-97,-71,-71,-68,-82,-65,-100,-100,-93,-71,-100,-100,-100,-100,-100,-100,-68,-97,-100,-100,-100,-100,-77,-77,-82,-96,-100,-85,-100,-100,-100,-100,-100,-100,-100,-96,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-84,-80,-83,-84,-100,-91,-100,-92,-93,-94,-95,-100,-100,-100,-94,-89,-95,-96,-88,-85,-89,-100,-100,-88,-91,-90,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-97,-93,-95,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-97,-100,-100,-100,-98,-100,-100,545.0,572.4,22.0
-61,-63,-67,-67,-67,-78,-70,-79,-70,-77,-79,-70,-78,-78,-77,-78,-79,-73,-81,-93,-87,-83,-83,-78,-86,-86,-93,-100,-100,-100,-100,-86,-93,-100,-100,-93,-100,-100,-94,-100,-63,-100,-91,-100,-100,-83,-80,-100,-63,-100,-100,-81,-72,-73,-72,-79,-79,-100,-100,-74,-93,-73,-93,-80,-77,-100,-100,-82,-82,-66,-65,-100,-97,-71,-71,-68,-82,-65,-100,-100,-93,-71,-100,-100,-100,-100,-100,-100,-68,-97,-100,-100,-100,-100,-77,-77,-82,-96,-100,-85,-100,-100,-100,-100,-100,-100,-100,-96,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-84,-80,-83,-84,-100,-91,-100,-92,-93,-94,-95,-100,-100,-100,-94,-89,-95,-96,-88,-85,-89,-100,-100,-88,-91,-90,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-97,-93,-95,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-97,-100,-100,-100,-98,-100,-100,545.0,572.4,22.0
-60,-62,-69,-68,-68,-78,-69,-78,-69,-78,-78,-69,-78,-78,-77,-78,-80,-73,-81,-96,-88,-83,-83,-78,-90,-90,-93,-100,-100,-100,-100,-86,-93,-100,-100,-93,-100,-100,-90,-100,-62,-100,-94,-100,-100,-82,-80,-100,-62,-100,-100,-82,-72,-72,-72,-79,-79,-100,-100,-75,-93,-72,-96,-79,-78,-100,-100,-82,-82,-66,-66,-100,-97,-71,-71,-69,-82,-65,-100,-100,-93,-71,-100,-100,-100,-100,-100,-100,-69,-97,-100,-100,-100,-100,-78,-82,-88,-96,-98,-85,-100,-100,-100,-100,-100,-100,-100,-94,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-82,-80,-82,-83,-100,-91,-100,-92,-90,-94,-94,-100,-100,-100,-91,-88,-92,-96,-88,-84,-91,-100,-100,-88,-89,-88,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-97,-95,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-93,-100,-100,-100,-94,-100,-100,545.0,572.4,22.0
-61,-63,-67,-67,-67,-78,-70,-79,-70,-77,-79,-70,-78,-78,-77,-78,-79,-73,-81,-93,-87,-83,-83,-78,-86,-86,-93,-100,-100,-100,-100,-86,-93,-100,-100,-93,-100,-100,-94,-100,-63,-100,-91,-100,-100,-83,-80,-100,-63,-100,-100,-81,-72,-73,-72,-79,-79,-100,-100,-74,-93,-73,-93,-80,-77,-100,-100,-82,-82,-66,-65,-100,-97,-71,-71,-68,-82,-65,-100,-100,-93,-71,-100,-100,-100,-100,-100,-100,-68,-97,-100,-100,-100,-100,-77,-77,-82,-96,-100,-85,-100,-100,-100,-100,-100,-100,-100,-96,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-84,-80,-83,-84,-100,-91,-100,-92,-93,-94,-95,-100,-100,-100,-94,-89,-95,-96,-88,-85,-89,-100,-100,-88,-91,-90,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-97,-93,-95,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-97,-100,-100,-100,-98,-100,-100,545.0,572.4,22.0
