b0:be:76:f8:30:5e,80:8d:b7:55:3a:50,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,44:48:c1:a5:82:32,80:8d:b7:55:39:d1,44:48:c1:a5:82:31,80:8d:b7:55:39:d2,80:8d:b7:55:25:e3,44:48:c1:a5:82:30,80:8d:b7:55:39:d0,80:8d:b7:55:35:11,80:8d:b7:55:35:12,ea:9e:b4:53:24:54,80:8d:b7:55:35:13,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:35:03,80:8d:b7:55:35:01,80:8d:b7:55:35:02,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:35:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:01,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,38:17:c3:1e:ff:10,38:17:c3:1f:01:90,38:17:c3:1f:0e:02,38:17:c3:1f:01:82,38:17:c3:1f:01:80,38:17:c3:1f:22:30,20:a6:cd:50:24:a1,80:8d:b7:55:3a:51,38:17:c3:19:d7:61,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:19:d7:70,80:8d:b7:55:39:c0,20:a6:cd:50:24:b0,80:8d:b7:55:3a:52,20:a6:cd:50:24:a2,38:17:c3:1f:09:83,66:2a:2f:53:7c:99,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,44:48:c1:a5:82:21,44:48:c1:a5:82:22,72:32:b1:3e:1a:b7,38:17:c3:1f:09:93,00:4e:35:df:06:40,b4:5d:50:e1:92:23,80:8d:b7:55:25:f0,80:8d:b7:55:35:00,44:48:c1:a5:82:20,00:4e:35:de:e1:12,38:17:c3:1f:09:90,20:a6:cd:50:24:a0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:19:d7:62,68:ff:7b:e4:af:38,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:df:06:41,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,38:17:c3:19:d7:60,38:17:c3:19:45:a0,38:17:c3:19:71:90,38:17:c3:19:55:50,60:32:b1:3e:1a:b7,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,b4:5d:50:e1:96:43,38:17:c3:1e:ff:00,00:4e:35:df:06:42,38:17:c3:1f:22:32,38:17:c3:1f:01:81,38:17:c3:19:45:a1,38:17:c3:19:45:a2,60:32:b1:3e:1a:b8,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:19:55:40,b4:5d:50:e1:92:33,38:17:c3:19:45:b0,68:ff:7b:e4:af:39,20:a6:cd:42:0b:e3,38:17:c3:1f:09:91,38:17:c3:1f:09:92,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:19:45:b1,b4:5d:50:e1:92:31,38:17:c3:1f:22:31,38:17:c3:19:71:92,38:17:c3:19:71:91,b4:5d:50:e1:96:53,38:17:c3:1f:00:b0,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,20:a6:cd:42:0b:f0,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,38:17:c3:19:55:41,38:17:c3:1f:08:51,38:17:c3:19:55:42,38:17:c3:1f:08:50,38:17:c3:1f:08:52,44:48:c1:91:95:b3,a8:bd:27:4c:bd:22,44:48:c1:91:95:b2,a8:bd:27:4c:bd:21,00:4e:35:de:d7:52,a8:bd:27:4c:bd:20,38:17:c3:1f:08:42,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:08:41,00:4e:35:de:d7:53,38:17:c3:1f:08:40,00:4e:35:de:e1:00,00:4e:35:de:e1:01,00:4e:35:de:e1:02,00:4e:35:df:0e:12,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,00:4e:35:de:d7:43,38:17:c3:19:71:80,00:4e:35:de:d7:42,00:4e:35:df:0e:11,38:17:c3:19:71:81,38:17:c3:19:36:30,38:17:c3:19:71:82,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:10,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:01,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:b2,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,00:4e:35:df:0e:00,38:17:c3:1b:08:b1,38:17:c3:24:4f:10,00:4e:35:df:27:12,00:4e:35:de:d7:41,00:4e:35:de:d7:40,38:17:c3:1f:0f:92,00:4e:35:df:27:01,00:4e:35:df:27:02,20:a6:cd:42:0b:f1,70:56:81:c9:91:ab,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1f:0f:90,00:4e:35:df:27:00,38:17:c3:19:36:32,38:17:c3:1f:0f:91,38:17:c3:24:4f:01,20:a6:cd:42:0b:f3,56:13:79:14:54:6d,20:a6:cd:42:0b:f2,32:f7:72:50:57:3b,x,y,label
-49,-72,-55,-54,-54,-84,-78,-85,-79,-77,-85,-79,-84,-83,-80,-92,-85,-86,-88,-95,-89,-89,-91,-84,-84,-87,-87,-100,-100,-100,-100,-84,-91,-100,-100,-87,-100,-100,-100,-100,-71,-100,-100,-100,-100,-87,-89,-100,-72,-100,-100,-84,-72,-72,-72,-91,-92,-100,-100,-60,-96,-72,-85,-95,-70,-100,-100,-77,-78,-78,-73,-100,-91,-61,-61,-60,-77,-79,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-69,-70,-60,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-60,-100,-100,-100,-81,-100,-82,-100,-86,-100,-100,-100,-100,-100,-100,-100,-77,-77,-77,-81,-100,-100,-80,-79,-83,-100,-100,-100,-82,-100,-100,-100,-88,-93,-89,-85,-87,-87,-88,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,643.4000000000002,27.0
-49,-71,-55,-54,-54,-84,-79,-85,-79,-77,-85,-79,-84,-83,-80,-92,-85,-89,-88,-92,-89,-89,-91,-84,-87,-90,-90,-100,-100,-100,-100,-87,-91,-100,-100,-90,-100,-100,-100,-100,-71,-100,-100,-100,-100,-87,-93,-100,-72,-100,-100,-85,-71,-72,-72,-92,-91,-100,-100,-60,-98,-72,-86,-95,-72,-100,-100,-77,-78,-73,-73,-100,-94,-61,-61,-60,-77,-73,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-69,-70,-60,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-60,-100,-100,-100,-81,-100,-82,-100,-86,-100,-100,-100,-100,-100,-100,-100,-77,-77,-77,-82,-100,-100,-80,-79,-83,-100,-100,-100,-82,-100,-100,-100,-88,-89,-89,-85,-84,-84,-85,-97,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,643.4000000000002,27.0
-49,-71,-55,-54,-54,-84,-79,-85,-79,-77,-85,-79,-84,-83,-80,-92,-85,-89,-88,-92,-89,-89,-91,-84,-87,-90,-90,-100,-100,-100,-100,-87,-91,-100,-100,-90,-100,-100,-100,-100,-71,-100,-100,-100,-100,-87,-93,-100,-72,-100,-100,-85,-71,-72,-72,-92,-91,-100,-100,-60,-98,-72,-86,-95,-72,-100,-100,-77,-78,-73,-73,-100,-94,-61,-61,-60,-77,-73,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-69,-70,-60,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-60,-100,-100,-100,-81,-100,-82,-100,-86,-100,-100,-100,-100,-100,-100,-100,-77,-77,-77,-82,-100,-100,-80,-79,-83,-100,-100,-100,-82,-100,-100,-100,-88,-89,-89,-85,-84,-84,-85,-97,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,643.4000000000002,27.0
-49,-71,-55,-54,-54,-84,-79,-85,-79,-77,-85,-79,-84,-83,-80,-92,-85,-89,-88,-92,-89,-89,-91,-84,-87,-90,-90,-100,-100,-100,-100,-87,-91,-100,-100,-90,-100,-100,-100,-100,-71,-100,-100,-100,-100,-87,-93,-100,-72,-100,-100,-85,-71,-72,-72,-92,-91,-100,-100,-60,-98,-72,-86,-95,-72,-100,-100,-77,-78,-73,-73,-100,-94,-61,-61,-60,-77,-73,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-69,-70,-60,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-60,-100,-100,-100,-81,-100,-82,-100,-86,-100,-100,-100,-100,-100,-100,-100,-77,-77,-77,-82,-100,-100,-80,-79,-83,-100,-100,-100,-82,-100,-100,-100,-88,-89,-89,-85,-84,-84,-85,-97,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,643.4000000000002,27.0
-49,-72,-54,-54,-54,-85,-78,-86,-79,-78,-86,-79,-84,-84,-80,-92,-85,-89,-87,-95,-89,-86,-89,-84,-87,-90,-91,-100,-100,-100,-100,-88,-94,-100,-100,-90,-100,-100,-100,-100,-72,-100,-100,-100,-100,-87,-92,-100,-72,-100,-100,-88,-70,-71,-71,-89,-89,-100,-100,-60,-96,-71,-85,-92,-71,-100,-100,-77,-78,-78,-73,-100,-93,-60,-60,-60,-78,-78,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-68,-68,-60,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-60,-100,-100,-100,-81,-100,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-82,-100,-100,-79,-78,-79,-100,-100,-100,-82,-100,-100,-100,-90,-93,-90,-85,-87,-87,-88,-97,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,643.4000000000002,27.0
-47,-72,-54,-54,-54,-85,-78,-85,-79,-78,-85,-79,-84,-84,-81,-88,-85,-89,-87,-94,-89,-89,-89,-84,-88,-90,-87,-100,-100,-100,-100,-88,-91,-100,-100,-87,-100,-100,-100,-100,-72,-100,-100,-100,-100,-87,-89,-100,-72,-100,-100,-86,-72,-72,-72,-92,-92,-100,-100,-59,-96,-72,-85,-92,-72,-100,-100,-78,-79,-79,-73,-100,-93,-61,-61,-59,-78,-79,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-69,-70,-60,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-60,-100,-100,-100,-81,-100,-82,-100,-86,-100,-100,-100,-100,-100,-100,-100,-75,-76,-76,-81,-100,-100,-79,-79,-82,-100,-100,-100,-81,-100,-100,-100,-88,-92,-88,-82,-87,-87,-87,-97,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,643.4000000000002,27.0
-47,-72,-54,-54,-54,-85,-78,-85,-79,-78,-85,-79,-84,-84,-81,-88,-85,-89,-87,-94,-89,-89,-89,-84,-88,-90,-87,-100,-100,-100,-100,-88,-91,-100,-100,-87,-100,-100,-100,-100,-72,-100,-100,-100,-100,-87,-89,-100,-72,-100,-100,-86,-72,-72,-72,-92,-92,-100,-100,-59,-96,-72,-85,-92,-72,-100,-100,-78,-79,-79,-73,-100,-93,-61,-61,-59,-78,-79,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-69,-70,-60,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-60,-100,-100,-100,-81,-100,-82,-100,-86,-100,-100,-100,-100,-100,-100,-100,-75,-76,-76,-81,-100,-100,-79,-79,-82,-100,-100,-100,-81,-100,-100,-100,-88,-92,-88,-82,-87,-87,-87,-97,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28.0
-47,-72,-54,-54,-54,-85,-78,-85,-79,-78,-85,-79,-84,-84,-81,-88,-85,-89,-87,-94,-89,-89,-89,-84,-88,-90,-87,-100,-100,-100,-100,-88,-91,-100,-100,-87,-100,-100,-100,-100,-72,-100,-100,-100,-100,-87,-89,-100,-72,-100,-100,-86,-72,-72,-72,-92,-92,-100,-100,-59,-96,-72,-85,-92,-72,-100,-100,-78,-79,-79,-73,-100,-93,-61,-61,-59,-78,-79,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-69,-70,-60,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-60,-100,-100,-100,-81,-100,-82,-100,-86,-100,-100,-100,-100,-100,-100,-100,-75,-76,-76,-81,-100,-100,-79,-79,-82,-100,-100,-100,-81,-100,-100,-100,-88,-92,-88,-82,-87,-87,-87,-97,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28.0
-47,-72,-54,-54,-54,-85,-78,-85,-79,-78,-85,-79,-84,-84,-81,-88,-85,-89,-87,-94,-89,-89,-89,-84,-88,-90,-87,-100,-100,-100,-100,-88,-91,-100,-100,-87,-100,-100,-100,-100,-72,-100,-100,-100,-100,-87,-89,-100,-72,-100,-100,-86,-72,-72,-72,-92,-92,-100,-100,-59,-96,-72,-85,-92,-72,-100,-100,-78,-79,-79,-73,-100,-93,-61,-61,-59,-78,-79,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-69,-70,-60,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-60,-100,-100,-100,-81,-100,-82,-100,-86,-100,-100,-100,-100,-100,-100,-100,-75,-76,-76,-81,-100,-100,-79,-79,-82,-100,-100,-100,-81,-100,-100,-100,-88,-92,-88,-82,-87,-87,-87,-97,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28.0
-49,-72,-55,-54,-54,-84,-78,-85,-79,-77,-85,-79,-84,-83,-80,-92,-85,-86,-88,-95,-89,-89,-91,-84,-84,-87,-87,-100,-100,-100,-100,-84,-91,-100,-100,-87,-100,-100,-100,-100,-71,-100,-100,-100,-100,-87,-89,-100,-72,-100,-100,-84,-72,-72,-72,-91,-92,-100,-100,-60,-96,-72,-85,-95,-70,-100,-100,-77,-78,-78,-73,-100,-91,-61,-61,-60,-77,-79,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-69,-70,-60,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-60,-100,-100,-100,-81,-100,-82,-100,-86,-100,-100,-100,-100,-100,-100,-100,-77,-77,-77,-81,-100,-100,-80,-79,-83,-100,-100,-100,-82,-100,-100,-100,-88,-93,-89,-85,-87,-87,-88,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28.0
-47,-72,-54,-54,-54,-85,-78,-85,-79,-78,-85,-79,-84,-84,-81,-88,-85,-89,-87,-94,-89,-89,-89,-84,-88,-90,-87,-100,-100,-100,-100,-88,-91,-100,-100,-87,-100,-100,-100,-100,-72,-100,-100,-100,-100,-87,-89,-100,-72,-100,-100,-86,-72,-72,-72,-92,-92,-100,-100,-59,-96,-72,-85,-92,-72,-100,-100,-78,-79,-79,-73,-100,-93,-61,-61,-59,-78,-79,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-69,-70,-60,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-60,-100,-100,-100,-81,-100,-82,-100,-86,-100,-100,-100,-100,-100,-100,-100,-75,-76,-76,-81,-100,-100,-79,-79,-82,-100,-100,-100,-81,-100,-100,-100,-88,-92,-88,-82,-87,-87,-87,-97,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28.0
-47,-72,-54,-54,-54,-85,-78,-85,-79,-78,-85,-79,-84,-84,-81,-88,-85,-89,-87,-94,-89,-89,-89,-84,-88,-90,-87,-100,-100,-100,-100,-88,-91,-100,-100,-87,-100,-100,-100,-100,-72,-100,-100,-100,-100,-87,-89,-100,-72,-100,-100,-86,-72,-72,-72,-92,-92,-100,-100,-59,-96,-72,-85,-92,-72,-100,-100,-78,-79,-79,-73,-100,-93,-61,-61,-59,-78,-79,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-69,-70,-60,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-60,-100,-100,-100,-81,-100,-82,-100,-86,-100,-100,-100,-100,-100,-100,-100,-75,-76,-76,-81,-100,-100,-79,-79,-82,-100,-100,-100,-81,-100,-100,-100,-88,-92,-88,-82,-87,-87,-87,-97,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28.0
-51,-71,-55,-55,-55,-84,-79,-84,-79,-76,-84,-79,-84,-83,-79,-96,-89,-89,-88,-92,-89,-91,-94,-84,-87,-90,-90,-100,-100,-100,-100,-87,-91,-100,-100,-90,-100,-100,-100,-100,-71,-100,-100,-100,-100,-90,-93,-100,-71,-100,-100,-83,-72,-72,-72,-91,-94,-100,-100,-62,-98,-72,-86,-97,-70,-100,-100,-76,-77,-73,-73,-100,-94,-61,-61,-62,-76,-73,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-69,-70,-60,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-60,-100,-100,-100,-85,-100,-86,-100,-90,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-82,-100,-100,-80,-80,-83,-100,-100,-100,-82,-100,-100,-100,-89,-90,-89,-89,-84,-84,-85,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29.0
-50,-71,-54,-54,-54,-83,-79,-84,-79,-76,-84,-79,-84,-83,-80,-92,-86,-86,-88,-92,-92,-91,-94,-84,-84,-86,-90,-100,-100,-100,-100,-84,-91,-100,-100,-90,-100,-100,-100,-100,-70,-100,-100,-100,-100,-87,-90,-100,-71,-100,-100,-83,-72,-73,-73,-94,-94,-100,-100,-60,-98,-73,-86,-97,-71,-100,-100,-77,-77,-74,-74,-100,-94,-61,-61,-61,-77,-74,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-70,-71,-61,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-61,-100,-100,-100,-80,-100,-86,-100,-85,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-81,-100,-100,-81,-80,-84,-100,-100,-100,-82,-100,-100,-100,-88,-90,-89,-89,-85,-84,-85,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29.0
-50,-71,-54,-54,-54,-83,-79,-84,-79,-76,-84,-79,-84,-83,-80,-92,-86,-86,-88,-92,-92,-91,-94,-84,-84,-86,-90,-100,-100,-100,-100,-84,-91,-100,-100,-90,-100,-100,-100,-100,-70,-100,-100,-100,-100,-87,-90,-100,-71,-100,-100,-83,-72,-73,-73,-94,-94,-100,-100,-60,-98,-73,-86,-97,-71,-100,-100,-77,-77,-74,-74,-100,-94,-61,-61,-61,-77,-74,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-70,-71,-61,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-61,-100,-100,-100,-80,-100,-86,-100,-85,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-81,-100,-100,-81,-80,-84,-100,-100,-100,-82,-100,-100,-100,-88,-90,-89,-89,-85,-84,-85,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29.0
-49,-71,-55,-55,-55,-84,-79,-84,-79,-76,-84,-79,-85,-87,-79,-96,-86,-86,-89,-92,-89,-88,-94,-85,-84,-86,-87,-100,-100,-100,-100,-84,-88,-100,-100,-87,-100,-100,-100,-100,-70,-100,-100,-100,-100,-87,-93,-100,-71,-100,-100,-81,-72,-72,-72,-94,-91,-100,-100,-60,-98,-72,-86,-97,-71,-100,-100,-77,-77,-74,-74,-100,-92,-61,-61,-61,-77,-74,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-71,-71,-61,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-61,-100,-100,-100,-81,-100,-81,-100,-86,-100,-100,-100,-100,-100,-100,-100,-78,-78,-77,-81,-100,-100,-81,-83,-87,-100,-100,-100,-81,-100,-100,-100,-88,-90,-89,-85,-85,-83,-85,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29.0
-50,-71,-54,-54,-54,-83,-79,-84,-79,-76,-84,-79,-84,-83,-80,-92,-86,-86,-88,-92,-92,-91,-94,-84,-84,-86,-90,-100,-100,-100,-100,-84,-91,-100,-100,-90,-100,-100,-100,-100,-70,-100,-100,-100,-100,-87,-90,-100,-71,-100,-100,-83,-72,-73,-73,-94,-94,-100,-100,-60,-98,-73,-86,-97,-71,-100,-100,-77,-77,-74,-74,-100,-94,-61,-61,-61,-77,-74,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-70,-71,-61,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-61,-100,-100,-100,-80,-100,-86,-100,-85,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-81,-100,-100,-81,-80,-84,-100,-100,-100,-82,-100,-100,-100,-88,-90,-89,-89,-85,-84,-85,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29.0
-50,-71,-54,-54,-54,-83,-79,-84,-79,-76,-84,-79,-84,-83,-80,-92,-86,-86,-88,-92,-92,-91,-94,-84,-84,-86,-90,-100,-100,-100,-100,-84,-91,-100,-100,-90,-100,-100,-100,-100,-70,-100,-100,-100,-100,-87,-90,-100,-71,-100,-100,-83,-72,-73,-73,-94,-94,-100,-100,-60,-98,-73,-86,-97,-71,-100,-100,-77,-77,-74,-74,-100,-94,-61,-61,-61,-77,-74,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-70,-71,-61,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-61,-100,-100,-100,-80,-100,-86,-100,-85,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-81,-100,-100,-81,-80,-84,-100,-100,-100,-82,-100,-100,-100,-88,-90,-89,-89,-85,-84,-85,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29.0
