80:8d:b7:55:29:c0,38:17:c3:19:d7:62,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:d7:60,38:17:c3:1f:0e:10,38:17:c3:19:d7:61,38:17:c3:19:45:a0,b0:be:76:f8:30:5e,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:29:d0,38:17:c3:1f:00:b0,80:8d:b7:55:4d:00,80:8d:b7:55:29:d1,38:17:c3:1f:00:b1,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,66:2a:2f:53:7c:99,38:17:c3:1f:00:b2,80:8d:b7:55:29:c1,68:ff:7b:e4:af:38,80:8d:b7:55:29:c2,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,38:17:c3:1f:22:22,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,38:17:c3:1f:22:30,80:8d:b7:55:3a:52,38:17:c3:1e:ff:02,38:17:c3:1f:22:32,38:17:c3:1e:ff:01,38:17:c3:1f:22:31,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:29:d2,20:a6:cd:50:24:a2,38:17:c3:1f:00:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d2,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:1e:ff:12,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,68:ff:7b:e4:af:39,38:17:c3:19:71:90,38:17:c3:1f:22:20,80:8d:b7:55:4d:10,80:8d:b7:55:35:00,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1f:0e:12,80:8d:b7:55:39:c0,38:17:c3:1f:0e:11,80:8d:b7:55:39:d0,38:17:c3:1f:00:a0,38:17:c3:1f:00:a1,80:8d:b7:55:39:d1,20:a6:cd:42:0b:e3,38:17:c3:1f:22:21,00:4e:35:de:e1:10,80:8d:b7:55:3a:40,00:4e:35:df:06:40,00:4e:35:df:06:42,20:a6:cd:42:0b:f3,38:17:c3:1f:08:50,20:a6:cd:42:0b:f0,00:4e:35:df:06:41,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,00:4e:35:de:e1:11,60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,72:32:b1:3e:1a:b8,38:17:c3:19:36:32,38:17:c3:19:36:30,38:17:c3:1f:09:93,38:17:c3:19:36:31,72:32:b1:3e:1a:b7,38:17:c3:1f:09:90,38:17:c3:1f:14:10,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:1f:19:f0,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,bc:42:8c:64:49:70,a8:bd:27:4c:aa:91,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d3,a8:bd:27:4c:aa:83,20:a6:cd:42:0a:c3,38:17:c3:1f:09:83,38:17:c3:1f:14:00,38:17:c3:1f:09:92,38:17:c3:1f:14:01,44:48:c1:91:d0:11,b4:5d:50:e1:96:50,b4:5d:50:e1:96:53,38:17:c3:1f:14:02,b4:5d:50:e1:96:43,38:17:c3:1f:09:91,38:17:c3:1f:09:81,44:48:c1:91:d0:14,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:d0:04,b4:5d:50:e1:96:40,b4:5d:50:e1:96:42,44:48:c1:91:d0:12,44:48:c1:91:d0:10,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,b4:5d:50:e1:96:51,38:17:c3:24:47:50,38:17:c3:1f:09:80,38:17:c3:1f:19:d0,b4:5d:50:e1:96:52,38:17:c3:24:47:52,38:17:c3:24:47:51,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:19:d2,44:48:c1:91:95:a3,b4:5d:50:e1:96:41,38:17:c3:1f:19:d1,20:a6:cd:42:0a:c1,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:22:61:90,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c2,44:48:c1:91:95:a2,38:17:c3:1f:09:82,38:17:c3:22:5e:f0,44:48:c1:91:95:a1,38:17:c3:22:5e:f2,44:48:c1:91:95:a0,20:a6:cd:42:13:f2,38:17:c3:1a:cf:d0,38:17:c3:1a:cf:d1,38:17:c3:1a:cf:d2,20:a6:cd:42:13:f1,20:a6:cd:42:13:f0,38:17:c3:24:56:50,38:17:c3:1f:19:c1,86:0d:8e:aa:25:a4,44:48:c1:91:aa:30,x,y,label
-88,-57,-90,-90,-83,-82,-58,-91,-58,-83,-89,-74,-75,-75,-74,-100,-100,-80,-70,-100,-79,-71,-86,-91,-47,-50,-50,-75,-80,-76,-89,-91,-91,-88,-72,-84,-87,-88,-76,-87,-76,-80,-79,-82,-100,-92,-80,-82,-84,-87,-76,-86,-87,-87,-89,-76,-74,-78,-83,-81,-82,-82,-100,-100,-83,-77,-62,-76,-77,-100,-82,-87,-79,-82,-81,-81,-78,-90,-91,-100,-100,-82,-90,-93,-100,-88,-100,-84,-82,-84,-82,-89,-100,-88,-83,-87,-91,-92,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-88,-58,-89,-88,-83,-86,-58,-91,-59,-85,-89,-75,-75,-73,-75,-100,-100,-80,-69,-100,-79,-68,-86,-91,-50,-50,-50,-77,-80,-76,-89,-91,-92,-87,-71,-84,-85,-88,-76,-87,-76,-80,-82,-80,-100,-92,-83,-83,-80,-90,-77,-85,-86,-86,-85,-77,-77,-80,-83,-81,-83,-83,-100,-100,-89,-80,-58,-80,-82,-100,-82,-87,-79,-82,-81,-82,-80,-91,-91,-100,-100,-83,-90,-93,-100,-89,-100,-89,-82,-81,-89,-89,-100,-88,-83,-87,-91,-92,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-88,-57,-86,-88,-87,-85,-57,-91,-57,-86,-88,-80,-80,-80,-80,-100,-100,-82,-70,-100,-81,-68,-86,-91,-47,-45,-47,-77,-80,-78,-90,-88,-91,-91,-68,-84,-87,-88,-77,-87,-77,-80,-77,-80,-100,-91,-83,-83,-78,-86,-77,-84,-87,-84,-88,-78,-77,-82,-81,-81,-81,-81,-100,-100,-83,-83,-57,-82,-82,-100,-82,-87,-77,-81,-81,-81,-82,-83,-92,-100,-100,-83,-90,-90,-100,-88,-100,-83,-82,-81,-83,-87,-87,-88,-84,-87,-91,-92,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-88,-57,-86,-88,-85,-86,-57,-91,-56,-85,-88,-79,-79,-79,-79,-100,-100,-82,-71,-100,-81,-72,-86,-91,-49,-46,-47,-80,-80,-81,-89,-91,-91,-92,-68,-84,-85,-88,-80,-87,-81,-80,-77,-78,-100,-92,-84,-84,-80,-90,-78,-85,-89,-86,-89,-76,-78,-82,-82,-81,-82,-83,-100,-100,-84,-83,-65,-82,-82,-100,-82,-87,-78,-83,-83,-84,-80,-83,-88,-100,-100,-84,-88,-88,-100,-88,-100,-85,-82,-81,-85,-89,-87,-88,-84,-87,-91,-92,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-88,-57,-86,-88,-87,-85,-57,-91,-57,-86,-88,-80,-80,-80,-80,-100,-100,-82,-70,-100,-81,-68,-86,-91,-47,-45,-47,-77,-80,-78,-90,-88,-91,-91,-68,-84,-87,-88,-77,-87,-77,-80,-77,-80,-100,-91,-83,-83,-78,-86,-77,-84,-87,-84,-88,-78,-77,-82,-81,-81,-81,-81,-100,-100,-83,-83,-57,-82,-82,-100,-82,-87,-77,-81,-81,-81,-82,-83,-92,-100,-100,-83,-90,-90,-100,-88,-100,-83,-82,-81,-83,-87,-87,-88,-84,-87,-91,-92,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-88,-56,-86,-88,-87,-86,-54,-91,-55,-88,-88,-78,-79,-78,-78,-100,-100,-82,-69,-100,-80,-68,-83,-91,-48,-47,-48,-82,-80,-82,-91,-89,-89,-91,-69,-84,-86,-88,-82,-87,-82,-80,-78,-79,-100,-93,-85,-86,-82,-89,-75,-84,-87,-84,-87,-75,-75,-82,-83,-81,-84,-83,-100,-100,-83,-85,-64,-85,-85,-100,-82,-87,-77,-81,-82,-83,-81,-84,-88,-100,-100,-86,-86,-86,-100,-88,-100,-83,-82,-81,-83,-89,-87,-88,-84,-87,-91,-92,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-88,-55,-86,-88,-87,-86,-56,-91,-56,-88,-88,-79,-79,-78,-79,-100,-100,-82,-70,-100,-80,-69,-83,-91,-47,-47,-47,-80,-80,-79,-90,-89,-90,-91,-73,-84,-87,-88,-80,-87,-80,-80,-78,-79,-100,-93,-83,-84,-78,-87,-75,-86,-86,-89,-85,-76,-75,-82,-83,-81,-84,-83,-100,-100,-84,-83,-59,-85,-84,-100,-87,-87,-79,-81,-82,-81,-84,-84,-91,-100,-100,-84,-89,-86,-100,-88,-100,-85,-82,-81,-83,-89,-87,-88,-84,-87,-91,-92,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-85,-63,-86,-88,-88,-87,-63,-91,-63,-87,-88,-81,-80,-81,-80,-100,-100,-81,-67,-100,-80,-68,-83,-91,-46,-42,-47,-78,-80,-77,-89,-90,-90,-90,-68,-84,-89,-86,-78,-87,-79,-80,-76,-76,-100,-90,-85,-86,-79,-87,-74,-86,-89,-89,-88,-75,-74,-81,-83,-81,-84,-84,-100,-100,-84,-83,-61,-84,-84,-100,-87,-87,-75,-83,-83,-83,-81,-87,-91,-100,-100,-86,-87,-86,-100,-88,-100,-84,-82,-81,-84,-89,-87,-88,-84,-87,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-86,-58,-87,-88,-88,-87,-57,-91,-57,-87,-86,-74,-75,-75,-74,-100,-100,-79,-69,-100,-80,-68,-84,-91,-50,-50,-49,-78,-80,-77,-89,-92,-92,-90,-68,-87,-90,-87,-78,-87,-77,-80,-79,-78,-100,-88,-84,-84,-80,-89,-77,-84,-89,-84,-89,-77,-75,-79,-77,-81,-78,-80,-100,-89,-85,-78,-55,-76,-78,-100,-86,-87,-77,-79,-82,-80,-76,-84,-90,-100,-100,-83,-87,-90,-100,-88,-100,-82,-82,-81,-82,-90,-87,-88,-84,-87,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-86,-60,-89,-91,-88,-89,-60,-91,-61,-87,-81,-80,-78,-78,-78,-100,-100,-79,-70,-100,-78,-72,-86,-91,-50,-50,-49,-79,-80,-78,-89,-91,-91,-90,-71,-85,-90,-86,-78,-79,-78,-80,-80,-80,-100,-89,-85,-85,-84,-90,-75,-86,-89,-85,-89,-76,-89,-79,-81,-81,-80,-81,-100,-89,-84,-78,-52,-80,-79,-100,-86,-87,-80,-81,-82,-81,-81,-84,-88,-100,-100,-85,-87,-90,-100,-87,-100,-83,-82,-81,-82,-90,-87,-88,-87,-87,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-86,-56,-86,-88,-88,-87,-56,-91,-55,-87,-86,-75,-74,-74,-74,-100,-100,-79,-68,-100,-80,-66,-86,-91,-48,-49,-50,-78,-80,-77,-89,-89,-93,-87,-69,-84,-90,-85,-78,-87,-77,-80,-81,-80,-100,-85,-82,-82,-80,-88,-74,-86,-90,-84,-89,-74,-74,-79,-77,-81,-77,-78,-100,-89,-83,-77,-53,-77,-76,-100,-86,-87,-78,-78,-80,-81,-80,-84,-89,-100,-100,-83,-86,-87,-100,-87,-100,-83,-82,-81,-83,-93,-87,-88,-84,-87,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-86,-56,-86,-87,-88,-87,-56,-91,-55,-87,-86,-75,-74,-74,-75,-100,-100,-79,-68,-100,-80,-69,-86,-91,-49,-50,-49,-78,-80,-77,-89,-89,-92,-87,-66,-85,-90,-85,-78,-87,-77,-80,-79,-79,-100,-89,-83,-84,-80,-90,-76,-86,-90,-84,-89,-75,-74,-79,-81,-81,-80,-81,-100,-89,-83,-77,-53,-76,-75,-100,-86,-87,-77,-78,-80,-79,-81,-84,-87,-100,-100,-85,-85,-85,-100,-87,-100,-83,-82,-81,-83,-93,-87,-88,-84,-87,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-85,-55,-86,-88,-88,-87,-54,-91,-56,-87,-88,-82,-82,-74,-75,-100,-100,-81,-68,-100,-70,-68,-83,-91,-49,-48,-48,-81,-80,-82,-89,-89,-90,-90,-68,-84,-87,-86,-81,-87,-82,-80,-80,-80,-100,-90,-84,-84,-80,-87,-75,-83,-88,-83,-88,-74,-75,-80,-83,-81,-83,-83,-100,-89,-86,-83,-54,-86,-76,-100,-87,-87,-79,-81,-80,-82,-81,-84,-90,-100,-100,-85,-87,-86,-100,-88,-100,-85,-82,-81,-84,-90,-87,-88,-84,-87,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-86,-55,-85,-86,-88,-87,-56,-91,-56,-87,-86,-76,-75,-75,-76,-100,-100,-79,-70,-100,-80,-69,-84,-91,-51,-47,-48,-78,-80,-78,-89,-89,-89,-90,-68,-87,-90,-85,-80,-87,-79,-80,-79,-78,-100,-86,-83,-83,-81,-90,-74,-84,-89,-84,-89,-76,-73,-79,-81,-81,-80,-80,-100,-89,-82,-77,-52,-77,-76,-100,-86,-87,-79,-79,-82,-79,-80,-84,-87,-100,-100,-84,-88,-87,-100,-85,-100,-82,-82,-81,-83,-94,-87,-88,-84,-87,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-85,-55,-89,-91,-88,-89,-55,-91,-56,-90,-85,-75,-76,-76,-75,-100,-100,-74,-78,-100,-75,-77,-83,-91,-52,-53,-52,-81,-80,-81,-89,-89,-88,-90,-77,-85,-90,-84,-82,-79,-81,-80,-75,-74,-100,-89,-87,-88,-79,-93,-76,-82,-87,-82,-88,-75,-75,-75,-80,-81,-80,-82,-100,-89,-86,-85,-46,-84,-83,-100,-84,-83,-75,-85,-85,-84,-81,-84,-89,-100,-100,-87,-89,-92,-100,-88,-100,-86,-82,-81,-88,-91,-87,-88,-82,-87,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-86,-55,-89,-91,-88,-89,-56,-91,-55,-90,-83,-75,-74,-76,-75,-100,-100,-74,-72,-100,-74,-73,-81,-91,-50,-51,-51,-78,-80,-77,-89,-89,-88,-90,-72,-85,-90,-85,-77,-79,-78,-80,-71,-71,-100,-89,-87,-88,-79,-88,-74,-81,-89,-82,-90,-74,-75,-72,-79,-81,-80,-79,-100,-89,-84,-83,-47,-86,-83,-100,-83,-83,-71,-83,-84,-83,-81,-84,-91,-100,-100,-87,-88,-91,-100,-88,-100,-85,-82,-81,-85,-91,-87,-88,-82,-87,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-84,-56,-89,-91,-88,-89,-56,-91,-58,-90,-83,-75,-75,-76,-75,-100,-100,-74,-71,-100,-74,-72,-83,-91,-51,-51,-50,-77,-78,-76,-88,-90,-87,-90,-71,-84,-90,-85,-78,-79,-75,-78,-71,-73,-100,-89,-87,-88,-83,-90,-76,-82,-89,-82,-90,-77,-75,-73,-79,-81,-79,-79,-100,-89,-85,-83,-42,-85,-83,-100,-83,-83,-72,-85,-85,-85,-81,-84,-91,-100,-100,-87,-88,-91,-100,-88,-100,-84,-82,-81,-86,-91,-87,-88,-83,-87,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-84,-55,-89,-91,-88,-89,-56,-91,-56,-90,-83,-74,-74,-74,-74,-100,-100,-73,-69,-100,-73,-71,-83,-91,-51,-51,-50,-80,-78,-79,-91,-90,-89,-90,-72,-84,-90,-85,-80,-80,-80,-79,-72,-72,-100,-89,-87,-88,-83,-88,-74,-81,-89,-82,-89,-75,-75,-73,-82,-81,-79,-78,-100,-89,-85,-84,-47,-85,-83,-100,-84,-83,-71,-84,-83,-84,-81,-84,-91,-100,-100,-88,-88,-91,-100,-88,-100,-84,-82,-81,-85,-91,-87,-88,-83,-87,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
