38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1e:fc:a0,38:17:c3:19:71:90,38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:19:55:41,38:17:c3:19:45:a1,38:17:c3:19:55:42,38:17:c3:19:45:a2,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:45:a0,38:17:c3:19:d7:61,38:17:c3:19:55:40,44:48:c1:a5:82:30,80:8d:b7:55:25:f2,44:48:c1:a5:82:32,80:8d:b7:55:25:f3,44:48:c1:a5:82:31,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,20:a6:cd:42:0b:e3,38:17:c3:1f:08:50,38:17:c3:1e:ff:00,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:20,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1f:09:92,9e:2b:77:8e:45:c7,38:17:c3:1f:09:93,80:8d:b7:55:4d:10,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:01:92,38:17:c3:1f:22:30,38:17:c3:1f:22:32,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1f:22:31,38:17:c3:1f:01:90,38:17:c3:1f:01:91,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:83,38:17:c3:19:55:52,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,b4:5d:50:e1:92:23,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:d0,00:4e:35:df:06:40,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:11,00:4e:35:de:e1:12,00:4e:35:de:e1:10,b4:5d:50:e1:96:50,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,68:ff:7b:e4:af:38,b4:5d:50:e1:96:52,68:ff:7b:e4:af:39,b4:5d:50:e1:96:53,20:a6:cd:42:0b:f3,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,b4:5d:50:e1:96:43,80:8d:b7:55:35:00,64:e5:99:c3:13:3c,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,20:a6:cd:42:0b:f0,44:48:c1:91:95:b2,38:17:c3:1f:00:b0,44:48:c1:91:95:b3,20:a6:cd:50:24:a0,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,00:4e:35:df:0e:12,b4:5d:50:e1:92:22,00:4e:35:df:0e:11,00:4e:35:de:e1:02,a8:bd:27:4c:bd:22,38:17:c3:1f:08:51,00:4e:35:de:e1:00,00:4e:35:de:e1:01,38:17:c3:1f:22:21,b4:5d:50:e1:96:51,00:4e:35:de:d7:53,00:4e:35:de:d7:52,38:17:c3:1f:08:52,38:17:c3:1f:22:22,44:48:c1:91:95:b0,44:48:c1:91:95:b1,b4:5d:50:e1:92:21,38:17:c3:1f:22:20,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,00:4e:35:de:d7:51,00:4e:35:de:d7:43,00:4e:35:de:d7:50,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:31,00:4e:35:df:0e:10,38:17:c3:1f:08:40,b4:5d:50:e1:92:20,00:4e:35:de:d7:40,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:1f:08:41,38:17:c3:19:71:82,38:17:c3:1f:08:42,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:24:58:b0,0a:05:a7:e3:d9:82,38:17:c3:24:4f:11,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,38:17:c3:1b:08:b0,38:17:c3:24:4f:02,38:17:c3:24:4f:01,38:17:c3:24:4f:00,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:19:71:81,00:4e:35:df:27:12,38:17:c3:19:71:80,x,y,label
-90,-89,-91,-100,-90,-92,-100,-100,-88,-100,-87,-100,-94,-100,-100,-100,-100,-87,-100,-89,-100,-92,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-92,-100,-100,-100,-100,-89,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-86,-82,-100,-100,-100,-100,-90,-90,-100,-92,-92,-90,-100,-100,-90,-74,-57,-74,-70,-70,-71,-71,-100,-68,-68,-67,-100,-100,-86,-100,-100,-100,-100,-100,-83,-84,-84,-100,-100,-79,-100,-100,-85,-83,-100,-100,-89,-89,-100,-100,-89,-100,-93,-100,-100,-100,-100,-100,-100,-100,-88,-100,-86,-81,-45,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-46,-100,-100,-100,-40,-41,-39,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-86,-86,-83,-100,-86,-83,-82,-86,-87,-91,-90,-91,-93,-88,-89,-86,-82,-84,-81,-89,-90,-100,-100,-100,403.0,799.6000000000007,48.0
-90,-89,-91,-90,-90,-90,-100,-100,-88,-100,-87,-100,-94,-100,-100,-100,-100,-87,-100,-89,-100,-92,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-92,-100,-100,-100,-100,-91,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-86,-82,-100,-100,-100,-100,-90,-93,-100,-92,-94,-90,-100,-100,-92,-73,-60,-74,-71,-74,-75,-75,-100,-67,-66,-64,-100,-100,-81,-100,-100,-100,-100,-100,-86,-86,-87,-100,-100,-81,-100,-100,-85,-83,-100,-100,-89,-87,-100,-100,-88,-100,-94,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-84,-44,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-45,-100,-100,-100,-41,-40,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-86,-86,-82,-100,-87,-81,-82,-86,-86,-91,-90,-91,-93,-87,-89,-86,-83,-87,-83,-89,-90,-100,-100,-100,403.0,799.6000000000007,48.0
-90,-89,-90,-90,-90,-90,-100,-100,-88,-100,-87,-100,-94,-100,-100,-100,-100,-87,-100,-89,-100,-92,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-92,-100,-100,-100,-100,-81,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-86,-82,-100,-100,-100,-100,-90,-90,-100,-92,-94,-90,-100,-100,-90,-78,-60,-79,-76,-77,-76,-77,-100,-67,-67,-71,-100,-100,-81,-100,-100,-100,-100,-100,-85,-85,-86,-100,-100,-78,-100,-100,-85,-83,-100,-100,-93,-90,-100,-100,-91,-100,-91,-100,-100,-100,-100,-100,-100,-100,-88,-100,-87,-80,-46,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-46,-100,-100,-100,-39,-39,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-86,-86,-82,-100,-87,-81,-81,-86,-89,-91,-90,-91,-93,-87,-89,-86,-83,-83,-83,-89,-90,-100,-100,-100,403.0,799.6000000000007,48.0
-90,-89,-91,-90,-90,-91,-100,-100,-88,-100,-87,-100,-94,-100,-100,-100,-100,-87,-100,-89,-100,-92,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-92,-100,-100,-100,-100,-80,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-86,-82,-100,-100,-100,-100,-90,-93,-100,-92,-94,-90,-100,-100,-92,-73,-56,-74,-73,-73,-73,-73,-100,-65,-65,-64,-100,-100,-86,-100,-100,-100,-100,-100,-85,-85,-85,-100,-100,-79,-100,-100,-85,-83,-100,-100,-89,-89,-100,-100,-88,-100,-92,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-83,-44,-100,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-45,-100,-100,-100,-41,-40,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-86,-86,-84,-100,-87,-84,-83,-86,-88,-91,-90,-91,-96,-87,-89,-86,-86,-85,-83,-89,-90,-92,-100,-100,403.0,799.6000000000007,48.0
-100,-100,-91,-90,-100,-92,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-91,-100,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-92,-100,-100,-100,-100,-79,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-89,-88,-100,-100,-100,-100,-90,-88,-100,-88,-91,-90,-100,-100,-91,-74,-49,-70,-74,-74,-74,-74,-100,-64,-61,-60,-100,-100,-85,-100,-100,-100,-100,-100,-79,-78,-79,-100,-100,-80,-100,-100,-85,-85,-100,-100,-89,-88,-100,-100,-90,-100,-96,-100,-100,-100,-100,-100,-100,-100,-84,-100,-85,-80,-49,-100,-79,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-50,-100,-100,-100,-44,-46,-45,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-89,-86,-86,-84,-100,-85,-84,-84,-86,-88,-91,-90,-91,-93,-86,-87,-88,-86,-87,-85,-93,-92,-91,-92,-90,388.8,799.6000000000007,49.0
-100,-100,-91,-90,-100,-92,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-91,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-92,-100,-100,-100,-100,-87,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-89,-88,-100,-100,-100,-100,-88,-89,-88,-89,-91,-90,-100,-100,-87,-72,-49,-72,-74,-74,-74,-75,-100,-62,-59,-61,-100,-100,-85,-100,-100,-100,-100,-100,-79,-78,-78,-100,-100,-77,-100,-100,-87,-88,-100,-100,-89,-88,-100,-100,-90,-100,-96,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-80,-48,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-48,-100,-100,-100,-45,-44,-45,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-89,-86,-86,-84,-100,-86,-84,-85,-86,-86,-91,-90,-91,-93,-87,-86,-88,-86,-85,-87,-91,-91,-91,-93,-90,388.8,799.6000000000007,49.0
-100,-100,-91,-90,-100,-91,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-93,-100,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-91,-100,-100,-100,-100,-78,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-89,-88,-100,-100,-100,-100,-90,-89,-100,-88,-91,-90,-100,-100,-88,-75,-49,-74,-74,-74,-74,-75,-100,-61,-61,-62,-100,-100,-85,-100,-100,-100,-100,-100,-79,-78,-78,-100,-100,-80,-100,-100,-85,-85,-100,-100,-89,-88,-100,-100,-90,-100,-93,-100,-100,-100,-100,-100,-100,-100,-86,-100,-85,-81,-48,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-49,-100,-100,-100,-44,-45,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-86,-86,-83,-100,-85,-83,-84,-86,-86,-91,-90,-91,-92,-90,-87,-88,-86,-87,-85,-91,-90,-91,-91,-90,388.8,799.6000000000007,49.0
-100,-100,-91,-90,-100,-91,-100,-100,-88,-100,-87,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-93,-100,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-92,-100,-100,-100,-100,-87,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-89,-88,-100,-100,-100,-100,-90,-89,-100,-88,-91,-90,-100,-100,-91,-74,-49,-74,-74,-74,-74,-74,-100,-65,-63,-60,-100,-100,-85,-100,-100,-100,-100,-100,-78,-78,-78,-100,-100,-80,-100,-100,-85,-85,-100,-100,-89,-88,-100,-100,-90,-100,-93,-100,-100,-100,-100,-100,-100,-100,-82,-100,-83,-79,-48,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-48,-100,-100,-100,-44,-45,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-86,-86,-83,-100,-85,-82,-83,-86,-88,-91,-90,-91,-92,-90,-87,-88,-86,-87,-85,-91,-90,-91,-91,-90,388.8,799.6000000000007,49.0
-100,-100,-91,-90,-100,-92,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-90,-100,-92,-89,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-95,-100,-100,-100,-100,-77,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-89,-88,-100,-100,-100,-100,-90,-89,-100,-89,-91,-90,-100,-100,-89,-74,-48,-74,-73,-76,-76,-77,-100,-59,-58,-62,-100,-100,-85,-100,-100,-100,-100,-100,-77,-78,-77,-100,-100,-80,-100,-100,-85,-85,-100,-100,-89,-88,-100,-100,-90,-100,-96,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-78,-49,-100,-77,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-48,-100,-100,-100,-45,-45,-45,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-89,-86,-86,-84,-100,-86,-84,-83,-86,-86,-91,-90,-91,-93,-86,-86,-88,-86,-87,-85,-93,-92,-91,-91,-90,388.8,799.6000000000007,49.0
-100,-100,-91,-90,-100,-92,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-91,-100,-94,-89,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-93,-100,-100,-100,-100,-78,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-85,-85,-100,-100,-100,-100,-90,-90,-100,-90,-91,-90,-100,-100,-90,-68,-48,-71,-74,-76,-76,-76,-100,-64,-63,-59,-100,-100,-85,-100,-100,-100,-100,-100,-78,-78,-77,-100,-100,-79,-100,-100,-85,-85,-100,-100,-89,-88,-100,-100,-90,-100,-95,-100,-100,-100,-100,-100,-100,-100,-85,-100,-82,-82,-48,-100,-80,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-49,-100,-100,-100,-46,-46,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-86,-86,-85,-100,-86,-85,-84,-86,-88,-91,-90,-91,-92,-87,-88,-86,-87,-86,-87,-89,-90,-90,-91,-100,388.8,799.6000000000007,49.0
-100,-100,-91,-90,-100,-90,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-100,-93,-100,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-100,-100,-89,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-91,-91,-100,-100,-100,-100,-87,-88,-88,-88,-91,-100,-100,-100,-83,-74,-50,-75,-74,-67,-67,-67,-100,-66,-65,-68,-100,-100,-85,-100,-100,-100,-100,-100,-82,-82,-81,-100,-100,-80,-100,-100,-83,-81,-100,-100,-86,-87,-100,-100,-86,-100,-94,-100,-100,-100,-100,-100,-100,-100,-84,-100,-83,-76,-47,-100,-75,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-46,-100,-100,-100,-45,-45,-44,-85,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-89,-86,-86,-89,-100,-86,-87,-87,-87,-89,-93,-100,-100,-90,-87,-86,-86,-86,-85,-85,-89,-90,-91,-92,-90,374.6,799.6000000000007,50.0
-100,-100,-91,-90,-100,-90,-100,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-100,-93,-100,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-90,-100,-89,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-91,-91,-100,-100,-100,-100,-87,-88,-89,-89,-89,-100,-100,-100,-82,-71,-50,-72,-70,-66,-66,-67,-100,-67,-64,-67,-100,-100,-85,-100,-100,-100,-100,-93,-82,-81,-82,-100,-100,-80,-100,-100,-82,-82,-100,-100,-86,-85,-100,-100,-84,-100,-95,-100,-100,-100,-100,-100,-100,-100,-88,-100,-86,-71,-46,-100,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-46,-100,-100,-100,-45,-45,-44,-85,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-89,-86,-86,-86,-100,-86,-85,-86,-87,-89,-93,-100,-100,-90,-87,-86,-86,-86,-85,-85,-89,-90,-91,-92,-90,374.6,799.6000000000007,50.0
-100,-100,-91,-90,-100,-90,-100,-100,-90,-100,-91,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-100,-93,-100,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-90,-100,-89,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-91,-91,-100,-100,-100,-100,-87,-88,-89,-89,-89,-100,-100,-100,-82,-71,-44,-72,-70,-66,-66,-67,-100,-67,-64,-67,-100,-100,-85,-100,-100,-100,-100,-93,-82,-81,-82,-100,-100,-80,-100,-100,-82,-82,-100,-100,-86,-85,-100,-100,-84,-100,-95,-100,-100,-100,-100,-100,-100,-100,-88,-100,-86,-71,-46,-100,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-46,-100,-100,-100,-45,-45,-44,-85,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-89,-86,-86,-86,-100,-86,-85,-86,-87,-89,-93,-100,-100,-90,-87,-86,-86,-86,-85,-85,-89,-90,-91,-92,-90,374.6,799.6000000000007,50.0
-100,-100,-91,-90,-100,-90,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-93,-100,-93,-100,-100,-100,-100,-100,-100,-100,-90,-100,-89,-100,-100,-100,-89,-100,-90,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-91,-91,-100,-100,-100,-100,-89,-88,-88,-90,-89,-100,-100,-100,-82,-72,-49,-72,-72,-66,-62,-67,-100,-67,-66,-62,-100,-100,-85,-100,-100,-100,-100,-93,-85,-84,-84,-100,-100,-83,-100,-100,-81,-81,-100,-100,-86,-85,-100,-100,-84,-100,-95,-100,-100,-100,-100,-100,-100,-100,-85,-100,-84,-73,-48,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-47,-100,-100,-100,-45,-46,-46,-85,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-89,-86,-86,-85,-100,-86,-85,-84,-87,-89,-92,-100,-100,-90,-86,-85,-87,-87,-85,-85,-89,-90,-91,-92,-90,374.6,799.6000000000007,50.0
-100,-100,-91,-90,-100,-90,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-100,-93,-100,-100,-100,-100,-100,-100,-100,-90,-100,-88,-100,-100,-100,-89,-100,-88,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-91,-90,-100,-100,-100,-100,-88,-89,-90,-88,-92,-100,-100,-100,-82,-71,-50,-71,-72,-62,-66,-65,-100,-63,-63,-64,-100,-100,-85,-100,-100,-100,-100,-93,-83,-84,-83,-100,-100,-81,-100,-100,-82,-82,-100,-100,-86,-83,-100,-100,-84,-100,-95,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-74,-48,-100,-70,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-47,-100,-100,-100,-45,-45,-45,-86,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-89,-86,-86,-84,-100,-86,-86,-85,-87,-89,-92,-100,-100,-90,-86,-85,-87,-85,-87,-85,-89,-90,-91,-92,-90,374.6,799.6000000000007,50.0
-100,-100,-91,-90,-100,-91,-100,-100,-88,-100,-89,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-100,-93,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-100,-100,-100,-90,-100,-90,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-90,-89,-100,-100,-100,-100,-87,-87,-88,-88,-92,-100,-100,-100,-83,-72,-52,-72,-72,-63,-67,-62,-100,-69,-68,-68,-100,-100,-85,-100,-100,-100,-100,-93,-82,-83,-83,-100,-100,-83,-100,-100,-83,-83,-100,-100,-83,-83,-100,-100,-84,-100,-95,-100,-100,-100,-100,-100,-100,-100,-84,-100,-85,-77,-47,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-49,-100,-100,-100,-46,-47,-46,-84,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-89,-86,-86,-87,-100,-86,-88,-86,-87,-89,-91,-100,-100,-90,-87,-87,-86,-85,-87,-86,-89,-90,-91,-92,-90,374.6,799.6000000000007,50.0
-100,-100,-91,-90,-100,-91,-100,-100,-88,-100,-89,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-100,-93,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-100,-100,-100,-90,-100,-90,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-92,-89,-100,-100,-100,-100,-87,-92,-88,-92,-92,-100,-100,-100,-86,-75,-53,-76,-74,-67,-70,-68,-100,-70,-71,-71,-100,-100,-85,-100,-100,-100,-100,-93,-84,-85,-84,-100,-100,-80,-100,-100,-87,-83,-100,-100,-83,-83,-100,-100,-84,-100,-95,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-81,-49,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-51,-100,-100,-100,-51,-51,-50,-87,-100,-100,-100,-100,-100,-100,-91,-100,-89,-90,-90,-89,-86,-86,-87,-100,-86,-88,-86,-87,-88,-91,-100,-100,-93,-86,-86,-86,-85,-87,-86,-89,-90,-91,-94,-90,360.40000000000003,799.6000000000007,51.0
-100,-100,-91,-90,-100,-91,-100,-100,-88,-100,-89,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-100,-93,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-100,-100,-100,-90,-100,-90,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-93,-89,-100,-100,-100,-100,-87,-91,-88,-91,-92,-100,-100,-100,-86,-73,-53,-73,-73,-71,-70,-71,-100,-68,-70,-68,-100,-100,-85,-100,-100,-100,-100,-93,-87,-85,-84,-100,-100,-85,-100,-100,-86,-83,-100,-100,-83,-91,-100,-100,-84,-100,-95,-100,-100,-100,-100,-100,-100,-100,-85,-100,-84,-79,-50,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-50,-100,-100,-100,-49,-49,-49,-85,-100,-100,-100,-100,-100,-100,-91,-100,-89,-90,-90,-89,-86,-86,-89,-100,-86,-88,-87,-87,-88,-91,-100,-100,-93,-86,-86,-86,-85,-87,-86,-89,-90,-91,-94,-90,360.40000000000003,799.6000000000007,51.0
-100,-100,-91,-90,-100,-91,-100,-100,-88,-100,-89,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-100,-93,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-100,-100,-100,-90,-100,-90,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-94,-89,-100,-100,-100,-100,-90,-91,-91,-91,-92,-100,-100,-100,-86,-73,-51,-73,-77,-72,-69,-73,-100,-71,-71,-71,-100,-100,-85,-100,-100,-100,-100,-93,-83,-85,-84,-100,-100,-85,-100,-100,-86,-86,-100,-100,-88,-91,-100,-100,-84,-100,-95,-100,-100,-100,-100,-100,-100,-100,-87,-100,-89,-79,-50,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-50,-100,-100,-100,-49,-50,-49,-85,-100,-100,-100,-100,-100,-100,-91,-100,-89,-90,-90,-89,-86,-86,-86,-100,-86,-87,-86,-87,-88,-93,-100,-100,-93,-86,-86,-87,-87,-86,-86,-89,-90,-91,-94,-90,360.40000000000003,799.6000000000007,51.0
