38:17:c3:19:71:90,38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,38:17:c3:19:45:a0,44:48:c1:a5:82:30,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,38:17:c3:1e:ff:00,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:20,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1f:09:93,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:01:92,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1f:22:32,38:17:c3:1e:ff:01,38:17:c3:1f:22:31,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:01:90,38:17:c3:1f:01:91,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,38:17:c3:1f:09:83,38:17:c3:19:55:52,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:31,b4:5d:50:e1:92:23,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,00:4e:35:df:06:40,80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:12,00:4e:35:de:e1:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,66:2a:2f:53:7c:99,68:ff:7b:e4:af:38,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,20:a6:cd:42:0b:f3,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,20:a6:cd:50:24:a1,b4:5d:50:e1:92:30,00:4e:35:de:e1:11,20:a6:cd:42:0b:f0,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:1f:09:92,38:17:c3:1f:09:91,20:a6:cd:42:0b:f2,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:55:41,20:a6:cd:42:0b:f1,38:17:c3:1f:09:90,00:4e:35:de:e1:00,68:ff:7b:e4:af:39,38:17:c3:1f:00:b0,20:a6:cd:42:0b:e3,00:4e:35:de:e1:02,38:17:c3:1f:08:50,38:17:c3:1f:08:51,b4:5d:50:e1:96:43,00:4e:35:de:e1:01,00:4e:35:de:d7:53,00:4e:35:de:d7:52,a8:bd:27:4c:bd:30,44:48:c1:91:95:b3,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,44:48:c1:91:95:b2,a8:bd:27:4c:bd:21,00:4e:35:df:0e:12,00:4e:35:de:d7:50,b4:5d:50:e1:92:20,38:17:c3:1f:08:52,00:4e:35:de:d7:51,38:17:c3:1f:08:41,00:4e:35:de:d7:41,00:4e:35:df:0e:11,00:4e:35:de:d7:43,00:4e:35:de:d7:42,38:17:c3:1e:fc:b0,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,a8:bd:27:4c:bd:22,00:4e:35:df:0e:10,38:17:c3:1e:fc:b1,38:17:c3:1f:08:42,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:36:30,38:17:c3:1f:08:40,a8:bd:27:4c:bd:20,38:17:c3:19:36:32,38:17:c3:1e:fc:b2,70:56:81:c9:91:ab,56:13:79:14:54:6d,64:e5:99:c3:13:3c,38:17:c3:1e:fc:a2,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,a8:bd:27:4c:bd:32,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,a8:bd:27:4c:bd:31,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,32:f7:72:50:57:3b,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:1f:0f:90,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,00:4e:35:df:27:12,00:4e:35:df:27:01,00:4e:35:df:27:00,00:4e:35:df:27:02,00:4e:35:de:d7:40,x,y,label
-93,-52,-77,-88,-89,-53,-76,-52,-74,-87,-70,-70,-67,-70,-68,-68,-67,-84,-74,-75,-75,-62,-80,-61,-70,-74,-73,-61,-82,-61,-83,-90,-81,-81,-51,-70,-91,-84,-90,-84,-88,-87,-84,-71,-70,-85,-86,-91,-86,-86,-87,-85,-85,-85,-74,-75,-82,-76,-88,-91,-88,-90,-71,-70,-70,-83,-65,-73,-83,-84,-88,-83,-84,-85,-76,-84,-84,-89,-91,-82,-83,-88,-74,-75,-71,-78,-87,-83,-79,-78,-74,-53,-56,-64,-65,-82,-57,-73,-75,-79,-79,-76,-79,-76,-86,-88,-88,-90,-90,-88,-87,-87,-88,-91,-90,-89,-89,-90,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1.0
-93,-52,-77,-88,-89,-44,-76,-52,-74,-87,-71,-70,-67,-69,-68,-69,-68,-85,-74,-74,-74,-64,-84,-63,-70,-74,-73,-63,-84,-63,-83,-88,-80,-80,-53,-69,-91,-86,-90,-85,-88,-87,-84,-70,-69,-85,-86,-91,-86,-87,-87,-86,-88,-87,-74,-75,-80,-76,-89,-88,-88,-90,-70,-70,-71,-83,-68,-73,-83,-84,-87,-83,-83,-83,-76,-83,-83,-91,-91,-81,-82,-88,-76,-78,-74,-75,-88,-83,-74,-74,-79,-57,-57,-69,-67,-82,-57,-73,-74,-77,-79,-75,-78,-75,-86,-89,-87,-88,-90,-88,-87,-87,-87,-91,-90,-89,-89,-90,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1.0
-89,-47,-78,-83,-85,-47,-67,-47,-71,-83,-73,-73,-73,-74,-71,-71,-71,-89,-71,-71,-72,-55,-84,-54,-74,-73,-73,-55,-77,-55,-83,-84,-84,-85,-58,-68,-83,-89,-83,-88,-83,-82,-84,-71,-68,-83,-83,-94,-89,-81,-87,-81,-89,-90,-72,-72,-80,-71,-90,-91,-90,-85,-67,-68,-68,-81,-66,-70,-79,-81,-87,-83,-86,-85,-82,-81,-81,-91,-91,-81,-85,-87,-74,-73,-71,-76,-81,-87,-86,-75,-72,-67,-67,-68,-67,-84,-67,-73,-74,-81,-81,-75,-80,-79,-85,-89,-88,-87,-90,-88,-85,-85,-87,-89,-89,-89,-86,-90,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2.0
-87,-48,-78,-84,-84,-47,-67,-47,-71,-83,-73,-73,-70,-71,-70,-72,-69,-88,-73,-73,-73,-58,-84,-58,-74,-73,-73,-56,-77,-56,-83,-88,-84,-85,-47,-68,-83,-85,-85,-87,-83,-81,-84,-68,-70,-83,-83,-94,-91,-81,-87,-81,-92,-90,-72,-72,-80,-71,-90,-91,-91,-85,-70,-70,-70,-81,-65,-69,-79,-81,-86,-83,-88,-85,-82,-82,-82,-87,-91,-81,-87,-88,-74,-73,-68,-75,-81,-89,-77,-76,-75,-63,-64,-65,-65,-76,-67,-82,-79,-82,-82,-78,-82,-78,-85,-89,-86,-87,-90,-88,-85,-85,-88,-88,-89,-89,-86,-87,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2.0
-87,-48,-77,-85,-87,-48,-77,-48,-77,-85,-73,-72,-71,-72,-70,-71,-71,-85,-72,-72,-72,-62,-84,-63,-74,-73,-72,-63,-77,-62,-83,-86,-84,-85,-48,-69,-86,-87,-84,-85,-84,-83,-84,-68,-69,-84,-84,-94,-88,-83,-87,-81,-90,-88,-71,-72,-80,-71,-90,-94,-92,-85,-71,-71,-71,-80,-68,-66,-81,-79,-86,-83,-84,-85,-82,-82,-84,-90,-91,-81,-84,-87,-75,-75,-69,-77,-83,-89,-75,-75,-73,-68,-65,-65,-68,-77,-67,-82,-79,-82,-81,-78,-83,-80,-84,-89,-84,-86,-90,-88,-86,-86,-86,-87,-87,-89,-86,-86,-86,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2.0
-89,-47,-77,-85,-83,-47,-77,-48,-77,-85,-73,-72,-72,-72,-73,-73,-73,-87,-69,-70,-69,-60,-84,-60,-74,-73,-75,-60,-77,-61,-83,-84,-84,-85,-48,-71,-84,-86,-85,-87,-83,-82,-84,-69,-69,-84,-84,-93,-89,-80,-87,-81,-90,-90,-71,-72,-80,-71,-91,-90,-90,-85,-69,-72,-71,-80,-67,-69,-81,-79,-88,-83,-83,-85,-79,-78,-78,-90,-91,-82,-83,-85,-71,-71,-69,-75,-82,-90,-75,-85,-72,-66,-66,-69,-66,-79,-66,-82,-79,-78,-79,-78,-80,-78,-84,-90,-84,-87,-90,-88,-85,-86,-85,-87,-88,-89,-86,-84,-86,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2.0
-89,-48,-75,-84,-83,-51,-77,-47,-74,-83,-72,-72,-72,-73,-73,-72,-72,-86,-73,-73,-71,-60,-84,-60,-76,-75,-76,-59,-77,-61,-83,-84,-84,-85,-48,-68,-86,-87,-84,-87,-84,-82,-86,-70,-69,-84,-84,-91,-90,-81,-87,-81,-90,-89,-74,-73,-80,-73,-91,-91,-90,-85,-68,-71,-68,-80,-68,-69,-81,-79,-88,-83,-83,-85,-82,-81,-82,-90,-91,-82,-84,-87,-74,-73,-71,-75,-82,-85,-75,-74,-74,-66,-65,-68,-68,-80,-66,-81,-82,-79,-77,-78,-78,-78,-84,-90,-84,-87,-90,-88,-84,-83,-85,-88,-89,-89,-86,-84,-86,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2.0
-90,-53,-81,-84,-83,-54,-82,-53,-80,-83,-69,-69,-68,-69,-69,-68,-66,-85,-74,-73,-74,-64,-84,-64,-76,-75,-76,-65,-77,-64,-83,-89,-81,-81,-53,-61,-87,-86,-86,-87,-87,-82,-86,-61,-62,-84,-84,-91,-83,-88,-87,-88,-83,-84,-81,-81,-80,-80,-88,-87,-87,-89,-69,-71,-68,-81,-64,-68,-81,-81,-82,-81,-86,-86,-82,-80,-78,-92,-91,-82,-87,-89,-69,-72,-65,-72,-89,-85,-73,-73,-72,-66,-65,-67,-65,-79,-64,-81,-82,-78,-79,-78,-79,-80,-84,-87,-81,-89,-90,-88,-84,-83,-89,-89,-88,-89,-89,-89,-86,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2.0
-88,-55,-75,-86,-85,-55,-82,-57,-80,-87,-69,-71,-66,-70,-66,-66,-64,-87,-72,-71,-70,-60,-76,-60,-76,-75,-76,-61,-77,-60,-83,-89,-80,-80,-50,-63,-86,-88,-87,-85,-86,-86,-86,-64,-63,-77,-81,-91,-83,-86,-86,-88,-83,-81,-78,-78,-80,-76,-85,-86,-86,-89,-70,-71,-70,-81,-68,-72,-81,-81,-79,-79,-86,-86,-80,-92,-79,-92,-91,-82,-89,-87,-69,-70,-65,-72,-86,-85,-70,-73,-70,-62,-64,-69,-68,-80,-62,-83,-82,-78,-78,-78,-79,-77,-80,-87,-80,-88,-90,-88,-84,-83,-87,-88,-90,-89,-88,-89,-86,-83,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3.0
-86,-57,-75,-83,-83,-57,-82,-58,-80,-83,-69,-70,-67,-70,-67,-67,-67,-86,-73,-73,-73,-55,-76,-56,-76,-75,-76,-59,-77,-58,-83,-88,-79,-78,-50,-63,-87,-85,-86,-87,-87,-86,-86,-64,-57,-77,-81,-91,-84,-89,-86,-87,-86,-84,-78,-78,-78,-76,-85,-85,-85,-89,-71,-70,-70,-81,-64,-69,-81,-81,-79,-80,-87,-86,-80,-92,-79,-92,-91,-82,-89,-88,-69,-68,-65,-71,-85,-85,-71,-69,-68,-66,-66,-65,-65,-80,-62,-83,-82,-79,-76,-78,-79,-76,-80,-86,-79,-86,-90,-88,-84,-83,-87,-88,-86,-89,-87,-87,-86,-83,-93,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3.0
-90,-57,-77,-84,-84,-59,-74,-56,-77,-82,-71,-72,-66,-70,-64,-68,-67,-87,-73,-72,-72,-56,-77,-59,-75,-75,-75,-57,-76,-58,-77,-88,-77,-77,-51,-60,-88,-87,-88,-87,-87,-86,-86,-64,-64,-79,-79,-91,-84,-89,-86,-87,-86,-84,-75,-77,-78,-76,-86,-86,-85,-87,-71,-70,-70,-81,-67,-71,-81,-81,-82,-81,-87,-86,-80,-77,-77,-90,-91,-82,-90,-87,-68,-71,-66,-71,-87,-85,-72,-70,-70,-64,-62,-65,-66,-81,-62,-83,-82,-74,-75,-78,-74,-74,-82,-85,-83,-89,-88,-88,-89,-90,-87,-89,-88,-86,-87,-87,-86,-83,-91,-93,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3.0
-91,-56,-77,-82,-82,-57,-80,-58,-79,-83,-71,-71,-70,-71,-68,-69,-69,-86,-66,-66,-66,-56,-77,-58,-75,-75,-78,-58,-79,-58,-77,-85,-80,-77,-52,-65,-90,-87,-88,-87,-87,-88,-86,-65,-65,-79,-79,-91,-84,-83,-86,-87,-85,-84,-73,-75,-78,-73,-88,-87,-87,-87,-71,-72,-71,-81,-66,-74,-81,-81,-87,-87,-87,-86,-80,-79,-80,-85,-84,-82,-90,-86,-69,-70,-67,-73,-87,-85,-72,-74,-70,-64,-62,-65,-64,-82,-62,-83,-82,-78,-78,-78,-78,-78,-82,-85,-87,-86,-88,-89,-86,-85,-89,-90,-90,-87,-86,-87,-86,-83,-91,-93,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3.0
-90,-57,-77,-84,-84,-59,-74,-56,-77,-82,-71,-72,-66,-70,-64,-68,-67,-87,-73,-72,-72,-56,-77,-59,-75,-75,-75,-57,-76,-58,-77,-88,-77,-77,-51,-60,-88,-87,-88,-87,-87,-86,-86,-64,-64,-79,-79,-91,-84,-89,-86,-87,-86,-84,-75,-77,-78,-76,-86,-86,-85,-87,-71,-70,-70,-81,-67,-71,-81,-81,-82,-81,-87,-86,-80,-77,-77,-90,-91,-82,-90,-87,-68,-71,-66,-71,-87,-85,-72,-70,-70,-64,-62,-65,-66,-81,-62,-83,-82,-74,-75,-78,-74,-74,-82,-85,-83,-89,-88,-88,-89,-90,-87,-89,-88,-86,-87,-87,-86,-83,-91,-93,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3.0
-86,-57,-75,-83,-83,-57,-82,-58,-80,-83,-69,-70,-67,-70,-67,-67,-67,-86,-73,-73,-73,-55,-76,-56,-76,-75,-76,-59,-77,-58,-83,-88,-79,-78,-50,-63,-87,-85,-86,-87,-87,-86,-86,-64,-57,-77,-81,-91,-84,-89,-86,-87,-86,-84,-78,-78,-78,-76,-85,-85,-85,-89,-71,-70,-70,-81,-64,-69,-81,-81,-79,-80,-87,-86,-80,-92,-79,-92,-91,-82,-89,-88,-69,-68,-65,-71,-85,-85,-71,-69,-68,-66,-66,-65,-65,-80,-62,-83,-82,-79,-76,-78,-79,-76,-80,-86,-79,-86,-90,-88,-84,-83,-87,-88,-86,-89,-87,-87,-86,-83,-93,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3.0
-89,-59,-77,-82,-82,-56,-80,-57,-79,-87,-71,-68,-73,-68,-72,-72,-72,-86,-69,-69,-69,-56,-77,-58,-71,-71,-78,-58,-75,-58,-77,-85,-80,-80,-60,-67,-88,-83,-89,-84,-89,-88,-87,-73,-71,-79,-79,-91,-80,-80,-86,-81,-80,-80,-78,-75,-78,-73,-85,-86,-85,-86,-64,-67,-66,-81,-60,-72,-81,-81,-89,-87,-81,-81,-80,-76,-78,-85,-84,-81,-81,-85,-71,-70,-66,-71,-87,-85,-73,-69,-71,-63,-61,-62,-62,-78,-62,-83,-82,-80,-79,-78,-81,-75,-82,-85,-86,-88,-88,-89,-85,-86,-85,-88,-89,-87,-85,-87,-86,-83,-91,-93,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4.0
-91,-58,-77,-82,-82,-58,-80,-57,-79,-81,-70,-70,-70,-70,-70,-70,-71,-80,-68,-69,-68,-55,-86,-55,-69,-65,-69,-55,-75,-56,-77,-85,-80,-81,-58,-68,-87,-80,-88,-80,-89,-86,-87,-70,-68,-79,-79,-91,-78,-80,-81,-83,-79,-80,-74,-74,-78,-77,-88,-87,-87,-86,-67,-67,-68,-81,-61,-77,-82,-81,-89,-87,-79,-81,-74,-75,-76,-92,-84,-81,-81,-82,-68,-68,-70,-70,-87,-85,-73,-73,-68,-59,-61,-64,-63,-75,-62,-83,-82,-80,-80,-78,-82,-76,-82,-87,-86,-83,-88,-89,-85,-84,-82,-89,-89,-87,-83,-84,-86,-83,-92,-93,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4.0
-91,-59,-77,-83,-82,-58,-80,-56,-79,-83,-67,-70,-71,-84,-72,-72,-70,-80,-69,-69,-69,-55,-86,-53,-69,-69,-69,-53,-75,-53,-77,-84,-80,-79,-57,-70,-90,-80,-90,-81,-88,-83,-88,-69,-69,-79,-79,-91,-80,-81,-81,-83,-80,-79,-74,-72,-78,-77,-87,-88,-86,-86,-67,-67,-64,-81,-62,-76,-82,-81,-87,-87,-77,-81,-78,-78,-79,-91,-84,-81,-78,-82,-65,-64,-66,-71,-83,-85,-70,-70,-65,-59,-61,-63,-61,-76,-62,-83,-82,-80,-80,-78,-80,-74,-82,-87,-86,-82,-85,-89,-87,-85,-82,-88,-89,-87,-83,-85,-86,-83,-92,-93,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4.0
-91,-60,-78,-83,-82,-59,-80,-58,-79,-83,-70,-70,-69,-71,-70,-70,-70,-81,-69,-71,-69,-56,-86,-56,-70,-72,-73,-57,-74,-56,-77,-85,-80,-79,-57,-69,-87,-80,-87,-81,-86,-85,-88,-69,-68,-79,-79,-91,-80,-82,-81,-83,-80,-80,-72,-74,-78,-72,-88,-87,-87,-86,-67,-67,-63,-80,-62,-69,-82,-81,-86,-87,-77,-81,-75,-76,-77,-91,-84,-81,-78,-82,-67,-67,-65,-70,-86,-85,-72,-82,-67,-59,-61,-60,-61,-74,-62,-83,-82,-85,-84,-78,-84,-78,-82,-88,-86,-83,-85,-89,-85,-85,-83,-88,-88,-87,-82,-85,-86,-83,-93,-93,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4.0
