38:17:c3:19:71:90,38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,38:17:c3:19:45:a0,44:48:c1:a5:82:30,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,38:17:c3:1e:ff:00,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:20,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1f:09:93,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:01:92,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1f:22:32,38:17:c3:1e:ff:01,38:17:c3:1f:22:31,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:01:90,38:17:c3:1f:01:91,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,38:17:c3:1f:09:83,38:17:c3:19:55:52,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:31,b4:5d:50:e1:92:23,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,00:4e:35:df:06:40,80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:12,00:4e:35:de:e1:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,66:2a:2f:53:7c:99,68:ff:7b:e4:af:38,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,20:a6:cd:42:0b:f3,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,20:a6:cd:50:24:a1,b4:5d:50:e1:92:30,00:4e:35:de:e1:11,20:a6:cd:42:0b:f0,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:1f:09:92,38:17:c3:1f:09:91,20:a6:cd:42:0b:f2,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:55:41,20:a6:cd:42:0b:f1,38:17:c3:1f:09:90,00:4e:35:de:e1:00,68:ff:7b:e4:af:39,38:17:c3:1f:00:b0,20:a6:cd:42:0b:e3,00:4e:35:de:e1:02,38:17:c3:1f:08:50,38:17:c3:1f:08:51,b4:5d:50:e1:96:43,00:4e:35:de:e1:01,00:4e:35:de:d7:53,00:4e:35:de:d7:52,a8:bd:27:4c:bd:30,44:48:c1:91:95:b3,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,44:48:c1:91:95:b2,a8:bd:27:4c:bd:21,00:4e:35:df:0e:12,00:4e:35:de:d7:50,b4:5d:50:e1:92:20,38:17:c3:1f:08:52,00:4e:35:de:d7:51,38:17:c3:1f:08:41,00:4e:35:de:d7:41,00:4e:35:df:0e:11,00:4e:35:de:d7:43,00:4e:35:de:d7:42,38:17:c3:1e:fc:b0,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,a8:bd:27:4c:bd:22,00:4e:35:df:0e:10,38:17:c3:1e:fc:b1,38:17:c3:1f:08:42,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:36:30,38:17:c3:1f:08:40,a8:bd:27:4c:bd:20,38:17:c3:19:36:32,38:17:c3:1e:fc:b2,70:56:81:c9:91:ab,56:13:79:14:54:6d,64:e5:99:c3:13:3c,38:17:c3:1e:fc:a2,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,a8:bd:27:4c:bd:32,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,a8:bd:27:4c:bd:31,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,32:f7:72:50:57:3b,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:1f:0f:90,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,00:4e:35:df:27:12,00:4e:35:df:27:01,00:4e:35:df:27:00,00:4e:35:df:27:02,00:4e:35:de:d7:40,x,y,label
-94,-84,-89,-100,-100,-100,-89,-100,-89,-100,-86,-85,-72,-86,-73,-72,-72,-100,-100,-88,-86,-84,-100,-84,-83,-86,-83,-85,-100,-84,-100,-100,-100,-93,-84,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-90,-100,-67,-67,-100,-100,-100,-100,-91,-91,-92,-92,-82,-81,-82,-63,-77,-46,-63,-62,-72,-72,-100,-100,-61,-60,-60,-90,-100,-100,-100,-100,-88,-89,-90,-60,-100,-100,-59,-61,-100,-87,-87,-76,-76,-92,-88,-78,-80,-84,-83,-78,-84,-86,-100,-90,-72,-100,-70,-69,-100,-100,-100,-89,-91,-70,-100,-100,-84,-81,-100,-100,-83,-91,-87,-100,-83,-93,-92,-70,-100,-100,-100,-100,-82,-85,-89,-100,-88,-90,-100,-100,-86,-91,-100,-84,-100,-100,-100,-81,-86,-85,-100,-100,-100,-100,-100,-100,-81,-100,-87,-100,-100,-86,-92,-89,-88,-89,-70,-83,-82,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31.0
-94,-84,-89,-100,-100,-100,-89,-100,-89,-100,-86,-86,-73,-86,-73,-74,-73,-100,-100,-88,-86,-85,-100,-84,-83,-84,-83,-85,-100,-84,-100,-100,-100,-93,-82,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-90,-100,-66,-66,-100,-100,-100,-100,-91,-91,-92,-92,-83,-82,-81,-63,-78,-45,-63,-62,-72,-72,-100,-100,-58,-61,-61,-90,-100,-100,-100,-100,-88,-89,-90,-59,-100,-100,-59,-59,-100,-90,-85,-76,-78,-92,-89,-79,-80,-86,-87,-78,-86,-86,-100,-90,-71,-100,-70,-70,-100,-100,-100,-89,-91,-70,-100,-100,-82,-81,-100,-100,-82,-88,-87,-100,-81,-93,-92,-71,-100,-100,-100,-100,-78,-86,-89,-100,-88,-90,-100,-100,-87,-91,-100,-84,-100,-100,-100,-79,-85,-85,-100,-100,-100,-100,-100,-100,-77,-100,-85,-100,-100,-87,-92,-89,-88,-89,-69,-83,-82,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31.0
-94,-83,-84,-100,-100,-100,-89,-100,-90,-100,-88,-86,-72,-86,-73,-73,-73,-100,-100,-88,-85,-84,-100,-84,-82,-84,-83,-84,-100,-84,-100,-100,-100,-93,-80,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-90,-100,-66,-66,-100,-100,-100,-100,-91,-91,-92,-92,-82,-82,-82,-62,-76,-53,-62,-62,-68,-68,-100,-100,-56,-56,-57,-91,-100,-100,-100,-100,-88,-89,-89,-59,-100,-100,-62,-61,-100,-89,-88,-75,-77,-93,-88,-79,-78,-86,-86,-82,-88,-85,-100,-90,-68,-100,-70,-69,-100,-100,-100,-89,-91,-69,-100,-100,-81,-81,-100,-100,-81,-89,-87,-100,-81,-93,-92,-70,-100,-100,-100,-100,-76,-86,-89,-100,-88,-90,-100,-100,-86,-91,-100,-84,-100,-100,-100,-79,-85,-86,-100,-100,-100,-100,-100,-100,-80,-100,-86,-100,-100,-87,-92,-89,-88,-89,-72,-83,-82,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31.0
-94,-83,-84,-100,-100,-100,-89,-100,-89,-100,-85,-86,-73,-86,-72,-72,-73,-100,-100,-88,-86,-84,-100,-84,-83,-84,-83,-84,-100,-83,-100,-100,-100,-93,-80,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-90,-100,-66,-67,-100,-100,-100,-100,-91,-91,-92,-92,-81,-82,-81,-62,-78,-44,-61,-63,-70,-68,-100,-100,-60,-57,-60,-90,-100,-100,-100,-100,-88,-89,-90,-60,-100,-100,-62,-61,-100,-90,-85,-76,-77,-90,-88,-76,-77,-85,-86,-77,-86,-86,-100,-90,-68,-100,-70,-70,-100,-100,-100,-89,-91,-70,-100,-100,-83,-81,-100,-100,-83,-89,-87,-100,-85,-93,-92,-70,-100,-100,-100,-100,-79,-87,-89,-100,-88,-90,-100,-100,-86,-91,-100,-84,-100,-100,-100,-82,-86,-86,-100,-100,-100,-100,-100,-100,-80,-100,-87,-100,-100,-87,-92,-89,-88,-89,-71,-83,-82,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31.0
-94,-84,-89,-100,-100,-100,-89,-100,-89,-100,-80,-80,-74,-80,-74,-75,-75,-100,-100,-88,-86,-83,-100,-83,-83,-86,-84,-83,-100,-82,-100,-100,-100,-93,-80,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-90,-100,-66,-64,-100,-100,-100,-100,-91,-91,-92,-92,-83,-81,-82,-62,-73,-47,-62,-62,-75,-75,-100,-100,-61,-62,-61,-87,-100,-100,-100,-100,-88,-89,-89,-63,-100,-100,-68,-62,-100,-90,-87,-74,-73,-92,-89,-78,-80,-84,-83,-78,-84,-86,-100,-90,-77,-100,-71,-69,-100,-100,-100,-89,-91,-70,-100,-100,-78,-81,-100,-100,-79,-91,-87,-100,-80,-93,-92,-68,-100,-100,-100,-100,-76,-86,-89,-100,-88,-90,-100,-100,-87,-91,-100,-84,-100,-100,-100,-76,-87,-86,-100,-100,-100,-100,-100,-100,-76,-100,-87,-100,-100,-81,-92,-89,-88,-89,-70,-83,-82,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31.0
-94,-84,-89,-100,-100,-100,-89,-100,-89,-100,-80,-81,-73,-79,-75,-73,-73,-100,-100,-88,-86,-83,-100,-84,-86,-86,-84,-86,-100,-83,-100,-100,-100,-100,-80,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-70,-71,-100,-100,-100,-100,-91,-91,-92,-92,-83,-85,-83,-65,-77,-55,-64,-63,-71,-71,-100,-100,-63,-65,-64,-90,-100,-100,-100,-100,-88,-89,-93,-66,-100,-100,-67,-66,-100,-83,-84,-77,-77,-94,-83,-71,-73,-85,-84,-74,-84,-86,-100,-100,-72,-100,-70,-69,-100,-100,-100,-100,-100,-70,-100,-100,-82,-81,-100,-100,-83,-91,-87,-100,-83,-93,-92,-62,-100,-100,-100,-100,-72,-87,-100,-100,-88,-100,-100,-100,-89,-100,-100,-89,-100,-100,-100,-72,-89,-87,-100,-100,-100,-100,-100,-100,-73,-100,-88,-100,-100,-91,-92,-89,-88,-89,-59,-83,-82,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32.0
-94,-84,-89,-100,-100,-100,-89,-100,-89,-100,-84,-84,-80,-85,-81,-80,-80,-100,-100,-88,-86,-85,-100,-84,-86,-86,-86,-84,-100,-84,-100,-100,-100,-100,-78,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-72,-73,-100,-100,-100,-100,-91,-91,-92,-92,-84,-82,-85,-76,-78,-44,-73,-75,-78,-79,-100,-100,-70,-72,-71,-94,-100,-100,-100,-100,-88,-89,-90,-73,-100,-100,-75,-75,-100,-83,-84,-79,-78,-91,-88,-73,-78,-85,-85,-72,-85,-79,-100,-100,-79,-100,-77,-68,-100,-100,-100,-100,-100,-74,-100,-100,-87,-87,-100,-100,-88,-91,-87,-100,-88,-93,-92,-60,-100,-100,-100,-100,-74,-88,-100,-100,-88,-100,-100,-100,-90,-100,-100,-84,-100,-100,-100,-74,-89,-84,-100,-100,-100,-100,-100,-100,-74,-100,-84,-100,-100,-88,-92,-89,-88,-89,-51,-83,-90,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32.0
-94,-84,-89,-100,-100,-100,-89,-100,-89,-100,-79,-80,-73,-79,-73,-74,-73,-100,-100,-88,-86,-84,-100,-85,-86,-86,-85,-83,-100,-84,-100,-100,-100,-100,-81,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-71,-70,-100,-100,-100,-100,-91,-91,-92,-92,-81,-79,-83,-65,-78,-55,-65,-65,-74,-73,-100,-100,-67,-66,-66,-90,-100,-100,-100,-100,-88,-89,-90,-65,-100,-100,-68,-66,-100,-83,-84,-75,-75,-92,-83,-73,-74,-85,-85,-74,-84,-81,-100,-100,-73,-100,-71,-71,-100,-100,-100,-100,-100,-71,-100,-100,-83,-80,-100,-100,-83,-91,-87,-100,-89,-93,-92,-59,-100,-100,-100,-100,-72,-85,-100,-100,-88,-100,-100,-100,-86,-100,-100,-89,-100,-100,-100,-73,-84,-89,-100,-100,-100,-100,-100,-100,-73,-100,-91,-100,-100,-92,-92,-89,-88,-89,-57,-83,-90,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32.0
-94,-84,-89,-100,-100,-100,-89,-100,-89,-100,-83,-82,-73,-81,-74,-73,-74,-100,-100,-88,-86,-84,-100,-85,-83,-86,-84,-84,-100,-84,-100,-100,-100,-100,-81,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-71,-70,-100,-100,-100,-100,-91,-91,-92,-92,-83,-85,-83,-66,-77,-55,-65,-65,-73,-73,-100,-100,-65,-63,-66,-91,-100,-100,-100,-100,-88,-89,-89,-64,-100,-100,-67,-66,-100,-83,-85,-77,-75,-94,-86,-74,-74,-82,-86,-74,-85,-86,-100,-100,-73,-100,-71,-71,-100,-100,-100,-100,-100,-72,-100,-100,-84,-81,-100,-100,-82,-91,-87,-100,-83,-93,-92,-59,-100,-100,-100,-100,-82,-86,-100,-100,-88,-100,-100,-100,-87,-100,-100,-89,-100,-100,-100,-74,-87,-87,-100,-100,-100,-100,-100,-100,-74,-100,-88,-100,-100,-88,-92,-89,-88,-89,-59,-83,-82,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32.0
-94,-84,-89,-100,-100,-100,-89,-100,-89,-100,-80,-80,-73,-79,-74,-73,-73,-100,-100,-88,-86,-85,-100,-84,-86,-86,-85,-85,-100,-84,-100,-100,-100,-100,-80,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-70,-70,-100,-100,-100,-100,-91,-91,-92,-92,-82,-82,-83,-65,-76,-55,-66,-66,-74,-73,-100,-100,-64,-66,-65,-90,-100,-100,-100,-100,-88,-89,-91,-66,-100,-100,-67,-66,-100,-84,-84,-76,-77,-92,-83,-73,-74,-85,-85,-74,-84,-84,-100,-100,-74,-100,-71,-70,-100,-100,-100,-100,-100,-71,-100,-100,-84,-80,-100,-100,-83,-91,-87,-100,-83,-93,-92,-60,-100,-100,-100,-100,-75,-89,-100,-100,-88,-100,-100,-100,-86,-100,-100,-89,-100,-100,-100,-74,-84,-89,-100,-100,-100,-100,-100,-100,-74,-100,-88,-100,-100,-92,-92,-89,-88,-89,-60,-83,-82,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32.0
-94,-84,-89,-100,-100,-100,-89,-100,-89,-100,-79,-80,-74,-78,-74,-74,-73,-100,-100,-88,-86,-85,-100,-84,-86,-86,-85,-84,-100,-84,-100,-100,-100,-100,-79,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-71,-70,-100,-100,-100,-100,-91,-91,-92,-92,-81,-82,-83,-65,-78,-55,-65,-65,-72,-73,-100,-100,-63,-66,-62,-94,-100,-100,-100,-100,-88,-89,-90,-66,-100,-100,-71,-66,-100,-83,-84,-75,-75,-90,-83,-73,-74,-85,-85,-72,-85,-79,-100,-100,-72,-100,-68,-68,-100,-100,-100,-100,-100,-67,-100,-100,-82,-80,-100,-100,-83,-91,-87,-100,-84,-93,-92,-60,-100,-100,-100,-100,-75,-85,-100,-100,-88,-100,-100,-100,-85,-100,-100,-89,-100,-100,-100,-74,-85,-88,-100,-100,-100,-100,-100,-100,-75,-100,-87,-100,-100,-91,-92,-89,-88,-89,-61,-83,-90,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32.0
-100,-84,-89,-100,-100,-100,-89,-100,-89,-100,-83,-83,-79,-82,-79,-80,-79,-100,-100,-88,-86,-85,-100,-85,-86,-84,-85,-85,-100,-85,-100,-100,-100,-100,-81,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-73,-72,-100,-100,-100,-100,-91,-91,-92,-92,-85,-85,-85,-70,-78,-44,-73,-70,-81,-80,-100,-100,-69,-67,-68,-94,-100,-100,-100,-100,-90,-89,-89,-71,-100,-100,-73,-71,-100,-89,-87,-76,-77,-93,-88,-77,-78,-88,-86,-78,-89,-87,-100,-100,-80,-100,-78,-73,-100,-100,-100,-100,-100,-77,-100,-100,-86,-89,-100,-100,-86,-91,-87,-100,-86,-100,-92,-84,-100,-100,-100,-100,-72,-89,-100,-100,-88,-100,-100,-100,-87,-100,-100,-86,-100,-100,-100,-72,-87,-85,-100,-100,-100,-100,-100,-100,-73,-100,-83,-100,-100,-88,-92,-89,-88,-89,-56,-83,-90,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33.0
-100,-84,-89,-100,-100,-100,-89,-100,-89,-100,-82,-83,-79,-83,-80,-79,-79,-100,-100,-88,-86,-87,-100,-86,-86,-84,-85,-87,-100,-86,-100,-100,-100,-100,-76,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-72,-71,-100,-100,-100,-100,-91,-91,-92,-92,-86,-84,-87,-73,-79,-42,-70,-73,-80,-79,-100,-100,-68,-68,-68,-94,-100,-100,-100,-100,-90,-89,-87,-72,-100,-100,-71,-71,-100,-88,-87,-78,-80,-94,-87,-78,-77,-88,-86,-80,-87,-87,-100,-100,-80,-100,-77,-73,-100,-100,-100,-100,-100,-74,-100,-100,-86,-87,-100,-100,-87,-91,-87,-100,-86,-100,-92,-59,-100,-100,-100,-100,-72,-88,-100,-100,-88,-100,-100,-100,-91,-100,-100,-84,-100,-100,-100,-72,-87,-83,-100,-100,-100,-100,-100,-100,-72,-100,-84,-100,-100,-91,-92,-89,-88,-89,-58,-83,-90,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33.0
-100,-84,-89,-100,-100,-100,-89,-100,-89,-100,-86,-84,-79,-82,-79,-80,-80,-100,-100,-88,-86,-86,-100,-85,-85,-84,-85,-86,-100,-86,-100,-100,-100,-100,-76,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-72,-70,-100,-100,-100,-100,-91,-91,-92,-92,-86,-84,-87,-70,-79,-41,-69,-73,-78,-77,-100,-100,-68,-70,-69,-90,-100,-100,-100,-100,-90,-89,-88,-71,-100,-100,-73,-71,-100,-86,-87,-78,-79,-91,-87,-78,-77,-88,-88,-80,-88,-87,-100,-100,-78,-100,-75,-77,-100,-100,-100,-100,-100,-75,-100,-100,-87,-87,-100,-100,-87,-91,-87,-100,-87,-100,-92,-57,-100,-100,-100,-100,-73,-88,-100,-100,-88,-100,-100,-100,-87,-100,-100,-84,-100,-100,-100,-73,-88,-83,-100,-100,-100,-100,-100,-100,-74,-100,-84,-100,-100,-89,-92,-89,-88,-89,-49,-83,-90,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33.0
-100,-84,-89,-100,-100,-100,-89,-100,-89,-100,-80,-81,-84,-81,-83,-84,-84,-100,-100,-88,-86,-83,-100,-83,-85,-83,-83,-83,-100,-83,-100,-100,-100,-100,-78,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-73,-74,-100,-100,-100,-100,-91,-91,-92,-92,-88,-86,-87,-73,-77,-42,-74,-75,-81,-80,-100,-100,-71,-70,-73,-89,-100,-100,-100,-100,-90,-89,-89,-71,-100,-100,-72,-69,-100,-87,-86,-77,-77,-94,-88,-78,-79,-85,-86,-77,-87,-85,-100,-100,-80,-100,-75,-75,-100,-100,-100,-100,-100,-75,-100,-100,-88,-88,-100,-100,-87,-91,-87,-100,-86,-100,-92,-59,-100,-100,-100,-100,-72,-91,-100,-100,-88,-100,-100,-100,-87,-100,-100,-84,-100,-100,-100,-71,-88,-82,-100,-100,-100,-100,-100,-100,-70,-100,-83,-100,-100,-87,-92,-89,-88,-89,-60,-83,-90,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33.0
-100,-84,-89,-100,-100,-100,-89,-100,-89,-100,-83,-84,-79,-82,-79,-79,-80,-100,-100,-88,-86,-86,-100,-85,-86,-84,-85,-85,-100,-86,-100,-100,-100,-100,-78,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-72,-72,-100,-100,-100,-100,-91,-91,-92,-92,-85,-85,-85,-73,-77,-42,-73,-72,-78,-78,-100,-100,-69,-66,-67,-94,-100,-100,-100,-100,-90,-89,-87,-73,-100,-100,-72,-69,-100,-89,-88,-79,-77,-94,-88,-79,-76,-88,-86,-79,-89,-87,-100,-100,-78,-100,-77,-73,-100,-100,-100,-100,-100,-74,-100,-100,-86,-87,-100,-100,-85,-91,-87,-100,-85,-100,-92,-59,-100,-100,-100,-100,-72,-88,-100,-100,-88,-100,-100,-100,-88,-100,-100,-84,-100,-100,-100,-72,-88,-85,-100,-100,-100,-100,-100,-100,-72,-100,-83,-100,-100,-91,-92,-89,-88,-89,-58,-83,-90,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33.0
-100,-84,-89,-100,-100,-100,-89,-100,-89,-100,-84,-83,-79,-84,-79,-80,-79,-100,-100,-88,-86,-83,-100,-84,-85,-84,-85,-84,-100,-83,-100,-100,-100,-100,-75,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-72,-71,-100,-100,-100,-100,-91,-91,-92,-92,-87,-85,-87,-70,-78,-41,-72,-73,-75,-75,-100,-100,-68,-67,-69,-91,-100,-100,-100,-100,-90,-89,-88,-71,-100,-100,-67,-71,-100,-87,-88,-78,-78,-94,-88,-76,-76,-88,-87,-76,-87,-84,-100,-100,-76,-100,-77,-73,-100,-100,-100,-100,-100,-78,-100,-100,-86,-88,-100,-100,-86,-91,-87,-100,-87,-100,-92,-57,-100,-100,-100,-100,-72,-87,-100,-100,-88,-100,-100,-100,-87,-100,-100,-84,-100,-100,-100,-73,-88,-83,-100,-100,-100,-100,-100,-100,-71,-100,-84,-100,-100,-87,-92,-89,-88,-89,-49,-83,-90,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33.0
-100,-84,-89,-100,-100,-100,-89,-100,-89,-100,-82,-82,-78,-82,-78,-79,-78,-100,-100,-88,-86,-84,-100,-85,-85,-83,-83,-85,-100,-85,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-72,-71,-100,-100,-100,-100,-91,-91,-92,-92,-88,-88,-87,-77,-75,-47,-76,-75,-83,-84,-100,-100,-72,-72,-73,-92,-100,-100,-100,-100,-90,-89,-89,-66,-100,-100,-75,-66,-100,-85,-88,-77,-76,-94,-86,-78,-79,-87,-86,-76,-87,-83,-100,-100,-86,-100,-75,-80,-100,-100,-100,-100,-100,-80,-100,-100,-90,-88,-100,-100,-91,-91,-87,-100,-86,-100,-100,-60,-100,-100,-100,-100,-71,-91,-100,-100,-88,-100,-100,-100,-87,-100,-100,-84,-100,-100,-100,-72,-88,-81,-100,-100,-100,-100,-100,-100,-72,-100,-81,-100,-100,-83,-92,-89,-88,-89,-58,-100,-90,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34.0
