60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:51,38:17:c3:19:45:b2,20:a6:cd:42:0a:d1,38:17:c3:19:45:b1,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,38:17:c3:1f:14:11,38:17:c3:1f:14:12,b4:5d:50:e1:96:43,38:17:c3:1f:09:81,44:48:c1:91:d0:04,38:17:c3:1f:09:82,44:48:c1:91:d0:02,38:17:c3:24:47:51,38:17:c3:24:47:52,44:48:c1:91:d0:10,44:48:c1:91:d0:12,44:48:c1:91:95:a3,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:09:93,38:17:c3:1f:00:a0,38:17:c3:1f:00:b0,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:40,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,9c:d6:43:60:92:e0,38:17:c3:1f:09:80,44:48:c1:91:d0:11,38:17:c3:24:47:50,38:17:c3:1f:19:d0,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:14:01,44:48:c1:91:95:a1,44:48:c1:91:d0:14,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:93,44:48:c1:91:95:a2,a8:bd:27:4c:aa:90,b4:5d:50:e1:96:42,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:41,38:17:c3:1f:14:02,44:48:c1:91:d0:00,44:48:c1:91:95:a0,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:1f:09:83,38:17:c3:19:45:a1,38:17:c3:19:45:a2,44:48:c1:91:95:b3,38:17:c3:1f:14:00,44:48:c1:91:d0:01,38:17:c3:19:45:b0,a8:bd:27:4c:aa:80,38:17:c3:19:45:a0,38:17:c3:1f:09:90,44:48:c1:91:95:b2,38:17:c3:1f:09:91,66:2a:2f:53:7c:99,38:17:c3:1f:09:92,ac:e2:d3:c4:08:e6,b6:e6:2d:69:d5:58,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,44:48:c1:91:95:b1,86:0d:8e:aa:25:a4,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f3,38:17:c3:19:d7:72,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:70,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,80:8d:b7:55:35:03,80:8d:b7:55:25:e3,b0:be:76:f8:30:5e,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:25:e1,80:8d:b7:55:25:f3,80:8d:b7:55:25:e0,80:8d:b7:55:35:01,80:8d:b7:55:25:f1,02:54:af:fe:54:11,80:8d:b7:55:25:f2,80:8d:b7:55:35:10,ea:9e:b4:53:24:54,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:3a:42,80:8d:b7:55:35:11,80:8d:b7:55:3a:50,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1e:ff:01,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:02,38:17:c3:1e:ff:10,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,38:17:c3:1e:ff:00,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:39:d0,20:a6:cd:50:24:b0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,20:a6:cd:50:24:a0,80:8d:b7:55:39:c2,38:17:c3:19:71:90,80:8d:b7:55:29:c2,00:4e:35:df:06:42,00:4e:35:df:06:40,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:0e:10,00:4e:35:df:06:41,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:22:30,38:17:c3:1f:22:21,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:32,38:17:c3:1f:22:31,x,y,label
-74,-50,-50,-85,-54,-54,-100,-100,-100,-79,-100,-79,-100,-100,-81,-81,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-50,-54,-100,-100,-100,-100,-82,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-79,-100,-100,-100,-100,-85,-78,-79,-100,-76,-100,-79,-100,-79,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-84,-83,-83,-86,-84,-100,-82,-81,-87,-76,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-77,-50,-50,-85,-54,-54,-100,-100,-100,-79,-100,-79,-100,-100,-82,-81,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-50,-54,-100,-100,-100,-100,-82,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-79,-100,-100,-100,-100,-82,-78,-79,-100,-100,-100,-79,-100,-79,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-85,-84,-85,-86,-85,-100,-82,-81,-86,-76,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-77,-48,-48,-85,-55,-55,-100,-100,-100,-80,-100,-79,-100,-100,-83,-84,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-48,-55,-100,-100,-100,-100,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-82,-100,-79,-100,-75,-100,-79,-83,-79,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-74,-100,-86,-86,-86,-85,-87,-100,-82,-81,-85,-75,-75,-75,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-76,-50,-50,-100,-53,-52,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-89,-100,-100,-83,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-50,-52,-100,-100,-100,-100,-79,-100,-83,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-75,-75,-100,-100,-100,-83,-100,-76,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-72,-100,-86,-86,-85,-83,-86,-100,-100,-100,-83,-100,-100,-77,-83,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-76,-49,-49,-100,-56,-56,-100,-100,-100,-82,-100,-83,-88,-88,-75,-75,-88,-100,-100,-85,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-49,-56,-100,-100,-100,-89,-75,-100,-83,-100,-100,-100,-100,-89,-78,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-84,-100,-85,-77,-75,-100,-100,-100,-82,-100,-76,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-77,-100,-85,-85,-85,-84,-85,-100,-100,-100,-83,-76,-76,-76,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-78,-51,-51,-100,-52,-52,-100,-100,-100,-82,-100,-82,-88,-88,-83,-83,-87,-100,-100,-85,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-51,-52,-100,-100,-100,-91,-82,-100,-83,-100,-100,-100,-100,-89,-74,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-74,-100,-100,-84,-100,-83,-74,-74,-100,-74,-100,-82,-83,-74,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-77,-100,-85,-85,-85,-84,-85,-79,-100,-100,-84,-76,-76,-76,-84,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-77,-49,-49,-100,-54,-54,-100,-100,-100,-80,-100,-80,-88,-90,-84,-84,-89,-100,-100,-85,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-49,-54,-100,-100,-100,-90,-84,-100,-83,-100,-100,-100,-100,-89,-74,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-74,-100,-100,-83,-82,-82,-75,-75,-100,-74,-100,-81,-83,-75,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-77,-100,-88,-88,-88,-84,-88,-78,-78,-79,-84,-74,-74,-76,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-77,-52,-51,-100,-54,-54,-100,-100,-100,-82,-100,-82,-90,-89,-82,-82,-89,-100,-88,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-51,-54,-100,-100,-90,-90,-83,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-73,-100,-100,-83,-82,-84,-75,-75,-100,-73,-100,-82,-83,-75,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-79,-100,-87,-86,-87,-84,-87,-79,-78,-79,-85,-74,-74,-74,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-77,-51,-51,-100,-54,-54,-100,-100,-100,-82,-100,-82,-90,-89,-83,-83,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-51,-54,-100,-100,-90,-89,-82,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-73,-100,-100,-82,-82,-82,-75,-75,-100,-73,-100,-82,-82,-76,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-74,-100,-86,-87,-87,-85,-87,-79,-100,-79,-84,-74,-74,-74,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-75,-56,-56,-100,-56,-56,-100,-100,-100,-74,-100,-74,-89,-89,-87,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-56,-56,-100,-100,-100,-89,-87,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-79,-80,-83,-100,-100,-100,-79,-100,-75,-80,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-86,-86,-86,-86,-86,-100,-100,-100,-86,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-80,-55,-55,-100,-57,-56,-100,-100,-100,-75,-89,-75,-89,-88,-87,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-56,-57,-100,-100,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-80,-85,-77,-77,-100,-79,-100,-75,-80,-77,-100,-100,-100,-90,-100,-78,-100,-100,-100,-100,-100,-75,-100,-85,-86,-86,-85,-86,-100,-100,-100,-86,-76,-76,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-79,-52,-52,-100,-56,-56,-100,-100,-100,-76,-89,-76,-89,-89,-83,-82,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-52,-56,-100,-100,-100,-90,-83,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-80,-85,-74,-75,-100,-79,-100,-76,-80,-75,-100,-100,-100,-90,-100,-75,-100,-100,-100,-100,-100,-74,-100,-84,-85,-85,-85,-85,-78,-79,-79,-86,-76,-76,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-79,-53,-53,-89,-57,-57,-100,-100,-100,-74,-89,-74,-100,-89,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-53,-56,-100,-100,-100,-90,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-84,-76,-77,-100,-100,-100,-74,-80,-77,-100,-100,-100,-88,-100,-78,-100,-100,-100,-100,-100,-76,-100,-84,-84,-84,-86,-85,-78,-79,-79,-86,-77,-77,-77,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-75,-53,-54,-89,-56,-56,-100,-100,-100,-74,-100,-74,-100,-90,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-54,-56,-100,-100,-100,-91,-86,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-77,-100,-83,-76,-77,-100,-79,-100,-74,-80,-77,-100,-100,-100,-88,-100,-75,-100,-100,-100,-100,-100,-76,-100,-84,-85,-84,-86,-85,-78,-77,-78,-86,-79,-79,-79,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-76,-53,-54,-89,-56,-56,-100,-100,-100,-74,-100,-74,-100,-90,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-54,-56,-100,-100,-100,-91,-86,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-65,-66,-83,-76,-76,-100,-79,-100,-74,-66,-77,-100,-100,-100,-88,-100,-75,-100,-100,-100,-100,-100,-73,-100,-85,-84,-83,-86,-85,-78,-77,-78,-86,-77,-77,-78,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-73,-51,-51,-87,-57,-57,-100,-100,-100,-77,-100,-77,-100,-100,-84,-84,-100,-79,-88,-79,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-51,-57,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-76,-75,-100,-78,-100,-77,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-71,-100,-79,-79,-79,-100,-79,-80,-100,-81,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-74,-51,-51,-87,-57,-57,-100,-100,-100,-78,-100,-78,-100,-100,-86,-86,-100,-79,-88,-79,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-52,-57,-100,-100,-100,-100,-86,-100,-78,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-77,-100,-100,-100,-100,-79,-75,-75,-100,-77,-100,-78,-100,-76,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-73,-100,-80,-80,-80,-85,-80,-79,-100,-81,-85,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-73,-52,-52,-87,-57,-57,-100,-100,-100,-75,-100,-75,-100,-100,-83,-83,-100,-79,-88,-80,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-52,-57,-100,-100,-100,-100,-84,-100,-80,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-77,-100,-100,-100,-100,-80,-74,-74,-100,-77,-100,-76,-100,-74,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-74,-100,-80,-80,-80,-86,-80,-79,-100,-79,-85,-75,-76,-75,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-73,-52,-52,-86,-57,-57,-100,-100,-100,-76,-100,-75,-100,-100,-82,-83,-100,-79,-88,-79,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-52,-57,-100,-100,-100,-100,-83,-91,-79,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-77,-100,-100,-100,-100,-80,-74,-74,-100,-77,-100,-75,-100,-74,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-74,-100,-80,-80,-80,-86,-80,-79,-78,-79,-85,-75,-75,-75,-85,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-73,-52,-52,-86,-56,-56,-100,-100,-100,-75,-100,-75,-100,-100,-84,-84,-100,-79,-88,-79,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-52,-56,-100,-100,-100,-100,-85,-91,-79,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-77,-100,-100,-100,-100,-79,-74,-74,-100,-78,-100,-75,-100,-74,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-76,-100,-80,-81,-81,-85,-81,-78,-78,-79,-85,-75,-75,-76,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-73,-52,-52,-86,-57,-57,-100,-100,-100,-75,-100,-75,-100,-100,-83,-83,-100,-79,-100,-78,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-52,-57,-100,-100,-100,-100,-84,-91,-79,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-77,-100,-100,-100,-100,-67,-100,-100,-100,-77,-100,-75,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-74,-100,-81,-81,-81,-85,-81,-78,-78,-79,-85,-75,-75,-75,-85,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-77,-57,-57,-100,-63,-63,-100,-100,-100,-76,-100,-76,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-57,-63,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-79,-100,-100,-100,-100,-100,-67,-67,-100,-80,-100,-76,-100,-69,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-73,-100,-80,-80,-80,-84,-80,-100,-100,-100,-83,-72,-73,-72,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-77,-56,-56,-100,-63,-63,-100,-100,-100,-76,-100,-76,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-55,-63,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-81,-100,-100,-100,-100,-100,-70,-70,-100,-81,-100,-76,-100,-70,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-72,-100,-80,-80,-79,-83,-80,-77,-77,-100,-83,-72,-72,-72,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
