b0:be:76:f8:30:5e,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:35:13,b8:27:eb:9f:6b:77,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,ea:9e:b4:53:24:54,80:8d:b7:55:35:12,80:8d:b7:55:35:11,38:17:c3:1f:01:82,38:17:c3:1f:01:81,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:35:03,38:17:c3:1f:01:92,38:17:c3:1f:01:91,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:35:02,80:8d:b7:55:35:01,44:48:c1:a5:82:21,80:8d:b7:55:25:e3,44:48:c1:a5:82:22,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:19:d7:61,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:62,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:19:45:b1,38:17:c3:19:45:b2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,b4:5d:50:e1:92:23,00:4e:35:df:06:41,38:17:c3:19:55:52,b4:5d:50:e1:92:33,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,60:32:b1:3e:1a:b8,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,38:17:c3:1f:0e:00,80:8d:b7:55:39:d0,80:8d:b7:55:39:c0,80:8d:b7:55:35:00,38:17:c3:1f:01:90,44:48:c1:a5:82:30,44:48:c1:a5:82:20,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,80:8d:b7:55:25:e0,80:8d:b7:55:3a:50,38:17:c3:19:45:b0,20:a6:cd:50:24:b0,38:17:c3:1e:ff:00,b4:5d:50:e1:92:31,00:4e:35:df:06:42,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:19:55:51,00:4e:35:df:06:40,b4:5d:50:e1:92:20,b4:5d:50:e1:92:32,b4:5d:50:e1:96:43,38:17:c3:1f:01:80,80:8d:b7:55:3a:40,38:17:c3:19:55:50,66:2a:2f:53:7c:99,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,b4:5d:50:e1:92:30,00:4e:35:df:06:51,38:17:c3:1e:ff:10,00:4e:35:df:06:52,00:4e:35:de:e1:12,b4:5d:50:e1:96:53,20:a6:cd:50:24:a0,38:17:c3:19:d7:60,38:17:c3:19:45:a1,38:17:c3:19:45:a2,00:4e:35:df:06:50,20:a6:cd:42:0b:f3,38:17:c3:19:45:a0,20:a6:cd:42:0b:f0,38:17:c3:19:55:41,38:17:c3:19:55:40,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1f:09:83,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,00:4e:35:de:e1:02,38:17:c3:19:55:42,00:4e:35:de:e1:00,a8:bd:27:4c:bd:30,00:4e:35:de:e1:10,00:4e:35:de:e1:11,00:4e:35:de:e1:01,60:32:b1:3e:1a:b7,38:17:c3:1f:08:40,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:08:42,a8:bd:27:4c:bd:31,00:4e:35:de:d7:53,38:17:c3:1f:22:21,38:17:c3:1f:08:41,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,00:4e:35:de:d7:50,00:4e:35:de:d7:52,00:4e:35:de:d7:51,38:17:c3:19:71:90,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1f:22:30,00:4e:35:de:d7:43,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:08:50,00:4e:35:df:0e:12,00:4e:35:df:0e:01,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,00:4e:35:df:0e:11,00:4e:35:df:0e:10,00:4e:35:df:0e:02,00:4e:35:df:0e:00,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:24:4f:10,38:17:c3:1e:fc:b1,38:17:c3:24:58:a1,00:4e:35:df:27:00,38:17:c3:24:58:b0,38:17:c3:1f:0f:90,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:12,38:17:c3:24:4f:02,38:17:c3:24:4f:01,38:17:c3:24:4f:11,38:17:c3:24:4f:00,38:17:c3:1b:08:a2,38:17:c3:1b:08:b0,38:17:c3:1b:08:b1,38:17:c3:1b:08:a1,00:4e:35:de:d7:40,00:4e:35:de:d7:41,00:4e:35:de:d7:42,38:17:c3:1b:08:a0,x,y,label
-52,-100,-100,-100,-31,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-88,-74,-100,-100,-100,-79,-100,-79,-76,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-51,-77,-76,-73,-100,-100,-49,-50,-100,-100,-100,-50,-100,-100,-100,-49,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,388.8,799.6000000000007,49
-52,-100,-100,-100,-29,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-79,-88,-80,-100,-100,-100,-80,-100,-80,-77,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-52,-77,-77,-73,-100,-100,-49,-52,-100,-100,-100,-52,-100,-100,-100,-49,-49,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,388.8,799.6000000000007,49
-50,-100,-100,-100,-33,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-61,-100,-100,-83,-83,-100,-61,-100,-100,-100,-100,-79,-88,-79,-100,-100,-100,-83,-100,-83,-78,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-71,-52,-78,-78,-71,-100,-100,-48,-52,-100,-100,-100,-52,-100,-100,-100,-48,-47,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,388.8,799.6000000000007,49
-49,-100,-100,-100,-31,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-61,-100,-100,-83,-83,-100,-61,-100,-100,-100,-100,-79,-88,-78,-100,-100,-100,-82,-100,-82,-77,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-72,-51,-77,-77,-72,-100,-100,-47,-51,-100,-100,-100,-51,-100,-100,-100,-47,-47,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-82,-100,-100,-83,-100,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,388.8,799.6000000000007,49
-53,-100,-100,-100,-31,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-62,-100,-100,-83,-83,-100,-62,-100,-100,-100,-100,-100,-88,-81,-100,-100,-100,-82,-100,-82,-75,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-72,-51,-75,-75,-72,-100,-100,-47,-50,-100,-100,-100,-50,-100,-100,-100,-47,-47,-100,-100,-100,-100,-84,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-82,-100,-100,-83,-100,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,388.8,799.6000000000007,49
-50,-100,-100,-100,-30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-82,-100,-82,-75,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-72,-51,-75,-75,-72,-100,-100,-50,-51,-100,-100,-100,-51,-100,-100,-100,-50,-50,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-83,-100,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,388.8,799.6000000000007,49
-50,-100,-100,-100,-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-82,-100,-82,-79,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-71,-54,-78,-78,-71,-100,-100,-56,-54,-100,-100,-100,-54,-100,-100,-100,-54,-54,-100,-100,-100,-100,-85,-86,-86,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-81,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,374.6,799.6000000000007,50
-51,-100,-100,-100,-31,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-84,-100,-100,-68,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-82,-100,-82,-83,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-52,-83,-82,-76,-100,-100,-56,-52,-100,-100,-100,-52,-100,-100,-100,-56,-56,-100,-100,-100,-100,-85,-83,-86,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-81,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,374.6,799.6000000000007,50
-52,-100,-100,-100,-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-84,-100,-100,-68,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-82,-100,-81,-82,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-76,-62,-82,-82,-75,-100,-100,-56,-61,-100,-100,-100,-61,-100,-100,-100,-56,-56,-100,-100,-100,-100,-85,-83,-86,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-81,-100,-100,-88,-100,-100,-100,-87,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,374.6,799.6000000000007,50
-59,-100,-100,-100,-32,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-84,-100,-100,-71,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-86,-100,-85,-80,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-80,-54,-81,-81,-81,-100,-100,-52,-54,-100,-100,-100,-54,-100,-100,-100,-52,-52,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,374.6,799.6000000000007,50
-55,-100,-100,-100,-31,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-82,-100,-82,-77,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-80,-54,-77,-77,-78,-100,-100,-53,-54,-100,-100,-100,-53,-100,-100,-100,-54,-53,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-88,-100,-88,-89,-88,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,374.6,799.6000000000007,50
-57,-100,-100,-100,-33,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-83,-100,-83,-78,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-55,-78,-78,-79,-100,-100,-53,-55,-100,-100,-100,-55,-100,-100,-100,-53,-53,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-89,-100,-88,-89,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,374.6,799.6000000000007,50
-53,-100,-100,-100,-33,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-83,-100,-83,-80,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-74,-54,-80,-80,-75,-100,-100,-56,-54,-100,-100,-100,-54,-100,-100,-100,-56,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51
-54,-100,-100,-100,-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-85,-100,-86,-79,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-77,-54,-79,-78,-76,-100,-100,-56,-54,-100,-100,-100,-54,-100,-100,-100,-56,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51
-55,-100,-100,-100,-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-85,-100,-85,-78,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-73,-54,-78,-78,-73,-100,-100,-55,-53,-100,-100,-100,-53,-100,-100,-100,-55,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-87,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51
-54,-100,-100,-100,-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-86,-100,-86,-79,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-53,-79,-80,-75,-100,-100,-55,-53,-100,-100,-100,-53,-100,-100,-100,-55,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51
-54,-100,-100,-100,-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-86,-100,-86,-79,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-52,-79,-79,-74,-100,-100,-56,-52,-100,-100,-100,-52,-100,-100,-100,-55,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-90,-100,-100,-100,-86,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51
-54,-100,-100,-100,-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-84,-100,-72,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-85,-100,-85,-79,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-53,-79,-79,-75,-100,-100,-55,-53,-100,-100,-100,-53,-100,-100,-100,-55,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-90,-100,-100,-100,-87,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51
-62,-100,-100,-100,-29,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-80,-100,-80,-77,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-64,-56,-77,-77,-69,-100,-100,-58,-56,-100,-100,-100,-56,-100,-100,-100,-58,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-84,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,346.20000000000005,799.6000000000007,52
-65,-100,-100,-100,-29,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-80,-100,-79,-78,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-68,-57,-78,-78,-68,-100,-100,-57,-57,-100,-100,-100,-57,-100,-100,-100,-57,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-83,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,346.20000000000005,799.6000000000007,52
-63,-100,-100,-100,-29,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-80,-100,-80,-79,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-69,-56,-79,-79,-69,-100,-100,-57,-56,-100,-100,-100,-56,-100,-100,-100,-58,-58,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-83,-83,-100,-100,-81,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,346.20000000000005,799.6000000000007,52
