b0:be:76:f8:30:5e,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:35:13,b8:27:eb:9f:6b:77,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,ea:9e:b4:53:24:54,80:8d:b7:55:35:12,80:8d:b7:55:35:11,38:17:c3:1f:01:82,38:17:c3:1f:01:81,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:35:03,38:17:c3:1f:01:92,38:17:c3:1f:01:91,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:35:02,80:8d:b7:55:35:01,44:48:c1:a5:82:21,80:8d:b7:55:25:e3,44:48:c1:a5:82:22,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:19:d7:61,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:62,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:19:45:b1,38:17:c3:19:45:b2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,b4:5d:50:e1:92:23,00:4e:35:df:06:41,38:17:c3:19:55:52,b4:5d:50:e1:92:33,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,60:32:b1:3e:1a:b8,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,38:17:c3:1f:0e:00,80:8d:b7:55:39:d0,80:8d:b7:55:39:c0,80:8d:b7:55:35:00,38:17:c3:1f:01:90,44:48:c1:a5:82:30,44:48:c1:a5:82:20,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,80:8d:b7:55:25:e0,80:8d:b7:55:3a:50,38:17:c3:19:45:b0,20:a6:cd:50:24:b0,38:17:c3:1e:ff:00,b4:5d:50:e1:92:31,00:4e:35:df:06:42,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:19:55:51,00:4e:35:df:06:40,b4:5d:50:e1:92:20,b4:5d:50:e1:92:32,b4:5d:50:e1:96:43,38:17:c3:1f:01:80,80:8d:b7:55:3a:40,38:17:c3:19:55:50,66:2a:2f:53:7c:99,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,b4:5d:50:e1:92:30,00:4e:35:df:06:51,38:17:c3:1e:ff:10,00:4e:35:df:06:52,00:4e:35:de:e1:12,b4:5d:50:e1:96:53,20:a6:cd:50:24:a0,38:17:c3:19:d7:60,38:17:c3:19:45:a1,38:17:c3:19:45:a2,00:4e:35:df:06:50,20:a6:cd:42:0b:f3,38:17:c3:19:45:a0,20:a6:cd:42:0b:f0,38:17:c3:19:55:41,38:17:c3:19:55:40,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1f:09:83,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,00:4e:35:de:e1:02,38:17:c3:19:55:42,00:4e:35:de:e1:00,a8:bd:27:4c:bd:30,00:4e:35:de:e1:10,00:4e:35:de:e1:11,00:4e:35:de:e1:01,60:32:b1:3e:1a:b7,38:17:c3:1f:08:40,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:08:42,a8:bd:27:4c:bd:31,00:4e:35:de:d7:53,38:17:c3:1f:22:21,38:17:c3:1f:08:41,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,00:4e:35:de:d7:50,00:4e:35:de:d7:52,00:4e:35:de:d7:51,38:17:c3:19:71:90,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1f:22:30,00:4e:35:de:d7:43,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:08:50,00:4e:35:df:0e:12,00:4e:35:df:0e:01,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,00:4e:35:df:0e:11,00:4e:35:df:0e:10,00:4e:35:df:0e:02,00:4e:35:df:0e:00,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:24:4f:10,38:17:c3:1e:fc:b1,38:17:c3:24:58:a1,00:4e:35:df:27:00,38:17:c3:24:58:b0,38:17:c3:1f:0f:90,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:12,38:17:c3:24:4f:02,38:17:c3:24:4f:01,38:17:c3:24:4f:11,38:17:c3:24:4f:00,38:17:c3:1b:08:a2,38:17:c3:1b:08:b0,38:17:c3:1b:08:b1,38:17:c3:1b:08:a1,00:4e:35:de:d7:40,00:4e:35:de:d7:41,00:4e:35:de:d7:42,38:17:c3:1b:08:a0,x,y,label
-56,-78,-78,-85,-31,-81,-100,-72,-85,-85,-100,-100,-79,-79,-100,-100,-100,-78,-78,-81,-81,-100,-71,-77,-100,-100,-83,-83,-83,-70,-69,-81,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-62,-59,-100,-100,-100,-100,-78,-85,-82,-79,-72,-78,-100,-82,-100,-100,-82,-69,-75,-100,-100,-100,-100,-63,-72,-72,-70,-70,-59,-62,-100,-100,-100,-100,-69,-59,-86,-100,-100,-100,-71,-100,-70,-75,-100,-100,-80,-100,-100,-71,-100,-100,-100,-51,-51,-100,-100,-100,-100,-100,-100,-100,-75,-51,-74,-77,-75,-75,-74,-100,-100,-72,-76,-100,-100,-100,-77,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-81,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-54,-75,-74,-87,-30,-81,-100,-71,-88,-88,-100,-100,-76,-76,-100,-100,-100,-100,-100,-81,-81,-100,-71,-77,-100,-100,-81,-81,-81,-77,-76,-81,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-61,-56,-100,-100,-100,-100,-75,-88,-82,-76,-73,-80,-100,-82,-100,-100,-81,-76,-74,-100,-100,-100,-100,-62,-72,-72,-68,-100,-56,-61,-100,-100,-100,-100,-69,-56,-87,-100,-100,-100,-63,-100,-63,-75,-100,-100,-80,-100,-100,-63,-100,-100,-100,-52,-52,-100,-100,-100,-100,-100,-100,-100,-73,-51,-74,-80,-75,-76,-73,-100,-100,-72,-79,-100,-100,-100,-80,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-82,-100,-100,-100,-100,-100,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-43,-100,-100,-88,-31,-77,-77,-69,-89,-100,-100,-100,-78,-78,-100,-100,-100,-82,-81,-100,-100,-81,-78,-81,-100,-100,-77,-77,-77,-77,-77,-100,-80,-100,-76,-76,-100,-100,-100,-100,-100,-100,-89,-59,-65,-100,-100,-100,-100,-100,-87,-77,-78,-100,-100,-88,-81,-82,-100,-77,-77,-76,-100,-100,-100,-100,-58,-100,-75,-77,-77,-65,-59,-100,-100,-100,-100,-100,-65,-87,-100,-100,-100,-65,-100,-65,-79,-100,-100,-100,-100,-100,-65,-100,-100,-100,-58,-58,-100,-100,-100,-100,-100,-100,-100,-72,-58,-72,-100,-80,-80,-72,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-47,-100,-100,-100,-31,-76,-77,-71,-100,-100,-100,-100,-77,-77,-78,-100,-100,-81,-81,-81,-100,-82,-74,-81,-100,-100,-82,-82,-83,-74,-73,-100,-81,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-58,-63,-100,-100,-100,-100,-100,-90,-76,-78,-77,-81,-88,-81,-81,-100,-83,-74,-76,-100,-100,-100,-100,-58,-77,-77,-100,-100,-63,-58,-100,-100,-100,-100,-100,-63,-87,-100,-100,-100,-66,-100,-66,-80,-100,-100,-100,-100,-100,-66,-100,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-70,-62,-70,-100,-81,-80,-70,-100,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-50,-82,-83,-100,-33,-83,-82,-75,-100,-89,-100,-100,-79,-79,-78,-100,-100,-85,-81,-81,-82,-82,-74,-81,-100,-100,-79,-79,-78,-74,-78,-100,-81,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-57,-62,-100,-100,-100,-100,-82,-89,-82,-79,-76,-81,-88,-85,-81,-100,-79,-78,-76,-100,-100,-100,-100,-57,-76,-76,-100,-100,-62,-57,-100,-100,-100,-100,-100,-62,-87,-100,-100,-100,-70,-100,-70,-79,-100,-100,-100,-100,-100,-70,-100,-100,-100,-59,-59,-100,-100,-100,-100,-100,-100,-100,-71,-59,-72,-72,-79,-79,-72,-100,-100,-74,-74,-100,-100,-100,-72,-100,-100,-100,-72,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-47,-74,-74,-88,-31,-83,-82,-70,-88,-89,-100,-100,-78,-78,-79,-100,-100,-82,-82,-80,-80,-83,-69,-100,-100,-100,-78,-78,-78,-100,-78,-100,-81,-100,-76,-75,-100,-100,-100,-100,-100,-100,-100,-60,-61,-100,-100,-100,-100,-75,-89,-82,-78,-76,-81,-88,-81,-83,-100,-78,-78,-76,-100,-100,-100,-100,-60,-76,-76,-72,-72,-61,-60,-100,-100,-100,-100,-73,-61,-88,-100,-100,-100,-67,-100,-67,-78,-100,-100,-100,-100,-100,-67,-100,-100,-100,-62,-63,-100,-100,-100,-100,-100,-100,-100,-72,-62,-72,-72,-78,-78,-72,-100,-100,-72,-75,-100,-100,-100,-75,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-47,-74,-74,-88,-28,-75,-76,-71,-88,-100,-100,-100,-78,-78,-78,-100,-100,-81,-81,-80,-82,-83,-69,-82,-100,-100,-77,-77,-77,-100,-100,-100,-81,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-62,-65,-100,-100,-100,-100,-74,-88,-76,-78,-76,-82,-88,-81,-82,-100,-77,-100,-77,-100,-100,-100,-100,-62,-76,-76,-74,-74,-65,-62,-100,-100,-100,-100,-74,-64,-88,-100,-100,-100,-68,-100,-68,-77,-100,-100,-100,-100,-100,-68,-100,-100,-100,-62,-63,-100,-100,-100,-100,-100,-100,-100,-74,-62,-73,-75,-76,-76,-74,-100,-100,-71,-74,-100,-100,-100,-74,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-47,-74,-74,-88,-31,-75,-76,-72,-88,-100,-100,-100,-78,-78,-78,-100,-100,-85,-85,-81,-81,-100,-73,-82,-100,-100,-81,-81,-81,-73,-73,-100,-81,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-61,-68,-100,-100,-100,-100,-74,-90,-76,-78,-78,-81,-90,-85,-82,-100,-81,-73,-75,-100,-100,-100,-100,-61,-78,-78,-72,-72,-68,-61,-100,-100,-100,-100,-72,-69,-88,-100,-100,-100,-66,-100,-66,-76,-100,-100,-100,-100,-100,-66,-100,-100,-100,-62,-63,-100,-100,-100,-100,-100,-100,-100,-72,-60,-72,-75,-76,-76,-72,-100,-100,-72,-74,-100,-100,-100,-74,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-40,-100,-100,-100,-30,-78,-78,-79,-100,-100,-100,-100,-79,-80,-80,-100,-100,-86,-86,-100,-100,-100,-77,-100,-100,-100,-80,-80,-80,-78,-77,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-64,-65,-100,-100,-100,-100,-100,-100,-78,-80,-76,-100,-100,-85,-100,-100,-80,-77,-77,-100,-100,-100,-100,-64,-77,-76,-69,-69,-65,-64,-100,-100,-100,-100,-67,-65,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-70,-100,-100,-100,-70,-100,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-41,-100,-100,-86,-30,-78,-78,-72,-100,-86,-100,-100,-78,-78,-80,-100,-100,-83,-83,-83,-83,-100,-78,-80,-100,-100,-80,-80,-79,-76,-76,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-63,-64,-100,-100,-100,-100,-100,-86,-78,-78,-76,-83,-100,-83,-100,-100,-80,-76,-81,-100,-100,-100,-100,-64,-77,-76,-66,-65,-64,-64,-100,-100,-100,-100,-66,-64,-90,-100,-100,-100,-65,-100,-65,-80,-100,-100,-100,-100,-100,-65,-100,-100,-100,-59,-60,-100,-100,-100,-100,-100,-100,-100,-70,-60,-70,-100,-80,-80,-70,-100,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-43,-81,-80,-88,-31,-77,-77,-73,-88,-88,-100,-100,-77,-77,-100,-100,-100,-84,-83,-83,-83,-100,-76,-80,-100,-100,-78,-78,-78,-75,-75,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-63,-64,-100,-100,-100,-100,-81,-87,-77,-77,-75,-83,-100,-84,-100,-100,-78,-76,-81,-100,-100,-100,-100,-63,-75,-75,-66,-66,-64,-63,-100,-100,-100,-100,-66,-64,-88,-100,-100,-100,-67,-100,-67,-83,-100,-100,-100,-100,-100,-67,-100,-100,-100,-62,-60,-100,-100,-100,-100,-100,-100,-100,-70,-60,-70,-75,-83,-83,-71,-100,-100,-71,-75,-100,-100,-100,-75,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-80,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-43,-85,-85,-90,-29,-77,-77,-76,-88,-88,-100,-100,-78,-78,-100,-100,-100,-85,-84,-84,-83,-81,-76,-81,-100,-100,-79,-79,-80,-75,-75,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-66,-67,-100,-100,-100,-100,-86,-90,-77,-78,-75,-84,-100,-85,-81,-100,-80,-75,-81,-100,-100,-100,-100,-66,-75,-75,-66,-66,-67,-66,-100,-100,-100,-100,-66,-67,-89,-100,-100,-100,-67,-100,-67,-84,-100,-100,-100,-100,-100,-67,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-72,-75,-83,-83,-72,-100,-100,-71,-75,-100,-100,-100,-75,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-40,-84,-84,-88,-31,-80,-100,-77,-100,-100,-100,-100,-76,-76,-85,-100,-100,-87,-87,-84,-83,-79,-100,-78,-100,-100,-80,-80,-80,-75,-75,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-61,-70,-100,-100,-100,-100,-83,-88,-100,-76,-77,-84,-100,-87,-79,-100,-80,-75,-81,-100,-100,-100,-100,-61,-76,-76,-66,-66,-70,-61,-100,-100,-100,-100,-66,-70,-89,-100,-100,-100,-66,-100,-66,-84,-100,-100,-100,-100,-100,-66,-100,-100,-100,-61,-61,-100,-100,-100,-100,-100,-100,-100,-72,-61,-72,-74,-100,-85,-72,-100,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-43,-84,-84,-88,-31,-80,-80,-74,-100,-100,-100,-100,-77,-77,-81,-100,-100,-85,-86,-100,-100,-79,-71,-78,-100,-100,-79,-79,-79,-73,-73,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-63,-61,-100,-100,-100,-100,-83,-88,-100,-77,-74,-100,-100,-86,-83,-100,-79,-73,-81,-100,-100,-100,-100,-63,-74,-74,-66,-66,-61,-63,-100,-100,-100,-100,-66,-61,-100,-100,-100,-100,-64,-100,-64,-86,-100,-100,-100,-100,-100,-64,-100,-100,-100,-61,-61,-100,-100,-100,-100,-100,-100,-100,-71,-61,-71,-73,-86,-85,-72,-100,-100,-71,-73,-100,-100,-100,-73,-100,-100,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-41,-87,-77,-89,-31,-100,-100,-80,-100,-100,-100,-100,-82,-82,-81,-100,-100,-86,-85,-100,-82,-100,-82,-100,-100,-100,-78,-84,-78,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-60,-69,-100,-100,-100,-100,-87,-100,-100,-82,-78,-100,-100,-86,-100,-100,-84,-78,-77,-100,-100,-100,-100,-60,-78,-78,-65,-66,-69,-60,-100,-100,-100,-100,-65,-100,-88,-100,-100,-100,-69,-100,-70,-79,-100,-100,-100,-100,-100,-70,-100,-100,-100,-69,-68,-100,-100,-100,-100,-100,-100,-100,-80,-69,-76,-69,-80,-79,-100,-100,-100,-66,-69,-100,-100,-100,-69,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-42,-78,-78,-89,-32,-78,-78,-75,-100,-100,-100,-100,-82,-81,-81,-100,-100,-82,-82,-100,-82,-100,-82,-100,-100,-100,-77,-77,-77,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-61,-68,-100,-100,-100,-100,-78,-100,-78,-82,-80,-100,-100,-83,-100,-100,-77,-78,-80,-100,-100,-100,-100,-61,-80,-78,-71,-71,-68,-61,-100,-100,-100,-100,-72,-68,-88,-100,-100,-100,-69,-100,-69,-79,-100,-100,-100,-100,-100,-69,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-77,-66,-78,-69,-79,-79,-79,-100,-100,-70,-69,-100,-100,-100,-69,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-36,-78,-78,-100,-32,-78,-78,-77,-100,-100,-100,-100,-81,-81,-100,-100,-100,-82,-82,-100,-100,-82,-74,-82,-100,-100,-77,-77,-77,-74,-74,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-60,-67,-100,-100,-100,-100,-88,-100,-83,-80,-76,-100,-100,-84,-84,-100,-77,-100,-79,-100,-100,-100,-100,-60,-77,-77,-66,-66,-67,-60,-100,-100,-100,-100,-66,-67,-100,-100,-100,-100,-66,-100,-66,-81,-100,-100,-100,-100,-100,-66,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-77,-64,-78,-69,-81,-81,-79,-100,-100,-70,-69,-100,-100,-100,-69,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-40,-86,-85,-100,-30,-100,-100,-82,-100,-100,-100,-100,-83,-82,-85,-100,-100,-86,-86,-100,-100,-82,-74,-82,-100,-100,-80,-81,-81,-74,-74,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-60,-66,-100,-100,-100,-100,-85,-100,-83,-83,-76,-100,-100,-86,-84,-100,-81,-100,-82,-100,-100,-100,-100,-60,-78,-78,-67,-68,-65,-55,-100,-100,-100,-100,-67,-66,-100,-100,-100,-100,-69,-100,-69,-81,-100,-100,-100,-100,-100,-69,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-69,-81,-81,-100,-100,-100,-100,-69,-100,-100,-100,-69,-100,-100,-100,-67,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-40,-85,-84,-100,-31,-78,-79,-77,-100,-100,-100,-100,-82,-83,-84,-100,-100,-84,-84,-100,-83,-82,-74,-100,-100,-100,-77,-77,-77,-75,-75,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-59,-69,-100,-100,-100,-100,-85,-91,-100,-83,-77,-100,-100,-83,-100,-100,-77,-75,-77,-100,-100,-100,-100,-59,-76,-78,-68,-68,-69,-60,-100,-100,-100,-100,-68,-69,-100,-100,-100,-100,-68,-100,-68,-81,-100,-100,-100,-100,-100,-69,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-79,-65,-81,-69,-80,-81,-80,-100,-100,-67,-69,-100,-100,-100,-69,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-40,-85,-84,-90,-30,-80,-80,-78,-100,-89,-100,-100,-81,-81,-84,-100,-100,-85,-84,-100,-83,-82,-74,-100,-100,-100,-78,-78,-78,-75,-75,-100,-100,-100,-78,-77,-100,-100,-100,-100,-100,-100,-100,-60,-67,-100,-100,-100,-100,-85,-88,-80,-81,-77,-100,-100,-85,-100,-100,-78,-75,-78,-100,-100,-100,-100,-60,-77,-77,-68,-68,-67,-60,-100,-100,-100,-100,-68,-67,-89,-100,-100,-100,-67,-100,-67,-79,-100,-100,-100,-100,-100,-67,-100,-100,-100,-69,-68,-100,-100,-100,-100,-100,-100,-100,-81,-68,-80,-69,-79,-80,-80,-100,-100,-67,-69,-100,-100,-100,-69,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-39,-77,-77,-100,-33,-78,-78,-75,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-88,-88,-100,-79,-100,-87,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-63,-71,-100,-100,-100,-100,-78,-100,-78,-80,-77,-100,-100,-100,-100,-100,-88,-100,-79,-100,-100,-100,-100,-63,-77,-77,-100,-100,-71,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-70,-100,-70,-82,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-66,-81,-81,-100,-100,-100,-64,-65,-100,-100,-100,-65,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
