38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:19:55:41,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:19:55:42,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:19:55:50,38:17:c3:19:55:40,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b0,38:17:c3:24:58:b0,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:a0,b0:be:76:f8:30:5e,38:17:c3:24:58:a2,38:17:c3:24:58:a1,00:4e:35:df:06:50,70:56:81:c9:91:ab,32:f7:72:50:57:3b,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:35:12,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:35:03,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,44:48:c1:a5:82:31,44:48:c1:a5:82:32,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:61,80:8d:b7:55:25:f3,80:8d:b7:55:25:e3,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,80:8d:b7:55:39:c0,44:48:c1:a5:82:30,80:8d:b7:55:25:f0,80:8d:b7:55:3a:50,00:4e:35:df:06:52,20:a6:cd:50:24:b0,20:a6:cd:50:24:a0,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,00:4e:35:df:06:51,00:4e:35:df:06:40,b4:5d:50:e1:92:33,44:48:c1:a5:82:20,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,38:17:c3:19:d7:70,b4:5d:50:e1:92:31,66:2a:2f:53:7c:99,80:8d:b7:55:35:02,80:8d:b7:55:35:01,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:19:d7:62,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,20:a6:cd:50:24:b2,38:17:c3:1e:ff:01,38:17:c3:1e:ff:11,80:8d:b7:55:35:00,38:17:c3:1f:01:80,38:17:c3:19:d7:60,00:4e:35:df:06:42,38:17:c3:1e:ff:00,38:17:c3:1e:ff:10,20:a6:cd:50:24:b1,b4:5d:50:e1:92:23,38:17:c3:1e:ff:12,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,00:4e:35:df:06:41,38:17:c3:19:45:b0,60:32:b1:3e:1a:b8,38:17:c3:19:45:a1,38:17:c3:19:45:a0,60:32:b1:3e:1a:b7,38:17:c3:19:45:a2,00:4e:35:de:e1:12,b4:5d:50:e1:92:22,00:4e:35:de:e1:11,00:4e:35:de:e1:10,a8:bd:27:4c:bd:30,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:50,b4:5d:50:e1:92:21,20:a6:cd:42:0b:f0,b4:5d:50:e1:92:20,b4:5d:50:e1:96:53,00:4e:35:de:e1:01,00:4e:35:de:e1:00,00:4e:35:de:e1:02,a8:bd:27:4c:bd:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:08:41,38:17:c3:1f:08:40,38:17:c3:1f:08:42,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,38:17:c3:1f:08:50,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:52,00:4e:35:de:d7:50,38:17:c3:19:71:90,a8:bd:27:4c:bd:21,00:4e:35:de:d7:42,00:4e:35:de:d7:40,a8:bd:27:4c:bd:20,38:17:c3:19:71:92,9c:d6:43:60:92:e0,38:17:c3:19:71:91,38:17:c3:1f:22:32,00:4e:35:de:d7:43,38:17:c3:1f:22:22,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1f:22:31,38:17:c3:1f:22:30,38:17:c3:19:71:82,00:4e:35:df:0e:12,00:4e:35:df:0e:10,00:4e:35:df:0e:01,00:4e:35:df:0e:00,00:4e:35:df:0e:02,00:4e:35:df:0e:11,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,38:17:c3:1b:08:b0,38:17:c3:24:4f:01,38:17:c3:24:4f:00,00:4e:35:de:d7:41,x,y,label
-72,-72,-69,-100,-100,-70,-100,-100,-72,-70,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-75,-100,-100,-76,-75,-71,-100,-100,-79,-72,-72,-100,-100,-79,-79,-63,-63,-100,-72,-72,-76,-77,-100,-100,-82,-71,-74,-73,-100,-100,-100,-100,-76,-100,-100,-72,-80,-63,-77,-82,-74,-75,-100,-100,-100,-100,-58,-100,-75,-100,-100,-100,-100,-60,-100,-90,-84,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-86,-100,-86,-86,-83,-100,-100,-100,-100,-100,-100,-77,-100,-76,-100,-100,-100,-83,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-72,-72,-70,-100,-100,-70,-100,-100,-72,-71,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-75,-100,-100,-76,-75,-74,-100,-100,-84,-69,-69,-100,-100,-84,-83,-63,-63,-79,-72,-72,-76,-76,-87,-100,-81,-72,-73,-73,-100,-100,-100,-100,-76,-100,-100,-69,-83,-63,-76,-82,-73,-75,-100,-100,-70,-70,-60,-60,-75,-71,-100,-70,-72,-60,-100,-90,-69,-79,-100,-100,-100,-100,-82,-82,-100,-100,-100,-80,-100,-100,-71,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-71,-88,-100,-100,-100,-100,-100,-86,-100,-85,-86,-85,-100,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-83,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-72,-73,-70,-100,-100,-70,-100,-100,-72,-70,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-75,-100,-100,-100,-74,-73,-100,-100,-81,-70,-70,-100,-100,-84,-81,-66,-100,-79,-74,-74,-80,-80,-87,-79,-82,-71,-74,-76,-100,-100,-100,-100,-100,-100,-100,-70,-81,-100,-81,-82,-77,-75,-100,-100,-70,-70,-60,-60,-74,-72,-100,-71,-74,-61,-100,-100,-82,-79,-100,-100,-100,-79,-82,-82,-100,-100,-100,-80,-100,-79,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-86,-100,-88,-100,-83,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-72,-72,-70,-100,-100,-71,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-75,-100,-100,-75,-75,-73,-77,-77,-82,-72,-72,-100,-100,-81,-81,-66,-66,-100,-72,-72,-76,-77,-100,-78,-82,-73,-73,-73,-100,-100,-100,-100,-75,-77,-100,-72,-82,-67,-76,-82,-73,-75,-100,-100,-70,-71,-60,-60,-74,-72,-100,-71,-72,-61,-100,-100,-83,-77,-77,-100,-100,-78,-82,-82,-100,-100,-100,-100,-100,-79,-71,-100,-100,-100,-84,-100,-100,-100,-89,-100,-100,-71,-88,-100,-100,-100,-100,-100,-86,-100,-88,-86,-84,-100,-100,-100,-100,-100,-100,-77,-77,-77,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-72,-72,-72,-100,-100,-72,-100,-100,-71,-72,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-75,-100,-100,-75,-75,-73,-77,-77,-82,-72,-72,-100,-100,-82,-82,-67,-66,-100,-72,-72,-77,-77,-87,-78,-83,-72,-73,-73,-100,-100,-100,-100,-75,-76,-100,-72,-82,-67,-77,-82,-73,-74,-100,-100,-71,-71,-60,-61,-75,-100,-100,-71,-73,-61,-100,-100,-78,-77,-77,-100,-100,-78,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-89,-100,-100,-100,-88,-100,-100,-100,-100,-100,-87,-100,-86,-86,-84,-100,-100,-100,-100,-100,-100,-77,-77,-77,-100,-100,-100,-100,-100,-100,-83,-84,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-74,-74,-71,-100,-100,-71,-100,-100,-74,-72,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-75,-100,-100,-76,-76,-72,-76,-76,-81,-69,-69,-100,-100,-80,-81,-69,-69,-100,-73,-73,-80,-80,-87,-79,-80,-75,-74,-74,-100,-100,-100,-100,-77,-76,-100,-69,-81,-69,-80,-80,-74,-75,-100,-100,-71,-72,-61,-61,-75,-70,-100,-71,-73,-61,-100,-88,-83,-75,-100,-100,-100,-78,-81,-81,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-70,-88,-100,-100,-100,-100,-100,-87,-100,-86,-87,-84,-100,-100,-100,-100,-100,-100,-77,-76,-76,-100,-100,-100,-100,-100,-100,-84,-84,-100,-89,-100,-89,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-71,-70,-100,-100,-100,-74,-100,-100,-71,-74,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-75,-100,-100,-83,-82,-73,-100,-100,-81,-70,-70,-100,-100,-81,-81,-64,-65,-74,-100,-70,-76,-76,-100,-100,-81,-71,-67,-67,-100,-100,-100,-100,-100,-100,-100,-69,-81,-64,-76,-82,-67,-75,-100,-100,-74,-73,-64,-64,-75,-100,-100,-100,-100,-64,-100,-100,-81,-76,-76,-100,-100,-81,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-83,-79,-78,-79,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-70,-70,-73,-100,-100,-74,-100,-100,-70,-73,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-77,-100,-100,-83,-83,-73,-79,-80,-82,-70,-70,-100,-100,-82,-82,-67,-67,-74,-70,-70,-74,-74,-100,-100,-81,-69,-65,-65,-87,-100,-100,-100,-100,-80,-100,-70,-83,-68,-74,-82,-65,-77,-100,-100,-75,-75,-64,-64,-77,-70,-100,-76,-70,-64,-100,-100,-82,-78,-77,-100,-100,-81,-81,-82,-100,-100,-100,-78,-100,-100,-69,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-69,-87,-100,-100,-100,-100,-100,-87,-100,-87,-87,-85,-100,-100,-100,-100,-100,-100,-100,-82,-100,-80,-100,-83,-79,-78,-79,-85,-84,-88,-100,-100,-100,-100,-100,-80,-100,-100,-80,-100,-100,-100,-100,-100,-83,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-71,-71,-72,-100,-100,-72,-100,-100,-71,-72,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-77,-100,-100,-83,-83,-74,-79,-80,-82,-70,-70,-100,-100,-82,-82,-67,-67,-75,-70,-70,-74,-74,-100,-81,-81,-70,-67,-67,-87,-88,-100,-100,-100,-80,-100,-71,-83,-68,-74,-81,-67,-77,-100,-100,-75,-75,-66,-66,-77,-68,-100,-75,-70,-66,-87,-100,-82,-77,-78,-100,-100,-100,-81,-81,-100,-100,-100,-78,-100,-100,-68,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-68,-87,-100,-100,-100,-100,-100,-87,-100,-87,-87,-85,-100,-100,-100,-100,-100,-100,-100,-82,-82,-79,-100,-100,-100,-100,-100,-84,-85,-88,-100,-100,-100,-100,-100,-80,-100,-100,-80,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-69,-69,-72,-100,-100,-72,-100,-100,-69,-72,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-75,-100,-100,-81,-82,-74,-80,-80,-83,-68,-68,-100,-100,-83,-83,-66,-67,-74,-68,-69,-72,-72,-100,-81,-82,-69,-68,-68,-87,-88,-100,-100,-100,-80,-100,-68,-83,-67,-73,-82,-68,-75,-100,-100,-73,-73,-64,-64,-75,-65,-100,-74,-69,-64,-87,-100,-83,-77,-78,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-68,-87,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-81,-100,-100,-100,-100,-81,-83,-84,-88,-100,-100,-100,-100,-100,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-70,-70,-73,-100,-100,-72,-100,-100,-70,-73,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-77,-100,-100,-83,-82,-74,-80,-80,-82,-69,-69,-100,-100,-82,-82,-67,-67,-74,-68,-67,-72,-72,-100,-100,-81,-71,-65,-65,-100,-100,-100,-100,-100,-80,-100,-69,-82,-67,-72,-82,-65,-77,-100,-100,-73,-73,-67,-66,-77,-68,-100,-72,-69,-66,-89,-100,-86,-100,-100,-100,-100,-83,-81,-81,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-68,-87,-100,-100,-100,-100,-100,-86,-100,-88,-100,-84,-100,-100,-100,-100,-100,-100,-82,-100,-100,-81,-100,-100,-100,-100,-81,-84,-84,-90,-100,-100,-100,-100,-100,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-70,-70,-74,-100,-100,-74,-100,-100,-70,-74,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-76,-100,-100,-83,-83,-72,-100,-100,-82,-68,-68,-100,-100,-82,-82,-65,-65,-74,-69,-69,-74,-74,-100,-81,-82,-70,-66,-66,-100,-89,-100,-100,-100,-100,-100,-68,-82,-67,-73,-82,-66,-76,-100,-100,-72,-71,-64,-65,-76,-69,-100,-72,-69,-65,-89,-100,-84,-77,-77,-100,-100,-82,-81,-81,-100,-100,-100,-77,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-69,-87,-100,-100,-100,-100,-100,-88,-100,-88,-88,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-73,-72,-100,-100,-100,-69,-100,-100,-73,-69,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-74,-100,-100,-75,-75,-71,-100,-100,-84,-67,-68,-100,-100,-84,-84,-100,-68,-76,-100,-100,-79,-78,-83,-79,-77,-73,-69,-69,-100,-100,-100,-100,-100,-100,-100,-68,-84,-100,-78,-77,-69,-74,-100,-100,-72,-71,-59,-58,-74,-67,-100,-100,-70,-59,-100,-100,-83,-76,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-80,-100,-80,-80,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,572.4,22
-73,-72,-66,-100,-100,-66,-100,-100,-77,-66,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-74,-100,-100,-75,-75,-73,-76,-76,-84,-75,-75,-100,-100,-84,-84,-66,-66,-77,-69,-69,-79,-79,-83,-79,-75,-68,-66,-66,-100,-100,-100,-100,-100,-76,-100,-75,-84,-66,-80,-76,-66,-74,-100,-100,-72,-72,-58,-58,-74,-65,-88,-74,-70,-58,-89,-88,-80,-76,-80,-100,-100,-100,-75,-75,-100,-100,-100,-80,-100,-100,-65,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-80,-100,-80,-80,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-82,-100,-83,-100,-85,-83,-90,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-89,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,572.4,22
-73,-72,-68,-100,-100,-68,-100,-100,-73,-68,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-73,-100,-100,-77,-78,-73,-77,-77,-86,-75,-75,-100,-100,-86,-86,-66,-66,-74,-69,-69,-80,-81,-100,-82,-77,-71,-66,-66,-88,-89,-100,-100,-100,-76,-100,-75,-84,-66,-81,-77,-66,-72,-100,-100,-72,-71,-59,-60,-73,-63,-88,-72,-69,-59,-88,-88,-80,-100,-80,-100,-100,-82,-78,-77,-100,-100,-100,-80,-100,-83,-65,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-79,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-82,-100,-83,-83,-83,-84,-90,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,572.4,22
-73,-75,-65,-100,-100,-64,-100,-100,-73,-65,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-73,-100,-100,-77,-78,-73,-77,-77,-85,-76,-76,-100,-100,-84,-84,-66,-66,-75,-69,-69,-80,-83,-100,-82,-77,-69,-66,-66,-88,-89,-100,-100,-100,-76,-100,-76,-85,-66,-83,-77,-66,-73,-100,-100,-72,-72,-61,-61,-73,-65,-89,-72,-69,-61,-88,-89,-79,-100,-79,-100,-100,-82,-77,-78,-100,-100,-100,-100,-100,-83,-65,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-65,-90,-100,-100,-100,-100,-100,-79,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-81,-100,-100,-100,-100,-83,-84,-84,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,572.4,22
-71,-71,-67,-100,-100,-66,-100,-100,-71,-67,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-72,-100,-100,-77,-78,-100,-76,-76,-85,-74,-74,-100,-100,-84,-84,-66,-66,-70,-69,-70,-78,-78,-100,-82,-76,-76,-67,-67,-100,-100,-100,-100,-100,-77,-100,-75,-85,-66,-78,-76,-67,-72,-100,-100,-74,-74,-59,-59,-73,-65,-89,-72,-70,-59,-88,-89,-80,-100,-78,-100,-100,-82,-76,-76,-100,-100,-100,-100,-100,-82,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-90,-100,-100,-100,-100,-100,-81,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-82,-82,-100,-100,-100,-85,-85,-89,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,572.4,22
-74,-74,-67,-100,-100,-67,-100,-100,-74,-67,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-74,-100,-100,-76,-77,-100,-77,-77,-85,-72,-72,-100,-100,-83,-83,-66,-66,-70,-70,-70,-80,-80,-100,-82,-77,-71,-68,-67,-100,-100,-100,-100,-100,-76,-100,-72,-83,-66,-80,-77,-67,-74,-100,-100,-74,-74,-59,-60,-74,-67,-88,-72,-70,-60,-88,-89,-79,-78,-78,-100,-100,-82,-77,-77,-100,-100,-100,-79,-100,-82,-67,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-79,-100,-79,-79,-83,-100,-100,-100,-100,-100,-100,-80,-81,-80,-100,-82,-82,-100,-100,-100,-82,-83,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,572.4,22
-70,-69,-70,-100,-100,-70,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-74,-100,-100,-71,-100,-71,-76,-74,-82,-68,-68,-100,-100,-81,-82,-64,-64,-76,-73,-72,-75,-76,-100,-100,-79,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-68,-82,-64,-75,-79,-72,-75,-100,-100,-74,-74,-64,-63,-75,-66,-89,-74,-73,-64,-100,-100,-83,-77,-77,-100,-100,-82,-79,-79,-100,-100,-100,-77,-100,-80,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-87,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-81,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,586.6,23
-68,-68,-70,-100,-100,-70,-100,-100,-68,-71,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-74,-100,-100,-71,-71,-69,-76,-74,-84,-69,-69,-100,-100,-84,-84,-64,-64,-75,-74,-75,-76,-76,-100,-100,-78,-74,-71,-71,-100,-100,-100,-100,-71,-100,-91,-69,-84,-64,-76,-79,-71,-74,-100,-100,-74,-74,-64,-63,-73,-66,-91,-74,-75,-64,-100,-90,-83,-77,-77,-100,-100,-82,-78,-78,-100,-100,-100,-77,-100,-81,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-87,-100,-86,-86,-86,-100,-100,-100,-100,-100,-100,-81,-100,-82,-82,-100,-100,-100,-100,-100,-85,-85,-90,-100,-100,-100,-100,-100,-81,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,586.6,23
-69,-69,-70,-100,-100,-71,-100,-100,-69,-71,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-76,-100,-100,-75,-74,-71,-77,-76,-84,-72,-72,-100,-100,-86,-86,-68,-68,-79,-74,-70,-75,-75,-86,-100,-76,-59,-72,-72,-100,-100,-100,-100,-71,-77,-91,-72,-85,-68,-76,-76,-72,-77,-100,-100,-79,-79,-65,-64,-76,-67,-91,-100,-75,-65,-100,-90,-83,-77,-78,-100,-100,-100,-76,-76,-100,-100,-100,-77,-100,-82,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-87,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-81,-100,-83,-82,-100,-100,-84,-100,-100,-83,-84,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,586.6,23
-69,-69,-68,-100,-100,-68,-100,-100,-69,-68,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-75,-100,-100,-75,-74,-76,-78,-78,-100,-75,-75,-100,-100,-86,-86,-67,-67,-75,-73,-74,-77,-77,-86,-81,-77,-72,-69,-69,-100,-100,-100,-100,-100,-77,-100,-75,-85,-67,-77,-77,-69,-75,-100,-100,-74,-79,-64,-64,-76,-64,-100,-75,-100,-64,-100,-100,-81,-78,-78,-100,-100,-82,-77,-78,-100,-100,-100,-78,-100,-80,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-78,-79,-79,-80,-100,-100,-84,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,586.6,23
