38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:19:55:41,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:19:55:42,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:19:55:50,38:17:c3:19:55:40,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b0,38:17:c3:24:58:b0,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:a0,b0:be:76:f8:30:5e,38:17:c3:24:58:a2,38:17:c3:24:58:a1,00:4e:35:df:06:50,70:56:81:c9:91:ab,32:f7:72:50:57:3b,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:35:12,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:35:03,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,44:48:c1:a5:82:31,44:48:c1:a5:82:32,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:61,80:8d:b7:55:25:f3,80:8d:b7:55:25:e3,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,80:8d:b7:55:39:c0,44:48:c1:a5:82:30,80:8d:b7:55:25:f0,80:8d:b7:55:3a:50,00:4e:35:df:06:52,20:a6:cd:50:24:b0,20:a6:cd:50:24:a0,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,00:4e:35:df:06:51,00:4e:35:df:06:40,b4:5d:50:e1:92:33,44:48:c1:a5:82:20,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,38:17:c3:19:d7:70,b4:5d:50:e1:92:31,66:2a:2f:53:7c:99,80:8d:b7:55:35:02,80:8d:b7:55:35:01,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:19:d7:62,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,20:a6:cd:50:24:b2,38:17:c3:1e:ff:01,38:17:c3:1e:ff:11,80:8d:b7:55:35:00,38:17:c3:1f:01:80,38:17:c3:19:d7:60,00:4e:35:df:06:42,38:17:c3:1e:ff:00,38:17:c3:1e:ff:10,20:a6:cd:50:24:b1,b4:5d:50:e1:92:23,38:17:c3:1e:ff:12,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,00:4e:35:df:06:41,38:17:c3:19:45:b0,60:32:b1:3e:1a:b8,38:17:c3:19:45:a1,38:17:c3:19:45:a0,60:32:b1:3e:1a:b7,38:17:c3:19:45:a2,00:4e:35:de:e1:12,b4:5d:50:e1:92:22,00:4e:35:de:e1:11,00:4e:35:de:e1:10,a8:bd:27:4c:bd:30,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:50,b4:5d:50:e1:92:21,20:a6:cd:42:0b:f0,b4:5d:50:e1:92:20,b4:5d:50:e1:96:53,00:4e:35:de:e1:01,00:4e:35:de:e1:00,00:4e:35:de:e1:02,a8:bd:27:4c:bd:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:08:41,38:17:c3:1f:08:40,38:17:c3:1f:08:42,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,38:17:c3:1f:08:50,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:52,00:4e:35:de:d7:50,38:17:c3:19:71:90,a8:bd:27:4c:bd:21,00:4e:35:de:d7:42,00:4e:35:de:d7:40,a8:bd:27:4c:bd:20,38:17:c3:19:71:92,9c:d6:43:60:92:e0,38:17:c3:19:71:91,38:17:c3:1f:22:32,00:4e:35:de:d7:43,38:17:c3:1f:22:22,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1f:22:31,38:17:c3:1f:22:30,38:17:c3:19:71:82,00:4e:35:df:0e:12,00:4e:35:df:0e:10,00:4e:35:df:0e:01,00:4e:35:df:0e:00,00:4e:35:df:0e:02,00:4e:35:df:0e:11,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,38:17:c3:1b:08:b0,38:17:c3:24:4f:01,38:17:c3:24:4f:00,00:4e:35:de:d7:41,x,y,label
-61,-61,-59,-100,-100,-59,-100,-100,-61,-59,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-68,-100,-100,-81,-81,-79,-81,-81,-100,-79,-79,-100,-100,-100,-89,-76,-77,-100,-76,-100,-86,-86,-100,-100,-77,-75,-79,-79,-100,-100,-100,-100,-85,-81,-100,-79,-90,-77,-86,-77,-79,-68,-100,-100,-100,-100,-71,-72,-68,-62,-100,-100,-77,-71,-100,-100,-88,-81,-100,-100,-100,-100,-77,-77,-100,-100,-100,-81,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-78,-100,-78,-78,-74,-100,-100,-100,-100,-100,-100,-74,-73,-73,-75,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-57,-58,-57,-100,-100,-57,-100,-100,-58,-57,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-68,-100,-100,-86,-87,-77,-81,-81,-100,-79,-79,-100,-100,-90,-100,-100,-78,-100,-75,-75,-86,-85,-100,-100,-77,-78,-80,-80,-100,-100,-100,-100,-86,-81,-100,-79,-89,-77,-85,-77,-79,-68,-100,-100,-100,-100,-70,-70,-68,-62,-100,-100,-75,-70,-100,-100,-88,-81,-100,-100,-100,-100,-77,-77,-100,-100,-100,-81,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-81,-100,-81,-81,-76,-100,-100,-100,-100,-100,-100,-71,-72,-72,-75,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-59,-59,-56,-81,-100,-56,-100,-100,-59,-56,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-69,-100,-100,-86,-86,-79,-100,-81,-100,-82,-82,-100,-100,-90,-100,-100,-78,-79,-75,-77,-86,-85,-100,-100,-76,-78,-78,-77,-100,-100,-100,-100,-87,-81,-100,-82,-89,-77,-85,-76,-77,-69,-100,-100,-78,-78,-71,-70,-69,-61,-100,-100,-75,-70,-100,-100,-88,-83,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-79,-100,-79,-79,-75,-100,-100,-100,-100,-100,-100,-72,-72,-72,-75,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-58,-57,-57,-81,-100,-57,-100,-100,-58,-57,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-70,-100,-100,-87,-86,-77,-100,-100,-100,-82,-82,-100,-100,-90,-100,-78,-79,-79,-76,-76,-85,-85,-100,-100,-76,-78,-78,-78,-100,-100,-100,-100,-86,-100,-100,-82,-89,-78,-84,-76,-78,-70,-100,-100,-78,-78,-70,-70,-70,-61,-100,-100,-100,-70,-100,-100,-88,-83,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-79,-100,-79,-79,-76,-100,-100,-100,-100,-100,-100,-72,-71,-72,-75,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-75,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-67,-66,-59,-100,-100,-59,-100,-100,-67,-59,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-65,-100,-100,-100,-100,-76,-100,-100,-100,-75,-75,-100,-100,-87,-87,-76,-76,-84,-73,-73,-85,-86,-86,-81,-77,-74,-77,-77,-100,-100,-100,-100,-100,-83,-100,-75,-87,-75,-85,-78,-77,-65,-100,-100,-100,-80,-72,-72,-65,-57,-100,-100,-74,-72,-100,-100,-100,-81,-100,-100,-100,-81,-78,-78,-100,-100,-100,-81,-100,-82,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-77,-100,-77,-77,-75,-100,-100,-100,-100,-100,-100,-72,-72,-72,-74,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-60,-60,-63,-100,-100,-63,-100,-100,-60,-63,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-71,-100,-100,-84,-84,-74,-81,-81,-88,-82,-82,-100,-100,-88,-88,-78,-77,-100,-100,-100,-81,-81,-100,-100,-79,-100,-76,-75,-100,-100,-100,-100,-84,-81,-100,-82,-88,-100,-81,-79,-76,-72,-100,-100,-100,-100,-70,-69,-72,-100,-100,-100,-100,-70,-90,-100,-83,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-77,-75,-100,-100,-100,-100,-100,-100,-69,-69,-69,-100,-100,-100,-100,-100,-100,-75,-74,-100,-100,-100,-100,-100,-100,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-61,-61,-59,-100,-100,-59,-100,-100,-61,-59,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-68,-100,-100,-85,-85,-75,-80,-81,-88,-82,-82,-100,-100,-88,-88,-80,-80,-82,-77,-77,-81,-81,-100,-100,-81,-74,-74,-74,-100,-100,-100,-100,-86,-81,-100,-82,-87,-81,-81,-80,-74,-68,-100,-100,-80,-80,-69,-69,-68,-58,-100,-100,-78,-69,-90,-100,-82,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-79,-100,-79,-78,-74,-100,-100,-100,-100,-100,-100,-69,-69,-69,-76,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-63,-63,-63,-100,-100,-62,-100,-100,-63,-62,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-70,-100,-100,-83,-84,-77,-80,-100,-100,-81,-81,-100,-100,-90,-100,-80,-80,-81,-71,-72,-82,-82,-85,-100,-82,-73,-72,-72,-100,-100,-100,-100,-85,-100,-100,-81,-87,-81,-82,-82,-72,-70,-100,-100,-80,-82,-70,-70,-70,-59,-100,-100,-71,-70,-100,-100,-86,-83,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-81,-100,-81,-81,-73,-100,-100,-100,-100,-100,-100,-67,-68,-68,-76,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-73,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-65,-65,-63,-100,-100,-62,-100,-100,-66,-62,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-61,-100,-100,-84,-85,-77,-100,-100,-100,-80,-81,-100,-100,-90,-100,-80,-80,-83,-70,-70,-85,-86,-83,-84,-83,-70,-74,-74,-100,-100,-100,-100,-85,-100,-100,-81,-100,-80,-86,-83,-72,-61,-100,-100,-100,-82,-72,-71,-61,-54,-100,-100,-71,-71,-100,-100,-86,-83,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-80,-100,-80,-80,-75,-100,-100,-100,-100,-100,-100,-69,-69,-69,-74,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-66,-65,-62,-100,-100,-62,-100,-100,-66,-62,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-61,-100,-100,-84,-84,-76,-81,-82,-100,-80,-80,-100,-100,-100,-100,-78,-77,-84,-71,-70,-85,-85,-83,-84,-83,-70,-74,-74,-100,-100,-100,-100,-84,-82,-100,-80,-100,-77,-85,-83,-74,-61,-100,-100,-82,-100,-73,-74,-61,-59,-100,-100,-71,-71,-100,-100,-85,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-78,-100,-78,-78,-75,-100,-100,-100,-100,-100,-100,-69,-62,-68,-74,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-75,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-68,-68,-100,-100,-100,-66,-100,-100,-68,-66,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-65,-100,-100,-78,-78,-77,-82,-100,-87,-81,-81,-100,-100,-87,-87,-74,-73,-100,-74,-100,-100,-100,-100,-100,-76,-70,-77,-77,-100,-100,-100,-100,-78,-81,-100,-82,-87,-100,-86,-76,-77,-65,-100,-100,-100,-100,-68,-68,-65,-62,-100,-100,-75,-68,-100,-100,-88,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-83,-100,-83,-83,-76,-100,-100,-100,-100,-100,-100,-71,-72,-71,-71,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-70,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-69,-70,-63,-100,-100,-63,-100,-100,-68,-63,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-64,-100,-100,-78,-78,-79,-82,-100,-87,-81,-81,-100,-100,-87,-86,-74,-76,-81,-71,-71,-84,-84,-100,-100,-76,-71,-81,-80,-100,-100,-100,-100,-78,-81,-100,-81,-87,-100,-84,-75,-80,-64,-100,-100,-100,-100,-66,-66,-64,-64,-100,-100,-71,-66,-100,-100,-88,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-82,-100,-82,-82,-76,-100,-100,-100,-100,-100,-100,-72,-72,-72,-71,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-71,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-69,-69,-61,-100,-100,-62,-100,-100,-69,-61,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-67,-100,-100,-75,-76,-78,-78,-78,-100,-81,-82,-100,-100,-87,-86,-76,-76,-82,-71,-71,-83,-83,-100,-100,-76,-71,-79,-79,-100,-100,-100,-100,-76,-78,-100,-82,-86,-77,-83,-76,-80,-67,-100,-100,-100,-83,-67,-67,-67,-63,-100,-100,-71,-67,-92,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-84,-100,-85,-82,-73,-100,-100,-100,-100,-100,-100,-69,-69,-69,-72,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-72,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-70,-70,-64,-100,-100,-63,-100,-100,-71,-64,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-67,-100,-100,-78,-78,-80,-78,-78,-100,-81,-82,-100,-100,-87,-86,-77,-77,-82,-71,-71,-83,-88,-100,-100,-74,-71,-79,-79,-100,-100,-100,-100,-78,-78,-100,-82,-86,-77,-87,-74,-79,-67,-100,-100,-100,-83,-67,-67,-67,-62,-100,-100,-71,-67,-91,-100,-86,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-81,-100,-82,-81,-76,-100,-100,-100,-100,-100,-100,-69,-69,-69,-72,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-72,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-71,-71,-64,-100,-100,-63,-100,-100,-69,-64,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-68,-100,-100,-78,-78,-78,-78,-100,-100,-81,-81,-100,-100,-86,-87,-77,-77,-81,-70,-70,-100,-88,-100,-100,-75,-71,-79,-79,-100,-100,-100,-100,-78,-100,-100,-80,-87,-77,-83,-74,-79,-68,-100,-100,-100,-100,-68,-67,-68,-64,-100,-100,-70,-68,-91,-100,-86,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-86,-100,-82,-86,-75,-100,-100,-100,-100,-100,-100,-69,-69,-69,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-69,-69,-62,-100,-100,-62,-100,-100,-69,-62,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-66,-100,-100,-75,-75,-79,-100,-100,-86,-80,-81,-100,-100,-87,-87,-100,-100,-81,-70,-70,-100,-83,-100,-100,-74,-70,-80,-80,-100,-100,-100,-100,-75,-100,-100,-80,-87,-100,-83,-74,-80,-66,-100,-100,-100,-100,-67,-68,-66,-63,-100,-100,-69,-68,-100,-100,-88,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-83,-100,-83,-83,-76,-100,-100,-100,-100,-100,-100,-69,-69,-69,-73,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-73,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-69,-69,-65,-100,-100,-65,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-70,-100,-100,-100,-100,-72,-100,-78,-100,-77,-77,-100,-100,-100,-100,-77,-77,-100,-100,-100,-81,-81,-87,-100,-82,-71,-77,-77,-100,-100,-100,-100,-100,-100,-100,-77,-89,-77,-81,-83,-77,-70,-100,-100,-100,-100,-70,-70,-70,-61,-100,-100,-100,-70,-100,-100,-86,-80,-80,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-81,-100,-80,-81,-74,-100,-100,-100,-100,-100,-100,-72,-100,-72,-69,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-68,-69,-65,-100,-100,-65,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-70,-100,-100,-100,-100,-73,-79,-78,-100,-76,-76,-100,-100,-100,-100,-76,-77,-76,-71,-71,-80,-79,-87,-100,-82,-74,-77,-78,-100,-100,-100,-100,-100,-79,-100,-75,-89,-76,-80,-82,-77,-70,-100,-100,-100,-100,-68,-69,-70,-59,-100,-100,-72,-70,-100,-100,-85,-80,-82,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-81,-100,-80,-81,-74,-100,-100,-100,-100,-100,-100,-72,-100,-72,-68,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-67,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-68,-68,-65,-100,-85,-65,-100,-100,-68,-65,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-71,-100,-100,-100,-100,-73,-79,-78,-100,-77,-77,-100,-100,-100,-100,-75,-74,-77,-72,-72,-78,-78,-87,-100,-85,-74,-77,-77,-100,-100,-100,-100,-100,-79,-100,-77,-89,-74,-78,-86,-77,-71,-100,-100,-100,-100,-69,-69,-71,-60,-100,-100,-72,-69,-100,-100,-78,-81,-81,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-81,-100,-81,-81,-73,-100,-100,-100,-100,-100,-100,-72,-72,-72,-68,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-67,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-70,-70,-65,-100,-85,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-68,-100,-100,-100,-100,-71,-100,-100,-100,-76,-76,-100,-100,-100,-100,-73,-74,-80,-70,-70,-78,-78,-87,-100,-82,-73,-77,-77,-100,-100,-100,-100,-100,-100,-100,-76,-100,-73,-78,-82,-77,-68,-100,-100,-100,-100,-69,-69,-68,-59,-100,-82,-70,-70,-100,-100,-86,-80,-81,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-81,-100,-81,-81,-73,-100,-100,-100,-100,-100,-100,-72,-71,-72,-70,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-70,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-69,-69,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-68,-100,-100,-100,-100,-74,-79,-78,-100,-75,-75,-100,-100,-100,-100,-76,-76,-80,-72,-72,-78,-78,-87,-100,-81,-77,-77,-76,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-78,-81,-77,-68,-100,-100,-80,-100,-69,-69,-68,-59,-100,-80,-73,-70,-100,-100,-85,-83,-81,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-79,-100,-80,-79,-75,-100,-100,-100,-100,-100,-100,-72,-72,-72,-68,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-69,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-79,-81,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-69,-69,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-67,-100,-100,-76,-76,-72,-78,-78,-100,-75,-75,-100,-100,-100,-100,-75,-74,-80,-73,-73,-78,-78,-100,-100,-82,-73,-77,-77,-100,-100,-100,-100,-76,-77,-100,-75,-90,-75,-78,-82,-77,-67,-100,-100,-80,-100,-69,-70,-67,-61,-100,-80,-73,-70,-100,-100,-87,-83,-82,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-80,-100,-80,-80,-75,-100,-100,-100,-100,-100,-100,-72,-72,-71,-68,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-68,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-80,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
