60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,b4:5d:50:e1:96:51,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,b4:5d:50:e1:96:53,38:17:c3:1f:00:b1,b4:5d:50:e1:96:52,38:17:c3:1f:00:b2,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,20:a6:cd:42:0a:c1,44:48:c1:91:d0:02,44:48:c1:91:d0:00,44:48:c1:91:d0:10,44:48:c1:91:d0:14,44:48:c1:91:d0:12,38:17:c3:1f:14:11,38:17:c3:1f:14:12,38:17:c3:1f:09:83,38:17:c3:1f:09:81,38:17:c3:1f:09:82,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,44:48:c1:91:95:a3,20:a6:cd:42:13:e2,20:a6:cd:42:13:e1,44:48:c1:91:95:b3,38:17:c3:1f:09:93,b4:5d:50:e1:96:50,38:17:c3:1f:00:b0,20:a6:cd:42:0a:c2,44:48:c1:91:d0:01,44:48:c1:91:d0:11,38:17:c3:1f:14:10,38:17:c3:19:45:a0,9c:d6:43:60:92:e0,38:17:c3:1f:19:d0,38:17:c3:1f:09:90,66:2a:2f:53:7c:99,20:a6:cd:42:0a:c0,38:17:c3:1f:14:01,38:17:c3:1f:14:02,44:48:c1:91:aa:22,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:24:47:52,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,38:17:c3:1f:14:00,38:17:c3:1f:09:80,44:48:c1:91:95:b2,38:17:c3:24:47:50,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,38:17:c3:19:45:b2,38:17:c3:19:45:b1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,38:17:c3:1f:09:91,38:17:c3:1f:09:92,b4:5d:50:e1:96:40,20:a6:cd:42:0a:d2,38:17:c3:1f:19:c0,a8:bd:27:4c:aa:90,38:17:c3:19:45:a2,38:17:c3:19:45:a1,a8:bd:27:4c:aa:82,38:17:c3:1f:00:a0,38:17:c3:19:45:b0,44:48:c1:91:95:a2,a8:bd:27:4c:aa:92,38:17:c3:24:47:51,b6:e6:2d:69:d5:58,44:48:c1:91:aa:21,a8:bd:27:4c:aa:81,44:48:c1:91:aa:20,20:a6:cd:42:13:e0,a8:bd:27:4c:aa:80,38:17:c3:1a:cf:d2,38:17:c3:1a:cf:d1,38:17:c3:1a:cf:d0,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:e3,38:17:c3:1f:19:e1,38:17:c3:1f:19:e0,38:17:c3:1f:19:e2,80:8d:b7:55:25:e3,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:70,38:17:c3:19:d7:72,38:17:c3:19:d7:71,38:17:c3:19:d7:62,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:35:03,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,ea:9e:b4:53:24:54,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:25:f1,80:8d:b7:55:35:02,80:8d:b7:55:35:13,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,38:17:c3:19:71:90,20:a6:cd:50:24:a1,38:17:c3:1e:ff:01,80:8d:b7:55:35:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,20:a6:cd:50:24:a2,38:17:c3:19:71:91,80:8d:b7:55:29:d0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:29:c2,38:17:c3:19:71:81,38:17:c3:19:71:82,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1e:ff:12,80:8d:b7:55:29:c1,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,38:17:c3:19:36:22,38:17:c3:19:36:21,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:39:c0,38:17:c3:19:36:20,20:a6:cd:50:24:a0,20:a6:cd:50:24:b0,80:8d:b7:55:29:c0,20:a6:cd:50:24:b1,38:17:c3:1f:0e:10,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,20:a6:cd:50:24:b2,38:17:c3:1f:22:30,38:17:c3:1f:0e:12,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:0e:00,38:17:c3:1f:0e:11,x,y,label
-100,-100,-68,-68,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-85,-72,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-68,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-64,-100,-100,-100,-82,-64,-69,-69,-64,-64,-74,-75,-74,-67,-69,-69,-66,-66,-100,-91,-100,-91,-79,-79,-79,-87,-100,-100,-100,-100,-100,-90,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-68,-68,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-85,-72,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-100,-68,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-64,-100,-100,-100,-81,-64,-70,-70,-64,-65,-75,-74,-75,-68,-70,-70,-67,-66,-100,-91,-100,-90,-79,-80,-79,-87,-100,-100,-100,-100,-89,-90,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-71,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-87,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-85,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-77,-71,-100,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-60,-69,-100,-100,-100,-100,-100,-80,-81,-100,-100,-74,-74,-74,-67,-81,-81,-67,-67,-100,-87,-87,-88,-100,-100,-78,-100,-100,-100,-80,-100,-100,-100,-83,-83,-88,-82,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-71,-72,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-88,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-83,-73,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-77,-72,-71,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-67,-73,-100,-100,-100,-76,-78,-79,-80,-100,-100,-72,-72,-72,-67,-79,-79,-68,-68,-100,-89,-87,-88,-100,-100,-78,-87,-100,-100,-80,-100,-100,-100,-83,-83,-88,-82,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-72,-72,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-88,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-81,-71,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-77,-72,-71,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-63,-73,-100,-100,-100,-76,-78,-80,-81,-100,-100,-74,-74,-74,-68,-81,-81,-68,-68,-100,-87,-88,-87,-79,-79,-79,-87,-100,-100,-80,-100,-100,-100,-83,-83,-88,-82,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-72,-72,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-82,-71,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-65,-100,-100,-100,-78,-100,-81,-81,-100,-100,-73,-73,-73,-67,-81,-81,-67,-67,-85,-88,-87,-88,-80,-81,-80,-87,-80,-80,-80,-100,-100,-100,-100,-100,-88,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-71,-71,-100,-100,-100,-100,-100,-74,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-83,-72,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-72,-100,-71,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-76,-100,-100,-100,-78,-100,-78,-78,-100,-100,-74,-74,-74,-67,-79,-79,-67,-67,-85,-89,-89,-90,-80,-80,-80,-87,-80,-80,-80,-100,-91,-100,-100,-100,-88,-100,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-70,-71,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-87,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-82,-71,-100,-100,-100,-74,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-74,-100,-100,-100,-77,-100,-82,-82,-76,-100,-75,-75,-75,-68,-82,-82,-68,-68,-81,-89,-88,-89,-80,-80,-78,-100,-80,-80,-80,-100,-91,-100,-100,-100,-88,-83,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-72,-71,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-72,-100,-100,-100,-73,-100,-86,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-71,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-80,-81,-80,-80,-80,-74,-74,-74,-65,-80,-80,-65,-65,-77,-87,-100,-100,-78,-79,-79,-100,-100,-100,-100,-100,-90,-90,-77,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-71,-71,-100,-100,-100,-100,-100,-81,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-72,-100,-100,-100,-77,-100,-86,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-72,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-80,-100,-100,-100,-100,-76,-79,-79,-80,-80,-74,-74,-74,-67,-79,-79,-67,-67,-79,-87,-100,-100,-81,-81,-79,-85,-81,-79,-79,-100,-90,-90,-78,-78,-100,-78,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-71,-70,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-88,-74,-100,-100,-100,-76,-100,-86,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-81,-100,-100,-100,-83,-76,-78,-79,-76,-77,-75,-75,-75,-65,-78,-78,-65,-65,-79,-87,-100,-100,-80,-79,-78,-85,-81,-80,-80,-100,-90,-90,-78,-78,-100,-78,-91,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-72,-72,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-88,-74,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-74,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-78,-100,-100,-100,-82,-76,-81,-81,-78,-77,-73,-73,-74,-69,-80,-81,-69,-69,-79,-91,-100,-91,-80,-80,-78,-87,-81,-80,-80,-100,-100,-100,-78,-78,-100,-78,-91,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-72,-72,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-72,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-72,-100,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-80,-100,-100,-100,-82,-77,-81,-81,-78,-100,-74,-74,-74,-69,-81,-81,-69,-68,-78,-91,-100,-91,-80,-80,-100,-87,-100,-100,-100,-100,-100,-100,-100,-77,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-86,-100,-73,-73,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-71,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-80,-100,-100,-100,-83,-78,-80,-80,-78,-78,-75,-75,-75,-68,-79,-80,-68,-68,-82,-91,-100,-91,-78,-78,-78,-87,-80,-79,-79,-100,-100,-100,-77,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-85,-100,-70,-70,-100,-100,-100,-100,-100,-73,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-75,-100,-100,-100,-82,-100,-80,-80,-100,-100,-72,-72,-72,-66,-80,-80,-67,-66,-80,-89,-89,-88,-79,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-100,-89,-88,-82,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-68,-67,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-77,-100,-100,-100,-100,-78,-80,-80,-77,-78,-72,-72,-72,-64,-80,-80,-65,-65,-80,-88,-88,-88,-79,-79,-79,-87,-77,-77,-77,-100,-89,-100,-79,-80,-87,-80,-90,-100,-100,-100,-83,-91,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-68,-68,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-72,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-68,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-77,-100,-100,-100,-79,-78,-80,-80,-77,-78,-73,-73,-73,-66,-80,-80,-66,-66,-79,-88,-88,-88,-79,-79,-79,-87,-79,-78,-78,-100,-89,-100,-79,-79,-88,-81,-90,-90,-100,-100,-83,-91,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-68,-69,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-72,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-72,-100,-68,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-77,-100,-100,-100,-78,-77,-79,-80,-77,-77,-72,-72,-72,-65,-80,-80,-66,-66,-80,-88,-88,-88,-80,-79,-79,-100,-78,-78,-78,-100,-88,-100,-81,-81,-88,-81,-89,-90,-89,-100,-85,-92,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-68,-69,-100,-100,-100,-100,-100,-73,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-72,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-68,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-77,-100,-100,-100,-79,-77,-79,-80,-77,-77,-72,-72,-72,-66,-80,-80,-66,-66,-79,-86,-88,-88,-80,-79,-79,-100,-78,-78,-78,-100,-88,-100,-81,-81,-88,-81,-88,-90,-89,-100,-85,-92,-84,-85,-88,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-68,-68,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-72,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-68,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-77,-100,-100,-100,-79,-77,-80,-80,-77,-77,-72,-72,-72,-66,-80,-80,-67,-66,-79,-88,-88,-88,-79,-80,-79,-100,-78,-78,-76,-100,-88,-100,-81,-81,-88,-81,-88,-91,-89,-89,-85,-92,-83,-85,-88,-89,-89,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-74,-74,-100,-100,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-69,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-69,-100,-74,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-77,-100,-100,-100,-100,-73,-83,-82,-73,-100,-73,-73,-73,-62,-82,-82,-62,-62,-78,-87,-88,-87,-78,-78,-78,-84,-100,-100,-77,-86,-87,-100,-78,-78,-87,-77,-100,-100,-87,-100,-81,-87,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
