60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,b4:5d:50:e1:96:51,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,b4:5d:50:e1:96:53,38:17:c3:1f:00:b1,b4:5d:50:e1:96:52,38:17:c3:1f:00:b2,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,20:a6:cd:42:0a:c1,44:48:c1:91:d0:02,44:48:c1:91:d0:00,44:48:c1:91:d0:10,44:48:c1:91:d0:14,44:48:c1:91:d0:12,38:17:c3:1f:14:11,38:17:c3:1f:14:12,38:17:c3:1f:09:83,38:17:c3:1f:09:81,38:17:c3:1f:09:82,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,44:48:c1:91:95:a3,20:a6:cd:42:13:e2,20:a6:cd:42:13:e1,44:48:c1:91:95:b3,38:17:c3:1f:09:93,b4:5d:50:e1:96:50,38:17:c3:1f:00:b0,20:a6:cd:42:0a:c2,44:48:c1:91:d0:01,44:48:c1:91:d0:11,38:17:c3:1f:14:10,38:17:c3:19:45:a0,9c:d6:43:60:92:e0,38:17:c3:1f:19:d0,38:17:c3:1f:09:90,66:2a:2f:53:7c:99,20:a6:cd:42:0a:c0,38:17:c3:1f:14:01,38:17:c3:1f:14:02,44:48:c1:91:aa:22,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:24:47:52,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,38:17:c3:1f:14:00,38:17:c3:1f:09:80,44:48:c1:91:95:b2,38:17:c3:24:47:50,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,38:17:c3:19:45:b2,38:17:c3:19:45:b1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,38:17:c3:1f:09:91,38:17:c3:1f:09:92,b4:5d:50:e1:96:40,20:a6:cd:42:0a:d2,38:17:c3:1f:19:c0,a8:bd:27:4c:aa:90,38:17:c3:19:45:a2,38:17:c3:19:45:a1,a8:bd:27:4c:aa:82,38:17:c3:1f:00:a0,38:17:c3:19:45:b0,44:48:c1:91:95:a2,a8:bd:27:4c:aa:92,38:17:c3:24:47:51,b6:e6:2d:69:d5:58,44:48:c1:91:aa:21,a8:bd:27:4c:aa:81,44:48:c1:91:aa:20,20:a6:cd:42:13:e0,a8:bd:27:4c:aa:80,38:17:c3:1a:cf:d2,38:17:c3:1a:cf:d1,38:17:c3:1a:cf:d0,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:e3,38:17:c3:1f:19:e1,38:17:c3:1f:19:e0,38:17:c3:1f:19:e2,80:8d:b7:55:25:e3,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:70,38:17:c3:19:d7:72,38:17:c3:19:d7:71,38:17:c3:19:d7:62,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:35:03,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,ea:9e:b4:53:24:54,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:25:f1,80:8d:b7:55:35:02,80:8d:b7:55:35:13,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,38:17:c3:19:71:90,20:a6:cd:50:24:a1,38:17:c3:1e:ff:01,80:8d:b7:55:35:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,20:a6:cd:50:24:a2,38:17:c3:19:71:91,80:8d:b7:55:29:d0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:29:c2,38:17:c3:19:71:81,38:17:c3:19:71:82,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1e:ff:12,80:8d:b7:55:29:c1,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,38:17:c3:19:36:22,38:17:c3:19:36:21,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:39:c0,38:17:c3:19:36:20,20:a6:cd:50:24:a0,20:a6:cd:50:24:b0,80:8d:b7:55:29:c0,20:a6:cd:50:24:b1,38:17:c3:1f:0e:10,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,20:a6:cd:50:24:b2,38:17:c3:1f:22:30,38:17:c3:1f:0e:12,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:0e:00,38:17:c3:1f:0e:11,x,y,label
-84,-100,-65,-65,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-87,-67,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-65,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-67,-100,-100,-100,-100,-63,-69,-69,-63,-63,-80,-80,-80,-74,-69,-69,-74,-74,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,124,22
-84,-100,-66,-66,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-87,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-85,-67,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-69,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-67,-100,-66,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-70,-100,-100,-100,-100,-64,-70,-69,-64,-65,-80,-80,-80,-74,-70,-70,-76,-76,-85,-100,-100,-91,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,124,22
-100,-100,-66,-66,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-88,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-85,-67,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-66,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-63,-100,-100,-100,-86,-66,-70,-70,-66,-66,-80,-80,-80,-75,-70,-70,-75,-75,-85,-100,-100,-91,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,124,22
-100,-100,-66,-66,-100,-100,-100,-100,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-88,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-88,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-66,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-67,-100,-100,-100,-86,-66,-69,-69,-66,-66,-82,-82,-82,-75,-69,-69,-76,-75,-85,-100,-100,-100,-82,-82,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,124,22
-83,-100,-66,-66,-100,-100,-100,-100,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-87,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-86,-68,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-66,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-63,-100,-100,-100,-86,-66,-69,-69,-66,-66,-82,-81,-82,-75,-69,-75,-76,-75,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,124,22
-100,-100,-66,-66,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-66,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-63,-100,-100,-100,-100,-62,-68,-69,-62,-62,-76,-76,-76,-69,-68,-68,-69,-69,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-66,-66,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-72,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-66,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-63,-100,-100,-100,-100,-64,-69,-68,-64,-64,-75,-75,-75,-71,-68,-69,-71,-71,-100,-91,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-66,-65,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-73,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-66,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-65,-100,-100,-100,-86,-63,-70,-70,-63,-64,-76,-76,-76,-69,-70,-70,-71,-71,-100,-91,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-65,-65,-100,-100,-100,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-72,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-65,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-67,-100,-100,-100,-85,-65,-68,-68,-66,-65,-75,-75,-75,-73,-68,-68,-71,-71,-100,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-83,-100,-66,-66,-100,-100,-100,-100,-100,-77,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-71,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-66,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-67,-100,-100,-100,-84,-65,-68,-68,-65,-65,-75,-75,-75,-71,-68,-68,-72,-72,-100,-90,-90,-90,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-83,-100,-66,-66,-100,-100,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-71,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-66,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-66,-100,-100,-100,-85,-65,-69,-69,-65,-65,-75,-75,-75,-74,-69,-69,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-71,-71,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-85,-71,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-70,-100,-72,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-65,-100,-100,-100,-84,-70,-74,-74,-70,-71,-76,-76,-77,-68,-74,-74,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-86,-100,-72,-72,-100,-100,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-86,-71,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-70,-100,-72,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-63,-100,-100,-100,-84,-68,-73,-73,-68,-68,-77,-76,-77,-71,-72,-73,-71,-72,-100,-90,-100,-91,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-88,-100,-72,-72,-100,-100,-100,-100,-100,-78,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-86,-71,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-100,-72,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-65,-100,-100,-100,-84,-68,-72,-72,-68,-68,-76,-76,-76,-72,-71,-71,-71,-72,-100,-90,-100,-91,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-88,-100,-72,-72,-100,-100,-100,-100,-100,-76,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-85,-70,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-70,-100,-72,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-63,-100,-100,-100,-84,-68,-72,-72,-68,-68,-76,-76,-76,-72,-72,-72,-72,-72,-100,-90,-100,-91,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-85,-100,-72,-72,-100,-100,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-87,-69,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-74,-72,-68,-100,-100,-100,-100,-100,-74,-100,-100,-75,-100,-100,-100,-62,-63,-100,-100,-100,-83,-68,-71,-71,-67,-68,-77,-77,-77,-72,-72,-71,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-85,-100,-72,-72,-100,-100,-100,-100,-100,-76,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-87,-71,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-74,-72,-67,-100,-100,-100,-100,-100,-74,-100,-100,-75,-100,-100,-100,-61,-63,-100,-100,-100,-83,-68,-71,-71,-68,-68,-76,-76,-76,-72,-71,-71,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-67,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-64,-100,-100,-100,-78,-64,-71,-71,-64,-100,-73,-73,-73,-67,-71,-71,-68,-68,-100,-100,-100,-100,-78,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-66,-66,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-85,-73,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-66,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-65,-100,-100,-100,-83,-64,-69,-69,-64,-65,-73,-73,-73,-65,-69,-69,-62,-66,-100,-93,-100,-91,-77,-79,-78,-100,-100,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-66,-66,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-85,-72,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-67,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-64,-100,-100,-100,-83,-64,-69,-69,-64,-64,-74,-74,-74,-65,-69,-69,-66,-65,-83,-93,-100,-91,-77,-79,-78,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-67,-68,-100,-100,-100,-100,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-85,-72,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-68,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-64,-100,-100,-100,-83,-64,-70,-70,-64,-65,-75,-75,-75,-67,-71,-71,-67,-67,-83,-93,-100,-91,-79,-79,-79,-88,-100,-100,-100,-89,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
