60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,20:a6:cd:42:0a:d1,b4:5d:50:e1:96:52,20:a6:cd:42:0a:d3,38:17:c3:1f:14:02,20:a6:cd:42:0a:c3,38:17:c3:1f:14:01,38:17:c3:19:45:a1,20:a6:cd:42:0a:c1,44:48:c1:91:d0:04,38:17:c3:19:45:a2,38:17:c3:19:45:b2,38:17:c3:19:45:b1,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:10,20:a6:cd:42:0a:c0,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:83,44:48:c1:91:95:a3,38:17:c3:1f:14:11,38:17:c3:1f:14:12,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,44:48:c1:91:95:b3,38:17:c3:1f:09:93,38:17:c3:24:47:51,a8:bd:27:4c:aa:93,38:17:c3:1f:00:a0,38:17:c3:1f:00:b0,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d2,9c:d6:43:60:92:e0,38:17:c3:1f:14:00,38:17:c3:19:45:b0,44:48:c1:91:d0:11,20:a6:cd:42:0a:c2,38:17:c3:1f:09:80,38:17:c3:1f:14:10,38:17:c3:1f:19:d0,38:17:c3:1f:19:c0,38:17:c3:24:47:50,a8:bd:27:4c:aa:90,66:2a:2f:53:7c:99,b4:5d:50:e1:96:41,44:48:c1:91:d0:02,44:48:c1:91:95:a1,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,44:48:c1:91:95:a0,38:17:c3:1f:09:92,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:09:91,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,44:48:c1:91:95:a2,a8:bd:27:4c:aa:80,44:48:c1:91:95:b2,38:17:c3:1f:09:90,44:48:c1:91:d0:00,20:a6:cd:42:13:e2,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,44:48:c1:91:aa:22,44:48:c1:91:aa:21,38:17:c3:19:45:a0,38:17:c3:24:47:52,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,38:17:c3:19:d7:61,20:a6:cd:42:0b:f3,38:17:c3:19:d7:60,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f1,38:17:c3:19:d7:70,20:a6:cd:42:0b:f2,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:25:f3,80:8d:b7:55:35:10,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,b0:be:76:f8:30:5e,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:35:01,80:8d:b7:55:3a:50,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:00,80:8d:b7:55:35:02,80:8d:b7:55:3a:51,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:36:20,ea:9e:b4:53:24:54,20:a6:cd:50:24:a2,80:8d:b7:55:3a:52,80:8d:b7:55:3a:40,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1e:ff:10,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:39:d0,38:17:c3:1e:ff:02,38:17:c3:1e:ff:11,80:8d:b7:55:39:c0,38:17:c3:1e:ff:12,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,80:8d:b7:55:29:d0,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:29:c2,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,20:a6:cd:50:24:a0,80:8d:b7:55:29:c1,20:a6:cd:50:24:b0,20:a6:cd:50:24:a1,00:4e:35:df:06:42,00:4e:35:df:06:52,00:4e:35:df:06:40,00:4e:35:df:06:41,20:a6:cd:50:24:b1,80:8d:b7:55:29:c0,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,38:17:c3:1f:22:30,38:17:c3:1f:22:21,38:17:c3:1f:22:31,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:22:32,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:4d:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,x,y,label
-81,-100,-66,-66,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-82,-100,-100,-76,-100,-100,-76,-67,-67,-100,-100,-100,-100,-100,-100,-87,-100,-81,-81,-100,-100,-100,-100,-100,-100,-66,-76,-100,-100,-100,-81,-67,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-57,-63,-100,-62,-62,-62,-71,-72,-72,-100,-100,-72,-71,-75,-76,-72,-76,-72,-85,-100,-88,-100,-100,-100,-89,-88,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-66,-66,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-82,-100,-100,-76,-100,-100,-76,-68,-68,-100,-100,-100,-100,-100,-100,-87,-100,-81,-81,-100,-100,-100,-100,-100,-100,-66,-79,-100,-100,-100,-81,-68,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-63,-63,-100,-62,-63,-62,-71,-74,-71,-100,-100,-74,-71,-76,-75,-74,-76,-73,-100,-100,-88,-100,-100,-100,-89,-88,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-66,-66,-100,-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-73,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-65,-78,-100,-100,-100,-100,-67,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-62,-64,-100,-62,-62,-62,-71,-73,-71,-100,-100,-73,-72,-76,-76,-73,-76,-73,-100,-100,-88,-100,-100,-100,-89,-88,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-68,-68,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-72,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-68,-74,-100,-100,-100,-100,-65,-100,-100,-100,-86,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-68,-64,-100,-68,-68,-68,-70,-70,-70,-100,-100,-70,-69,-80,-80,-70,-80,-70,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-68,-68,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-71,-65,-66,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-68,-74,-100,-100,-100,-100,-66,-100,-100,-100,-86,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-68,-63,-100,-68,-68,-68,-69,-69,-70,-100,-100,-69,-70,-80,-79,-69,-80,-69,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-68,-68,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-72,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-68,-74,-100,-100,-100,-100,-66,-100,-100,-100,-86,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-68,-63,-100,-68,-68,-68,-69,-69,-69,-100,-100,-69,-70,-80,-79,-69,-80,-69,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-84,-100,-68,-67,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-72,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-68,-74,-100,-100,-100,-100,-65,-100,-100,-100,-86,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-68,-60,-100,-68,-68,-68,-67,-69,-69,-100,-100,-69,-70,-81,-81,-69,-81,-69,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-84,-100,-71,-71,-100,-100,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-72,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-70,-73,-100,-100,-100,-100,-66,-100,-100,-100,-83,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-71,-64,-100,-67,-67,-67,-70,-69,-70,-100,-100,-69,-70,-79,-79,-69,-79,-69,-100,-100,-91,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-86,-100,-70,-70,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-72,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-70,-73,-100,-100,-100,-100,-65,-100,-100,-100,-83,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-72,-66,-100,-67,-67,-68,-69,-70,-69,-100,-100,-70,-69,-80,-80,-70,-79,-70,-80,-100,-91,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-72,-72,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-72,-73,-100,-100,-100,-100,-70,-100,-100,-100,-84,-100,-100,-100,-100,-87,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-59,-100,-64,-64,-64,-70,-70,-71,-100,-100,-70,-71,-73,-73,-69,-73,-69,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-67,-67,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-74,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-67,-73,-100,-100,-100,-100,-68,-100,-100,-100,-84,-100,-100,-100,-100,-85,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-60,-59,-100,-70,-70,-69,-70,-74,-71,-100,-100,-74,-71,-73,-73,-74,-74,-73,-81,-83,-100,-100,-81,-81,-100,-100,-100,-100,-78,-78,-81,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-66,-66,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-67,-70,-100,-100,-100,-100,-71,-100,-100,-100,-82,-100,-100,-100,-100,-85,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-62,-65,-100,-69,-70,-69,-70,-72,-71,-100,-100,-72,-71,-73,-73,-72,-73,-72,-83,-83,-100,-100,-80,-81,-100,-100,-100,-100,-78,-78,-81,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-82,-100,-64,-64,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-80,-100,-80,-72,-100,-100,-73,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-64,-71,-100,-100,-100,-80,-71,-100,-100,-100,-79,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-63,-63,-100,-68,-68,-67,-69,-74,-69,-100,-100,-74,-69,-74,-74,-74,-74,-74,-83,-82,-100,-100,-80,-83,-100,-100,-100,-100,-100,-100,-81,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-82,-100,-64,-64,-100,-100,-73,-72,-100,-100,-100,-100,-100,-100,-81,-100,-80,-72,-100,-100,-72,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-64,-73,-100,-100,-100,-80,-73,-100,-100,-100,-79,-100,-100,-100,-100,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-64,-58,-100,-70,-68,-70,-69,-73,-67,-100,-100,-74,-69,-74,-73,-74,-74,-74,-81,-82,-100,-100,-80,-83,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-82,-100,-63,-63,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-81,-100,-80,-73,-100,-100,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-64,-71,-100,-100,-100,-80,-73,-100,-100,-100,-79,-100,-100,-100,-100,-85,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-64,-63,-100,-70,-70,-70,-69,-73,-69,-100,-100,-73,-69,-74,-74,-73,-74,-73,-82,-82,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-70,-70,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-80,-100,-80,-77,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-71,-70,-100,-100,-100,-100,-69,-100,-100,-100,-80,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-67,-72,-100,-70,-69,-69,-69,-76,-69,-100,-100,-76,-68,-78,-78,-76,-77,-76,-100,-82,-88,-100,-78,-79,-87,-88,-87,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-70,-70,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-78,-100,-79,-74,-100,-100,-100,-68,-67,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-79,-68,-100,-100,-100,-79,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-66,-71,-100,-70,-70,-70,-67,-76,-68,-100,-100,-77,-67,-76,-76,-76,-76,-77,-81,-82,-88,-100,-78,-79,-88,-88,-88,-100,-100,-100,-79,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-81,-100,-70,-70,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-78,-100,-79,-73,-100,-100,-74,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-70,-71,-100,-100,-100,-78,-67,-100,-100,-100,-79,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-67,-73,-100,-69,-69,-69,-67,-78,-67,-100,-100,-78,-68,-77,-77,-78,-77,-78,-82,-82,-87,-100,-81,-79,-88,-88,-87,-100,-100,-100,-79,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-81,-100,-69,-69,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-78,-100,-78,-73,-100,-100,-74,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-69,-71,-100,-100,-100,-78,-67,-100,-100,-100,-79,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-67,-73,-100,-69,-69,-69,-67,-78,-67,-100,-100,-78,-68,-77,-76,-78,-77,-78,-82,-100,-88,-100,-81,-100,-87,-88,-87,-100,-100,-100,-80,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-83,-100,-69,-69,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-78,-100,-78,-74,-100,-100,-74,-68,-67,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-69,-70,-100,-100,-100,-78,-68,-100,-100,-100,-79,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-66,-72,-100,-70,-69,-70,-68,-78,-68,-100,-100,-78,-68,-77,-77,-78,-77,-77,-83,-100,-89,-90,-81,-80,-89,-89,-88,-100,-100,-83,-80,-100,-90,-89,-89,-90,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-83,-100,-70,-70,-100,-100,-70,-69,-100,-100,-100,-100,-100,-100,-78,-100,-78,-76,-100,-100,-76,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-78,-67,-100,-100,-100,-80,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-65,-73,-100,-69,-70,-69,-67,-78,-67,-100,-100,-78,-67,-76,-77,-78,-77,-77,-83,-83,-88,-88,-80,-81,-89,-89,-88,-100,-100,-83,-80,-82,-90,-89,-89,-90,-82,-82,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-75,-75,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-83,-71,-100,-100,-100,-82,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-73,-100,-100,-100,-100,-68,-85,-68,-100,-100,-85,-100,-77,-77,-85,-77,-85,-100,-80,-87,-100,-100,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
