60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,20:a6:cd:42:0a:d1,b4:5d:50:e1:96:52,20:a6:cd:42:0a:d3,38:17:c3:1f:14:02,20:a6:cd:42:0a:c3,38:17:c3:1f:14:01,38:17:c3:19:45:a1,20:a6:cd:42:0a:c1,44:48:c1:91:d0:04,38:17:c3:19:45:a2,38:17:c3:19:45:b2,38:17:c3:19:45:b1,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:10,20:a6:cd:42:0a:c0,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:83,44:48:c1:91:95:a3,38:17:c3:1f:14:11,38:17:c3:1f:14:12,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,44:48:c1:91:95:b3,38:17:c3:1f:09:93,38:17:c3:24:47:51,a8:bd:27:4c:aa:93,38:17:c3:1f:00:a0,38:17:c3:1f:00:b0,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d2,9c:d6:43:60:92:e0,38:17:c3:1f:14:00,38:17:c3:19:45:b0,44:48:c1:91:d0:11,20:a6:cd:42:0a:c2,38:17:c3:1f:09:80,38:17:c3:1f:14:10,38:17:c3:1f:19:d0,38:17:c3:1f:19:c0,38:17:c3:24:47:50,a8:bd:27:4c:aa:90,66:2a:2f:53:7c:99,b4:5d:50:e1:96:41,44:48:c1:91:d0:02,44:48:c1:91:95:a1,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,44:48:c1:91:95:a0,38:17:c3:1f:09:92,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:09:91,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,44:48:c1:91:95:a2,a8:bd:27:4c:aa:80,44:48:c1:91:95:b2,38:17:c3:1f:09:90,44:48:c1:91:d0:00,20:a6:cd:42:13:e2,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,44:48:c1:91:aa:22,44:48:c1:91:aa:21,38:17:c3:19:45:a0,38:17:c3:24:47:52,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,38:17:c3:19:d7:61,20:a6:cd:42:0b:f3,38:17:c3:19:d7:60,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f1,38:17:c3:19:d7:70,20:a6:cd:42:0b:f2,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:25:f3,80:8d:b7:55:35:10,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,b0:be:76:f8:30:5e,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:35:01,80:8d:b7:55:3a:50,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:00,80:8d:b7:55:35:02,80:8d:b7:55:3a:51,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:36:20,ea:9e:b4:53:24:54,20:a6:cd:50:24:a2,80:8d:b7:55:3a:52,80:8d:b7:55:3a:40,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1e:ff:10,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:39:d0,38:17:c3:1e:ff:02,38:17:c3:1e:ff:11,80:8d:b7:55:39:c0,38:17:c3:1e:ff:12,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,80:8d:b7:55:29:d0,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:29:c2,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,20:a6:cd:50:24:a0,80:8d:b7:55:29:c1,20:a6:cd:50:24:b0,20:a6:cd:50:24:a1,00:4e:35:df:06:42,00:4e:35:df:06:52,00:4e:35:df:06:40,00:4e:35:df:06:41,20:a6:cd:50:24:b1,80:8d:b7:55:29:c0,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,38:17:c3:1f:22:30,38:17:c3:1f:22:21,38:17:c3:1f:22:31,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:22:32,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:4d:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,x,y,label
-78,-100,-51,-51,-100,-100,-61,-61,-100,-100,-100,-100,-100,-100,-77,-100,-77,-84,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-51,-61,-100,-100,-100,-77,-76,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-74,-78,-100,-73,-72,-73,-84,-84,-100,-100,-100,-83,-100,-87,-88,-83,-87,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-77,-100,-51,-51,-100,-100,-61,-61,-100,-100,-100,-100,-100,-100,-77,-100,-77,-84,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-83,-100,-81,-81,-100,-100,-100,-100,-100,-100,-51,-61,-100,-100,-100,-77,-77,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-74,-78,-100,-73,-73,-73,-84,-82,-84,-100,-100,-83,-100,-87,-88,-83,-87,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-79,-100,-51,-51,-100,-100,-61,-61,-100,-100,-100,-100,-100,-100,-77,-100,-77,-83,-100,-100,-83,-76,-76,-100,-100,-100,-100,-100,-100,-83,-100,-80,-80,-100,-100,-100,-100,-100,-100,-51,-61,-100,-100,-100,-77,-77,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-74,-72,-100,-73,-73,-73,-84,-83,-84,-100,-100,-83,-100,-87,-88,-83,-87,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-78,-86,-51,-51,-100,-100,-61,-61,-100,-100,-100,-100,-100,-100,-77,-100,-77,-83,-100,-85,-83,-76,-76,-100,-100,-100,-100,-100,-100,-83,-100,-81,-81,-100,-100,-100,-100,-100,-100,-51,-62,-100,-100,-100,-77,-77,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-74,-74,-100,-73,-73,-73,-100,-83,-84,-100,-100,-84,-100,-87,-88,-83,-88,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-74,-85,-52,-53,-100,-100,-55,-55,-88,-100,-100,-100,-100,-88,-77,-84,-76,-74,-100,-85,-74,-76,-76,-100,-100,-100,-100,-100,-81,-80,-100,-76,-76,-100,-100,-100,-100,-100,-100,-53,-55,-100,-88,-100,-77,-76,-100,-100,-82,-76,-100,-100,-100,-100,-100,-87,-100,-100,-83,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-75,-100,-100,-100,-100,-78,-81,-83,-80,-100,-100,-84,-80,-100,-85,-83,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-71,-87,-52,-52,-100,-100,-55,-55,-88,-100,-100,-100,-100,-89,-78,-84,-78,-72,-100,-85,-72,-75,-75,-100,-100,-100,-100,-82,-82,-80,-100,-76,-76,-100,-100,-100,-100,-100,-100,-52,-55,-100,-88,-100,-78,-75,-100,-100,-82,-88,-100,-100,-100,-100,-100,-87,-100,-100,-82,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-70,-78,-100,-80,-100,-78,-81,-83,-80,-100,-100,-83,-80,-84,-83,-83,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-71,-87,-50,-50,-100,-100,-55,-55,-100,-100,-100,-100,-100,-89,-78,-84,-78,-72,-100,-100,-72,-77,-76,-100,-100,-100,-100,-82,-82,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-55,-100,-88,-100,-78,-77,-100,-100,-82,-88,-100,-100,-100,-100,-100,-100,-100,-100,-86,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-70,-78,-100,-80,-100,-100,-79,-83,-78,-100,-100,-82,-79,-84,-84,-82,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-71,-87,-50,-50,-100,-100,-55,-56,-100,-100,-100,-100,-100,-88,-78,-84,-78,-72,-100,-100,-72,-77,-76,-100,-100,-100,-100,-82,-82,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-56,-100,-88,-100,-78,-77,-100,-100,-82,-88,-100,-100,-100,-100,-100,-100,-100,-100,-86,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-70,-80,-100,-80,-100,-100,-79,-82,-78,-100,-100,-82,-79,-84,-84,-82,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-70,-87,-50,-50,-100,-100,-55,-55,-100,-100,-100,-100,-100,-88,-78,-84,-79,-72,-100,-100,-72,-77,-77,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-56,-100,-88,-100,-79,-77,-100,-100,-82,-88,-100,-100,-100,-100,-100,-100,-100,-100,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-75,-77,-100,-80,-100,-79,-79,-82,-79,-100,-100,-82,-78,-84,-85,-82,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-71,-87,-50,-50,-100,-100,-55,-55,-100,-100,-100,-100,-100,-88,-78,-84,-78,-72,-100,-100,-72,-77,-76,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-56,-90,-88,-100,-78,-77,-100,-100,-82,-88,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-70,-77,-100,-80,-100,-79,-78,-82,-78,-100,-100,-82,-79,-83,-84,-82,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-75,-100,-57,-57,-100,-100,-56,-56,-100,-100,-100,-100,-100,-90,-76,-100,-75,-79,-100,-90,-77,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-57,-56,-100,-90,-100,-75,-74,-100,-100,-82,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-79,-73,-100,-72,-72,-72,-100,-79,-100,-100,-100,-79,-100,-100,-85,-79,-84,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-75,-100,-55,-55,-100,-100,-56,-56,-100,-100,-100,-100,-100,-91,-74,-87,-74,-79,-100,-90,-78,-74,-74,-100,-100,-100,-100,-79,-100,-82,-100,-77,-77,-100,-100,-100,-100,-100,-100,-55,-56,-100,-91,-100,-74,-74,-100,-100,-82,-77,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-79,-72,-100,-72,-72,-72,-100,-78,-100,-100,-100,-78,-100,-85,-85,-78,-85,-78,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-73,-84,-54,-54,-100,-100,-56,-56,-100,-100,-100,-100,-100,-90,-74,-87,-75,-79,-100,-88,-79,-73,-73,-100,-100,-100,-100,-79,-100,-82,-100,-78,-78,-100,-100,-100,-100,-100,-100,-55,-55,-100,-90,-100,-72,-73,-100,-100,-82,-78,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-75,-76,-100,-72,-72,-72,-100,-78,-100,-100,-100,-78,-100,-85,-85,-78,-85,-78,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-74,-84,-53,-54,-100,-100,-55,-55,-100,-100,-100,-100,-100,-90,-74,-89,-75,-100,-100,-89,-80,-73,-73,-100,-100,-100,-100,-100,-82,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-53,-55,-100,-91,-89,-72,-73,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-72,-74,-100,-73,-73,-73,-85,-78,-100,-100,-100,-78,-100,-85,-85,-78,-85,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-76,-85,-54,-55,-100,-100,-56,-56,-100,-100,-100,-100,-100,-90,-75,-88,-74,-100,-100,-89,-80,-73,-73,-100,-100,-100,-100,-100,-82,-84,-100,-78,-78,-100,-100,-100,-100,-100,-100,-55,-56,-100,-91,-89,-72,-73,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-75,-74,-100,-72,-73,-72,-85,-78,-100,-100,-100,-78,-100,-86,-85,-78,-85,-78,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-74,-85,-54,-54,-100,-100,-55,-55,-100,-100,-100,-100,-100,-91,-73,-88,-74,-100,-100,-88,-80,-73,-73,-100,-100,-100,-100,-100,-82,-84,-100,-78,-78,-100,-100,-100,-100,-100,-100,-54,-55,-100,-91,-89,-74,-73,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-74,-100,-71,-71,-71,-85,-79,-100,-100,-100,-79,-100,-86,-86,-79,-86,-78,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-100,-88,-49,-49,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-77,-86,-77,-71,-100,-87,-71,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-49,-67,-100,-100,-100,-77,-75,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-68,-100,-100,-100,-100,-100,-77,-100,-100,-100,-77,-100,-82,-82,-77,-82,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-100,-88,-48,-48,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-77,-86,-77,-71,-100,-87,-73,-74,-74,-100,-100,-100,-100,-84,-84,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-49,-62,-100,-100,-100,-77,-74,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-71,-100,-100,-72,-100,-77,-79,-77,-100,-100,-78,-77,-81,-81,-78,-81,-79,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-74,-88,-49,-49,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-77,-84,-77,-72,-100,-87,-72,-72,-72,-100,-100,-100,-100,-84,-84,-83,-100,-77,-77,-100,-100,-100,-100,-100,-100,-49,-63,-100,-100,-100,-77,-72,-100,-100,-100,-77,-100,-100,-100,-100,-91,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-72,-73,-100,-71,-71,-71,-76,-80,-76,-100,-100,-79,-75,-81,-81,-80,-81,-79,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-80,-100,-48,-48,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-76,-100,-72,-100,-100,-72,-73,-73,-100,-100,-100,-100,-84,-84,-83,-100,-77,-76,-100,-100,-100,-100,-100,-100,-48,-65,-100,-100,-100,-100,-73,-100,-100,-100,-77,-100,-100,-100,-100,-91,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-72,-72,-100,-71,-71,-71,-75,-78,-76,-100,-100,-78,-75,-81,-81,-78,-82,-78,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-78,-100,-48,-48,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-79,-86,-79,-72,-100,-100,-72,-72,-72,-100,-100,-100,-100,-84,-100,-85,-100,-76,-76,-100,-100,-100,-100,-100,-100,-48,-65,-100,-100,-100,-100,-72,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-73,-68,-100,-71,-71,-71,-75,-78,-76,-100,-100,-78,-75,-81,-81,-78,-82,-78,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-76,-88,-48,-48,-100,-100,-65,-64,-100,-100,-100,-100,-100,-100,-79,-86,-79,-72,-100,-100,-72,-72,-72,-100,-100,-100,-100,-100,-84,-85,-100,-76,-76,-100,-100,-100,-100,-100,-100,-48,-65,-100,-100,-100,-100,-72,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-72,-68,-100,-72,-71,-71,-75,-78,-76,-100,-100,-78,-75,-82,-82,-78,-82,-78,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
