38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,b0:be:76:f8:30:5e,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:35:03,80:8d:b7:55:35:01,80:8d:b7:55:35:02,44:48:c1:a5:82:31,44:48:c1:a5:82:32,38:17:c3:1f:01:81,38:17:c3:1f:01:82,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,38:17:c3:19:d7:71,80:8d:b7:55:25:f2,38:17:c3:19:d7:72,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:19:45:b2,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:39:d0,38:17:c3:1f:01:90,44:48:c1:a5:82:30,38:17:c3:1f:01:80,80:8d:b7:55:39:c0,80:8d:b7:55:35:10,80:8d:b7:55:25:f0,80:8d:b7:55:3a:50,38:17:c3:19:d7:70,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,44:48:c1:a5:82:20,80:8d:b7:55:25:e2,80:8d:b7:55:25:e3,80:8d:b7:55:25:e1,38:17:c3:19:d7:62,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,ac:e2:d3:c4:08:e6,b4:5d:50:e1:92:33,80:8d:b7:55:35:00,80:8d:b7:55:25:e0,38:17:c3:19:d7:60,80:8d:b7:55:3a:40,38:17:c3:1e:ff:00,00:4e:35:df:06:52,38:17:c3:19:d7:61,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:df:06:42,38:17:c3:19:55:50,b4:5d:50:e1:92:31,66:2a:2f:53:7c:99,00:4e:35:df:06:40,00:4e:35:df:06:41,38:17:c3:19:45:b1,00:4e:35:df:06:51,00:4e:35:df:06:50,b4:5d:50:e1:92:20,38:17:c3:19:45:a0,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,b4:5d:50:e1:96:53,b4:5d:50:e1:92:23,20:a6:cd:50:24:a1,38:17:c3:1e:ff:11,20:a6:cd:50:24:a2,60:32:b1:3e:1a:b8,20:a6:cd:50:24:a0,b4:5d:50:e1:96:50,38:17:c3:19:45:a1,b4:5d:50:e1:92:30,b4:5d:50:e1:92:22,b4:5d:50:e1:92:32,20:a6:cd:42:0b:f3,b4:5d:50:e1:92:21,20:a6:cd:42:0b:f0,00:4e:35:de:e1:12,38:17:c3:19:45:a2,60:32:b1:3e:1a:b7,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,b4:5d:50:e1:96:43,00:4e:35:de:e1:02,00:4e:35:de:e1:01,00:4e:35:de:e1:10,a8:bd:27:4c:bd:30,00:4e:35:de:e1:00,00:4e:35:de:e1:11,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:20,38:17:c3:1f:22:21,38:17:c3:1f:22:22,00:4e:35:de:d7:53,00:4e:35:de:d7:52,38:17:c3:1f:22:20,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:21,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:de:d7:42,38:17:c3:19:71:82,00:4e:35:de:d7:41,00:4e:35:de:d7:40,00:4e:35:de:d7:43,38:17:c3:19:71:90,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:08:50,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1f:22:31,38:17:c3:1f:22:30,38:17:c3:1f:22:32,38:17:c3:1e:fc:a2,00:4e:35:df:0e:12,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:00,38:17:c3:1e:fc:b0,00:4e:35:df:0e:11,00:4e:35:df:0e:10,00:4e:35:df:0e:01,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:a0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:10,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,00:4e:35:df:27:01,38:17:c3:1b:08:b0,00:4e:35:df:27:00,38:17:c3:1b:08:a1,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,x,y,label
-80,-80,-71,-74,-74,-64,-67,-67,-100,-100,-100,-73,-74,-67,-67,-100,-100,-67,-67,-64,-64,-78,-78,-78,-82,-83,-88,-83,-87,-69,-69,-100,-80,-74,-67,-100,-67,-100,-64,-78,-82,-69,-87,-100,-100,-100,-100,-100,-100,-67,-72,-73,-72,-100,-60,-61,-84,-86,-72,-72,-100,-60,-100,-74,-100,-74,-74,-70,-74,-87,-86,-69,-70,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-87,-100,-87,-100,-100,-100,-78,-100,-100,-77,-77,-77,-100,-82,-83,-78,-84,-100,-78,-79,-100,-79,-100,-84,-84,-100,-100,-100,-91,-91,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-80,-80,-70,-74,-73,-65,-68,-68,-100,-100,-72,-72,-72,-67,-67,-100,-100,-68,-67,-63,-63,-76,-76,-76,-85,-84,-88,-85,-87,-68,-68,-100,-80,-74,-68,-100,-67,-100,-64,-76,-84,-68,-88,-90,-100,-100,-100,-100,-100,-67,-73,-73,-73,-100,-60,-62,-84,-87,-72,-74,-100,-61,-100,-75,-100,-75,-75,-72,-75,-86,-83,-72,-72,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-100,-76,-100,-100,-77,-77,-77,-100,-80,-80,-76,-84,-80,-76,-79,-100,-79,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-100,-100,-71,-75,-75,-57,-73,-74,-100,-100,-74,-77,-77,-73,-73,-100,-100,-68,-68,-61,-61,-100,-100,-100,-79,-79,-100,-80,-100,-69,-69,-100,-100,-75,-73,-100,-73,-100,-62,-100,-79,-69,-100,-100,-88,-100,-100,-100,-100,-68,-75,-71,-75,-100,-61,-61,-88,-86,-77,-75,-81,-61,-100,-77,-100,-100,-100,-70,-100,-86,-78,-71,-70,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-81,-100,-100,-73,-74,-74,-100,-81,-100,-81,-85,-81,-82,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-83,-100,-100,-100,-84,-84,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-78,-78,-72,-73,-73,-59,-74,-74,-100,-100,-74,-78,-78,-71,-71,-100,-100,-69,-69,-62,-62,-77,-77,-77,-80,-80,-100,-80,-100,-70,-70,-100,-77,-74,-74,-100,-71,-100,-62,-77,-81,-70,-100,-100,-88,-100,-100,-100,-100,-69,-75,-72,-76,-100,-60,-60,-86,-86,-78,-75,-81,-60,-100,-75,-100,-73,-73,-69,-73,-87,-80,-69,-69,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-100,-100,-82,-100,-100,-75,-76,-76,-100,-78,-79,-82,-85,-79,-82,-100,-100,-100,-85,-85,-85,-100,-82,-82,-100,-100,-83,-100,-100,-85,-84,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-78,-78,-71,-73,-74,-60,-73,-74,-100,-100,-100,-78,-78,-69,-69,-100,-100,-69,-69,-61,-61,-76,-76,-76,-78,-78,-100,-78,-100,-69,-69,-100,-77,-74,-74,-100,-69,-100,-61,-76,-78,-69,-100,-89,-88,-100,-100,-100,-100,-69,-75,-74,-76,-81,-60,-60,-86,-87,-78,-74,-82,-60,-100,-75,-81,-72,-72,-68,-72,-87,-79,-69,-68,-100,-75,-75,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-100,-82,-100,-100,-75,-76,-76,-100,-78,-80,-81,-83,-81,-81,-100,-100,-100,-85,-83,-83,-100,-100,-100,-91,-100,-100,-100,-100,-85,-84,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-78,-79,-72,-73,-74,-61,-74,-74,-100,-100,-100,-78,-100,-70,-70,-100,-100,-68,-69,-61,-61,-76,-76,-76,-78,-79,-100,-79,-100,-69,-69,-100,-79,-74,-74,-100,-70,-100,-61,-76,-79,-69,-100,-89,-100,-100,-100,-100,-100,-68,-74,-72,-74,-81,-60,-60,-85,-87,-78,-74,-82,-60,-100,-75,-81,-71,-71,-67,-70,-87,-81,-68,-67,-100,-76,-76,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-100,-83,-100,-100,-76,-75,-76,-100,-81,-80,-82,-83,-81,-83,-100,-100,-100,-100,-83,-83,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-78,-77,-72,-74,-74,-60,-73,-73,-100,-100,-100,-100,-100,-71,-71,-100,-100,-69,-69,-61,-61,-78,-77,-78,-78,-78,-100,-78,-100,-69,-69,-100,-78,-74,-73,-100,-71,-100,-61,-77,-78,-69,-100,-100,-100,-100,-100,-100,-100,-69,-74,-72,-74,-100,-60,-61,-85,-86,-100,-74,-100,-60,-100,-75,-100,-74,-74,-68,-74,-87,-83,-68,-68,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-100,-81,-100,-100,-77,-76,-76,-100,-80,-81,-82,-86,-80,-81,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-78,-78,-70,-73,-73,-47,-72,-72,-100,-100,-76,-100,-75,-71,-71,-100,-100,-68,-68,-61,-61,-78,-78,-78,-79,-79,-100,-79,-100,-69,-69,-100,-78,-73,-72,-100,-71,-100,-61,-78,-79,-69,-100,-89,-87,-100,-100,-100,-100,-69,-73,-69,-73,-100,-60,-60,-82,-87,-76,-100,-82,-60,-100,-78,-81,-74,-74,-68,-74,-87,-83,-68,-68,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-100,-82,-100,-100,-77,-76,-73,-100,-80,-81,-82,-88,-80,-82,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-80,-79,-67,-100,-100,-69,-66,-66,-100,-100,-78,-76,-100,-72,-71,-100,-100,-69,-69,-64,-100,-100,-100,-100,-78,-78,-100,-78,-100,-66,-66,-100,-80,-100,-66,-100,-72,-100,-100,-85,-78,-66,-88,-100,-100,-100,-100,-100,-100,-69,-71,-68,-71,-82,-100,-100,-100,-88,-100,-71,-81,-62,-100,-76,-100,-71,-71,-68,-71,-88,-79,-67,-68,-100,-75,-75,-81,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-74,-74,-85,-100,-74,-85,-100,-100,-100,-100,-85,-86,-81,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-80,-80,-67,-77,-77,-64,-65,-65,-100,-100,-78,-76,-100,-70,-71,-100,-100,-71,-69,-64,-64,-81,-81,-81,-79,-79,-89,-79,-100,-65,-66,-100,-81,-77,-65,-100,-71,-100,-64,-81,-79,-65,-90,-100,-100,-100,-100,-100,-100,-71,-71,-72,-72,-82,-60,-61,-100,-88,-100,-71,-81,-61,-100,-74,-100,-75,-75,-69,-75,-88,-79,-67,-68,-100,-74,-75,-81,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-83,-100,-83,-100,-100,-100,-69,-69,-100,-74,-74,-83,-83,-74,-82,-100,-100,-100,-82,-83,-83,-81,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-79,-79,-68,-80,-80,-67,-66,-66,-100,-100,-73,-75,-75,-71,-71,-100,-100,-71,-71,-62,-62,-81,-80,-80,-78,-78,-89,-78,-100,-66,-66,-100,-79,-80,-66,-100,-71,-100,-62,-81,-78,-66,-90,-100,-100,-100,-100,-100,-100,-71,-72,-71,-71,-100,-63,-63,-100,-88,-75,-71,-100,-63,-100,-76,-100,-72,-72,-70,-71,-88,-81,-100,-68,-100,-76,-76,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-83,-100,-81,-100,-100,-68,-68,-68,-100,-74,-74,-81,-83,-74,-81,-100,-100,-100,-82,-83,-83,-82,-85,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-79,-80,-68,-79,-79,-69,-66,-66,-100,-100,-73,-77,-77,-70,-69,-100,-100,-71,-70,-62,-61,-81,-80,-80,-77,-77,-100,-77,-100,-66,-66,-100,-79,-79,-66,-100,-70,-100,-62,-80,-78,-66,-90,-100,-100,-100,-100,-100,-100,-71,-72,-71,-71,-80,-63,-63,-100,-89,-77,-71,-81,-64,-100,-76,-81,-72,-72,-68,-71,-88,-79,-68,-68,-100,-76,-76,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-82,-100,-100,-68,-68,-69,-100,-73,-73,-82,-100,-74,-82,-100,-100,-100,-82,-100,-100,-82,-85,-84,-100,-100,-85,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-82,-83,-67,-79,-79,-67,-66,-66,-100,-100,-73,-75,-75,-71,-71,-100,-100,-70,-70,-62,-62,-83,-82,-83,-77,-77,-100,-77,-100,-71,-71,-100,-82,-79,-66,-100,-71,-100,-62,-82,-77,-71,-90,-100,-100,-100,-100,-100,-100,-70,-100,-71,-100,-80,-61,-62,-85,-87,-75,-100,-81,-61,-100,-76,-81,-72,-71,-68,-72,-86,-78,-69,-68,-100,-76,-76,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-81,-100,-83,-100,-100,-68,-69,-69,-100,-75,-75,-82,-100,-100,-82,-100,-100,-100,-82,-86,-85,-82,-100,-84,-100,-100,-85,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-81,-81,-69,-100,-80,-68,-67,-67,-100,-100,-73,-73,-74,-71,-71,-100,-100,-70,-70,-62,-62,-82,-82,-82,-76,-77,-100,-77,-100,-68,-68,-100,-81,-80,-67,-100,-71,-100,-62,-82,-77,-68,-89,-100,-100,-100,-100,-100,-100,-70,-72,-70,-72,-100,-62,-62,-85,-87,-72,-100,-100,-62,-100,-77,-81,-72,-72,-68,-72,-88,-80,-68,-68,-100,-77,-77,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-81,-100,-83,-100,-100,-68,-69,-69,-100,-77,-77,-100,-84,-78,-84,-100,-100,-100,-100,-84,-84,-82,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-75,-75,-71,-76,-77,-59,-69,-69,-100,-100,-72,-73,-74,-69,-70,-100,-100,-70,-70,-68,-68,-80,-79,-80,-76,-76,-100,-76,-100,-68,-68,-100,-77,-76,-69,-89,-70,-100,-65,-83,-76,-68,-88,-100,-100,-100,-100,-100,-100,-70,-74,-77,-74,-84,-62,-62,-84,-89,-74,-74,-100,-62,-100,-71,-84,-67,-68,-67,-67,-88,-78,-67,-67,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-72,-72,-72,-100,-78,-78,-100,-84,-82,-100,-78,-78,-78,-100,-82,-83,-84,-85,-85,-92,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-75,-75,-70,-76,-77,-64,-74,-74,-100,-100,-75,-75,-75,-71,-72,-100,-100,-70,-70,-70,-70,-100,-100,-100,-78,-78,-100,-78,-100,-67,-67,-100,-100,-76,-74,-100,-72,-100,-100,-83,-78,-68,-90,-100,-100,-100,-100,-100,-100,-70,-75,-74,-74,-84,-62,-62,-84,-100,-75,-75,-100,-62,-100,-71,-84,-67,-67,-66,-66,-100,-79,-66,-67,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-72,-72,-72,-100,-78,-78,-100,-86,-78,-100,-77,-77,-78,-100,-85,-83,-100,-100,-85,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-100,-100,-70,-75,-75,-62,-73,-74,-100,-100,-73,-73,-73,-69,-69,-100,-100,-71,-72,-68,-68,-82,-100,-82,-77,-77,-100,-77,-100,-69,-69,-100,-100,-75,-73,-100,-69,-100,-68,-83,-78,-69,-90,-100,-100,-100,-100,-100,-100,-72,-72,-73,-73,-84,-62,-62,-81,-100,-75,-73,-100,-62,-100,-70,-100,-69,-69,-67,-69,-100,-79,-68,-68,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-71,-71,-100,-77,-77,-82,-85,-71,-83,-77,-78,-100,-100,-84,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-91,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-81,-81,-68,-75,-75,-65,-70,-70,-100,-100,-71,-72,-72,-70,-70,-100,-100,-72,-72,-69,-69,-82,-83,-83,-77,-77,-100,-78,-100,-68,-68,-100,-81,-75,-70,-100,-70,-100,-68,-83,-78,-68,-90,-100,-100,-100,-100,-100,-100,-72,-72,-73,-73,-100,-63,-63,-81,-100,-71,-72,-100,-63,-100,-73,-100,-66,-66,-67,-67,-100,-79,-67,-67,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-71,-71,-100,-78,-78,-82,-84,-71,-83,-100,-78,-100,-82,-85,-84,-82,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-81,-81,-68,-100,-100,-59,-76,-75,-100,-100,-71,-73,-73,-69,-69,-100,-100,-72,-71,-69,-69,-82,-86,-86,-78,-78,-100,-78,-100,-69,-69,-100,-81,-100,-76,-100,-69,-100,-68,-85,-77,-69,-100,-100,-100,-100,-100,-100,-100,-72,-72,-75,-71,-100,-63,-63,-83,-100,-74,-72,-83,-63,-100,-74,-100,-69,-69,-67,-69,-100,-78,-68,-68,-100,-74,-74,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-79,-79,-82,-86,-79,-83,-100,-100,-100,-82,-86,-86,-82,-84,-100,-100,-100,-84,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-100,-100,-68,-100,-100,-63,-73,-73,-100,-100,-71,-72,-72,-70,-70,-100,-100,-100,-71,-69,-69,-100,-86,-86,-78,-77,-100,-78,-100,-67,-67,-100,-100,-100,-73,-100,-70,-100,-68,-85,-78,-67,-90,-100,-100,-100,-100,-100,-100,-100,-72,-71,-71,-100,-63,-63,-83,-100,-72,-100,-83,-63,-100,-71,-100,-69,-68,-67,-68,-89,-73,-67,-67,-100,-72,-71,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-71,-71,-71,-100,-78,-78,-81,-85,-78,-82,-100,-100,-100,-100,-85,-85,-82,-84,-100,-100,-100,-85,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-75,-75,-74,-79,-78,-68,-68,-68,-100,-100,-78,-100,-100,-77,-78,-100,-100,-70,-70,-74,-74,-82,-82,-81,-79,-79,-100,-80,-100,-71,-71,-100,-75,-78,-69,-100,-78,-100,-74,-82,-80,-71,-100,-100,-100,-100,-100,-100,-100,-70,-68,-74,-68,-100,-63,-63,-100,-100,-100,-68,-100,-63,-100,-72,-100,-70,-70,-64,-70,-91,-79,-64,-64,-100,-73,-72,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-70,-70,-100,-100,-77,-100,-85,-86,-78,-84,-100,-82,-83,-79,-86,-86,-79,-83,-100,-90,-100,-83,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,572.4,22
-74,-74,-74,-100,-100,-67,-69,-69,-100,-100,-80,-77,-79,-77,-77,-100,-100,-70,-70,-72,-72,-82,-83,-83,-80,-80,-100,-79,-100,-71,-71,-100,-75,-100,-70,-100,-77,-100,-72,-83,-80,-71,-100,-100,-100,-100,-100,-100,-100,-70,-68,-70,-68,-100,-66,-66,-83,-100,-79,-69,-100,-67,-100,-72,-100,-72,-71,-66,-72,-100,-76,-66,-66,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-73,-72,-72,-100,-80,-80,-83,-86,-80,-83,-100,-100,-100,-80,-86,-86,-80,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,572.4,22
