38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,b0:be:76:f8:30:5e,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:35:03,80:8d:b7:55:35:01,80:8d:b7:55:35:02,44:48:c1:a5:82:31,44:48:c1:a5:82:32,38:17:c3:1f:01:81,38:17:c3:1f:01:82,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,38:17:c3:19:d7:71,80:8d:b7:55:25:f2,38:17:c3:19:d7:72,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:19:45:b2,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:39:d0,38:17:c3:1f:01:90,44:48:c1:a5:82:30,38:17:c3:1f:01:80,80:8d:b7:55:39:c0,80:8d:b7:55:35:10,80:8d:b7:55:25:f0,80:8d:b7:55:3a:50,38:17:c3:19:d7:70,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,44:48:c1:a5:82:20,80:8d:b7:55:25:e2,80:8d:b7:55:25:e3,80:8d:b7:55:25:e1,38:17:c3:19:d7:62,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,ac:e2:d3:c4:08:e6,b4:5d:50:e1:92:33,80:8d:b7:55:35:00,80:8d:b7:55:25:e0,38:17:c3:19:d7:60,80:8d:b7:55:3a:40,38:17:c3:1e:ff:00,00:4e:35:df:06:52,38:17:c3:19:d7:61,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:df:06:42,38:17:c3:19:55:50,b4:5d:50:e1:92:31,66:2a:2f:53:7c:99,00:4e:35:df:06:40,00:4e:35:df:06:41,38:17:c3:19:45:b1,00:4e:35:df:06:51,00:4e:35:df:06:50,b4:5d:50:e1:92:20,38:17:c3:19:45:a0,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,b4:5d:50:e1:96:53,b4:5d:50:e1:92:23,20:a6:cd:50:24:a1,38:17:c3:1e:ff:11,20:a6:cd:50:24:a2,60:32:b1:3e:1a:b8,20:a6:cd:50:24:a0,b4:5d:50:e1:96:50,38:17:c3:19:45:a1,b4:5d:50:e1:92:30,b4:5d:50:e1:92:22,b4:5d:50:e1:92:32,20:a6:cd:42:0b:f3,b4:5d:50:e1:92:21,20:a6:cd:42:0b:f0,00:4e:35:de:e1:12,38:17:c3:19:45:a2,60:32:b1:3e:1a:b7,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,b4:5d:50:e1:96:43,00:4e:35:de:e1:02,00:4e:35:de:e1:01,00:4e:35:de:e1:10,a8:bd:27:4c:bd:30,00:4e:35:de:e1:00,00:4e:35:de:e1:11,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:20,38:17:c3:1f:22:21,38:17:c3:1f:22:22,00:4e:35:de:d7:53,00:4e:35:de:d7:52,38:17:c3:1f:22:20,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:21,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:de:d7:42,38:17:c3:19:71:82,00:4e:35:de:d7:41,00:4e:35:de:d7:40,00:4e:35:de:d7:43,38:17:c3:19:71:90,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:08:50,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1f:22:31,38:17:c3:1f:22:30,38:17:c3:1f:22:32,38:17:c3:1e:fc:a2,00:4e:35:df:0e:12,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:00,38:17:c3:1e:fc:b0,00:4e:35:df:0e:11,00:4e:35:df:0e:10,00:4e:35:df:0e:01,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:a0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:10,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,00:4e:35:df:27:01,38:17:c3:1b:08:b0,00:4e:35:df:27:00,38:17:c3:1b:08:a1,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,x,y,label
-100,-100,-77,-100,-100,-41,-82,-82,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-88,-100,-100,-85,-86,-100,-86,-100,-81,-81,-100,-100,-100,-82,-100,-100,-100,-80,-100,-86,-81,-100,-100,-100,-100,-100,-100,-100,-100,-75,-77,-75,-100,-76,-75,-100,-100,-100,-76,-100,-76,-100,-76,-100,-71,-71,-65,-71,-100,-100,-65,-65,-100,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-70,-70,-70,-100,-82,-100,-87,-68,-79,-86,-100,-100,-100,-64,-68,-68,-64,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-100,-100,-81,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-84,-84,-100,-88,-100,-100,-100,-86,-100,-84,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-83,-77,-85,-100,-76,-76,-100,-100,-100,-100,-100,-76,-100,-77,-100,-75,-75,-66,-100,-100,-89,-66,-66,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-72,-71,-100,-82,-81,-87,-64,-81,-100,-100,-100,-100,-64,-64,-64,-64,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-100,-100,-79,-100,-100,-35,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-87,-100,-83,-82,-100,-88,-100,-88,-100,-87,-100,-84,-100,-87,-83,-100,-100,-100,-100,-100,-100,-100,-100,-83,-77,-85,-100,-80,-76,-100,-100,-100,-100,-100,-81,-100,-77,-100,-71,-71,-67,-72,-100,-89,-67,-68,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-71,-72,-71,-100,-80,-81,-87,-63,-80,-100,-100,-100,-100,-68,-63,-63,-68,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-100,-100,-81,-100,-100,-35,-85,-84,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-91,-100,-100,-86,-86,-100,-87,-100,-83,-83,-100,-100,-100,-85,-100,-84,-100,-84,-100,-86,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-78,-78,-100,-100,-100,-100,-100,-78,-100,-82,-100,-76,-77,-67,-76,-100,-100,-67,-67,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-72,-72,-72,-100,-81,-81,-85,-64,-83,-85,-100,-100,-100,-63,-64,-64,-63,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-100,-100,-82,-100,-100,-38,-85,-85,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-91,-100,-100,-87,-87,-100,-87,-100,-81,-82,-100,-86,-100,-85,-100,-87,-100,-100,-100,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-81,-100,-78,-78,-100,-100,-100,-100,-100,-78,-100,-77,-100,-76,-77,-65,-76,-100,-100,-66,-66,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-71,-71,-71,-100,-78,-78,-84,-67,-83,-85,-100,-100,-100,-67,-64,-64,-67,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-87,-87,-82,-100,-100,-38,-88,-88,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-87,-100,-80,-80,-100,-86,-100,-88,-100,-85,-100,-100,-100,-86,-80,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-81,-100,-79,-100,-100,-100,-100,-100,-100,-79,-100,-76,-100,-73,-73,-65,-100,-100,-100,-65,-65,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-72,-71,-71,-100,-78,-78,-89,-65,-100,-89,-100,-100,-100,-63,-65,-65,-64,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-87,-87,-81,-100,-100,-37,-86,-86,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-84,-100,-83,-83,-100,-86,-82,-85,-100,-85,-100,-100,-100,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-85,-83,-100,-100,-75,-75,-100,-100,-100,-100,-100,-75,-100,-77,-100,-71,-71,-67,-71,-100,-100,-67,-67,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-70,-70,-70,-100,-100,-100,-87,-63,-79,-87,-100,-100,-100,-63,-64,-64,-64,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-100,-100,-81,-100,-100,-34,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-79,-79,-100,-100,-82,-87,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-73,-73,-100,-100,-100,-79,-100,-72,-100,-81,-100,-76,-75,-69,-75,-100,-100,-69,-69,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-81,-100,-100,-100,-100,-65,-83,-100,-100,-100,-100,-63,-65,-65,-64,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-80,-100,-100,-31,-88,-88,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-89,-100,-77,-77,-100,-100,-82,-87,-100,-100,-100,-100,-100,-90,-77,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-73,-73,-100,-100,-100,-79,-100,-73,-100,-78,-100,-77,-77,-70,-75,-100,-100,-69,-69,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-80,-81,-81,-100,-100,-83,-88,-64,-83,-87,-100,-100,-100,-64,-65,-65,-63,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-80,-100,-100,-34,-88,-88,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-89,-100,-78,-78,-100,-100,-82,-87,-100,-100,-100,-100,-100,-90,-78,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-79,-100,-73,-72,-100,-100,-100,-79,-100,-74,-100,-79,-100,-75,-75,-69,-75,-100,-84,-69,-70,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-80,-81,-81,-100,-100,-83,-88,-64,-83,-88,-100,-100,-100,-63,-63,-63,-63,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-82,-100,-100,-32,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-77,-80,-77,-100,-74,-73,-100,-100,-100,-78,-100,-73,-100,-82,-100,-76,-76,-71,-76,-100,-84,-71,-71,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-81,-82,-100,-64,-82,-88,-100,-100,-100,-62,-64,-64,-63,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-86,-87,-80,-100,-100,-33,-88,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-86,-100,-88,-100,-88,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-77,-81,-77,-100,-72,-72,-100,-100,-100,-77,-100,-72,-100,-80,-100,-76,-75,-70,-76,-100,-100,-69,-70,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-81,-83,-100,-63,-82,-100,-100,-100,-100,-63,-63,-63,-66,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-86,-87,-81,-100,-100,-36,-88,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-90,-100,-100,-100,-76,-77,-100,-87,-100,-88,-100,-88,-100,-100,-100,-90,-77,-100,-100,-100,-100,-100,-100,-100,-100,-77,-81,-77,-100,-72,-72,-100,-100,-100,-77,-100,-72,-100,-85,-100,-75,-76,-69,-75,-100,-89,-69,-70,-100,-80,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-83,-83,-100,-65,-82,-100,-100,-100,-100,-62,-65,-65,-62,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-83,-100,-100,-35,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-77,-100,-78,-78,-74,-78,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-72,-71,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-66,-65,-65,-66,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-100,-80,-100,-100,-38,-87,-88,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-86,-86,-100,-100,-100,-88,-100,-85,-100,-100,-100,-90,-86,-100,-100,-100,-100,-100,-100,-100,-100,-82,-76,-82,-100,-74,-74,-100,-100,-100,-100,-100,-74,-100,-78,-100,-76,-75,-74,-76,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-72,-73,-73,-100,-100,-100,-90,-67,-100,-100,-100,-100,-100,-66,-67,-67,-65,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-100,-79,-100,-100,-36,-87,-88,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-85,-84,-100,-100,-100,-88,-100,-86,-100,-100,-100,-90,-85,-100,-100,-100,-100,-100,-100,-100,-100,-82,-80,-81,-100,-74,-74,-100,-100,-100,-82,-100,-74,-100,-78,-100,-76,-76,-71,-76,-100,-85,-72,-71,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-73,-73,-73,-100,-100,-100,-90,-68,-100,-100,-100,-100,-100,-65,-68,-68,-65,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-88,-83,-100,-100,-35,-87,-86,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-88,-100,-84,-83,-100,-100,-100,-87,-100,-87,-100,-100,-100,-87,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-73,-72,-100,-100,-100,-82,-100,-73,-100,-76,-100,-77,-77,-71,-77,-100,-86,-72,-71,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-71,-72,-72,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-68,-69,-68,-68,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-88,-83,-100,-100,-38,-88,-87,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-88,-100,-87,-87,-100,-87,-100,-87,-100,-87,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-74,-73,-100,-100,-100,-85,-100,-73,-100,-79,-100,-77,-77,-71,-77,-100,-86,-71,-71,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-73,-73,-73,-100,-100,-100,-100,-69,-100,-88,-100,-100,-100,-66,-68,-69,-66,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-88,-82,-100,-100,-34,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,-83,-83,-100,-87,-100,-88,-100,-87,-100,-100,-100,-91,-84,-100,-100,-100,-100,-100,-100,-100,-83,-100,-84,-100,-100,-74,-74,-100,-100,-100,-85,-100,-74,-100,-76,-100,-76,-76,-71,-76,-100,-100,-72,-72,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-70,-70,-70,-100,-100,-100,-88,-68,-100,-88,-100,-100,-100,-63,-68,-68,-66,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-100,-83,-100,-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-87,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-77,-77,-100,-100,-100,-100,-100,-77,-100,-77,-100,-76,-75,-66,-75,-100,-84,-66,-66,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-77,-100,-81,-82,-100,-66,-100,-100,-100,-100,-100,-65,-66,-66,-65,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-100,-85,-100,-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-89,-100,-89,-100,-87,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-83,-100,-77,-77,-100,-100,-100,-100,-100,-77,-100,-76,-100,-76,-76,-68,-76,-100,-84,-68,-68,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-77,-100,-82,-82,-100,-64,-82,-100,-100,-100,-100,-68,-64,-64,-69,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-80,-100,-100,-100,-100,-100,-88,-88,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-100,-83,-100,-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-89,-100,-89,-100,-89,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-83,-100,-77,-77,-100,-100,-100,-100,-100,-77,-100,-79,-100,-78,-78,-70,-76,-100,-88,-69,-70,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-75,-75,-75,-100,-81,-81,-100,-66,-81,-100,-100,-100,-100,-66,-65,-65,-67,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-80,-100,-90,-100,-100,-100,-88,-88,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
