60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,b4:5d:50:e1:96:43,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,44:48:c1:91:d0:02,44:48:c1:91:d0:04,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:19:d1,a8:bd:27:4c:aa:82,44:48:c1:91:d0:00,38:17:c3:19:45:a1,38:17:c3:19:45:a2,20:a6:cd:42:0a:c3,44:48:c1:91:95:a0,a8:bd:27:4c:aa:83,38:17:c3:1f:09:83,20:a6:cd:42:0a:c1,44:48:c1:91:d0:10,44:48:c1:91:d0:14,44:48:c1:91:d0:12,a8:bd:27:4c:aa:93,38:17:c3:1f:00:b0,b4:5d:50:e1:96:40,38:17:c3:1f:14:00,44:48:c1:91:d0:01,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,9c:d6:43:60:92:e0,20:a6:cd:42:0a:c2,38:17:c3:19:45:a0,44:48:c1:91:d0:11,66:2a:2f:53:7c:99,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:1f:09:82,38:17:c3:1f:09:81,44:48:c1:91:95:a1,38:17:c3:24:47:51,38:17:c3:24:47:52,20:a6:cd:42:13:e2,38:17:c3:1f:00:a0,b4:5d:50:e1:96:50,38:17:c3:1f:09:80,a8:bd:27:4c:aa:80,44:48:c1:91:95:b2,38:17:c3:24:47:50,38:17:c3:1f:14:02,38:17:c3:1f:14:01,a8:bd:27:4c:aa:81,44:48:c1:91:95:a3,44:48:c1:91:95:b0,38:17:c3:1f:19:d2,44:48:c1:91:95:b1,44:48:c1:91:95:b3,20:a6:cd:42:13:e1,44:48:c1:91:95:a2,20:a6:cd:42:13:e0,20:a6:cd:42:0a:c0,38:17:c3:1f:19:c1,38:17:c3:1f:19:c0,38:17:c3:1f:09:90,38:17:c3:1f:19:c2,80:8d:b7:55:25:e3,44:48:c1:91:aa:22,a8:bd:27:4c:aa:90,38:17:c3:1f:09:93,44:48:c1:91:aa:20,38:17:c3:1f:09:92,38:17:c3:1f:09:91,44:48:c1:91:aa:21,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,38:17:c3:1f:19:f0,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:d7:62,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:70,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:36:30,80:8d:b7:55:35:03,80:8d:b7:55:3a:40,80:8d:b7:55:25:f0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,ea:9e:b4:53:24:54,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,b0:be:76:f8:30:5e,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:3a:50,80:8d:b7:55:35:02,80:8d:b7:55:3a:42,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:3a:41,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,80:8d:b7:55:35:12,80:8d:b7:55:39:c2,80:8d:b7:55:3a:51,20:a6:cd:50:24:a0,38:17:c3:19:71:90,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,80:8d:b7:55:39:c0,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:1e:ff:01,38:17:c3:1e:ff:10,80:8d:b7:55:39:c1,80:8d:b7:55:35:11,38:17:c3:19:71:91,38:17:c3:19:71:92,80:8d:b7:55:3a:52,80:8d:b7:55:39:d0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1e:ff:12,80:8d:b7:55:39:d1,38:17:c3:1e:ff:11,38:17:c3:19:71:80,80:8d:b7:55:29:d0,80:8d:b7:55:39:d2,38:17:c3:19:36:31,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,20:a6:cd:50:24:b0,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,00:4e:35:df:06:42,00:4e:35:df:06:40,20:a6:cd:50:24:b1,00:4e:35:df:06:41,b4:5d:50:e1:92:23,38:17:c3:1f:22:32,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:22:31,38:17:c3:1f:22:30,38:17:c3:1f:0e:11,38:17:c3:1f:0e:00,x,y,label
-100,-100,-68,-68,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-71,-71,-100,-100,-87,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-67,-100,-100,-100,-71,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-67,-73,-62,-62,-63,-73,-73,-73,-71,-75,-75,-75,-71,-71,-100,-100,-100,-89,-82,-81,-82,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-68,-67,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-71,-71,-100,-100,-86,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-67,-73,-62,-63,-63,-73,-73,-73,-71,-76,-76,-76,-71,-72,-100,-100,-100,-88,-82,-82,-82,-100,-87,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-90,-100,-67,-67,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-71,-71,-100,-100,-87,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-66,-100,-100,-100,-71,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-67,-73,-63,-63,-63,-73,-73,-73,-71,-76,-76,-76,-71,-72,-100,-100,-100,-88,-82,-82,-82,-100,-89,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-86,-100,-66,-67,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-70,-70,-100,-100,-100,-71,-71,-100,-100,-100,-89,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-82,-70,-100,-100,-100,-71,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-59,-76,-62,-63,-63,-77,-76,-76,-68,-77,-77,-76,-68,-68,-100,-83,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-86,-100,-70,-70,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-72,-72,-100,-100,-100,-71,-71,-91,-100,-100,-89,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-84,-72,-100,-100,-100,-71,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-58,-78,-63,-63,-62,-78,-78,-78,-68,-75,-75,-75,-68,-68,-100,-83,-100,-91,-100,-100,-100,-87,-100,-100,-100,-86,-83,-83,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-86,-100,-68,-68,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-72,-72,-100,-100,-100,-72,-72,-91,-100,-100,-89,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-83,-72,-100,-100,-100,-71,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-55,-79,-61,-61,-61,-79,-79,-79,-68,-77,-77,-77,-68,-68,-100,-83,-100,-91,-100,-100,-100,-87,-91,-100,-100,-86,-82,-83,-89,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-71,-71,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-73,-73,-100,-78,-100,-73,-72,-91,-100,-84,-88,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-82,-73,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-59,-76,-62,-62,-62,-76,-76,-76,-70,-76,-76,-76,-69,-69,-100,-84,-100,-91,-100,-100,-100,-86,-92,-100,-100,-86,-82,-83,-89,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-69,-69,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-73,-73,-100,-78,-100,-72,-72,-100,-100,-90,-88,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-83,-73,-100,-100,-100,-72,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-59,-77,-61,-61,-62,-77,-77,-77,-69,-75,-75,-75,-69,-69,-100,-82,-100,-91,-100,-100,-100,-86,-92,-100,-100,-100,-82,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-68,-68,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-72,-72,-100,-78,-100,-73,-73,-100,-100,-90,-87,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-85,-72,-100,-100,-100,-73,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-83,-84,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-59,-77,-63,-63,-63,-77,-77,-77,-69,-75,-75,-75,-69,-69,-100,-82,-100,-100,-100,-100,-100,-86,-92,-100,-100,-100,-82,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-67,-67,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-71,-71,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-81,-71,-100,-100,-100,-72,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-65,-75,-67,-67,-68,-75,-75,-75,-67,-70,-70,-70,-67,-67,-100,-81,-100,-86,-78,-78,-78,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-68,-68,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-74,-74,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-82,-74,-100,-100,-100,-72,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-65,-77,-67,-67,-68,-77,-77,-76,-67,-70,-70,-71,-67,-68,-100,-81,-100,-87,-78,-78,-78,-86,-86,-100,-100,-86,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-68,-68,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-72,-72,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-82,-72,-100,-100,-100,-71,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-65,-75,-69,-69,-69,-75,-75,-75,-68,-70,-70,-71,-68,-68,-100,-81,-100,-88,-78,-78,-78,-85,-87,-100,-100,-86,-100,-100,-100,-100,-83,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-68,-69,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-72,-72,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-85,-73,-100,-100,-100,-69,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-62,-75,-69,-69,-69,-75,-75,-75,-68,-70,-70,-70,-68,-68,-100,-81,-83,-88,-78,-78,-78,-85,-87,-100,-100,-86,-100,-100,-100,-100,-82,-90,-90,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-69,-69,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-73,-73,-100,-100,-100,-70,-70,-100,-100,-100,-87,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-82,-73,-100,-100,-100,-70,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-66,-75,-69,-68,-69,-75,-75,-75,-67,-70,-70,-70,-67,-67,-100,-81,-81,-88,-78,-78,-79,-86,-87,-100,-100,-100,-100,-83,-100,-100,-81,-90,-89,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-91,-69,-69,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-72,-72,-100,-100,-100,-69,-69,-100,-100,-100,-87,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-82,-72,-100,-100,-100,-70,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-66,-75,-69,-69,-69,-75,-75,-75,-68,-71,-71,-70,-68,-68,-100,-80,-81,-88,-78,-78,-79,-86,-87,-87,-100,-100,-100,-83,-100,-100,-81,-90,-89,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-69,-69,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-79,-71,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-60,-82,-70,-70,-71,-82,-83,-83,-65,-79,-79,-79,-65,-65,-100,-100,-80,-90,-82,-82,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-70,-70,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-72,-72,-100,-100,-100,-72,-72,-89,-100,-89,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-79,-72,-100,-100,-100,-72,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-60,-83,-71,-72,-74,-83,-83,-83,-65,-76,-77,-76,-65,-65,-100,-100,-81,-88,-82,-82,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-84,-100,-70,-71,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-74,-73,-100,-100,-100,-72,-72,-89,-100,-89,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-80,-74,-100,-100,-100,-72,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-60,-83,-72,-72,-72,-83,-83,-83,-65,-77,-76,-77,-65,-65,-100,-82,-81,-88,-82,-83,-100,-100,-89,-100,-100,-84,-100,-100,-89,-100,-82,-92,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-84,-100,-66,-69,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-71,-71,-100,-100,-100,-72,-72,-88,-100,-89,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-82,-71,-100,-100,-100,-72,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-59,-85,-72,-72,-72,-84,-84,-84,-65,-77,-78,-78,-64,-64,-100,-82,-81,-88,-82,-83,-100,-100,-89,-100,-100,-84,-100,-100,-90,-100,-82,-92,-100,-83,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-68,-68,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-71,-71,-100,-100,-100,-71,-72,-88,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-82,-100,-100,-80,-71,-100,-100,-100,-72,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-60,-86,-72,-72,-73,-85,-86,-85,-65,-78,-78,-78,-65,-65,-100,-82,-100,-90,-83,-82,-83,-100,-90,-100,-100,-85,-100,-100,-90,-100,-100,-100,-100,-83,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-69,-69,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-71,-70,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-82,-100,-100,-80,-71,-100,-100,-100,-72,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-60,-85,-72,-72,-72,-84,-85,-85,-64,-78,-79,-78,-64,-65,-100,-82,-82,-90,-81,-82,-83,-100,-90,-100,-100,-84,-100,-100,-91,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
