38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,b0:be:76:f8:30:5e,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:13,38:17:c3:1f:01:82,38:17:c3:1f:01:81,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,44:48:c1:a5:82:31,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,44:48:c1:a5:82:32,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e3,80:8d:b7:55:25:f3,38:17:c3:19:d7:72,38:17:c3:19:45:b2,38:17:c3:19:45:b1,00:4e:35:df:06:41,80:8d:b7:55:3a:52,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:51,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,80:8d:b7:55:35:10,38:17:c3:1f:01:80,80:8d:b7:55:39:d0,44:48:c1:a5:82:30,80:8d:b7:55:3a:40,80:8d:b7:55:25:f0,80:8d:b7:55:25:e0,38:17:c3:19:45:b0,00:4e:35:df:06:42,00:4e:35:df:06:52,20:a6:cd:50:24:b0,66:2a:2f:53:7c:99,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:03,38:17:c3:19:d7:71,00:4e:35:df:06:40,38:17:c3:19:d7:62,20:a6:cd:50:24:a1,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,b4:5d:50:e1:92:30,00:4e:35:df:06:51,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:96:53,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,44:48:c1:a5:82:20,38:17:c3:19:d7:70,20:a6:cd:50:24:a0,80:8d:b7:55:3a:50,b4:5d:50:e1:96:50,b4:5d:50:e1:92:31,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,38:17:c3:19:d7:61,20:a6:cd:50:24:a2,00:4e:35:df:06:50,38:17:c3:19:d7:60,60:32:b1:3e:1a:b8,b4:5d:50:e1:92:21,b4:5d:50:e1:92:23,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,b4:5d:50:e1:92:22,38:17:c3:1e:ff:11,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:19:55:50,b4:5d:50:e1:92:20,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,00:4e:35:de:e1:01,00:4e:35:de:e1:02,00:4e:35:de:e1:12,20:a6:cd:42:0b:e3,a8:bd:27:4c:bd:30,b4:5d:50:e1:96:52,00:4e:35:de:e1:11,00:4e:35:de:e1:10,00:4e:35:de:e1:00,60:32:b1:3e:1a:b7,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,00:4e:35:de:d7:53,00:4e:35:de:d7:52,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:21,00:4e:35:de:d7:50,a8:bd:27:4c:bd:22,00:4e:35:de:d7:51,38:17:c3:1f:08:50,00:4e:35:de:d7:43,38:17:c3:1f:22:22,38:17:c3:19:71:90,38:17:c3:1f:22:30,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1f:22:20,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:22:21,38:17:c3:19:45:a0,00:4e:35:de:d7:40,38:17:c3:19:45:a2,38:17:c3:19:45:a1,00:4e:35:df:0e:02,38:17:c3:1e:fc:a0,00:4e:35:df:0e:00,00:4e:35:df:0e:01,00:4e:35:df:0e:12,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b0,64:e5:99:c3:13:3c,00:4e:35:df:27:00,38:17:c3:24:58:b0,38:17:c3:24:4f:10,38:17:c3:24:58:b1,38:17:c3:24:58:b2,00:4e:35:df:27:02,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:4f:00,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:01,38:17:c3:1f:0f:90,38:17:c3:24:4f:02,38:17:c3:1e:fc:b2,38:17:c3:1b:08:b0,00:4e:35:de:d7:41,00:4e:35:de:d7:42,38:17:c3:1b:08:a0,38:17:c3:1b:08:a2,x,y,label
-100,-100,-31,-72,-78,-78,-51,-100,-100,-86,-86,-86,-100,-100,-80,-80,-83,-82,-82,-83,-70,-70,-82,-100,-88,-88,-77,-77,-81,-100,-100,-100,-100,-62,-84,-100,-83,-86,-78,-100,-88,-100,-82,-83,-70,-88,-77,-100,-62,-74,-100,-88,-100,-100,-83,-100,-62,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-81,-82,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-74,-100,-78,-78,-88,-100,-61,-100,-88,-88,-100,-100,-61,-61,-100,-100,-100,-100,-100,-69,-69,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-77,-77,-31,-72,-77,-77,-44,-100,-100,-86,-86,-86,-100,-100,-81,-80,-83,-81,-82,-83,-73,-73,-82,-100,-88,-88,-76,-76,-80,-100,-100,-100,-100,-62,-80,-100,-80,-77,-77,-100,-86,-100,-81,-83,-73,-88,-76,-100,-62,-77,-100,-87,-100,-100,-83,-100,-62,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-81,-82,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-73,-74,-73,-78,-77,-87,-100,-61,-100,-87,-88,-78,-100,-61,-61,-100,-100,-100,-100,-100,-68,-68,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-77,-77,-35,-75,-80,-77,-43,-100,-100,-87,-88,-87,-100,-100,-80,-80,-100,-82,-82,-100,-73,-73,-100,-100,-100,-100,-77,-77,-79,-100,-100,-100,-100,-63,-81,-100,-81,-77,-81,-100,-88,-100,-82,-100,-73,-90,-77,-100,-63,-77,-100,-85,-81,-100,-83,-100,-63,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-80,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-77,-100,-73,-74,-73,-80,-77,-87,-100,-61,-100,-87,-88,-80,-100,-60,-60,-100,-100,-100,-100,-100,-66,-66,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-76,-76,-30,-72,-77,-77,-45,-100,-100,-86,-86,-87,-100,-100,-81,-80,-83,-81,-81,-85,-71,-71,-100,-100,-100,-100,-77,-77,-78,-89,-100,-100,-100,-61,-79,-100,-79,-76,-77,-100,-87,-100,-81,-83,-72,-88,-77,-100,-61,-75,-100,-85,-81,-100,-83,-100,-61,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-80,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-75,-100,-74,-73,-73,-78,-78,-87,-100,-61,-100,-100,-86,-79,-100,-61,-61,-100,-100,-100,-100,-100,-69,-69,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-76,-76,-33,-71,-77,-77,-47,-100,-100,-86,-87,-87,-100,-100,-81,-80,-83,-82,-82,-85,-71,-71,-81,-80,-100,-100,-80,-79,-79,-89,-100,-100,-100,-63,-80,-100,-80,-76,-77,-100,-87,-100,-82,-83,-72,-91,-81,-100,-61,-74,-100,-100,-100,-100,-83,-100,-63,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-80,-80,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-75,-100,-74,-73,-75,-79,-79,-87,-100,-61,-100,-100,-86,-80,-100,-61,-61,-100,-100,-100,-100,-100,-69,-69,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-77,-77,-31,-73,-81,-80,-45,-100,-100,-100,-87,-87,-100,-100,-78,-78,-100,-82,-83,-100,-74,-74,-81,-80,-100,-100,-80,-79,-79,-89,-100,-100,-100,-63,-82,-100,-82,-78,-81,-100,-87,-100,-83,-83,-74,-91,-81,-100,-63,-78,-100,-100,-82,-81,-82,-100,-63,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-79,-80,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-72,-71,-72,-79,-82,-86,-100,-59,-100,-86,-86,-80,-100,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-80,-80,-29,-77,-100,-100,-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-80,-80,-83,-77,-77,-100,-100,-100,-100,-74,-74,-75,-100,-100,-100,-100,-70,-100,-100,-100,-80,-100,-100,-100,-100,-80,-84,-77,-100,-74,-100,-70,-76,-100,-85,-100,-100,-85,-100,-69,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-100,-100,-100,-100,-79,-79,-89,-100,-68,-100,-100,-100,-79,-100,-68,-68,-100,-100,-100,-100,-100,-66,-66,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-78,-78,-27,-71,-78,-100,-33,-100,-100,-100,-100,-100,-100,-100,-82,-100,-81,-78,-78,-81,-75,-75,-100,-100,-88,-88,-83,-83,-81,-88,-100,-100,-100,-73,-79,-100,-78,-78,-100,-100,-100,-100,-78,-82,-75,-88,-74,-100,-73,-76,-100,-87,-100,-100,-84,-100,-73,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-100,-74,-100,-100,-82,-83,-86,-100,-70,-100,-86,-87,-79,-100,-72,-72,-100,-100,-100,-100,-100,-66,-65,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-78,-79,-31,-72,-77,-78,-32,-100,-100,-87,-86,-86,-100,-100,-82,-100,-81,-79,-79,-82,-75,-75,-100,-100,-88,-88,-77,-77,-82,-88,-100,-100,-100,-65,-79,-100,-79,-78,-78,-100,-86,-100,-78,-81,-75,-87,-77,-100,-66,-76,-100,-85,-100,-100,-84,-100,-66,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-100,-74,-100,-72,-81,-80,-85,-100,-66,-100,-86,-86,-79,-100,-65,-65,-100,-100,-100,-100,-100,-68,-68,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-78,-79,-31,-72,-77,-77,-31,-100,-100,-87,-86,-86,-100,-100,-81,-79,-82,-78,-78,-82,-74,-74,-100,-100,-88,-88,-77,-77,-82,-88,-100,-100,-100,-68,-79,-100,-79,-78,-77,-100,-89,-100,-78,-82,-75,-88,-77,-100,-67,-75,-100,-88,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-81,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-71,-100,-100,-100,-72,-82,-81,-87,-100,-68,-100,-100,-88,-81,-100,-68,-68,-100,-100,-100,-100,-100,-66,-67,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-31,-81,-84,-77,-32,-100,-100,-100,-88,-88,-100,-100,-81,-79,-85,-82,-82,-85,-73,-74,-100,-100,-88,-88,-100,-100,-100,-88,-100,-100,-100,-70,-82,-100,-81,-100,-83,-100,-88,-100,-82,-85,-100,-88,-100,-100,-70,-76,-100,-86,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-81,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-71,-100,-100,-100,-100,-77,-81,-86,-100,-68,-100,-100,-86,-78,-100,-68,-68,-100,-100,-100,-100,-100,-66,-67,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-78,-78,-30,-72,-77,-77,-32,-100,-100,-88,-88,-87,-100,-100,-80,-80,-83,-78,-78,-82,-74,-74,-100,-100,-88,-88,-100,-100,-81,-88,-100,-100,-100,-66,-85,-100,-85,-79,-77,-100,-87,-100,-78,-82,-74,-89,-100,-100,-66,-75,-100,-85,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-81,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-100,-100,-100,-100,-79,-78,-87,-100,-67,-100,-100,-86,-78,-100,-67,-68,-100,-100,-100,-100,-100,-64,-64,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-33,-75,-100,-100,-37,-100,-100,-100,-100,-91,-100,-100,-100,-83,-82,-81,-81,-83,-74,-74,-100,-100,-86,-86,-100,-100,-81,-86,-100,-100,-100,-70,-84,-100,-84,-100,-100,-100,-90,-100,-81,-83,-74,-87,-100,-100,-69,-76,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-87,-100,-69,-100,-100,-100,-82,-100,-68,-68,-100,-100,-100,-100,-100,-65,-65,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-79,-78,-42,-72,-79,-79,-43,-100,-100,-100,-100,-91,-100,-100,-100,-83,-82,-81,-82,-82,-72,-72,-100,-100,-86,-86,-100,-100,-81,-86,-100,-100,-100,-67,-83,-100,-83,-79,-79,-100,-90,-100,-82,-82,-74,-86,-100,-100,-67,-75,-100,-100,-82,-100,-100,-100,-67,-100,-100,-100,-100,-100,-75,-100,-100,-100,-82,-81,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-75,-100,-72,-100,-72,-100,-100,-86,-100,-69,-100,-85,-86,-82,-100,-72,-72,-100,-100,-100,-100,-100,-64,-65,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-79,-78,-36,-70,-80,-80,-37,-100,-100,-100,-100,-100,-100,-100,-82,-83,-82,-80,-80,-82,-72,-73,-100,-100,-83,-83,-83,-100,-100,-83,-100,-100,-100,-66,-82,-100,-83,-79,-80,-100,-100,-100,-80,-82,-72,-83,-100,-100,-66,-74,-100,-87,-82,-100,-85,-100,-66,-100,-100,-100,-100,-100,-74,-100,-100,-100,-82,-82,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-75,-100,-76,-74,-76,-100,-84,-86,-100,-68,-100,-85,-86,-83,-100,-68,-68,-100,-100,-100,-100,-100,-63,-63,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-100,-32,-77,-80,-80,-38,-100,-100,-100,-100,-100,-100,-100,-82,-83,-83,-82,-82,-83,-77,-76,-100,-100,-87,-86,-81,-81,-82,-85,-100,-100,-100,-66,-83,-100,-83,-100,-80,-100,-100,-100,-81,-82,-77,-87,-81,-100,-70,-75,-100,-89,-100,-100,-85,-100,-65,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-82,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-76,-74,-76,-100,-84,-86,-100,-68,-100,-86,-86,-83,-100,-68,-68,-100,-100,-100,-100,-100,-63,-63,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-100,-34,-71,-80,-100,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-81,-81,-83,-73,-76,-100,-100,-87,-86,-83,-83,-82,-85,-100,-100,-100,-69,-85,-100,-84,-100,-100,-100,-100,-100,-81,-83,-73,-85,-82,-100,-69,-76,-100,-89,-82,-83,-100,-100,-69,-100,-100,-100,-100,-100,-76,-100,-100,-100,-82,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-80,-87,-100,-72,-100,-87,-86,-100,-100,-71,-72,-100,-100,-100,-100,-100,-64,-64,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-78,-78,-33,-72,-80,-100,-39,-100,-100,-100,-100,-100,-100,-100,-83,-82,-83,-81,-81,-83,-74,-74,-100,-100,-87,-86,-83,-83,-100,-87,-100,-100,-100,-69,-85,-100,-86,-78,-100,-100,-100,-100,-81,-82,-73,-87,-82,-100,-69,-76,-100,-88,-82,-84,-100,-100,-69,-100,-100,-100,-100,-100,-76,-100,-100,-100,-82,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-75,-100,-100,-100,-71,-100,-80,-85,-100,-71,-100,-85,-85,-100,-100,-71,-71,-100,-100,-100,-100,-100,-65,-66,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-81,-100,-34,-72,-78,-77,-44,-100,-100,-100,-100,-100,-100,-100,-81,-80,-82,-80,-80,-82,-100,-100,-83,-83,-100,-100,-77,-100,-77,-87,-100,-100,-100,-67,-81,-100,-81,-81,-77,-100,-100,-100,-80,-82,-100,-86,-77,-100,-67,-79,-100,-85,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-100,-63,-64,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-81,-81,-31,-75,-78,-77,-44,-100,-100,-100,-100,-100,-100,-100,-81,-80,-81,-80,-80,-82,-71,-72,-83,-83,-100,-100,-77,-100,-75,-87,-100,-100,-100,-68,-81,-100,-82,-81,-77,-100,-100,-100,-81,-82,-72,-86,-77,-100,-68,-77,-100,-89,-100,-84,-84,-100,-68,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-76,-76,-76,-100,-100,-86,-100,-61,-100,-100,-87,-100,-100,-61,-61,-100,-100,-100,-100,-100,-64,-64,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-81,-81,-33,-73,-78,-77,-45,-100,-100,-100,-100,-100,-100,-100,-80,-80,-81,-80,-80,-81,-72,-72,-100,-100,-100,-100,-78,-78,-76,-84,-100,-100,-100,-68,-82,-100,-82,-81,-100,-100,-100,-100,-79,-82,-72,-85,-78,-100,-69,-78,-100,-88,-100,-86,-84,-100,-69,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-81,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-75,-100,-76,-76,-76,-100,-100,-86,-100,-63,-100,-100,-87,-100,-100,-63,-63,-100,-100,-100,-100,-100,-65,-64,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-80,-80,-33,-72,-78,-78,-43,-100,-100,-100,-100,-100,-100,-100,-80,-100,-81,-81,-81,-82,-71,-71,-100,-100,-100,-100,-78,-78,-76,-84,-100,-100,-100,-68,-85,-100,-86,-80,-78,-100,-100,-100,-82,-82,-72,-85,-78,-100,-69,-78,-100,-88,-100,-86,-84,-100,-69,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-81,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-100,-65,-65,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
