60:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,60:32:b1:3e:1a:b7,b4:5d:50:e1:96:43,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,44:48:c1:91:d0:04,b4:5d:50:e1:96:42,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,44:48:c1:91:d0:02,44:48:c1:91:d0:00,20:a6:cd:42:0a:c3,38:17:c3:1f:14:01,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,38:17:c3:19:45:a1,44:48:c1:91:95:a1,a8:bd:27:4c:aa:83,38:17:c3:1f:09:82,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:09:93,38:17:c3:1f:09:91,38:17:c3:1f:09:92,44:48:c1:91:95:b3,38:17:c3:1f:00:a0,20:a6:cd:42:0a:d2,9c:d6:43:60:92:e0,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,38:17:c3:1f:00:b0,44:48:c1:91:d0:11,38:17:c3:19:45:a0,38:17:c3:1f:19:d0,38:17:c3:1f:09:90,44:48:c1:91:95:b2,86:0d:8e:aa:25:a4,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:41,20:a6:cd:42:0a:c1,38:17:c3:1f:14:12,38:17:c3:19:45:a2,38:17:c3:1f:14:11,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:50,38:17:c3:1f:14:10,38:17:c3:1f:00:a1,38:17:c3:19:45:b2,38:17:c3:19:45:b1,44:48:c1:91:95:a0,38:17:c3:1f:09:81,38:17:c3:1f:09:83,a8:bd:27:4c:aa:82,44:48:c1:91:95:a3,38:17:c3:24:47:51,38:17:c3:24:47:52,38:17:c3:1f:14:00,44:48:c1:91:95:a2,38:17:c3:1f:09:80,66:2a:2f:53:7c:99,38:17:c3:1f:14:02,20:a6:cd:42:13:e2,38:17:c3:19:45:b0,a8:bd:27:4c:aa:80,44:48:c1:91:95:b0,44:48:c1:91:95:b1,a8:bd:27:4c:aa:81,38:17:c3:24:47:50,a8:bd:27:4c:aa:93,b6:e6:2d:69:d5:58,a8:bd:27:4c:aa:90,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:e3,38:17:c3:1f:19:f0,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:70,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:61,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:f2,80:8d:b7:55:35:00,80:8d:b7:55:35:02,80:8d:b7:55:35:01,b0:be:76:f8:30:5e,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:50,ea:9e:b4:53:24:54,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:39:d0,38:17:c3:19:71:90,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:19:36:20,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:36:30,38:17:c3:1e:ff:10,38:17:c3:1e:ff:00,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:39:d2,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,38:17:c3:1e:ff:01,80:8d:b7:55:29:d0,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,38:17:c3:1e:ff:02,20:a6:cd:50:24:a2,80:8d:b7:55:39:c2,20:a6:cd:50:24:b0,80:8d:b7:55:39:d1,00:4e:35:df:06:42,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:52,38:17:c3:1f:22:30,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:0e:10,38:17:c3:1f:22:21,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:22:31,38:17:c3:1f:0e:00,38:17:c3:1f:22:32,x,y,label
-86,-69,-100,-100,-100,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-80,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-69,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-64,-80,-100,-75,-77,-77,-77,-83,-83,-71,-83,-83,-64,-64,-70,-71,-64,-81,-86,-86,-86,-80,-80,-80,-86,-77,-77,-100,-100,-78,-78,-78,-88,-87,-88,-100,-100,-100,-100,-100,-89,-100,-84,-84,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-70,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-79,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-70,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-63,-80,-100,-73,-76,-75,-77,-83,-83,-70,-83,-83,-64,-64,-70,-70,-63,-81,-86,-86,-86,-80,-80,-80,-86,-77,-77,-100,-100,-78,-78,-77,-100,-86,-88,-100,-100,-100,-100,-100,-89,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-70,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-79,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-70,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-63,-80,-100,-72,-76,-76,-75,-83,-83,-71,-83,-83,-63,-64,-71,-71,-63,-100,-100,-100,-100,-80,-79,-79,-100,-100,-100,-100,-100,-78,-78,-78,-100,-86,-88,-100,-100,-89,-89,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-74,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-77,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-74,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-62,-78,-100,-77,-77,-77,-77,-85,-84,-77,-84,-84,-63,-62,-77,-78,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-78,-78,-100,-85,-87,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-100,-73,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-77,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-74,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-61,-77,-100,-76,-77,-77,-77,-85,-85,-77,-84,-85,-63,-63,-77,-77,-63,-79,-88,-89,-89,-80,-80,-80,-100,-79,-80,-80,-100,-100,-77,-77,-100,-84,-87,-87,-87,-87,-86,-86,-100,-100,-100,-100,-100,-85,-84,-85,-89,-90,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-100,-73,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-77,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-74,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-67,-77,-100,-76,-77,-77,-77,-84,-84,-77,-84,-84,-64,-63,-77,-77,-63,-79,-88,-89,-88,-80,-80,-80,-100,-79,-80,-80,-100,-100,-77,-77,-100,-84,-87,-86,-87,-87,-85,-86,-100,-100,-100,-100,-100,-85,-84,-85,-89,-90,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-100,-73,-100,-100,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-73,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-62,-77,-100,-78,-77,-77,-77,-84,-84,-77,-84,-84,-63,-63,-77,-77,-63,-100,-88,-89,-88,-83,-82,-80,-100,-100,-100,-100,-100,-100,-77,-77,-86,-83,-87,-86,-87,-87,-86,-86,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-100,-73,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-77,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-73,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-70,-77,-100,-77,-77,-77,-76,-84,-84,-77,-85,-84,-63,-63,-77,-77,-63,-100,-89,-89,-89,-83,-82,-80,-100,-100,-80,-81,-100,-100,-77,-77,-86,-83,-87,-88,-88,-88,-86,-86,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-100,-73,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-76,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-73,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-62,-77,-100,-77,-77,-77,-77,-85,-85,-78,-84,-84,-63,-62,-78,-78,-63,-79,-88,-89,-89,-80,-82,-100,-100,-100,-80,-81,-100,-77,-77,-77,-86,-84,-86,-88,-88,-87,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-100,-71,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-70,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-71,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-64,-74,-100,-100,-74,-74,-73,-85,-84,-73,-85,-85,-61,-61,-73,-73,-61,-76,-100,-100,-100,-75,-74,-74,-100,-100,-78,-100,-100,-100,-100,-100,-88,-82,-87,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-88,-69,-100,-100,-100,-100,-100,-100,-100,-78,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-79,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-69,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-59,-78,-100,-100,-78,-77,-77,-83,-83,-68,-82,-82,-59,-59,-68,-68,-59,-79,-100,-100,-86,-80,-79,-79,-100,-75,-75,-75,-100,-78,-78,-79,-100,-84,-88,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-85,-86,-86,-86,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-88,-71,-100,-100,-100,-100,-100,-100,-100,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-71,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-60,-74,-100,-74,-78,-77,-77,-84,-84,-73,-84,-84,-67,-67,-73,-73,-67,-79,-100,-100,-86,-77,-77,-77,-100,-78,-75,-75,-86,-81,-80,-80,-100,-81,-85,-86,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-85,-86,-86,-86,-84,-86,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-100,-70,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-70,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-71,-79,-100,-74,-78,-77,-100,-85,-85,-74,-85,-83,-68,-67,-74,-74,-67,-100,-89,-100,-89,-80,-79,-80,-100,-78,-81,-80,-86,-80,-79,-79,-89,-86,-86,-85,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-87,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-87,-70,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-75,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-70,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-58,-79,-100,-73,-77,-78,-78,-85,-84,-74,-85,-84,-68,-68,-74,-74,-67,-79,-89,-100,-91,-80,-79,-80,-90,-79,-78,-78,-87,-80,-79,-79,-89,-85,-86,-86,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-87,-82,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-87,-70,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-75,-100,-77,-100,-100,-100,-100,-83,-100,-82,-100,-76,-100,-82,-100,-100,-69,-69,-69,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-74,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-58,-79,-100,-73,-78,-78,-78,-84,-85,-73,-85,-84,-67,-68,-73,-73,-67,-78,-89,-100,-91,-79,-80,-79,-90,-78,-79,-78,-87,-100,-100,-79,-89,-85,-86,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-86,-86,-100,-87,-82,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-100,-72,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-73,-74,-75,-87,-87,-68,-88,-100,-63,-100,-68,-68,-62,-81,-85,-85,-85,-77,-77,-77,-84,-81,-80,-100,-100,-81,-100,-100,-100,-82,-87,-87,-87,-87,-100,-100,-90,-100,-100,-100,-100,-100,-85,-100,-100,-100,-80,-100,-100,-100,-100,-100,-85,-86,-80,-86,-83,-82,-83,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,690,175,31
-100,-72,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-79,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-72,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-62,-77,-100,-100,-74,-74,-74,-87,-87,-68,-88,-100,-64,-64,-68,-68,-64,-75,-84,-85,-84,-76,-76,-76,-84,-79,-79,-79,-88,-81,-80,-81,-87,-83,-87,-87,-86,-87,-87,-87,-90,-100,-100,-100,-100,-100,-85,-100,-100,-100,-81,-82,-83,-100,-100,-100,-85,-86,-81,-86,-83,-82,-83,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,690,175,31
-100,-72,-100,-100,-100,-100,-100,-100,-100,-84,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-79,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-72,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-62,-77,-100,-100,-74,-74,-74,-100,-89,-69,-100,-100,-63,-63,-69,-69,-64,-75,-86,-85,-85,-76,-76,-76,-85,-79,-79,-79,-86,-81,-80,-81,-87,-83,-86,-85,-85,-84,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-83,-100,-82,-100,-86,-86,-81,-86,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,690,175,31
-100,-71,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-86,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-72,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-63,-79,-100,-74,-74,-74,-74,-100,-89,-70,-100,-100,-64,-64,-70,-70,-64,-76,-87,-87,-87,-76,-76,-76,-86,-78,-78,-78,-86,-100,-82,-83,-88,-83,-86,-85,-85,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-82,-100,-85,-84,-81,-85,-100,-100,-84,-82,-80,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,690,175,31
-100,-71,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-86,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-72,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-63,-81,-100,-79,-74,-73,-74,-90,-89,-70,-100,-100,-64,-64,-70,-70,-64,-76,-86,-87,-87,-76,-76,-76,-86,-78,-79,-79,-100,-100,-82,-83,-88,-83,-86,-100,-100,-85,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-80,-80,-100,-100,-83,-85,-84,-81,-85,-84,-84,-84,-82,-80,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,690,175,31
-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-71,-71,-71,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-63,-81,-100,-79,-74,-74,-74,-89,-89,-70,-100,-100,-64,-64,-70,-70,-64,-77,-86,-87,-100,-76,-76,-76,-100,-79,-78,-78,-100,-100,-82,-82,-100,-83,-86,-86,-86,-85,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-80,-80,-100,-83,-83,-85,-85,-100,-86,-84,-84,-100,-100,-80,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,690,175,31
-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-58,-79,-100,-80,-81,-81,-83,-86,-85,-66,-85,-85,-60,-58,-66,-66,-58,-78,-85,-85,-85,-77,-77,-100,-85,-77,-77,-77,-100,-100,-100,-77,-100,-100,-86,-86,-87,-86,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-80,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-80,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,707,175,32
-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-64,-75,-100,-80,-83,-81,-83,-86,-86,-67,-86,-85,-58,-58,-67,-67,-58,-78,-85,-85,-85,-78,-79,-78,-85,-78,-77,-77,-85,-78,-78,-78,-100,-100,-86,-86,-86,-85,-84,-84,-90,-100,-100,-100,-100,-100,-100,-100,-100,-85,-81,-80,-80,-100,-100,-86,-81,-81,-80,-81,-100,-100,-100,-81,-81,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,707,175,32
