60:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,60:32:b1:3e:1a:b7,b4:5d:50:e1:96:43,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,44:48:c1:91:d0:04,b4:5d:50:e1:96:42,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,44:48:c1:91:d0:02,44:48:c1:91:d0:00,20:a6:cd:42:0a:c3,38:17:c3:1f:14:01,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,38:17:c3:19:45:a1,44:48:c1:91:95:a1,a8:bd:27:4c:aa:83,38:17:c3:1f:09:82,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:09:93,38:17:c3:1f:09:91,38:17:c3:1f:09:92,44:48:c1:91:95:b3,38:17:c3:1f:00:a0,20:a6:cd:42:0a:d2,9c:d6:43:60:92:e0,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,38:17:c3:1f:00:b0,44:48:c1:91:d0:11,38:17:c3:19:45:a0,38:17:c3:1f:19:d0,38:17:c3:1f:09:90,44:48:c1:91:95:b2,86:0d:8e:aa:25:a4,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:41,20:a6:cd:42:0a:c1,38:17:c3:1f:14:12,38:17:c3:19:45:a2,38:17:c3:1f:14:11,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:50,38:17:c3:1f:14:10,38:17:c3:1f:00:a1,38:17:c3:19:45:b2,38:17:c3:19:45:b1,44:48:c1:91:95:a0,38:17:c3:1f:09:81,38:17:c3:1f:09:83,a8:bd:27:4c:aa:82,44:48:c1:91:95:a3,38:17:c3:24:47:51,38:17:c3:24:47:52,38:17:c3:1f:14:00,44:48:c1:91:95:a2,38:17:c3:1f:09:80,66:2a:2f:53:7c:99,38:17:c3:1f:14:02,20:a6:cd:42:13:e2,38:17:c3:19:45:b0,a8:bd:27:4c:aa:80,44:48:c1:91:95:b0,44:48:c1:91:95:b1,a8:bd:27:4c:aa:81,38:17:c3:24:47:50,a8:bd:27:4c:aa:93,b6:e6:2d:69:d5:58,a8:bd:27:4c:aa:90,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:e3,38:17:c3:1f:19:f0,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:70,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:61,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:f2,80:8d:b7:55:35:00,80:8d:b7:55:35:02,80:8d:b7:55:35:01,b0:be:76:f8:30:5e,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:50,ea:9e:b4:53:24:54,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:39:d0,38:17:c3:19:71:90,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:19:36:20,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:36:30,38:17:c3:1e:ff:10,38:17:c3:1e:ff:00,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:39:d2,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,38:17:c3:1e:ff:01,80:8d:b7:55:29:d0,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,38:17:c3:1e:ff:02,20:a6:cd:50:24:a2,80:8d:b7:55:39:c2,20:a6:cd:50:24:b0,80:8d:b7:55:39:d1,00:4e:35:df:06:42,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:52,38:17:c3:1f:22:30,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:0e:10,38:17:c3:1f:22:21,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:22:31,38:17:c3:1f:0e:00,38:17:c3:1f:22:32,x,y,label
-82,-66,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-70,-100,-68,-100,-100,-100,-100,-100,-100,-100,-82,-68,-82,-100,-100,-82,-66,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-66,-83,-100,-67,-71,-72,-72,-75,-75,-75,-75,-75,-69,-69,-75,-75,-69,-100,-100,-100,-91,-82,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-61,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-70,-100,-68,-100,-100,-100,-100,-100,-100,-100,-83,-68,-82,-81,-100,-82,-65,-71,-71,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-66,-83,-100,-67,-72,-72,-72,-75,-75,-76,-75,-75,-69,-69,-75,-75,-69,-100,-100,-100,-92,-82,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-67,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-77,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-75,-100,-70,-100,-100,-100,-100,-100,-100,-100,-79,-69,-79,-100,-100,-79,-67,-73,-73,-100,-100,-85,-77,-100,-100,-100,-100,-100,-100,-86,-100,-100,-73,-78,-100,-100,-78,-100,-100,-100,-100,-71,-81,-100,-59,-69,-69,-69,-73,-73,-73,-73,-73,-71,-71,-73,-73,-100,-100,-89,-100,-100,-82,-82,-82,-100,-100,-100,-100,-100,-77,-77,-81,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-67,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-69,-100,-77,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-75,-100,-69,-100,-100,-100,-100,-100,-100,-100,-78,-69,-78,-83,-100,-78,-68,-72,-73,-100,-100,-85,-77,-100,-100,-100,-100,-100,-100,-87,-100,-100,-73,-78,-100,-100,-78,-100,-100,-100,-100,-70,-82,-100,-59,-70,-70,-70,-74,-73,-73,-73,-74,-100,-71,-73,-73,-72,-100,-89,-100,-100,-82,-82,-82,-100,-100,-100,-100,-100,-100,-100,-81,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-85,-67,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-75,-100,-69,-100,-100,-100,-100,-100,-100,-100,-78,-69,-78,-83,-100,-78,-67,-73,-73,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-69,-82,-100,-59,-70,-70,-70,-75,-75,-73,-75,-75,-100,-71,-73,-73,-71,-100,-89,-100,-100,-82,-83,-82,-100,-100,-100,-100,-100,-80,-80,-79,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-85,-67,-100,-100,-100,-100,-100,-100,-100,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-75,-100,-69,-100,-100,-100,-100,-100,-100,-100,-78,-69,-78,-100,-100,-78,-67,-72,-72,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-69,-81,-100,-59,-70,-70,-70,-75,-75,-74,-75,-75,-71,-72,-73,-73,-72,-84,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-81,-81,-81,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-68,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-74,-100,-69,-100,-100,-100,-100,-100,-100,-100,-78,-69,-78,-100,-100,-78,-67,-72,-72,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-70,-81,-100,-64,-70,-70,-70,-100,-100,-73,-100,-100,-72,-71,-73,-73,-71,-84,-89,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-80,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-68,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-75,-100,-69,-100,-100,-100,-100,-100,-100,-100,-78,-69,-78,-100,-100,-78,-67,-73,-72,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-66,-81,-100,-59,-70,-70,-70,-75,-75,-74,-75,-75,-71,-71,-73,-73,-71,-84,-89,-100,-89,-100,-83,-82,-100,-100,-100,-100,-100,-80,-81,-80,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-86,-68,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-71,-100,-73,-100,-100,-100,-100,-100,-100,-100,-78,-73,-79,-100,-100,-79,-68,-71,-71,-100,-100,-88,-100,-100,-100,-100,-79,-100,-100,-86,-78,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-65,-79,-100,-72,-71,-71,-71,-81,-81,-73,-81,-81,-64,-64,-73,-73,-64,-100,-87,-87,-87,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-85,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-84,-66,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-70,-100,-72,-100,-100,-100,-100,-100,-100,-100,-82,-73,-82,-100,-100,-82,-66,-71,-71,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-78,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-62,-81,-100,-73,-74,-74,-74,-77,-77,-73,-76,-76,-66,-66,-73,-73,-65,-85,-86,-87,-86,-100,-85,-85,-87,-100,-100,-85,-100,-100,-100,-100,-88,-100,-89,-89,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-84,-66,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-73,-100,-79,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-70,-100,-73,-100,-100,-100,-100,-100,-100,-100,-82,-73,-82,-100,-100,-82,-66,-72,-72,-100,-100,-100,-79,-100,-100,-100,-79,-100,-100,-80,-78,-100,-72,-80,-100,-100,-79,-100,-100,-100,-100,-63,-81,-100,-73,-74,-74,-74,-76,-76,-73,-76,-76,-66,-66,-73,-73,-66,-82,-86,-87,-86,-84,-84,-85,-86,-100,-100,-85,-100,-100,-100,-100,-89,-100,-88,-89,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-85,-66,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-73,-100,-79,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-70,-100,-74,-100,-100,-100,-100,-100,-100,-100,-80,-74,-80,-100,-100,-80,-66,-72,-72,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-85,-100,-100,-72,-80,-100,-100,-79,-100,-100,-100,-100,-64,-80,-100,-72,-72,-74,-74,-76,-76,-73,-76,-76,-66,-66,-73,-73,-66,-84,-86,-87,-86,-84,-84,-100,-86,-100,-100,-100,-100,-100,-100,-100,-89,-100,-90,-100,-89,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-84,-66,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-70,-100,-74,-100,-100,-100,-100,-100,-100,-100,-80,-74,-80,-100,-100,-81,-66,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-78,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-63,-81,-100,-73,-74,-74,-74,-76,-76,-73,-76,-76,-65,-65,-73,-73,-65,-84,-86,-86,-86,-100,-100,-83,-86,-100,-100,-100,-100,-83,-83,-100,-89,-100,-90,-100,-89,-89,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-84,-66,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-70,-100,-73,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-100,-100,-81,-66,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-78,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-63,-81,-100,-73,-73,-74,-74,-76,-77,-73,-76,-76,-65,-65,-73,-73,-65,-85,-85,-86,-86,-100,-84,-83,-86,-100,-100,-100,-100,-83,-83,-82,-88,-100,-100,-100,-100,-89,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-80,-68,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-75,-100,-74,-100,-100,-100,-100,-83,-100,-100,-81,-74,-100,-100,-100,-81,-68,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-66,-78,-100,-73,-72,-71,-71,-85,-86,-75,-100,-100,-64,-65,-76,-76,-64,-81,-88,-88,-88,-81,-81,-81,-88,-81,-82,-82,-84,-82,-82,-82,-90,-100,-88,-88,-88,-88,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-71,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-79,-100,-76,-100,-100,-100,-100,-83,-100,-100,-100,-76,-100,-100,-100,-100,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-64,-84,-100,-73,-70,-71,-70,-86,-86,-76,-86,-86,-62,-62,-76,-76,-62,-81,-88,-88,-89,-81,-81,-81,-88,-81,-82,-82,-84,-82,-82,-82,-90,-100,-88,-100,-88,-88,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-70,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-75,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-70,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-64,-84,-100,-73,-70,-72,-73,-85,-85,-76,-84,-84,-62,-62,-76,-76,-61,-81,-88,-88,-89,-80,-80,-80,-88,-84,-100,-83,-83,-79,-79,-100,-90,-86,-88,-88,-88,-88,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-83,-71,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-80,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-70,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-63,-81,-100,-72,-72,-72,-71,-84,-85,-75,-85,-85,-62,-63,-75,-75,-62,-80,-88,-88,-89,-80,-80,-81,-88,-84,-100,-82,-83,-79,-79,-79,-90,-86,-90,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-83,-72,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-79,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-89,-73,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-58,-76,-100,-75,-73,-73,-73,-85,-86,-76,-86,-86,-64,-64,-76,-76,-64,-80,-86,-87,-87,-75,-74,-74,-87,-82,-100,-82,-86,-78,-77,-78,-100,-100,-86,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-86,-74,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-79,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-89,-74,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-65,-78,-100,-74,-72,-73,-73,-81,-81,-76,-81,-81,-64,-64,-76,-76,-64,-80,-87,-87,-87,-75,-81,-80,-87,-80,-100,-80,-86,-79,-78,-79,-100,-86,-86,-86,-85,-86,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-73,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-80,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-73,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-74,-100,-74,-83,-82,-70,-82,-82,-63,-64,-70,-70,-64,-100,-100,-100,-100,-82,-81,-82,-100,-100,-100,-100,-100,-78,-78,-78,-88,-100,-100,-100,-100,-88,-89,-100,-89,-100,-83,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-85,-70,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-80,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-69,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-63,-81,-100,-100,-76,-76,-76,-82,-82,-70,-82,-82,-65,-65,-70,-70,-65,-78,-86,-100,-84,-78,-79,-79,-86,-77,-77,-100,-100,-78,-78,-78,-89,-100,-89,-100,-100,-88,-89,-100,-89,-100,-83,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-86,-69,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-80,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-70,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-64,-80,-100,-77,-76,-76,-76,-82,-82,-70,-82,-82,-64,-63,-70,-70,-64,-80,-86,-100,-85,-80,-79,-79,-86,-77,-77,-100,-100,-79,-78,-78,-88,-100,-89,-100,-100,-88,-89,-100,-90,-100,-84,-84,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
