38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:39:c2,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:01:82,80:8d:b7:55:25:e3,38:17:c3:1f:01:81,38:17:c3:19:d7:62,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:19:d7:61,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,ac:e2:d3:c4:08:e6,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:1e:ff:01,20:a6:cd:50:24:b2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,20:a6:cd:50:24:b1,38:17:c3:1e:ff:12,2a:16:ad:ec:da:ab,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,38:17:c3:1f:01:90,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,38:17:c3:1f:01:80,80:8d:b7:55:25:e0,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,80:8d:b7:55:3a:40,44:48:c1:a5:82:20,80:8d:b7:55:3a:50,00:4e:35:df:06:52,38:17:c3:19:55:50,38:17:c3:1e:ff:00,20:a6:cd:50:24:b0,b4:5d:50:e1:92:31,38:17:c3:1e:ff:10,66:2a:2f:53:7c:99,b0:be:76:f8:30:5e,80:8d:b7:55:39:c1,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,00:4e:35:df:06:40,00:4e:35:df:06:41,38:17:c3:1e:ff:02,44:48:c1:a5:82:30,20:a6:cd:50:24:a0,00:4e:35:df:06:42,38:17:c3:19:45:b0,38:17:c3:19:45:b2,38:17:c3:1e:ff:11,38:17:c3:19:d7:60,60:32:b1:3e:1a:b8,b4:5d:50:e1:92:22,38:17:c3:19:45:b1,38:17:c3:19:45:a1,38:17:c3:19:45:a0,b4:5d:50:e1:92:23,38:17:c3:19:45:a2,60:32:b1:3e:1a:b7,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,b4:5d:50:e1:92:21,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:20,b4:5d:50:e1:92:30,a8:bd:27:4c:bd:30,00:4e:35:de:e1:00,00:4e:35:de:e1:11,00:4e:35:de:e1:10,00:4e:35:de:e1:01,00:4e:35:de:e1:12,00:4e:35:de:e1:02,38:17:c3:1f:08:41,44:48:c1:91:95:b2,38:17:c3:1f:08:50,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:31,38:17:c3:1f:22:21,00:4e:35:de:d7:52,38:17:c3:1f:22:20,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:de:d7:40,38:17:c3:1f:22:30,38:17:c3:1f:22:22,a8:bd:27:4c:bd:21,38:17:c3:19:71:90,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:19:71:81,a8:bd:27:4c:bd:22,38:17:c3:19:71:92,00:4e:35:de:d7:43,38:17:c3:1f:22:32,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:22:31,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:12,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:24:58:a2,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:1b:08:b0,00:4e:35:df:27:00,38:17:c3:24:4f:10,00:4e:35:de:d7:42,00:4e:35:de:d7:41,x,y,label
-53,-53,-44,-53,-53,-77,-77,-69,-69,-69,-68,-67,-68,-70,-73,-73,-70,-71,-72,-72,-82,-82,-79,-79,-79,-71,-71,-71,-72,-72,-81,-81,-82,-100,-100,-88,-88,-82,-85,-78,-78,-100,-100,-85,-84,-90,-53,-52,-77,-69,-73,-68,-68,-72,-71,-82,-79,-76,-73,-82,-88,-86,-82,-86,-100,-84,-85,-76,-68,-71,-71,-77,-75,-83,-84,-100,-71,-77,-83,-83,-83,-84,-72,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-62,-62,-46,-56,-56,-74,-74,-70,-70,-70,-68,-67,-68,-67,-73,-73,-72,-70,-100,-72,-81,-81,-80,-81,-81,-71,-71,-71,-72,-71,-81,-81,-82,-100,-100,-88,-88,-100,-84,-77,-78,-100,-100,-84,-83,-88,-62,-56,-74,-70,-73,-68,-68,-72,-71,-81,-81,-77,-70,-82,-88,-86,-100,-84,-100,-83,-85,-76,-67,-71,-71,-76,-76,-83,-84,-100,-71,-77,-83,-88,-100,-84,-72,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-53,-53,-54,-52,-53,-69,-69,-69,-70,-69,-67,-66,-67,-100,-72,-72,-73,-73,-73,-72,-79,-79,-78,-78,-77,-71,-71,-72,-100,-100,-100,-82,-79,-100,-100,-100,-87,-100,-84,-100,-81,-100,-88,-84,-87,-90,-53,-53,-68,-70,-72,-67,-100,-74,-71,-100,-78,-73,-100,-82,-100,-100,-100,-84,-100,-100,-85,-75,-100,-77,-76,-73,-73,-100,-83,-100,-77,-100,-83,-84,-84,-100,-72,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-54,-54,-57,-52,-52,-68,-68,-70,-69,-70,-65,-65,-63,-100,-78,-78,-72,-76,-72,-71,-80,-80,-79,-79,-78,-71,-71,-71,-74,-74,-82,-82,-78,-100,-87,-100,-100,-79,-85,-81,-82,-100,-87,-85,-100,-87,-54,-52,-68,-69,-77,-65,-100,-73,-71,-80,-78,-100,-74,-82,-88,-87,-80,-85,-100,-85,-88,-70,-65,-75,-75,-73,-73,-81,-80,-79,-75,-82,-80,-100,-100,-100,-71,-100,-100,-100,-83,-84,-86,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-55,-55,-56,-52,-52,-68,-68,-69,-68,-68,-65,-65,-63,-64,-75,-75,-72,-77,-74,-71,-80,-80,-79,-79,-79,-71,-72,-71,-72,-73,-82,-82,-80,-100,-87,-100,-100,-79,-85,-82,-82,-87,-88,-84,-86,-86,-55,-52,-68,-68,-75,-65,-64,-73,-71,-80,-79,-73,-73,-82,-89,-87,-80,-85,-100,-85,-88,-71,-65,-75,-75,-73,-73,-81,-80,-79,-75,-82,-80,-86,-86,-86,-72,-100,-100,-86,-83,-84,-86,-83,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-55,-55,-55,-54,-54,-68,-68,-69,-69,-69,-66,-66,-63,-65,-75,-75,-72,-71,-72,-71,-80,-80,-79,-79,-79,-71,-71,-71,-74,-73,-82,-82,-79,-100,-100,-87,-100,-79,-84,-82,-82,-87,-88,-85,-86,-90,-55,-54,-68,-69,-75,-66,-65,-72,-71,-80,-79,-73,-73,-81,-87,-100,-80,-84,-100,-86,-100,-71,-64,-76,-75,-73,-73,-100,-100,-79,-75,-82,-100,-85,-86,-86,-71,-100,-100,-86,-100,-84,-100,-100,-90,-85,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-54,-54,-54,-51,-52,-67,-67,-69,-69,-69,-65,-65,-63,-65,-76,-76,-72,-75,-72,-71,-80,-80,-79,-78,-78,-71,-71,-71,-74,-73,-81,-100,-80,-100,-87,-87,-89,-79,-85,-82,-100,-87,-87,-85,-86,-90,-54,-52,-68,-70,-76,-65,-65,-72,-71,-80,-79,-73,-74,-82,-89,-87,-100,-85,-88,-86,-100,-71,-64,-76,-76,-73,-73,-81,-82,-80,-76,-82,-82,-86,-87,-100,-71,-86,-100,-86,-100,-84,-100,-100,-100,-85,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-53,-53,-55,-52,-52,-67,-66,-69,-69,-69,-65,-65,-62,-64,-76,-76,-72,-68,-72,-71,-80,-80,-79,-79,-79,-71,-71,-71,-73,-74,-81,-82,-80,-100,-87,-88,-89,-79,-85,-100,-100,-100,-88,-85,-86,-90,-54,-52,-67,-69,-76,-65,-64,-72,-71,-80,-79,-73,-73,-81,-88,-87,-100,-85,-89,-86,-100,-73,-64,-76,-76,-73,-100,-80,-80,-80,-76,-100,-81,-86,-87,-86,-71,-86,-100,-86,-100,-100,-85,-100,-89,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-61,-61,-56,-54,-54,-70,-70,-70,-71,-71,-69,-69,-67,-63,-77,-77,-73,-73,-73,-72,-82,-82,-80,-80,-80,-72,-72,-72,-69,-70,-80,-80,-100,-85,-85,-100,-100,-76,-81,-80,-80,-100,-89,-81,-85,-83,-61,-54,-70,-70,-77,-68,-63,-74,-73,-82,-80,-75,-69,-81,-85,-85,-76,-100,-100,-85,-100,-73,-63,-72,-72,-75,-75,-83,-83,-75,-72,-79,-83,-100,-100,-85,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-62,-62,-53,-55,-55,-70,-70,-71,-71,-71,-69,-69,-67,-63,-78,-78,-73,-73,-73,-70,-82,-82,-80,-80,-80,-71,-71,-70,-69,-69,-80,-80,-79,-85,-85,-100,-100,-77,-80,-81,-81,-100,-89,-81,-85,-83,-63,-55,-70,-71,-78,-68,-63,-74,-71,-82,-80,-76,-70,-80,-84,-85,-77,-81,-100,-85,-100,-71,-63,-74,-74,-76,-77,-83,-83,-77,-74,-79,-83,-84,-83,-85,-70,-100,-100,-84,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-63,-63,-54,-55,-55,-69,-69,-71,-71,-71,-68,-68,-67,-63,-78,-78,-73,-72,-73,-70,-82,-82,-81,-81,-81,-71,-71,-70,-70,-69,-80,-80,-79,-86,-86,-100,-86,-77,-81,-81,-81,-100,-88,-81,-85,-84,-62,-55,-70,-71,-77,-68,-63,-73,-71,-82,-81,-76,-70,-80,-84,-86,-77,-81,-89,-85,-100,-71,-63,-74,-74,-76,-77,-100,-100,-77,-74,-81,-100,-84,-83,-85,-71,-100,-100,-84,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-60,-60,-54,-55,-55,-68,-68,-71,-71,-71,-67,-67,-67,-62,-79,-79,-100,-73,-100,-71,-82,-82,-79,-79,-79,-72,-71,-71,-70,-70,-79,-79,-80,-86,-85,-81,-81,-78,-81,-100,-81,-100,-88,-81,-86,-86,-61,-55,-69,-72,-79,-68,-62,-73,-72,-82,-79,-76,-70,-79,-82,-86,-77,-100,-88,-86,-100,-70,-62,-73,-73,-76,-76,-81,-100,-76,-73,-81,-82,-100,-100,-86,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-60,-60,-52,-54,-55,-68,-68,-73,-72,-73,-67,-67,-65,-62,-79,-79,-72,-72,-72,-71,-82,-82,-80,-80,-80,-72,-72,-71,-69,-69,-79,-80,-80,-86,-85,-84,-85,-78,-80,-100,-100,-100,-88,-80,-86,-85,-60,-54,-69,-73,-80,-68,-62,-72,-72,-82,-80,-77,-70,-79,-83,-86,-77,-81,-88,-86,-84,-71,-62,-72,-72,-76,-77,-81,-100,-76,-72,-100,-82,-85,-85,-86,-71,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-60,-60,-53,-55,-55,-69,-69,-71,-71,-71,-68,-68,-67,-62,-80,-80,-72,-73,-72,-71,-83,-82,-79,-80,-80,-72,-72,-71,-69,-69,-79,-79,-80,-85,-85,-80,-81,-77,-80,-80,-81,-100,-88,-81,-86,-86,-60,-55,-68,-71,-80,-68,-62,-72,-72,-82,-80,-77,-69,-79,-80,-85,-77,-81,-88,-86,-84,-71,-62,-72,-72,-76,-76,-100,-100,-100,-72,-100,-100,-85,-85,-86,-71,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-58,-58,-54,-58,-58,-69,-69,-69,-69,-69,-65,-65,-66,-65,-100,-100,-70,-74,-70,-69,-78,-78,-81,-81,-81,-69,-69,-69,-71,-100,-86,-85,-76,-100,-82,-85,-86,-77,-81,-100,-100,-100,-100,-81,-86,-86,-58,-58,-69,-69,-100,-65,-65,-71,-70,-78,-81,-72,-100,-86,-86,-100,-76,-81,-100,-87,-85,-72,-100,-77,-77,-72,-72,-76,-100,-77,-77,-81,-100,-100,-78,-87,-69,-81,-100,-78,-83,-82,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-59,-59,-54,-59,-59,-69,-68,-68,-68,-68,-67,-65,-66,-64,-76,-76,-70,-73,-70,-69,-78,-78,-81,-82,-81,-69,-69,-69,-71,-71,-86,-85,-75,-100,-82,-82,-82,-79,-82,-100,-100,-100,-100,-82,-86,-85,-59,-59,-68,-69,-76,-65,-65,-69,-70,-78,-82,-73,-71,-86,-82,-100,-76,-82,-100,-86,-85,-72,-64,-75,-75,-72,-72,-81,-81,-79,-75,-81,-80,-79,-79,-86,-70,-81,-100,-79,-83,-82,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-59,-59,-56,-58,-58,-68,-68,-67,-68,-67,-65,-65,-66,-66,-75,-76,-69,-73,-69,-70,-80,-80,-82,-82,-82,-100,-100,-70,-71,-72,-82,-82,-75,-81,-80,-84,-85,-77,-82,-100,-81,-100,-100,-82,-86,-83,-59,-58,-69,-67,-76,-66,-66,-69,-70,-80,-82,-72,-71,-82,-84,-81,-77,-82,-100,-87,-86,-66,-66,-72,-72,-72,-72,-81,-81,-77,-72,-100,-80,-79,-79,-86,-70,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-58,-58,-52,-57,-56,-70,-70,-69,-69,-69,-68,-68,-66,-71,-70,-71,-70,-72,-70,-70,-78,-78,-82,-82,-83,-72,-71,-70,-72,-72,-83,-83,-76,-82,-82,-86,-86,-79,-82,-100,-81,-100,-87,-82,-85,-86,-58,-57,-70,-69,-71,-68,-71,-70,-72,-78,-82,-73,-72,-83,-86,-81,-79,-100,-87,-85,-84,-70,-71,-75,-75,-72,-73,-82,-81,-77,-75,-81,-80,-100,-79,-85,-70,-100,-100,-78,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-58,-58,-54,-59,-59,-68,-68,-67,-67,-67,-67,-67,-67,-68,-73,-73,-70,-69,-70,-70,-78,-78,-82,-83,-83,-71,-71,-70,-72,-71,-83,-84,-75,-85,-86,-84,-84,-79,-83,-100,-82,-100,-88,-83,-85,-84,-58,-58,-68,-67,-73,-67,-71,-69,-72,-78,-83,-72,-71,-83,-85,-86,-79,-83,-89,-85,-86,-68,-71,-75,-75,-72,-72,-82,-81,-100,-75,-82,-100,-100,-100,-85,-70,-80,-100,-100,-100,-81,-100,-81,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-59,-59,-54,-58,-58,-70,-70,-68,-67,-68,-66,-67,-66,-69,-75,-75,-70,-69,-70,-70,-78,-78,-82,-82,-81,-71,-71,-70,-71,-71,-82,-82,-75,-85,-85,-86,-86,-78,-82,-100,-82,-88,-88,-82,-84,-83,-59,-58,-70,-67,-75,-67,-70,-70,-71,-79,-82,-71,-71,-82,-87,-85,-79,-82,-88,-85,-86,-64,-100,-76,-76,-72,-71,-81,-81,-78,-76,-82,-81,-100,-100,-84,-70,-80,-100,-100,-83,-81,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-60,-60,-53,-60,-60,-66,-66,-68,-68,-68,-66,-65,-66,-64,-76,-76,-100,-70,-100,-72,-77,-77,-81,-80,-80,-72,-72,-72,-100,-100,-81,-81,-77,-84,-84,-85,-85,-100,-85,-81,-81,-86,-86,-84,-88,-85,-61,-60,-66,-68,-77,-66,-64,-100,-72,-100,-80,-71,-100,-81,-84,-85,-79,-85,-86,-88,-100,-62,-64,-69,-69,-71,-72,-78,-78,-100,-69,-100,-78,-84,-84,-88,-100,-100,-82,-84,-100,-100,-81,-100,-100,-100,-100,-100,-81,-100,-82,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,330.99999999999994,5
-61,-60,-53,-60,-60,-66,-66,-68,-68,-68,-66,-66,-66,-64,-76,-76,-100,-72,-100,-72,-77,-76,-81,-81,-80,-72,-72,-72,-65,-66,-81,-81,-77,-84,-84,-85,-85,-100,-85,-80,-81,-86,-85,-85,-88,-84,-60,-60,-66,-68,-76,-66,-64,-100,-72,-76,-80,-72,-66,-80,-85,-85,-79,-85,-86,-88,-81,-63,-64,-69,-69,-71,-72,-78,-78,-100,-69,-80,-78,-84,-85,-88,-72,-100,-82,-84,-100,-100,-81,-100,-100,-100,-100,-100,-81,-100,-82,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,330.99999999999994,5
-60,-60,-54,-100,-60,-66,-66,-68,-68,-68,-66,-66,-65,-64,-76,-76,-100,-72,-100,-72,-77,-77,-80,-80,-80,-72,-72,-72,-65,-66,-80,-81,-77,-84,-84,-85,-85,-100,-85,-80,-81,-86,-86,-85,-100,-85,-61,-60,-66,-69,-76,-66,-64,-100,-73,-76,-80,-71,-66,-81,-84,-85,-100,-85,-86,-88,-85,-63,-64,-69,-69,-71,-71,-78,-78,-100,-69,-80,-78,-85,-85,-88,-72,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,330.99999999999994,5
-60,-60,-53,-60,-60,-66,-66,-68,-68,-68,-65,-65,-68,-63,-76,-76,-84,-72,-100,-72,-77,-77,-80,-81,-81,-72,-72,-73,-100,-100,-81,-81,-76,-84,-84,-85,-85,-100,-85,-100,-100,-86,-86,-84,-100,-83,-60,-60,-66,-68,-76,-65,-64,-100,-72,-100,-81,-71,-100,-80,-84,-85,-80,-85,-86,-87,-85,-61,-63,-69,-69,-71,-71,-73,-78,-100,-69,-80,-78,-85,-84,-88,-72,-100,-100,-84,-100,-100,-100,-100,-100,-100,-83,-84,-82,-100,-100,-86,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,330.99999999999994,5
