38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:39:c2,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:01:82,80:8d:b7:55:25:e3,38:17:c3:1f:01:81,38:17:c3:19:d7:62,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:19:d7:61,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,ac:e2:d3:c4:08:e6,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:1e:ff:01,20:a6:cd:50:24:b2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,20:a6:cd:50:24:b1,38:17:c3:1e:ff:12,2a:16:ad:ec:da:ab,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,38:17:c3:1f:01:90,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,38:17:c3:1f:01:80,80:8d:b7:55:25:e0,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,80:8d:b7:55:3a:40,44:48:c1:a5:82:20,80:8d:b7:55:3a:50,00:4e:35:df:06:52,38:17:c3:19:55:50,38:17:c3:1e:ff:00,20:a6:cd:50:24:b0,b4:5d:50:e1:92:31,38:17:c3:1e:ff:10,66:2a:2f:53:7c:99,b0:be:76:f8:30:5e,80:8d:b7:55:39:c1,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,00:4e:35:df:06:40,00:4e:35:df:06:41,38:17:c3:1e:ff:02,44:48:c1:a5:82:30,20:a6:cd:50:24:a0,00:4e:35:df:06:42,38:17:c3:19:45:b0,38:17:c3:19:45:b2,38:17:c3:1e:ff:11,38:17:c3:19:d7:60,60:32:b1:3e:1a:b8,b4:5d:50:e1:92:22,38:17:c3:19:45:b1,38:17:c3:19:45:a1,38:17:c3:19:45:a0,b4:5d:50:e1:92:23,38:17:c3:19:45:a2,60:32:b1:3e:1a:b7,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,b4:5d:50:e1:92:21,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:20,b4:5d:50:e1:92:30,a8:bd:27:4c:bd:30,00:4e:35:de:e1:00,00:4e:35:de:e1:11,00:4e:35:de:e1:10,00:4e:35:de:e1:01,00:4e:35:de:e1:12,00:4e:35:de:e1:02,38:17:c3:1f:08:41,44:48:c1:91:95:b2,38:17:c3:1f:08:50,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:31,38:17:c3:1f:22:21,00:4e:35:de:d7:52,38:17:c3:1f:22:20,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:de:d7:40,38:17:c3:1f:22:30,38:17:c3:1f:22:22,a8:bd:27:4c:bd:21,38:17:c3:19:71:90,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:19:71:81,a8:bd:27:4c:bd:22,38:17:c3:19:71:92,00:4e:35:de:d7:43,38:17:c3:1f:22:32,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:22:31,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:12,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:24:58:a2,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:1b:08:b0,00:4e:35:df:27:00,38:17:c3:24:4f:10,00:4e:35:de:d7:42,00:4e:35:de:d7:41,x,y,label
-100,-100,-81,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-88,-100,-77,-77,-100,-100,-100,-79,-79,-87,-62,-62,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-79,-100,-77,-100,-100,-100,-100,-80,-64,-61,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-52,-57,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-64,-100,-100,-100,-100,-76,-73,-79,-79,-73,-79,-73,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-76,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-100,-100,-83,-100,-100,-79,-80,-100,-100,-100,-100,-100,-88,-79,-100,-100,-100,-81,-100,-100,-100,-100,-84,-84,-84,-78,-79,-100,-100,-100,-77,-78,-87,-59,-59,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-79,-100,-77,-100,-84,-71,-100,-78,-63,-59,-100,-100,-100,-100,-100,-47,-79,-100,-100,-70,-71,-60,-60,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-60,-59,-100,-100,-100,-100,-78,-75,-78,-78,-75,-78,-75,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-78,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-100,-100,-78,-100,-100,-81,-81,-100,-100,-100,-100,-100,-88,-79,-100,-100,-100,-77,-100,-100,-100,-100,-81,-82,-81,-80,-80,-100,-85,-85,-78,-78,-100,-62,-62,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-79,-100,-80,-100,-81,-72,-100,-78,-63,-62,-100,-100,-100,-100,-100,-50,-79,-100,-100,-72,-72,-59,-59,-100,-89,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-57,-57,-100,-100,-100,-100,-76,-75,-81,-81,-75,-81,-75,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-75,-76,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-89,-83,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-87,-87,-82,-100,-84,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-82,-82,-82,-80,-79,-100,-85,-85,-79,-79,-100,-62,-62,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-83,-100,-100,-100,-81,-100,-80,-100,-82,-72,-100,-79,-62,-62,-100,-100,-100,-100,-89,-48,-100,-100,-100,-73,-72,-60,-60,-100,-89,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-60,-59,-100,-100,-100,-100,-78,-77,-79,-79,-77,-79,-77,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-77,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-100,-100,-78,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-78,-78,-100,-100,-82,-78,-78,-100,-60,-60,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-79,-100,-82,-69,-100,-78,-65,-60,-100,-100,-100,-100,-90,-46,-100,-100,-100,-69,-70,-59,-59,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-58,-58,-100,-100,-100,-100,-76,-100,-80,-81,-77,-80,-77,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-80,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-87,-87,-79,-100,-100,-83,-83,-100,-100,-100,-100,-100,-80,-79,-100,-100,-100,-77,-100,-100,-100,-100,-82,-82,-82,-78,-78,-100,-100,-82,-79,-79,-100,-61,-61,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-83,-100,-100,-100,-100,-100,-79,-100,-82,-70,-100,-79,-65,-61,-100,-100,-100,-100,-88,-47,-100,-100,-100,-71,-72,-59,-59,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-59,-59,-100,-100,-100,-100,-79,-77,-80,-81,-76,-80,-77,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-79,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-83,-100,-80,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-84,-84,-79,-100,-100,-83,-83,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-70,-100,-100,-100,-100,-79,-79,-79,-69,-69,-100,-100,-100,-78,-78,-88,-63,-63,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-83,-100,-100,-100,-74,-100,-69,-100,-79,-68,-100,-78,-65,-62,-100,-100,-100,-100,-100,-48,-74,-100,-100,-68,-68,-65,-65,-100,-83,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-60,-60,-100,-100,-100,-100,-73,-71,-82,-82,-71,-82,-71,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-73,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-84,-84,-81,-100,-100,-83,-83,-100,-100,-100,-100,-83,-81,-75,-100,-100,-100,-71,-100,-100,-100,-100,-79,-79,-79,-71,-72,-100,-100,-100,-75,-75,-88,-65,-65,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-81,-83,-91,-100,-100,-75,-100,-71,-100,-79,-68,-100,-75,-67,-64,-100,-100,-100,-100,-86,-49,-76,-82,-82,-68,-69,-66,-65,-100,-82,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-62,-61,-100,-100,-100,-100,-76,-71,-77,-77,-73,-77,-74,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-76,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-100,-84,-81,-100,-100,-84,-85,-100,-100,-100,-100,-83,-81,-75,-100,-100,-100,-70,-100,-100,-100,-100,-78,-78,-78,-71,-71,-100,-100,-100,-75,-75,-100,-64,-64,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-81,-85,-91,-100,-100,-75,-100,-71,-100,-78,-68,-100,-75,-66,-64,-100,-100,-100,-100,-86,-52,-76,-82,-82,-68,-68,-65,-64,-100,-83,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-61,-100,-100,-100,-100,-75,-73,-78,-77,-74,-77,-73,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-75,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-84,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-84,-84,-80,-80,-79,-84,-85,-100,-100,-100,-100,-100,-79,-74,-100,-100,-100,-70,-100,-100,-100,-100,-78,-78,-78,-71,-71,-100,-100,-100,-76,-76,-100,-65,-65,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-79,-85,-100,-100,-100,-100,-100,-71,-100,-78,-68,-100,-76,-66,-65,-100,-100,-100,-100,-87,-52,-100,-81,-81,-67,-68,-64,-65,-100,-81,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-61,-100,-100,-100,-100,-74,-72,-79,-79,-72,-79,-72,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-75,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-85,-85,-80,-79,-79,-85,-85,-100,-100,-100,-100,-100,-81,-74,-100,-100,-100,-70,-100,-100,-100,-100,-77,-77,-77,-70,-70,-100,-100,-100,-77,-77,-100,-65,-65,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-77,-85,-100,-100,-100,-75,-100,-71,-100,-77,-69,-100,-77,-66,-65,-100,-100,-100,-100,-87,-50,-74,-81,-82,-69,-69,-64,-64,-100,-81,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-62,-100,-100,-100,-100,-75,-72,-78,-77,-72,-78,-72,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-76,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-85,-85,-80,-80,-81,-85,-85,-89,-100,-100,-100,-100,-80,-76,-100,-100,-100,-70,-100,-100,-100,-100,-77,-77,-78,-71,-71,-100,-100,-100,-75,-75,-100,-65,-65,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-80,-85,-100,-100,-100,-76,-100,-72,-100,-77,-68,-100,-75,-64,-65,-100,-100,-100,-100,-86,-51,-76,-82,-82,-67,-68,-63,-64,-100,-81,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-61,-100,-100,-100,-100,-75,-73,-79,-79,-73,-79,-73,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-75,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-100,-100,-77,-84,-82,-78,-78,-91,-100,-100,-78,-80,-81,-78,-100,-100,-100,-73,-100,-100,-100,-100,-81,-81,-81,-100,-72,-100,-100,-100,-76,-77,-100,-68,-67,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-77,-90,-100,-100,-79,-100,-100,-100,-81,-68,-100,-77,-72,-68,-100,-100,-100,-100,-100,-48,-100,-80,-80,-68,-68,-59,-60,-100,-80,-100,-60,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-71,-70,-100,-100,-100,-100,-100,-73,-71,-100,-100,-70,-87,-71,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-70,-73,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-100,-100,-75,-84,-82,-81,-81,-91,-100,-100,-78,-80,-81,-78,-100,-100,-100,-71,-100,-100,-100,-100,-80,-80,-80,-100,-70,-100,-100,-100,-76,-76,-100,-67,-67,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-90,-100,-100,-79,-100,-70,-100,-80,-70,-100,-76,-70,-67,-100,-100,-100,-100,-100,-46,-100,-80,-80,-70,-70,-59,-60,-100,-87,-100,-60,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-68,-100,-100,-100,-100,-72,-71,-84,-84,-71,-84,-70,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-69,-72,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-100,-88,-81,-81,-100,-85,-84,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-74,-100,-100,-100,-100,-82,-82,-82,-73,-73,-100,-100,-83,-78,-78,-100,-67,-67,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-80,-100,-73,-100,-81,-70,-100,-78,-68,-67,-100,-100,-100,-100,-100,-49,-80,-84,-84,-70,-70,-60,-60,-100,-84,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-69,-100,-100,-100,-100,-72,-70,-85,-85,-70,-86,-70,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-70,-72,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-100,-88,-80,-80,-82,-85,-84,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-78,-100,-100,-100,-100,-82,-81,-82,-72,-72,-100,-100,-83,-78,-78,-100,-68,-68,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-85,-100,-100,-100,-80,-100,-73,-100,-82,-70,-100,-78,-68,-68,-100,-100,-100,-100,-89,-42,-80,-84,-83,-70,-70,-61,-61,-100,-83,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-69,-100,-100,-100,-100,-73,-70,-85,-85,-70,-85,-70,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-69,-72,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-81,-81,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-100,-100,-81,-81,-81,-84,-84,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-79,-100,-100,-100,-100,-82,-82,-82,-72,-73,-100,-100,-82,-77,-77,-100,-68,-68,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-84,-100,-100,-100,-100,-100,-73,-100,-82,-70,-100,-78,-68,-66,-100,-100,-100,-100,-89,-48,-100,-84,-83,-70,-70,-61,-61,-100,-84,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-69,-100,-100,-100,-100,-73,-71,-86,-85,-70,-87,-70,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-69,-72,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-81,-81,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-100,-88,-81,-81,-82,-85,-84,-100,-100,-100,-100,-100,-85,-80,-100,-100,-100,-78,-100,-100,-100,-100,-82,-82,-82,-73,-72,-100,-100,-82,-78,-78,-100,-67,-67,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-82,-84,-100,-100,-100,-80,-100,-73,-100,-82,-70,-100,-77,-69,-68,-100,-100,-100,-100,-100,-48,-100,-84,-84,-70,-70,-61,-61,-100,-84,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-70,-70,-100,-100,-100,-100,-73,-71,-86,-86,-70,-87,-71,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-69,-72,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-82,-82,-100,-100,-100,-81,-81,-100,-67,-67,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-73,-68,-100,-100,-100,-100,-89,-39,-78,-100,-100,-100,-100,-67,-67,-100,-87,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-63,-63,-100,-100,-100,-100,-68,-80,-86,-100,-100,-86,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-68,-68,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-100,-100,-78,-100,-84,-86,-86,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-83,-100,-100,-100,-100,-88,-88,-88,-82,-82,-100,-100,-100,-80,-80,-100,-69,-69,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-82,-100,-89,-75,-100,-81,-70,-68,-100,-100,-100,-100,-89,-41,-78,-100,-100,-74,-74,-69,-69,-100,-88,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-66,-66,-100,-100,-100,-100,-68,-80,-87,-86,-100,-86,-83,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-67,-69,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-100,-100,-80,-100,-84,-85,-85,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-83,-100,-100,-100,-100,-88,-88,-88,-82,-83,-100,-100,-100,-80,-80,-100,-68,-68,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-82,-100,-83,-100,-88,-73,-100,-80,-73,-68,-100,-100,-100,-100,-100,-42,-78,-100,-100,-75,-75,-67,-67,-100,-86,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-66,-100,-100,-100,-100,-69,-84,-87,-87,-100,-87,-83,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-67,-68,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-100,-100,-79,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-79,-100,-100,-100,-100,-88,-88,-100,-100,-83,-100,-100,-100,-80,-80,-100,-68,-68,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-100,-100,-82,-100,-83,-100,-88,-73,-100,-80,-73,-68,-100,-100,-100,-100,-88,-41,-100,-100,-100,-74,-75,-67,-67,-100,-88,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-66,-66,-100,-100,-100,-100,-68,-84,-87,-87,-100,-87,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-68,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-100,-100,-79,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-88,-88,-100,-100,-83,-100,-100,-100,-80,-80,-100,-68,-68,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-86,-100,-100,-100,-100,-100,-100,-100,-88,-74,-100,-80,-73,-68,-100,-100,-100,-100,-88,-42,-100,-100,-100,-74,-74,-67,-67,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-66,-100,-100,-100,-100,-68,-100,-86,-86,-82,-86,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-67,-68,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-100,-100,-80,-100,-100,-85,-85,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-78,-100,-100,-100,-100,-88,-88,-100,-83,-83,-100,-100,-100,-80,-79,-100,-68,-68,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-86,-100,-100,-100,-100,-100,-82,-100,-88,-74,-100,-80,-73,-69,-100,-100,-100,-100,-100,-42,-100,-100,-100,-74,-75,-67,-67,-100,-88,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-66,-100,-100,-100,-100,-68,-100,-86,-86,-82,-86,-83,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-67,-68,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
