b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:35:02,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:39:d2,80:8d:b7:55:35:10,80:8d:b7:55:39:d1,80:8d:b7:55:35:03,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:d0,38:17:c3:1f:01:91,38:17:c3:1f:01:90,80:8d:b7:55:25:e3,38:17:c3:1f:01:92,38:17:c3:1f:01:81,80:8d:b7:55:25:e1,00:4e:35:df:06:40,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,44:48:c1:a5:82:21,80:8d:b7:55:25:f1,00:4e:35:df:06:42,00:4e:35:df:06:41,44:48:c1:a5:82:22,80:8d:b7:55:3a:51,38:17:c3:19:d7:72,44:48:c1:a5:82:20,80:8d:b7:55:3a:50,80:8d:b7:55:3a:52,44:48:c1:a5:82:31,38:17:c3:19:d7:71,38:17:c3:19:d7:70,20:a6:cd:50:24:a2,38:17:c3:19:d7:61,44:48:c1:a5:82:30,38:17:c3:19:d7:60,44:48:c1:a5:82:32,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,00:4e:35:df:06:52,00:4e:35:df:06:51,38:17:c3:1e:ff:12,20:a6:cd:50:24:b0,ac:e2:d3:c4:08:e6,80:8d:b7:55:35:13,b0:be:76:f8:30:5e,38:17:c3:1f:01:82,80:8d:b7:55:39:c0,80:8d:b7:55:25:e0,80:8d:b7:55:25:e2,20:a6:cd:50:24:b2,00:4e:35:df:06:50,38:17:c3:19:45:b0,80:8d:b7:55:3a:41,38:17:c3:19:d7:62,80:8d:b7:55:3a:40,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,66:2a:2f:53:7c:99,38:17:c3:1f:01:80,80:8d:b7:55:3a:42,20:a6:cd:50:24:b1,38:17:c3:19:45:b2,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,38:17:c3:19:55:50,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,38:17:c3:19:45:a1,38:17:c3:19:55:51,b4:5d:50:e1:92:31,b4:5d:50:e1:92:33,68:ff:7b:e4:af:39,38:17:c3:1f:09:83,38:17:c3:19:45:b1,38:17:c3:19:45:a0,00:4e:35:de:e1:12,b4:5d:50:e1:92:23,38:17:c3:1f:22:31,38:17:c3:1f:22:30,38:17:c3:19:45:a2,60:32:b1:3e:1a:b7,38:17:c3:19:55:52,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,38:17:c3:1f:08:50,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,00:4e:35:de:e1:11,00:4e:35:de:e1:01,00:4e:35:de:e1:00,00:4e:35:de:e1:10,00:4e:35:de:e1:02,b4:5d:50:e1:92:20,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1f:08:51,38:17:c3:1f:08:52,00:4e:35:de:d7:52,38:17:c3:1f:22:20,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,68:ff:7b:e4:af:38,00:4e:35:df:0e:12,38:17:c3:19:71:91,38:17:c3:19:71:90,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,00:4e:35:de:d7:41,38:17:c3:19:71:92,38:17:c3:1f:22:32,38:17:c3:1f:08:41,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:1f:22:21,38:17:c3:1f:08:40,38:17:c3:1f:08:42,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b0,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:a0,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:4f:10,38:17:c3:24:4f:01,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1b:08:b0,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:19:71:81,00:4e:35:df:0e:00,00:4e:35:de:d7:43,00:4e:35:de:d7:42,00:4e:35:de:d7:40,x,y,timestamp
-30,-81,-81,-100,-100,-89,-90,-90,-100,-100,-100,-86,-85,-84,-87,-85,-90,-83,-100,-83,-100,-100,-78,-100,-100,-79,-65,-72,-72,-72,-100,-72,-64,-67,-100,-71,-100,-100,-71,-70,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-64,-63,-100,-100,-100,-86,-56,-100,-100,-79,-100,-100,-64,-100,-77,-100,-75,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-81,-79,-78,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-66,-66,-66,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-83,-82,-82,-100,-100,-87,-86,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,188,8099907625502
-46,-77,-81,-87,-100,-100,-100,-100,-100,-100,-100,-86,-86,-84,-88,-83,-90,-83,-100,-83,-100,-100,-100,-100,-100,-79,-67,-100,-74,-75,-86,-76,-66,-67,-86,-73,-100,-87,-72,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-100,-100,-100,-90,-55,-100,-100,-79,-100,-100,-65,-100,-77,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-81,-77,-78,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-70,-70,-70,-100,-100,-100,-100,-77,-77,-77,-100,-100,-100,-80,-81,-100,-100,-100,-87,-86,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,188,8103285556334
-47,-76,-100,-87,-100,-87,-87,-87,-100,-100,-100,-86,-87,-84,-87,-84,-100,-100,-100,-84,-100,-100,-76,-100,-100,-100,-65,-78,-78,-79,-86,-79,-65,-65,-86,-69,-100,-87,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-65,-100,-100,-100,-88,-55,-100,-100,-100,-100,-100,-65,-100,-75,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-73,-79,-78,-73,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-70,-67,-100,-100,-100,-100,-75,-76,-77,-100,-100,-100,-80,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,188,8106599936229
-33,-100,-100,-100,-100,-87,-87,-87,-100,-100,-100,-87,-87,-84,-87,-84,-100,-100,-80,-84,-100,-100,-76,-100,-100,-100,-66,-76,-76,-77,-100,-75,-66,-65,-100,-74,-100,-100,-74,-74,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-66,-65,-100,-100,-100,-87,-56,-100,-100,-100,-100,-100,-65,-100,-75,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-77,-79,-79,-77,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-68,-70,-67,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-80,-83,-80,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,188,8109906703102
-34,-78,-82,-100,-100,-87,-86,-87,-100,-100,-100,-88,-100,-85,-88,-85,-100,-100,-100,-85,-100,-100,-100,-100,-100,-80,-70,-76,-76,-78,-100,-78,-70,-69,-100,-73,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-65,-100,-100,-100,-87,-57,-100,-82,-79,-79,-100,-64,-100,-82,-100,-80,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,176,8164041527665
-34,-81,-82,-100,-100,-87,-86,-87,-100,-100,-100,-88,-100,-85,-88,-86,-100,-100,-82,-86,-100,-100,-100,-100,-100,-80,-70,-78,-76,-78,-100,-77,-69,-69,-100,-71,-100,-100,-71,-70,-90,-100,-100,-100,-100,-88,-100,-89,-100,-100,-65,-66,-100,-100,-100,-87,-57,-100,-82,-79,-79,-100,-66,-100,-81,-100,-80,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-78,-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,176,8167199123185
-36,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-85,-89,-85,-100,-100,-82,-84,-100,-100,-82,-100,-100,-81,-71,-81,-80,-79,-100,-81,-70,-70,-100,-68,-100,-100,-69,-68,-88,-100,-100,-100,-100,-88,-100,-89,-100,-100,-65,-66,-100,-100,-100,-88,-58,-100,-84,-81,-80,-100,-66,-100,-81,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-76,-80,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,176,8170505446673
-35,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-87,-86,-87,-100,-100,-82,-87,-100,-100,-82,-100,-100,-81,-71,-81,-80,-79,-100,-79,-70,-70,-100,-70,-100,-100,-70,-70,-88,-100,-100,-100,-100,-86,-100,-100,-100,-100,-64,-64,-100,-100,-100,-87,-57,-100,-84,-81,-80,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-79,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-72,-100,-73,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,176,8173725924380
-33,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-85,-86,-89,-84,-100,-100,-82,-86,-100,-100,-100,-100,-100,-100,-71,-80,-78,-80,-100,-80,-70,-70,-100,-70,-100,-100,-71,-71,-100,-100,-100,-100,-100,-87,-100,-88,-100,-100,-63,-62,-100,-100,-100,-91,-57,-100,-100,-81,-80,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-77,-100,-80,-76,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-71,-70,-70,-100,-100,-100,-100,-72,-72,-74,-100,-100,-100,-78,-77,-77,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,176,8176911263754
-32,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-87,-88,-84,-100,-83,-84,-87,-100,-100,-77,-100,-100,-80,-68,-77,-78,-77,-100,-77,-69,-67,-100,-70,-100,-100,-71,-71,-100,-100,-100,-100,-100,-87,-100,-88,-100,-100,-66,-66,-100,-100,-100,-87,-57,-100,-85,-81,-81,-100,-66,-100,-78,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-77,-80,-79,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-70,-70,-100,-100,-100,-100,-72,-72,-74,-100,-100,-100,-78,-76,-76,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,176,8180203438649
-30,-75,-100,-78,-100,-84,-84,-84,-100,-100,-88,-85,-86,-84,-92,-84,-100,-83,-83,-83,-100,-100,-75,-100,-100,-100,-69,-78,-77,-79,-100,-78,-69,-69,-100,-74,-100,-100,-74,-73,-90,-100,-100,-100,-100,-89,-100,-90,-100,-100,-66,-66,-100,-100,-100,-90,-50,-100,-100,-100,-78,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-81,-82,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-65,-70,-71,-100,-100,-100,-100,-71,-100,-68,-100,-100,-100,-69,-70,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,163,8229334940557
-29,-83,-100,-78,-100,-84,-84,-84,-100,-100,-88,-100,-100,-84,-91,-84,-100,-83,-83,-83,-100,-100,-100,-100,-100,-100,-70,-77,-76,-77,-100,-77,-70,-70,-100,-73,-100,-100,-72,-73,-90,-100,-92,-100,-100,-89,-100,-90,-100,-100,-66,-66,-100,-100,-100,-90,-47,-100,-100,-100,-100,-100,-66,-100,-78,-100,-76,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-81,-80,-80,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-71,-100,-100,-100,-100,-68,-68,-68,-100,-100,-100,-70,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,163,8232599538212
-39,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-81,-89,-81,-100,-100,-100,-81,-100,-100,-81,-100,-100,-100,-70,-75,-76,-75,-100,-77,-67,-70,-100,-75,-100,-100,-73,-73,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-64,-64,-100,-100,-100,-89,-47,-100,-100,-100,-100,-100,-64,-100,-78,-100,-76,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-83,-83,-82,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-73,-74,-100,-100,-100,-100,-68,-69,-70,-100,-100,-100,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,163,8236002307638
-31,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-80,-90,-79,-100,-100,-100,-80,-100,-100,-81,-100,-100,-100,-69,-75,-76,-75,-100,-76,-67,-69,-100,-75,-100,-100,-75,-74,-87,-100,-100,-100,-100,-87,-100,-87,-100,-100,-64,-64,-100,-100,-100,-90,-47,-100,-100,-100,-100,-100,-64,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-83,-80,-81,-84,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-75,-73,-74,-100,-100,-100,-100,-68,-69,-70,-100,-100,-100,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,163,8239264874251
-28,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-90,-79,-100,-82,-82,-80,-100,-100,-100,-100,-100,-100,-69,-75,-77,-75,-100,-76,-67,-69,-100,-74,-100,-100,-74,-74,-87,-100,-100,-100,-100,-89,-100,-87,-100,-100,-66,-66,-100,-100,-100,-90,-47,-100,-82,-83,-100,-100,-66,-100,-76,-100,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-83,-83,-81,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,163,8242604657948
-44,-82,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-84,-90,-83,-100,-80,-82,-84,-100,-100,-87,-100,-100,-85,-67,-77,-76,-77,-100,-76,-67,-67,-100,-75,-100,-100,-77,-75,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-68,-67,-100,-100,-100,-89,-48,-100,-82,-83,-85,-100,-67,-100,-73,-100,-70,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-82,-81,-82,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-88,-86,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,163,8245908062999
-28,-100,-100,-100,-100,-84,-84,-85,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-100,-88,-100,-100,-86,-100,-100,-85,-68,-80,-81,-81,-100,-81,-68,-68,-100,-80,-100,-100,-81,-80,-90,-100,-100,-100,-100,-91,-100,-90,-100,-100,-72,-72,-100,-100,-100,-100,-41,-100,-100,-84,-100,-100,-71,-100,-75,-100,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-85,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-70,-100,-70,-100,-100,-100,-65,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,151,8300991898290
-40,-83,-100,-100,-100,-84,-84,-89,-100,-100,-100,-100,-100,-87,-90,-89,-100,-100,-100,-88,-100,-100,-86,-100,-100,-85,-68,-78,-79,-79,-100,-77,-68,-69,-100,-80,-100,-100,-81,-80,-90,-100,-100,-100,-100,-91,-100,-90,-100,-100,-69,-70,-100,-100,-100,-100,-41,-100,-100,-84,-100,-100,-69,-100,-76,-100,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-82,-81,-81,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-67,-68,-68,-100,-100,-100,-66,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,151,8304262478341
-46,-82,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-87,-88,-89,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-68,-80,-80,-81,-89,-80,-68,-69,-100,-81,-100,-88,-81,-80,-87,-100,-100,-100,-100,-89,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-39,-100,-83,-100,-100,-100,-72,-100,-76,-100,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-85,-81,-81,-85,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-76,-100,-100,-100,-100,-69,-68,-70,-100,-100,-100,-67,-66,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,151,8307578366673
-41,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-83,-90,-100,-100,-100,-100,-100,-100,-71,-80,-84,-85,-87,-84,-71,-69,-88,-78,-100,-86,-78,-78,-88,-100,-100,-100,-100,-89,-100,-100,-100,-100,-68,-69,-100,-100,-100,-88,-40,-100,-83,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-84,-81,-82,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-69,-71,-70,-100,-100,-100,-67,-66,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,151,8310845128390
-49,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-85,-100,-100,-83,-86,-100,-100,-83,-100,-100,-100,-67,-100,-83,-84,-90,-83,-70,-69,-88,-81,-100,-90,-80,-80,-88,-100,-100,-100,-100,-88,-100,-88,-100,-100,-71,-71,-100,-100,-100,-91,-40,-100,-100,-100,-100,-100,-71,-100,-77,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-83,-83,-83,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-74,-76,-76,-100,-100,-100,-100,-69,-70,-69,-100,-100,-100,-67,-65,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,151,8314079215785
-33,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-88,-87,-100,-82,-100,-88,-100,-100,-83,-100,-100,-100,-69,-81,-82,-83,-90,-81,-70,-69,-89,-81,-100,-88,-80,-80,-88,-100,-100,-100,-100,-88,-100,-88,-100,-100,-71,-71,-100,-100,-100,-88,-41,-100,-82,-100,-100,-100,-70,-100,-77,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-82,-83,-83,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-74,-100,-100,-100,-100,-100,-100,-69,-70,-69,-100,-100,-100,-65,-65,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,151,8317451582086
