ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,80:8d:b7:55:25:f0,80:8d:b7:55:39:c1,80:8d:b7:55:25:f1,80:8d:b7:55:39:d2,80:8d:b7:55:25:f2,80:8d:b7:55:39:d1,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:25:f3,80:8d:b7:55:39:d0,38:17:c3:1f:01:91,38:17:c3:1f:01:92,44:48:c1:a5:82:22,38:17:c3:1f:01:90,38:17:c3:19:d7:72,38:17:c3:19:d7:71,44:48:c1:a5:82:21,44:48:c1:a5:82:20,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:70,b0:be:76:f8:30:5e,44:48:c1:a5:82:31,44:48:c1:a5:82:32,44:48:c1:a5:82:30,80:8d:b7:55:3a:51,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,38:17:c3:1e:ff:01,80:8d:b7:55:3a:52,20:a6:cd:50:24:a2,38:17:c3:1e:ff:11,38:17:c3:1e:ff:00,80:8d:b7:55:3a:50,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,38:17:c3:19:45:b0,00:4e:35:df:06:52,38:17:c3:1f:01:82,38:17:c3:1f:01:81,80:8d:b7:55:35:03,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:62,66:2a:2f:53:7c:99,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,b4:5d:50:e1:92:23,80:8d:b7:55:25:e3,80:8d:b7:55:25:e2,60:32:b1:3e:1a:b8,20:a6:cd:50:24:b2,20:a6:cd:50:24:b0,38:17:c3:19:45:b1,00:4e:35:df:06:51,20:a6:cd:50:24:b1,00:4e:35:df:06:50,38:17:c3:1f:01:80,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,00:4e:35:df:06:42,38:17:c3:19:55:50,00:4e:35:df:06:41,72:32:b1:3e:1a:b7,00:4e:35:df:06:40,00:4e:35:de:e1:12,60:32:b1:3e:1a:b7,38:17:c3:19:71:90,38:17:c3:1f:22:30,38:17:c3:19:55:51,00:4e:35:de:e1:10,68:ff:7b:e4:af:38,38:17:c3:19:55:52,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,38:17:c3:19:45:a0,b4:5d:50:e1:92:33,00:4e:35:de:e1:11,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:22,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,00:4e:35:de:e1:02,00:4e:35:de:e1:01,00:4e:35:de:e1:00,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:d7:51,00:4e:35:de:d7:50,68:ff:7b:e4:af:39,38:17:c3:1f:08:50,00:4e:35:de:d7:42,00:4e:35:de:d7:43,00:4e:35:de:d7:40,a8:bd:27:4c:bd:30,38:17:c3:19:71:82,38:17:c3:19:71:92,38:17:c3:19:71:91,a8:bd:27:4c:bd:22,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1e:fc:b0,38:17:c3:1f:22:31,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:21,00:4e:35:df:0e:12,38:17:c3:1f:22:32,a8:bd:27:4c:bd:32,00:4e:35:df:0e:10,00:4e:35:df:0e:11,a8:bd:27:4c:bd:31,00:4e:35:df:0e:02,38:17:c3:1e:fc:b1,00:4e:35:df:0e:01,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:4f:10,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,00:4e:35:de:d7:41,x,y,timestamp
-77,-100,-100,-100,-100,-100,-100,-89,-87,-88,-100,-79,-100,-75,-79,-76,-82,-75,-83,-100,-100,-100,-75,-83,-100,-100,-86,-100,-100,-100,-85,-86,-100,-100,-47,-100,-100,-88,-74,-100,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-70,-100,-70,-100,-79,-78,-100,-100,-100,-72,-70,-100,-100,-84,-100,-100,-100,-73,-84,-100,-72,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-69,-100,-100,-100,-100,-68,-68,-100,-100,-70,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,-15,3069649161692
-100,-100,-100,-100,-100,-100,-100,-89,-87,-88,-100,-100,-100,-75,-100,-76,-82,-77,-83,-100,-100,-100,-76,-83,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-47,-100,-100,-100,-73,-100,-100,-100,-73,-100,-100,-100,-74,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-70,-100,-70,-100,-79,-100,-100,-100,-100,-72,-100,-100,-69,-84,-100,-100,-100,-72,-85,-100,-72,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-72,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-68,-100,-100,-100,-100,-68,-68,-91,-100,-71,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,-15,3072845158930
-77,-100,-100,-100,-86,-85,-85,-88,-89,-89,-88,-80,-79,-75,-79,-75,-83,-77,-84,-100,-100,-100,-75,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-92,-73,-100,-100,-100,-73,-100,-100,-100,-74,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-70,-100,-70,-100,-79,-100,-100,-100,-70,-72,-70,-100,-70,-84,-100,-100,-100,-72,-84,-100,-72,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-72,-72,-74,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-69,-100,-100,-90,-100,-70,-68,-89,-100,-71,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,-15,3075935245700
-78,-100,-100,-100,-86,-85,-85,-89,-87,-88,-88,-80,-79,-76,-79,-76,-83,-77,-84,-100,-100,-100,-77,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-89,-100,-90,-73,-100,-100,-100,-73,-100,-100,-100,-72,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-70,-100,-69,-100,-80,-81,-100,-100,-70,-72,-70,-100,-70,-84,-100,-100,-100,-72,-83,-100,-72,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-74,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-67,-100,-100,-90,-100,-70,-69,-89,-100,-71,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,-15,3079177535334
-64,-100,-100,-100,-100,-100,-100,-86,-86,-86,-87,-100,-84,-80,-84,-80,-80,-80,-81,-100,-100,-100,-80,-81,-100,-100,-86,-100,-100,-100,-87,-88,-100,-91,-47,-89,-89,-90,-77,-100,-100,-100,-77,-100,-100,-100,-76,-100,-100,-100,-73,-100,-100,-85,-100,-100,-100,-90,-78,-78,-100,-100,-77,-80,-100,-100,-100,-100,-74,-100,-73,-100,-80,-80,-100,-100,-71,-79,-70,-100,-100,-87,-100,-100,-100,-79,-88,-100,-80,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-67,-100,-100,-100,-100,-66,-68,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,-37,3121262431360
-76,-100,-100,-100,-85,-85,-85,-86,-86,-86,-87,-100,-84,-81,-84,-81,-80,-80,-81,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-90,-77,-100,-100,-100,-77,-100,-100,-100,-77,-100,-100,-100,-74,-100,-100,-85,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-69,-79,-70,-100,-71,-87,-100,-100,-100,-79,-86,-100,-80,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-71,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,-37,3124504885785
-100,-100,-100,-79,-85,-84,-85,-86,-86,-85,-85,-100,-100,-81,-100,-81,-81,-80,-81,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-77,-100,-100,-100,-77,-100,-100,-100,-77,-100,-100,-100,-75,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-75,-100,-100,-100,-100,-100,-69,-80,-70,-100,-71,-86,-100,-100,-100,-100,-90,-100,-80,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-71,-72,-73,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-66,-100,-100,-100,-100,-68,-68,-91,-100,-78,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,-37,3127656361409
-79,-82,-83,-82,-85,-84,-100,-86,-86,-85,-85,-100,-100,-81,-100,-81,-81,-80,-81,-100,-100,-100,-82,-81,-100,-100,-88,-100,-100,-100,-86,-87,-100,-100,-47,-100,-100,-100,-77,-100,-100,-100,-77,-100,-100,-100,-77,-100,-100,-100,-75,-100,-100,-86,-100,-100,-100,-100,-77,-78,-79,-100,-100,-100,-100,-100,-100,-100,-76,-100,-75,-100,-100,-100,-100,-100,-71,-80,-70,-100,-100,-87,-100,-100,-100,-80,-87,-100,-80,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-73,-72,-72,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-68,-100,-100,-100,-100,-68,-68,-91,-100,-78,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,-37,3130784441096
-78,-82,-83,-82,-83,-84,-85,-86,-86,-85,-85,-100,-100,-81,-100,-81,-81,-81,-81,-100,-100,-100,-82,-81,-100,-100,-88,-100,-100,-100,-86,-87,-100,-100,-47,-100,-100,-100,-77,-100,-100,-100,-77,-100,-100,-100,-78,-100,-100,-100,-75,-100,-100,-86,-100,-100,-100,-100,-77,-78,-79,-100,-100,-100,-100,-100,-100,-100,-76,-100,-75,-100,-100,-100,-100,-100,-69,-80,-69,-100,-68,-84,-100,-100,-100,-80,-84,-100,-80,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-73,-72,-72,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-68,-100,-100,-100,-100,-100,-68,-100,-100,-78,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,-37,3133904001042
-79,-80,-100,-83,-83,-84,-85,-84,-85,-84,-84,-100,-100,-82,-100,-82,-80,-82,-81,-100,-100,-100,-82,-80,-100,-100,-87,-100,-100,-100,-88,-100,-100,-100,-48,-100,-100,-100,-78,-100,-100,-100,-77,-100,-100,-100,-78,-100,-100,-100,-74,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-75,-100,-100,-100,-100,-100,-69,-80,-69,-100,-68,-84,-100,-100,-100,-80,-84,-100,-80,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-73,-72,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-68,-100,-100,-100,-100,-100,-68,-100,-100,-78,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,-37,3137107102708
-77,-100,-100,-100,-100,-100,-100,-91,-90,-100,-100,-80,-79,-85,-79,-85,-80,-85,-80,-100,-100,-100,-85,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-88,-75,-100,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-100,-89,-100,-100,-100,-100,-78,-100,-100,-100,-87,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-72,-100,-100,-92,-100,-73,-72,-100,-100,-70,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,-58,3184558054721
-78,-100,-100,-100,-100,-100,-100,-90,-89,-90,-90,-80,-79,-85,-79,-84,-80,-84,-80,-100,-100,-100,-85,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-90,-74,-100,-100,-100,-74,-100,-100,-100,-75,-100,-100,-100,-75,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-84,-86,-100,-100,-100,-100,-77,-100,-77,-100,-89,-100,-100,-100,-71,-81,-71,-100,-71,-84,-100,-100,-100,-78,-84,-100,-78,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-71,-100,-100,-100,-72,-100,-100,-90,-100,-73,-72,-100,-100,-70,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,-58,3187622791126
-79,-82,-81,-83,-87,-100,-87,-90,-89,-90,-90,-80,-79,-83,-79,-84,-80,-84,-80,-100,-100,-100,-84,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-90,-74,-100,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-75,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-84,-86,-100,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-71,-79,-71,-100,-71,-84,-100,-100,-100,-78,-84,-100,-78,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-78,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-70,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,-58,3190756772791
-78,-82,-81,-82,-87,-100,-87,-90,-91,-100,-100,-80,-79,-84,-79,-84,-80,-84,-80,-100,-100,-100,-84,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-100,-86,-86,-100,-100,-71,-79,-71,-100,-71,-85,-100,-100,-100,-78,-86,-100,-78,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-78,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-70,-100,-100,-100,-72,-100,-100,-91,-100,-73,-73,-100,-100,-70,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,-58,3193990757842
-79,-100,-100,-82,-86,-85,-100,-89,-90,-100,-100,-100,-80,-83,-80,-83,-81,-84,-80,-100,-100,-100,-83,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-90,-90,-91,-74,-100,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-77,-79,-79,-100,-100,-100,-100,-100,-100,-100,-74,-100,-75,-100,-86,-86,-100,-100,-71,-86,-71,-100,-71,-84,-100,-100,-100,-78,-84,-100,-78,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-78,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-70,-100,-100,-100,-73,-100,-100,-92,-100,-73,-73,-100,-100,-70,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,-58,3197202719508
-76,-100,-100,-82,-86,-85,-100,-89,-90,-100,-100,-100,-80,-83,-80,-84,-81,-84,-80,-100,-100,-100,-83,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-90,-90,-90,-74,-100,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-74,-100,-100,-100,-100,-100,-71,-81,-72,-100,-71,-83,-100,-100,-100,-79,-84,-100,-78,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-73,-100,-100,-92,-100,-100,-100,-100,-100,-71,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,-58,3200416368204
-100,-100,-100,-100,-88,-88,-86,-100,-100,-100,-100,-100,-100,-83,-88,-84,-86,-83,-86,-100,-100,-100,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-100,-75,-100,-100,-100,-76,-100,-100,-100,-76,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-73,-100,-74,-100,-100,-100,-100,-100,-70,-78,-70,-100,-70,-89,-100,-100,-100,-78,-89,-100,-78,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-71,-100,-72,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-91,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,257,-80,3249006862248
-77,-100,-100,-100,-88,-88,-86,-100,-100,-100,-100,-77,-78,-83,-88,-83,-85,-83,-86,-100,-100,-100,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-89,-76,-100,-100,-100,-75,-100,-100,-100,-76,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-70,-76,-70,-100,-70,-89,-100,-100,-100,-77,-89,-100,-77,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-71,-74,-72,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-70,-100,-100,-91,-100,-70,-69,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,257,-80,3252066910945
-76,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-84,-83,-83,-86,-83,-85,-83,-86,-100,-100,-100,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-89,-76,-100,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-72,-100,-71,-100,-100,-100,-100,-100,-70,-78,-69,-100,-69,-88,-100,-100,-100,-77,-88,-100,-77,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-71,-74,-72,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-69,-100,-100,-90,-100,-70,-69,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,257,-80,3255253151829
-76,-100,-100,-100,-100,-88,-88,-100,-91,-100,-100,-84,-83,-83,-86,-83,-85,-83,-86,-100,-100,-100,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-71,-100,-72,-100,-87,-87,-100,-100,-69,-75,-69,-100,-69,-88,-100,-100,-100,-75,-88,-100,-75,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-69,-100,-100,-90,-100,-69,-70,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,257,-80,3258414720109
-78,-100,-100,-83,-100,-100,-100,-100,-91,-100,-100,-100,-100,-83,-100,-83,-86,-83,-86,-100,-100,-100,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-75,-100,-100,-100,-76,-100,-100,-100,-77,-100,-100,-100,-73,-100,-100,-86,-100,-100,-100,-100,-100,-100,-82,-100,-100,-86,-100,-100,-100,-100,-71,-100,-72,-100,-87,-87,-100,-100,-69,-77,-69,-100,-69,-87,-100,-100,-100,-76,-87,-100,-75,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-69,-100,-100,-90,-100,-70,-70,-100,-100,-78,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,257,-80,3261593356306
-77,-100,-100,-83,-86,-87,-87,-100,-100,-100,-100,-100,-100,-84,-100,-83,-86,-83,-86,-100,-100,-100,-83,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-74,-100,-100,-100,-71,-100,-100,-86,-100,-100,-100,-100,-100,-100,-82,-100,-100,-86,-100,-100,-100,-100,-71,-100,-72,-100,-100,-87,-100,-100,-100,-77,-100,-100,-69,-87,-100,-100,-100,-76,-87,-100,-76,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-77,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,257,-80,3264488971774
-80,-83,-83,-82,-100,-88,-87,-89,-88,-100,-100,-82,-82,-100,-82,-86,-84,-100,-85,-100,-100,-100,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-74,-100,-100,-100,-75,-100,-100,-100,-74,-100,-100,-100,-76,-100,-100,-86,-100,-100,-100,-90,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-76,-100,-77,-100,-100,-100,-100,-100,-74,-100,-74,-100,-73,-86,-100,-100,-100,-81,-86,-100,-81,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-82,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-65,-100,-100,-100,-66,-100,-100,-100,-100,-64,-64,-100,-100,-65,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,-101,3312718554255
-79,-83,-83,-82,-100,-88,-87,-91,-91,-100,-100,-82,-83,-86,-85,-86,-84,-100,-85,-100,-100,-100,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-91,-74,-100,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-76,-100,-100,-86,-100,-100,-100,-90,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-76,-100,-76,-100,-87,-85,-100,-100,-74,-83,-74,-100,-73,-86,-100,-100,-100,-81,-86,-100,-81,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-82,-100,-100,-87,-87,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-66,-100,-100,-100,-66,-100,-100,-100,-100,-64,-64,-100,-100,-65,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,-101,3315839403994
-82,-100,-100,-100,-100,-100,-100,-91,-91,-100,-100,-83,-83,-85,-83,-100,-86,-85,-85,-100,-100,-100,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-91,-91,-74,-100,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-77,-100,-100,-86,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-87,-85,-100,-100,-74,-82,-74,-100,-100,-85,-100,-100,-100,-82,-86,-100,-81,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-66,-100,-100,-100,-100,-65,-66,-100,-100,-65,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,-101,3319102018784
