60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:00:b0,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,38:17:c3:1f:00:a0,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:42,44:48:c1:91:d0:04,b4:5d:50:e1:96:41,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c3,38:17:c3:1f:14:02,b4:5d:50:e1:96:40,38:17:c3:1f:14:01,38:17:c3:1f:14:00,38:17:c3:19:45:a1,b4:5d:50:e1:96:52,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,9c:d6:43:60:92:e0,38:17:c3:19:45:a2,44:48:c1:91:d0:11,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d2,38:17:c3:24:47:50,38:17:c3:1f:09:83,38:17:c3:19:45:a0,44:48:c1:91:d0:12,38:17:c3:24:47:51,38:17:c3:1f:14:12,38:17:c3:24:47:52,a8:bd:27:4c:aa:83,38:17:c3:1f:09:82,38:17:c3:1f:09:80,38:17:c3:1f:14:11,38:17:c3:1f:14:10,44:48:c1:91:95:b1,38:17:c3:1f:09:93,44:48:c1:91:95:b0,44:48:c1:91:95:b2,38:17:c3:1f:09:90,44:48:c1:91:95:b3,38:17:c3:1f:09:92,38:17:c3:1f:09:91,a8:bd:27:4c:aa:90,38:17:c3:19:45:b2,38:17:c3:19:45:b1,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,20:a6:cd:42:13:f0,a8:bd:27:4c:aa:91,ac:e2:d3:c4:08:e6,44:48:c1:91:d0:01,44:48:c1:91:95:a3,44:48:c1:91:d0:02,a8:bd:27:4c:aa:92,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:1f:19:d0,20:a6:cd:42:13:f2,72:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,44:48:c1:91:d0:00,b6:e6:2d:69:d5:58,44:48:c1:91:95:a0,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,44:48:c1:91:95:a2,38:17:c3:1f:09:81,44:48:c1:91:95:a1,a8:bd:27:4c:aa:80,38:17:c3:1f:19:f0,38:17:c3:1f:19:c2,44:48:c1:91:aa:30,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,38:17:c3:19:d7:70,20:a6:cd:42:0b:e1,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:60,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:d7:62,38:17:c3:19:d7:61,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,38:17:c3:19:36:30,80:8d:b7:55:25:e3,66:2a:2f:53:7c:99,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:25:e2,38:17:c3:1e:ff:10,80:8d:b7:55:3a:40,80:8d:b7:55:35:03,b0:be:76:f8:30:5e,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:51,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:3a:52,80:8d:b7:55:35:12,80:8d:b7:55:35:11,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,38:17:c3:19:71:90,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:02,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,38:17:c3:19:71:91,80:8d:b7:55:29:d0,80:8d:b7:55:39:c1,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,20:a6:cd:50:24:a0,38:17:c3:1e:ff:00,68:ff:7b:e4:af:39,80:8d:b7:55:39:d0,80:8d:b7:55:29:c0,38:17:c3:1e:ff:01,00:4e:35:df:06:50,00:4e:35:df:06:52,38:17:c3:1f:22:30,00:4e:35:df:06:41,00:4e:35:df:06:40,00:4e:35:df:06:42,20:a6:cd:50:24:b2,20:a6:cd:50:24:b0,20:a6:cd:50:24:b1,68:ff:7b:e4:af:38,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:4d:00,80:8d:b7:55:4d:01,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,x,y,timestamp
-100,-100,-71,-71,-71,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-55,-55,-100,-100,-57,-100,-100,-56,-56,-80,-80,-100,-80,-88,-80,-79,-100,-100,-100,-100,-100,-83,-100,-83,-84,-82,-82,-82,-83,-82,-82,-83,-100,-81,-91,-82,-81,-100,-100,-80,-80,-81,-86,-100,-100,-86,-100,-100,-80,-87,-88,-100,-100,-100,-100,-88,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,706,2897362136654
-100,-100,-71,-71,-71,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-86,-100,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-55,-55,-100,-100,-58,-100,-100,-58,-57,-80,-80,-100,-80,-100,-80,-79,-78,-79,-78,-100,-100,-100,-84,-100,-84,-82,-82,-81,-83,-82,-82,-83,-84,-85,-91,-100,-81,-100,-90,-100,-100,-81,-86,-100,-100,-100,-100,-81,-80,-100,-100,-80,-100,-100,-100,-88,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,706,2899249079882
-100,-100,-71,-71,-71,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-86,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-54,-100,-54,-54,-100,-100,-56,-100,-100,-56,-56,-81,-80,-100,-100,-100,-81,-81,-78,-79,-78,-100,-100,-100,-87,-100,-100,-82,-82,-83,-83,-82,-82,-83,-85,-81,-91,-82,-82,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-80,-77,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,706,2901029226027
-100,-100,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-89,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-55,-55,-100,-100,-51,-100,-100,-50,-51,-87,-87,-100,-100,-100,-87,-88,-82,-100,-82,-100,-100,-77,-82,-100,-100,-87,-86,-84,-85,-100,-85,-85,-85,-79,-100,-78,-78,-85,-100,-100,-100,-100,-100,-85,-100,-100,-100,-79,-79,-100,-100,-100,-79,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,706,2953150333976
-100,-100,-77,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-89,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-56,-56,-100,-100,-51,-100,-100,-50,-51,-87,-87,-100,-100,-88,-86,-85,-82,-100,-82,-100,-100,-77,-82,-100,-100,-87,-86,-84,-85,-86,-85,-85,-84,-79,-100,-78,-78,-85,-100,-80,-100,-100,-100,-85,-100,-100,-100,-79,-79,-100,-100,-100,-79,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,706,2954966103455
-100,-100,-77,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-56,-56,-100,-100,-52,-100,-100,-51,-51,-85,-86,-100,-77,-90,-86,-85,-100,-100,-100,-100,-79,-88,-82,-79,-79,-87,-100,-84,-85,-86,-84,-84,-86,-79,-100,-80,-78,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,706,2956831681892
-100,-100,-76,-77,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-56,-56,-100,-100,-52,-100,-100,-52,-51,-85,-84,-100,-77,-90,-86,-85,-100,-100,-100,-100,-79,-80,-81,-79,-79,-100,-90,-85,-85,-100,-85,-84,-100,-78,-100,-79,-78,-100,-100,-100,-100,-80,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,706,2958689743714
-100,-100,-77,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-55,-55,-100,-100,-51,-100,-100,-50,-50,-85,-86,-100,-100,-93,-86,-85,-100,-100,-100,-100,-100,-79,-82,-82,-79,-100,-90,-85,-85,-100,-84,-83,-83,-78,-100,-79,-78,-100,-100,-100,-100,-79,-100,-87,-100,-85,-100,-100,-100,-86,-85,-100,-80,-100,-100,-100,-79,-100,-100,-100,-89,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,706,2960470933453
-100,-100,-77,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-56,-57,-100,-100,-51,-100,-100,-50,-50,-86,-86,-100,-79,-93,-86,-85,-100,-100,-100,-80,-79,-79,-82,-79,-79,-100,-88,-83,-84,-88,-84,-83,-87,-100,-100,-79,-100,-100,-100,-80,-81,-79,-87,-87,-100,-90,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-79,-100,-100,-100,-89,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,706,2962307848660
-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-61,-61,-100,-100,-52,-100,-100,-51,-52,-79,-80,-100,-77,-88,-80,-80,-78,-80,-79,-100,-100,-78,-86,-100,-100,-84,-84,-89,-90,-85,-88,-88,-85,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,706,2999492623438
-100,-100,-71,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-59,-60,-100,-100,-52,-100,-100,-53,-54,-81,-80,-100,-77,-89,-80,-80,-78,-80,-79,-100,-100,-78,-85,-100,-100,-84,-84,-89,-90,-85,-88,-88,-100,-85,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,706,3001238404114
-100,-100,-72,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-59,-60,-100,-100,-52,-100,-100,-53,-53,-80,-80,-100,-100,-89,-80,-80,-100,-100,-100,-100,-83,-78,-85,-100,-83,-84,-82,-88,-89,-82,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-78,-81,-86,-85,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,706,3002947428072
-100,-100,-72,-72,-73,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-59,-60,-100,-100,-53,-100,-100,-53,-53,-81,-81,-100,-100,-89,-81,-82,-100,-100,-100,-100,-83,-71,-82,-100,-83,-82,-82,-88,-89,-82,-88,-90,-100,-86,-100,-100,-85,-100,-100,-100,-78,-81,-85,-85,-100,-100,-100,-76,-100,-100,-100,-76,-100,-100,-100,-88,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,706,3004756518384
-100,-100,-72,-72,-73,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-56,-56,-100,-100,-53,-100,-100,-53,-53,-80,-80,-100,-79,-90,-79,-81,-78,-100,-79,-100,-100,-71,-85,-100,-100,-82,-82,-89,-89,-82,-88,-90,-100,-86,-100,-100,-85,-100,-100,-100,-100,-81,-85,-100,-100,-86,-87,-76,-76,-87,-86,-76,-82,-86,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,706,3006574017029
-100,-100,-100,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-57,-57,-100,-100,-53,-100,-100,-53,-53,-80,-80,-100,-78,-90,-81,-80,-78,-100,-79,-100,-100,-77,-85,-100,-100,-83,-83,-88,-88,-84,-89,-87,-100,-84,-100,-82,-83,-100,-100,-80,-78,-84,-100,-100,-100,-82,-87,-76,-76,-83,-83,-76,-82,-86,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,706,3008397112549
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-48,-48,-100,-100,-53,-100,-100,-53,-53,-90,-89,-100,-100,-87,-89,-100,-82,-83,-82,-80,-80,-78,-81,-79,-80,-86,-86,-87,-88,-86,-87,-87,-82,-100,-100,-100,-100,-100,-100,-80,-80,-100,-81,-82,-100,-100,-100,-75,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,623,706,3060399952790
-100,-100,-77,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-47,-47,-100,-100,-53,-100,-100,-53,-53,-86,-89,-100,-100,-87,-86,-100,-82,-83,-82,-80,-80,-78,-81,-79,-80,-86,-86,-87,-88,-85,-87,-87,-82,-100,-100,-100,-100,-100,-100,-80,-80,-83,-81,-82,-100,-100,-100,-76,-74,-100,-100,-77,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,623,706,3062082067685
-100,-100,-73,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-47,-47,-100,-100,-53,-100,-100,-53,-53,-86,-100,-100,-100,-87,-86,-90,-100,-83,-100,-100,-100,-78,-81,-100,-80,-87,-87,-87,-88,-87,-87,-87,-85,-85,-100,-82,-84,-100,-100,-100,-100,-83,-82,-81,-100,-100,-100,-76,-74,-100,-100,-77,-100,-100,-100,-80,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,623,706,3063953685444
-100,-100,-73,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-47,-47,-100,-100,-53,-100,-100,-54,-53,-84,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-78,-81,-100,-80,-87,-87,-86,-87,-85,-87,-87,-100,-85,-100,-82,-84,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-80,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,623,706,3065777452163
-100,-100,-77,-78,-75,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-47,-47,-100,-100,-57,-100,-100,-57,-57,-86,-86,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-85,-79,-100,-100,-85,-86,-85,-87,-85,-87,-86,-84,-90,-91,-90,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-75,-76,-100,-100,-76,-81,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,623,706,3067535219870
-100,-100,-74,-74,-74,-79,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-47,-47,-100,-100,-54,-100,-100,-54,-53,-86,-86,-100,-100,-100,-100,-85,-83,-100,-100,-100,-100,-85,-81,-100,-100,-85,-86,-85,-87,-86,-87,-87,-84,-90,-91,-90,-100,-100,-100,-100,-100,-81,-100,-79,-100,-88,-100,-75,-76,-100,-100,-75,-81,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,623,706,3069325497526
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-63,-63,-100,-100,-65,-100,-100,-59,-59,-83,-83,-100,-100,-86,-83,-83,-100,-100,-79,-76,-100,-82,-86,-100,-100,-100,-100,-88,-89,-100,-87,-87,-100,-81,-100,-80,-82,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-76,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,640,706,3150551058589
