b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,38:17:c3:1f:01:82,38:17:c3:1f:01:80,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:25:e2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,80:8d:b7:55:35:03,80:8d:b7:55:35:02,38:17:c3:19:d7:71,38:17:c3:19:d7:70,38:17:c3:19:d7:61,38:17:c3:19:d7:60,b0:be:76:f8:30:5e,20:a6:cd:50:24:a2,80:8d:b7:55:3a:50,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:25:f2,38:17:c3:1f:01:92,80:8d:b7:55:25:f3,ac:e2:d3:c4:08:e6,38:17:c3:1f:01:91,44:48:c1:a5:82:31,44:48:c1:a5:82:30,38:17:c3:1e:ff:11,38:17:c3:1f:01:90,44:48:c1:a5:82:32,38:17:c3:1e:ff:10,00:4e:35:df:06:42,00:4e:35:df:06:52,20:a6:cd:50:24:b0,80:8d:b7:55:39:d1,38:17:c3:1f:01:81,38:17:c3:19:d7:72,80:8d:b7:55:35:01,80:8d:b7:55:35:00,38:17:c3:19:d7:62,60:32:b1:3e:1a:b8,b4:5d:50:e1:92:23,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,38:17:c3:1e:ff:12,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,00:4e:35:df:06:41,44:48:c1:a5:82:21,44:48:c1:a5:82:22,44:48:c1:a5:82:20,00:4e:35:df:06:40,80:8d:b7:55:25:e3,80:8d:b7:55:3a:40,20:a6:cd:50:24:a0,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,72:32:b1:3e:1a:b8,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:19:45:b0,66:2a:2f:53:7c:99,20:a6:cd:50:24:a1,38:17:c3:19:45:a0,38:17:c3:19:45:b2,38:17:c3:19:45:b1,00:4e:35:de:e1:12,38:17:c3:19:71:90,38:17:c3:19:55:50,00:4e:35:de:e1:10,38:17:c3:19:55:52,38:17:c3:1f:22:30,68:ff:7b:e4:af:39,38:17:c3:19:55:51,00:4e:35:de:e1:11,b4:5d:50:e1:92:32,00:4e:35:de:e1:02,b4:5d:50:e1:92:31,b4:5d:50:e1:92:33,72:32:b1:3e:1a:b7,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,b4:5d:50:e1:92:30,38:17:c3:1f:08:50,60:32:b1:3e:1a:b7,38:17:c3:1f:08:51,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:d7:51,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:d7:50,00:4e:35:de:e1:01,00:4e:35:de:e1:00,00:4e:35:de:d7:43,00:4e:35:de:d7:42,00:4e:35:de:d7:41,68:ff:7b:e4:af:38,38:17:c3:1f:22:32,38:17:c3:1f:08:52,a8:bd:27:4c:bd:21,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:1f:22:31,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:19:71:91,38:17:c3:1f:22:20,00:4e:35:df:0e:12,38:17:c3:19:36:30,38:17:c3:19:55:41,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,a8:bd:27:4c:bd:20,38:17:c3:19:71:92,00:4e:35:df:0e:10,38:17:c3:1f:08:42,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:22,00:4e:35:df:0e:00,00:4e:35:df:0e:11,00:4e:35:df:0e:02,38:17:c3:19:45:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:58:a2,38:17:c3:24:4f:10,38:17:c3:24:58:b1,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,00:4e:35:de:d7:40,x,y,timestamp
-40,-100,-100,-100,-82,-100,-100,-100,-100,-100,-79,-79,-66,-65,-64,-79,-79,-78,-73,-73,-78,-79,-83,-85,-86,-84,-70,-100,-66,-75,-76,-66,-65,-75,-100,-77,-88,-100,-83,-84,-100,-100,-84,-100,-75,-81,-100,-73,-100,-83,-79,-81,-85,-100,-100,-78,-79,-100,-100,-100,-69,-69,-75,-76,-76,-78,-75,-78,-69,-100,-100,-100,-100,-100,-81,-82,-100,-78,-100,-100,-100,-100,-81,-89,-74,-80,-75,-88,-100,-74,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-91,-100,-85,-100,-100,-100,-100,-91,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-90,-100,-81,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,295,2392963879398
-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-64,-65,-64,-76,-77,-100,-73,-73,-78,-79,-82,-83,-100,-100,-69,-100,-64,-75,-74,-64,-64,-75,-100,-75,-100,-100,-83,-86,-100,-100,-84,-100,-74,-81,-100,-73,-100,-84,-79,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-78,-75,-76,-100,-100,-100,-100,-100,-100,-78,-80,-100,-79,-100,-100,-100,-100,-82,-100,-77,-82,-77,-88,-100,-79,-82,-100,-86,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-89,-90,-100,-85,-100,-100,-100,-100,-87,-100,-100,-100,-78,-78,-91,-100,-100,-100,-100,-90,-100,-78,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,295,2396441215073
-40,-73,-100,-100,-100,-100,-100,-86,-100,-100,-81,-100,-70,-69,-100,-80,-81,-100,-73,-73,-78,-80,-88,-89,-100,-100,-70,-100,-65,-72,-73,-65,-66,-72,-100,-72,-100,-100,-81,-81,-100,-100,-82,-100,-73,-74,-100,-73,-100,-89,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-68,-72,-69,-70,-70,-72,-78,-67,-100,-100,-100,-100,-100,-75,-75,-100,-90,-100,-100,-100,-100,-87,-100,-79,-100,-79,-100,-100,-80,-87,-100,-85,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,277,2455739751353
-38,-79,-100,-100,-100,-100,-100,-87,-100,-100,-81,-81,-73,-69,-100,-80,-80,-82,-74,-74,-81,-79,-88,-88,-100,-100,-65,-100,-64,-71,-71,-64,-64,-71,-100,-70,-100,-100,-81,-81,-100,-100,-80,-100,-73,-77,-100,-75,-100,-88,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-73,-73,-74,-74,-72,-78,-68,-100,-100,-100,-100,-100,-76,-77,-100,-89,-100,-100,-100,-100,-84,-100,-77,-86,-77,-89,-100,-78,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-92,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,277,2459026391300
-49,-80,-100,-100,-100,-100,-100,-87,-100,-100,-81,-80,-75,-75,-76,-80,-80,-82,-74,-74,-78,-81,-88,-88,-100,-100,-67,-100,-63,-70,-70,-63,-63,-70,-100,-70,-100,-100,-80,-80,-100,-100,-80,-100,-73,-74,-100,-74,-100,-88,-79,-80,-100,-100,-100,-100,-82,-100,-100,-100,-67,-66,-73,-73,-74,-74,-74,-100,-68,-100,-100,-100,-100,-100,-74,-74,-100,-89,-100,-100,-100,-100,-85,-100,-75,-85,-74,-89,-100,-76,-85,-100,-87,-100,-100,-100,-100,-100,-100,-100,-87,-100,-89,-100,-100,-100,-92,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,277,2462429706246
-45,-83,-100,-100,-100,-88,-100,-87,-100,-100,-81,-80,-75,-75,-76,-80,-80,-82,-75,-74,-78,-81,-88,-89,-100,-100,-66,-100,-63,-71,-71,-63,-63,-71,-100,-72,-100,-100,-78,-79,-100,-100,-79,-100,-73,-74,-100,-74,-100,-88,-100,-80,-100,-100,-100,-100,-82,-100,-100,-100,-67,-66,-73,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-75,-74,-100,-100,-100,-100,-100,-100,-84,-100,-79,-84,-78,-89,-100,-79,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-87,-100,-89,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,277,2465824534422
-45,-80,-100,-100,-100,-88,-100,-87,-100,-100,-81,-82,-76,-76,-100,-81,-80,-100,-75,-74,-78,-100,-89,-89,-100,-100,-63,-100,-63,-70,-70,-63,-63,-70,-100,-70,-100,-100,-78,-79,-100,-100,-79,-100,-74,-76,-100,-74,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-68,-100,-75,-77,-76,-100,-100,-67,-100,-100,-100,-100,-100,-75,-76,-100,-88,-100,-100,-100,-100,-86,-100,-79,-86,-78,-89,-100,-79,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,277,2469070111192
-45,-100,-100,-100,-100,-88,-100,-87,-100,-100,-81,-81,-76,-76,-100,-81,-80,-100,-73,-73,-77,-80,-89,-89,-100,-100,-65,-100,-63,-70,-70,-63,-63,-70,-100,-70,-100,-100,-77,-76,-100,-100,-77,-100,-73,-74,-100,-73,-100,-91,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-74,-78,-77,-76,-74,-100,-67,-100,-100,-100,-100,-100,-73,-74,-100,-88,-100,-100,-100,-100,-83,-100,-79,-86,-78,-86,-100,-79,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-100,-100,-91,-91,-100,-84,-83,-100,-100,-100,-100,-100,-89,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,277,2472363358690
-40,-79,-100,-100,-100,-100,-100,-84,-100,-100,-84,-84,-75,-75,-75,-84,-83,-100,-73,-73,-76,-79,-86,-89,-100,-100,-68,-100,-63,-70,-70,-63,-63,-70,-100,-69,-92,-100,-80,-81,-100,-100,-80,-100,-72,-75,-100,-73,-100,-85,-79,-80,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-73,-76,-77,-77,-69,-82,-100,-100,-100,-100,-100,-100,-76,-72,-100,-87,-100,-100,-100,-100,-83,-100,-76,-84,-76,-87,-86,-76,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-87,-100,-100,-100,-100,-92,-100,-86,-100,-100,-100,-100,-100,-100,-89,-100,-76,-75,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-89,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,277,2511380760915
-40,-78,-100,-100,-100,-100,-100,-84,-100,-100,-77,-84,-75,-71,-75,-76,-77,-79,-71,-71,-76,-79,-88,-87,-100,-100,-68,-100,-63,-69,-70,-63,-63,-70,-100,-69,-100,-100,-78,-78,-100,-100,-79,-100,-72,-73,-100,-70,-100,-88,-81,-81,-100,-100,-100,-100,-80,-100,-100,-100,-69,-68,-73,-77,-78,-79,-73,-78,-100,-100,-100,-100,-100,-100,-73,-72,-100,-89,-100,-100,-100,-100,-83,-100,-75,-84,-76,-87,-86,-76,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-87,-100,-100,-100,-92,-92,-100,-86,-100,-100,-100,-100,-85,-100,-89,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,277,2514816633622
-40,-100,-100,-100,-100,-100,-84,-100,-100,-100,-81,-81,-73,-72,-100,-80,-81,-79,-70,-71,-77,-81,-88,-88,-100,-100,-69,-100,-64,-69,-70,-63,-63,-70,-100,-69,-100,-100,-79,-80,-100,-100,-79,-100,-72,-77,-100,-70,-100,-88,-81,-81,-100,-100,-100,-100,-80,-100,-100,-100,-69,-68,-73,-77,-78,-75,-73,-78,-69,-100,-100,-100,-100,-100,-77,-77,-100,-89,-100,-100,-100,-100,-82,-100,-78,-83,-76,-100,-100,-76,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-92,-92,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,277,2518224185235
-44,-77,-100,-82,-80,-88,-84,-89,-100,-100,-80,-81,-74,-73,-74,-80,-80,-100,-73,-73,-77,-81,-87,-88,-100,-100,-69,-100,-64,-69,-70,-64,-64,-70,-100,-69,-100,-100,-78,-79,-100,-100,-79,-100,-100,-78,-100,-71,-100,-88,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-67,-64,-74,-74,-73,-75,-73,-80,-69,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-86,-100,-76,-85,-76,-89,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,277,2521559979765
-46,-79,-78,-79,-80,-86,-85,-86,-100,-100,-80,-79,-74,-73,-74,-78,-79,-84,-73,-73,-81,-80,-87,-88,-100,-100,-70,-100,-64,-70,-70,-64,-64,-70,-100,-70,-100,-100,-82,-82,-100,-100,-81,-100,-72,-78,-100,-73,-100,-88,-80,-79,-100,-100,-100,-85,-82,-100,-100,-100,-67,-64,-74,-77,-77,-76,-73,-80,-100,-100,-100,-100,-100,-100,-77,-79,-100,-100,-100,-100,-100,-100,-86,-100,-76,-85,-77,-89,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,277,2524932313462
-46,-79,-78,-79,-100,-85,-85,-84,-100,-100,-79,-79,-74,-72,-100,-78,-79,-84,-73,-73,-81,-80,-89,-89,-100,-100,-73,-100,-64,-70,-71,-64,-64,-70,-100,-70,-100,-100,-81,-82,-100,-100,-82,-100,-72,-76,-100,-73,-100,-88,-79,-79,-100,-100,-100,-85,-82,-100,-100,-100,-100,-66,-72,-76,-76,-76,-72,-79,-100,-100,-100,-100,-100,-100,-76,-75,-100,-89,-100,-100,-100,-100,-84,-100,-76,-84,-77,-89,-100,-76,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-87,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,277,2528334520700
-36,-73,-100,-100,-83,-84,-83,-84,-100,-100,-81,-80,-80,-100,-79,-80,-80,-100,-79,-79,-100,-100,-89,-87,-100,-100,-62,-100,-67,-72,-74,-67,-67,-73,-100,-72,-100,-100,-78,-78,-100,-100,-78,-100,-75,-73,-100,-78,-100,-88,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-67,-66,-75,-76,-78,-79,-73,-77,-67,-100,-100,-100,-100,-100,-72,-72,-100,-87,-100,-100,-100,-100,-87,-100,-78,-88,-79,-88,-100,-77,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-75,-75,-87,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,259,2576026630370
-34,-100,-100,-100,-83,-84,-83,-84,-100,-100,-82,-82,-80,-100,-79,-81,-83,-100,-77,-75,-100,-100,-89,-87,-100,-100,-60,-100,-65,-73,-73,-65,-67,-73,-100,-72,-91,-100,-79,-78,-100,-100,-79,-100,-74,-72,-100,-75,-100,-88,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-67,-66,-75,-73,-73,-74,-73,-73,-65,-100,-100,-100,-100,-100,-71,-71,-100,-87,-100,-100,-100,-100,-84,-100,-78,-84,-79,-92,-100,-77,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-74,-74,-87,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,259,2579281042712
-46,-82,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-79,-80,-78,-77,-76,-100,-100,-89,-89,-100,-100,-60,-100,-66,-72,-71,-66,-67,-70,-100,-71,-100,-100,-81,-80,-100,-100,-81,-100,-74,-72,-100,-76,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-74,-75,-76,-100,-73,-68,-100,-100,-100,-100,-100,-71,-71,-100,-89,-100,-100,-100,-100,-84,-100,-80,-84,-79,-92,-100,-78,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,259,2582640847919
-37,-77,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-79,-80,-79,-77,-76,-80,-86,-89,-91,-100,-100,-60,-100,-66,-72,-71,-66,-66,-71,-100,-73,-100,-100,-80,-80,-100,-100,-80,-100,-73,-72,-100,-76,-100,-86,-100,-87,-100,-100,-100,-82,-100,-100,-100,-100,-100,-69,-73,-74,-73,-73,-74,-100,-68,-100,-100,-100,-100,-100,-71,-71,-100,-89,-100,-100,-100,-100,-84,-100,-83,-86,-82,-88,-100,-81,-84,-100,-85,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-91,-100,-100,-85,-84,-100,-100,-100,-90,-100,-100,-81,-77,-76,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-81,-100,-100,-100,-100,-100,-93,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,259,2585905801407
-37,-75,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-78,-81,-80,-79,-75,-75,-80,-86,-89,-87,-100,-100,-61,-100,-66,-72,-72,-66,-66,-72,-100,-73,-100,-100,-80,-81,-100,-100,-80,-100,-73,-74,-100,-76,-100,-88,-100,-87,-85,-100,-100,-82,-100,-100,-100,-100,-67,-100,-73,-74,-77,-73,-74,-100,-67,-100,-100,-100,-100,-100,-71,-74,-100,-89,-100,-100,-100,-100,-83,-100,-78,-84,-77,-88,-100,-77,-82,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-86,-84,-100,-100,-100,-90,-100,-100,-81,-77,-76,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,259,2589308389531
-32,-76,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-75,-82,-82,-79,-74,-73,-100,-85,-88,-87,-100,-100,-68,-100,-68,-73,-73,-69,-69,-73,-100,-73,-100,-100,-80,-81,-100,-100,-80,-100,-74,-76,-100,-73,-100,-90,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-78,-77,-77,-100,-83,-66,-100,-100,-100,-100,-100,-77,-74,-100,-100,-100,-100,-100,-100,-83,-100,-83,-84,-82,-100,-100,-81,-82,-100,-85,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,259,2592676393436
-44,-78,-84,-100,-85,-82,-82,-81,-100,-100,-81,-100,-100,-100,-100,-82,-81,-100,-75,-75,-81,-81,-100,-100,-100,-100,-69,-100,-72,-73,-75,-72,-72,-73,-100,-73,-100,-100,-80,-81,-100,-100,-80,-100,-71,-74,-100,-75,-100,-100,-81,-81,-100,-100,-100,-75,-100,-100,-100,-100,-69,-69,-69,-75,-76,-76,-70,-76,-100,-100,-100,-100,-100,-100,-74,-74,-100,-88,-100,-100,-100,-100,-85,-100,-73,-85,-73,-87,-100,-73,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-89,-86,-100,-83,-75,-100,-87,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-83,-100,-100,-100,-91,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,241,2639745110970
-37,-72,-84,-100,-85,-85,-83,-84,-100,-100,-80,-81,-100,-100,-100,-81,-81,-78,-75,-75,-79,-82,-100,-100,-100,-100,-62,-100,-72,-73,-73,-72,-71,-73,-100,-74,-100,-100,-81,-82,-100,-100,-82,-100,-70,-76,-100,-74,-100,-100,-81,-81,-100,-100,-100,-77,-76,-100,-100,-100,-68,-69,-69,-75,-76,-76,-69,-75,-71,-100,-100,-100,-100,-100,-75,-76,-100,-86,-100,-100,-100,-100,-85,-100,-74,-84,-75,-85,-100,-74,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-90,-84,-100,-83,-75,-100,-84,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-83,-100,-100,-100,-91,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,241,2643106728834
-37,-80,-100,-100,-100,-85,-83,-84,-100,-100,-80,-80,-77,-77,-78,-81,-81,-78,-75,-75,-79,-82,-100,-90,-100,-100,-62,-100,-75,-74,-73,-74,-74,-73,-100,-73,-100,-100,-82,-83,-100,-100,-83,-100,-70,-76,-100,-75,-100,-100,-81,-81,-100,-100,-100,-77,-79,-100,-100,-100,-71,-69,-69,-100,-79,-100,-69,-77,-71,-100,-100,-100,-100,-100,-76,-76,-100,-86,-100,-100,-100,-100,-84,-100,-74,-84,-74,-85,-100,-74,-83,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-90,-84,-100,-100,-73,-72,-84,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,241,2646432633676
