b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,38:17:c3:1f:01:82,38:17:c3:1f:01:80,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:25:e2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,80:8d:b7:55:35:03,80:8d:b7:55:35:02,38:17:c3:19:d7:71,38:17:c3:19:d7:70,38:17:c3:19:d7:61,38:17:c3:19:d7:60,b0:be:76:f8:30:5e,20:a6:cd:50:24:a2,80:8d:b7:55:3a:50,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:25:f2,38:17:c3:1f:01:92,80:8d:b7:55:25:f3,ac:e2:d3:c4:08:e6,38:17:c3:1f:01:91,44:48:c1:a5:82:31,44:48:c1:a5:82:30,38:17:c3:1e:ff:11,38:17:c3:1f:01:90,44:48:c1:a5:82:32,38:17:c3:1e:ff:10,00:4e:35:df:06:42,00:4e:35:df:06:52,20:a6:cd:50:24:b0,80:8d:b7:55:39:d1,38:17:c3:1f:01:81,38:17:c3:19:d7:72,80:8d:b7:55:35:01,80:8d:b7:55:35:00,38:17:c3:19:d7:62,60:32:b1:3e:1a:b8,b4:5d:50:e1:92:23,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,38:17:c3:1e:ff:12,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,00:4e:35:df:06:41,44:48:c1:a5:82:21,44:48:c1:a5:82:22,44:48:c1:a5:82:20,00:4e:35:df:06:40,80:8d:b7:55:25:e3,80:8d:b7:55:3a:40,20:a6:cd:50:24:a0,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,72:32:b1:3e:1a:b8,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:19:45:b0,66:2a:2f:53:7c:99,20:a6:cd:50:24:a1,38:17:c3:19:45:a0,38:17:c3:19:45:b2,38:17:c3:19:45:b1,00:4e:35:de:e1:12,38:17:c3:19:71:90,38:17:c3:19:55:50,00:4e:35:de:e1:10,38:17:c3:19:55:52,38:17:c3:1f:22:30,68:ff:7b:e4:af:39,38:17:c3:19:55:51,00:4e:35:de:e1:11,b4:5d:50:e1:92:32,00:4e:35:de:e1:02,b4:5d:50:e1:92:31,b4:5d:50:e1:92:33,72:32:b1:3e:1a:b7,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,b4:5d:50:e1:92:30,38:17:c3:1f:08:50,60:32:b1:3e:1a:b7,38:17:c3:1f:08:51,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:d7:51,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:d7:50,00:4e:35:de:e1:01,00:4e:35:de:e1:00,00:4e:35:de:d7:43,00:4e:35:de:d7:42,00:4e:35:de:d7:41,68:ff:7b:e4:af:38,38:17:c3:1f:22:32,38:17:c3:1f:08:52,a8:bd:27:4c:bd:21,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:1f:22:31,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:19:71:91,38:17:c3:1f:22:20,00:4e:35:df:0e:12,38:17:c3:19:36:30,38:17:c3:19:55:41,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,a8:bd:27:4c:bd:20,38:17:c3:19:71:92,00:4e:35:df:0e:10,38:17:c3:1f:08:42,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:22,00:4e:35:df:0e:00,00:4e:35:df:0e:11,00:4e:35:df:0e:02,38:17:c3:19:45:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:58:a2,38:17:c3:24:4f:10,38:17:c3:24:58:b1,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,00:4e:35:de:d7:40,x,y,timestamp
-37,-75,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-67,-66,-67,-74,-74,-79,-72,-72,-72,-78,-85,-84,-85,-100,-62,-100,-69,-79,-79,-71,-70,-78,-100,-80,-86,-100,-71,-72,-100,-100,-71,-100,-75,-74,-100,-72,-100,-85,-78,-79,-86,-87,-100,-80,-77,-100,-100,-100,-69,-100,-75,-69,-69,-70,-73,-100,-100,-100,-100,-100,-100,-100,-75,-74,-100,-81,-100,-100,-100,-100,-78,-94,-83,-78,-82,-100,-100,-82,-79,-100,-83,-87,-87,-100,-100,-100,-100,-100,-88,-90,-100,-100,-100,-87,-88,-89,-88,-82,-84,-85,-86,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,366,2119192678929
-31,-72,-83,-82,-83,-83,-83,-85,-100,-100,-75,-75,-67,-68,-67,-75,-75,-100,-70,-70,-75,-100,-100,-90,-84,-84,-67,-100,-61,-78,-79,-61,-62,-77,-100,-79,-100,-100,-78,-79,-100,-100,-78,-100,-81,-77,-100,-69,-100,-100,-82,-86,-100,-88,-100,-100,-100,-100,-100,-100,-66,-64,-81,-73,-73,-73,-100,-75,-65,-100,-100,-100,-100,-100,-76,-77,-100,-80,-100,-100,-100,-100,-82,-89,-76,-82,-77,-85,-100,-76,-82,-100,-83,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-84,-85,-100,-100,-100,-87,-86,-88,-85,-100,-100,-100,-82,-84,-89,-89,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,348,2176248474012
-38,-77,-100,-100,-100,-83,-82,-100,-100,-100,-74,-74,-69,-70,-70,-74,-74,-100,-71,-70,-84,-86,-100,-100,-84,-84,-67,-100,-61,-78,-78,-61,-62,-77,-100,-79,-100,-100,-77,-77,-100,-100,-77,-100,-81,-77,-100,-70,-100,-100,-82,-87,-85,-88,-100,-100,-100,-100,-100,-100,-63,-63,-81,-73,-73,-73,-81,-75,-63,-100,-100,-100,-100,-100,-77,-77,-100,-88,-100,-100,-100,-100,-78,-100,-76,-82,-77,-85,-100,-76,-78,-100,-83,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-84,-84,-100,-100,-100,-87,-86,-86,-85,-100,-100,-100,-82,-84,-89,-89,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,348,2179767201979
-41,-81,-100,-100,-100,-85,-82,-100,-100,-100,-75,-74,-68,-69,-70,-75,-74,-79,-71,-70,-84,-86,-88,-88,-86,-100,-70,-100,-63,-78,-79,-63,-63,-78,-100,-78,-100,-100,-75,-75,-100,-100,-75,-100,-81,-76,-100,-70,-100,-100,-100,-87,-85,-100,-100,-80,-80,-100,-100,-100,-63,-63,-81,-73,-73,-73,-81,-78,-63,-100,-100,-100,-100,-100,-76,-77,-100,-80,-100,-100,-100,-100,-82,-90,-76,-83,-77,-85,-100,-76,-81,-100,-82,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-84,-84,-100,-100,-100,-100,-100,-87,-85,-100,-100,-100,-79,-85,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,348,2183233842030
-41,-78,-100,-100,-100,-84,-85,-84,-100,-100,-75,-75,-70,-70,-71,-75,-75,-79,-71,-70,-81,-100,-88,-87,-84,-100,-69,-100,-62,-79,-80,-62,-63,-78,-100,-78,-100,-100,-75,-75,-100,-100,-75,-100,-81,-75,-100,-70,-100,-100,-100,-100,-85,-100,-100,-80,-80,-100,-100,-100,-64,-63,-81,-72,-72,-73,-100,-76,-62,-100,-100,-100,-100,-100,-76,-75,-100,-80,-100,-100,-100,-100,-79,-90,-76,-79,-77,-86,-100,-76,-80,-100,-82,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-83,-84,-100,-100,-100,-100,-100,-86,-85,-100,-100,-78,-79,-85,-100,-100,-100,-100,-100,-89,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,348,2186760799945
-40,-77,-100,-100,-100,-84,-83,-83,-100,-100,-76,-77,-70,-70,-71,-76,-76,-80,-71,-70,-81,-100,-100,-87,-84,-100,-66,-100,-61,-79,-80,-60,-61,-80,-100,-80,-100,-100,-75,-75,-100,-100,-75,-100,-81,-76,-100,-71,-100,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-100,-64,-63,-81,-72,-72,-73,-100,-78,-62,-100,-100,-100,-100,-100,-76,-75,-100,-81,-100,-100,-100,-100,-79,-90,-80,-79,-81,-85,-100,-100,-79,-100,-81,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-83,-84,-100,-82,-100,-100,-100,-85,-86,-100,-100,-78,-79,-85,-100,-100,-100,-100,-100,-100,-78,-85,-85,-86,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,348,2190303881142
-40,-76,-100,-100,-100,-84,-83,-83,-100,-100,-76,-77,-69,-100,-68,-76,-77,-80,-71,-70,-100,-100,-100,-100,-100,-100,-66,-100,-65,-79,-79,-64,-64,-77,-100,-77,-100,-100,-77,-78,-100,-100,-77,-100,-79,-76,-100,-71,-100,-100,-86,-100,-100,-100,-82,-100,-100,-100,-100,-100,-65,-65,-80,-72,-72,-73,-80,-78,-65,-100,-100,-100,-100,-100,-77,-77,-100,-81,-100,-100,-100,-100,-79,-90,-80,-78,-81,-85,-100,-100,-79,-100,-82,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-86,-85,-100,-82,-100,-100,-100,-85,-86,-100,-100,-80,-100,-85,-100,-100,-100,-100,-100,-100,-100,-85,-85,-86,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,348,2193829347651
-33,-73,-100,-100,-84,-100,-100,-100,-100,-100,-74,-75,-68,-67,-67,-74,-75,-100,-71,-71,-73,-74,-89,-87,-100,-100,-74,-100,-65,-78,-79,-65,-65,-77,-100,-76,-100,-100,-77,-77,-100,-100,-77,-100,-82,-75,-100,-71,-100,-87,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-75,-75,-100,-81,-100,-100,-100,-100,-100,-88,-80,-100,-80,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,331,2245311188048
-34,-72,-80,-80,-84,-85,-85,-86,-100,-100,-74,-75,-67,-67,-67,-74,-75,-78,-71,-71,-73,-74,-88,-87,-100,-100,-74,-100,-68,-76,-76,-67,-68,-75,-100,-76,-88,-100,-77,-78,-100,-100,-77,-100,-77,-79,-100,-71,-100,-88,-74,-75,-100,-100,-86,-78,-78,-100,-100,-100,-68,-68,-100,-100,-72,-100,-100,-76,-69,-100,-100,-100,-100,-100,-78,-79,-100,-79,-100,-100,-100,-100,-86,-88,-82,-87,-80,-100,-100,-81,-86,-100,-79,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-85,-86,-86,-85,-80,-79,-100,-100,-100,-100,-86,-100,-100,-100,-100,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,331,2248561304036
-34,-71,-80,-80,-100,-85,-85,-84,-100,-100,-74,-74,-67,-67,-72,-74,-75,-78,-71,-71,-78,-76,-87,-88,-83,-84,-73,-100,-65,-76,-77,-65,-64,-76,-100,-76,-86,-100,-78,-79,-100,-100,-78,-100,-77,-76,-100,-71,-100,-88,-76,-76,-100,-100,-86,-78,-78,-100,-100,-100,-100,-100,-100,-71,-71,-72,-100,-80,-69,-100,-100,-100,-100,-100,-76,-76,-100,-81,-100,-100,-100,-100,-85,-88,-80,-85,-80,-87,-100,-81,-86,-100,-79,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-86,-87,-87,-86,-79,-79,-100,-100,-100,-87,-86,-100,-100,-77,-77,-85,-100,-100,-87,-100,-100,-100,-77,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,331,2251983402056
-33,-73,-80,-100,-75,-85,-87,-84,-100,-100,-74,-75,-67,-69,-68,-75,-75,-100,-71,-71,-78,-76,-87,-87,-83,-84,-74,-100,-66,-76,-77,-65,-64,-74,-100,-76,-90,-100,-79,-79,-100,-100,-80,-100,-100,-76,-100,-71,-100,-87,-76,-76,-100,-100,-86,-78,-78,-100,-100,-100,-100,-100,-100,-71,-71,-73,-100,-80,-69,-100,-100,-100,-100,-100,-75,-75,-100,-80,-100,-100,-100,-100,-85,-88,-80,-85,-80,-86,-84,-79,-87,-100,-79,-100,-100,-100,-89,-100,-88,-100,-89,-100,-100,-100,-100,-86,-87,-86,-86,-79,-79,-100,-100,-100,-87,-86,-100,-100,-77,-77,-85,-100,-100,-89,-100,-100,-100,-77,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,331,2255527074242
-35,-72,-80,-100,-75,-85,-87,-84,-100,-100,-75,-75,-67,-69,-68,-76,-75,-100,-71,-71,-100,-100,-87,-87,-100,-100,-73,-100,-65,-78,-78,-65,-64,-78,-100,-76,-100,-100,-79,-79,-100,-100,-80,-100,-80,-77,-100,-71,-100,-87,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-69,-69,-80,-100,-100,-73,-80,-79,-70,-100,-100,-100,-100,-100,-76,-77,-100,-80,-100,-100,-100,-100,-89,-88,-80,-89,-80,-86,-84,-79,-89,-100,-79,-100,-100,-100,-89,-100,-88,-100,-89,-100,-100,-100,-100,-85,-86,-85,-86,-79,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,331,2259053755074
-35,-74,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-75,-75,-100,-71,-72,-75,-76,-86,-87,-100,-100,-72,-100,-67,-76,-75,-68,-67,-75,-100,-78,-100,-100,-79,-79,-100,-100,-80,-100,-80,-75,-100,-71,-100,-87,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-68,-69,-80,-100,-100,-73,-80,-79,-70,-100,-100,-100,-100,-100,-76,-75,-100,-79,-100,-100,-100,-100,-84,-88,-77,-89,-79,-86,-100,-79,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-87,-86,-87,-100,-80,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,331,2262447425489
-36,-74,-100,-100,-100,-100,-87,-100,-100,-100,-79,-79,-71,-100,-100,-80,-81,-100,-79,-78,-78,-100,-87,-87,-100,-100,-74,-100,-64,-75,-74,-62,-62,-74,-100,-73,-100,-100,-75,-76,-100,-100,-76,-100,-71,-74,-100,-79,-100,-86,-81,-100,-100,-100,-100,-100,-75,-100,-100,-100,-65,-100,-70,-100,-100,-80,-70,-77,-100,-100,-100,-100,-100,-100,-74,-74,-100,-85,-100,-100,-100,-100,-82,-100,-76,-82,-76,-100,-100,-76,-81,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-82,-84,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,313,2317501166302
-40,-100,-100,-100,-84,-87,-87,-87,-100,-100,-79,-79,-73,-74,-73,-80,-80,-100,-76,-76,-78,-84,-87,-87,-100,-100,-70,-100,-61,-74,-74,-62,-62,-74,-100,-73,-100,-100,-76,-76,-100,-100,-76,-100,-70,-73,-100,-75,-100,-86,-81,-84,-100,-88,-100,-100,-75,-100,-100,-100,-65,-100,-70,-80,-77,-80,-71,-77,-100,-100,-100,-100,-100,-100,-73,-73,-100,-83,-100,-100,-100,-100,-81,-100,-76,-82,-76,-89,-100,-76,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-90,-89,-100,-80,-81,-100,-100,-100,-86,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,313,2320757370936
-34,-76,-100,-100,-84,-87,-100,-87,-100,-100,-81,-79,-73,-74,-73,-80,-80,-100,-76,-75,-78,-84,-87,-87,-100,-100,-67,-100,-64,-75,-75,-65,-64,-75,-100,-74,-100,-100,-76,-76,-100,-100,-76,-100,-70,-74,-100,-75,-100,-86,-100,-84,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-70,-81,-80,-100,-71,-100,-100,-100,-100,-100,-100,-100,-74,-73,-100,-84,-100,-100,-100,-100,-79,-100,-77,-79,-78,-89,-100,-76,-78,-100,-86,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-89,-100,-85,-84,-100,-100,-100,-86,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,313,2324159913643
-34,-74,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-72,-72,-72,-80,-80,-74,-75,-75,-78,-100,-87,-87,-100,-100,-68,-100,-64,-74,-74,-65,-64,-74,-100,-74,-90,-100,-76,-76,-100,-100,-76,-100,-100,-74,-100,-75,-100,-86,-100,-100,-100,-100,-100,-74,-73,-100,-100,-100,-66,-67,-100,-81,-80,-80,-100,-75,-66,-100,-100,-100,-100,-100,-74,-73,-100,-84,-100,-100,-100,-100,-78,-100,-79,-79,-79,-100,-100,-79,-78,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-86,-88,-85,-84,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,313,2327466034527
-33,-77,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-72,-72,-72,-80,-78,-74,-75,-75,-79,-83,-87,-87,-100,-100,-67,-100,-64,-75,-74,-65,-64,-74,-100,-74,-100,-100,-76,-76,-100,-100,-76,-100,-69,-74,-100,-75,-100,-87,-100,-83,-100,-100,-100,-74,-73,-100,-100,-100,-66,-65,-70,-100,-100,-80,-70,-75,-65,-100,-100,-100,-100,-100,-74,-74,-100,-84,-100,-100,-100,-100,-80,-100,-80,-79,-80,-88,-100,-79,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-88,-88,-81,-81,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,313,2330208432599
-32,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-72,-72,-80,-79,-100,-75,-75,-79,-82,-86,-87,-100,-100,-67,-100,-62,-75,-74,-63,-62,-74,-100,-74,-100,-100,-76,-76,-100,-100,-76,-100,-69,-73,-100,-75,-100,-86,-83,-83,-100,-100,-100,-74,-100,-100,-100,-100,-66,-65,-68,-78,-78,-78,-70,-100,-64,-100,-100,-100,-100,-100,-74,-74,-100,-87,-100,-100,-100,-100,-81,-100,-80,-80,-80,-88,-100,-79,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,313,2333467644629
-36,-100,-100,-100,-100,-100,-83,-100,-100,-100,-76,-76,-65,-66,-67,-76,-76,-100,-75,-74,-100,-100,-82,-84,-100,-100,-66,-100,-65,-78,-79,-65,-65,-79,-100,-78,-100,-100,-82,-82,-100,-100,-82,-100,-76,-72,-100,-74,-100,-82,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-67,-67,-78,-80,-100,-79,-100,-100,-67,-100,-100,-100,-100,-100,-72,-71,-100,-80,-100,-100,-100,-100,-85,-100,-80,-84,-79,-89,-100,-79,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,295,2379383124090
-37,-76,-100,-100,-100,-83,-83,-84,-100,-100,-76,-76,-66,-67,-66,-76,-76,-80,-74,-74,-100,-100,-84,-84,-100,-100,-66,-100,-67,-77,-78,-67,-66,-79,-100,-77,-90,-100,-82,-81,-100,-100,-81,-100,-76,-75,-100,-74,-100,-83,-100,-100,-100,-100,-89,-79,-81,-100,-100,-100,-69,-69,-78,-80,-80,-79,-100,-75,-67,-100,-100,-100,-100,-100,-75,-75,-100,-79,-100,-100,-100,-100,-85,-90,-78,-85,-78,-88,-100,-79,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-85,-100,-84,-100,-100,-100,-89,-90,-100,-86,-85,-100,-100,-100,-89,-87,-84,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,295,2382693090027
-36,-80,-100,-100,-100,-83,-83,-85,-100,-100,-80,-79,-66,-67,-66,-79,-80,-80,-74,-74,-100,-79,-84,-87,-100,-100,-66,-100,-64,-73,-73,-64,-63,-73,-100,-74,-89,-100,-81,-81,-100,-100,-81,-100,-77,-80,-100,-74,-100,-83,-82,-100,-100,-100,-100,-79,-79,-100,-100,-100,-69,-69,-76,-100,-80,-79,-100,-74,-100,-100,-100,-100,-100,-100,-80,-80,-100,-80,-100,-100,-100,-100,-84,-90,-78,-85,-79,-88,-100,-79,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-100,-89,-90,-100,-85,-100,-100,-100,-100,-89,-87,-84,-100,-100,-100,-87,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,295,2386062963932
-33,-81,-100,-100,-82,-100,-83,-85,-100,-100,-77,-78,-66,-65,-64,-77,-76,-78,-73,-74,-81,-78,-84,-87,-86,-84,-68,-100,-64,-74,-76,-64,-64,-73,-100,-74,-100,-100,-83,-84,-100,-100,-83,-100,-75,-78,-100,-74,-100,-84,-78,-100,-85,-100,-100,-78,-79,-100,-100,-100,-69,-69,-75,-76,-76,-76,-75,-78,-69,-100,-100,-100,-100,-100,-77,-79,-100,-78,-100,-100,-100,-100,-82,-89,-78,-82,-79,-88,-100,-79,-81,-100,-85,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-91,-100,-85,-100,-100,-100,-100,-87,-100,-84,-100,-100,-83,-100,-100,-100,-100,-100,-90,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,295,2389483910076
