b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:35:00,80:8d:b7:55:35:12,80:8d:b7:55:35:01,80:8d:b7:55:39:c2,38:17:c3:1f:01:82,38:17:c3:1f:01:81,38:17:c3:1f:01:80,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:25:e3,80:8d:b7:55:39:c1,80:8d:b7:55:39:d1,b0:be:76:f8:30:5e,80:8d:b7:55:39:d0,80:8d:b7:55:39:d2,38:17:c3:1f:01:90,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:3a:41,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:61,38:17:c3:19:d7:62,80:8d:b7:55:3a:40,80:8d:b7:55:25:f3,38:17:c3:19:d7:72,38:17:c3:19:d7:60,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:25:f2,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:42,44:48:c1:a5:82:30,38:17:c3:1e:ff:00,44:48:c1:a5:82:32,44:48:c1:a5:82:31,20:a6:cd:50:24:a2,38:17:c3:1e:ff:01,38:17:c3:1e:ff:11,38:17:c3:1e:ff:02,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,00:4e:35:df:06:42,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,00:4e:35:df:06:41,38:17:c3:19:45:a1,80:8d:b7:55:3a:51,38:17:c3:19:45:b2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:df:06:51,20:a6:cd:50:24:b1,00:4e:35:df:06:52,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,20:a6:cd:50:24:b2,38:17:c3:19:45:b1,38:17:c3:19:55:50,b4:5d:50:e1:92:33,44:48:c1:a5:82:21,44:48:c1:a5:82:22,44:48:c1:a5:82:20,00:4e:35:df:06:40,80:8d:b7:55:39:c0,00:4e:35:df:06:50,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,80:8d:b7:55:25:e2,72:32:b1:3e:1a:b7,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,00:4e:35:de:e1:12,00:4e:35:de:e1:10,00:4e:35:de:e1:02,68:ff:7b:e4:af:39,38:17:c3:1f:22:30,b4:5d:50:e1:92:20,38:17:c3:1f:09:93,00:4e:35:de:e1:11,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,b4:5d:50:e1:92:23,b4:5d:50:e1:92:31,00:4e:35:de:e1:00,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:19:55:51,00:4e:35:de:e1:01,38:17:c3:19:55:52,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:21,00:4e:35:de:d7:53,00:4e:35:de:d7:52,38:17:c3:1f:08:50,00:4e:35:de:d7:51,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:19:55:41,00:4e:35:de:d7:50,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:71:92,68:ff:7b:e4:af:38,00:4e:35:de:d7:43,38:17:c3:1f:22:31,00:4e:35:df:0e:12,38:17:c3:1f:22:32,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:22:20,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:32,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,00:4e:35:df:0e:00,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:24:4f:02,38:17:c3:24:4f:01,38:17:c3:24:4f:00,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:de:d7:40,x,y,timestamp
-32,-54,-55,-55,-55,-61,-60,-60,-77,-72,-76,-67,-74,-72,-100,-100,-100,-67,-68,-68,-100,-72,-73,-71,-73,-74,-83,-82,-81,-82,-81,-81,-82,-81,-81,-73,-80,-82,-73,-73,-74,-80,-82,-84,-85,-83,-84,-85,-84,-85,-84,-78,-79,-100,-86,-86,-100,-100,-79,-86,-85,-100,-86,-88,-84,-87,-100,-87,-100,-100,-100,-82,-100,-82,-100,-73,-85,-88,-85,-85,-91,-77,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,682,22778139048444
-32,-59,-56,-57,-55,-61,-62,-61,-73,-73,-72,-71,-100,-74,-100,-100,-100,-70,-70,-70,-77,-73,-76,-82,-76,-77,-81,-80,-80,-82,-81,-81,-80,-80,-81,-74,-80,-81,-74,-73,-74,-100,-82,-82,-84,-83,-82,-85,-85,-85,-100,-78,-78,-100,-86,-86,-100,-100,-79,-86,-85,-100,-85,-88,-85,-87,-100,-87,-100,-100,-100,-81,-82,-80,-100,-74,-86,-88,-100,-85,-100,-77,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,682,22781565580214
-36,-49,-57,-56,-57,-60,-61,-59,-69,-71,-72,-65,-72,-69,-100,-100,-100,-65,-65,-64,-100,-69,-75,-100,-76,-76,-75,-75,-74,-100,-74,-74,-100,-100,-100,-80,-75,-100,-80,-80,-80,-82,-85,-84,-100,-84,-85,-100,-100,-83,-100,-82,-81,-100,-84,-83,-86,-100,-82,-100,-82,-100,-84,-87,-85,-88,-91,-88,-90,-100,-100,-100,-100,-100,-100,-68,-84,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,666,22828484073321
-48,-50,-53,-55,-55,-58,-57,-57,-73,-73,-72,-65,-72,-70,-100,-100,-100,-65,-65,-64,-100,-71,-80,-100,-80,-80,-75,-75,-74,-100,-77,-75,-81,-80,-100,-83,-77,-100,-83,-81,-82,-82,-85,-83,-100,-83,-83,-100,-100,-85,-100,-81,-81,-100,-85,-84,-86,-100,-81,-100,-82,-100,-84,-87,-83,-87,-91,-87,-90,-100,-100,-81,-100,-82,-100,-70,-83,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,666,22831839830351
-37,-50,-56,-55,-55,-59,-59,-59,-69,-69,-69,-68,-70,-71,-100,-100,-100,-68,-67,-67,-74,-72,-76,-73,-76,-76,-80,-81,-79,-83,-76,-77,-81,-80,-84,-76,-77,-83,-77,-76,-76,-100,-83,-87,-100,-86,-83,-100,-100,-80,-100,-77,-77,-100,-79,-80,-88,-100,-78,-100,-100,-100,-88,-86,-85,-87,-100,-87,-100,-100,-100,-81,-100,-80,-100,-73,-87,-100,-100,-100,-100,-70,-100,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,666,22835184400298
-41,-50,-55,-54,-55,-58,-59,-58,-69,-68,-69,-71,-69,-71,-100,-78,-100,-72,-70,-70,-74,-72,-75,-73,-76,-76,-80,-79,-79,-81,-78,-78,-80,-80,-82,-75,-78,-80,-75,-76,-76,-79,-82,-87,-100,-86,-100,-100,-100,-79,-100,-78,-77,-84,-79,-79,-88,-100,-78,-100,-85,-100,-85,-86,-84,-86,-100,-87,-100,-100,-100,-100,-100,-80,-100,-73,-87,-100,-87,-100,-100,-70,-100,-71,-72,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,666,22837939809515
-35,-52,-55,-54,-55,-58,-58,-58,-70,-69,-69,-67,-69,-72,-73,-78,-100,-68,-66,-67,-71,-100,-73,-73,-75,-73,-79,-78,-77,-81,-77,-76,-80,-80,-82,-73,-76,-80,-74,-75,-73,-77,-82,-87,-100,-86,-90,-100,-100,-79,-100,-74,-74,-84,-79,-79,-100,-100,-74,-100,-85,-100,-85,-86,-86,-86,-92,-87,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-71,-100,-71,-70,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,666,22841311964045
-35,-49,-58,-58,-58,-58,-58,-58,-67,-68,-69,-68,-68,-72,-73,-78,-78,-68,-69,-69,-71,-100,-77,-77,-76,-75,-76,-75,-75,-100,-77,-78,-81,-100,-100,-75,-78,-80,-74,-75,-75,-100,-100,-83,-100,-82,-85,-100,-100,-79,-100,-78,-74,-100,-79,-79,-100,-100,-78,-100,-100,-100,-87,-86,-86,-89,-92,-86,-100,-100,-100,-100,-79,-100,-100,-100,-87,-100,-100,-100,-100,-71,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,666,22844738340502
-33,-54,-63,-63,-62,-60,-60,-61,-79,-74,-75,-69,-73,-69,-100,-100,-80,-69,-70,-69,-100,-69,-76,-69,-75,-74,-79,-78,-80,-78,-73,-74,-100,-100,-100,-77,-74,-81,-76,-77,-77,-81,-79,-79,-100,-79,-79,-100,-100,-80,-100,-83,-84,-88,-80,-82,-100,-100,-83,-100,-87,-100,-89,-89,-88,-88,-100,-100,-100,-100,-92,-81,-100,-82,-100,-68,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,650,22896450255483
-34,-52,-61,-60,-61,-58,-59,-59,-73,-72,-73,-69,-71,-68,-80,-81,-80,-69,-69,-69,-100,-68,-76,-70,-76,-76,-78,-78,-80,-78,-73,-73,-100,-80,-100,-76,-73,-79,-76,-77,-76,-82,-79,-78,-100,-79,-78,-100,-100,-80,-100,-83,-84,-88,-80,-81,-100,-100,-84,-100,-87,-100,-87,-89,-88,-89,-100,-100,-100,-100,-92,-81,-100,-80,-100,-68,-87,-100,-100,-86,-100,-76,-100,-100,-100,-89,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,650,22899859691002
-34,-51,-62,-63,-63,-58,-57,-58,-70,-68,-71,-69,-71,-68,-80,-81,-80,-69,-69,-69,-100,-68,-74,-71,-75,-76,-80,-81,-81,-100,-72,-73,-100,-80,-100,-77,-73,-79,-76,-76,-76,-100,-100,-80,-100,-80,-81,-100,-100,-80,-100,-83,-84,-100,-80,-81,-100,-100,-84,-100,-100,-100,-88,-100,-87,-89,-100,-88,-100,-100,-92,-78,-100,-79,-100,-68,-87,-100,-100,-86,-100,-76,-100,-75,-74,-89,-87,-92,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,650,22903307005793
-34,-52,-62,-63,-63,-58,-57,-58,-70,-69,-71,-70,-71,-69,-100,-100,-100,-70,-71,-71,-77,-69,-76,-71,-75,-76,-77,-78,-77,-76,-72,-73,-79,-100,-77,-77,-73,-78,-76,-76,-76,-100,-100,-79,-100,-80,-80,-100,-100,-80,-100,-83,-83,-100,-82,-80,-100,-100,-82,-100,-100,-100,-87,-100,-87,-89,-89,-88,-100,-100,-92,-81,-100,-79,-100,-69,-87,-100,-100,-100,-100,-77,-100,-75,-75,-91,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,650,22906737016260
-34,-55,-62,-63,-62,-58,-57,-58,-73,-70,-73,-70,-73,-69,-100,-82,-100,-70,-70,-70,-77,-69,-75,-73,-75,-76,-77,-76,-77,-76,-74,-73,-80,-79,-80,-78,-73,-79,-78,-78,-77,-85,-80,-80,-100,-80,-80,-100,-86,-80,-86,-84,-83,-100,-82,-80,-100,-100,-83,-100,-100,-100,-87,-100,-87,-90,-89,-100,-100,-100,-100,-80,-81,-80,-100,-70,-87,-100,-100,-100,-100,-79,-100,-100,-77,-91,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,650,22910176382040
-48,-53,-64,-63,-63,-58,-57,-58,-73,-71,-73,-69,-72,-69,-100,-81,-100,-70,-69,-68,-77,-69,-75,-70,-75,-76,-77,-77,-76,-79,-74,-73,-80,-79,-80,-78,-73,-79,-78,-78,-77,-100,-80,-80,-100,-79,-79,-85,-86,-80,-86,-84,-85,-100,-82,-80,-100,-100,-84,-100,-84,-85,-87,-100,-87,-90,-100,-100,-100,-100,-100,-80,-83,-80,-100,-69,-87,-100,-100,-100,-100,-77,-100,-76,-76,-91,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,650,22913564750684
-32,-51,-60,-60,-61,-63,-62,-62,-100,-68,-100,-63,-73,-72,-100,-100,-100,-63,-63,-63,-100,-100,-100,-73,-100,-100,-77,-77,-77,-100,-100,-100,-100,-100,-100,-74,-100,-77,-74,-74,-75,-100,-78,-83,-100,-83,-82,-100,-100,-85,-100,-77,-77,-100,-100,-85,-100,-100,-77,-90,-79,-100,-89,-87,-88,-87,-100,-87,-100,-100,-100,-73,-74,-74,-83,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,634,22969749537746
-33,-51,-60,-60,-61,-63,-62,-62,-73,-71,-100,-63,-73,-72,-100,-100,-100,-65,-63,-64,-100,-100,-76,-74,-77,-76,-77,-76,-77,-100,-80,-80,-77,-77,-100,-72,-80,-76,-72,-73,-72,-79,-78,-83,-100,-82,-82,-100,-100,-87,-100,-77,-79,-100,-88,-89,-100,-100,-78,-90,-79,-100,-85,-87,-84,-87,-100,-87,-100,-100,-100,-73,-74,-74,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,634,22972943818266
-33,-50,-100,-100,-61,-64,-64,-64,-73,-72,-100,-65,-100,-100,-100,-100,-100,-65,-66,-65,-73,-100,-78,-74,-79,-78,-77,-77,-77,-100,-79,-78,-77,-77,-100,-73,-78,-76,-73,-74,-75,-80,-100,-83,-100,-82,-82,-80,-100,-87,-100,-79,-80,-100,-88,-86,-100,-100,-80,-100,-80,-100,-89,-87,-89,-86,-100,-87,-100,-100,-100,-73,-74,-74,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,634,22976299794879
-47,-51,-63,-63,-62,-64,-63,-63,-73,-73,-100,-64,-100,-73,-100,-100,-100,-65,-64,-64,-73,-72,-76,-74,-76,-76,-74,-74,-75,-100,-79,-78,-76,-77,-100,-74,-78,-76,-74,-74,-75,-77,-79,-81,-100,-82,-82,-80,-100,-85,-100,-79,-80,-86,-86,-86,-100,-100,-80,-100,-80,-100,-89,-87,-89,-86,-100,-87,-100,-100,-100,-73,-74,-74,-100,-73,-88,-100,-100,-100,-100,-100,-100,-100,-76,-90,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,634,22979595580347
-36,-48,-61,-59,-60,-64,-64,-64,-73,-74,-100,-64,-100,-73,-100,-77,-100,-64,-64,-64,-100,-72,-78,-71,-79,-79,-76,-77,-76,-80,-78,-77,-76,-80,-100,-75,-76,-100,-74,-74,-73,-80,-80,-83,-100,-82,-83,-79,-100,-85,-100,-77,-78,-84,-86,-86,-86,-100,-77,-100,-79,-100,-89,-87,-89,-86,-100,-87,-100,-100,-100,-76,-74,-74,-100,-72,-88,-100,-100,-91,-100,-100,-100,-100,-76,-90,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,634,22983007202116
-40,-50,-59,-59,-60,-63,-63,-62,-73,-69,-100,-64,-74,-71,-100,-78,-100,-65,-64,-65,-100,-70,-78,-75,-78,-79,-76,-76,-76,-80,-79,-78,-79,-79,-79,-74,-78,-79,-74,-74,-73,-80,-80,-84,-100,-82,-82,-79,-100,-85,-100,-76,-76,-84,-86,-86,-83,-100,-74,-100,-79,-100,-89,-87,-88,-86,-91,-87,-100,-100,-100,-76,-74,-74,-100,-71,-88,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,634,22986395516021
-33,-61,-64,-64,-62,-67,-67,-67,-100,-70,-68,-69,-68,-100,-80,-100,-100,-69,-69,-68,-100,-100,-71,-78,-73,-72,-82,-82,-80,-76,-79,-79,-78,-79,-75,-80,-79,-100,-79,-80,-79,-100,-76,-84,-100,-85,-84,-100,-100,-82,-100,-76,-76,-84,-82,-83,-100,-100,-76,-86,-100,-100,-100,-86,-87,-88,-87,-87,-85,-90,-100,-72,-100,-71,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,619,23035568193190
-45,-55,-60,-59,-60,-63,-63,-63,-68,-74,-68,-69,-66,-68,-80,-100,-100,-69,-69,-68,-100,-68,-71,-75,-71,-71,-82,-82,-81,-76,-77,-77,-78,-79,-75,-80,-76,-78,-78,-78,-78,-100,-76,-79,-100,-79,-79,-100,-100,-84,-100,-76,-76,-84,-83,-83,-85,-100,-76,-88,-100,-82,-85,-86,-85,-88,-87,-87,-85,-90,-100,-74,-75,-73,-100,-69,-86,-88,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,619,23038879379387
-36,-58,-60,-60,-60,-62,-62,-62,-69,-71,-68,-69,-67,-68,-100,-100,-100,-68,-69,-69,-83,-68,-71,-78,-71,-71,-82,-82,-81,-79,-78,-78,-100,-78,-100,-80,-77,-77,-78,-78,-78,-100,-78,-79,-100,-79,-79,-100,-100,-84,-100,-79,-78,-84,-83,-83,-85,-100,-78,-88,-100,-82,-83,-100,-84,-100,-100,-100,-100,-100,-100,-74,-73,-73,-100,-68,-86,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,619,23042372269958
