ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:39:c0,80:8d:b7:55:35:03,38:17:c3:1f:01:82,38:17:c3:1f:01:81,b0:be:76:f8:30:5e,80:8d:b7:55:35:01,38:17:c3:1f:01:80,80:8d:b7:55:35:02,38:17:c3:1f:01:91,80:8d:b7:55:39:d1,38:17:c3:1f:01:90,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,38:17:c3:1f:01:92,38:17:c3:19:d7:62,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,44:48:c1:a5:82:32,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,44:48:c1:a5:82:31,38:17:c3:19:d7:71,80:8d:b7:55:3a:40,80:8d:b7:55:3a:52,38:17:c3:19:d7:70,38:17:c3:19:d7:72,44:48:c1:a5:82:21,80:8d:b7:55:3a:50,2a:16:ad:ec:da:ab,80:8d:b7:55:3a:51,44:48:c1:a5:82:30,00:4e:35:df:06:50,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,00:4e:35:df:06:52,00:4e:35:df:06:51,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,80:8d:b7:55:39:c1,80:8d:b7:55:25:e2,38:17:c3:19:d7:60,38:17:c3:19:d7:61,44:48:c1:a5:82:20,44:48:c1:a5:82:22,00:4e:35:df:06:42,20:a6:cd:50:24:a0,38:17:c3:19:45:b2,80:8d:b7:55:35:00,80:8d:b7:55:39:c2,80:8d:b7:55:25:e1,38:17:c3:1e:ff:02,20:a6:cd:50:24:a2,38:17:c3:19:55:50,38:17:c3:1e:ff:01,00:4e:35:df:06:40,20:a6:cd:50:24:a1,66:2a:2f:53:7c:99,38:17:c3:1e:ff:00,38:17:c3:19:45:b1,38:17:c3:1f:22:30,00:4e:35:df:06:41,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b7,68:ff:7b:e4:af:38,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:23,68:ff:7b:e4:af:39,38:17:c3:19:55:52,60:32:b1:3e:1a:b8,38:17:c3:19:71:90,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:19:55:40,b4:5d:50:e1:92:31,38:17:c3:19:55:51,b4:5d:50:e1:92:33,00:4e:35:de:e1:12,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:19:55:41,00:4e:35:de:e1:02,00:4e:35:de:e1:01,00:4e:35:de:e1:00,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,38:17:c3:1f:08:41,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:1f:08:50,38:17:c3:19:55:42,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:1f:22:22,38:17:c3:1f:22:32,00:4e:35:de:d7:42,00:4e:35:de:d7:43,38:17:c3:1f:22:20,38:17:c3:1f:22:31,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:de:d7:40,00:4e:35:de:d7:41,38:17:c3:19:71:80,38:17:c3:19:71:81,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:19:71:82,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,00:4e:35:df:0e:12,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:20,38:17:c3:1e:fc:b0,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,00:4e:35:df:0e:00,00:4e:35:df:0e:02,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:24:58:a0,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,38:17:c3:1b:08:a2,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,x,y,timestamp
-81,-100,-100,-100,-87,-87,-88,-87,-85,-86,-86,-100,-84,-100,-100,-48,-100,-100,-100,-100,-83,-100,-100,-69,-69,-83,-83,-100,-100,-70,-70,-100,-76,-75,-100,-88,-76,-73,-89,-100,-100,-74,-100,-73,-92,-62,-100,-100,-100,-62,-63,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-82,-83,-100,-100,-68,-100,-67,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-68,-100,-68,-100,-76,-100,-100,-77,-77,-67,-79,-78,-78,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-76,-100,-100,-87,-100,-100,-100,-87,-87,-88,-100,-100,-100,-88,-87,-100,-88,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,224,2551111942619
-82,-100,-100,-100,-87,-87,-88,-85,-85,-86,-86,-100,-84,-100,-100,-48,-100,-100,-100,-100,-83,-100,-100,-69,-70,-83,-84,-100,-100,-70,-70,-100,-76,-75,-100,-88,-76,-87,-89,-92,-100,-73,-100,-73,-92,-63,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-82,-100,-100,-100,-68,-100,-66,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-68,-100,-68,-100,-77,-100,-100,-77,-77,-68,-79,-78,-78,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-77,-100,-70,-87,-100,-100,-100,-87,-86,-86,-100,-100,-100,-87,-87,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,224,2555343256836
-82,-100,-100,-100,-87,-87,-88,-85,-85,-86,-87,-100,-100,-100,-100,-48,-100,-100,-100,-100,-83,-100,-100,-69,-70,-84,-84,-100,-100,-70,-70,-100,-74,-75,-100,-88,-76,-75,-90,-88,-100,-73,-100,-73,-100,-62,-100,-100,-100,-62,-62,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-68,-100,-67,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-68,-100,-68,-100,-76,-100,-100,-76,-76,-68,-79,-80,-79,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-78,-73,-70,-89,-100,-100,-73,-87,-86,-86,-100,-100,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,224,2559607181626
-88,-100,-100,-100,-100,-100,-100,-88,-100,-88,-89,-100,-100,-100,-100,-54,-100,-100,-100,-100,-85,-100,-100,-77,-77,-84,-85,-100,-100,-79,-77,-87,-72,-72,-89,-100,-72,-76,-100,-100,-84,-77,-100,-77,-89,-64,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-82,-82,-86,-100,-100,-100,-85,-70,-100,-100,-100,-100,-85,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-72,-100,-71,-100,-76,-100,-100,-76,-77,-71,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-79,-79,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,209,2594342349321
-100,-100,-100,-100,-88,-89,-100,-89,-89,-88,-88,-81,-100,-100,-100,-51,-100,-100,-100,-100,-88,-100,-100,-77,-77,-86,-86,-100,-100,-76,-76,-87,-74,-73,-89,-100,-74,-73,-100,-100,-84,-73,-100,-73,-89,-65,-100,-100,-100,-65,-65,-100,-100,-100,-100,-81,-82,-82,-83,-100,-100,-84,-84,-70,-100,-100,-88,-80,-82,-100,-100,-75,-100,-77,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-72,-100,-75,-100,-80,-100,-100,-77,-79,-71,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-72,-79,-79,-87,-100,-100,-100,-90,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,209,2598528113747
-100,-100,-100,-100,-87,-89,-87,-90,-89,-88,-90,-81,-100,-100,-100,-52,-100,-100,-100,-100,-89,-100,-100,-77,-78,-87,-89,-100,-100,-78,-79,-100,-78,-78,-100,-100,-78,-71,-100,-100,-84,-71,-100,-71,-100,-68,-100,-100,-100,-68,-68,-100,-100,-100,-100,-82,-83,-100,-82,-100,-100,-84,-84,-67,-100,-100,-88,-80,-82,-100,-100,-74,-100,-77,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-65,-100,-72,-100,-80,-100,-100,-79,-79,-69,-77,-78,-75,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-100,-100,-87,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,209,2602776960255
-83,-100,-100,-100,-88,-90,-87,-90,-90,-89,-90,-100,-100,-100,-100,-50,-100,-100,-100,-100,-89,-100,-100,-80,-79,-87,-89,-100,-100,-78,-79,-100,-78,-78,-100,-100,-79,-71,-100,-100,-88,-70,-100,-71,-100,-65,-100,-100,-100,-66,-66,-100,-100,-100,-100,-80,-82,-100,-81,-100,-100,-100,-100,-67,-100,-100,-100,-82,-80,-100,-100,-73,-100,-67,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-65,-100,-72,-100,-80,-100,-100,-79,-79,-68,-77,-78,-75,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,209,2607025718483
-100,-100,-100,-100,-88,-90,-89,-90,-90,-90,-90,-100,-100,-100,-100,-50,-100,-100,-100,-100,-89,-100,-100,-80,-79,-88,-90,-100,-100,-78,-79,-100,-78,-78,-100,-100,-79,-71,-100,-100,-88,-70,-100,-70,-100,-65,-100,-100,-100,-65,-66,-100,-100,-100,-100,-80,-82,-100,-81,-100,-100,-100,-90,-67,-100,-100,-100,-82,-80,-100,-100,-73,-100,-67,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-66,-100,-72,-100,-80,-100,-100,-80,-79,-67,-79,-79,-80,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,209,2611201295773
-86,-100,-100,-100,-88,-89,-89,-90,-90,-89,-90,-100,-100,-100,-100,-50,-100,-100,-100,-100,-89,-100,-100,-79,-79,-88,-89,-100,-100,-80,-80,-100,-78,-78,-100,-100,-78,-70,-100,-100,-100,-69,-100,-70,-100,-65,-100,-100,-100,-65,-66,-100,-100,-100,-100,-81,-82,-100,-82,-100,-100,-100,-90,-67,-100,-100,-100,-100,-81,-100,-100,-72,-100,-67,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-68,-100,-71,-100,-80,-100,-100,-80,-79,-67,-79,-79,-80,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,209,2615457807803
-85,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-89,-100,-100,-55,-100,-100,-100,-100,-88,-100,-100,-79,-79,-100,-91,-100,-100,-79,-79,-100,-81,-80,-100,-100,-80,-76,-100,-100,-100,-77,-100,-76,-100,-71,-100,-100,-100,-71,-71,-100,-100,-100,-100,-84,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-77,-100,-82,-100,-100,-82,-82,-100,-77,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-74,-72,-74,-92,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,194,2653695394611
-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-93,-100,-89,-100,-100,-51,-100,-100,-100,-100,-84,-100,-100,-79,-77,-85,-86,-100,-100,-77,-77,-100,-81,-80,-100,-100,-80,-77,-100,-100,-100,-77,-100,-78,-100,-68,-100,-100,-100,-68,-68,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-87,-100,-100,-100,-77,-100,-67,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-77,-100,-81,-100,-100,-80,-81,-100,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-74,-72,-74,-92,-100,-100,-73,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,194,2657762690912
-84,-100,-100,-100,-100,-100,-91,-100,-100,-100,-93,-100,-100,-100,-100,-51,-100,-100,-100,-100,-84,-100,-100,-77,-78,-83,-84,-100,-100,-77,-78,-100,-100,-83,-100,-100,-100,-77,-100,-100,-100,-77,-100,-77,-100,-69,-100,-100,-100,-70,-69,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-77,-100,-67,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-71,-100,-78,-100,-81,-100,-100,-81,-81,-69,-76,-77,-77,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-74,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,194,2661902304764
-84,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-83,-100,-100,-77,-78,-83,-84,-100,-100,-77,-78,-100,-81,-82,-100,-100,-81,-76,-100,-100,-100,-76,-100,-77,-100,-69,-100,-100,-100,-70,-69,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-83,-100,-100,-100,-76,-100,-67,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-70,-100,-76,-100,-80,-100,-100,-81,-81,-69,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-74,-100,-72,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,194,2665559654502
-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-52,-100,-100,-100,-100,-83,-100,-100,-78,-78,-83,-83,-100,-100,-77,-78,-100,-81,-82,-100,-100,-81,-76,-100,-100,-100,-76,-100,-77,-100,-70,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-83,-100,-100,-100,-77,-100,-67,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-70,-100,-76,-100,-81,-100,-100,-81,-81,-70,-77,-77,-78,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-75,-71,-73,-93,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,194,2669658071376
-81,-100,-100,-100,-100,-100,-91,-100,-100,-100,-93,-100,-100,-100,-100,-51,-100,-100,-100,-100,-83,-100,-100,-78,-78,-83,-83,-100,-100,-76,-78,-100,-83,-82,-100,-100,-83,-77,-100,-100,-100,-78,-100,-78,-90,-70,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-70,-100,-76,-100,-81,-100,-100,-81,-81,-70,-77,-77,-78,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-73,-72,-73,-93,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,194,2673722813718
-87,-100,-100,-100,-88,-88,-88,-90,-100,-100,-91,-100,-100,-100,-100,-46,-100,-100,-100,-100,-90,-100,-100,-81,-81,-88,-89,-100,-100,-82,-81,-100,-100,-75,-100,-100,-74,-82,-100,-100,-100,-83,-100,-81,-100,-73,-100,-100,-100,-72,-74,-100,-100,-100,-100,-84,-83,-100,-86,-100,-100,-100,-100,-70,-100,-100,-100,-100,-85,-100,-100,-75,-100,-70,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-75,-100,-84,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-67,-74,-74,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,179,2709969979381
-100,-100,-100,-100,-88,-88,-89,-90,-100,-100,-91,-100,-100,-100,-100,-47,-100,-100,-100,-100,-86,-100,-100,-85,-85,-88,-89,-100,-100,-82,-85,-100,-80,-79,-100,-100,-74,-78,-100,-100,-100,-79,-100,-77,-100,-73,-100,-100,-100,-73,-74,-100,-100,-100,-100,-80,-79,-100,-82,-100,-100,-100,-100,-70,-100,-100,-100,-100,-81,-100,-100,-78,-100,-70,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-73,-100,-78,-100,-84,-100,-100,-84,-85,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-67,-74,-74,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,179,2714039034848
-79,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-86,-100,-100,-87,-86,-88,-89,-100,-100,-100,-85,-100,-80,-79,-100,-100,-79,-78,-100,-100,-100,-79,-100,-79,-100,-76,-100,-100,-100,-74,-75,-100,-100,-100,-100,-81,-79,-100,-82,-100,-100,-100,-100,-70,-100,-100,-100,-100,-81,-100,-100,-78,-100,-70,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-83,-78,-100,-100,-100,-100,-73,-100,-78,-100,-84,-100,-100,-84,-85,-73,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-67,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,179,2718125556722
-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-39,-100,-100,-100,-100,-100,-100,-100,-83,-82,-89,-89,-100,-100,-82,-81,-100,-76,-75,-100,-100,-76,-80,-100,-100,-100,-80,-100,-79,-100,-75,-100,-100,-100,-74,-74,-100,-100,-100,-100,-81,-81,-100,-82,-100,-100,-100,-100,-71,-100,-100,-100,-100,-81,-100,-100,-78,-100,-72,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-83,-77,-100,-100,-100,-100,-100,-100,-77,-100,-88,-100,-100,-89,-89,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-68,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,179,2722237528335
-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-36,-100,-100,-100,-100,-100,-100,-100,-82,-82,-89,-89,-100,-100,-81,-80,-100,-76,-76,-100,-100,-76,-81,-100,-100,-100,-80,-100,-80,-100,-75,-100,-100,-100,-75,-74,-100,-100,-100,-100,-81,-81,-100,-82,-100,-100,-100,-100,-71,-100,-100,-100,-100,-81,-100,-100,-76,-100,-72,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-77,-100,-88,-100,-100,-87,-89,-100,-82,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-68,-67,-67,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,179,2726267368021
-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-36,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-87,-100,-100,-81,-82,-100,-77,-76,-100,-100,-76,-81,-100,-100,-100,-80,-100,-80,-100,-73,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-76,-100,-72,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-76,-100,-87,-100,-100,-85,-86,-74,-84,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-69,-67,-67,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,179,2730287781561
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-85,-100,-100,-78,-77,-100,-100,-77,-83,-100,-100,-100,-82,-100,-83,-100,-74,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-85,-100,-88,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-83,-100,-69,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-83,-100,-86,-100,-100,-85,-85,-75,-85,-84,-85,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-72,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,164,2764831665037
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-39,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-85,-100,-100,-78,-77,-100,-100,-77,-81,-100,-100,-100,-80,-100,-81,-100,-75,-100,-100,-100,-77,-75,-100,-100,-100,-100,-100,-85,-100,-87,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-87,-100,-72,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-76,-100,-86,-100,-85,-100,-100,-85,-84,-76,-85,-84,-85,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-66,-65,-100,-100,-100,-67,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,164,2768877953005
