ea:9e:b4:53:24:54,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:10,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,80:8d:b7:55:39:c2,38:17:c3:1f:01:82,80:8d:b7:55:39:c1,38:17:c3:1f:01:80,80:8d:b7:55:39:c0,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:39:d0,80:8d:b7:55:35:03,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:3a:50,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,38:17:c3:1f:01:90,38:17:c3:1f:01:92,38:17:c3:1f:01:91,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:72,38:17:c3:19:d7:71,38:17:c3:19:d7:70,44:48:c1:a5:82:30,44:48:c1:a5:82:32,38:17:c3:1e:ff:01,44:48:c1:a5:82:31,80:8d:b7:55:3a:42,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,20:a6:cd:50:24:b0,38:17:c3:19:55:51,b4:5d:50:e1:92:20,38:17:c3:1e:ff:10,38:17:c3:19:55:50,38:17:c3:1f:01:81,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:40,44:48:c1:a5:82:20,20:a6:cd:50:24:a0,00:4e:35:df:06:42,00:4e:35:df:06:41,00:4e:35:df:06:40,00:4e:35:df:06:52,00:4e:35:df:06:50,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,60:32:b1:3e:1a:b7,80:8d:b7:55:3a:41,44:48:c1:a5:82:22,72:32:b1:3e:1a:b7,80:8d:b7:55:25:e3,44:48:c1:a5:82:21,00:4e:35:de:e1:12,80:8d:b7:55:25:e2,60:32:b1:3e:1a:b8,00:4e:35:df:06:51,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,b4:5d:50:e1:92:23,38:17:c3:1f:09:90,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,38:17:c3:1f:22:30,38:17:c3:19:45:b2,72:32:b1:3e:1a:b8,38:17:c3:19:45:b0,38:17:c3:19:45:b1,66:2a:2f:53:7c:99,38:17:c3:19:45:a2,38:17:c3:19:45:a1,68:ff:7b:e4:af:39,38:17:c3:1f:22:32,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,38:17:c3:19:55:52,38:17:c3:19:71:90,b4:5d:50:e1:92:33,b4:5d:50:e1:92:31,00:4e:35:de:e1:11,00:4e:35:de:e1:10,00:4e:35:de:e1:01,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,00:4e:35:de:e1:02,44:48:c1:91:95:b0,38:17:c3:1f:08:40,38:17:c3:1f:08:42,38:17:c3:19:55:40,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:1f:08:50,00:4e:35:de:d7:52,00:4e:35:de:e1:00,38:17:c3:1f:08:41,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,68:ff:7b:e4:af:38,38:17:c3:1f:08:52,38:17:c3:1f:22:31,38:17:c3:1f:08:51,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:92,00:4e:35:de:d7:41,00:4e:35:de:d7:42,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,00:4e:35:df:0e:12,00:4e:35:df:0e:10,38:17:c3:1f:22:21,00:4e:35:df:0e:00,38:17:c3:1e:fc:a0,00:4e:35:df:0e:11,00:4e:35:df:0e:01,38:17:c3:1e:fc:b0,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a0,38:17:c3:24:58:b0,38:17:c3:24:4f:10,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,00:4e:35:de:d7:43,00:4e:35:de:d7:40,x,y,timestamp
-78,-100,-100,-100,-83,-83,-82,-89,-86,-89,-87,-42,-76,-100,-77,-100,-77,-83,-83,-83,-100,-100,-100,-100,-73,-74,-74,-72,-72,-73,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-85,-100,-100,-100,-100,-100,-100,-67,-100,-100,-67,-100,-100,-100,-100,-100,-64,-62,-62,-59,-60,-100,-100,-100,-100,-100,-100,-78,-100,-72,-76,-100,-60,-100,-100,-100,-100,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-71,-72,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-84,-86,-75,-75,-75,-84,-85,-100,-100,-100,-85,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,103,4824170142533
-76,-100,-100,-100,-84,-86,-86,-100,-89,-88,-89,-44,-100,-100,-83,-100,-100,-90,-90,-92,-100,-91,-100,-100,-71,-71,-72,-73,-74,-73,-74,-100,-100,-100,-100,-100,-100,-88,-87,-88,-89,-100,-100,-100,-78,-100,-100,-100,-100,-100,-75,-100,-100,-74,-100,-100,-100,-100,-100,-63,-64,-63,-64,-64,-100,-100,-100,-77,-100,-100,-73,-100,-76,-77,-100,-64,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-77,-75,-100,-100,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-80,-74,-72,-72,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,86,4878216682096
-76,-100,-100,-100,-84,-86,-86,-100,-89,-88,-89,-44,-100,-100,-83,-100,-100,-86,-87,-86,-100,-91,-100,-100,-71,-71,-72,-75,-75,-76,-74,-100,-100,-100,-100,-100,-100,-88,-87,-88,-89,-100,-100,-100,-78,-100,-100,-100,-100,-100,-74,-100,-100,-74,-100,-100,-100,-100,-100,-63,-64,-63,-66,-65,-100,-100,-100,-77,-100,-100,-75,-100,-79,-77,-100,-65,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-74,-72,-72,-85,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,86,4881396884647
-78,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-44,-100,-100,-100,-100,-100,-86,-87,-89,-100,-100,-100,-100,-72,-71,-72,-75,-75,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-71,-100,-100,-72,-100,-100,-80,-100,-100,-65,-65,-63,-66,-67,-100,-100,-100,-77,-100,-100,-75,-100,-81,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-79,-79,-86,-100,-100,-83,-100,-100,-100,-100,-70,-72,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-72,-100,-100,-87,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,86,4884618904073
-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-45,-100,-100,-100,-100,-100,-87,-88,-86,-88,-100,-100,-100,-72,-72,-72,-75,-75,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-87,-90,-100,-100,-100,-79,-100,-100,-100,-100,-100,-76,-100,-100,-77,-100,-100,-80,-100,-100,-65,-65,-63,-66,-67,-100,-100,-100,-77,-100,-100,-76,-100,-82,-79,-100,-67,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-77,-100,-100,-100,-82,-83,-86,-100,-100,-83,-100,-100,-100,-100,-70,-72,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-77,-72,-100,-100,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,86,4887727969644
-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-85,-100,-84,-100,-100,-87,-88,-86,-88,-100,-100,-100,-73,-73,-73,-74,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-73,-100,-100,-100,-100,-100,-63,-63,-64,-68,-68,-100,-100,-100,-100,-100,-100,-80,-100,-78,-79,-100,-67,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-73,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-73,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-80,-78,-71,-70,-100,-86,-85,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,86,4890859185164
-77,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-44,-85,-100,-84,-100,-100,-87,-88,-87,-88,-100,-100,-100,-74,-73,-73,-74,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-73,-100,-100,-100,-100,-100,-63,-63,-64,-68,-68,-100,-100,-100,-100,-100,-100,-80,-100,-78,-79,-100,-67,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-73,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-77,-72,-70,-73,-84,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,86,4894048997298
-80,-100,-100,-100,-90,-89,-88,-86,-88,-89,-88,-48,-83,-100,-82,-100,-82,-85,-85,-85,-100,-100,-100,-100,-74,-75,-75,-84,-82,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-80,-100,-100,-83,-100,-100,-100,-100,-100,-73,-71,-72,-70,-69,-100,-100,-100,-74,-89,-100,-100,-91,-80,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-81,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-70,-70,-72,-74,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,52,4956483542014
-76,-100,-100,-100,-90,-89,-88,-87,-88,-89,-88,-49,-83,-100,-82,-100,-82,-84,-84,-84,-100,-100,-100,-100,-74,-73,-74,-84,-82,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-100,-73,-71,-72,-70,-70,-100,-100,-100,-74,-89,-100,-100,-91,-83,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-76,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-70,-70,-72,-74,-72,-90,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,52,4959592476596
-78,-100,-100,-100,-100,-100,-100,-87,-100,-88,-89,-48,-100,-100,-100,-100,-100,-82,-83,-83,-87,-100,-89,-91,-74,-74,-74,-82,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-89,-73,-100,-100,-100,-100,-100,-78,-100,-100,-78,-100,-100,-100,-100,-100,-71,-69,-100,-70,-70,-100,-100,-100,-73,-100,-100,-84,-100,-81,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-78,-100,-100,-100,-81,-81,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-69,-68,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,52,4962783797793
-85,-100,-100,-100,-100,-100,-100,-87,-100,-88,-87,-48,-100,-100,-100,-100,-85,-84,-85,-85,-87,-100,-89,-91,-74,-74,-74,-82,-82,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-89,-72,-100,-100,-100,-100,-100,-81,-100,-100,-81,-100,-100,-100,-100,-100,-71,-73,-73,-70,-70,-100,-100,-100,-73,-100,-100,-84,-100,-81,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-81,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-69,-73,-70,-72,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,52,4965785637531
-78,-100,-100,-100,-85,-85,-86,-87,-100,-87,-87,-49,-100,-100,-100,-100,-85,-83,-85,-83,-100,-100,-100,-100,-76,-75,-76,-82,-82,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-72,-100,-100,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-100,-71,-73,-73,-68,-69,-100,-100,-100,-73,-100,-100,-100,-100,-83,-84,-100,-69,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-84,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-69,-69,-73,-70,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,52,4968952780864
-80,-81,-100,-100,-85,-85,-85,-100,-100,-87,-100,-49,-81,-100,-81,-100,-80,-83,-84,-84,-87,-100,-100,-100,-72,-71,-72,-82,-83,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-75,-100,-100,-100,-100,-100,-70,-71,-72,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-69,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-76,-100,-100,-100,-80,-80,-100,-100,-100,-81,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-68,-100,-72,-73,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,52,4972125213675
-80,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-37,-100,-100,-100,-100,-100,-88,-86,-86,-89,-100,-100,-100,-77,-75,-75,-82,-82,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-92,-85,-84,-100,-83,-80,-100,-100,-100,-100,-100,-78,-100,-100,-78,-100,-100,-79,-100,-100,-73,-72,-72,-74,-75,-100,-100,-100,-78,-100,-100,-84,-100,-83,-85,-100,-74,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-67,-66,-65,-66,-66,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,35,5016146196887
-77,-84,-83,-100,-87,-85,-86,-100,-100,-86,-100,-37,-84,-100,-100,-100,-100,-85,-84,-84,-89,-100,-100,-100,-76,-75,-78,-81,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-92,-84,-82,-100,-83,-76,-100,-100,-100,-100,-100,-78,-100,-100,-77,-100,-100,-79,-100,-100,-71,-72,-71,-73,-73,-100,-100,-100,-75,-100,-100,-84,-100,-83,-85,-100,-73,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-83,-82,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-67,-63,-64,-63,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,35,5019343556834
-77,-84,-83,-100,-86,-86,-86,-87,-100,-86,-100,-36,-84,-100,-85,-100,-84,-85,-84,-84,-88,-100,-100,-100,-76,-76,-76,-81,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-82,-76,-100,-100,-100,-100,-100,-78,-100,-100,-77,-100,-100,-77,-100,-100,-71,-72,-71,-73,-73,-100,-100,-100,-76,-100,-100,-100,-100,-83,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-83,-83,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-67,-63,-64,-63,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,35,5022620720270
-78,-83,-83,-100,-86,-86,-86,-85,-100,-85,-100,-37,-84,-100,-82,-100,-83,-84,-84,-84,-87,-100,-100,-100,-76,-77,-75,-81,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-82,-76,-100,-100,-100,-100,-100,-78,-100,-100,-77,-100,-100,-77,-100,-100,-70,-71,-71,-73,-73,-100,-100,-100,-76,-100,-100,-100,-100,-82,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-83,-83,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-67,-67,-66,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,35,5025778956623
-75,-85,-84,-85,-100,-100,-100,-85,-100,-85,-100,-37,-84,-100,-82,-100,-83,-84,-84,-84,-88,-100,-100,-100,-76,-76,-76,-81,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-82,-76,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-71,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-82,-82,-87,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-67,-66,-65,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,35,5028984781882
-75,-85,-84,-85,-86,-100,-100,-86,-100,-87,-100,-38,-100,-100,-100,-100,-100,-84,-84,-84,-88,-100,-100,-100,-77,-76,-77,-81,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-82,-76,-100,-100,-100,-100,-100,-78,-100,-100,-78,-100,-100,-100,-100,-100,-71,-68,-71,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-82,-82,-87,-100,-100,-86,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-67,-66,-66,-66,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,35,5032128484016
-78,-100,-100,-100,-87,-87,-87,-88,-100,-88,-89,-54,-100,-100,-100,-100,-100,-86,-86,-87,-90,-100,-100,-100,-80,-80,-80,-85,-86,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-75,-100,-100,-100,-100,-100,-79,-100,-100,-80,-100,-100,-100,-100,-100,-77,-77,-77,-72,-71,-100,-100,-100,-75,-100,-100,-100,-100,-87,-85,-100,-72,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-87,-86,-100,-100,-100,-84,-100,-100,-100,-100,-77,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-70,-70,-69,-68,-69,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,17,5072894216449
-100,-83,-100,-100,-87,-87,-87,-88,-100,-89,-88,-53,-100,-100,-100,-100,-100,-84,-84,-83,-86,-100,-100,-100,-80,-80,-80,-85,-86,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-72,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-100,-74,-100,-100,-77,-77,-77,-72,-71,-100,-100,-100,-73,-100,-100,-100,-100,-83,-85,-100,-72,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-83,-84,-85,-100,-100,-84,-100,-100,-100,-100,-77,-75,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-69,-68,-67,-100,-100,-100,-100,-89,-100,-100,-100,-100,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,17,5076136572593
-79,-83,-100,-100,-100,-100,-100,-88,-87,-89,-87,-54,-100,-100,-100,-100,-100,-84,-84,-83,-86,-100,-100,-100,-80,-80,-80,-85,-85,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-72,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-100,-73,-100,-100,-77,-77,-78,-72,-71,-100,-100,-100,-73,-100,-100,-100,-100,-83,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-83,-84,-85,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-71,-73,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,17,5079374838790
-77,-100,-100,-100,-84,-86,-84,-88,-87,-87,-87,-54,-100,-100,-100,-100,-100,-84,-84,-83,-90,-100,-100,-100,-80,-80,-80,-86,-85,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-89,-73,-100,-100,-100,-100,-100,-80,-100,-100,-79,-100,-100,-73,-100,-100,-77,-77,-74,-72,-71,-100,-100,-100,-73,-100,-100,-100,-100,-84,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-84,-84,-100,-100,-100,-83,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-71,-72,-69,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,17,5082537778945
-77,-100,-100,-100,-84,-86,-84,-88,-87,-90,-87,-58,-100,-100,-100,-100,-100,-83,-84,-83,-88,-100,-100,-100,-81,-82,-82,-86,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-89,-73,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-100,-73,-100,-100,-78,-78,-77,-68,-69,-100,-100,-100,-73,-100,-100,-100,-100,-84,-87,-100,-68,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-84,-84,-100,-100,-100,-83,-100,-100,-100,-73,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-73,-67,-68,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,17,5085674934465
