ea:9e:b4:53:24:54,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:10,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,80:8d:b7:55:39:c2,38:17:c3:1f:01:82,80:8d:b7:55:39:c1,38:17:c3:1f:01:80,80:8d:b7:55:39:c0,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:39:d0,80:8d:b7:55:35:03,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:3a:50,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,38:17:c3:1f:01:90,38:17:c3:1f:01:92,38:17:c3:1f:01:91,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:72,38:17:c3:19:d7:71,38:17:c3:19:d7:70,44:48:c1:a5:82:30,44:48:c1:a5:82:32,38:17:c3:1e:ff:01,44:48:c1:a5:82:31,80:8d:b7:55:3a:42,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,20:a6:cd:50:24:b0,38:17:c3:19:55:51,b4:5d:50:e1:92:20,38:17:c3:1e:ff:10,38:17:c3:19:55:50,38:17:c3:1f:01:81,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:40,44:48:c1:a5:82:20,20:a6:cd:50:24:a0,00:4e:35:df:06:42,00:4e:35:df:06:41,00:4e:35:df:06:40,00:4e:35:df:06:52,00:4e:35:df:06:50,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,60:32:b1:3e:1a:b7,80:8d:b7:55:3a:41,44:48:c1:a5:82:22,72:32:b1:3e:1a:b7,80:8d:b7:55:25:e3,44:48:c1:a5:82:21,00:4e:35:de:e1:12,80:8d:b7:55:25:e2,60:32:b1:3e:1a:b8,00:4e:35:df:06:51,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,b4:5d:50:e1:92:23,38:17:c3:1f:09:90,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,38:17:c3:1f:22:30,38:17:c3:19:45:b2,72:32:b1:3e:1a:b8,38:17:c3:19:45:b0,38:17:c3:19:45:b1,66:2a:2f:53:7c:99,38:17:c3:19:45:a2,38:17:c3:19:45:a1,68:ff:7b:e4:af:39,38:17:c3:1f:22:32,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,38:17:c3:19:55:52,38:17:c3:19:71:90,b4:5d:50:e1:92:33,b4:5d:50:e1:92:31,00:4e:35:de:e1:11,00:4e:35:de:e1:10,00:4e:35:de:e1:01,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,00:4e:35:de:e1:02,44:48:c1:91:95:b0,38:17:c3:1f:08:40,38:17:c3:1f:08:42,38:17:c3:19:55:40,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:1f:08:50,00:4e:35:de:d7:52,00:4e:35:de:e1:00,38:17:c3:1f:08:41,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,68:ff:7b:e4:af:38,38:17:c3:1f:08:52,38:17:c3:1f:22:31,38:17:c3:1f:08:51,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:92,00:4e:35:de:d7:41,00:4e:35:de:d7:42,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,00:4e:35:df:0e:12,00:4e:35:df:0e:10,38:17:c3:1f:22:21,00:4e:35:df:0e:00,38:17:c3:1e:fc:a0,00:4e:35:df:0e:11,00:4e:35:df:0e:01,38:17:c3:1e:fc:b0,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a0,38:17:c3:24:58:b0,38:17:c3:24:4f:10,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,00:4e:35:de:d7:43,00:4e:35:de:d7:40,x,y,timestamp
-55,-53,-53,-52,-62,-63,-63,-68,-69,-68,-68,-78,-72,-100,-71,-100,-71,-77,-78,-77,-74,-72,-72,-71,-79,-79,-80,-79,-80,-79,-80,-76,-76,-77,-79,-79,-77,-76,-77,-78,-86,-87,-86,-85,-78,-85,-87,-100,-100,-100,-100,-100,-88,-100,-75,-100,-78,-80,-100,-87,-87,-100,-89,-86,-87,-87,-100,-78,-100,-100,-100,-100,-93,-100,-87,-86,-100,-81,-100,-100,-78,-100,-93,-87,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,652,2778271863262
-56,-53,-53,-52,-61,-61,-61,-68,-68,-68,-68,-79,-72,-100,-71,-100,-70,-77,-76,-76,-74,-72,-72,-71,-79,-79,-78,-78,-77,-79,-78,-76,-76,-77,-79,-79,-77,-75,-75,-76,-86,-87,-86,-87,-78,-85,-87,-100,-100,-88,-100,-100,-86,-100,-75,-100,-78,-79,-83,-100,-100,-100,-90,-100,-87,-87,-100,-78,-100,-100,-100,-100,-93,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-89,-85,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,652,2781665932167
-61,-56,-56,-57,-61,-61,-60,-65,-65,-65,-65,-75,-71,-76,-70,-100,-76,-71,-71,-72,-74,-73,-73,-72,-78,-78,-75,-78,-77,-75,-76,-81,-81,-80,-77,-78,-100,-76,-76,-74,-85,-85,-100,-84,-76,-83,-100,-100,-100,-92,-100,-100,-84,-100,-100,-100,-100,-77,-100,-84,-84,-83,-85,-83,-84,-83,-100,-78,-72,-100,-100,-81,-100,-100,-86,-85,-100,-81,-89,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,635,2831241131783
-64,-56,-56,-57,-60,-60,-60,-66,-66,-66,-65,-79,-71,-100,-70,-100,-72,-70,-70,-70,-72,-73,-74,-73,-77,-78,-77,-76,-77,-75,-76,-81,-81,-80,-77,-78,-78,-77,-76,-76,-83,-82,-100,-83,-78,-100,-100,-100,-100,-92,-100,-100,-85,-100,-100,-79,-78,-77,-100,-84,-84,-83,-89,-83,-84,-83,-100,-78,-72,-100,-72,-100,-100,-100,-100,-85,-100,-81,-89,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,635,2834557301053
-63,-59,-60,-60,-60,-60,-60,-66,-66,-66,-65,-76,-73,-100,-72,-100,-72,-70,-70,-70,-72,-73,-74,-73,-77,-77,-77,-76,-75,-75,-76,-81,-81,-80,-100,-78,-78,-75,-76,-77,-83,-83,-100,-83,-78,-100,-100,-100,-100,-90,-100,-100,-83,-100,-100,-100,-78,-77,-100,-84,-84,-83,-89,-100,-83,-83,-100,-78,-77,-100,-75,-76,-100,-100,-85,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,635,2837860276051
-64,-58,-59,-59,-60,-60,-60,-64,-65,-65,-65,-76,-72,-100,-72,-100,-71,-70,-70,-70,-72,-100,-100,-73,-76,-76,-77,-77,-76,-76,-77,-80,-80,-80,-79,-100,-100,-75,-76,-76,-83,-83,-100,-82,-78,-100,-100,-100,-100,-90,-100,-100,-83,-100,-100,-77,-100,-77,-81,-100,-100,-100,-88,-100,-84,-83,-100,-77,-77,-100,-75,-76,-100,-77,-85,-88,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,635,2841149153602
-61,-58,-58,-59,-59,-60,-59,-64,-65,-64,-65,-72,-72,-100,-72,-100,-71,-71,-70,-70,-73,-75,-75,-73,-78,-76,-77,-76,-76,-76,-76,-80,-80,-80,-79,-79,-80,-75,-76,-76,-84,-84,-100,-84,-77,-100,-100,-100,-100,-92,-100,-100,-83,-100,-100,-78,-100,-76,-81,-100,-100,-100,-88,-87,-84,-84,-100,-77,-75,-100,-73,-100,-100,-77,-86,-88,-82,-100,-100,-100,-100,-78,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,635,2844426419070
-64,-58,-56,-57,-59,-60,-59,-63,-63,-64,-64,-76,-70,-100,-69,-100,-70,-69,-70,-70,-72,-73,-73,-73,-79,-79,-79,-76,-76,-75,-76,-82,-81,-81,-79,-79,-80,-75,-76,-76,-82,-81,-100,-82,-77,-100,-100,-100,-91,-92,-100,-100,-84,-100,-100,-100,-100,-75,-81,-86,-100,-100,-87,-87,-84,-84,-90,-77,-75,-100,-73,-76,-100,-77,-86,-88,-82,-100,-87,-100,-100,-100,-100,-100,-84,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,635,2847758836048
-52,-60,-60,-59,-67,-67,-66,-68,-68,-69,-69,-78,-74,-73,-74,-100,-74,-79,-80,-79,-73,-100,-68,-70,-79,-80,-80,-78,-75,-75,-75,-80,-81,-80,-100,-100,-100,-77,-76,-76,-89,-88,-84,-88,-100,-85,-100,-87,-87,-88,-100,-100,-85,-100,-74,-84,-82,-74,-100,-84,-84,-83,-85,-84,-85,-84,-90,-83,-74,-100,-75,-75,-100,-74,-86,-85,-100,-89,-100,-100,-100,-74,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,617,2914927211751
-48,-58,-58,-58,-67,-65,-66,-68,-67,-69,-68,-79,-74,-73,-74,-100,-74,-77,-77,-77,-71,-69,-68,-70,-78,-79,-78,-76,-75,-75,-75,-80,-81,-81,-80,-79,-79,-77,-78,-78,-88,-88,-84,-88,-80,-85,-83,-87,-87,-88,-100,-100,-86,-100,-73,-100,-81,-74,-100,-82,-83,-83,-87,-88,-85,-84,-90,-81,-74,-92,-74,-75,-100,-74,-84,-85,-87,-89,-100,-100,-100,-73,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,617,2918276553885
-49,-58,-58,-58,-65,-65,-65,-68,-68,-69,-68,-79,-73,-74,-72,-74,-100,-80,-80,-79,-69,-69,-68,-69,-78,-79,-79,-76,-75,-75,-75,-80,-80,-81,-80,-79,-80,-77,-78,-78,-82,-82,-100,-83,-80,-100,-83,-88,-87,-88,-100,-100,-85,-100,-73,-100,-81,-100,-100,-82,-83,-82,-84,-85,-85,-84,-100,-80,-100,-92,-77,-100,-100,-74,-84,-85,-87,-100,-100,-100,-100,-73,-90,-91,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,617,2921689902322
-46,-58,-58,-58,-64,-64,-65,-68,-68,-68,-68,-81,-73,-74,-72,-73,-100,-80,-80,-80,-69,-70,-71,-70,-80,-80,-80,-76,-75,-76,-75,-80,-80,-81,-80,-81,-80,-77,-77,-78,-84,-84,-100,-85,-79,-100,-83,-88,-87,-87,-100,-100,-84,-100,-73,-82,-80,-100,-100,-82,-84,-84,-84,-85,-84,-84,-100,-80,-100,-100,-77,-76,-100,-74,-100,-85,-88,-100,-100,-100,-100,-100,-90,-91,-100,-90,-100,-100,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,617,2925134829924
-51,-58,-58,-57,-64,-64,-65,-67,-67,-68,-67,-79,-73,-74,-75,-73,-76,-80,-80,-80,-71,-69,-69,-69,-80,-80,-80,-75,-75,-75,-75,-80,-80,-81,-80,-80,-80,-77,-77,-78,-81,-80,-100,-81,-79,-100,-83,-88,-86,-87,-100,-100,-84,-100,-73,-100,-80,-100,-100,-86,-84,-84,-84,-100,-84,-84,-100,-80,-100,-100,-100,-76,-100,-74,-82,-85,-88,-100,-100,-100,-100,-100,-100,-91,-100,-90,-100,-100,-86,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,617,2928637732267
-48,-58,-58,-58,-64,-64,-65,-67,-68,-68,-67,-79,-74,-73,-74,-100,-74,-79,-79,-79,-71,-70,-69,-70,-79,-80,-80,-75,-75,-74,-75,-80,-80,-80,-80,-80,-80,-77,-77,-78,-82,-81,-100,-81,-81,-85,-100,-87,-86,-88,-100,-100,-85,-100,-74,-100,-80,-76,-87,-85,-84,-83,-100,-100,-84,-84,-100,-80,-77,-100,-74,-76,-100,-76,-82,-100,-100,-87,-100,-100,-100,-100,-100,-90,-84,-90,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,617,2932012306120
-56,-58,-57,-57,-65,-65,-65,-68,-67,-66,-67,-79,-71,-75,-100,-73,-100,-77,-76,-77,-73,-73,-73,-73,-74,-73,-74,-73,-75,-75,-75,-76,-75,-75,-82,-82,-82,-73,-73,-74,-77,-79,-100,-79,-76,-100,-100,-85,-85,-84,-100,-100,-83,-100,-74,-100,-77,-74,-100,-86,-100,-100,-82,-84,-82,-81,-89,-100,-74,-100,-78,-74,-89,-75,-92,-83,-100,-100,-100,-100,-100,-75,-86,-100,-100,-100,-100,-100,-100,-100,-100,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,600,2977020394123
-56,-60,-59,-60,-64,-63,-64,-65,-65,-65,-65,-80,-71,-75,-100,-73,-100,-77,-76,-77,-70,-69,-73,-69,-73,-73,-73,-77,-75,-75,-75,-76,-75,-75,-82,-82,-82,-73,-73,-74,-81,-81,-84,-80,-76,-85,-85,-85,-85,-84,-100,-100,-83,-100,-74,-100,-77,-100,-100,-85,-86,-100,-85,-87,-82,-82,-89,-76,-73,-100,-100,-100,-89,-100,-92,-86,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-87,-100,-100,-100,-100,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,600,2980386620320
-54,-61,-59,-60,-63,-63,-64,-65,-65,-64,-65,-80,-70,-74,-69,-100,-69,-77,-77,-77,-70,-70,-70,-69,-74,-73,-74,-76,-77,-75,-75,-76,-75,-76,-79,-81,-80,-74,-73,-74,-80,-80,-84,-79,-75,-85,-85,-83,-84,-83,-100,-100,-83,-100,-73,-100,-75,-100,-80,-85,-86,-86,-85,-87,-82,-83,-100,-76,-73,-87,-100,-75,-90,-100,-100,-87,-81,-80,-86,-100,-100,-100,-100,-88,-100,-88,-87,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,600,2983693175006
-55,-59,-59,-60,-63,-63,-64,-65,-65,-64,-65,-80,-70,-74,-69,-100,-70,-75,-76,-77,-70,-68,-68,-68,-74,-73,-74,-77,-77,-75,-77,-75,-75,-76,-79,-80,-80,-74,-73,-74,-80,-80,-100,-80,-77,-100,-84,-83,-84,-84,-100,-100,-83,-100,-73,-75,-76,-100,-80,-85,-86,-86,-85,-87,-83,-83,-100,-78,-100,-88,-100,-75,-90,-76,-100,-88,-81,-80,-86,-100,-75,-76,-89,-88,-100,-89,-88,-100,-100,-100,-100,-88,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,600,2987072275422
-56,-60,-59,-60,-63,-63,-63,-66,-65,-66,-65,-81,-70,-100,-79,-100,-70,-75,-75,-75,-67,-68,-68,-68,-75,-73,-74,-77,-77,-77,-76,-77,-79,-77,-79,-78,-78,-73,-73,-73,-82,-83,-100,-81,-77,-100,-84,-83,-84,-84,-100,-100,-83,-100,-100,-78,-76,-74,-100,-84,-84,-84,-84,-100,-83,-83,-90,-77,-100,-88,-100,-100,-100,-76,-100,-85,-81,-100,-85,-100,-75,-76,-89,-88,-100,-89,-87,-100,-100,-100,-100,-88,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,600,2990517364431
-58,-60,-61,-62,-63,-63,-63,-63,-63,-64,-63,-78,-72,-100,-73,-100,-72,-77,-77,-76,-71,-70,-70,-69,-74,-73,-74,-74,-76,-74,-75,-77,-79,-77,-79,-80,-80,-73,-73,-73,-81,-81,-100,-81,-77,-100,-100,-83,-83,-83,-100,-100,-83,-100,-100,-100,-78,-75,-80,-85,-85,-84,-87,-88,-83,-84,-90,-76,-100,-89,-100,-100,-100,-100,-100,-85,-81,-81,-86,-100,-100,-100,-100,-88,-100,-100,-87,-91,-100,-100,-100,-90,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,600,2993949797971
-53,-100,-60,-60,-68,-68,-68,-68,-68,-68,-69,-77,-70,-80,-70,-100,-100,-69,-70,-70,-68,-100,-71,-100,-80,-80,-80,-74,-73,-74,-74,-81,-80,-79,-81,-82,-81,-76,-76,-77,-75,-75,-100,-75,-76,-86,-86,-100,-100,-86,-91,-100,-84,-89,-100,-78,-100,-100,-100,-85,-84,-86,-83,-82,-86,-85,-100,-76,-74,-88,-78,-100,-100,-80,-100,-83,-85,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,583,3043591559202
-53,-60,-60,-60,-68,-68,-68,-66,-66,-66,-67,-73,-69,-80,-69,-100,-69,-69,-70,-69,-71,-70,-71,-100,-80,-80,-80,-74,-73,-74,-74,-80,-80,-80,-81,-82,-81,-76,-78,-77,-75,-74,-100,-73,-76,-86,-86,-100,-100,-86,-91,-100,-83,-89,-100,-100,-100,-100,-100,-84,-84,-86,-84,-82,-82,-85,-100,-76,-74,-88,-77,-100,-100,-80,-100,-84,-86,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,583,3046901534982
-55,-60,-60,-60,-66,-66,-67,-65,-64,-64,-65,-76,-69,-82,-69,-100,-69,-69,-70,-70,-67,-70,-71,-71,-80,-80,-80,-77,-73,-78,-78,-80,-80,-80,-82,-84,-83,-78,-79,-79,-75,-74,-87,-74,-75,-85,-100,-87,-88,-86,-100,-100,-83,-100,-100,-100,-76,-100,-100,-83,-83,-85,-87,-82,-82,-83,-100,-75,-75,-100,-77,-100,-100,-100,-100,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,583,3050241584981
-58,-60,-60,-59,-67,-66,-67,-66,-67,-67,-66,-76,-70,-82,-70,-100,-71,-73,-74,-73,-68,-70,-69,-69,-75,-75,-74,-74,-74,-75,-75,-80,-80,-79,-81,-81,-81,-74,-75,-75,-75,-75,-87,-75,-75,-85,-86,-85,-84,-85,-100,-100,-83,-88,-100,-100,-76,-75,-100,-82,-83,-83,-83,-84,-82,-83,-100,-75,-75,-89,-100,-76,-100,-78,-100,-83,-100,-100,-100,-100,-79,-78,-85,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,583,3053657231959
