ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:01,38:17:c3:1f:0e:11,38:17:c3:1f:0e:00,38:17:c3:1f:01:82,38:17:c3:1f:01:80,80:8d:b7:55:35:13,80:8d:b7:55:39:c1,80:8d:b7:55:35:12,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:39:d2,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:35:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d0,80:8d:b7:55:35:01,80:8d:b7:55:35:00,38:17:c3:1f:01:91,38:17:c3:1f:01:90,80:8d:b7:55:25:e3,38:17:c3:1f:01:92,44:48:c1:a5:82:21,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,44:48:c1:a5:82:20,38:17:c3:19:d7:62,b0:be:76:f8:30:5e,80:8d:b7:55:25:f1,38:17:c3:19:d7:61,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,38:17:c3:19:d7:72,80:8d:b7:55:3a:42,38:17:c3:19:d7:71,38:17:c3:19:d7:70,00:4e:35:df:06:40,80:8d:b7:55:3a:52,44:48:c1:a5:82:32,44:48:c1:a5:82:30,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,00:4e:35:df:06:52,20:a6:cd:50:24:a2,80:8d:b7:55:3a:51,80:8d:b7:55:3a:50,00:4e:35:df:06:50,44:48:c1:a5:82:31,00:4e:35:df:06:51,20:a6:cd:50:24:a0,60:32:b1:3e:1a:b8,00:4e:35:df:06:42,38:17:c3:19:45:b0,72:32:b1:3e:1a:b7,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,38:17:c3:1f:01:81,44:48:c1:a5:82:22,38:17:c3:19:d7:60,20:a6:cd:50:24:b0,20:a6:cd:50:24:a1,b4:5d:50:e1:92:23,60:32:b1:3e:1a:b7,66:2a:2f:53:7c:99,38:17:c3:1e:ff:00,00:4e:35:df:06:41,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:de:e1:12,72:32:b1:3e:1a:b8,38:17:c3:1e:ff:02,68:ff:7b:e4:af:39,38:17:c3:1e:ff:01,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:19:55:51,38:17:c3:19:55:50,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:19:45:a0,38:17:c3:1f:22:30,b4:5d:50:e1:92:33,00:4e:35:de:e1:11,00:4e:35:de:e1:10,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,b4:5d:50:e1:92:32,b4:5d:50:e1:92:31,b4:5d:50:e1:92:30,b4:5d:50:e1:92:22,38:17:c3:19:55:52,00:4e:35:de:e1:00,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,00:4e:35:de:e1:02,38:17:c3:1f:08:50,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,00:4e:35:de:e1:01,00:4e:35:de:d7:53,44:48:c1:91:95:b3,38:17:c3:1f:22:20,00:4e:35:de:d7:52,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:21,38:17:c3:1f:22:32,68:ff:7b:e4:af:38,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:19:71:90,a8:bd:27:4c:bd:30,00:4e:35:de:d7:43,00:4e:35:df:0e:12,38:17:c3:1f:08:51,38:17:c3:1f:08:52,00:4e:35:de:d7:40,00:4e:35:de:d7:42,38:17:c3:1f:22:31,00:4e:35:de:d7:41,38:17:c3:19:71:91,38:17:c3:19:71:92,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:a0,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:df:0e:00,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:1b:08:b0,38:17:c3:24:4f:01,00:4e:35:df:27:12,00:4e:35:df:27:10,x,y,timestamp
-82,-100,-100,-100,-100,-100,-85,-100,-100,-85,-85,-85,-85,-86,-84,-86,-100,-100,-83,-84,-100,-100,-100,-100,-71,-100,-100,-74,-73,-74,-84,-100,-100,-54,-74,-100,-88,-75,-73,-87,-100,-85,-87,-63,-74,-100,-87,-100,-100,-100,-62,-100,-74,-75,-62,-100,-62,-100,-100,-62,-100,-100,-74,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-77,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-75,-77,-100,-100,-100,-100,-100,-100,-69,-75,-65,-67,-65,-75,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,304,3515418798970
-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-85,-85,-85,-85,-84,-86,-100,-100,-83,-84,-100,-100,-100,-100,-71,-100,-100,-74,-100,-74,-85,-100,-100,-56,-74,-100,-100,-75,-75,-87,-100,-100,-100,-62,-74,-100,-90,-100,-100,-100,-62,-100,-74,-75,-61,-100,-61,-100,-100,-62,-100,-100,-74,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-76,-100,-100,-80,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-69,-75,-65,-67,-69,-75,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-92,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,304,3518652718240
-87,-100,-100,-100,-100,-100,-83,-100,-100,-84,-100,-85,-84,-85,-84,-100,-82,-100,-83,-83,-100,-100,-100,-100,-71,-100,-100,-72,-72,-71,-85,-100,-100,-56,-71,-100,-100,-100,-75,-88,-100,-86,-88,-61,-74,-100,-91,-100,-100,-100,-63,-100,-74,-75,-62,-100,-62,-100,-100,-60,-100,-100,-74,-73,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-77,-100,-100,-80,-100,-100,-100,-67,-68,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-67,-75,-67,-68,-67,-74,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-92,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,304,3521895438759
-100,-100,-100,-100,-100,-100,-83,-100,-100,-84,-82,-85,-84,-84,-81,-83,-82,-100,-82,-82,-100,-100,-100,-100,-73,-100,-100,-72,-72,-71,-100,-100,-100,-53,-73,-100,-100,-100,-78,-88,-100,-87,-88,-61,-76,-100,-90,-100,-100,-100,-62,-100,-76,-75,-62,-100,-62,-100,-100,-60,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-75,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-74,-75,-100,-100,-100,-100,-100,-100,-67,-75,-67,-68,-67,-74,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,304,3525099187248
-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-82,-84,-85,-84,-81,-83,-82,-100,-82,-82,-100,-100,-100,-100,-72,-100,-100,-71,-72,-71,-100,-100,-100,-55,-72,-100,-88,-77,-78,-88,-77,-87,-85,-67,-75,-100,-90,-100,-100,-100,-62,-100,-76,-75,-62,-100,-62,-100,-100,-60,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-75,-100,-100,-100,-100,-100,-100,-66,-67,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-67,-75,-68,-70,-67,-74,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,304,3528307548757
-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-92,-100,-86,-84,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-87,-100,-54,-76,-100,-100,-100,-100,-100,-100,-100,-100,-65,-76,-100,-92,-100,-100,-100,-63,-100,-76,-75,-63,-100,-62,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-76,-100,-100,-84,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-75,-100,-74,-74,-74,-79,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,291,3665674261309
-82,-100,-100,-92,-100,-100,-100,-100,-100,-88,-82,-100,-88,-100,-86,-83,-83,-100,-87,-87,-100,-100,-100,-100,-83,-100,-100,-74,-76,-75,-100,-87,-100,-54,-74,-100,-100,-76,-77,-100,-77,-100,-100,-64,-74,-100,-92,-100,-100,-100,-60,-100,-75,-75,-59,-100,-59,-100,-100,-79,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-77,-100,-100,-84,-100,-100,-100,-75,-74,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-75,-100,-74,-79,-74,-77,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-79,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,291,3668719844172
-79,-100,-100,-92,-100,-100,-100,-100,-100,-85,-82,-100,-85,-85,-85,-83,-83,-100,-83,-85,-100,-100,-100,-100,-83,-100,-100,-76,-76,-75,-100,-100,-100,-54,-76,-100,-100,-73,-75,-100,-74,-100,-100,-62,-74,-100,-100,-100,-100,-100,-60,-100,-75,-75,-59,-100,-59,-100,-100,-64,-100,-100,-87,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-75,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-77,-75,-100,-100,-100,-100,-100,-100,-73,-77,-73,-74,-70,-76,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-80,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-79,-79,-100,-100,-84,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,291,3671946686358
-100,-100,-100,-92,-100,-100,-100,-100,-100,-89,-82,-100,-89,-85,-85,-83,-84,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-100,-100,-54,-77,-100,-100,-75,-75,-100,-76,-100,-100,-66,-74,-100,-100,-100,-100,-100,-56,-100,-75,-75,-57,-100,-57,-100,-100,-67,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-76,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-77,-75,-100,-100,-100,-100,-100,-100,-75,-78,-73,-74,-70,-77,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-80,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-79,-79,-100,-100,-84,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,291,3675125697399
-78,-100,-100,-92,-100,-100,-100,-100,-100,-89,-100,-100,-89,-100,-85,-81,-82,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-100,-54,-74,-100,-100,-72,-72,-100,-72,-100,-100,-63,-77,-100,-100,-100,-100,-100,-56,-100,-76,-76,-55,-100,-56,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-76,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-78,-75,-100,-100,-100,-100,-100,-100,-72,-78,-71,-72,-72,-77,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-78,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,291,3678323492450
-82,-100,-100,-92,-100,-100,-100,-100,-100,-89,-85,-100,-89,-100,-85,-83,-85,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-73,-74,-74,-100,-100,-100,-58,-73,-100,-100,-74,-72,-100,-72,-100,-100,-65,-76,-100,-100,-100,-100,-100,-56,-100,-75,-76,-55,-100,-56,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-77,-100,-100,-87,-100,-100,-100,-75,-74,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-100,-100,-74,-100,-72,-72,-73,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-80,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-72,-75,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,291,3681469530365
-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-84,-100,-87,-100,-100,-100,-58,-86,-100,-100,-74,-74,-100,-74,-100,-100,-61,-75,-100,-92,-100,-100,-100,-68,-100,-74,-75,-68,-100,-68,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-81,-100,-100,-100,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-68,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,277,3733580588991
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-85,-83,-83,-100,-85,-88,-100,-100,-100,-100,-78,-100,-100,-84,-100,-87,-100,-100,-100,-59,-86,-100,-100,-74,-74,-100,-74,-100,-100,-66,-74,-100,-92,-100,-100,-100,-68,-100,-74,-75,-68,-100,-68,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-81,-100,-100,-100,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-74,-100,-100,-71,-72,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-77,-76,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,277,3736673807584
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-88,-83,-83,-100,-91,-88,-100,-100,-100,-100,-81,-100,-100,-83,-82,-82,-100,-100,-100,-54,-82,-100,-100,-100,-100,-100,-100,-100,-100,-67,-72,-100,-92,-100,-100,-100,-68,-100,-72,-73,-68,-100,-68,-100,-100,-67,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-82,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-72,-100,-100,-71,-69,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-77,-76,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,277,3739799411645
-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-100,-100,-88,-87,-100,-100,-100,-100,-78,-100,-100,-84,-82,-82,-100,-100,-100,-62,-82,-100,-100,-75,-76,-100,-74,-100,-100,-66,-75,-100,-88,-100,-100,-100,-67,-100,-75,-76,-68,-100,-67,-100,-100,-66,-100,-100,-81,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-80,-100,-100,-100,-100,-100,-100,-69,-70,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-69,-84,-100,-100,-69,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,277,3742919746540
-100,-100,-87,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-100,-100,-88,-88,-100,-100,-100,-100,-79,-100,-100,-80,-81,-81,-100,-100,-100,-58,-81,-100,-100,-75,-76,-100,-74,-100,-100,-66,-71,-100,-88,-100,-100,-100,-67,-100,-71,-72,-67,-100,-67,-100,-100,-67,-100,-100,-81,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-79,-100,-100,-100,-100,-100,-100,-70,-69,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-70,-84,-100,-70,-100,-84,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,277,3746088673413
-78,-100,-87,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-88,-88,-100,-100,-100,-100,-79,-100,-100,-80,-81,-82,-100,-100,-100,-55,-82,-100,-100,-78,-76,-100,-100,-100,-100,-69,-73,-88,-91,-100,-100,-100,-67,-100,-74,-74,-66,-100,-66,-100,-100,-68,-100,-100,-81,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-80,-100,-100,-100,-100,-100,-100,-69,-68,-100,-100,-100,-100,-100,-81,-79,-100,-100,-100,-100,-100,-100,-69,-86,-70,-70,-70,-85,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-78,-77,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,277,3749216397996
-100,-100,-100,-91,-100,-100,-100,-100,-100,-92,-100,-100,-92,-100,-86,-100,-100,-100,-85,-87,-100,-100,-100,-100,-78,-100,-100,-80,-78,-78,-100,-100,-100,-43,-78,-100,-100,-74,-100,-100,-100,-100,-100,-67,-80,-100,-100,-100,-100,-100,-67,-100,-81,-81,-68,-100,-68,-100,-100,-100,-100,-100,-81,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-83,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-70,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,264,3819223113854
-84,-100,-100,-90,-100,-91,-100,-100,-100,-92,-86,-100,-88,-100,-85,-100,-100,-100,-85,-87,-100,-100,-100,-100,-78,-100,-100,-80,-80,-79,-100,-100,-100,-43,-79,-100,-100,-74,-74,-100,-76,-100,-100,-67,-76,-100,-100,-100,-100,-100,-68,-100,-76,-76,-69,-100,-68,-100,-100,-68,-100,-100,-81,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-86,-100,-100,-100,-100,-100,-100,-75,-74,-100,-100,-100,-100,-100,-82,-86,-100,-100,-100,-100,-100,-100,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,264,3822292845728
-100,-100,-100,-90,-100,-91,-100,-100,-100,-100,-86,-100,-88,-100,-85,-83,-100,-100,-83,-85,-100,-100,-100,-100,-80,-100,-100,-80,-81,-81,-100,-100,-100,-43,-82,-100,-100,-76,-74,-100,-75,-100,-100,-70,-77,-100,-100,-100,-100,-100,-70,-100,-76,-77,-69,-100,-100,-100,-100,-71,-100,-100,-83,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-85,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-77,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,264,3825351988071
-100,-100,-87,-86,-100,-87,-100,-100,-100,-89,-100,-100,-90,-100,-85,-83,-100,-100,-83,-88,-100,-100,-100,-100,-80,-100,-100,-83,-82,-83,-100,-100,-100,-62,-84,-100,-100,-74,-75,-100,-74,-100,-100,-70,-76,-100,-100,-100,-100,-100,-70,-100,-76,-77,-70,-100,-71,-100,-100,-69,-100,-100,-83,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-81,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-81,-100,-75,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,264,3828047347288
-100,-100,-87,-90,-100,-87,-100,-100,-100,-89,-100,-100,-90,-100,-100,-86,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-84,-83,-83,-100,-100,-100,-54,-84,-100,-100,-74,-75,-100,-74,-100,-100,-70,-72,-100,-100,-100,-100,-100,-69,-100,-73,-73,-69,-100,-69,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-85,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-100,-85,-81,-100,-100,-100,-100,-100,-100,-80,-100,-75,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,264,3831197242548
-100,-100,-100,-89,-100,-90,-100,-100,-100,-88,-100,-89,-89,-87,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-83,-100,-100,-100,-54,-85,-100,-100,-75,-74,-100,-74,-100,-100,-68,-74,-100,-100,-100,-100,-100,-72,-100,-74,-74,-73,-100,-72,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-86,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-68,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-69,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,264,3834260899474
