ea:9e:b4:53:24:54,b8:27:eb:9f:6b:77,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,80:8d:b7:55:35:12,80:8d:b7:55:35:03,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:00,38:17:c3:1f:01:82,b0:be:76:f8:30:5e,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:39:d1,80:8d:b7:55:39:c0,80:8d:b7:55:39:d0,80:8d:b7:55:25:e1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:d2,38:17:c3:19:d7:62,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:61,38:17:c3:19:d7:71,38:17:c3:19:d7:70,80:8d:b7:55:25:f3,38:17:c3:19:d7:72,80:8d:b7:55:25:f1,00:4e:35:df:06:40,38:17:c3:1e:ff:01,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,38:17:c3:1e:ff:02,44:48:c1:a5:82:30,38:17:c3:1e:ff:00,44:48:c1:a5:82:22,44:48:c1:a5:82:32,44:48:c1:a5:82:31,38:17:c3:1e:ff:12,00:4e:35:df:06:52,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:1e:ff:11,20:a6:cd:50:24:a0,00:4e:35:df:06:42,38:17:c3:1e:ff:10,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:01:80,38:17:c3:1f:01:92,38:17:c3:1f:01:91,38:17:c3:1f:01:90,44:48:c1:a5:82:21,44:48:c1:a5:82:20,00:4e:35:df:06:41,60:32:b1:3e:1a:b8,80:8d:b7:55:3a:50,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,66:2a:2f:53:7c:99,38:17:c3:1f:01:81,80:8d:b7:55:25:e0,80:8d:b7:55:25:e2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,38:17:c3:19:d7:60,80:8d:b7:55:25:e3,72:32:b1:3e:1a:b8,38:17:c3:19:45:b0,b4:5d:50:e1:92:23,38:17:c3:19:45:b1,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,72:32:b1:3e:1a:b7,00:4e:35:de:e1:12,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:19:45:b2,38:17:c3:19:55:50,68:ff:7b:e4:af:39,38:17:c3:1f:22:30,00:4e:35:de:e1:02,60:32:b1:3e:1a:b7,b4:5d:50:e1:92:31,38:17:c3:19:55:52,b4:5d:50:e1:92:33,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,00:4e:35:de:e1:10,00:4e:35:de:e1:11,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,38:17:c3:19:55:51,44:48:c1:91:95:b1,44:48:c1:91:95:b0,b4:5d:50:e1:92:20,00:4e:35:de:e1:01,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:08:50,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:e1:00,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:52,00:4e:35:de:d7:50,38:17:c3:19:71:90,68:ff:7b:e4:af:38,38:17:c3:1f:22:31,38:17:c3:19:71:91,38:17:c3:1f:22:32,38:17:c3:19:71:80,38:17:c3:19:71:82,a8:bd:27:4c:bd:30,38:17:c3:1f:08:51,00:4e:35:df:0e:12,38:17:c3:1f:08:52,38:17:c3:19:71:92,00:4e:35:df:0e:10,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:31,38:17:c3:1e:fc:b0,00:4e:35:df:0e:11,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:4f:10,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1b:08:b0,38:17:c3:19:71:81,00:4e:35:de:d7:43,00:4e:35:de:d7:40,00:4e:35:de:d7:42,00:4e:35:de:d7:41,x,y,timestamp
-85,-36,-88,-87,-88,-89,-86,-88,-87,-88,-100,-100,-59,-100,-100,-84,-81,-84,-77,-80,-82,-84,-100,-89,-100,-100,-100,-72,-100,-73,-61,-100,-70,-70,-74,-72,-100,-86,-100,-100,-100,-86,-100,-62,-63,-63,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-61,-100,-70,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-77,-100,-100,-100,-100,-79,-100,-79,-100,-75,-100,-100,-100,-65,-89,-100,-79,-100,-100,-65,-100,-100,-100,-64,-64,-64,-74,-75,-100,-100,-65,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-81,-100,-100,-82,-91,-100,-100,-100,-100,-88,-81,-86,-100,-87,-84,-87,-87,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,255,21,4458382268558
-100,-39,-88,-87,-88,-89,-87,-88,-87,-87,-100,-100,-57,-100,-100,-84,-81,-84,-77,-80,-81,-84,-100,-100,-100,-100,-100,-73,-100,-72,-60,-100,-70,-70,-72,-72,-100,-86,-100,-100,-100,-86,-100,-62,-62,-62,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-61,-100,-71,-100,-100,-100,-100,-75,-77,-100,-100,-100,-100,-77,-100,-100,-100,-100,-79,-100,-100,-100,-76,-100,-100,-100,-63,-89,-100,-79,-100,-100,-62,-100,-100,-100,-63,-63,-62,-76,-76,-100,-100,-64,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-81,-100,-100,-100,-91,-100,-100,-100,-91,-100,-81,-100,-100,-100,-84,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,255,21,4461808384547
-87,-37,-100,-100,-89,-88,-88,-88,-87,-88,-100,-100,-58,-100,-100,-84,-100,-83,-77,-100,-81,-84,-100,-100,-100,-100,-100,-72,-100,-72,-60,-100,-70,-70,-72,-73,-100,-86,-100,-85,-100,-100,-100,-62,-63,-64,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-59,-100,-70,-100,-100,-92,-100,-78,-77,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-59,-100,-100,-79,-100,-100,-58,-100,-100,-100,-66,-67,-65,-77,-76,-100,-100,-60,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-80,-100,-100,-80,-88,-100,-100,-100,-87,-83,-80,-100,-100,-100,-100,-83,-82,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,255,21,4465182330379
-84,-48,-100,-100,-90,-88,-88,-88,-87,-88,-100,-100,-58,-100,-100,-82,-100,-83,-77,-100,-100,-82,-100,-100,-100,-100,-100,-72,-100,-72,-61,-100,-69,-70,-73,-72,-100,-86,-100,-85,-100,-100,-100,-62,-63,-64,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-61,-100,-69,-100,-100,-89,-100,-78,-77,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-100,-100,-100,-78,-100,-100,-100,-59,-100,-100,-79,-100,-100,-59,-100,-100,-100,-65,-64,-64,-77,-76,-100,-100,-59,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-80,-100,-100,-80,-88,-100,-100,-100,-87,-83,-80,-84,-100,-100,-100,-83,-82,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,255,21,4468553754440
-89,-40,-100,-100,-90,-88,-86,-88,-87,-88,-100,-100,-58,-100,-100,-82,-82,-83,-100,-81,-82,-82,-100,-100,-100,-100,-100,-73,-100,-72,-60,-100,-70,-71,-73,-73,-100,-86,-100,-86,-86,-87,-100,-63,-64,-64,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-60,-100,-69,-100,-100,-89,-100,-76,-76,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-100,-100,-100,-77,-100,-100,-100,-60,-85,-100,-79,-100,-100,-59,-100,-100,-100,-65,-66,-64,-77,-76,-100,-100,-59,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-80,-87,-85,-85,-85,-100,-84,-79,-84,-100,-100,-86,-85,-84,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,255,21,4471922811001
-100,-39,-88,-87,-87,-100,-100,-100,-100,-89,-100,-100,-58,-100,-100,-85,-80,-86,-77,-82,-82,-86,-100,-100,-100,-100,-100,-79,-100,-80,-65,-100,-74,-74,-100,-82,-100,-89,-100,-100,-88,-90,-100,-67,-66,-66,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-74,-100,-100,-92,-100,-79,-78,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-71,-71,-100,-74,-100,-100,-100,-66,-85,-100,-77,-100,-100,-65,-100,-100,-100,-69,-69,-68,-74,-74,-100,-100,-66,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-87,-100,-100,-100,-90,-81,-80,-80,-89,-100,-85,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,255,-1,4516230097547
-100,-35,-88,-89,-88,-100,-100,-100,-100,-89,-100,-100,-58,-100,-100,-84,-80,-84,-77,-83,-82,-83,-100,-100,-100,-100,-100,-77,-100,-78,-64,-100,-75,-76,-100,-78,-100,-89,-100,-100,-88,-90,-100,-63,-62,-62,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-76,-100,-100,-92,-100,-79,-78,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-71,-71,-100,-74,-100,-100,-100,-66,-85,-100,-76,-100,-100,-65,-100,-100,-100,-69,-69,-68,-74,-74,-100,-100,-66,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-100,-100,-87,-81,-80,-80,-88,-100,-85,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,255,-1,4519527053743
-85,-31,-88,-89,-88,-100,-100,-100,-87,-89,-100,-100,-58,-100,-100,-84,-100,-85,-100,-82,-83,-84,-100,-100,-100,-100,-100,-80,-100,-79,-64,-100,-74,-73,-80,-80,-100,-100,-100,-100,-100,-100,-100,-62,-62,-62,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-69,-100,-73,-100,-100,-100,-66,-100,-100,-77,-100,-100,-65,-100,-100,-100,-67,-67,-66,-73,-73,-100,-100,-66,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-100,-100,-89,-100,-80,-80,-88,-83,-85,-100,-100,-100,-87,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,255,-1,4522820686763
-84,-31,-100,-100,-100,-100,-92,-100,-87,-89,-100,-100,-58,-100,-100,-84,-100,-85,-100,-82,-83,-84,-100,-100,-100,-100,-100,-79,-100,-79,-65,-100,-73,-73,-79,-79,-100,-100,-100,-100,-100,-100,-100,-65,-64,-66,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-69,-100,-73,-100,-100,-100,-65,-100,-100,-76,-100,-100,-64,-100,-100,-100,-67,-67,-67,-73,-73,-100,-100,-65,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-89,-80,-79,-80,-100,-83,-89,-100,-100,-100,-87,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,255,-1,4526029546293
-86,-30,-100,-100,-100,-100,-92,-100,-100,-87,-100,-100,-58,-89,-100,-86,-100,-85,-100,-100,-83,-84,-100,-100,-100,-100,-100,-79,-100,-79,-65,-100,-73,-79,-79,-79,-100,-91,-100,-100,-100,-100,-100,-65,-67,-66,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-75,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-70,-70,-100,-100,-74,-100,-100,-100,-64,-100,-100,-76,-100,-100,-64,-100,-100,-100,-68,-67,-67,-74,-74,-100,-100,-64,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-90,-80,-79,-80,-100,-84,-89,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,255,-1,4529290990406
-100,-31,-100,-100,-100,-100,-90,-100,-100,-87,-100,-100,-58,-89,-100,-86,-82,-86,-100,-82,-81,-84,-100,-100,-100,-100,-100,-79,-100,-79,-65,-100,-74,-76,-79,-79,-100,-91,-100,-100,-100,-100,-100,-65,-67,-66,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-75,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-70,-70,-100,-100,-75,-100,-100,-100,-64,-100,-100,-76,-100,-100,-64,-100,-100,-100,-66,-65,-67,-76,-75,-100,-100,-64,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-85,-100,-100,-100,-87,-100,-77,-100,-87,-84,-86,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,255,-1,4532422346499
-77,-39,-100,-90,-90,-100,-85,-100,-90,-90,-100,-100,-54,-83,-86,-88,-85,-88,-78,-84,-81,-87,-88,-100,-100,-100,-88,-71,-88,-72,-56,-100,-72,-73,-72,-72,-100,-91,-100,-88,-100,-100,-100,-62,-61,-62,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-64,-100,-72,-100,-100,-100,-100,-75,-78,-100,-100,-100,-88,-77,-100,-100,-100,-100,-73,-100,-100,-100,-73,-100,-100,-100,-65,-82,-100,-81,-100,-100,-65,-100,-100,-100,-63,-66,-63,-78,-74,-100,-100,-65,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-85,-100,-100,-85,-84,-100,-100,-78,-85,-100,-85,-85,-85,-100,-83,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,255,-24,4578930911273
-80,-42,-100,-90,-90,-88,-85,-87,-87,-88,-100,-100,-50,-83,-86,-88,-85,-89,-77,-83,-82,-87,-100,-92,-100,-100,-88,-69,-100,-69,-65,-100,-72,-73,-70,-71,-100,-91,-100,-100,-100,-100,-100,-62,-61,-62,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-72,-100,-100,-100,-100,-76,-77,-100,-100,-100,-100,-75,-100,-100,-100,-100,-72,-72,-71,-100,-74,-100,-100,-100,-65,-82,-100,-81,-100,-100,-66,-100,-100,-100,-63,-64,-65,-75,-75,-100,-100,-65,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-85,-100,-100,-85,-85,-100,-100,-78,-84,-100,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,255,-24,4582319989136
-80,-45,-100,-100,-100,-88,-100,-87,-87,-88,-100,-100,-50,-100,-100,-88,-100,-88,-74,-76,-82,-87,-100,-100,-100,-100,-100,-69,-100,-69,-65,-100,-74,-74,-70,-70,-100,-100,-100,-100,-100,-100,-100,-61,-61,-62,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-75,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-74,-100,-100,-100,-100,-72,-72,-71,-100,-74,-100,-100,-100,-66,-100,-100,-81,-100,-100,-66,-100,-100,-100,-63,-64,-65,-74,-74,-100,-100,-65,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-85,-85,-100,-100,-100,-84,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,255,-24,4585710159760
-82,-45,-100,-100,-100,-88,-100,-87,-87,-87,-100,-100,-50,-100,-100,-88,-100,-87,-74,-76,-100,-87,-100,-100,-100,-100,-100,-69,-100,-69,-65,-100,-75,-76,-70,-70,-100,-90,-100,-100,-100,-100,-100,-61,-61,-60,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-75,-100,-100,-100,-100,-74,-75,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-66,-100,-100,-79,-100,-100,-66,-100,-100,-100,-62,-63,-64,-74,-74,-100,-100,-66,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-88,-100,-100,-89,-85,-100,-100,-77,-84,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,255,-24,4588984650071
-81,-45,-100,-100,-100,-87,-100,-87,-88,-87,-100,-100,-50,-100,-100,-100,-100,-87,-74,-83,-100,-87,-100,-100,-100,-100,-100,-69,-100,-69,-65,-100,-74,-73,-70,-70,-100,-90,-100,-100,-100,-100,-100,-61,-60,-60,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-73,-100,-100,-100,-100,-74,-75,-100,-100,-100,-100,-75,-100,-100,-100,-100,-72,-72,-72,-100,-74,-100,-100,-100,-66,-84,-100,-79,-100,-100,-66,-100,-100,-100,-63,-63,-63,-73,-73,-100,-100,-66,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-88,-100,-100,-85,-86,-77,-77,-77,-87,-90,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,255,-24,4592186933507
-82,-46,-100,-100,-100,-87,-100,-89,-88,-88,-100,-100,-50,-100,-100,-88,-100,-87,-77,-83,-100,-87,-100,-100,-100,-100,-100,-69,-100,-70,-65,-100,-74,-73,-70,-70,-100,-90,-100,-100,-100,-100,-100,-61,-60,-60,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-73,-100,-100,-100,-100,-77,-75,-100,-100,-100,-100,-75,-100,-100,-100,-100,-72,-72,-72,-100,-72,-100,-100,-100,-70,-81,-100,-80,-100,-100,-69,-100,-100,-100,-63,-63,-63,-72,-73,-100,-100,-70,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-85,-85,-77,-78,-78,-87,-89,-87,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,255,-24,4595530314704
-78,-37,-100,-100,-100,-100,-100,-87,-87,-87,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-81,-89,-81,-62,-100,-74,-75,-100,-80,-100,-90,-100,-86,-100,-100,-100,-62,-63,-62,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-61,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-74,-100,-100,-82,-100,-100,-76,-100,-100,-100,-65,-65,-64,-83,-82,-100,-100,-74,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-85,-100,-100,-100,-77,-79,-78,-77,-78,-100,-84,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,255,-47,4641137940937
-100,-36,-100,-100,-90,-88,-100,-87,-88,-87,-100,-100,-49,-100,-100,-89,-100,-87,-100,-83,-81,-87,-100,-100,-100,-88,-87,-81,-88,-81,-62,-100,-74,-75,-100,-80,-100,-90,-100,-86,-100,-100,-100,-62,-63,-62,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-60,-100,-75,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-73,-100,-100,-82,-100,-100,-72,-100,-100,-100,-65,-65,-65,-84,-85,-100,-100,-72,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-85,-100,-100,-84,-78,-78,-77,-77,-78,-100,-84,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,255,-47,4644349648487
-83,-37,-100,-100,-90,-87,-100,-87,-88,-87,-100,-100,-49,-100,-100,-88,-100,-87,-78,-83,-81,-87,-100,-100,-100,-89,-89,-82,-88,-80,-62,-100,-74,-75,-80,-81,-100,-89,-100,-100,-100,-100,-100,-60,-60,-60,-100,-100,-63,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-63,-100,-75,-100,-100,-100,-100,-80,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-75,-75,-100,-83,-100,-100,-100,-70,-100,-100,-86,-100,-100,-70,-100,-100,-100,-73,-64,-65,-82,-83,-100,-100,-70,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-89,-100,-100,-84,-79,-78,-77,-77,-78,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,255,-47,4647581423226
-87,-38,-100,-100,-100,-87,-100,-87,-87,-87,-100,-100,-49,-100,-100,-88,-100,-87,-78,-100,-85,-87,-100,-100,-100,-89,-89,-81,-88,-80,-62,-100,-75,-76,-81,-80,-100,-90,-100,-100,-100,-100,-100,-60,-59,-60,-100,-100,-63,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-61,-100,-75,-100,-100,-100,-100,-80,-78,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-75,-75,-100,-79,-100,-100,-100,-70,-100,-100,-83,-100,-100,-70,-100,-100,-100,-66,-64,-65,-78,-77,-100,-100,-70,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-87,-79,-100,-77,-78,-78,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,255,-47,4650944813797
-79,-37,-100,-100,-100,-100,-100,-87,-87,-87,-100,-100,-49,-100,-100,-87,-100,-87,-78,-84,-85,-87,-100,-100,-100,-90,-89,-81,-100,-80,-62,-100,-75,-75,-81,-80,-100,-88,-100,-100,-89,-100,-100,-61,-63,-61,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-75,-100,-100,-100,-100,-80,-78,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-77,-100,-76,-100,-100,-100,-70,-100,-100,-85,-100,-100,-70,-100,-100,-100,-65,-64,-65,-77,-77,-100,-100,-70,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-88,-100,-100,-87,-80,-79,-77,-78,-80,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,255,-47,4654235325254
-84,-37,-100,-100,-100,-87,-100,-87,-87,-87,-100,-100,-49,-100,-100,-86,-100,-86,-81,-84,-100,-87,-100,-100,-100,-90,-89,-81,-100,-81,-62,-100,-74,-74,-82,-82,-100,-90,-100,-100,-89,-100,-100,-61,-61,-61,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-75,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-77,-100,-76,-100,-100,-100,-71,-100,-100,-83,-100,-100,-70,-100,-100,-100,-65,-64,-65,-77,-77,-100,-100,-71,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-87,-100,-100,-100,-78,-79,-77,-78,-79,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,255,-47,4657491691972
