38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:19:55:42,68:ff:7b:e4:af:38,b0:be:76:f8:30:5e,38:17:c3:24:58:b2,38:17:c3:24:58:b1,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:19:55:50,38:17:c3:1e:fc:b0,38:17:c3:24:58:b0,00:4e:35:df:06:52,80:8d:b7:55:3a:50,32:f7:72:50:57:3b,70:56:81:c9:91:ab,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,68:ff:7b:e4:af:39,38:17:c3:1e:fc:a0,66:2a:2f:53:7c:99,64:e5:99:c3:13:3c,38:17:c3:24:58:a0,38:17:c3:24:58:a1,56:13:79:14:54:6d,20:4e:7f:c2:ff:e8,80:8d:b7:55:3a:51,00:4e:35:df:06:40,80:8d:b7:55:3a:52,00:4e:35:df:06:42,00:4e:35:de:e1:12,38:17:c3:19:55:41,44:48:c1:a5:82:32,44:48:c1:a5:82:31,38:17:c3:1f:08:52,38:17:c3:1f:08:51,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,44:48:c1:a5:82:21,38:17:c3:19:55:40,44:48:c1:a5:82:30,38:17:c3:1f:08:50,80:8d:b7:55:39:d0,44:48:c1:a5:82:22,38:17:c3:24:58:a2,44:48:c1:a5:82:20,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:11,38:17:c3:1f:01:92,38:17:c3:1f:01:91,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:35:03,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e3,80:8d:b7:55:39:c2,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1e:ff:11,b4:5d:50:e1:92:33,38:17:c3:1e:ff:12,38:17:c3:19:45:b1,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:45:b2,20:a6:cd:50:24:a2,38:17:c3:19:45:a1,38:17:c3:19:45:a2,20:a6:cd:50:24:a1,60:32:b1:3e:1a:b8,20:a6:cd:42:0b:f3,b4:5d:50:e1:92:23,38:17:c3:1f:09:83,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,38:17:c3:1f:01:90,80:8d:b7:55:35:00,80:8d:b7:55:25:f0,38:17:c3:19:d7:70,80:8d:b7:55:25:e0,20:a6:cd:50:24:b0,38:17:c3:1e:ff:10,38:17:c3:19:45:b0,38:17:c3:19:d7:60,38:17:c3:1f:09:90,38:17:c3:19:45:a0,20:a6:cd:42:0b:f0,38:17:c3:1f:01:81,38:17:c3:1f:01:82,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,38:17:c3:1f:01:80,38:17:c3:1f:22:30,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,38:17:c3:1f:09:91,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,b4:5d:50:e1:92:31,00:4e:35:de:e1:11,00:4e:35:de:e1:10,a8:bd:27:4c:bd:31,b4:5d:50:e1:96:50,38:17:c3:19:71:90,a8:bd:27:4c:bd:30,38:17:c3:1f:09:93,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:43,80:8d:b7:55:39:c1,a8:bd:27:4c:bd:32,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:20,80:8d:b7:55:39:c0,20:a6:cd:50:24:a0,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,38:17:c3:1f:22:31,38:17:c3:1f:09:92,38:17:c3:1f:22:32,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,00:4e:35:df:06:41,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:19:71:91,80:8d:b7:55:3a:40,00:4e:35:de:e1:01,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1e:ff:00,38:17:c3:19:71:92,00:4e:35:de:e1:00,00:4e:35:de:e1:02,38:17:c3:1f:08:42,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:1f:08:40,a8:bd:27:4c:bd:22,38:17:c3:1f:22:21,00:4e:35:df:0e:12,44:48:c1:91:95:b1,44:48:c1:91:95:b0,00:4e:35:de:d7:53,38:17:c3:1f:08:41,00:4e:35:de:d7:52,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:1f:22:22,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:de:d7:43,38:17:c3:1f:22:20,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,00:4e:35:de:d7:42,38:17:c3:19:36:30,9c:d6:43:60:92:e0,00:4e:35:de:d7:41,00:4e:35:de:d7:40,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:36:20,00:4e:35:df:0e:02,00:4e:35:df:0e:00,00:4e:35:df:0e:01,38:17:c3:24:4f:12,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,38:17:c3:24:4f:11,38:17:c3:1f:0f:90,38:17:c3:24:4f:10,38:17:c3:24:4f:00,38:17:c3:24:4f:01,38:17:c3:1b:08:b0,38:17:c3:1b:08:a0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,38:17:c3:1b:08:a1,38:17:c3:24:4f:02,38:17:c3:1b:08:a2,00:4e:35:df:27:11,00:4e:35:df:27:10,00:4e:35:df:27:00,00:4e:35:df:27:02,x,y,timestamp
-100,-100,-100,-100,-100,-100,-58,-100,-100,-79,-79,-100,-100,-100,-76,-86,-100,-100,-100,-100,-100,-100,-78,-83,-100,-100,-100,-100,-100,-73,-100,-73,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-51,-100,-100,-51,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-73,-100,-100,-100,-82,-74,-100,-100,-100,-100,-74,-74,-100,-59,-56,-100,-56,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-83,-86,-100,-100,-100,-100,-100,-100,-100,502,73,3716418902227
-100,-100,-100,-100,-100,-100,-58,-100,-100,-79,-79,-100,-100,-100,-76,-86,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-75,-85,-75,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-51,-100,-100,-51,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-76,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-74,-100,-57,-57,-100,-57,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-87,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-84,-85,-86,-100,-100,-100,-100,-100,-100,-100,502,73,3721548226183
-100,-100,-100,-100,-100,-100,-60,-100,-100,-78,-78,-100,-100,-100,-77,-85,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-86,-75,-85,-75,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-51,-100,-100,-51,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-75,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-74,-100,-57,-57,-100,-57,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-87,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-83,-84,-87,-100,-100,-100,-100,-100,-100,-100,502,73,3726821989775
-100,-100,-100,-100,-100,-100,-60,-100,-100,-76,-76,-100,-100,-100,-76,-85,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-86,-76,-85,-75,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-70,-51,-100,-100,-51,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-75,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-74,-100,-57,-57,-100,-57,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-88,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-84,-87,-100,-100,-100,-100,-100,-100,-100,502,73,3731977731387
-100,-100,-100,-100,-100,-100,-56,-100,-100,-75,-75,-100,-100,-100,-73,-87,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-86,-75,-100,-75,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-62,-100,-100,-62,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-75,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-74,-100,-57,-57,-100,-57,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-88,-100,-84,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-84,-84,-87,-100,-100,-87,-100,-100,-100,-100,519,73,3758914690700
-100,-100,-100,-100,-100,-100,-57,-100,-100,-77,-77,-100,-100,-100,-74,-86,-100,-100,-100,-100,-100,-100,-76,-81,-100,-100,-100,-100,-100,-76,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-57,-100,-100,-58,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-76,-100,-100,-100,-100,-75,-100,-100,-100,-100,-76,-75,-100,-60,-60,-100,-60,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-85,-100,-84,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,519,73,3764107022781
-100,-100,-100,-100,-100,-100,-54,-100,-100,-77,-76,-100,-100,-100,-76,-87,-100,-100,-100,-100,-100,-100,-78,-81,-100,-100,-100,-100,-100,-74,-100,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-59,-100,-100,-59,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-76,-100,-100,-100,-100,-75,-100,-100,-100,-100,-76,-75,-100,-63,-63,-100,-62,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-85,-100,-83,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,519,73,3769164356686
-100,-100,-100,-100,-100,-100,-53,-100,-100,-76,-77,-100,-100,-100,-76,-88,-100,-100,-100,-100,-100,-100,-75,-81,-100,-100,-100,-100,-100,-73,-100,-72,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-57,-100,-100,-57,-100,-100,-100,-100,-57,-100,-86,-100,-100,-100,-87,-100,-100,-100,-100,-100,-86,-85,-73,-100,-100,-100,-86,-75,-100,-100,-100,-100,-76,-72,-100,-64,-64,-100,-64,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-85,-100,-85,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,519,73,3774301618611
-100,-100,-100,-100,-100,-100,-55,-100,-100,-76,-76,-100,-100,-100,-76,-88,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-74,-100,-74,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-54,-100,-100,-54,-100,-100,-100,-100,-54,-100,-86,-100,-100,-100,-87,-100,-100,-100,-100,-100,-86,-85,-75,-100,-100,-100,-86,-76,-100,-100,-100,-100,-76,-76,-100,-59,-57,-100,-59,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-86,-100,-85,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,519,73,3779483459182
-100,-100,-100,-100,-100,-100,-54,-100,-100,-76,-76,-100,-100,-100,-76,-87,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-74,-100,-74,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-56,-100,-100,-56,-100,-100,-100,-100,-56,-100,-86,-100,-100,-100,-87,-100,-100,-100,-100,-100,-86,-85,-75,-100,-100,-100,-86,-75,-100,-100,-100,-100,-75,-75,-100,-59,-59,-100,-59,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-86,-100,-83,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,519,73,3784812569544
-100,-100,-100,-100,-100,-100,-59,-100,-100,-77,-77,-100,-100,-84,-77,-87,-100,-100,-100,-100,-89,-100,-77,-79,-100,-100,-100,-100,-100,-74,-100,-74,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-54,-100,-100,-54,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-75,-100,-57,-58,-100,-58,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-86,-100,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,536,73,3810651944274
-100,-100,-100,-100,-100,-100,-56,-100,-100,-79,-80,-100,-100,-88,-79,-100,-100,-100,-100,-100,-88,-100,-76,-79,-100,-100,-100,-100,-100,-74,-100,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-53,-100,-100,-53,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-74,-100,-58,-58,-100,-58,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-86,-100,-82,-83,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-85,-86,-100,-100,-100,-86,-100,-100,-100,536,73,3815730374741
-100,-100,-100,-100,-100,-100,-55,-100,-100,-79,-79,-100,-100,-85,-80,-100,-100,-100,-100,-100,-88,-100,-74,-79,-100,-100,-100,-100,-100,-74,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-53,-100,-100,-53,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-73,-73,-100,-56,-56,-100,-57,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-86,-100,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-85,-86,-100,-100,-100,-86,-100,-100,-100,536,73,3820914611510
-100,-100,-100,-100,-100,-100,-56,-100,-85,-77,-77,-100,-100,-85,-78,-89,-100,-100,-100,-100,-88,-100,-81,-100,-100,-100,-100,-100,-100,-75,-100,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-54,-100,-100,-53,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-73,-100,-55,-57,-100,-57,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-86,-100,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-87,-100,-88,-100,-100,-87,-100,-86,-85,-86,-100,-100,-100,-86,-100,-100,-100,536,73,3826173870726
-100,-100,-100,-100,-100,-100,-61,-100,-88,-79,-79,-100,-100,-87,-79,-89,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-75,-100,-75,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-54,-100,-100,-53,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-73,-100,-56,-56,-100,-56,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-86,-100,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-77,-100,-100,-100,-87,-100,-87,-100,-100,-87,-100,-87,-85,-86,-100,-100,-100,-100,-87,-100,-100,536,73,3831449476922
-100,-100,-100,-100,-100,-100,-56,-100,-88,-79,-79,-100,-100,-87,-79,-89,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-74,-100,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-52,-100,-100,-52,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-72,-100,-100,-100,-100,-73,-72,-100,-56,-56,-100,-56,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-86,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-77,-100,-100,-100,-87,-100,-87,-100,-100,-87,-100,-87,-87,-100,-100,-100,-100,-100,-87,-100,-100,536,73,3836876345149
-100,-100,-100,-100,-100,-100,-56,-100,-88,-80,-81,-100,-100,-84,-80,-86,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-84,-77,-86,-77,-69,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-83,-69,-69,-60,-100,-100,-60,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-72,-100,-100,-100,-100,-73,-72,-100,-59,-59,-100,-59,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-78,-80,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-100,-100,-100,-100,-87,-100,-100,-88,-100,-87,-87,-100,-84,-100,-100,-100,-87,-100,-85,553,73,3863567933837
