38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:19:55:42,68:ff:7b:e4:af:38,b0:be:76:f8:30:5e,38:17:c3:24:58:b2,38:17:c3:24:58:b1,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:19:55:50,38:17:c3:1e:fc:b0,38:17:c3:24:58:b0,00:4e:35:df:06:52,80:8d:b7:55:3a:50,32:f7:72:50:57:3b,70:56:81:c9:91:ab,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,68:ff:7b:e4:af:39,38:17:c3:1e:fc:a0,66:2a:2f:53:7c:99,64:e5:99:c3:13:3c,38:17:c3:24:58:a0,38:17:c3:24:58:a1,56:13:79:14:54:6d,20:4e:7f:c2:ff:e8,80:8d:b7:55:3a:51,00:4e:35:df:06:40,80:8d:b7:55:3a:52,00:4e:35:df:06:42,00:4e:35:de:e1:12,38:17:c3:19:55:41,44:48:c1:a5:82:32,44:48:c1:a5:82:31,38:17:c3:1f:08:52,38:17:c3:1f:08:51,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,44:48:c1:a5:82:21,38:17:c3:19:55:40,44:48:c1:a5:82:30,38:17:c3:1f:08:50,80:8d:b7:55:39:d0,44:48:c1:a5:82:22,38:17:c3:24:58:a2,44:48:c1:a5:82:20,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:11,38:17:c3:1f:01:92,38:17:c3:1f:01:91,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:35:03,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e3,80:8d:b7:55:39:c2,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1e:ff:11,b4:5d:50:e1:92:33,38:17:c3:1e:ff:12,38:17:c3:19:45:b1,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:45:b2,20:a6:cd:50:24:a2,38:17:c3:19:45:a1,38:17:c3:19:45:a2,20:a6:cd:50:24:a1,60:32:b1:3e:1a:b8,20:a6:cd:42:0b:f3,b4:5d:50:e1:92:23,38:17:c3:1f:09:83,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,38:17:c3:1f:01:90,80:8d:b7:55:35:00,80:8d:b7:55:25:f0,38:17:c3:19:d7:70,80:8d:b7:55:25:e0,20:a6:cd:50:24:b0,38:17:c3:1e:ff:10,38:17:c3:19:45:b0,38:17:c3:19:d7:60,38:17:c3:1f:09:90,38:17:c3:19:45:a0,20:a6:cd:42:0b:f0,38:17:c3:1f:01:81,38:17:c3:1f:01:82,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,38:17:c3:1f:01:80,38:17:c3:1f:22:30,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,38:17:c3:1f:09:91,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,b4:5d:50:e1:92:31,00:4e:35:de:e1:11,00:4e:35:de:e1:10,a8:bd:27:4c:bd:31,b4:5d:50:e1:96:50,38:17:c3:19:71:90,a8:bd:27:4c:bd:30,38:17:c3:1f:09:93,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:43,80:8d:b7:55:39:c1,a8:bd:27:4c:bd:32,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:20,80:8d:b7:55:39:c0,20:a6:cd:50:24:a0,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,38:17:c3:1f:22:31,38:17:c3:1f:09:92,38:17:c3:1f:22:32,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,00:4e:35:df:06:41,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:19:71:91,80:8d:b7:55:3a:40,00:4e:35:de:e1:01,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1e:ff:00,38:17:c3:19:71:92,00:4e:35:de:e1:00,00:4e:35:de:e1:02,38:17:c3:1f:08:42,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:1f:08:40,a8:bd:27:4c:bd:22,38:17:c3:1f:22:21,00:4e:35:df:0e:12,44:48:c1:91:95:b1,44:48:c1:91:95:b0,00:4e:35:de:d7:53,38:17:c3:1f:08:41,00:4e:35:de:d7:52,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:1f:22:22,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:de:d7:43,38:17:c3:1f:22:20,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,00:4e:35:de:d7:42,38:17:c3:19:36:30,9c:d6:43:60:92:e0,00:4e:35:de:d7:41,00:4e:35:de:d7:40,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:36:20,00:4e:35:df:0e:02,00:4e:35:df:0e:00,00:4e:35:df:0e:01,38:17:c3:24:4f:12,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,38:17:c3:24:4f:11,38:17:c3:1f:0f:90,38:17:c3:24:4f:10,38:17:c3:24:4f:00,38:17:c3:24:4f:01,38:17:c3:1b:08:b0,38:17:c3:1b:08:a0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,38:17:c3:1b:08:a1,38:17:c3:24:4f:02,38:17:c3:1b:08:a2,00:4e:35:df:27:11,00:4e:35:df:27:10,00:4e:35:df:27:00,00:4e:35:df:27:02,x,y,timestamp
-52,-52,-85,-86,-54,-86,-56,-100,-100,-57,-57,-52,-85,-100,-57,-65,-100,-100,-85,-85,-77,-82,-84,-100,-100,-100,-100,-100,-66,-59,-66,-59,-71,-100,-82,-81,-100,-85,-74,-74,-75,-53,-81,-86,-74,-75,-100,-75,-74,-79,-78,-80,-81,-79,-100,-100,-70,-75,-75,-75,-80,-85,-71,-71,-73,-64,-75,-84,-85,-70,-66,-82,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-78,-80,-100,-82,-71,-84,-70,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-71,-100,-100,-71,-100,-100,-100,-75,-71,-100,-100,-75,-100,-100,-100,-100,-100,-88,-100,-100,-63,-63,-59,-100,-100,-100,-63,-68,-100,-100,-100,-100,-68,-68,-100,-74,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,261,2294914322821
-53,-53,-84,-85,-54,-100,-42,-100,-100,-55,-55,-53,-84,-100,-55,-65,-100,-100,-100,-100,-77,-82,-84,-100,-100,-100,-100,-100,-65,-55,-65,-56,-71,-100,-78,-78,-100,-100,-72,-72,-100,-53,-78,-100,-72,-100,-100,-100,-100,-79,-78,-80,-81,-80,-100,-100,-74,-100,-100,-100,-80,-100,-69,-70,-70,-73,-73,-100,-100,-100,-66,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-78,-79,-100,-100,-70,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-71,-71,-72,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-63,-62,-56,-100,-100,-100,-63,-68,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,261,2301276578339
-53,-53,-84,-85,-54,-100,-56,-100,-100,-52,-53,-53,-84,-100,-52,-65,-100,-100,-100,-81,-76,-82,-83,-100,-100,-100,-100,-100,-65,-55,-65,-56,-70,-100,-79,-78,-100,-100,-72,-72,-100,-53,-79,-86,-72,-74,-100,-100,-100,-79,-78,-80,-81,-80,-100,-100,-74,-100,-100,-62,-80,-100,-71,-71,-71,-84,-73,-100,-100,-100,-66,-85,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-78,-80,-100,-100,-71,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-70,-71,-72,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-63,-62,-56,-100,-100,-100,-63,-68,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,261,2307058834171
-53,-53,-84,-85,-100,-100,-56,-100,-100,-52,-52,-53,-84,-100,-52,-65,-100,-100,-100,-81,-76,-100,-83,-100,-100,-100,-100,-100,-65,-56,-65,-56,-71,-55,-79,-79,-100,-100,-72,-72,-73,-55,-75,-86,-72,-73,-100,-100,-100,-100,-100,-81,-81,-80,-100,-100,-71,-100,-77,-80,-82,-81,-70,-71,-71,-71,-73,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-80,-100,-81,-71,-100,-66,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-70,-70,-73,-100,-100,-73,-100,-100,-100,-73,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-63,-62,-56,-100,-100,-100,-63,-69,-100,-100,-100,-100,-69,-69,-100,-74,-74,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,261,2312976270314
-53,-53,-100,-100,-100,-100,-57,-100,-100,-54,-55,-54,-100,-100,-55,-65,-100,-100,-81,-81,-76,-82,-85,-100,-100,-100,-100,-100,-65,-56,-65,-56,-71,-55,-79,-79,-100,-100,-72,-72,-75,-55,-79,-86,-73,-74,-100,-74,-100,-76,-76,-80,-80,-80,-100,-100,-71,-100,-77,-80,-82,-81,-70,-71,-71,-71,-73,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-80,-100,-81,-71,-100,-66,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-90,-71,-71,-73,-100,-100,-73,-100,-100,-100,-73,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-63,-61,-56,-100,-100,-100,-63,-69,-100,-100,-100,-100,-69,-69,-100,-74,-74,-100,-74,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,261,2318987951249
-52,-53,-100,-84,-100,-100,-54,-100,-100,-55,-55,-52,-83,-100,-55,-65,-100,-100,-81,-81,-78,-80,-85,-100,-100,-100,-100,-100,-65,-57,-65,-56,-71,-55,-79,-79,-100,-100,-72,-72,-74,-55,-79,-87,-72,-74,-100,-74,-76,-76,-76,-80,-80,-79,-100,-100,-72,-76,-77,-82,-81,-81,-70,-70,-71,-71,-73,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-80,-100,-81,-71,-100,-66,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-71,-71,-73,-100,-100,-73,-100,-100,-100,-73,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-62,-63,-55,-100,-100,-100,-63,-69,-100,-100,-100,-100,-64,-69,-100,-74,-74,-100,-74,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,261,2325169691247
-54,-54,-100,-84,-100,-85,-51,-100,-100,-57,-57,-54,-80,-100,-57,-67,-100,-100,-81,-81,-78,-80,-85,-100,-100,-100,-100,-100,-67,-57,-67,-55,-67,-100,-77,-77,-100,-100,-72,-72,-74,-55,-77,-87,-72,-78,-100,-74,-76,-77,-77,-77,-80,-77,-100,-100,-71,-76,-77,-80,-81,-81,-73,-73,-73,-75,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-88,-100,-77,-77,-100,-81,-73,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-67,-67,-72,-100,-100,-72,-100,-100,-100,-73,-72,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-66,-64,-55,-100,-100,-100,-65,-61,-100,-100,-100,-100,-72,-69,-100,-74,-74,-100,-74,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,244,2354100982798
-53,-53,-100,-100,-55,-85,-51,-100,-100,-54,-54,-53,-80,-100,-54,-68,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-71,-100,-70,-56,-64,-100,-79,-79,-100,-100,-75,-76,-79,-55,-79,-100,-76,-77,-100,-100,-100,-77,-77,-82,-82,-82,-100,-100,-71,-100,-100,-74,-82,-77,-73,-73,-73,-70,-74,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-81,-100,-76,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-63,-73,-100,-100,-73,-100,-100,-100,-74,-72,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-66,-64,-56,-100,-100,-100,-66,-69,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-79,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,244,2359998160244
-53,-53,-100,-100,-56,-85,-52,-100,-100,-52,-53,-53,-80,-100,-53,-70,-100,-100,-78,-100,-76,-100,-84,-100,-100,-100,-100,-100,-71,-57,-71,-57,-66,-57,-81,-81,-100,-100,-77,-77,-79,-57,-81,-100,-77,-78,-100,-100,-100,-77,-77,-82,-83,-82,-100,-100,-73,-100,-100,-81,-80,-77,-73,-73,-73,-70,-75,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-86,-100,-77,-82,-100,-76,-73,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-70,-100,-100,-70,-100,-100,-100,-74,-69,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-57,-100,-100,-100,-69,-69,-100,-100,-100,-100,-69,-68,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,244,2365745188002
-53,-53,-83,-82,-56,-85,-52,-100,-100,-53,-53,-53,-82,-100,-52,-71,-100,-100,-78,-100,-76,-100,-84,-100,-100,-100,-100,-100,-71,-57,-71,-56,-66,-57,-81,-80,-100,-100,-76,-76,-79,-57,-81,-100,-76,-78,-100,-100,-100,-100,-100,-82,-81,-81,-100,-100,-73,-100,-80,-81,-81,-80,-73,-73,-70,-70,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-82,-100,-76,-73,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-69,-100,-100,-70,-100,-100,-100,-74,-69,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-57,-100,-100,-100,-70,-68,-100,-100,-100,-100,-69,-68,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,244,2371763127427
-53,-53,-83,-83,-56,-85,-51,-100,-100,-54,-54,-53,-83,-100,-54,-71,-100,-100,-78,-79,-76,-78,-81,-100,-100,-100,-100,-100,-72,-57,-72,-57,-65,-57,-81,-81,-100,-100,-77,-76,-100,-57,-79,-100,-77,-78,-100,-100,-100,-78,-78,-82,-81,-81,-100,-100,-72,-100,-80,-82,-81,-80,-73,-73,-73,-70,-75,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-86,-100,-78,-80,-100,-100,-73,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-70,-100,-100,-70,-100,-100,-100,-74,-70,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-57,-100,-100,-100,-70,-68,-100,-100,-100,-100,-69,-68,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,244,2377759651019
-53,-53,-83,-83,-56,-100,-51,-100,-100,-54,-54,-53,-84,-100,-54,-71,-100,-100,-80,-79,-78,-80,-81,-100,-100,-100,-100,-100,-72,-56,-72,-56,-65,-56,-81,-81,-100,-100,-76,-76,-77,-55,-81,-100,-77,-77,-100,-77,-100,-78,-78,-81,-83,-82,-100,-100,-72,-100,-80,-80,-81,-80,-73,-73,-73,-100,-75,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-86,-100,-78,-82,-100,-100,-73,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-69,-100,-100,-70,-100,-100,-100,-75,-69,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-57,-100,-100,-100,-70,-61,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,244,2383837115391
-47,-47,-83,-83,-56,-86,-51,-100,-100,-54,-54,-47,-84,-100,-54,-69,-100,-100,-80,-79,-81,-80,-86,-100,-100,-100,-100,-100,-69,-56,-69,-56,-68,-56,-83,-83,-100,-100,-74,-75,-77,-55,-84,-100,-75,-78,-100,-77,-100,-79,-79,-81,-83,-81,-100,-100,-72,-100,-100,-80,-81,-80,-71,-71,-71,-100,-75,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-86,-84,-85,-87,-100,-100,-100,-100,-100,-100,-86,-100,-79,-83,-100,-100,-71,-100,-100,-100,-100,-87,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-73,-100,-100,-73,-100,-100,-100,-78,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-57,-100,-100,-100,-70,-61,-100,-100,-100,-100,-68,-73,-100,-100,-100,-100,-76,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,227,2411835940849
-47,-48,-100,-100,-100,-86,-48,-100,-100,-54,-54,-48,-82,-100,-54,-68,-100,-100,-100,-100,-81,-100,-86,-100,-100,-100,-100,-100,-69,-100,-69,-100,-70,-100,-86,-86,-100,-100,-76,-76,-100,-100,-86,-100,-77,-78,-100,-100,-79,-78,-78,-80,-79,-79,-100,-100,-68,-80,-100,-81,-100,-100,-71,-71,-71,-100,-77,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-88,-100,-100,-86,-100,-100,-100,-100,-100,-100,-88,-100,-79,-79,-100,-100,-71,-85,-69,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-73,-100,-100,-73,-100,-100,-100,-77,-73,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-73,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,227,2417937453503
-47,-48,-100,-100,-53,-87,-45,-100,-100,-53,-53,-48,-82,-100,-53,-69,-100,-100,-100,-100,-81,-100,-86,-100,-100,-100,-100,-100,-69,-55,-70,-55,-70,-53,-84,-84,-100,-100,-77,-77,-100,-53,-85,-100,-77,-78,-100,-100,-79,-79,-79,-80,-79,-79,-100,-100,-71,-80,-100,-81,-100,-100,-71,-71,-71,-74,-77,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-87,-100,-100,-88,-100,-100,-100,-100,-100,-100,-70,-100,-79,-79,-100,-100,-71,-85,-69,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-70,-70,-72,-100,-100,-73,-100,-100,-100,-77,-72,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-55,-100,-100,-100,-69,-75,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-73,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,227,2423604297199
-47,-47,-84,-82,-54,-87,-49,-100,-100,-57,-57,-47,-83,-100,-57,-68,-100,-100,-79,-81,-100,-80,-86,-87,-100,-100,-100,-100,-69,-55,-69,-55,-71,-54,-85,-84,-100,-100,-77,-77,-100,-54,-85,-100,-78,-82,-100,-100,-79,-79,-79,-80,-80,-80,-100,-100,-67,-80,-100,-80,-100,-100,-71,-71,-71,-70,-76,-100,-100,-73,-73,-86,-100,-100,-100,-100,-100,-87,-100,-86,-88,-100,-100,-100,-100,-100,-100,-86,-100,-79,-80,-100,-85,-71,-85,-73,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-70,-71,-72,-100,-100,-73,-100,-100,-100,-77,-73,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-70,-69,-55,-100,-100,-100,-69,-73,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-73,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,227,2429475107197
-47,-47,-84,-83,-54,-87,-48,-100,-100,-57,-57,-47,-82,-100,-57,-69,-100,-100,-81,-80,-80,-80,-86,-87,-100,-100,-100,-100,-69,-55,-69,-55,-70,-54,-85,-86,-100,-100,-77,-77,-100,-54,-85,-100,-77,-82,-100,-100,-77,-79,-79,-80,-80,-80,-100,-100,-67,-77,-78,-79,-86,-100,-71,-72,-71,-70,-76,-100,-100,-73,-73,-85,-100,-100,-100,-100,-100,-86,-100,-86,-87,-100,-100,-100,-100,-100,-100,-86,-100,-79,-79,-100,-85,-72,-100,-73,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-69,-70,-73,-100,-100,-72,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-69,-55,-100,-100,-100,-71,-73,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-73,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,227,2435500892090
