80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,44:48:c1:a5:82:31,44:48:c1:a5:82:32,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:35:03,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,00:4e:35:df:06:50,00:4e:35:df:06:51,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,44:48:c1:a5:82:22,44:48:c1:a5:82:21,38:17:c3:19:45:b2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,60:32:b1:3e:1a:b7,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:d7:62,80:8d:b7:55:3a:42,00:4e:35:df:06:41,00:4e:35:df:06:40,b4:5d:50:e1:92:33,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,00:4e:35:de:e1:11,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,60:32:b1:3e:1a:b8,68:ff:7b:e4:af:39,b4:5d:50:e1:96:53,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,38:17:c3:1f:01:90,44:48:c1:a5:82:30,38:17:c3:1f:0e:00,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,80:8d:b7:55:3a:50,00:4e:35:df:06:52,80:8d:b7:55:39:c0,20:a6:cd:50:24:b0,38:17:c3:1e:ff:10,38:17:c3:19:d7:60,00:4e:35:df:06:42,b4:5d:50:e1:92:31,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,b4:5d:50:e1:96:50,66:2a:2f:53:7c:99,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:3a:41,80:8d:b7:55:25:e3,38:17:c3:1e:ff:02,38:17:c3:19:d7:61,38:17:c3:1e:ff:01,80:8d:b7:55:35:00,44:48:c1:a5:82:20,80:8d:b7:55:3a:40,20:a6:cd:50:24:a0,38:17:c3:1f:22:30,38:17:c3:19:45:b1,38:17:c3:19:55:51,38:17:c3:19:55:52,68:ff:7b:e4:af:38,a8:bd:27:4c:bd:32,00:4e:35:de:e1:10,b4:5d:50:e1:92:23,38:17:c3:19:55:50,38:17:c3:1f:09:90,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,a8:bd:27:4c:bd:31,ac:e2:d3:c4:08:e6,b4:5d:50:e1:96:51,80:8d:b7:55:25:e0,38:17:c3:1f:01:82,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:20,38:17:c3:19:45:b0,b4:5d:50:e1:92:21,38:17:c3:1f:01:81,20:a6:cd:42:0b:e3,38:17:c3:1f:01:80,38:17:c3:19:71:90,72:32:b1:3e:1a:b7,38:17:c3:1f:09:91,38:17:c3:1f:09:93,00:4e:35:de:e1:01,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:30,00:4e:35:de:e1:02,38:17:c3:19:45:a2,b4:5d:50:e1:96:52,38:17:c3:1f:09:83,38:17:c3:1f:22:31,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,00:4e:35:de:e1:00,38:17:c3:1f:22:32,38:17:c3:1f:08:50,38:17:c3:19:45:a1,38:17:c3:1f:09:92,38:17:c3:19:45:a0,38:17:c3:19:55:40,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:55:41,38:17:c3:19:55:42,00:4e:35:df:0e:12,00:4e:35:de:d7:53,00:4e:35:de:d7:52,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:22:20,a8:bd:27:4c:bd:22,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b3,44:48:c1:91:95:b2,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,a8:bd:27:4c:bd:21,00:4e:35:de:d7:41,00:4e:35:de:d7:42,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:de:d7:43,00:4e:35:df:0e:01,00:4e:35:de:d7:40,38:17:c3:1f:22:22,38:17:c3:19:36:30,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,00:4e:35:df:0e:02,38:17:c3:1e:fc:b0,38:17:c3:1f:22:21,a8:bd:27:4c:bd:20,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:19:36:32,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:1f:0f:90,38:17:c3:24:58:b1,38:17:c3:1f:0f:91,38:17:c3:24:4f:12,38:17:c3:1f:0f:92,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:24:58:b2,38:17:c3:24:4f:00,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:4f:01,38:17:c3:24:4f:02,00:4e:35:df:27:01,00:4e:35:df:27:00,00:4e:35:df:27:02,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,38:17:c3:1b:08:a1,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,00:4e:35:df:27:11,x,y,timestamp
-67,-46,-74,-74,-76,-79,-77,-100,-100,-68,-68,-77,-78,-70,-100,-100,-60,-79,-78,-73,-67,-66,-63,-63,-56,-56,-71,-72,-75,-75,-100,-100,-100,-100,-100,-100,-100,-63,-59,-59,-100,-100,-100,-66,-100,-100,-100,-100,-100,-74,-77,-100,-77,-100,-78,-67,-63,-56,-72,-100,-88,-100,-59,-100,-100,-66,-100,-75,-78,-77,-62,-62,-100,-100,-100,-77,-100,-64,-100,-87,-100,-57,-56,-80,-68,-65,-100,-56,-100,-100,-100,-68,-78,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-67,-100,-72,-67,-100,-100,-100,-85,-100,-100,-100,-100,-75,-83,-86,-100,-100,-100,-100,-86,-100,-64,-64,-73,-83,-83,-85,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-81,-83,-82,-100,-84,-100,-71,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,216,4505387768071
-67,-48,-100,-100,-76,-77,-77,-100,-100,-67,-67,-77,-78,-78,-76,-76,-74,-79,-78,-67,-67,-67,-66,-66,-58,-58,-71,-72,-75,-75,-85,-100,-100,-100,-100,-100,-82,-100,-59,-62,-100,-100,-100,-67,-100,-100,-100,-79,-100,-100,-76,-100,-77,-100,-79,-67,-66,-58,-72,-100,-100,-81,-61,-100,-100,-67,-100,-81,-100,-77,-66,-85,-100,-82,-100,-100,-100,-100,-100,-87,-100,-56,-57,-100,-68,-67,-83,-56,-100,-100,-100,-69,-81,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-88,-100,-100,-100,-67,-100,-69,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-81,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,216,4511883843798
-67,-48,-100,-100,-77,-77,-77,-100,-100,-67,-67,-70,-70,-70,-76,-76,-75,-79,-79,-67,-65,-66,-67,-66,-55,-55,-71,-72,-75,-75,-85,-100,-100,-100,-100,-100,-82,-66,-59,-62,-100,-100,-100,-65,-100,-100,-100,-79,-100,-100,-77,-100,-71,-100,-79,-66,-67,-54,-72,-100,-100,-81,-61,-100,-100,-65,-100,-83,-77,-77,-66,-70,-100,-82,-100,-78,-100,-100,-100,-86,-100,-55,-55,-100,-69,-65,-87,-55,-100,-69,-69,-69,-81,-100,-69,-100,-100,-100,-100,-85,-100,-100,-100,-88,-100,-100,-100,-67,-100,-69,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-56,-100,-76,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-81,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,216,4517562629004
-68,-47,-100,-100,-79,-79,-78,-100,-100,-68,-68,-72,-72,-72,-76,-76,-65,-82,-82,-67,-67,-70,-70,-69,-59,-59,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-82,-66,-60,-60,-100,-100,-100,-66,-100,-100,-100,-75,-100,-100,-79,-100,-72,-100,-82,-67,-70,-59,-100,-100,-100,-81,-60,-100,-100,-66,-100,-56,-77,-77,-66,-69,-100,-82,-100,-81,-100,-67,-100,-86,-100,-56,-57,-100,-68,-66,-87,-57,-100,-69,-69,-68,-80,-100,-69,-100,-100,-100,-100,-85,-100,-100,-100,-88,-100,-100,-100,-67,-100,-68,-67,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-86,-100,-100,-100,-57,-100,-100,-56,-56,-76,-88,-87,-86,-85,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-81,-100,-100,-100,-100,-100,-100,-81,-100,-100,-77,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,216,4523573069262
-68,-49,-100,-100,-81,-80,-80,-100,-100,-68,-68,-71,-71,-72,-100,-100,-77,-81,-81,-65,-67,-65,-66,-66,-59,-59,-73,-100,-80,-100,-100,-100,-100,-100,-100,-100,-84,-67,-59,-59,-100,-100,-100,-66,-100,-100,-100,-75,-100,-100,-80,-100,-71,-100,-81,-65,-67,-59,-100,-100,-100,-100,-59,-100,-100,-67,-100,-82,-75,-78,-65,-66,-100,-100,-100,-78,-100,-65,-100,-86,-100,-56,-56,-100,-67,-66,-87,-56,-100,-69,-71,-67,-81,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-68,-100,-68,-67,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-87,-100,-100,-100,-56,-100,-100,-56,-56,-75,-88,-87,-86,-85,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-81,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,216,4529729511968
-71,-49,-100,-100,-80,-80,-79,-100,-100,-71,-71,-71,-71,-72,-100,-100,-50,-83,-83,-71,-67,-71,-67,-67,-59,-59,-73,-100,-79,-79,-100,-100,-100,-100,-100,-100,-84,-67,-59,-59,-100,-100,-100,-66,-100,-100,-100,-80,-100,-100,-79,-100,-72,-100,-83,-71,-68,-59,-100,-100,-100,-100,-59,-100,-100,-66,-100,-85,-75,-78,-65,-66,-100,-100,-100,-78,-79,-65,-100,-100,-100,-56,-56,-100,-68,-66,-84,-56,-100,-100,-71,-68,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-68,-100,-68,-67,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-86,-100,-100,-100,-56,-100,-100,-56,-56,-76,-88,-87,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-77,-100,-100,-100,-81,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,216,4535782238633
-72,-56,-100,-100,-78,-78,-78,-100,-100,-71,-71,-77,-76,-68,-75,-75,-79,-83,-83,-67,-67,-67,-66,-66,-51,-51,-74,-75,-79,-79,-100,-100,-100,-100,-100,-100,-84,-67,-60,-60,-100,-100,-100,-68,-100,-100,-100,-80,-100,-100,-78,-100,-77,-76,-83,-67,-66,-51,-75,-100,-100,-100,-60,-90,-100,-68,-100,-85,-78,-78,-65,-84,-100,-100,-100,-78,-79,-65,-100,-100,-100,-51,-51,-100,-74,-68,-87,-51,-100,-100,-71,-74,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-66,-100,-74,-66,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-86,-100,-100,-100,-54,-100,-100,-52,-54,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-77,-100,-80,-100,-100,-100,-100,-100,-100,-80,-83,-100,-100,-82,-83,-100,-81,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,199,4564559072684
-71,-56,-76,-76,-76,-77,-77,-100,-100,-70,-71,-77,-77,-68,-75,-75,-79,-84,-84,-66,-66,-66,-65,-65,-53,-53,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-85,-65,-60,-60,-100,-100,-100,-67,-100,-100,-100,-100,-100,-76,-77,-100,-77,-76,-84,-66,-65,-53,-75,-100,-100,-100,-60,-90,-100,-68,-100,-84,-78,-78,-100,-84,-100,-84,-100,-100,-77,-100,-100,-86,-100,-51,-51,-85,-73,-67,-87,-51,-100,-100,-100,-73,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-73,-66,-100,-100,-100,-86,-100,-100,-100,-100,-68,-100,-86,-100,-100,-100,-54,-100,-100,-52,-54,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-77,-77,-100,-80,-100,-100,-100,-100,-100,-100,-80,-83,-100,-100,-82,-83,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,199,4570757484921
-73,-54,-76,-76,-77,-77,-77,-100,-100,-74,-74,-78,-78,-69,-75,-75,-81,-84,-85,-67,-67,-66,-64,-64,-53,-53,-76,-76,-77,-100,-100,-100,-100,-100,-100,-100,-85,-68,-60,-60,-100,-100,-100,-68,-100,-100,-100,-100,-100,-76,-77,-100,-78,-76,-84,-67,-64,-53,-76,-100,-100,-100,-60,-90,-100,-67,-100,-84,-79,-78,-68,-71,-100,-84,-100,-100,-77,-68,-100,-86,-100,-51,-51,-85,-73,-67,-86,-52,-100,-100,-100,-73,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-74,-66,-100,-100,-100,-86,-100,-100,-100,-100,-69,-100,-84,-100,-100,-100,-55,-100,-100,-55,-55,-78,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-77,-77,-100,-79,-100,-100,-100,-100,-100,-100,-80,-83,-100,-100,-82,-82,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,199,4576934708565
-74,-52,-76,-76,-78,-78,-77,-100,-100,-73,-74,-76,-75,-69,-77,-76,-80,-84,-85,-67,-67,-66,-65,-65,-53,-53,-76,-77,-76,-77,-100,-100,-100,-100,-100,-100,-83,-67,-60,-60,-100,-100,-100,-67,-100,-100,-100,-100,-100,-76,-78,-100,-76,-77,-84,-67,-65,-53,-76,-100,-100,-100,-60,-100,-100,-68,-100,-89,-79,-79,-68,-69,-100,-84,-100,-100,-77,-68,-100,-86,-100,-51,-51,-85,-73,-67,-86,-52,-100,-71,-71,-73,-82,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-74,-68,-100,-100,-100,-86,-100,-100,-100,-100,-64,-100,-87,-100,-100,-100,-55,-100,-100,-55,-55,-77,-100,-100,-87,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-79,-100,-100,-100,-100,-100,-100,-80,-83,-100,-100,-83,-84,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,199,4582967898615
-75,-55,-100,-100,-79,-79,-80,-100,-100,-75,-74,-78,-78,-70,-77,-78,-81,-100,-85,-69,-69,-70,-65,-64,-52,-53,-78,-77,-75,-75,-88,-100,-100,-100,-100,-100,-84,-68,-58,-58,-89,-88,-88,-68,-100,-100,-100,-100,-100,-100,-80,-100,-79,-80,-100,-69,-65,-53,-77,-100,-100,-85,-58,-90,-100,-68,-100,-89,-79,-79,-68,-71,-100,-84,-100,-83,-75,-69,-100,-88,-88,-52,-52,-100,-73,-68,-86,-52,-100,-71,-71,-73,-83,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-73,-68,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-87,-100,-100,-100,-55,-100,-100,-56,-55,-78,-100,-100,-87,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-79,-100,-100,-100,-100,-100,-100,-80,-82,-100,-100,-82,-82,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,199,4589086414498
-75,-55,-100,-100,-79,-79,-80,-100,-100,-75,-74,-78,-78,-70,-77,-78,-81,-100,-85,-69,-69,-70,-65,-64,-52,-53,-78,-77,-75,-75,-88,-100,-100,-100,-100,-100,-84,-68,-58,-58,-89,-88,-88,-68,-100,-100,-100,-100,-100,-100,-80,-100,-79,-80,-100,-69,-65,-53,-77,-100,-100,-85,-58,-90,-100,-68,-100,-89,-79,-79,-68,-71,-100,-84,-100,-83,-75,-69,-100,-88,-88,-52,-52,-100,-73,-68,-86,-52,-100,-71,-71,-73,-83,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-73,-68,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-87,-100,-100,-100,-55,-100,-100,-56,-55,-78,-100,-100,-87,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-79,-100,-100,-100,-100,-100,-100,-80,-82,-100,-100,-82,-82,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,199,4594697047464
-74,-51,-74,-74,-79,-78,-79,-100,-100,-74,-74,-76,-76,-78,-79,-100,-82,-85,-100,-71,-71,-72,-71,-69,-55,-55,-76,-75,-79,-79,-86,-100,-100,-100,-100,-100,-83,-66,-53,-53,-90,-100,-100,-64,-100,-100,-100,-70,-100,-74,-79,-88,-76,-80,-84,-72,-70,-54,-75,-100,-100,-100,-53,-100,-100,-64,-100,-82,-82,-82,-66,-65,-100,-100,-100,-100,-100,-67,-100,-100,-86,-52,-52,-85,-71,-64,-86,-52,-100,-100,-100,-71,-84,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-71,-69,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-86,-100,-100,-100,-100,-100,-100,-56,-100,-79,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-84,-84,-100,-84,-83,-81,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,182,4646456196976
-72,-51,-74,-74,-77,-77,-77,-100,-100,-71,-71,-76,-76,-70,-100,-100,-79,-85,-100,-71,-71,-72,-69,-70,-56,-56,-74,-75,-79,-79,-100,-100,-100,-100,-100,-100,-100,-65,-55,-55,-100,-100,-100,-62,-100,-100,-100,-70,-100,-74,-77,-100,-76,-80,-84,-71,-70,-55,-75,-100,-100,-100,-55,-100,-100,-61,-100,-80,-81,-82,-65,-69,-100,-100,-100,-100,-100,-65,-100,-100,-100,-53,-53,-85,-71,-62,-86,-53,-100,-100,-100,-71,-88,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-60,-61,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-78,-100,-81,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-80,-80,-100,-84,-83,-81,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,182,4652846692546
-75,-50,-74,-74,-77,-77,-77,-100,-100,-74,-75,-78,-78,-70,-100,-100,-79,-85,-85,-71,-71,-71,-71,-70,-56,-56,-74,-75,-79,-79,-87,-100,-100,-100,-100,-100,-84,-66,-52,-52,-100,-100,-100,-62,-100,-100,-100,-70,-100,-74,-77,-91,-78,-80,-84,-71,-71,-55,-75,-100,-100,-83,-52,-91,-100,-62,-100,-80,-81,-82,-65,-69,-100,-89,-100,-100,-100,-65,-100,-100,-100,-52,-52,-85,-73,-62,-86,-53,-100,-100,-100,-73,-88,-100,-71,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-71,-68,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-57,-100,-100,-57,-61,-79,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-78,-100,-81,-100,-100,-100,-100,-100,-100,-80,-79,-100,-100,-80,-80,-100,-84,-83,-81,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,182,4659025992179
-73,-49,-100,-100,-77,-78,-77,-100,-100,-73,-73,-78,-77,-70,-80,-80,-79,-100,-85,-72,-72,-72,-71,-71,-54,-54,-75,-75,-100,-100,-87,-100,-100,-100,-100,-100,-84,-66,-52,-48,-90,-100,-100,-64,-100,-100,-100,-100,-100,-100,-78,-91,-78,-79,-100,-72,-71,-54,-75,-100,-100,-83,-52,-91,-100,-64,-100,-82,-81,-82,-65,-69,-100,-89,-100,-100,-100,-65,-100,-100,-100,-52,-52,-100,-72,-64,-100,-52,-100,-71,-100,-73,-88,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-71,-69,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-57,-100,-100,-57,-61,-81,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-80,-100,-100,-100,-100,-100,-100,-80,-80,-100,-73,-80,-80,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,182,4665477235771
-75,-50,-73,-73,-77,-78,-78,-100,-100,-75,-75,-77,-77,-70,-80,-80,-47,-100,-85,-72,-72,-72,-71,-71,-55,-55,-75,-100,-100,-76,-90,-100,-100,-100,-100,-100,-84,-65,-52,-48,-90,-100,-100,-64,-100,-100,-100,-100,-100,-74,-78,-91,-78,-79,-100,-72,-72,-54,-75,-100,-100,-83,-52,-91,-100,-64,-100,-83,-100,-82,-65,-71,-100,-89,-100,-100,-100,-65,-100,-100,-100,-53,-53,-86,-72,-64,-88,-53,-100,-71,-100,-72,-100,-100,-71,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-73,-68,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-57,-100,-100,-57,-100,-78,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-100,-80,-100,-100,-100,-100,-100,-100,-80,-80,-100,-72,-80,-80,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,182,4671644038685
-75,-46,-73,-73,-77,-78,-78,-100,-100,-74,-74,-79,-79,-70,-79,-79,-79,-100,-100,-72,-71,-72,-70,-70,-54,-54,-75,-100,-100,-76,-90,-100,-100,-100,-100,-100,-83,-65,-53,-48,-90,-100,-100,-64,-100,-100,-100,-73,-100,-74,-78,-89,-79,-79,-100,-72,-70,-54,-75,-100,-100,-83,-53,-90,-100,-63,-100,-82,-83,-82,-64,-75,-100,-83,-100,-82,-100,-64,-100,-100,-100,-53,-53,-86,-72,-64,-88,-53,-100,-71,-100,-72,-82,-100,-71,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-72,-68,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-57,-100,-100,-57,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-100,-80,-100,-100,-100,-100,-100,-100,-79,-79,-100,-72,-79,-80,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,182,4677814333110
