80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,44:48:c1:a5:82:31,44:48:c1:a5:82:32,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:35:03,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,00:4e:35:df:06:50,00:4e:35:df:06:51,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,44:48:c1:a5:82:22,44:48:c1:a5:82:21,38:17:c3:19:45:b2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,60:32:b1:3e:1a:b7,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:d7:62,80:8d:b7:55:3a:42,00:4e:35:df:06:41,00:4e:35:df:06:40,b4:5d:50:e1:92:33,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,00:4e:35:de:e1:11,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,60:32:b1:3e:1a:b8,68:ff:7b:e4:af:39,b4:5d:50:e1:96:53,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,38:17:c3:1f:01:90,44:48:c1:a5:82:30,38:17:c3:1f:0e:00,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,80:8d:b7:55:3a:50,00:4e:35:df:06:52,80:8d:b7:55:39:c0,20:a6:cd:50:24:b0,38:17:c3:1e:ff:10,38:17:c3:19:d7:60,00:4e:35:df:06:42,b4:5d:50:e1:92:31,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,b4:5d:50:e1:96:50,66:2a:2f:53:7c:99,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:3a:41,80:8d:b7:55:25:e3,38:17:c3:1e:ff:02,38:17:c3:19:d7:61,38:17:c3:1e:ff:01,80:8d:b7:55:35:00,44:48:c1:a5:82:20,80:8d:b7:55:3a:40,20:a6:cd:50:24:a0,38:17:c3:1f:22:30,38:17:c3:19:45:b1,38:17:c3:19:55:51,38:17:c3:19:55:52,68:ff:7b:e4:af:38,a8:bd:27:4c:bd:32,00:4e:35:de:e1:10,b4:5d:50:e1:92:23,38:17:c3:19:55:50,38:17:c3:1f:09:90,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,a8:bd:27:4c:bd:31,ac:e2:d3:c4:08:e6,b4:5d:50:e1:96:51,80:8d:b7:55:25:e0,38:17:c3:1f:01:82,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:20,38:17:c3:19:45:b0,b4:5d:50:e1:92:21,38:17:c3:1f:01:81,20:a6:cd:42:0b:e3,38:17:c3:1f:01:80,38:17:c3:19:71:90,72:32:b1:3e:1a:b7,38:17:c3:1f:09:91,38:17:c3:1f:09:93,00:4e:35:de:e1:01,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:30,00:4e:35:de:e1:02,38:17:c3:19:45:a2,b4:5d:50:e1:96:52,38:17:c3:1f:09:83,38:17:c3:1f:22:31,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,00:4e:35:de:e1:00,38:17:c3:1f:22:32,38:17:c3:1f:08:50,38:17:c3:19:45:a1,38:17:c3:1f:09:92,38:17:c3:19:45:a0,38:17:c3:19:55:40,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:55:41,38:17:c3:19:55:42,00:4e:35:df:0e:12,00:4e:35:de:d7:53,00:4e:35:de:d7:52,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:22:20,a8:bd:27:4c:bd:22,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b3,44:48:c1:91:95:b2,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,a8:bd:27:4c:bd:21,00:4e:35:de:d7:41,00:4e:35:de:d7:42,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:de:d7:43,00:4e:35:df:0e:01,00:4e:35:de:d7:40,38:17:c3:1f:22:22,38:17:c3:19:36:30,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,00:4e:35:df:0e:02,38:17:c3:1e:fc:b0,38:17:c3:1f:22:21,a8:bd:27:4c:bd:20,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:19:36:32,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:1f:0f:90,38:17:c3:24:58:b1,38:17:c3:1f:0f:91,38:17:c3:24:4f:12,38:17:c3:1f:0f:92,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:24:58:b2,38:17:c3:24:4f:00,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:4f:01,38:17:c3:24:4f:02,00:4e:35:df:27:01,00:4e:35:df:27:00,00:4e:35:df:27:02,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,38:17:c3:1b:08:a1,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,00:4e:35:df:27:11,x,y,timestamp
-65,-63,-50,-49,-57,-57,-57,-69,-69,-65,-65,-68,-68,-47,-53,-53,-63,-72,-72,-72,-72,-71,-74,-74,-73,-73,-69,-69,-69,-69,-78,-77,-77,-84,-76,-76,-74,-72,-79,-79,-83,-84,-84,-85,-81,-80,-80,-83,-88,-50,-57,-69,-68,-53,-72,-72,-74,-73,-69,-77,-77,-64,-79,-84,-79,-85,-88,-85,-64,-64,-72,-71,-100,-74,-80,-65,-69,-73,-81,-86,-77,-100,-100,-100,-100,-85,-83,-100,-88,-69,-69,-100,-71,-89,-69,-70,-100,-100,-77,-100,-70,-87,-70,-87,-100,-100,-100,-100,-85,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,679,2831198138814
-64,-65,-49,-49,-59,-59,-59,-68,-68,-65,-64,-68,-68,-46,-54,-54,-63,-73,-73,-71,-71,-71,-75,-74,-72,-71,-69,-69,-69,-69,-78,-76,-76,-83,-77,-77,-74,-72,-79,-79,-84,-84,-84,-85,-81,-80,-81,-83,-90,-50,-59,-69,-68,-54,-72,-71,-74,-72,-69,-77,-77,-64,-79,-84,-79,-84,-89,-85,-65,-64,-72,-69,-100,-74,-80,-65,-69,-73,-81,-88,-77,-100,-100,-100,-100,-85,-85,-100,-100,-69,-69,-100,-72,-90,-69,-70,-100,-100,-77,-100,-70,-87,-70,-86,-100,-100,-100,-100,-85,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,679,2837757116572
-60,-70,-46,-46,-57,-58,-58,-64,-63,-60,-60,-67,-67,-41,-50,-50,-62,-70,-70,-75,-75,-75,-74,-74,-74,-74,-65,-64,-72,-72,-81,-80,-80,-84,-79,-79,-100,-72,-80,-81,-86,-84,-84,-82,-77,-77,-81,-100,-87,-46,-57,-64,-67,-50,-70,-75,-73,-74,-64,-80,-79,-64,-80,-84,-79,-82,-86,-84,-65,-66,-72,-69,-100,-100,-80,-67,-73,-73,-77,-85,-77,-100,-100,-100,-100,-83,-85,-100,-86,-100,-100,-100,-71,-87,-100,-70,-100,-100,-77,-100,-70,-100,-70,-85,-100,-100,-100,-100,-85,-100,-84,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,662,2871642777393
-61,-70,-46,-48,-57,-57,-57,-64,-64,-61,-61,-68,-68,-42,-49,-50,-61,-71,-71,-74,-74,-74,-74,-74,-77,-77,-68,-68,-72,-72,-82,-78,-78,-84,-78,-77,-75,-100,-80,-80,-86,-100,-100,-81,-77,-76,-100,-100,-87,-45,-57,-64,-68,-50,-71,-74,-73,-76,-68,-78,-78,-74,-81,-100,-100,-82,-86,-86,-66,-66,-100,-100,-100,-74,-100,-66,-73,-100,-77,-87,-100,-81,-81,-87,-84,-81,-100,-80,-86,-100,-100,-84,-71,-87,-100,-100,-100,-100,-100,-100,-66,-100,-67,-87,-85,-100,-100,-100,-100,-86,-84,-100,-86,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,662,2877982957078
-61,-71,-46,-46,-59,-58,-58,-64,-64,-61,-61,-68,-68,-46,-51,-51,-61,-71,-71,-74,-74,-74,-73,-73,-76,-76,-68,-68,-72,-71,-82,-79,-79,-84,-80,-80,-74,-72,-80,-80,-84,-100,-100,-84,-77,-76,-100,-100,-87,-46,-59,-64,-68,-51,-71,-74,-73,-77,-68,-79,-79,-73,-78,-100,-100,-85,-86,-86,-65,-65,-72,-100,-100,-74,-100,-65,-72,-72,-77,-85,-100,-81,-81,-87,-86,-85,-86,-80,-88,-100,-100,-85,-73,-87,-100,-100,-100,-86,-100,-85,-66,-100,-67,-88,-86,-100,-88,-100,-87,-87,-84,-100,-86,-86,-87,-87,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,662,2884335644419
-60,-71,-48,-48,-58,-57,-58,-64,-64,-60,-60,-69,-69,-41,-51,-51,-62,-71,-71,-74,-75,-75,-74,-74,-76,-76,-68,-68,-73,-71,-82,-77,-78,-100,-79,-80,-74,-72,-80,-80,-84,-100,-100,-83,-100,-76,-100,-100,-100,-48,-58,-64,-69,-51,-71,-75,-75,-77,-68,-77,-80,-73,-78,-100,-100,-84,-100,-85,-66,-63,-72,-100,-100,-74,-100,-67,-74,-72,-77,-85,-100,-81,-78,-87,-85,-85,-86,-80,-88,-100,-100,-83,-73,-100,-100,-100,-100,-86,-100,-85,-68,-100,-67,-88,-86,-100,-85,-100,-87,-87,-100,-100,-100,-92,-87,-87,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,662,2890923640771
-60,-67,-48,-48,-58,-58,-57,-65,-66,-60,-60,-69,-69,-42,-50,-50,-61,-70,-70,-75,-74,-75,-74,-74,-76,-76,-68,-68,-72,-72,-100,-80,-81,-100,-79,-79,-74,-73,-100,-100,-85,-100,-100,-83,-78,-77,-82,-100,-100,-48,-58,-66,-69,-50,-70,-75,-74,-77,-68,-81,-80,-73,-79,-100,-77,-84,-100,-86,-66,-66,-72,-100,-100,-74,-100,-66,-72,-73,-100,-85,-100,-100,-80,-100,-85,-85,-86,-100,-85,-100,-100,-83,-70,-100,-100,-100,-100,-86,-100,-85,-68,-87,-100,-86,-86,-100,-86,-100,-87,-87,-86,-100,-100,-92,-100,-87,-88,-88,-88,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,662,2896954250872
-60,-71,-48,-48,-59,-59,-59,-65,-65,-60,-60,-67,-67,-42,-49,-49,-60,-71,-71,-73,-74,-74,-74,-74,-76,-76,-65,-68,-72,-72,-83,-78,-78,-100,-79,-79,-73,-73,-80,-81,-85,-100,-100,-84,-77,-77,-82,-83,-100,-48,-59,-65,-67,-49,-71,-74,-74,-76,-68,-78,-78,-100,-73,-100,-76,-84,-100,-85,-64,-63,-72,-100,-75,-100,-75,-64,-72,-73,-100,-85,-100,-100,-80,-100,-84,-85,-100,-100,-87,-100,-100,-83,-73,-100,-100,-100,-83,-85,-100,-100,-68,-87,-67,-86,-85,-100,-86,-100,-100,-85,-86,-100,-100,-92,-100,-88,-88,-86,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,662,2903378489360
-58,-66,-57,-57,-59,-59,-59,-68,-68,-58,-58,-62,-62,-42,-54,-54,-60,-71,-71,-72,-73,-72,-72,-73,-76,-76,-65,-68,-72,-72,-83,-76,-75,-100,-79,-79,-73,-70,-80,-81,-84,-100,-100,-84,-77,-77,-82,-83,-100,-58,-59,-68,-62,-54,-71,-73,-73,-76,-64,-76,-80,-100,-73,-100,-76,-83,-100,-85,-64,-63,-70,-100,-75,-100,-75,-64,-72,-73,-100,-86,-100,-78,-78,-85,-81,-84,-100,-77,-86,-100,-100,-82,-73,-100,-100,-100,-83,-85,-100,-100,-100,-87,-67,-86,-84,-100,-86,-100,-100,-82,-86,-100,-100,-100,-100,-88,-88,-86,-87,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,645,2955386033506
-57,-68,-56,-56,-59,-60,-60,-68,-68,-58,-58,-62,-62,-52,-54,-54,-53,-71,-71,-72,-72,-72,-73,-73,-78,-78,-64,-64,-100,-100,-80,-75,-75,-85,-79,-79,-68,-70,-78,-79,-83,-84,-84,-84,-100,-100,-79,-100,-89,-56,-60,-68,-62,-54,-71,-72,-73,-78,-64,-75,-80,-68,-78,-85,-100,-83,-100,-85,-64,-64,-70,-100,-100,-68,-100,-64,-100,-100,-100,-86,-80,-78,-77,-85,-81,-84,-100,-77,-86,-100,-100,-82,-100,-88,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-84,-100,-86,-100,-100,-82,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,645,2961982848764
-59,-67,-57,-57,-60,-60,-60,-69,-69,-59,-59,-62,-62,-53,-55,-55,-64,-72,-72,-72,-72,-72,-73,-73,-80,-80,-64,-63,-65,-66,-80,-76,-76,-84,-79,-79,-68,-71,-78,-78,-85,-84,-84,-85,-77,-100,-78,-100,-88,-57,-60,-69,-62,-55,-72,-72,-73,-80,-64,-76,-80,-68,-77,-85,-100,-84,-88,-85,-64,-64,-70,-70,-100,-68,-100,-67,-100,-100,-78,-86,-80,-78,-77,-85,-81,-83,-100,-77,-86,-71,-71,-82,-73,-87,-71,-65,-100,-100,-80,-100,-65,-100,-100,-100,-84,-100,-86,-100,-100,-82,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,645,2968229380689
-58,-66,-57,-57,-59,-58,-58,-69,-69,-59,-59,-63,-63,-68,-54,-53,-64,-72,-72,-72,-72,-72,-72,-73,-77,-77,-64,-63,-66,-66,-80,-75,-76,-84,-81,-82,-68,-69,-78,-78,-84,-84,-84,-84,-77,-100,-79,-100,-86,-57,-58,-69,-63,-53,-72,-72,-73,-77,-64,-76,-82,-69,-78,-85,-77,-84,-87,-83,-64,-64,-70,-70,-78,-69,-77,-67,-66,-70,-78,-85,-82,-100,-77,-100,-81,-85,-100,-100,-100,-69,-69,-100,-72,-87,-69,-65,-100,-100,-80,-100,-65,-100,-64,-87,-84,-100,-100,-100,-100,-100,-100,-100,-87,-87,-86,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,645,2974772850687
-58,-67,-56,-56,-59,-59,-59,-68,-68,-57,-57,-63,-63,-50,-55,-55,-64,-71,-71,-73,-73,-73,-75,-75,-77,-77,-64,-63,-66,-66,-80,-75,-75,-84,-79,-79,-69,-69,-79,-78,-86,-87,-88,-82,-77,-100,-80,-100,-89,-56,-60,-69,-63,-55,-71,-73,-75,-77,-64,-75,-79,-69,-79,-87,-77,-81,-87,-83,-65,-64,-70,-70,-78,-69,-77,-66,-66,-70,-78,-85,-79,-78,-77,-87,-80,-81,-100,-78,-86,-69,-69,-81,-71,-87,-69,-65,-100,-83,-79,-84,-65,-100,-64,-87,-86,-85,-85,-100,-84,-81,-100,-100,-87,-87,-86,-88,-88,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,645,2981425812611
-59,-65,-55,-55,-60,-60,-60,-67,-67,-59,-59,-64,-64,-49,-56,-56,-66,-72,-71,-72,-72,-72,-74,-74,-77,-77,-64,-64,-67,-67,-80,-75,-75,-100,-80,-80,-69,-70,-79,-100,-84,-87,-88,-83,-100,-100,-79,-100,-89,-55,-60,-67,-64,-56,-71,-72,-74,-77,-100,-75,-80,-69,-78,-87,-79,-83,-89,-85,-65,-67,-70,-70,-78,-69,-77,-66,-67,-70,-100,-86,-79,-78,-77,-87,-80,-84,-83,-78,-87,-69,-69,-81,-51,-100,-69,-100,-100,-83,-79,-84,-65,-100,-64,-87,-86,-85,-85,-100,-84,-81,-100,-100,-88,-100,-86,-88,-88,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,645,2988176990004
-59,-51,-54,-54,-60,-60,-60,-70,-70,-59,-59,-64,-64,-49,-55,-55,-57,-70,-70,-72,-72,-73,-71,-71,-74,-74,-64,-65,-67,-67,-76,-78,-78,-100,-80,-80,-70,-70,-79,-100,-82,-82,-88,-83,-74,-74,-88,-100,-84,-55,-60,-71,-64,-55,-70,-73,-71,-74,-64,-78,-75,-69,-78,-87,-79,-83,-89,-83,-63,-63,-70,-68,-78,-69,-77,-63,-69,-72,-100,-86,-76,-79,-78,-84,-85,-84,-81,-78,-87,-100,-69,-84,-67,-100,-100,-100,-80,-80,-76,-81,-65,-87,-100,-86,-82,-85,-86,-84,-81,-84,-84,-81,-88,-100,-100,-88,-88,-88,-89,-85,-85,-100,-80,-86,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,628,3017455226191
-59,-66,-56,-57,-60,-60,-60,-69,-69,-60,-60,-64,-64,-48,-55,-55,-62,-70,-69,-73,-73,-72,-71,-71,-74,-74,-64,-63,-100,-100,-75,-78,-78,-100,-76,-76,-69,-72,-78,-78,-83,-83,-83,-83,-74,-74,-88,-81,-85,-57,-60,-69,-64,-55,-70,-73,-71,-74,-64,-78,-76,-70,-78,-83,-77,-83,-100,-84,-62,-61,-100,-70,-100,-70,-77,-62,-69,-72,-100,-86,-75,-80,-80,-83,-85,-84,-80,-80,-86,-72,-100,-84,-76,-100,-100,-100,-80,-80,-75,-81,-100,-85,-100,-85,-82,-87,-86,-84,-81,-84,-86,-81,-84,-100,-85,-88,-100,-88,-89,-85,-85,-100,-80,-86,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,628,3024475562230
-59,-56,-55,-55,-60,-60,-60,-68,-68,-59,-59,-64,-63,-49,-56,-56,-63,-69,-69,-73,-73,-73,-71,-71,-74,-74,-66,-66,-100,-100,-76,-77,-77,-100,-76,-77,-70,-70,-77,-77,-83,-82,-83,-84,-100,-100,-100,-81,-85,-55,-60,-68,-63,-56,-69,-73,-71,-74,-67,-77,-77,-70,-76,-83,-77,-84,-100,-84,-64,-61,-100,-68,-100,-70,-77,-63,-68,-100,-100,-85,-76,-80,-80,-83,-100,-85,-80,-80,-86,-72,-100,-100,-76,-100,-100,-100,-100,-100,-76,-100,-100,-85,-100,-86,-100,-87,-100,-82,-100,-100,-83,-81,-84,-100,-84,-100,-100,-100,-100,-83,-84,-100,-84,-100,-79,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,628,3031284485561
-59,-66,-55,-55,-60,-60,-60,-69,-69,-59,-59,-64,-63,-46,-55,-55,-63,-70,-70,-73,-73,-73,-70,-71,-78,-79,-66,-65,-100,-100,-76,-77,-77,-100,-76,-76,-70,-72,-77,-77,-83,-82,-83,-84,-100,-100,-100,-81,-85,-55,-60,-70,-63,-55,-70,-73,-71,-77,-64,-77,-77,-70,-78,-83,-77,-84,-100,-84,-64,-62,-72,-68,-100,-70,-77,-63,-68,-100,-100,-85,-76,-80,-80,-83,-83,-85,-80,-80,-85,-72,-100,-82,-79,-100,-100,-100,-100,-82,-76,-100,-100,-85,-100,-85,-82,-85,-84,-85,-100,-83,-83,-81,-84,-100,-84,-100,-100,-88,-89,-83,-85,-100,-84,-86,-79,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,628,3037747143110
