72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,b4:5d:50:e1:96:51,38:17:c3:1f:14:12,38:17:c3:1f:14:11,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:10,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:c3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:43,44:48:c1:91:d0:04,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:24:47:51,38:17:c3:24:47:52,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b3,a8:bd:27:4c:aa:83,44:48:c1:91:95:a3,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,20:a6:cd:42:13:f1,38:17:c3:1f:00:b0,38:17:c3:1f:00:a0,38:17:c3:1f:14:10,b4:5d:50:e1:96:50,44:48:c1:91:d0:11,9c:d6:43:60:92:e0,20:a6:cd:42:0a:d2,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,44:48:c1:91:95:b2,38:17:c3:24:47:50,a8:bd:27:4c:aa:90,38:17:c3:19:d7:70,38:17:c3:1a:cf:d0,44:48:c1:91:aa:30,20:a6:cd:42:0a:c1,ac:e2:d3:c4:08:e6,44:48:c1:91:aa:21,44:48:c1:91:aa:31,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:19:45:a1,38:17:c3:1f:09:93,44:48:c1:91:aa:32,38:17:c3:22:5e:f2,38:17:c3:22:5e:f1,38:17:c3:1f:09:90,20:a6:cd:42:13:f0,38:17:c3:19:45:a0,38:17:c3:1f:19:f0,38:17:c3:22:5e:f0,b4:5d:50:e1:96:41,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,b4:5d:50:e1:96:42,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:1f:09:83,44:48:c1:91:95:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a2,a8:bd:27:4c:aa:80,44:48:c1:91:d0:02,38:17:c3:19:45:a2,38:17:c3:24:56:41,38:17:c3:24:56:42,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,38:17:c3:1f:09:82,20:a6:cd:42:13:e2,38:17:c3:1f:09:80,86:0d:8e:aa:25:a4,38:17:c3:1f:14:02,38:17:c3:1f:14:01,38:17:c3:1f:09:81,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,20:a6:cd:42:13:e1,20:a6:cd:42:0a:c2,38:17:c3:1f:14:00,44:48:c1:91:aa:20,38:17:c3:1f:19:c0,20:a6:cd:42:13:e0,66:2a:2f:53:7c:99,20:a6:cd:42:0a:c0,44:48:c1:91:aa:22,b0:b8:67:3d:c2:f2,44:48:c1:91:d0:00,20:a6:cd:42:0b:e3,b6:e6:2d:69:d5:58,38:17:c3:19:36:30,38:17:c3:1a:cf:d1,20:a6:cd:42:0b:f0,44:48:c1:91:9d:50,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,38:17:c3:1f:19:f2,38:17:c3:19:36:31,38:17:c3:19:36:32,38:17:c3:1f:19:f1,92:32:4b:b2:cc:47,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,80:8d:b7:55:25:e3,38:17:c3:19:d7:60,38:17:c3:19:d7:61,38:17:c3:19:d7:62,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:10,80:8d:b7:55:29:d0,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:39:d0,80:8d:b7:55:3a:52,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,ea:9e:b4:53:24:54,80:8d:b7:55:3a:40,80:8d:b7:55:3a:51,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,68:ff:7b:e4:af:39,b0:be:76:f8:30:5e,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:1f:22:30,20:a6:cd:50:24:b0,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,38:17:c3:19:71:90,68:ff:7b:e4:af:38,80:8d:b7:55:39:d1,80:8d:b7:55:29:d1,80:8d:b7:55:39:d2,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:36:22,38:17:c3:19:36:21,20:a6:cd:50:24:a1,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,38:17:c3:19:36:20,80:8d:b7:55:39:c0,38:17:c3:1f:0e:10,80:8d:b7:55:29:d2,00:4e:35:df:06:52,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1f:22:32,38:17:c3:1e:ff:00,38:17:c3:1f:22:31,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:df:06:51,00:4e:35:df:06:42,00:4e:35:df:06:50,00:4e:35:df:06:41,00:4e:35:de:e1:12,00:4e:35:df:06:40,38:17:c3:1f:0e:01,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:e1:10,38:17:c3:1f:0e:00,b4:5d:50:e1:92:23,38:17:c3:1f:0e:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:02,80:8d:b7:55:4d:00,80:8d:b7:55:4d:10,80:8d:b7:55:4d:12,80:8d:b7:55:4d:11,x,y,timestamp
-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-50,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-75,-48,-48,-48,-79,-80,-78,-79,-80,-75,-75,-75,-75,-76,-75,-78,-85,-78,-76,-76,-74,-74,-74,-82,-75,-78,-100,-100,-100,-81,-76,-73,-83,-84,-74,-74,-74,-85,-85,-84,-75,-84,-86,-86,-100,-100,-100,-100,-100,-80,-81,-100,-86,-89,-75,-87,-100,-100,-100,-100,-84,-100,-83,-84,-83,-100,-100,-100,-100,-84,-100,-85,-100,-84,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,630,696,2694889435272
-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-50,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-49,-49,-48,-79,-80,-74,-79,-79,-76,-100,-100,-100,-100,-76,-100,-84,-100,-76,-76,-74,-74,-74,-100,-100,-100,-70,-69,-100,-100,-73,-74,-84,-83,-74,-74,-74,-87,-83,-86,-100,-85,-86,-86,-100,-100,-100,-87,-87,-100,-100,-100,-100,-87,-100,-88,-100,-100,-73,-100,-84,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,630,696,2700821053343
-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-77,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-49,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-49,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-75,-49,-49,-49,-79,-78,-74,-80,-80,-75,-71,-78,-79,-79,-75,-100,-85,-100,-75,-75,-74,-74,-74,-79,-100,-100,-70,-70,-79,-60,-74,-74,-84,-83,-74,-74,-74,-86,-83,-85,-73,-85,-87,-86,-100,-100,-100,-87,-87,-100,-100,-100,-100,-87,-72,-86,-100,-100,-73,-74,-84,-100,-84,-84,-83,-100,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,630,696,2706387544278
-100,-100,-72,-72,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-78,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-50,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-50,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-75,-49,-49,-49,-80,-78,-74,-80,-80,-75,-73,-78,-79,-79,-75,-100,-86,-100,-75,-75,-74,-74,-74,-78,-74,-100,-70,-70,-79,-74,-72,-73,-84,-83,-74,-75,-75,-87,-83,-86,-73,-85,-87,-100,-100,-100,-100,-87,-87,-100,-100,-100,-79,-87,-73,-87,-100,-100,-74,-74,-84,-74,-84,-82,-83,-76,-76,-76,-88,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,630,696,2712372318651
-100,-100,-72,-72,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-78,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-50,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-50,-100,-100,-100,-100,-100,-100,-84,-100,-85,-100,-100,-73,-49,-49,-49,-79,-79,-74,-80,-80,-75,-73,-78,-79,-79,-75,-100,-86,-100,-75,-75,-74,-74,-74,-79,-74,-100,-70,-71,-78,-75,-72,-73,-84,-83,-74,-75,-75,-86,-100,-85,-82,-85,-86,-100,-100,-100,-70,-100,-100,-100,-100,-100,-79,-100,-73,-87,-100,-100,-74,-74,-83,-74,-83,-83,-83,-75,-76,-71,-88,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,630,696,2718353033336
-100,-100,-72,-72,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-77,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-50,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-73,-49,-49,-49,-79,-80,-77,-79,-79,-75,-73,-76,-77,-76,-75,-100,-85,-100,-75,-75,-74,-75,-74,-78,-74,-100,-70,-70,-78,-75,-73,-73,-83,-82,-74,-75,-75,-87,-100,-85,-82,-84,-86,-87,-100,-100,-71,-100,-100,-79,-79,-100,-79,-100,-73,-85,-100,-100,-74,-74,-82,-74,-84,-83,-84,-76,-74,-76,-85,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,630,696,2724277414011
-100,-100,-74,-69,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-78,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-46,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-46,-46,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-72,-52,-52,-52,-75,-75,-72,-75,-75,-75,-72,-71,-72,-72,-75,-100,-83,-100,-75,-75,-76,-75,-76,-79,-74,-100,-70,-70,-78,-86,-73,-73,-86,-80,-74,-74,-75,-85,-100,-83,-72,-83,-86,-85,-100,-100,-71,-100,-100,-82,-79,-100,-100,-100,-72,-87,-100,-100,-70,-71,-82,-71,-84,-80,-80,-76,-76,-77,-85,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,645,696,2752948739469
-100,-100,-69,-69,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-78,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-46,-100,-100,-100,-48,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-46,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-51,-52,-52,-75,-76,-72,-75,-75,-79,-73,-72,-72,-73,-79,-100,-83,-100,-78,-79,-76,-76,-76,-81,-100,-100,-100,-69,-100,-86,-74,-74,-87,-80,-100,-74,-100,-85,-84,-83,-72,-83,-87,-86,-100,-100,-100,-100,-100,-82,-100,-100,-100,-89,-72,-88,-100,-100,-70,-70,-85,-71,-86,-81,-80,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,645,696,2758995740144
-100,-100,-69,-69,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-78,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-46,-100,-100,-100,-49,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-46,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-52,-52,-52,-76,-76,-73,-75,-75,-79,-73,-72,-72,-73,-79,-100,-84,-100,-77,-79,-76,-76,-76,-81,-100,-100,-100,-69,-100,-86,-74,-74,-86,-80,-100,-74,-100,-87,-85,-82,-72,-83,-86,-86,-100,-100,-100,-100,-100,-82,-100,-100,-100,-90,-72,-87,-100,-100,-70,-70,-85,-71,-85,-80,-81,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,645,696,2764945631287
-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-46,-100,-100,-100,-44,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-46,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-53,-53,-53,-76,-76,-73,-76,-76,-79,-71,-66,-67,-70,-78,-100,-84,-100,-78,-79,-78,-77,-76,-81,-74,-100,-100,-69,-100,-83,-73,-74,-86,-80,-73,-73,-74,-86,-85,-82,-72,-83,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-72,-87,-100,-100,-70,-70,-85,-71,-86,-80,-80,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,645,696,2770878609046
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-46,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-46,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-54,-53,-54,-76,-75,-75,-77,-76,-79,-70,-72,-72,-72,-79,-100,-84,-100,-79,-79,-76,-76,-100,-81,-74,-100,-70,-69,-100,-83,-73,-74,-85,-81,-73,-73,-74,-86,-85,-82,-72,-83,-86,-86,-100,-100,-69,-100,-100,-100,-100,-100,-100,-90,-71,-87,-100,-100,-69,-70,-86,-71,-86,-81,-81,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,645,696,2776812779877
-100,-100,-70,-70,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-77,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-46,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-47,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-53,-53,-53,-76,-75,-76,-76,-76,-79,-71,-72,-73,-72,-79,-100,-83,-100,-79,-79,-77,-77,-77,-82,-74,-100,-69,-70,-100,-68,-74,-74,-86,-80,-74,-74,-74,-85,-100,-82,-71,-83,-85,-86,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-71,-87,-100,-100,-70,-71,-86,-71,-86,-81,-80,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,645,696,2782492813104
-100,-100,-73,-73,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-55,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-53,-53,-53,-81,-81,-78,-81,-79,-79,-67,-72,-73,-72,-78,-100,-85,-100,-78,-78,-77,-77,-77,-79,-74,-100,-62,-70,-80,-81,-74,-74,-85,-78,-74,-74,-70,-87,-84,-84,-67,-84,-85,-86,-100,-100,-64,-100,-100,-100,-100,-100,-100,-86,-67,-87,-100,-100,-72,-73,-84,-73,-84,-78,-78,-73,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,660,696,2808574996792
-100,-100,-73,-73,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-78,-81,-81,-79,-70,-100,-100,-100,-79,-100,-85,-100,-79,-79,-77,-77,-100,-79,-75,-100,-64,-100,-80,-82,-75,-75,-84,-82,-69,-69,-70,-85,-84,-84,-70,-84,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-86,-70,-100,-100,-100,-70,-69,-84,-70,-85,-82,-82,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,660,696,2814465644446
-100,-100,-73,-72,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-54,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-78,-82,-81,-78,-70,-100,-100,-100,-79,-100,-83,-100,-79,-78,-77,-77,-100,-79,-75,-100,-64,-100,-82,-82,-75,-75,-85,-82,-69,-69,-70,-85,-85,-83,-70,-82,-100,-100,-100,-100,-63,-87,-87,-100,-100,-100,-100,-88,-70,-87,-100,-100,-70,-69,-84,-70,-84,-83,-82,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,660,696,2819969374600
-100,-100,-73,-72,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-75,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-54,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-54,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-54,-54,-54,-81,-79,-100,-81,-81,-78,-70,-72,-72,-100,-79,-100,-83,-100,-79,-78,-100,-100,-100,-79,-74,-100,-64,-64,-82,-81,-74,-75,-82,-81,-69,-69,-70,-87,-85,-83,-70,-82,-100,-100,-100,-100,-64,-87,-87,-100,-100,-100,-100,-88,-70,-88,-100,-100,-70,-69,-84,-70,-83,-82,-82,-73,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,660,696,2825637119545
-100,-100,-73,-72,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-54,-100,-100,-100,-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-55,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-54,-54,-54,-81,-80,-75,-81,-81,-79,-70,-73,-72,-100,-79,-100,-83,-100,-78,-79,-77,-100,-77,-81,-75,-100,-64,-64,-82,-65,-75,-75,-82,-81,-69,-70,-70,-88,-85,-83,-70,-83,-100,-86,-100,-100,-64,-87,-87,-100,-100,-100,-100,-88,-70,-85,-100,-100,-68,-70,-85,-70,-84,-82,-82,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,660,696,2831384441991
