80:8d:b7:55:39:c0,b0:be:76:f8:30:5e,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,38:17:c3:1f:01:92,38:17:c3:1f:01:91,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:35:02,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:35:03,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,38:17:c3:1f:01:81,38:17:c3:19:d7:71,80:8d:b7:55:25:f2,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:19:d7:72,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,72:32:b1:3e:1a:b7,80:8d:b7:55:3a:52,38:17:c3:19:45:b1,38:17:c3:19:45:b2,20:a6:cd:50:24:b2,80:8d:b7:55:3a:51,80:8d:b7:55:25:e3,44:48:c1:a5:82:22,38:17:c3:19:d7:61,38:17:c3:19:55:52,38:17:c3:19:55:51,20:a6:cd:50:24:b1,68:ff:7b:e4:af:38,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:62,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,b4:5d:50:e1:92:33,00:4e:35:de:e1:10,38:17:c3:1e:ff:01,38:17:c3:1f:09:91,00:4e:35:de:e1:11,00:4e:35:df:06:40,38:17:c3:1e:ff:02,60:32:b1:3e:1a:b8,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:23,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,38:17:c3:1f:01:90,38:17:c3:1f:0e:00,44:48:c1:a5:82:30,80:8d:b7:55:35:00,00:4e:35:df:06:52,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,80:8d:b7:55:3a:50,38:17:c3:19:d7:60,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,38:17:c3:19:55:50,38:17:c3:1e:ff:10,20:a6:cd:50:24:a0,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,00:4e:35:df:06:42,38:17:c3:1f:09:90,38:17:c3:1f:22:30,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:35:01,60:32:b1:3e:1a:b7,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,44:48:c1:a5:82:21,a8:bd:27:4c:bd:32,00:4e:35:df:06:41,38:17:c3:1f:09:93,38:17:c3:1f:0e:10,38:17:c3:1f:01:80,44:48:c1:a5:82:20,66:2a:2f:53:7c:99,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,20:a6:cd:42:0b:f3,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:31,20:a6:cd:42:0b:f0,a8:bd:27:4c:bd:31,38:17:c3:19:71:90,80:8d:b7:55:25:e1,38:17:c3:1f:09:83,80:8d:b7:55:25:e0,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,a8:bd:27:4c:bd:30,b4:5d:50:e1:96:50,68:ff:7b:e4:af:39,38:17:c3:1f:22:31,38:17:c3:1f:22:32,b4:5d:50:e1:92:21,20:a6:cd:42:0b:f1,b4:5d:50:e1:92:22,80:8d:b7:55:25:e2,38:17:c3:1f:08:50,38:17:c3:19:55:42,80:8d:b7:55:3a:40,b4:5d:50:e1:96:52,38:17:c3:19:55:41,38:17:c3:19:71:92,38:17:c3:19:55:40,38:17:c3:19:71:91,38:17:c3:1f:01:82,38:17:c3:1f:09:92,38:17:c3:19:45:a2,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,20:a6:cd:42:0b:f2,b4:5d:50:e1:92:20,b4:5d:50:e1:96:43,00:4e:35:de:e1:01,00:4e:35:de:e1:02,38:17:c3:19:45:a1,00:4e:35:de:d7:53,38:17:c3:19:45:a0,00:4e:35:de:d7:52,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:08:41,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:de:d7:43,00:4e:35:df:0e:12,00:4e:35:de:e1:00,00:4e:35:df:0e:10,38:17:c3:19:71:82,00:4e:35:df:0e:11,00:4e:35:de:d7:42,38:17:c3:19:71:80,38:17:c3:19:71:81,00:4e:35:de:d7:40,38:17:c3:19:36:30,38:17:c3:19:36:32,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:19:36:31,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,a8:bd:27:4c:bd:22,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1f:08:42,00:4e:35:df:0e:01,00:4e:35:df:0e:00,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:1f:0f:92,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:91,38:17:c3:1f:0f:90,38:17:c3:24:4f:10,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:4f:01,38:17:c3:24:4f:02,32:f7:72:50:57:3b,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,00:4e:35:df:27:12,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,00:4e:35:df:27:00,00:4e:35:df:27:02,00:4e:35:df:27:10,38:17:c3:1b:08:a1,00:4e:35:de:d7:41,00:4e:35:df:27:11,9c:d6:43:60:92:e0,x,y,timestamp
-64,-63,-64,-64,-60,-60,-60,-71,-71,-22,-48,-50,-52,-67,-72,-72,-65,-64,-64,-69,-69,-70,-73,-74,-69,-70,-70,-81,-74,-75,-100,-81,-75,-67,-71,-74,-81,-81,-82,-100,-75,-75,-79,-73,-80,-80,-83,-100,-100,-100,-85,-75,-100,-83,-100,-85,-64,-60,-71,-52,-73,-67,-73,-69,-70,-74,-74,-81,-76,-100,-75,-81,-100,-82,-75,-85,-85,-52,-52,-66,-82,-76,-76,-71,-84,-75,-86,-52,-100,-71,-87,-85,-84,-88,-100,-84,-87,-83,-86,-68,-100,-100,-90,-100,-83,-89,-100,-100,-87,-86,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,746,1991994891739
-64,-67,-64,-64,-60,-60,-60,-71,-71,-21,-48,-52,-52,-67,-72,-72,-44,-64,-64,-69,-69,-70,-76,-76,-69,-70,-70,-100,-74,-76,-100,-81,-74,-43,-71,-74,-81,-81,-81,-85,-75,-75,-80,-73,-80,-100,-83,-100,-100,-100,-83,-75,-100,-82,-100,-85,-64,-60,-71,-52,-72,-67,-76,-69,-70,-74,-74,-81,-76,-100,-75,-81,-100,-83,-75,-85,-87,-52,-52,-67,-82,-100,-100,-71,-83,-75,-85,-52,-70,-71,-86,-85,-84,-88,-100,-84,-87,-84,-86,-67,-100,-100,-90,-100,-83,-89,-100,-85,-100,-100,-89,-86,-67,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,746,1998590126580
-65,-68,-67,-67,-58,-59,-59,-66,-65,-21,-44,-49,-49,-67,-71,-71,-62,-66,-65,-71,-69,-73,-75,-75,-69,-73,-73,-81,-74,-76,-80,-77,-74,-72,-66,-100,-80,-80,-77,-85,-76,-76,-78,-73,-82,-100,-84,-83,-78,-100,-84,-100,-79,-83,-84,-82,-67,-59,-66,-49,-71,-67,-75,-69,-73,-74,-100,-100,-81,-100,-76,-100,-79,-83,-100,-85,-85,-50,-50,-66,-81,-100,-100,-66,-85,-76,-85,-50,-70,-66,-87,-85,-84,-88,-84,-85,-88,-84,-100,-67,-100,-100,-100,-100,-100,-100,-100,-86,-84,-83,-89,-86,-67,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,722,2044795630260
-68,-65,-66,-66,-59,-59,-59,-66,-65,-20,-45,-48,-48,-100,-71,-71,-62,-68,-67,-70,-68,-73,-75,-75,-69,-73,-73,-81,-73,-100,-80,-77,-72,-72,-66,-100,-81,-80,-78,-100,-76,-76,-72,-100,-82,-80,-84,-79,-78,-100,-79,-100,-79,-83,-84,-82,-66,-59,-66,-48,-71,-67,-75,-69,-73,-73,-100,-78,-81,-100,-76,-100,-79,-79,-77,-86,-85,-51,-51,-66,-81,-72,-72,-66,-83,-77,-100,-51,-100,-66,-87,-85,-85,-100,-84,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-84,-83,-100,-100,-100,-100,-84,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,722,2051187766143
-68,-66,-65,-65,-59,-59,-59,-68,-68,-19,-43,-49,-49,-65,-73,-73,-62,-68,-67,-70,-68,-72,-75,-75,-68,-72,-72,-81,-73,-100,-80,-76,-73,-72,-67,-75,-80,-80,-76,-100,-76,-76,-68,-100,-82,-81,-84,-83,-78,-100,-84,-100,-79,-76,-84,-82,-65,-59,-68,-49,-73,-65,-75,-68,-72,-73,-75,-76,-81,-100,-76,-81,-79,-84,-76,-86,-85,-50,-50,-65,-81,-73,-73,-67,-83,-76,-100,-50,-100,-67,-87,-84,-84,-100,-86,-84,-88,-83,-86,-100,-100,-100,-87,-88,-84,-87,-100,-86,-84,-83,-100,-100,-100,-100,-84,-74,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,722,2057481640932
-68,-68,-67,-67,-58,-58,-58,-69,-68,-20,-45,-50,-50,-66,-72,-72,-63,-67,-68,-70,-69,-73,-75,-75,-68,-73,-72,-100,-73,-100,-100,-77,-73,-68,-67,-74,-80,-81,-77,-100,-76,-76,-76,-74,-81,-80,-83,-83,-100,-100,-83,-100,-100,-76,-100,-83,-67,-59,-69,-50,-72,-66,-75,-69,-73,-73,-74,-77,-100,-100,-76,-81,-79,-82,-76,-86,-86,-52,-52,-66,-82,-73,-64,-67,-84,-76,-100,-51,-100,-67,-87,-84,-85,-100,-78,-84,-88,-84,-86,-71,-100,-71,-87,-87,-84,-87,-100,-100,-100,-85,-100,-86,-71,-100,-84,-66,-87,-81,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,722,2064187682024
-67,-66,-65,-65,-59,-59,-59,-69,-69,-20,-45,-50,-50,-66,-72,-72,-62,-67,-67,-67,-69,-72,-75,-75,-69,-72,-72,-100,-72,-100,-100,-76,-73,-72,-67,-75,-80,-81,-76,-100,-77,-76,-69,-75,-81,-80,-84,-83,-100,-100,-79,-76,-100,-83,-100,-83,-65,-59,-69,-50,-72,-66,-75,-69,-72,-73,-75,-77,-100,-100,-77,-81,-79,-79,-77,-100,-85,-53,-53,-66,-81,-73,-64,-67,-85,-76,-100,-53,-100,-67,-87,-84,-85,-100,-84,-84,-89,-84,-86,-71,-100,-71,-84,-85,-84,-85,-100,-100,-100,-85,-100,-86,-71,-100,-100,-66,-85,-81,-85,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,722,2070885177438
-67,-64,-67,-67,-59,-59,-59,-69,-69,-20,-46,-48,-48,-67,-73,-73,-63,-68,-67,-68,-69,-72,-76,-76,-68,-72,-72,-81,-74,-100,-80,-77,-73,-70,-66,-75,-80,-81,-77,-85,-75,-75,-71,-75,-81,-80,-83,-84,-100,-100,-83,-76,-100,-78,-100,-83,-67,-59,-69,-48,-73,-66,-75,-68,-72,-73,-75,-77,-100,-100,-76,-81,-100,-84,-76,-88,-85,-50,-50,-66,-81,-73,-64,-65,-85,-76,-100,-50,-100,-67,-85,-84,-84,-100,-79,-84,-89,-84,-86,-71,-89,-71,-86,-87,-85,-87,-100,-86,-100,-85,-100,-86,-71,-87,-100,-66,-85,-81,-85,-84,-87,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,722,2077494619518
-67,-64,-67,-67,-59,-59,-59,-69,-69,-20,-46,-48,-48,-67,-73,-73,-63,-68,-67,-68,-69,-72,-76,-76,-68,-72,-72,-81,-74,-100,-80,-77,-73,-70,-66,-75,-80,-81,-77,-85,-75,-75,-71,-75,-81,-80,-83,-84,-100,-100,-83,-76,-100,-78,-100,-83,-67,-59,-69,-48,-73,-66,-75,-68,-72,-73,-75,-77,-100,-100,-76,-81,-100,-84,-76,-88,-85,-50,-50,-66,-81,-73,-64,-65,-85,-76,-100,-50,-100,-67,-85,-84,-84,-100,-79,-84,-89,-84,-86,-71,-89,-71,-86,-87,-85,-87,-100,-86,-100,-85,-100,-86,-71,-87,-100,-66,-85,-81,-85,-84,-87,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,698,2110579149714
-65,-57,-67,-67,-56,-56,-56,-69,-68,-20,-50,-55,-54,-66,-66,-66,-66,-66,-66,-66,-70,-72,-79,-79,-70,-72,-72,-83,-71,-100,-100,-79,-72,-67,-66,-71,-77,-100,-78,-100,-79,-79,-73,-71,-78,-79,-83,-84,-100,-100,-84,-100,-100,-82,-100,-81,-67,-56,-69,-55,-66,-66,-79,-70,-73,-71,-71,-79,-100,-100,-79,-79,-100,-83,-83,-86,-86,-52,-52,-66,-80,-100,-100,-66,-82,-83,-85,-53,-100,-66,-84,-83,-83,-88,-100,-83,-89,-83,-100,-73,-100,-74,-86,-86,-100,-87,-100,-100,-100,-100,-100,-100,-73,-100,-85,-72,-86,-85,-100,-86,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,698,2117254813982
-66,-57,-66,-67,-59,-59,-59,-69,-69,-19,-44,-55,-55,-59,-67,-67,-64,-66,-66,-66,-70,-73,-73,-79,-71,-73,-73,-83,-71,-100,-100,-78,-71,-67,-66,-71,-77,-100,-79,-100,-78,-78,-76,-71,-78,-79,-83,-84,-100,-100,-84,-100,-100,-83,-100,-84,-67,-59,-69,-55,-67,-66,-75,-71,-73,-71,-71,-79,-100,-100,-78,-79,-100,-84,-83,-87,-86,-55,-55,-65,-80,-71,-71,-65,-82,-83,-85,-55,-100,-66,-85,-83,-83,-88,-100,-83,-89,-82,-100,-72,-100,-72,-87,-86,-82,-86,-82,-100,-100,-100,-100,-84,-72,-100,-85,-71,-86,-85,-100,-86,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,698,2123796759605
-66,-66,-66,-66,-56,-57,-57,-69,-70,-20,-43,-55,-54,-66,-67,-67,-64,-66,-66,-68,-71,-74,-75,-79,-71,-74,-74,-83,-72,-100,-100,-79,-71,-67,-66,-71,-77,-100,-79,-100,-78,-78,-74,-71,-80,-79,-81,-84,-100,-100,-84,-100,-100,-83,-100,-83,-66,-57,-70,-55,-67,-66,-76,-71,-74,-71,-71,-80,-100,-100,-79,-79,-100,-84,-83,-86,-86,-54,-54,-66,-80,-72,-72,-66,-82,-83,-100,-54,-100,-66,-85,-83,-82,-100,-100,-81,-100,-83,-100,-73,-100,-71,-85,-86,-82,-85,-79,-100,-100,-100,-100,-84,-72,-100,-100,-72,-85,-80,-100,-85,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,698,2130506142623
-65,-68,-65,-65,-58,-58,-58,-70,-70,-20,-43,-54,-55,-65,-67,-67,-65,-66,-66,-66,-71,-73,-74,-73,-72,-74,-74,-82,-72,-100,-100,-77,-72,-100,-66,-71,-77,-100,-77,-85,-79,-79,-73,-70,-80,-80,-81,-100,-100,-86,-100,-100,-100,-83,-100,-82,-66,-58,-71,-54,-67,-66,-74,-71,-73,-72,-71,-77,-100,-100,-79,-80,-100,-87,-100,-86,-87,-54,-54,-65,-80,-72,-72,-66,-82,-100,-87,-54,-100,-66,-84,-82,-82,-100,-100,-81,-100,-83,-100,-72,-87,-72,-86,-87,-82,-86,-79,-100,-100,-100,-100,-84,-72,-100,-100,-72,-87,-80,-100,-85,-100,-67,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,698,2137093124392
-65,-69,-66,-66,-60,-59,-60,-71,-71,-20,-43,-57,-57,-65,-66,-66,-65,-65,-65,-66,-71,-73,-75,-75,-71,-73,-73,-81,-71,-100,-78,-78,-71,-68,-66,-71,-76,-100,-79,-86,-79,-79,-73,-71,-79,-80,-82,-100,-77,-86,-100,-100,-77,-82,-100,-83,-66,-60,-70,-57,-66,-66,-75,-71,-73,-71,-71,-79,-100,-77,-79,-80,-76,-86,-100,-86,-87,-54,-54,-65,-80,-71,-72,-66,-82,-100,-85,-53,-100,-66,-84,-82,-82,-100,-81,-81,-100,-83,-100,-72,-87,-72,-86,-87,-82,-86,-79,-86,-100,-100,-100,-100,-72,-88,-100,-72,-87,-80,-100,-85,-100,-67,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,698,2143186728712
-63,-65,-61,-61,-55,-55,-55,-71,-69,-22,-49,-59,-58,-64,-64,-64,-64,-64,-63,-64,-69,-72,-72,-73,-69,-72,-72,-84,-72,-100,-72,-77,-72,-70,-67,-71,-77,-100,-77,-84,-75,-75,-72,-70,-76,-76,-82,-83,-77,-84,-83,-70,-77,-81,-100,-81,-61,-55,-71,-58,-65,-65,-73,-69,-72,-72,-71,-78,-100,-77,-75,-80,-76,-83,-75,-86,-85,-56,-56,-64,-100,-71,-100,-67,-83,-75,-82,-56,-100,-67,-83,-82,-82,-100,-81,-81,-100,-83,-85,-67,-87,-66,-84,-84,-83,-84,-100,-86,-100,-100,-100,-100,-67,-86,-100,-100,-84,-100,-85,-81,-85,-67,-86,-81,-83,-85,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,674,2182747302239
-62,-66,-61,-61,-55,-55,-55,-72,-71,-21,-48,-58,-58,-64,-63,-63,-63,-61,-62,-72,-69,-74,-74,-74,-69,-74,-74,-83,-72,-72,-72,-76,-72,-68,-67,-71,-77,-100,-77,-85,-75,-74,-73,-70,-77,-78,-82,-83,-100,-84,-83,-75,-100,-81,-100,-82,-60,-55,-72,-59,-63,-65,-74,-69,-74,-72,-71,-77,-100,-76,-75,-78,-100,-83,-75,-100,-85,-61,-61,-64,-100,-100,-100,-67,-83,-75,-82,-61,-73,-67,-83,-82,-82,-100,-100,-81,-100,-83,-86,-67,-87,-66,-85,-84,-83,-84,-85,-86,-100,-100,-100,-100,-67,-87,-100,-100,-84,-100,-85,-81,-86,-73,-83,-81,-83,-85,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,674,2189578324580
-63,-66,-60,-60,-55,-55,-55,-72,-71,-20,-51,-56,-56,-64,-63,-63,-63,-61,-62,-72,-70,-74,-76,-76,-70,-74,-74,-82,-73,-72,-72,-77,-73,-68,-67,-71,-78,-100,-77,-85,-75,-75,-73,-70,-77,-78,-81,-83,-100,-84,-83,-76,-100,-81,-100,-82,-60,-55,-72,-56,-63,-65,-74,-70,-74,-73,-71,-77,-100,-76,-75,-78,-78,-83,-76,-83,-84,-61,-60,-64,-100,-70,-70,-67,-82,-76,-82,-60,-73,-67,-83,-82,-81,-100,-100,-81,-100,-83,-86,-67,-87,-66,-85,-86,-83,-86,-85,-86,-83,-100,-100,-100,-67,-87,-100,-100,-85,-100,-87,-81,-86,-73,-83,-81,-83,-85,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,674,2196401583223
-65,-66,-60,-60,-55,-55,-55,-71,-71,-21,-50,-57,-56,-64,-65,-65,-64,-61,-65,-72,-69,-75,-74,-74,-69,-75,-75,-82,-73,-72,-72,-77,-72,-68,-67,-71,-78,-100,-77,-85,-75,-75,-73,-73,-77,-78,-81,-83,-100,-100,-82,-76,-100,-81,-100,-83,-60,-55,-71,-56,-64,-65,-74,-69,-75,-73,-71,-77,-100,-76,-75,-78,-78,-83,-77,-83,-86,-62,-60,-64,-84,-70,-70,-67,-82,-77,-100,-61,-73,-66,-83,-82,-81,-88,-85,-81,-88,-83,-86,-100,-86,-100,-84,-85,-83,-86,-85,-86,-83,-84,-87,-83,-100,-87,-100,-70,-84,-100,-85,-100,-86,-73,-83,-100,-100,-100,-100,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,674,2203392626814
