80:8d:b7:55:39:c0,b0:be:76:f8:30:5e,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,38:17:c3:1f:01:92,38:17:c3:1f:01:91,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:35:02,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:35:03,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,38:17:c3:1f:01:81,38:17:c3:19:d7:71,80:8d:b7:55:25:f2,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:19:d7:72,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,72:32:b1:3e:1a:b7,80:8d:b7:55:3a:52,38:17:c3:19:45:b1,38:17:c3:19:45:b2,20:a6:cd:50:24:b2,80:8d:b7:55:3a:51,80:8d:b7:55:25:e3,44:48:c1:a5:82:22,38:17:c3:19:d7:61,38:17:c3:19:55:52,38:17:c3:19:55:51,20:a6:cd:50:24:b1,68:ff:7b:e4:af:38,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:62,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,b4:5d:50:e1:92:33,00:4e:35:de:e1:10,38:17:c3:1e:ff:01,38:17:c3:1f:09:91,00:4e:35:de:e1:11,00:4e:35:df:06:40,38:17:c3:1e:ff:02,60:32:b1:3e:1a:b8,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:23,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,38:17:c3:1f:01:90,38:17:c3:1f:0e:00,44:48:c1:a5:82:30,80:8d:b7:55:35:00,00:4e:35:df:06:52,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,80:8d:b7:55:3a:50,38:17:c3:19:d7:60,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,38:17:c3:19:55:50,38:17:c3:1e:ff:10,20:a6:cd:50:24:a0,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,00:4e:35:df:06:42,38:17:c3:1f:09:90,38:17:c3:1f:22:30,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:35:01,60:32:b1:3e:1a:b7,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,44:48:c1:a5:82:21,a8:bd:27:4c:bd:32,00:4e:35:df:06:41,38:17:c3:1f:09:93,38:17:c3:1f:0e:10,38:17:c3:1f:01:80,44:48:c1:a5:82:20,66:2a:2f:53:7c:99,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,20:a6:cd:42:0b:f3,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:31,20:a6:cd:42:0b:f0,a8:bd:27:4c:bd:31,38:17:c3:19:71:90,80:8d:b7:55:25:e1,38:17:c3:1f:09:83,80:8d:b7:55:25:e0,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,a8:bd:27:4c:bd:30,b4:5d:50:e1:96:50,68:ff:7b:e4:af:39,38:17:c3:1f:22:31,38:17:c3:1f:22:32,b4:5d:50:e1:92:21,20:a6:cd:42:0b:f1,b4:5d:50:e1:92:22,80:8d:b7:55:25:e2,38:17:c3:1f:08:50,38:17:c3:19:55:42,80:8d:b7:55:3a:40,b4:5d:50:e1:96:52,38:17:c3:19:55:41,38:17:c3:19:71:92,38:17:c3:19:55:40,38:17:c3:19:71:91,38:17:c3:1f:01:82,38:17:c3:1f:09:92,38:17:c3:19:45:a2,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,20:a6:cd:42:0b:f2,b4:5d:50:e1:92:20,b4:5d:50:e1:96:43,00:4e:35:de:e1:01,00:4e:35:de:e1:02,38:17:c3:19:45:a1,00:4e:35:de:d7:53,38:17:c3:19:45:a0,00:4e:35:de:d7:52,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:08:41,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:de:d7:43,00:4e:35:df:0e:12,00:4e:35:de:e1:00,00:4e:35:df:0e:10,38:17:c3:19:71:82,00:4e:35:df:0e:11,00:4e:35:de:d7:42,38:17:c3:19:71:80,38:17:c3:19:71:81,00:4e:35:de:d7:40,38:17:c3:19:36:30,38:17:c3:19:36:32,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:19:36:31,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,a8:bd:27:4c:bd:22,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1f:08:42,00:4e:35:df:0e:01,00:4e:35:df:0e:00,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:1f:0f:92,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:91,38:17:c3:1f:0f:90,38:17:c3:24:4f:10,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:4f:01,38:17:c3:24:4f:02,32:f7:72:50:57:3b,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,00:4e:35:df:27:12,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,00:4e:35:df:27:00,00:4e:35:df:27:02,00:4e:35:df:27:10,38:17:c3:1b:08:a1,00:4e:35:de:d7:41,00:4e:35:df:27:11,9c:d6:43:60:92:e0,x,y,timestamp
-79,-87,-80,-81,-83,-84,-84,-100,-100,-20,-74,-100,-100,-83,-85,-84,-100,-80,-80,-100,-100,-75,-60,-59,-100,-75,-75,-100,-73,-100,-100,-100,-73,-72,-100,-100,-65,-64,-100,-100,-100,-100,-88,-100,-100,-100,-100,-74,-100,-100,-74,-62,-100,-100,-100,-100,-80,-84,-100,-100,-85,-100,-59,-87,-75,-73,-100,-100,-100,-64,-100,-100,-100,-74,-61,-100,-100,-81,-82,-100,-100,-100,-100,-100,-59,-62,-100,-82,-100,-100,-88,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-86,-100,-85,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-86,-100,-67,-83,-83,-84,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275,21,1409300647326
-78,-42,-79,-79,-85,-84,-84,-100,-100,-21,-75,-100,-100,-83,-86,-85,-85,-78,-78,-100,-100,-75,-62,-62,-100,-75,-74,-100,-72,-100,-100,-100,-73,-72,-100,-100,-66,-65,-100,-100,-100,-100,-88,-100,-100,-100,-100,-73,-100,-100,-74,-57,-100,-100,-100,-100,-80,-84,-100,-100,-87,-84,-61,-87,-74,-73,-100,-100,-100,-63,-100,-100,-100,-73,-61,-100,-100,-81,-82,-83,-100,-100,-100,-100,-59,-62,-100,-82,-100,-100,-88,-100,-100,-100,-100,-100,-100,-59,-100,-75,-100,-75,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-86,-100,-85,-100,-100,-100,-100,-100,-100,-67,-68,-100,-100,-86,-100,-67,-83,-83,-83,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275,21,1415115450813
-78,-42,-79,-79,-85,-84,-84,-100,-100,-21,-75,-100,-100,-83,-86,-85,-85,-78,-78,-100,-100,-75,-62,-62,-100,-75,-74,-100,-72,-100,-100,-100,-73,-72,-100,-100,-66,-65,-100,-100,-100,-100,-88,-100,-100,-100,-100,-73,-100,-100,-74,-57,-100,-100,-100,-100,-80,-84,-100,-100,-87,-84,-61,-87,-74,-73,-100,-100,-100,-63,-100,-100,-100,-73,-61,-100,-100,-81,-82,-83,-100,-100,-100,-100,-59,-62,-100,-82,-100,-100,-88,-100,-100,-100,-100,-100,-100,-59,-100,-75,-100,-75,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-86,-100,-85,-100,-100,-100,-100,-100,-100,-67,-68,-100,-100,-86,-100,-67,-83,-83,-83,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275,21,1420914003884
-77,-43,-80,-80,-83,-83,-84,-100,-100,-20,-73,-100,-82,-85,-85,-84,-84,-79,-80,-100,-100,-76,-62,-62,-100,-74,-74,-100,-74,-100,-100,-100,-74,-71,-83,-100,-65,-64,-100,-100,-100,-100,-86,-100,-100,-100,-100,-73,-100,-100,-73,-62,-100,-100,-100,-100,-79,-84,-100,-100,-86,-84,-62,-87,-75,-74,-100,-100,-100,-64,-100,-100,-100,-73,-62,-100,-100,-81,-81,-83,-100,-73,-73,-100,-59,-62,-100,-81,-100,-100,-85,-100,-100,-100,-100,-100,-100,-59,-100,-75,-100,-75,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-74,-100,-62,-73,-100,-61,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-78,-84,-100,-84,-100,-100,-100,-100,-100,-100,-67,-68,-100,-100,-100,-100,-68,-83,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275,21,1426738921434
-79,-42,-82,-81,-85,-83,-84,-100,-100,-21,-72,-100,-82,-84,-85,-86,-84,-78,-80,-100,-100,-74,-62,-62,-100,-74,-74,-100,-74,-100,-100,-100,-73,-73,-83,-100,-64,-65,-100,-100,-100,-100,-86,-100,-100,-100,-100,-73,-100,-100,-74,-62,-100,-100,-100,-100,-82,-82,-100,-100,-85,-100,-62,-100,-75,-74,-100,-100,-100,-64,-100,-100,-100,-73,-62,-100,-100,-81,-82,-100,-100,-73,-73,-100,-59,-61,-100,-82,-100,-100,-86,-100,-100,-100,-100,-100,-100,-59,-100,-74,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-74,-100,-60,-73,-100,-61,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-79,-84,-100,-84,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-67,-83,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275,21,1432802151275
-79,-38,-80,-80,-85,-83,-84,-100,-100,-19,-75,-100,-82,-84,-85,-86,-83,-79,-79,-100,-100,-77,-63,-63,-100,-77,-77,-100,-69,-100,-100,-100,-69,-75,-83,-86,-67,-66,-100,-100,-100,-100,-87,-100,-100,-100,-100,-76,-100,-100,-76,-62,-100,-100,-100,-100,-79,-87,-100,-100,-87,-100,-63,-100,-78,-69,-100,-100,-100,-65,-100,-100,-100,-76,-62,-100,-100,-81,-82,-100,-100,-71,-72,-100,-56,-62,-100,-82,-100,-100,-86,-100,-100,-100,-100,-100,-100,-56,-100,-72,-100,-73,-100,-100,-56,-100,-77,-100,-100,-100,-100,-100,-73,-100,-60,-73,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-76,-84,-100,-84,-100,-100,-100,-100,-100,-100,-67,-67,-100,-84,-85,-83,-67,-84,-84,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275,-2,1464806939492
-78,-38,-82,-82,-100,-86,-100,-100,-100,-20,-74,-100,-100,-85,-100,-86,-83,-79,-79,-100,-100,-76,-64,-63,-100,-76,-76,-100,-69,-100,-100,-100,-69,-78,-100,-86,-66,-66,-100,-100,-100,-100,-87,-100,-100,-100,-100,-78,-100,-100,-78,-64,-100,-100,-100,-100,-83,-86,-100,-100,-86,-85,-64,-87,-76,-69,-100,-100,-100,-65,-100,-100,-100,-79,-64,-100,-100,-100,-100,-85,-100,-71,-71,-100,-56,-63,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-56,-100,-72,-100,-73,-100,-100,-56,-100,-77,-100,-100,-100,-100,-100,-76,-100,-100,-70,-100,-70,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-84,-100,-84,-84,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275,-2,1470916481678
-78,-38,-82,-82,-100,-87,-100,-100,-100,-21,-78,-100,-100,-84,-87,-86,-84,-79,-79,-100,-100,-76,-64,-63,-100,-76,-76,-100,-70,-100,-100,-100,-70,-78,-100,-86,-66,-65,-100,-100,-100,-100,-87,-100,-100,-100,-100,-79,-100,-100,-78,-64,-100,-100,-100,-100,-82,-86,-100,-100,-87,-85,-64,-87,-76,-70,-100,-100,-100,-65,-100,-100,-100,-79,-63,-100,-100,-85,-84,-84,-100,-71,-70,-84,-56,-63,-100,-84,-100,-100,-85,-100,-100,-100,-100,-100,-100,-56,-100,-76,-100,-77,-100,-100,-56,-100,-81,-100,-100,-100,-100,-100,-75,-100,-100,-70,-100,-70,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-84,-100,-84,-84,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275,-2,1476722905738
-78,-38,-82,-82,-100,-87,-100,-100,-100,-21,-79,-81,-100,-84,-86,-85,-83,-100,-100,-100,-100,-76,-64,-64,-100,-75,-76,-100,-69,-100,-100,-100,-69,-78,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-78,-64,-100,-100,-100,-100,-82,-86,-100,-82,-85,-85,-64,-87,-76,-69,-100,-100,-100,-64,-100,-100,-100,-79,-63,-100,-100,-83,-83,-84,-100,-70,-70,-84,-56,-63,-100,-83,-100,-85,-86,-100,-100,-100,-100,-100,-100,-56,-100,-76,-100,-77,-100,-100,-56,-100,-81,-100,-100,-100,-100,-100,-76,-100,-100,-71,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-85,-85,-86,-100,-84,-100,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275,-2,1482639927194
-100,-38,-81,-81,-100,-87,-100,-100,-100,-20,-73,-81,-100,-84,-86,-84,-83,-78,-79,-100,-100,-77,-65,-65,-100,-77,-77,-100,-68,-100,-100,-100,-68,-77,-100,-100,-65,-64,-100,-100,-100,-100,-85,-100,-100,-100,-100,-79,-100,-100,-79,-63,-100,-100,-100,-100,-81,-86,-100,-82,-86,-85,-65,-100,-77,-68,-100,-100,-100,-65,-100,-100,-100,-79,-63,-100,-100,-83,-83,-84,-100,-70,-70,-84,-56,-63,-100,-84,-100,-85,-86,-100,-100,-100,-100,-100,-100,-56,-100,-76,-100,-77,-100,-100,-56,-100,-81,-100,-100,-100,-100,-100,-76,-100,-69,-70,-100,-69,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-60,-100,-83,-83,-84,-60,-84,-100,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275,-2,1488474265525
-100,-38,-83,-82,-100,-100,-100,-100,-100,-23,-72,-81,-100,-85,-86,-86,-83,-78,-79,-100,-100,-78,-63,-63,-100,-78,-78,-100,-69,-100,-100,-100,-69,-78,-83,-100,-64,-63,-100,-100,-100,-100,-84,-100,-100,-100,-100,-78,-100,-100,-77,-63,-100,-100,-100,-100,-82,-86,-100,-82,-88,-100,-63,-100,-78,-69,-100,-100,-100,-63,-100,-100,-100,-78,-63,-100,-100,-83,-83,-84,-100,-70,-70,-83,-56,-63,-100,-84,-100,-85,-86,-100,-100,-100,-100,-100,-100,-56,-100,-76,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-76,-100,-69,-70,-100,-69,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-60,-100,-85,-84,-85,-60,-84,-100,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275,-2,1494436703492
-82,-38,-80,-80,-85,-84,-86,-100,-100,-19,-76,-100,-100,-85,-85,-85,-100,-80,-80,-100,-100,-83,-71,-71,-100,-83,-82,-100,-78,-100,-100,-100,-78,-78,-83,-100,-64,-64,-100,-100,-100,-100,-84,-100,-100,-100,-100,-78,-100,-100,-78,-67,-100,-100,-100,-100,-80,-84,-100,-100,-85,-100,-71,-100,-83,-78,-100,-100,-100,-64,-100,-100,-100,-77,-68,-100,-100,-83,-83,-84,-100,-70,-70,-82,-55,-67,-100,-84,-100,-100,-85,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-70,-100,-69,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-60,-100,-84,-83,-84,-60,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275,-26,1525188033480
-82,-41,-81,-81,-85,-84,-85,-100,-100,-20,-77,-100,-100,-100,-86,-88,-85,-80,-80,-100,-100,-85,-71,-71,-100,-84,-83,-100,-76,-100,-100,-100,-76,-77,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-77,-67,-100,-100,-100,-100,-82,-84,-100,-100,-86,-100,-71,-100,-83,-75,-100,-100,-100,-71,-100,-100,-100,-77,-68,-100,-100,-81,-82,-100,-100,-100,-100,-82,-55,-67,-100,-82,-100,-100,-87,-100,-100,-100,-100,-100,-100,-55,-100,-78,-100,-78,-100,-100,-55,-100,-82,-100,-100,-100,-100,-100,-77,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-83,-84,-83,-63,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275,-26,1530848940405
-82,-41,-81,-81,-85,-84,-85,-100,-100,-20,-77,-100,-100,-100,-86,-88,-85,-80,-80,-100,-100,-85,-71,-71,-100,-84,-83,-100,-76,-100,-100,-100,-76,-77,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-77,-67,-100,-100,-100,-100,-82,-84,-100,-100,-86,-100,-71,-100,-83,-75,-100,-100,-100,-71,-100,-100,-100,-77,-68,-100,-100,-81,-82,-100,-100,-100,-100,-82,-55,-67,-100,-82,-100,-100,-87,-100,-100,-100,-100,-100,-100,-55,-100,-78,-100,-78,-100,-100,-55,-100,-82,-100,-100,-100,-100,-100,-77,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-83,-84,-83,-63,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275,-26,1536306119621
-82,-41,-81,-81,-85,-84,-85,-100,-100,-20,-77,-100,-100,-100,-86,-88,-85,-80,-80,-100,-100,-85,-71,-71,-100,-84,-83,-100,-76,-100,-100,-100,-76,-77,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-77,-67,-100,-100,-100,-100,-82,-84,-100,-100,-86,-100,-71,-100,-83,-75,-100,-100,-100,-71,-100,-100,-100,-77,-68,-100,-100,-81,-82,-100,-100,-100,-100,-82,-55,-67,-100,-82,-100,-100,-87,-100,-100,-100,-100,-100,-100,-55,-100,-78,-100,-78,-100,-100,-55,-100,-82,-100,-100,-100,-100,-100,-77,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-83,-84,-83,-63,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275,-26,1537637201288
-82,-41,-81,-81,-85,-84,-85,-100,-100,-20,-77,-100,-100,-100,-86,-88,-85,-80,-80,-100,-100,-85,-71,-71,-100,-84,-83,-100,-76,-100,-100,-100,-76,-77,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-77,-67,-100,-100,-100,-100,-82,-84,-100,-100,-86,-100,-71,-100,-83,-75,-100,-100,-100,-71,-100,-100,-100,-77,-68,-100,-100,-81,-82,-100,-100,-100,-100,-82,-55,-67,-100,-82,-100,-100,-87,-100,-100,-100,-100,-100,-100,-55,-100,-78,-100,-78,-100,-100,-55,-100,-82,-100,-100,-100,-100,-100,-77,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-83,-84,-83,-63,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275,-26,1538922348839
-82,-41,-81,-81,-85,-84,-85,-100,-100,-20,-77,-100,-100,-100,-86,-88,-85,-80,-80,-100,-100,-85,-71,-71,-100,-84,-83,-100,-76,-100,-100,-100,-76,-77,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-77,-67,-100,-100,-100,-100,-82,-84,-100,-100,-86,-100,-71,-100,-83,-75,-100,-100,-100,-71,-100,-100,-100,-77,-68,-100,-100,-81,-82,-100,-100,-100,-100,-82,-55,-67,-100,-82,-100,-100,-87,-100,-100,-100,-100,-100,-100,-55,-100,-78,-100,-78,-100,-100,-55,-100,-82,-100,-100,-100,-100,-100,-77,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-83,-84,-83,-63,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275,-26,1540238056912
-100,-41,-80,-81,-86,-84,-85,-100,-100,-19,-76,-100,-85,-100,-85,-85,-85,-100,-100,-100,-100,-79,-69,-69,-100,-80,-80,-100,-75,-100,-100,-100,-75,-81,-100,-100,-71,-70,-100,-100,-100,-100,-87,-100,-100,-100,-100,-79,-100,-100,-78,-64,-100,-100,-100,-100,-81,-84,-100,-100,-86,-100,-69,-100,-80,-75,-100,-100,-100,-70,-100,-100,-100,-78,-64,-100,-100,-83,-83,-100,-100,-72,-72,-100,-59,-64,-100,-82,-100,-100,-87,-100,-100,-100,-100,-100,-100,-59,-100,-83,-100,-82,-100,-100,-60,-100,-82,-100,-100,-100,-100,-100,-79,-100,-67,-72,-100,-67,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-100,-82,-82,-83,-61,-85,-82,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275,-50,1582261503666
