60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,44:48:c1:91:d0:12,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:19:45:b1,38:17:c3:1f:09:93,38:17:c3:1f:19:d2,38:17:c3:19:45:b2,38:17:c3:1f:19:d1,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,38:17:c3:1f:09:91,38:17:c3:24:47:51,38:17:c3:24:47:52,38:17:c3:1f:09:92,44:48:c1:91:95:b1,a8:bd:27:4c:aa:93,44:48:c1:91:95:a3,a8:bd:27:4c:aa:81,44:48:c1:91:95:a1,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:83,44:48:c1:91:95:b0,44:48:c1:91:95:b3,a8:bd:27:4c:aa:92,38:17:c3:1f:00:b0,38:17:c3:1f:00:a0,44:48:c1:91:d0:11,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:c2,38:17:c3:1f:14:10,38:17:c3:19:45:b0,9c:d6:43:60:92:e0,38:17:c3:1f:19:d0,38:17:c3:1f:09:90,38:17:c3:24:47:50,44:48:c1:91:95:b2,44:48:c1:91:95:a2,38:17:c3:1f:1c:10,b4:5d:50:e1:96:40,a8:bd:27:4c:aa:80,44:48:c1:91:d0:01,44:48:c1:91:d0:02,b4:5d:50:e1:96:42,44:48:c1:91:95:a0,44:48:c1:91:aa:21,44:48:c1:91:aa:22,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:1f:09:83,38:17:c3:1f:09:81,38:17:c3:1f:09:82,44:48:c1:91:aa:32,44:48:c1:91:aa:31,38:17:c3:1f:14:00,38:17:c3:1f:09:80,38:17:c3:22:5e:f0,66:2a:2f:53:7c:99,44:48:c1:91:aa:20,44:48:c1:91:d0:00,38:17:c3:1f:19:c2,44:48:c1:91:aa:30,38:17:c3:19:36:30,38:17:c3:1f:19:f0,b6:e6:2d:69:d5:58,b4:5d:50:e1:96:41,38:17:c3:19:45:a1,20:a6:cd:42:13:e2,38:17:c3:19:45:a2,20:a6:cd:42:13:f0,38:17:c3:19:45:a0,44:48:c1:91:9d:50,ac:e2:d3:c4:08:e6,20:a6:cd:42:13:e1,20:a6:cd:42:13:e0,38:17:c3:22:5e:f1,92:32:4b:b2:cc:47,38:17:c3:22:5e:f2,20:a6:cd:42:0b:e3,86:0d:8e:aa:25:a4,80:8d:b7:55:25:e3,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:1a:cf:d0,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:70,38:17:c3:19:d7:61,38:17:c3:19:d7:60,72:32:b1:3e:1a:b7,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:35:01,80:8d:b7:55:3a:42,80:8d:b7:55:3a:52,80:8d:b7:55:35:11,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,80:8d:b7:55:35:12,80:8d:b7:55:3a:51,80:8d:b7:55:3a:41,80:8d:b7:55:29:d1,80:8d:b7:55:3a:40,b0:be:76:f8:30:5e,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,ea:9e:b4:53:24:54,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,68:ff:7b:e4:af:38,38:17:c3:1e:ff:10,80:8d:b7:55:39:d2,20:a6:cd:50:24:b0,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:71:92,68:ff:7b:e4:af:39,80:8d:b7:55:39:c2,38:17:c3:1f:22:30,00:4e:35:df:06:52,80:8d:b7:55:39:c1,20:a6:cd:50:24:b1,80:8d:b7:55:39:c0,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:36:22,38:17:c3:19:36:20,00:4e:35:de:e1:12,38:17:c3:1e:ff:01,38:17:c3:19:71:80,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:19:36:21,38:17:c3:1f:0e:10,38:17:c3:1f:22:32,38:17:c3:1f:22:22,38:17:c3:1f:22:20,00:4e:35:df:06:50,38:17:c3:1f:0e:12,80:8d:b7:55:29:c2,38:17:c3:1f:22:31,20:a6:cd:50:24:b2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,38:17:c3:1f:0e:11,00:4e:35:df:06:41,38:17:c3:1f:22:21,b4:5d:50:e1:92:23,00:4e:35:df:06:42,00:4e:35:df:06:51,00:4e:35:df:06:40,00:4e:35:de:e1:00,80:8d:b7:55:4d:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,80:8d:b7:55:4d:01,38:17:c3:1f:0e:01,80:8d:b7:55:4d:12,80:8d:b7:55:4d:11,x,y,timestamp
-100,-65,-65,-60,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-65,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-64,-60,-100,-100,-100,-100,-82,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-87,-100,-100,-100,-66,-100,-66,-100,-66,-100,-62,-100,-100,-100,-100,-100,-64,-100,-79,-71,-71,-100,-100,-100,-66,-65,-65,-73,-71,-71,-72,-72,-72,-72,-73,-86,-80,-80,-81,-86,-100,-86,-80,-83,-83,-81,-85,-85,-86,-100,-100,-86,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,345,602,1826756730448
-85,-65,-65,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-65,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-64,-59,-100,-100,-100,-100,-82,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-86,-100,-100,-100,-66,-100,-66,-100,-66,-100,-58,-100,-100,-100,-100,-100,-65,-100,-80,-71,-71,-100,-100,-100,-65,-65,-65,-73,-71,-71,-72,-71,-72,-73,-72,-86,-80,-81,-81,-86,-100,-86,-80,-83,-83,-81,-85,-85,-85,-100,-100,-86,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,345,602,1832267502373
-85,-64,-64,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-69,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-63,-61,-100,-100,-90,-100,-83,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-86,-100,-100,-100,-65,-100,-65,-100,-65,-100,-65,-100,-100,-100,-100,-100,-62,-100,-80,-63,-63,-100,-100,-100,-62,-62,-62,-69,-63,-63,-70,-70,-70,-69,-70,-86,-82,-83,-83,-85,-100,-100,-83,-100,-83,-100,-86,-86,-85,-100,-82,-85,-86,-100,-100,-87,-88,-86,-85,-83,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,365,602,1861042750383
-100,-64,-64,-58,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-68,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-63,-61,-100,-100,-90,-100,-81,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-81,-83,-100,-100,-100,-100,-81,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-66,-100,-66,-100,-64,-100,-100,-100,-100,-100,-61,-100,-81,-63,-63,-100,-100,-100,-61,-61,-61,-69,-63,-63,-71,-71,-71,-69,-70,-87,-84,-83,-84,-85,-100,-100,-82,-81,-81,-82,-86,-86,-86,-100,-83,-85,-85,-100,-100,-87,-89,-86,-85,-82,-88,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,365,602,1866656656527
-85,-64,-64,-62,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-68,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-63,-62,-100,-100,-90,-100,-82,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-81,-82,-100,-100,-100,-100,-81,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-66,-100,-66,-100,-61,-100,-100,-100,-100,-100,-62,-100,-81,-63,-63,-100,-100,-100,-62,-62,-62,-69,-63,-63,-71,-71,-71,-69,-69,-87,-83,-84,-83,-85,-100,-100,-83,-81,-81,-82,-86,-86,-85,-100,-83,-85,-86,-100,-100,-87,-89,-86,-85,-82,-88,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,365,602,1872431474702
-85,-64,-64,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-69,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-62,-100,-100,-100,-100,-83,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-81,-82,-100,-100,-100,-100,-81,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-65,-100,-65,-100,-60,-100,-100,-100,-100,-100,-62,-100,-81,-63,-63,-100,-100,-100,-62,-62,-62,-69,-63,-63,-70,-70,-70,-69,-69,-87,-84,-84,-83,-84,-100,-100,-83,-82,-81,-82,-86,-85,-86,-100,-83,-85,-86,-84,-85,-100,-89,-87,-85,-82,-88,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,365,602,1878109156106
-85,-63,-63,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-69,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-62,-100,-100,-100,-100,-82,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-67,-100,-68,-100,-63,-100,-100,-100,-100,-100,-61,-100,-81,-63,-63,-100,-100,-100,-62,-62,-62,-69,-63,-63,-71,-71,-71,-70,-71,-100,-84,-83,-83,-84,-100,-100,-82,-82,-81,-82,-86,-85,-85,-85,-100,-85,-86,-83,-85,-100,-100,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,365,602,1883805063499
-87,-63,-63,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-68,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-55,-100,-100,-100,-100,-82,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-82,-83,-100,-100,-100,-100,-83,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-68,-100,-68,-100,-63,-100,-100,-100,-100,-100,-64,-100,-81,-63,-63,-100,-100,-100,-61,-61,-62,-69,-63,-63,-71,-71,-71,-70,-71,-100,-82,-82,-83,-85,-100,-100,-84,-81,-81,-82,-86,-86,-86,-85,-100,-85,-86,-84,-85,-100,-100,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,365,602,1889252739903
-87,-67,-67,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-71,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-55,-100,-100,-100,-100,-84,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-85,-86,-100,-100,-100,-100,-83,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-70,-100,-70,-100,-57,-100,-100,-100,-100,-100,-58,-100,-81,-66,-66,-100,-100,-100,-61,-61,-62,-65,-65,-65,-70,-71,-71,-70,-66,-100,-80,-81,-80,-85,-100,-100,-79,-81,-100,-82,-86,-85,-85,-85,-100,-85,-85,-84,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,385,602,1923805034109
-100,-67,-68,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-69,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-67,-66,-100,-100,-100,-100,-85,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-85,-86,-85,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-86,-100,-100,-100,-71,-100,-70,-100,-71,-100,-56,-100,-100,-100,-100,-100,-58,-100,-100,-66,-66,-100,-100,-100,-61,-61,-61,-66,-65,-65,-70,-70,-70,-66,-66,-100,-81,-81,-82,-100,-100,-100,-81,-83,-100,-82,-86,-86,-86,-84,-100,-86,-87,-88,-83,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,385,602,1929381949888
-100,-67,-67,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-70,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-67,-66,-100,-100,-100,-100,-86,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-86,-85,-85,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-87,-100,-100,-100,-71,-100,-70,-100,-70,-100,-58,-100,-100,-100,-100,-100,-83,-100,-83,-66,-66,-100,-100,-100,-61,-61,-62,-66,-66,-66,-71,-70,-71,-66,-66,-100,-81,-81,-82,-100,-100,-87,-81,-82,-100,-82,-86,-86,-86,-84,-100,-86,-86,-88,-83,-100,-100,-86,-86,-100,-100,-100,-87,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,385,602,1934999271917
-86,-68,-68,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-71,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-67,-66,-100,-100,-100,-100,-84,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-71,-100,-100,-100,-70,-100,-56,-100,-100,-100,-100,-100,-64,-100,-83,-65,-66,-100,-100,-100,-61,-61,-62,-65,-65,-65,-70,-70,-71,-66,-65,-100,-82,-81,-81,-82,-100,-87,-80,-82,-100,-82,-86,-86,-85,-84,-100,-85,-87,-88,-83,-100,-100,-87,-85,-100,-100,-100,-87,-84,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,385,602,1940655363894
-86,-67,-67,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-70,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-67,-66,-100,-100,-100,-100,-86,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-86,-86,-85,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-100,-100,-100,-69,-100,-70,-100,-69,-100,-56,-100,-100,-100,-100,-100,-61,-100,-80,-65,-66,-100,-100,-100,-62,-60,-62,-65,-65,-65,-70,-69,-70,-66,-66,-100,-82,-81,-81,-82,-100,-87,-80,-82,-100,-100,-87,-85,-85,-100,-100,-85,-85,-84,-100,-100,-100,-87,-85,-100,-100,-100,-87,-84,-84,-83,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,385,602,1946388318007
-86,-69,-69,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-71,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-67,-65,-100,-100,-100,-100,-83,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-83,-83,-100,-86,-86,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-100,-100,-100,-69,-100,-68,-100,-68,-100,-57,-100,-100,-100,-100,-100,-61,-100,-79,-66,-66,-100,-100,-100,-61,-61,-62,-65,-66,-66,-70,-70,-70,-66,-66,-100,-80,-81,-80,-83,-100,-100,-80,-82,-100,-100,-86,-85,-86,-84,-100,-86,-86,-83,-83,-100,-100,-88,-85,-100,-100,-100,-100,-100,-84,-83,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,385,602,1952049746025
-100,-71,-70,-67,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-66,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-70,-66,-100,-100,-100,-100,-86,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-83,-83,-88,-86,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-100,-100,-100,-68,-100,-66,-100,-66,-100,-64,-100,-100,-100,-100,-100,-62,-100,-84,-65,-65,-100,-100,-100,-62,-61,-62,-64,-64,-64,-67,-67,-67,-66,-65,-86,-81,-81,-81,-82,-100,-100,-80,-82,-83,-84,-85,-86,-84,-84,-81,-83,-86,-83,-83,-100,-100,-85,-84,-100,-100,-100,-100,-84,-86,-84,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,405,602,1980856275910
-100,-71,-71,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-65,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-69,-69,-100,-100,-100,-100,-86,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-83,-86,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-88,-100,-100,-100,-68,-100,-66,-100,-66,-100,-55,-100,-100,-100,-100,-100,-84,-100,-84,-64,-64,-100,-100,-100,-62,-100,-63,-64,-64,-64,-68,-68,-68,-100,-65,-85,-80,-81,-81,-82,-100,-100,-80,-82,-83,-84,-86,-85,-84,-100,-81,-83,-86,-83,-100,-100,-100,-85,-83,-100,-100,-100,-100,-84,-86,-84,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,405,602,1986573523877
-86,-71,-71,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-66,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-70,-68,-100,-100,-100,-100,-85,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-83,-86,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-88,-100,-100,-100,-66,-100,-66,-100,-66,-100,-55,-100,-100,-100,-100,-100,-59,-100,-84,-64,-64,-100,-100,-100,-60,-60,-60,-64,-64,-64,-68,-68,-68,-64,-64,-85,-80,-80,-80,-81,-100,-100,-80,-83,-83,-84,-86,-86,-84,-100,-82,-84,-86,-83,-100,-100,-89,-85,-83,-82,-100,-82,-100,-84,-86,-84,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,405,602,1992085308458
