20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a1,44:48:c1:91:95:a2,20:a6:cd:42:0a:c2,44:48:c1:91:95:a3,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:19:45:a1,38:17:c3:19:45:a0,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,9c:d6:43:60:92:e0,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,38:17:c3:19:d7:70,38:17:c3:19:d7:71,44:48:c1:91:d0:10,38:17:c3:19:d7:72,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,44:48:c1:91:d0:04,38:17:c3:24:47:50,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:22:61:92,66:2a:2f:53:7c:99,38:17:c3:22:61:90,38:17:c3:1f:19:c0,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,a8:bd:27:4c:aa:80,38:17:c3:1f:09:93,38:17:c3:1f:00:a0,a8:bd:27:4c:aa:83,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:82,38:17:c3:22:5e:f1,a8:bd:27:4c:aa:81,20:a6:cd:42:13:f0,20:a6:cd:42:13:f1,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,38:17:c3:24:56:50,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,20:a6:cd:42:13:f2,b4:5d:50:e1:96:41,38:17:c3:1f:19:f0,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,38:17:c3:1f:09:90,38:17:c3:1f:09:91,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,44:48:c1:91:95:b0,38:17:c3:1f:09:83,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,a8:bd:27:4c:aa:93,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,44:48:c1:91:95:a0,38:17:c3:19:45:a2,44:48:c1:91:aa:30,38:17:c3:1f:14:00,b4:5d:50:e1:96:40,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:1f:09:82,38:17:c3:1f:09:80,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:1f:09:81,80:8d:b7:55:25:f0,38:17:c3:22:5e:f2,44:48:c1:91:aa:31,44:48:c1:91:aa:32,38:17:c3:19:36:30,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:61,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,80:8d:b7:55:25:f3,38:17:c3:19:d7:60,80:8d:b7:55:25:e3,38:17:c3:19:d7:62,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:35:03,b0:be:76:f8:30:5e,38:17:c3:1e:ff:10,80:8d:b7:55:35:10,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:35:13,80:8d:b7:55:25:e0,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,80:8d:b7:55:39:d0,68:ff:7b:e4:af:39,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,38:17:c3:19:36:21,38:17:c3:19:36:22,38:17:c3:19:71:90,38:17:c3:19:71:92,38:17:c3:19:71:91,80:8d:b7:55:29:d0,68:ff:7b:e4:af:38,38:17:c3:1e:ff:11,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ea:9e:b4:53:24:54,38:17:c3:1f:22:30,38:17:c3:1e:ff:12,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1e:ff:01,80:8d:b7:55:29:c0,38:17:c3:1e:ff:00,80:8d:b7:55:29:c2,38:17:c3:1e:ff:02,38:17:c3:19:71:82,80:8d:b7:55:29:c1,80:8d:b7:55:39:c2,00:4e:35:df:06:52,20:a6:cd:50:24:a2,38:17:c3:1f:0e:10,38:17:c3:1f:22:32,20:a6:cd:50:24:b0,38:17:c3:1f:22:31,00:4e:35:df:06:50,00:4e:35:de:e1:12,20:a6:cd:50:24:a0,20:a6:cd:50:24:a1,00:4e:35:df:06:40,20:a6:cd:50:24:b1,00:4e:35:df:06:51,20:a6:cd:50:24:b2,00:4e:35:de:e1:11,00:4e:35:de:e1:10,00:4e:35:df:06:42,00:4e:35:df:06:41,38:17:c3:1f:0e:01,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:4d:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,x,y,label
-75,-74,-85,-84,-77,-91,-73,-79,-81,-79,-90,-86,-85,-85,-85,-73,-76,-73,-76,-57,-76,-60,-79,-73,-73,-72,-72,-72,-90,-87,-74,-86,-78,-79,-78,-82,-82,-82,-87,-95,-91,-100,-61,-79,-79,-85,-84,-85,-72,-85,-92,-84,-100,-85,-91,-82,-60,-62,-60,-88,-62,-71,-83,-83,-90,-73,-84,-79,-85,-86,-81,-82,-87,-86,-83,-85,-84,-81,-89,-82,-81,-82,-82,-87,-87,-89,-77,-85,-88,-89,-93,-89,-80,-80,-89,-93,-91,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-77,-79,-85,-84,-77,-91,-76,-79,-79,-79,-90,-86,-85,-86,-86,-74,-77,-74,-76,-60,-78,-59,-79,-73,-73,-73,-74,-73,-89,-87,-73,-86,-79,-80,-80,-81,-83,-83,-87,-95,-91,-100,-59,-79,-80,-85,-86,-86,-73,-86,-92,-85,-100,-84,-90,-82,-59,-64,-60,-88,-62,-72,-83,-83,-90,-72,-84,-79,-86,-85,-81,-82,-84,-84,-84,-85,-84,-83,-89,-84,-81,-83,-81,-87,-87,-89,-79,-85,-88,-89,-93,-90,-81,-80,-89,-93,-91,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-77,-79,-85,-84,-83,-91,-79,-85,-84,-83,-90,-86,-86,-85,-85,-74,-74,-74,-74,-54,-73,-54,-90,-74,-74,-74,-75,-73,-89,-87,-74,-86,-81,-82,-78,-82,-81,-82,-87,-95,-91,-100,-54,-82,-81,-85,-86,-85,-68,-77,-91,-81,-100,-80,-90,-82,-70,-65,-70,-88,-56,-68,-83,-79,-90,-66,-81,-79,-85,-86,-85,-85,-84,-84,-91,-89,-89,-81,-89,-81,-84,-81,-85,-87,-87,-91,-79,-83,-88,-89,-93,-90,-78,-79,-89,-93,-91,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-83,-82,-88,-84,-83,-91,-75,-82,-82,-83,-90,-86,-87,-88,-87,-79,-75,-78,-74,-57,-74,-58,-90,-79,-79,-70,-70,-71,-89,-87,-72,-86,-82,-81,-80,-83,-83,-82,-87,-95,-91,-100,-57,-81,-82,-83,-83,-84,-67,-79,-91,-79,-100,-82,-90,-82,-65,-64,-68,-88,-56,-68,-83,-81,-90,-69,-80,-79,-84,-83,-86,-88,-90,-87,-90,-89,-88,-87,-89,-87,-86,-87,-87,-87,-87,-90,-82,-81,-88,-89,-89,-90,-79,-80,-89,-93,-91,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-85,-84,-88,-84,-83,-91,-75,-82,-82,-82,-90,-86,-87,-86,-87,-81,-74,-81,-73,-57,-74,-57,-90,-81,-81,-72,-70,-71,-89,-87,-71,-86,-81,-80,-80,-83,-84,-83,-87,-95,-91,-100,-56,-81,-81,-83,-83,-83,-68,-78,-91,-80,-100,-81,-89,-82,-66,-61,-68,-88,-56,-66,-83,-81,-90,-68,-81,-83,-81,-83,-87,-87,-91,-87,-90,-90,-91,-86,-89,-86,-86,-88,-87,-87,-87,-90,-81,-83,-88,-89,-89,-88,-78,-80,-88,-93,-91,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-86,-85,-88,-84,-84,-91,-76,-82,-82,-82,-88,-89,-87,-89,-88,-80,-74,-81,-74,-57,-73,-57,-90,-80,-80,-70,-69,-70,-89,-87,-71,-86,-83,-83,-80,-85,-84,-84,-87,-95,-91,-100,-57,-81,-83,-84,-83,-84,-69,-78,-91,-81,-100,-81,-88,-89,-66,-62,-65,-88,-62,-69,-83,-81,-90,-69,-80,-83,-84,-82,-88,-86,-89,-87,-88,-90,-88,-85,-89,-86,-86,-86,-87,-87,-87,-90,-81,-81,-88,-89,-87,-88,-79,-79,-88,-93,-91,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-85,-85,-88,-84,-84,-87,-77,-84,-84,-83,-88,-89,-87,-90,-89,-79,-74,-81,-74,-56,-74,-55,-90,-79,-79,-71,-71,-71,-89,-87,-70,-86,-82,-83,-77,-84,-84,-85,-87,-95,-91,-100,-55,-82,-82,-84,-81,-84,-68,-76,-91,-83,-100,-82,-92,-89,-70,-62,-65,-88,-62,-66,-83,-84,-90,-66,-81,-83,-86,-85,-86,-86,-89,-87,-88,-88,-89,-88,-89,-87,-86,-87,-86,-87,-88,-92,-81,-81,-88,-89,-92,-88,-80,-79,-91,-93,-91,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-85,-83,-88,-84,-83,-87,-77,-84,-83,-83,-89,-89,-87,-89,-89,-79,-75,-80,-74,-57,-73,-58,-90,-81,-80,-70,-70,-70,-89,-87,-70,-86,-83,-83,-77,-85,-84,-85,-87,-95,-91,-100,-58,-82,-82,-83,-81,-84,-66,-79,-91,-82,-100,-81,-89,-89,-67,-63,-68,-88,-62,-66,-83,-84,-90,-70,-81,-83,-84,-83,-88,-86,-89,-87,-88,-90,-90,-85,-89,-87,-88,-85,-88,-87,-88,-92,-80,-81,-88,-89,-90,-88,-79,-79,-88,-93,-91,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-80,-81,-87,-84,-80,-88,-75,-83,-84,-85,-87,-89,-88,-88,-89,-79,-77,-79,-76,-56,-76,-58,-84,-78,-79,-74,-74,-75,-89,-87,-75,-86,-81,-81,-80,-86,-84,-85,-100,-95,-91,-100,-58,-80,-82,-87,-81,-89,-68,-79,-91,-80,-100,-80,-89,-89,-66,-67,-65,-88,-62,-69,-83,-81,-88,-69,-81,-80,-90,-88,-83,-84,-85,-87,-85,-86,-85,-85,-89,-86,-85,-85,-85,-87,-88,-92,-76,-81,-89,-91,-90,-86,-79,-79,-88,-93,-91,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-80,-84,-87,-100,-80,-88,-75,-83,-84,-83,-87,-86,-88,-89,-89,-77,-75,-77,-74,-60,-74,-59,-86,-77,-78,-73,-75,-74,-89,-87,-74,-86,-80,-80,-82,-86,-85,-84,-100,-95,-91,-100,-61,-81,-80,-84,-81,-86,-70,-79,-91,-80,-100,-79,-89,-89,-69,-64,-69,-88,-68,-68,-83,-81,-92,-69,-81,-80,-85,-85,-85,-84,-85,-87,-86,-85,-85,-85,-89,-86,-83,-85,-83,-100,-86,-92,-79,-82,-90,-91,-86,-88,-78,-76,-87,-93,-91,-88,-89,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-80,-82,-90,-100,-82,-88,-82,-84,-84,-84,-87,-86,-87,-90,-90,-77,-75,-77,-75,-59,-75,-60,-86,-76,-77,-73,-72,-74,-89,-87,-74,-86,-81,-81,-82,-86,-84,-85,-100,-95,-91,-100,-58,-81,-81,-84,-79,-86,-71,-79,-91,-80,-100,-79,-89,-89,-70,-64,-69,-88,-68,-69,-83,-83,-91,-70,-82,-80,-85,-85,-84,-84,-85,-84,-86,-86,-84,-85,-89,-85,-84,-86,-85,-89,-86,-92,-76,-83,-90,-91,-86,-86,-76,-78,-86,-100,-100,-88,-89,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-82,-81,-90,-89,-82,-89,-82,-84,-84,-84,-87,-86,-88,-90,-88,-77,-75,-77,-74,-59,-75,-58,-83,-77,-76,-74,-72,-72,-89,-87,-74,-86,-81,-80,-82,-85,-86,-85,-100,-95,-91,-100,-58,-81,-81,-85,-84,-86,-70,-79,-91,-80,-100,-83,-89,-89,-66,-64,-67,-88,-63,-71,-83,-82,-90,-70,-82,-81,-86,-86,-83,-84,-85,-83,-84,-84,-85,-84,-89,-85,-83,-86,-83,-89,-86,-92,-78,-83,-90,-91,-85,-86,-76,-78,-87,-100,-100,-88,-89,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-82,-81,-90,-89,-82,-89,-82,-83,-84,-84,-87,-86,-90,-89,-88,-77,-76,-77,-76,-61,-75,-58,-83,-77,-77,-75,-73,-71,-89,-87,-72,-86,-81,-81,-82,-85,-85,-85,-100,-95,-91,-100,-60,-81,-81,-86,-82,-85,-71,-79,-91,-80,-100,-80,-89,-89,-67,-69,-67,-88,-63,-71,-83,-82,-90,-70,-82,-81,-85,-85,-85,-84,-86,-86,-84,-85,-86,-84,-89,-85,-85,-85,-83,-89,-86,-92,-79,-83,-91,-91,-87,-88,-76,-75,-87,-100,-100,-88,-89,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-82,-83,-89,-90,-83,-89,-80,-83,-84,-84,-87,-86,-91,-91,-89,-77,-74,-78,-74,-60,-75,-58,-82,-78,-77,-74,-73,-72,-89,-87,-73,-86,-81,-81,-82,-89,-85,-85,-100,-95,-91,-100,-60,-81,-80,-86,-83,-87,-71,-79,-91,-82,-100,-81,-89,-89,-68,-68,-68,-88,-69,-71,-83,-82,-90,-70,-82,-81,-85,-86,-84,-83,-86,-86,-86,-86,-84,-86,-89,-84,-84,-85,-84,-89,-86,-92,-79,-83,-91,-91,-87,-88,-76,-78,-87,-100,-100,-88,-89,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-81,-80,-89,-90,-81,-89,-71,-83,-85,-83,-87,-86,-86,-87,-84,-73,-68,-72,-67,-62,-67,-61,-84,-74,-73,-73,-74,-73,-89,-100,-75,-100,-84,-86,-82,-81,-82,-81,-100,-100,-91,-100,-61,-86,-85,-86,-83,-87,-71,-79,-91,-82,-100,-81,-89,-89,-68,-69,-70,-100,-71,-71,-100,-84,-85,-70,-83,-80,-87,-86,-86,-89,-86,-86,-90,-90,-90,-88,-100,-87,-87,-86,-88,-89,-86,-92,-76,-83,-87,-85,-89,-88,-77,-78,-87,-100,-100,-88,-89,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-81,-83,-89,-90,-80,-89,-77,-82,-84,-83,-87,-86,-85,-84,-85,-73,-69,-74,-67,-59,-67,-59,-84,-74,-73,-75,-76,-76,-89,-100,-75,-100,-85,-86,-82,-83,-82,-82,-100,-100,-100,-100,-59,-84,-86,-88,-77,-89,-68,-75,-91,-76,-100,-79,-89,-89,-70,-69,-71,-100,-70,-70,-100,-84,-86,-66,-84,-80,-88,-89,-88,-87,-92,-88,-90,-90,-90,-85,-100,-85,-87,-86,-89,-89,-86,-92,-77,-85,-85,-87,-89,-88,-77,-76,-87,-100,-100,-100,-89,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-79,-79,-89,-90,-79,-89,-77,-84,-84,-83,-87,-88,-85,-86,-85,-73,-68,-73,-67,-61,-67,-61,-84,-73,-74,-76,-78,-76,-100,-100,-76,-100,-86,-84,-87,-82,-82,-82,-100,-100,-92,-100,-62,-84,-84,-86,-77,-88,-71,-75,-91,-76,-100,-79,-89,-89,-69,-67,-71,-100,-71,-70,-100,-84,-85,-71,-83,-80,-87,-88,-87,-86,-92,-89,-90,-90,-90,-85,-100,-87,-85,-84,-86,-89,-86,-92,-77,-85,-85,-85,-89,-88,-76,-76,-87,-100,-100,-100,-89,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-79,-79,-89,-90,-80,-87,-77,-83,-85,-84,-87,-88,-86,-86,-85,-73,-68,-73,-68,-61,-68,-61,-84,-73,-74,-77,-75,-76,-100,-100,-76,-100,-85,-85,-87,-81,-82,-82,-100,-100,-90,-100,-60,-85,-84,-86,-78,-88,-71,-78,-91,-77,-100,-77,-89,-89,-72,-71,-71,-100,-70,-70,-100,-84,-86,-71,-83,-80,-87,-88,-87,-88,-92,-89,-90,-90,-89,-85,-100,-86,-87,-85,-86,-89,-86,-92,-77,-85,-86,-86,-89,-88,-76,-76,-87,-100,-100,-100,-89,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-80,-80,-89,-90,-79,-87,-73,-84,-84,-85,-87,-88,-86,-86,-85,-73,-67,-75,-67,-62,-67,-59,-83,-74,-73,-76,-77,-77,-100,-100,-76,-100,-85,-85,-86,-83,-82,-81,-100,-100,-93,-100,-61,-85,-85,-86,-78,-88,-71,-77,-91,-79,-100,-79,-89,-89,-71,-71,-70,-100,-70,-71,-100,-84,-84,-70,-83,-80,-87,-88,-86,-87,-92,-89,-90,-90,-89,-86,-100,-86,-86,-86,-88,-89,-89,-92,-77,-84,-86,-86,-89,-88,-78,-80,-87,-100,-100,-100,-89,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
