20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a1,44:48:c1:91:95:a2,20:a6:cd:42:0a:c2,44:48:c1:91:95:a3,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:19:45:a1,38:17:c3:19:45:a0,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,9c:d6:43:60:92:e0,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,38:17:c3:19:d7:70,38:17:c3:19:d7:71,44:48:c1:91:d0:10,38:17:c3:19:d7:72,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,44:48:c1:91:d0:04,38:17:c3:24:47:50,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:22:61:92,66:2a:2f:53:7c:99,38:17:c3:22:61:90,38:17:c3:1f:19:c0,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,a8:bd:27:4c:aa:80,38:17:c3:1f:09:93,38:17:c3:1f:00:a0,a8:bd:27:4c:aa:83,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:82,38:17:c3:22:5e:f1,a8:bd:27:4c:aa:81,20:a6:cd:42:13:f0,20:a6:cd:42:13:f1,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,38:17:c3:24:56:50,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,20:a6:cd:42:13:f2,b4:5d:50:e1:96:41,38:17:c3:1f:19:f0,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,38:17:c3:1f:09:90,38:17:c3:1f:09:91,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,44:48:c1:91:95:b0,38:17:c3:1f:09:83,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,a8:bd:27:4c:aa:93,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,44:48:c1:91:95:a0,38:17:c3:19:45:a2,44:48:c1:91:aa:30,38:17:c3:1f:14:00,b4:5d:50:e1:96:40,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:1f:09:82,38:17:c3:1f:09:80,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:1f:09:81,80:8d:b7:55:25:f0,38:17:c3:22:5e:f2,44:48:c1:91:aa:31,44:48:c1:91:aa:32,38:17:c3:19:36:30,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:61,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,80:8d:b7:55:25:f3,38:17:c3:19:d7:60,80:8d:b7:55:25:e3,38:17:c3:19:d7:62,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:35:03,b0:be:76:f8:30:5e,38:17:c3:1e:ff:10,80:8d:b7:55:35:10,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:35:13,80:8d:b7:55:25:e0,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,80:8d:b7:55:39:d0,68:ff:7b:e4:af:39,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,38:17:c3:19:36:21,38:17:c3:19:36:22,38:17:c3:19:71:90,38:17:c3:19:71:92,38:17:c3:19:71:91,80:8d:b7:55:29:d0,68:ff:7b:e4:af:38,38:17:c3:1e:ff:11,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ea:9e:b4:53:24:54,38:17:c3:1f:22:30,38:17:c3:1e:ff:12,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1e:ff:01,80:8d:b7:55:29:c0,38:17:c3:1e:ff:00,80:8d:b7:55:29:c2,38:17:c3:1e:ff:02,38:17:c3:19:71:82,80:8d:b7:55:29:c1,80:8d:b7:55:39:c2,00:4e:35:df:06:52,20:a6:cd:50:24:a2,38:17:c3:1f:0e:10,38:17:c3:1f:22:32,20:a6:cd:50:24:b0,38:17:c3:1f:22:31,00:4e:35:df:06:50,00:4e:35:de:e1:12,20:a6:cd:50:24:a0,20:a6:cd:50:24:a1,00:4e:35:df:06:40,20:a6:cd:50:24:b1,00:4e:35:df:06:51,20:a6:cd:50:24:b2,00:4e:35:de:e1:11,00:4e:35:de:e1:10,00:4e:35:df:06:42,00:4e:35:df:06:41,38:17:c3:1f:0e:01,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:4d:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,x,y,label
-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-76,-76,-100,-100,-100,-100,-89,-92,-89,-68,-87,-68,-100,-100,-91,-100,-100,-100,-71,-70,-100,-72,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-68,-100,-100,-88,-100,-90,-73,-91,-100,-100,-100,-100,-100,-100,-91,-90,-91,-100,-90,-74,-100,-100,-100,-74,-100,-100,-94,-89,-100,-90,-100,-92,-100,-100,-100,-66,-80,-67,-90,-64,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-93,-67,-70,-69,-80,-69,-68,-70,-71,-68,-85,-80,-89,-80,-92,-91,-89,-89,-87,-90,-100,-90,-92,-90,-91,-92,-89,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-76,-76,-100,-100,-100,-100,-89,-92,-89,-69,-87,-68,-100,-100,-91,-100,-100,-100,-70,-70,-100,-70,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-67,-100,-100,-88,-100,-90,-76,-91,-100,-100,-100,-100,-100,-100,-91,-90,-95,-100,-92,-74,-100,-100,-100,-73,-100,-100,-94,-89,-100,-90,-100,-92,-100,-100,-100,-63,-78,-67,-90,-66,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-93,-66,-69,-69,-79,-69,-70,-70,-71,-71,-85,-80,-89,-79,-92,-91,-89,-89,-85,-90,-100,-90,-92,-90,-91,-92,-89,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-77,-77,-100,-100,-100,-100,-89,-92,-89,-67,-89,-67,-100,-100,-91,-100,-100,-100,-72,-86,-100,-71,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-68,-100,-100,-88,-100,-90,-77,-91,-100,-100,-100,-100,-100,-100,-93,-90,-95,-100,-92,-77,-100,-100,-100,-77,-100,-100,-94,-89,-100,-90,-100,-92,-100,-100,-100,-68,-72,-68,-90,-68,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-93,-67,-69,-69,-80,-69,-69,-71,-72,-72,-87,-80,-89,-79,-92,-91,-89,-89,-86,-87,-100,-90,-92,-91,-91,-91,-89,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-91,-92,-89,-68,-89,-68,-100,-100,-91,-100,-100,-100,-72,-72,-100,-71,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-67,-100,-100,-88,-100,-90,-76,-93,-100,-100,-100,-100,-100,-100,-93,-90,-95,-100,-92,-74,-100,-100,-100,-73,-100,-100,-94,-89,-100,-90,-100,-92,-100,-100,-100,-66,-73,-66,-90,-66,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-93,-68,-69,-70,-80,-69,-69,-71,-71,-72,-87,-82,-89,-79,-92,-91,-89,-89,-86,-93,-100,-90,-92,-91,-91,-92,-89,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-84,-92,-83,-62,-84,-62,-100,-100,-91,-100,-100,-100,-75,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-61,-100,-100,-100,-100,-100,-73,-92,-100,-100,-100,-100,-100,-100,-93,-90,-92,-100,-92,-75,-100,-100,-100,-76,-100,-100,-94,-100,-100,-90,-100,-92,-100,-100,-100,-66,-77,-65,-90,-66,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-91,-71,-63,-62,-78,-63,-63,-74,-74,-74,-86,-76,-89,-76,-100,-100,-86,-88,-89,-90,-100,-90,-90,-90,-90,-91,-90,-86,-88,-91,-89,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-83,-100,-100,-100,-100,-85,-92,-84,-66,-83,-66,-100,-100,-91,-100,-100,-100,-74,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-66,-100,-100,-100,-100,-100,-69,-92,-100,-100,-100,-100,-100,-100,-93,-90,-90,-100,-92,-72,-100,-100,-100,-74,-100,-100,-94,-100,-100,-90,-100,-90,-100,-100,-100,-66,-73,-67,-90,-67,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-91,-73,-63,-63,-76,-62,-62,-74,-81,-77,-87,-77,-89,-77,-100,-100,-86,-86,-87,-90,-100,-90,-90,-90,-89,-90,-91,-88,-88,-89,-90,-87,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-84,-92,-84,-65,-85,-63,-100,-100,-91,-100,-100,-100,-71,-73,-100,-71,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-64,-100,-100,-100,-100,-100,-75,-93,-100,-100,-100,-100,-100,-100,-90,-90,-89,-100,-92,-71,-100,-100,-100,-75,-100,-100,-94,-100,-100,-90,-100,-90,-100,-100,-100,-66,-70,-63,-90,-65,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-93,-64,-64,-65,-78,-64,-64,-73,-73,-73,-85,-76,-89,-77,-100,-100,-86,-85,-88,-90,-100,-90,-89,-90,-89,-89,-91,-89,-88,-89,-90,-87,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-87,-92,-85,-62,-86,-61,-100,-100,-91,-100,-100,-100,-73,-72,-100,-72,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-63,-100,-100,-100,-100,-100,-74,-93,-100,-100,-100,-100,-100,-100,-90,-90,-89,-100,-92,-73,-100,-100,-100,-74,-100,-100,-94,-100,-100,-90,-100,-90,-100,-100,-100,-67,-78,-67,-90,-67,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-91,-65,-63,-64,-78,-64,-63,-82,-83,-73,-88,-76,-89,-77,-100,-100,-84,-85,-88,-90,-100,-90,-89,-90,-89,-89,-91,-89,-89,-90,-90,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-78,-100,-100,-100,-100,-91,-92,-89,-68,-88,-69,-100,-100,-91,-100,-100,-100,-76,-75,-100,-76,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-68,-100,-100,-100,-100,-100,-77,-92,-100,-100,-100,-100,-100,-100,-90,-90,-89,-100,-92,-75,-100,-100,-100,-76,-100,-100,-94,-100,-100,-90,-100,-90,-100,-100,-100,-67,-67,-67,-90,-66,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-91,-65,-63,-64,-78,-64,-64,-74,-83,-73,-84,-76,-88,-78,-100,-100,-86,-85,-88,-90,-100,-90,-89,-91,-89,-89,-91,-88,-87,-89,-90,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-83,-100,-100,-100,-100,-89,-92,-89,-67,-91,-66,-100,-100,-91,-100,-100,-100,-72,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-67,-100,-100,-100,-100,-100,-78,-92,-100,-100,-100,-100,-100,-100,-90,-90,-89,-100,-92,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-66,-59,-67,-100,-65,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-91,-64,-64,-62,-76,-62,-62,-75,-75,-74,-86,-75,-88,-76,-100,-100,-87,-87,-88,-90,-100,-90,-91,-91,-89,-90,-91,-88,-86,-91,-92,-88,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-79,-100,-100,-100,-100,-86,-92,-86,-61,-87,-60,-100,-100,-91,-100,-100,-100,-67,-66,-100,-66,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-60,-100,-100,-100,-100,-100,-78,-92,-100,-100,-100,-100,-100,-100,-90,-90,-93,-100,-92,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-74,-76,-75,-100,-75,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-91,-64,-64,-62,-78,-62,-62,-72,-72,-72,-84,-77,-90,-78,-100,-100,-82,-83,-84,-89,-89,-90,-91,-88,-88,-90,-88,-83,-83,-91,-92,-85,-86,-85,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-79,-92,-80,-60,-80,-58,-100,-100,-90,-100,-100,-100,-66,-64,-100,-65,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-60,-100,-100,-100,-100,-100,-72,-92,-100,-100,-100,-100,-100,-100,-92,-90,-89,-100,-92,-71,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-71,-75,-70,-100,-71,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-91,-69,-64,-62,-78,-62,-62,-72,-72,-86,-84,-78,-87,-79,-100,-100,-83,-85,-84,-89,-89,-100,-89,-89,-90,-91,-88,-83,-83,-90,-90,-86,-85,-85,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-79,-100,-100,-100,-100,-80,-91,-79,-60,-80,-59,-100,-100,-92,-100,-100,-100,-66,-65,-100,-67,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-60,-100,-100,-100,-100,-100,-72,-92,-100,-100,-100,-100,-100,-100,-90,-90,-93,-100,-89,-71,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-72,-71,-72,-100,-72,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-91,-68,-71,-71,-78,-69,-71,-71,-71,-69,-85,-78,-88,-79,-100,-100,-85,-85,-86,-89,-92,-100,-90,-89,-90,-89,-88,-85,-85,-91,-90,-86,-85,-85,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-78,-79,-100,-100,-100,-100,-80,-92,-79,-59,-79,-58,-100,-100,-91,-100,-100,-100,-67,-67,-100,-67,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-58,-100,-100,-100,-100,-100,-70,-90,-100,-100,-100,-100,-100,-100,-92,-90,-94,-100,-89,-71,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-73,-67,-73,-100,-72,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-91,-69,-69,-72,-74,-73,-71,-72,-73,-72,-87,-76,-88,-76,-100,-100,-85,-85,-84,-89,-92,-100,-88,-89,-90,-90,-88,-85,-84,-90,-89,-86,-87,-85,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-79,-76,-100,-100,-100,-100,-79,-92,-79,-59,-79,-57,-100,-100,-91,-100,-100,-100,-69,-67,-100,-67,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-57,-100,-100,-100,-100,-100,-71,-89,-100,-100,-100,-100,-100,-100,-91,-90,-90,-100,-89,-70,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-73,-73,-75,-100,-74,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-91,-69,-72,-71,-76,-68,-73,-72,-72,-72,-82,-78,-88,-77,-100,-100,-83,-84,-86,-89,-92,-100,-92,-89,-90,-91,-88,-85,-85,-92,-89,-85,-86,-86,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-77,-79,-100,-100,-100,-100,-81,-90,-80,-59,-80,-57,-100,-100,-91,-100,-100,-100,-66,-66,-100,-67,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-57,-100,-100,-100,-100,-100,-70,-89,-100,-100,-100,-100,-100,-100,-91,-90,-91,-100,-89,-71,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-73,-67,-74,-100,-73,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-91,-69,-71,-72,-75,-72,-71,-72,-72,-74,-83,-74,-88,-76,-100,-100,-83,-83,-85,-89,-92,-100,-90,-89,-88,-89,-88,-83,-83,-90,-89,-86,-86,-86,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-77,-80,-100,-100,-100,-100,-81,-90,-80,-67,-80,-68,-100,-100,-91,-100,-100,-100,-67,-66,-100,-66,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-67,-100,-100,-100,-100,-100,-77,-91,-100,-100,-100,-100,-100,-100,-92,-100,-91,-100,-89,-77,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-75,-67,-76,-100,-75,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-90,-79,-77,-78,-76,-77,-77,-72,-72,-74,-81,-74,-88,-76,-90,-100,-82,-81,-87,-89,-92,-90,-85,-90,-89,-86,-88,-83,-83,-85,-84,-87,-87,-87,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-77,-80,-100,-100,-100,-100,-82,-90,-82,-66,-82,-65,-100,-100,-91,-100,-100,-100,-64,-66,-100,-64,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-67,-100,-100,-100,-100,-100,-77,-91,-100,-100,-100,-100,-100,-100,-93,-100,-92,-100,-89,-75,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-74,-65,-74,-100,-74,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-91,-79,-83,-83,-76,-83,-83,-80,-79,-74,-83,-75,-88,-74,-90,-90,-83,-84,-87,-89,-92,-90,-87,-90,-89,-86,-88,-86,-87,-87,-86,-88,-88,-86,-90,-92,-90,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-80,-78,-100,-100,-100,-100,-83,-90,-81,-69,-82,-69,-100,-100,-91,-100,-100,-100,-66,-65,-100,-66,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-68,-100,-100,-100,-100,-100,-76,-91,-100,-100,-100,-100,-100,-100,-92,-100,-89,-100,-89,-77,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-77,-62,-76,-100,-76,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-91,-74,-77,-78,-76,-78,-77,-80,-79,-74,-83,-75,-82,-74,-90,-89,-83,-84,-85,-89,-92,-90,-85,-91,-89,-86,-88,-87,-88,-85,-87,-88,-88,-86,-90,-94,-90,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
