38:17:c3:1f:0e:12,38:17:c3:19:d7:62,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:19:45:a1,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,38:17:c3:19:45:a0,80:8d:b7:55:39:d0,00:4e:35:df:06:40,44:48:c1:a5:82:30,b0:be:76:f8:30:5e,00:4e:35:df:06:42,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,b8:27:eb:9f:6b:77,38:17:c3:1e:ff:00,00:4e:35:de:e1:11,00:4e:35:de:e1:12,00:4e:35:de:e1:10,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,b4:5d:50:e1:96:50,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,44:48:c1:a5:82:21,66:2a:2f:53:7c:99,44:48:c1:a5:82:20,44:48:c1:a5:82:22,68:ff:7b:e4:af:38,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,38:17:c3:1f:01:92,38:17:c3:1f:22:30,80:8d:b7:55:3a:52,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:01:90,80:8d:b7:55:3a:50,38:17:c3:1f:01:91,80:8d:b7:55:3a:51,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:55:52,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:0e:00,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:81,80:8d:b7:55:3a:41,38:17:c3:1f:01:82,80:8d:b7:55:3a:42,38:17:c3:1e:ff:12,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:1f:01:80,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,80:8d:b7:55:25:e3,b4:5d:50:e1:92:31,00:4e:35:df:06:41,38:17:c3:19:45:a2,b4:5d:50:e1:92:23,b4:5d:50:e1:96:53,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:19:71:90,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,68:ff:7b:e4:af:39,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1f:22:32,38:17:c3:1f:22:31,20:a6:cd:42:0b:e3,38:17:c3:1f:08:50,38:17:c3:1f:09:92,38:17:c3:1f:09:91,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,a8:bd:27:4c:bd:30,38:17:c3:1f:00:b0,44:48:c1:91:95:b2,44:48:c1:91:95:b3,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:19:55:40,38:17:c3:19:55:41,38:17:c3:19:55:42,00:4e:35:de:d7:53,00:4e:35:de:d7:52,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,00:4e:35:de:d7:51,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,00:4e:35:de:d7:50,38:17:c3:1f:08:51,00:4e:35:de:e1:00,00:4e:35:de:e1:02,38:17:c3:1f:09:83,00:4e:35:de:e1:01,a8:bd:27:4c:bd:22,38:17:c3:1f:08:52,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:21,00:4e:35:df:0e:12,00:4e:35:de:d7:40,00:4e:35:de:d7:43,00:4e:35:de:d7:42,00:4e:35:de:d7:41,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:19:71:82,38:17:c3:19:36:30,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1f:22:21,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,70:56:81:c9:91:ab,38:17:c3:1e:fc:b2,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:4f:10,38:17:c3:24:58:b2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1b:08:b0,38:17:c3:1f:0f:90,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,38:17:c3:1b:08:a2,00:4e:35:df:27:10,00:4e:35:df:27:11,x,y,label
-85,-100,-84,-84,-84,-100,-85,-100,-84,-100,-100,-73,-65,-85,-59,-61,-86,-70,-85,-70,-72,-70,-100,-100,-73,-74,-74,-89,-86,-86,-84,-100,-84,-100,-59,-58,-58,-100,-91,-100,-100,-93,-85,-100,-85,-100,-100,-100,-83,-91,-87,-86,-100,-89,-69,-100,-100,-100,-100,-100,-70,-100,-70,-100,-100,-100,-89,-85,-86,-72,-73,-51,-100,-90,-100,-100,-86,-53,-51,-100,-81,-100,-77,-100,-80,-81,-100,-83,-80,-100,-100,-100,-79,-100,-62,-100,-93,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-87,-100,-94,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-63,-64,-62,-100,-100,-100,-100,-100,-100,-75,-76,-100,-88,-76,-79,-100,-77,-87,-87,-100,-100,-100,-86,-85,-81,-100,-100,-100,-100,-79,-82,-100,-100,-100,-100,-100,-82,-82,-100,-83,-85,-87,-88,-85,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28
-85,-100,-82,-79,-80,-100,-84,-100,-84,-100,-100,-75,-66,-86,-60,-67,-85,-65,-84,-66,-66,-66,-100,-100,-75,-75,-76,-84,-83,-83,-85,-100,-84,-100,-59,-60,-60,-100,-91,-100,-100,-90,-84,-100,-83,-100,-100,-100,-83,-91,-87,-86,-100,-90,-67,-100,-100,-100,-100,-100,-69,-100,-68,-100,-100,-100,-89,-85,-86,-75,-75,-49,-100,-90,-100,-100,-86,-52,-52,-100,-81,-100,-80,-100,-80,-81,-100,-83,-80,-100,-91,-100,-79,-100,-67,-100,-93,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-87,-100,-91,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-65,-65,-66,-100,-100,-100,-100,-100,-100,-77,-78,-100,-88,-76,-77,-100,-78,-83,-88,-100,-100,-100,-86,-84,-84,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-100,-82,-82,-100,-83,-85,-87,-88,-85,-86,-86,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28
-84,-100,-79,-79,-79,-100,-86,-100,-84,-100,-100,-76,-64,-83,-58,-64,-83,-68,-83,-67,-68,-67,-100,-100,-74,-75,-74,-87,-86,-87,-85,-100,-84,-100,-61,-59,-59,-100,-91,-100,-100,-91,-85,-100,-85,-100,-100,-100,-84,-91,-87,-89,-100,-90,-69,-100,-100,-100,-100,-100,-69,-100,-67,-100,-100,-100,-89,-85,-86,-76,-76,-52,-100,-92,-100,-100,-86,-53,-51,-100,-81,-100,-80,-100,-82,-80,-100,-83,-82,-100,-92,-100,-77,-93,-64,-100,-93,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-87,-100,-91,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-66,-62,-63,-100,-100,-100,-100,-100,-100,-78,-76,-100,-88,-74,-76,-100,-78,-84,-88,-100,-100,-100,-86,-86,-83,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-82,-82,-100,-82,-85,-87,-88,-85,-86,-86,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28
-85,-100,-81,-77,-81,-100,-86,-100,-85,-100,-100,-81,-69,-82,-50,-70,-82,-67,-82,-67,-67,-67,-25,-100,-75,-75,-77,-84,-86,-86,-83,-100,-84,-100,-58,-59,-58,-87,-94,-88,-89,-92,-84,-100,-83,-100,-100,-100,-82,-91,-87,-90,-100,-90,-64,-100,-100,-100,-100,-100,-64,-100,-62,-100,-100,-100,-89,-86,-86,-81,-82,-47,-100,-92,-100,-100,-88,-46,-47,-100,-76,-100,-76,-100,-81,-81,-100,-80,-82,-100,-91,-100,-81,-92,-70,-100,-93,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-70,-66,-69,-100,-100,-100,-100,-100,-100,-75,-74,-100,-87,-80,-79,-100,-82,-84,-88,-100,-100,-100,-78,-80,-84,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-77,-78,-100,-79,-89,-100,-89,-89,-87,-85,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-82,-100,-81,-81,-81,-100,-83,-100,-82,-100,-100,-79,-69,-79,-51,-70,-79,-67,-78,-67,-66,-67,-25,-100,-71,-71,-66,-84,-84,-83,-83,-100,-84,-100,-57,-57,-56,-87,-92,-88,-89,-90,-84,-100,-83,-100,-100,-100,-83,-91,-87,-86,-100,-90,-66,-100,-100,-100,-100,-100,-66,-100,-66,-100,-100,-100,-89,-86,-86,-79,-79,-47,-100,-92,-100,-100,-88,-46,-47,-100,-76,-100,-76,-100,-79,-79,-100,-80,-82,-100,-91,-100,-81,-92,-70,-100,-93,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-65,-63,-64,-100,-100,-100,-100,-100,-100,-78,-77,-100,-87,-78,-80,-100,-79,-81,-88,-100,-100,-100,-81,-80,-80,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-77,-77,-100,-78,-89,-100,-89,-89,-87,-85,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-87,-100,-81,-81,-81,-100,-88,-100,-87,-100,-100,-82,-69,-84,-52,-71,-83,-69,-82,-70,-71,-70,-30,-100,-76,-74,-75,-87,-86,-87,-87,-100,-87,-100,-60,-60,-61,-87,-89,-88,-89,-90,-87,-100,-88,-100,-100,-100,-83,-91,-87,-86,-100,-90,-66,-100,-100,-100,-100,-100,-67,-100,-67,-100,-100,-100,-89,-86,-86,-82,-82,-47,-100,-92,-100,-100,-88,-47,-47,-100,-80,-100,-80,-100,-80,-80,-100,-80,-79,-100,-91,-100,-81,-92,-71,-100,-93,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-66,-65,-64,-100,-100,-100,-100,-100,-100,-73,-75,-100,-87,-80,-88,-100,-81,-77,-88,-100,-100,-100,-78,-80,-85,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-78,-78,-100,-78,-89,-100,-89,-89,-87,-85,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-85,-100,-81,-80,-81,-100,-86,-100,-86,-100,-100,-82,-69,-82,-51,-70,-81,-65,-82,-65,-66,-66,-34,-100,-73,-73,-74,-85,-84,-85,-82,-100,-81,-100,-56,-55,-55,-87,-89,-88,-89,-91,-81,-100,-81,-100,-100,-100,-80,-91,-87,-86,-100,-90,-66,-100,-100,-100,-100,-100,-78,-100,-63,-100,-100,-100,-89,-86,-86,-83,-83,-46,-100,-92,-100,-100,-88,-47,-47,-100,-74,-100,-80,-100,-78,-80,-100,-80,-77,-100,-91,-100,-81,-92,-69,-100,-93,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-66,-67,-67,-100,-100,-100,-100,-100,-100,-75,-75,-100,-87,-78,-90,-100,-81,-77,-88,-100,-100,-100,-78,-80,-78,-100,-100,-100,-100,-85,-77,-100,-100,-100,-100,-100,-79,-78,-100,-78,-89,-100,-89,-89,-87,-85,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-85,-100,-78,-75,-82,-100,-86,-100,-86,-100,-100,-82,-69,-81,-48,-69,-81,-70,-80,-68,-69,-68,-32,-100,-74,-74,-74,-85,-84,-85,-83,-100,-83,-100,-53,-55,-54,-87,-89,-88,-89,-91,-82,-100,-82,-100,-100,-100,-82,-91,-87,-85,-100,-90,-64,-100,-100,-100,-100,-100,-64,-100,-64,-100,-100,-100,-89,-89,-86,-82,-82,-47,-100,-92,-100,-100,-89,-46,-47,-100,-74,-100,-77,-100,-79,-79,-100,-79,-79,-100,-91,-100,-81,-92,-70,-100,-93,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-66,-68,-67,-100,-100,-100,-100,-100,-100,-76,-76,-100,-87,-74,-77,-100,-77,-77,-88,-100,-100,-100,-79,-80,-80,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-77,-77,-100,-79,-92,-100,-91,-89,-89,-85,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-82,-100,-78,-79,-82,-100,-83,-100,-83,-100,-100,-81,-70,-82,-50,-70,-81,-67,-82,-67,-67,-67,-29,-100,-75,-75,-77,-83,-83,-85,-83,-100,-83,-100,-55,-53,-54,-87,-94,-88,-89,-91,-84,-100,-83,-100,-100,-100,-82,-91,-87,-85,-100,-90,-65,-100,-100,-100,-100,-100,-66,-100,-65,-100,-100,-100,-91,-89,-86,-81,-81,-46,-100,-92,-100,-100,-89,-47,-46,-100,-77,-100,-78,-100,-79,-79,-100,-77,-79,-100,-91,-100,-81,-92,-71,-100,-93,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-63,-66,-65,-100,-100,-100,-100,-100,-100,-79,-78,-100,-87,-76,-77,-100,-77,-82,-88,-100,-100,-100,-80,-81,-81,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-77,-77,-100,-79,-92,-100,-91,-89,-89,-85,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-85,-100,-77,-80,-80,-100,-85,-100,-85,-100,-100,-79,-68,-88,-50,-65,-87,-68,-86,-68,-68,-67,-36,-100,-76,-75,-77,-83,-84,-83,-88,-100,-88,-100,-59,-59,-59,-100,-89,-100,-87,-91,-87,-100,-87,-100,-100,-100,-86,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-65,-100,-63,-100,-100,-100,-100,-88,-100,-79,-80,-56,-100,-100,-100,-100,-87,-56,-56,-100,-76,-100,-73,-100,-76,-100,-100,-75,-77,-100,-100,-100,-72,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-68,-63,-67,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-82,-79,-100,-81,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-82,-82,-100,-82,-100,-88,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-83,-100,-80,-81,-80,-100,-82,-100,-83,-100,-100,-77,-66,-81,-51,-66,-81,-68,-81,-68,-67,-66,-30,-100,-75,-75,-77,-82,-82,-83,-86,-100,-85,-100,-57,-58,-58,-100,-89,-100,-87,-91,-85,-100,-84,-100,-100,-100,-80,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-67,-100,-67,-100,-100,-100,-100,-88,-100,-77,-77,-58,-100,-100,-100,-100,-87,-58,-59,-100,-75,-100,-74,-100,-76,-100,-100,-75,-80,-100,-100,-100,-72,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-68,-66,-65,-100,-100,-100,-100,-100,-100,-74,-75,-100,-100,-96,-75,-100,-81,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-83,-87,-100,-100,-100,-100,-100,-82,-82,-100,-82,-100,-88,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-84,-100,-80,-81,-80,-100,-83,-100,-84,-100,-100,-79,-67,-80,-49,-66,-80,-68,-82,-68,-68,-67,-31,-100,-76,-75,-76,-84,-82,-83,-81,-100,-82,-100,-58,-58,-58,-100,-89,-100,-87,-92,-81,-100,-82,-100,-100,-100,-78,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-67,-100,-67,-100,-100,-100,-100,-84,-83,-80,-79,-64,-100,-100,-100,-100,-84,-62,-64,-100,-74,-100,-73,-100,-79,-80,-100,-73,-80,-100,-100,-100,-75,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-71,-70,-72,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-80,-79,-100,-81,-82,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-84,-85,-100,-85,-100,-88,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-84,-100,-81,-80,-79,-100,-85,-100,-84,-100,-100,-75,-65,-85,-48,-65,-85,-76,-85,-76,-76,-76,-28,-100,-74,-74,-74,-86,-82,-83,-81,-100,-82,-100,-65,-64,-64,-100,-89,-100,-87,-92,-85,-100,-85,-100,-100,-100,-82,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-64,-100,-66,-100,-100,-100,-100,-84,-83,-76,-75,-54,-100,-90,-100,-100,-84,-55,-56,-100,-73,-100,-74,-100,-78,-77,-100,-73,-80,-100,-100,-100,-75,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-67,-67,-67,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-78,-77,-100,-79,-82,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-83,-85,-100,-82,-100,-88,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-87,-100,-81,-81,-79,-100,-85,-100,-86,-100,-100,-78,-67,-89,-50,-67,-88,-69,-90,-69,-70,-70,-31,-100,-76,-75,-76,-88,-86,-86,-85,-100,-85,-100,-63,-61,-62,-100,-89,-100,-87,-92,-84,-100,-84,-100,-100,-100,-81,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-62,-100,-62,-100,-100,-100,-100,-84,-83,-78,-79,-59,-100,-90,-100,-100,-84,-73,-61,-100,-73,-100,-74,-100,-78,-77,-100,-73,-80,-100,-100,-100,-75,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-72,-70,-72,-100,-100,-100,-100,-100,-100,-74,-73,-100,-100,-78,-76,-100,-78,-81,-100,-100,-100,-100,-100,-83,-80,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-82,-82,-100,-82,-100,-88,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-85,-100,-81,-81,-82,-100,-84,-100,-85,-100,-100,-76,-67,-79,-49,-67,-78,-68,-78,-68,-68,-69,-29,-100,-78,-76,-78,-83,-82,-83,-85,-100,-85,-100,-56,-57,-57,-100,-92,-100,-87,-92,-83,-100,-85,-100,-100,-100,-78,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-68,-100,-69,-100,-100,-100,-100,-84,-84,-76,-77,-61,-100,-90,-100,-100,-84,-62,-61,-100,-83,-100,-74,-100,-81,-77,-100,-74,-79,-100,-100,-100,-74,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-67,-66,-66,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-77,-75,-100,-78,-81,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-84,-82,-100,-85,-100,-88,-90,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-91,-100,-86,-86,-85,-100,-92,-100,-91,-100,-100,-76,-65,-86,-47,-65,-87,-71,-86,-72,-71,-71,-32,-100,-76,-75,-75,-83,-84,-84,-81,-100,-82,-100,-58,-59,-58,-88,-91,-87,-88,-92,-81,-100,-83,-100,-100,-100,-81,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-69,-100,-70,-100,-100,-100,-100,-84,-84,-76,-75,-70,-100,-90,-100,-100,-88,-71,-71,-100,-76,-100,-77,-100,-81,-77,-100,-77,-83,-100,-100,-100,-74,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-67,-66,-66,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-77,-77,-100,-78,-81,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-89,-82,-100,-87,-89,-86,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-91,-100,-85,-87,-88,-100,-92,-100,-91,-100,-100,-74,-67,-85,-50,-68,-87,-73,-86,-74,-73,-73,-32,-100,-75,-75,-76,-83,-84,-84,-82,-100,-83,-100,-56,-56,-57,-87,-87,-88,-89,-92,-82,-100,-82,-100,-100,-100,-81,-85,-85,-100,-100,-100,-67,-100,-100,-100,-100,-100,-69,-100,-67,-100,-100,-100,-100,-84,-84,-74,-74,-67,-100,-90,-100,-100,-85,-67,-68,-100,-78,-100,-75,-100,-78,-78,-100,-79,-78,-100,-100,-100,-78,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-67,-66,-76,-100,-100,-100,-100,-100,-100,-76,-77,-100,-100,-77,-81,-100,-78,-82,-100,-100,-100,-100,-82,-82,-79,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-100,-89,-82,-100,-87,-89,-86,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-90,-100,-85,-87,-88,-100,-90,-100,-88,-100,-100,-74,-66,-88,-48,-66,-87,-74,-86,-74,-75,-75,-28,-100,-77,-75,-77,-86,-84,-85,-84,-100,-84,-100,-57,-58,-58,-88,-88,-88,-89,-92,-84,-100,-85,-100,-100,-100,-81,-88,-89,-84,-100,-100,-69,-100,-100,-100,-100,-100,-69,-100,-70,-100,-100,-100,-90,-84,-84,-74,-74,-68,-100,-90,-100,-100,-85,-67,-68,-100,-78,-100,-75,-100,-78,-80,-100,-79,-79,-100,-100,-100,-78,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-77,-76,-79,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-79,-81,-100,-79,-82,-100,-100,-100,-100,-82,-82,-84,-100,-100,-100,-100,-79,-84,-100,-100,-100,-100,-100,-89,-82,-100,-87,-87,-87,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-90,-100,-85,-87,-86,-100,-88,-100,-89,-100,-100,-74,-70,-87,-50,-69,-85,-72,-85,-74,-72,-72,-32,-100,-76,-76,-77,-86,-86,-86,-82,-100,-82,-100,-56,-55,-56,-88,-90,-88,-89,-92,-82,-100,-83,-100,-100,-100,-80,-84,-89,-80,-100,-100,-68,-100,-100,-100,-100,-100,-68,-100,-68,-100,-100,-100,-90,-84,-84,-73,-74,-68,-100,-90,-100,-100,-84,-68,-67,-100,-75,-100,-76,-100,-78,-80,-100,-74,-79,-100,-100,-100,-80,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-77,-76,-79,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-79,-78,-100,-79,-82,-100,-100,-100,-100,-82,-82,-86,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-87,-87,-100,-86,-87,-87,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
