38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,44:48:c1:a5:82:30,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1f:09:93,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:01:92,38:17:c3:1f:22:30,60:32:b1:3e:1a:b7,38:17:c3:1f:01:90,38:17:c3:1f:01:91,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,80:8d:b7:55:39:d0,00:4e:35:df:06:40,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,66:2a:2f:53:7c:99,68:ff:7b:e4:af:38,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e3,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,44:48:c1:a5:82:22,38:17:c3:19:45:b0,38:17:c3:19:55:50,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:25:e0,00:4e:35:de:e1:12,60:32:b1:3e:1a:b8,20:a6:cd:50:24:a2,38:17:c3:19:55:52,38:17:c3:19:55:51,b4:5d:50:e1:92:23,44:48:c1:a5:82:21,44:48:c1:a5:82:20,80:8d:b7:55:3a:40,38:17:c3:19:71:90,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,68:ff:7b:e4:af:39,b4:5d:50:e1:96:53,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,b4:5d:50:e1:96:52,38:17:c3:1f:08:50,38:17:c3:19:55:41,00:4e:35:de:e1:00,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:1f:22:32,a8:bd:27:4c:bd:30,38:17:c3:1f:22:31,38:17:c3:1f:09:83,20:a6:cd:42:0b:e3,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:19:55:42,44:48:c1:91:95:b2,44:48:c1:91:95:b3,00:4e:35:de:e1:02,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,38:17:c3:1f:08:51,38:17:c3:1f:08:52,a8:bd:27:4c:bd:20,00:4e:35:de:e1:01,38:17:c3:19:55:40,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,44:48:c1:91:95:b0,44:48:c1:91:95:b1,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:df:0e:12,00:4e:35:de:d7:43,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:19:36:30,00:4e:35:de:d7:40,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,38:17:c3:19:71:82,38:17:c3:1e:fc:b1,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:1e:fc:a1,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:b1,38:17:c3:1f:0f:90,38:17:c3:1f:0f:91,38:17:c3:1b:08:b0,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:1b:08:b2,00:4e:35:df:27:12,38:17:c3:1b:08:b1,00:4e:35:df:27:00,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:de:d7:42,00:4e:35:de:d7:41,x,y,label
-85,-100,-84,-100,-84,-100,-84,-84,-67,-83,-66,-67,-66,-87,-86,-86,-85,-100,-86,-85,-100,-84,-100,-100,-100,-100,-83,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-69,-57,-69,-70,-63,-62,-63,-94,-92,-100,-100,-84,-66,-100,-100,-67,-65,-100,-86,-85,-75,-75,-92,-84,-81,-81,-77,-76,-80,-84,-85,-81,-91,-92,-54,-100,-100,-100,-77,-75,-100,-100,-54,-56,-100,-86,-91,-80,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-90,-67,-80,-100,-100,-100,-100,-100,-74,-74,-100,-76,-100,-100,-100,-77,-78,-68,-100,-100,-80,-100,-100,-100,-90,-91,-82,-81,-70,-82,-82,-100,-100,-100,-100,-100,-89,-90,-100,-100,-79,-100,-79,-78,-100,-100,-80,-81,-100,-82,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-86,-100,-85,-100,-86,-100,-82,-82,-68,-82,-68,-68,-68,-87,-86,-86,-85,-100,-84,-85,-100,-84,-100,-100,-100,-100,-82,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-67,-58,-66,-67,-59,-59,-60,-94,-92,-100,-100,-85,-67,-100,-100,-67,-66,-100,-86,-85,-77,-79,-92,-84,-81,-80,-80,-76,-80,-84,-85,-81,-91,-90,-51,-100,-100,-100,-77,-69,-100,-100,-52,-52,-100,-86,-91,-80,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-94,-70,-80,-100,-100,-100,-100,-100,-68,-67,-100,-76,-100,-100,-100,-76,-75,-67,-100,-100,-81,-100,-100,-100,-90,-100,-82,-80,-70,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-77,-100,-100,-80,-81,-100,-82,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-88,-100,-85,-100,-88,-100,-87,-85,-65,-87,-66,-65,-66,-88,-89,-88,-85,-100,-85,-86,-100,-86,-100,-100,-100,-100,-83,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-64,-54,-64,-63,-58,-58,-58,-94,-92,-100,-100,-86,-67,-100,-100,-67,-67,-100,-86,-85,-76,-77,-92,-88,-79,-81,-80,-76,-80,-83,-85,-81,-91,-90,-52,-100,-100,-100,-81,-74,-100,-100,-51,-53,-100,-86,-91,-79,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-94,-65,-80,-100,-100,-100,-100,-100,-73,-73,-100,-77,-100,-100,-100,-76,-76,-66,-100,-100,-81,-100,-100,-100,-90,-100,-80,-80,-66,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-78,-78,-100,-100,-78,-78,-100,-78,-85,-84,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-88,-100,-85,-100,-88,-100,-83,-82,-66,-83,-66,-65,-66,-88,-88,-87,-86,-100,-85,-86,-100,-86,-100,-100,-100,-100,-83,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-64,-62,-64,-64,-55,-54,-54,-94,-92,-100,-100,-86,-67,-100,-100,-66,-67,-100,-86,-85,-76,-76,-92,-88,-82,-79,-80,-76,-78,-83,-85,-81,-91,-93,-53,-100,-100,-100,-80,-75,-100,-100,-54,-55,-100,-86,-91,-83,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-94,-69,-78,-100,-100,-100,-100,-100,-75,-75,-100,-77,-100,-100,-100,-76,-76,-67,-100,-100,-78,-100,-100,-100,-90,-100,-80,-81,-69,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-79,-100,-100,-81,-80,-100,-80,-85,-84,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-82,-100,-82,-100,-82,-100,-87,-87,-71,-87,-71,-71,-70,-86,-86,-85,-84,-100,-83,-83,-100,-84,-100,-100,-100,-92,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-66,-61,-65,-66,-60,-60,-60,-94,-91,-100,-100,-91,-68,-100,-100,-69,-68,-100,-86,-85,-77,-77,-100,-88,-79,-76,-77,-82,-77,-86,-87,-86,-91,-91,-62,-100,-100,-100,-79,-67,-100,-100,-60,-61,-100,-100,-91,-80,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-94,-66,-83,-100,-100,-100,-100,-100,-68,-68,-100,-81,-100,-100,-100,-76,-79,-68,-100,-100,-83,-100,-100,-100,-100,-100,-80,-82,-68,-80,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-83,-83,-100,-100,-80,-80,-100,-79,-88,-100,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-81,-100,-81,-100,-82,-100,-86,-86,-73,-86,-74,-73,-73,-81,-82,-81,-82,-100,-83,-83,-100,-83,-100,-100,-100,-92,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-65,-50,-65,-65,-54,-56,-56,-94,-90,-100,-100,-91,-69,-100,-100,-69,-68,-100,-86,-85,-80,-81,-100,-88,-80,-78,-77,-84,-77,-86,-87,-86,-91,-91,-61,-100,-100,-100,-79,-69,-100,-100,-58,-61,-100,-100,-91,-77,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-94,-68,-83,-100,-100,-100,-100,-100,-70,-69,-100,-76,-100,-100,-100,-76,-75,-68,-100,-100,-81,-100,-100,-100,-100,-100,-85,-79,-70,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-84,-83,-100,-100,-84,-84,-100,-84,-88,-100,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-79,-100,-80,-100,-79,-100,-85,-85,-72,-83,-73,-72,-72,-81,-82,-83,-83,-100,-83,-84,-100,-83,-100,-100,-100,-92,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-67,-49,-66,-67,-54,-55,-55,-94,-92,-100,-100,-88,-72,-100,-100,-73,-73,-100,-88,-88,-81,-81,-100,-89,-78,-75,-77,-86,-81,-84,-86,-84,-91,-91,-60,-100,-100,-100,-84,-69,-100,-100,-57,-58,-100,-100,-91,-79,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-94,-69,-79,-100,-100,-100,-100,-100,-70,-70,-100,-77,-100,-100,-100,-76,-78,-69,-100,-100,-80,-100,-100,-100,-100,-100,-85,-80,-71,-84,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-83,-100,-100,-83,-84,-100,-83,-88,-100,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-79,-100,-81,-100,-79,-100,-86,-87,-74,-88,-74,-73,-73,-81,-82,-82,-83,-100,-83,-82,-100,-83,-100,-100,-100,-92,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-67,-52,-68,-67,-57,-57,-56,-94,-92,-100,-100,-88,-68,-100,-100,-68,-68,-100,-88,-89,-77,-78,-100,-89,-78,-77,-77,-86,-81,-84,-85,-86,-91,-91,-60,-100,-100,-100,-84,-71,-100,-100,-58,-59,-100,-100,-91,-77,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-94,-72,-84,-100,-100,-100,-100,-100,-70,-71,-100,-78,-100,-100,-100,-77,-76,-72,-100,-100,-83,-100,-100,-100,-100,-100,-84,-85,-72,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-85,-85,-100,-100,-82,-82,-100,-84,-87,-87,-87,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-79,-100,-78,-100,-83,-100,-88,-88,-74,-88,-73,-73,-74,-81,-82,-83,-81,-100,-81,-82,-100,-81,-100,-100,-100,-92,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-67,-53,-67,-67,-59,-59,-59,-94,-92,-100,-100,-90,-72,-100,-100,-71,-70,-100,-90,-89,-77,-77,-90,-89,-78,-77,-82,-82,-81,-86,-86,-85,-91,-91,-61,-100,-100,-100,-81,-69,-100,-100,-58,-60,-100,-100,-91,-75,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-93,-65,-84,-100,-100,-100,-100,-100,-69,-69,-100,-78,-100,-100,-100,-79,-76,-70,-100,-100,-83,-100,-100,-100,-100,-100,-85,-85,-71,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-83,-100,-100,-82,-82,-100,-84,-88,-87,-87,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-79,-100,-78,-100,-83,-100,-89,-88,-77,-87,-75,-76,-76,-82,-81,-83,-82,-100,-82,-82,-100,-82,-100,-100,-100,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-67,-53,-66,-67,-63,-63,-63,-94,-92,-100,-100,-90,-70,-100,-100,-68,-69,-100,-90,-89,-78,-77,-90,-89,-77,-74,-82,-81,-78,-85,-85,-88,-91,-91,-58,-100,-100,-100,-80,-70,-100,-100,-62,-61,-100,-100,-91,-79,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-93,-69,-84,-100,-100,-100,-100,-100,-70,-70,-100,-78,-100,-100,-100,-78,-78,-68,-100,-100,-83,-100,-100,-100,-100,-100,-84,-85,-69,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-84,-100,-100,-85,-84,-100,-84,-88,-87,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-86,-100,-85,-100,-85,-100,-86,-85,-77,-87,-77,-77,-76,-82,-81,-83,-87,-100,-86,-87,-100,-87,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-69,-54,-68,-68,-52,-59,-62,-92,-92,-100,-100,-91,-72,-100,-100,-72,-72,-100,-90,-89,-83,-83,-91,-89,-77,-74,-84,-85,-78,-85,-85,-84,-100,-100,-70,-100,-100,-100,-80,-82,-100,-100,-71,-72,-100,-100,-100,-79,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-93,-73,-79,-100,-100,-100,-100,-100,-82,-82,-100,-70,-100,-100,-100,-70,-70,-68,-100,-100,-78,-100,-100,-100,-100,-100,-80,-78,-69,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-83,-100,-100,-89,-87,-100,-86,-88,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-85,-100,-85,-100,-85,-100,-85,-87,-79,-85,-78,-78,-78,-82,-81,-83,-88,-100,-89,-88,-100,-88,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-71,-55,-70,-71,-61,-58,-60,-92,-92,-100,-100,-90,-70,-100,-100,-70,-69,-100,-90,-89,-80,-79,-91,-89,-78,-77,-86,-85,-78,-85,-84,-84,-100,-100,-71,-100,-100,-100,-86,-77,-100,-100,-71,-71,-100,-100,-100,-77,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-93,-75,-80,-100,-100,-100,-100,-100,-76,-77,-100,-71,-100,-100,-100,-70,-66,-74,-100,-100,-79,-100,-100,-100,-100,-100,-78,-79,-78,-78,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-85,-87,-100,-100,-90,-88,-100,-86,-88,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-85,-100,-86,-100,-84,-100,-85,-85,-76,-85,-75,-76,-78,-82,-81,-83,-86,-100,-86,-85,-100,-85,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-67,-59,-67,-66,-58,-58,-56,-92,-92,-100,-100,-90,-76,-100,-100,-74,-75,-100,-90,-89,-80,-79,-91,-89,-77,-77,-86,-85,-77,-87,-86,-84,-100,-100,-66,-100,-100,-100,-86,-79,-100,-100,-67,-66,-100,-100,-100,-74,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-93,-78,-80,-100,-100,-100,-100,-100,-77,-77,-100,-71,-100,-100,-100,-67,-69,-74,-100,-100,-79,-100,-100,-100,-100,-100,-80,-79,-75,-78,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-81,-82,-100,-100,-87,-88,-100,-86,-88,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-85,-100,-86,-100,-84,-100,-84,-83,-82,-83,-81,-82,-81,-91,-81,-83,-85,-100,-86,-85,-100,-85,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-77,-55,-67,-75,-61,-61,-60,-92,-92,-100,-100,-90,-72,-100,-100,-72,-71,-100,-90,-89,-80,-79,-91,-89,-76,-74,-86,-87,-77,-87,-86,-84,-100,-100,-71,-100,-100,-100,-86,-80,-100,-100,-69,-69,-100,-100,-100,-75,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-93,-76,-79,-100,-100,-100,-100,-100,-79,-81,-100,-69,-100,-100,-100,-68,-68,-76,-100,-100,-81,-100,-100,-100,-100,-100,-81,-81,-77,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-80,-80,-100,-100,-87,-86,-100,-86,-88,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-85,-100,-86,-100,-84,-100,-86,-86,-82,-85,-78,-80,-80,-92,-81,-83,-88,-100,-88,-89,-100,-88,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-67,-57,-68,-64,-59,-60,-58,-92,-92,-100,-100,-90,-71,-100,-100,-71,-71,-100,-90,-89,-78,-78,-91,-89,-78,-79,-86,-87,-77,-87,-86,-84,-100,-100,-70,-100,-100,-100,-86,-77,-100,-100,-70,-71,-100,-100,-100,-79,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-93,-81,-80,-100,-100,-100,-100,-100,-76,-77,-100,-70,-100,-100,-100,-70,-70,-81,-100,-100,-80,-100,-100,-100,-100,-100,-81,-81,-78,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-86,-84,-100,-100,-89,-86,-100,-87,-88,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-83,-100,-83,-100,-84,-100,-85,-85,-82,-84,-78,-80,-80,-92,-81,-83,-88,-100,-87,-86,-100,-85,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-69,-59,-69,-69,-57,-57,-57,-95,-92,-100,-100,-90,-70,-100,-100,-71,-70,-100,-90,-89,-78,-77,-91,-89,-73,-75,-86,-87,-77,-87,-86,-84,-100,-100,-71,-100,-100,-100,-86,-74,-100,-100,-72,-71,-100,-100,-100,-74,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-93,-79,-80,-100,-100,-100,-100,-100,-72,-74,-100,-71,-100,-100,-100,-70,-71,-76,-100,-100,-83,-100,-100,-100,-100,-100,-81,-79,-76,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-80,-81,-100,-100,-94,-86,-100,-87,-88,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-88,-100,-89,-100,-89,-100,-87,-87,-75,-88,-75,-74,-75,-92,-100,-100,-88,-100,-90,-91,-100,-91,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-70,-54,-71,-70,-64,-64,-63,-95,-100,-100,-100,-90,-79,-100,-100,-77,-77,-100,-100,-100,-80,-80,-91,-100,-73,-79,-82,-81,-77,-87,-89,-84,-100,-100,-74,-100,-100,-100,-84,-73,-100,-100,-76,-76,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-100,-73,-72,-100,-67,-100,-100,-100,-63,-66,-80,-100,-100,-80,-100,-100,-100,-100,-100,-75,-80,-78,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-86,-86,-100,-100,-88,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-88,-100,-90,-100,-89,-100,-90,-89,-77,-89,-77,-78,-79,-92,-100,-100,-89,-100,-88,-90,-100,-89,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-68,-53,-68,-69,-63,-65,-66,-95,-100,-100,-100,-90,-72,-100,-100,-72,-72,-100,-100,-100,-78,-78,-91,-100,-79,-79,-83,-82,-80,-87,-89,-84,-100,-100,-78,-100,-100,-100,-82,-74,-100,-100,-77,-78,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-81,-100,-100,-100,-100,-100,-74,-75,-100,-65,-100,-100,-100,-68,-68,-80,-100,-100,-81,-100,-100,-100,-100,-100,-76,-81,-78,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-88,-86,-100,-100,-88,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-87,-100,-88,-100,-87,-100,-87,-85,-80,-86,-79,-80,-80,-92,-100,-100,-90,-100,-90,-89,-100,-90,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-71,-54,-71,-70,-63,-63,-64,-95,-100,-100,-100,-90,-73,-100,-100,-74,-74,-100,-100,-100,-79,-80,-91,-100,-79,-78,-80,-80,-80,-84,-84,-84,-100,-100,-63,-100,-100,-100,-81,-74,-100,-100,-63,-63,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-82,-100,-100,-100,-100,-100,-76,-75,-100,-68,-100,-100,-100,-68,-68,-72,-100,-100,-81,-100,-100,-100,-100,-100,-76,-82,-74,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-88,-85,-100,-100,-90,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-89,-100,-88,-100,-87,-100,-84,-83,-78,-84,-78,-77,-78,-92,-100,-100,-88,-100,-88,-88,-100,-89,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-73,-61,-72,-72,-65,-63,-63,-95,-100,-100,-100,-90,-74,-100,-100,-73,-73,-100,-100,-100,-81,-81,-91,-100,-75,-78,-80,-80,-80,-84,-84,-84,-100,-100,-68,-100,-100,-100,-81,-76,-100,-100,-68,-65,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-77,-75,-100,-67,-100,-100,-100,-67,-66,-75,-100,-100,-80,-100,-100,-100,-100,-100,-78,-80,-74,-78,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-87,-85,-100,-100,-90,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
